Muy	Muy	RQ	muy
los	los	DA0MP0	el
parientes	parientes	NCMP000	pariente
y	y	CC	y
se	se	P00CN000	se
acude	acude	VMIP3S0	acudir
al	al	SPS00+DA0MS0	a+el
alma	alma	NCFS000	alma
	,	Fc	,
que	que	CS	que
es	es	VSIP3S0	ser
lo	lo	DA0NS0	el
Principal	principal	AQ0CS0	principal
	,	Fc	,
ya	ya	RG	ya
que	que	CS	que
yo	yo	PP1CSN00	yo
acudire	acudiré	VMIF1S0	acudir
mientras	mientras	RG	mientras
Dios	Dios	NP00000	dios
me	me	PP1CS000	me
diere	diere	VMSF0S0	dar
Vida	vida	NCFS000	vida
como	como	CS	como
Verdadero	verdadero	AQ0MS0	verdadero
Amigo	amigo	NCMS000	amigo
	.	Fp	.
y	Y	CC	y
todo	todo	DI0MS0	todo
esto	esto	PD0NN000	esto
digo	digo	VMIP1S0	decir
sugetandome	sujetándome	VMG0000+PP1CS000	sujetar+me
a	a	SPS00	a
lo	lo	DA0NS0	el
que	que	PR0CN000	que
fuere	fuere	VSSF0S0	ser
mayor	mayor	AQ0CS0	mayor
boluntad	voluntad	NCFS000	voluntad
de	de	SPS00	de
mi	mi	DP1CSS	mi
Señora	señora	NP00000	señor
Da	doña	NP00000	don
Lorenza	Lorenza	NP00000	lorenza
	.	Fp	.
Tambien	También	RG	también
este	este	DD0MS0	este
ordinario	ordinario	NCMS000	ordinario
me	me	PP1CS000	me
ha	ha	VAIP3S0	haber
faltado	faltado	VMP0000	faltar
carta	carta	NCFS000	carta
de	de	SPS00	de
Dn	don	NP00000	don
Matheo	Mateo	NP00000	mateo
	.	Fp	.
y	Y	CC	y
asi	así	RG	así
no	no	RN	no
se	sé	VMIP1S0	saber
del	del	SPS00+DA0MS0	de+el
estado	estado	NCMS000	estado
de	de	SPS00	de
las	las	DA0FP0	el
cosas	cosas	NCFP000	cosa
de	de	SPS00	de
S	Su	DP3CS0	su
A	Alteza	NP00000	alteza
mas	más	RC	más
de	de	SPS00	de
lo	lo	DA0NS0	el
que	que	PR0CN000	que
Vm	VM	NP00000	VM
me	me	PP1CS000	me
diçe	dice	VMIP3S0	decir
	,	Fc	,
pero	pero	CC	pero
segun	según	SPS00	según
ello	ello	PD0NN000	ello
pareçe	parece	VMIP3S0	parecer
que	que	CS	que
no	no	RN	no
abra	habrá	VMIF3S0	haber
ninguna	ninguna	DI0FS0	ninguno
novedad	novedad	NCFS000	novedad
de	de	SPS00	de
las	las	DA0FP0	el
q	que	PR0CN000	que
Vm	VM	NP00000	VM
recelava	recelaba	VMII0S0	recelar
	.	Fp	.
lo	Lo	DA0NS0	el
que	que	PR0CN000	que
yo	yo	PP1CSN00	yo
quisiera	quisiera	VMSI0S0	querer
que	que	CS	que
tubiere	tuviere	VMSF0S0	tener
materiales	materiales	NCMP000	material
para	para	SPS00	para
poder	poder	VMN0000	poder
obrar	obrar	VMN0000	obrar
conforme	conforme	RG	conforme
su	su	DP3CS0	su
deseo	deseo	NCMS000	deseo
	.	Fp	.
y	Y	CC	y
aunque	aunque	CS	aunque
Vm	VM	NP00000	VM
me	me	PP1CS000	me
diçe	dice	VMIP3S0	decir
que	que	CS	que
se	se	P00CN000	se
camina	camina	VMIP3S0	caminar
en	en	SPS00	en
esto	esto	PD0NN000	esto
con	con	SPS00	con
mucho	mucho	DI0MS0	mucho
calor	calor	NCMS000	calor
y	y	CC	y
que	que	CS	que
abra	habrá	VMIF3S0	haber
Armada	armada	NCFS000	armada
el	el	DA0MS0	el
año	año	NCMS000	año
q	que	PR0CN000	que
biene	viene	VMIP3S0	venir
	,	Fc	,
no	no	RN	no
se	sé	VMIP1S0	saber
si	si	CSI	si
corresponderan	corresponderán	VMIF3P0	corresponder
los	los	DA0MP0	el
efectos	efectos	NCMP000	efecto
	,	Fc	,
porque	porque	CS	porque
el	el	DA0MS0	el
tiempo	tiempo	NCMS000	tiempo
es	es	VSIP3S0	ser
corto	corto	AQ0MS0	corto
y	y	CC	y
los	los	DA0MP0	el
medios	medios	NCMP000	medio
muy	muy	RQ	muy
limitados	limitados	NP00000	limitado
,	.	Fp	.
y	Y	CC	y
por	por	SPS00	por
eso	eso	PD0NN000	eso
quisiera	quisiera	VMSI0S0	querer
yo	yo	PP1CSN00	yo
que	que	CS	que
se	se	P00CN000	se
suspendieran	suspendieran	VMSI3P0	suspender
las	las	DA0FP0	el
operaçiones	operaciones	NCFP000	operación
asta	hasta	SPS00	hasta
otro	otro	DI0MS0	otro
año	año	NCMS000	año
y	y	CC	y
	,	Fc	,
juntando	juntando	VMG0000	juntar
para	para	SPS00	para
entonçes	entonces	RG	entonces
todo	todo	DI0MS0	todo
lo	lo	DA0NS0	el
neçesario	necesario	AQ0MS0	necesario
	,	Fc	,
se	se	P00CN000	se
redugese	redujese	VMSI0S0	reducir
esta	esta	DD0FS0	este
guerra	guerra	NCFS000	guerra
a	a	SPS00	a
una	una	DI0FS0	uno
campaña	campaña	NCFS000	campaña
y	y	CC	y
se	se	P00CN000	se
acavase	acabase	VMSI0S0	acabar
con	con	SPS00	con
tanto	tanto	RC	tanto
mayor	mayor	AQ0CS0	mayor
credito	crédito	NCMS000	crédito
de	de	SPS00	de
las	las	DA0FP0	el
Armas	armas	NCFP000	arma
de	de	SPS00	de
S	Su	DP3CS0	su
Mgd	Majestad	NP00000	majestad
	,	Fc	,
y	y	CC	y
no	no	RN	no
haçerlo	hacerlo	VMN0000+PP3CNA00	hacer+lo
bia	vía	NCFS000	vía
ordinaria	ordinaria	NCFS000	ordinaria
	,	Fc	,
pero	pero	CC	pero
alla	allá	RG	allá
se	se	P00CN000	se
mirara	mirará	VMIF3S0	mirar
con	con	SPS00	con
mayor	mayor	AQ0CS0	mayor
açierto	acierto	NCMS000	acierto
	.	Fp	.
Sin	Sin	SPS00	sin
duda	duda	NCFS000	duda
abran	habrán	VAIF3P0	haber
sido	sido	VSP0000	ser
grandes	grandes	AQ0CP0	grande
y	y	CC	y
lastimosos	lastimosos	NCMP000	lastimoso
los	los	DA0MP0	el
daños	daños	NCMP000	daño
que	que	PR0CN000	que
an	han	VAIP3P0	haber
resultado	resultado	VMP0000	resultar
del	del	SPS00+DA0MS0	de+el
fracaso	fracaso	NCMS000	fracaso
de	de	SPS00	de
los	los	DA0MP0	el
Galeones	galeones	NCMP000	galeón
	,	Fc	,
y	y	CC	y
tanto	tanto	RC	tanto
mas	más	RC	más
sençibles	sensibles	AQ0CP0	sensible
quanto	cuanto	PA000000	cuanto
afirman	afirman	VMIP3P0	afirmar
q	que	CS	que
an	han	VAIP3P0	haber
proçedido	procedido	VMP0000	proceder
de	de	SPS00	de
haver	haber	VAN0000	haber
querido	querido	VMP0000	querer
apresurar	apresurar	VMN0000	apresurar
demasiado	demasiado	RG	demasiado
la	la	DA0FS0	el
salida	salida	NCFS000	salida
	.	Fp	.
quiera	Quiera	VMSP0S0	querer
Dios	Dios	NP00000	dios
que	que	CS	que
esto	esto	PD0NN000	esto
sirva	sirva	VMSP0S0	servir
de	de	SPS00	de
escarmiento	escarmiento	NCMS000	escarmiento
para	para	SPS00	para
que	que	CS	que
de	de	SPS00	de
aqui	aquí	RG	aquí
adelante	adelante	RG	adelante
se	se	P00CN000	se
siga	siga	VMSP0S0	seguir
el	el	DA0MS0	el
sentir	sentir	VMN0000	sentir
de	de	SPS00	de
cada	cada	DI0CN0	cada
uno	uno	PI0MS000	uno
en	en	SPS00	en
su	su	DP3CS0	su
profesion	profesión	NCFS000	profesión
	,	Fc	,
pero	pero	CC	pero
tengolo	téngolo	NCMS000	téngolo
por	por	SPS00	por
dificultoso	dificultoso	AQ0MS0	dificultoso
	,	Fc	,
porque	porque	CS	porque
ay	hay	VMIP3S0	haber
muchos	muchos	PI0MP000	mucho
que	que	PR0CN000	que
se	se	P00CN000	se
persuaden	persuaden	VMIP3P0	persuadir
a	a	SPS00	a
que	que	CS	que
lo	lo	PP3CNA00	lo
alcançan	alcanzan	VMIP3P0	alcanzar
todo	todo	PI0MS000	todo
y	y	CC	y
no	no	RN	no
puede	puede	VMIP3S0	poder
aver	haber	VMN0000	haber
presuncion	presunción	NCFS000	presunción
mas	más	RC	más
vana	vana	AQ0FS0	vano
	.	Fp	.
Dios	Dios	NP00000	dios
lo	lo	PP3CNA00	lo
remedie	remedie	VMSP0S0	remediar
y	y	CC	y
gde	guarde	VMSP0S0	guardar
A	a	SPS00	a
Vm	VM	NP00000	VM
ms	muchos	DI0MP0	mucho
años	años	NCMP000	año
como	como	CS	como
deseo	deseo	VMIP1S0	desear
	.	Fp	.
Helorrio	Elorrio	NP00000	elorrio
	,	Fc	,
10	10	Z	10
de	de	SPS00	de
8re	octubre	NCMS000	octubre
1660	1660	Z	1660
	.	Fp	.
Joan	Juan	NP00000	juan
Ba	Bautista	NP00000	bautista
Arespacochaga	Arespacochaga	NP00000	arespacochaga
si	Si	CS	si
mi	mi	DP1CSS	mi
sa	señora	NP00000	señor
D	doña	NP00000	don
Lorenza	Lorenza	NP00000	lorenza
se	se	P00CN000	se
hallare	hallare	VMSF0S0	hallar
embarazada	embarazada	NCFS000	embarazada
en	en	SPS00	en
disponer	disponer	VMN0000	disponer
las	las	DA0FP0	el
cosas	cosas	NCFP000	cosa
como	como	CS	como
propongo	propongo	VMIP1S0	proponer
o	o	CC	o
en	en	SPS00	en
otra	otra	DI0FS0	otro
forma	forma	NCFS000	forma
por	por	SPS00	por
respeto	respeto	NCMS000	respeto
de	de	SPS00	de
los	los	DA0MP0	el
deudos	deudos	NCMP000	deudo
	,	Fc	,
podria	podría	VMIC0S0	poder
otorgar	otorgar	VMN0000	otorgar
poder	poder	NCMS000	poder
para	para	SPS00	para
que	que	CS	que
yo	yo	PP1CSN00	yo
teste	teste	RG	teste
en	en	SPS00	en
la	la	DA0FS0	el
forma	forma	NCFS000	forma
que	que	CS	que
su	su	DP3CS0	su
mrd	merced	NCFS000	merced
me	me	PP1CS000	me
tiene	tiene	VMIP3S0	tener
comunicado	comunicado	VMP00SM	comunicar
	,	Fc	,
declarando	declarando	VMG0000	declarar
solamente	solamente	RG	solamente
su	su	DP3CS0	su
volund	voluntad	NCFS000	voluntad
en	en	SPS00	en
quanto	cuanto	PA000000	cuanto
al	al	SPS00+DA0MS0	a+el
entierro	entierro	NCMS000	entierro
i	y	CC	y
funerarias	funerarias	NCFP000	funeraria
	,	Fc	,
i	y	CC	y
hacer	hacer	VMN0000	hacer
una	una	DI0FS0	uno
memoria	memoria	NCFS000	memoria
aparte	aparte	RG	aparte
para	para	SPS00	para
que	que	CS	que
yo	yo	PP1CSN00	yo
me	me	PP1CS000	me
govierne	gobierne	VMSP0S0	gobernar
conforme	conforme	RG	conforme
a	a	SPS00	a
ella	ella	PP3FS000	él
	,	Fc	,
porque	porque	CS	porque
aunque	aunque	CS	aunque
no	no	RN	no
es	es	VSIP3S0	ser
cuidado	cuidado	NCMS000	cuidado
para	para	SPS00	para
apetecido	apetecido	VMP00SM	apetecer
por	por	SPS00	por
servir	servir	VMN0000	servir
a	a	SPS00	a
su	su	DP3CS0	su
mrd	merced	NCFS000	merced
no	no	RN	no
abra	habrá	VMIF3S0	haber
travajo	trabajo	NCMS000	trabajo
que	que	CS	que
yo	yo	PP1CSN00	yo
reuse	rehúse	VMSP0S0	rehusar
	.	Fp	.
y	Y	CC	y
esto	esto	PD0NN000	esto
propongo	propongo	VMIP1S0	proponer
para	para	SPS00	para
en	en	SPS00	en
caso	caso	NCMS000	caso
de	de	SPS00	de
necesidad	necesidad	NCFS000	necesidad
	,	Fc	,
pero	pero	CC	pero
de	de	SPS00	de
otra	otra	DI0FS0	otro
ma	manera	NCFS000	manera
spre	siempre	RG	siempre
sera	será	VSIF3S0	ser
mejor	mejor	RC	mejor
que	que	CS	que
su	su	DP3CS0	su
mrd	merced	NCFS000	merced
disponga	disponga	VMSP0S0	disponer
sus	sus	DP3CP0	su
cosas	cosas	NCFP000	cosa
y	y	CC	y
sobre	sobre	SPS00	sobre
todo	todo	PI0MS000	todo
se	se	P00CN000	se
trate	trate	VMSP0S0	tratar
de	de	SPS00	de
estar	estar	VMN0000	estar
mui	muy	RQ	muy
conforme	conforme	RG	conforme
con	con	SPS00	con
la	la	DA0FS0	el
volund	voluntad	NCFS000	voluntad
de	de	SPS00	de
Dios	Dios	NP00000	dios
	.	Fp	.
Sr	Señor	NP00000	señor
Ju	Juan	NP00000	juan
de	de	SPS00	de
Velasco	Velasco	NP00000	velasco
