Sra	Señora	NP00000	señor
siendo	siendo	VSG0000	ser
en	en	SPS00	en
presensia	presencia	NCFS000	presencia
de	de	SPS00	de
los	los	DA0MP0	el
señores	señores	NCMP000	señor
albazeas	albaceas	NCCP000	albacea
y	y	CC	y
testigos	testigos	NCCP000	testigo
	;	Fx	;
ssiendo	siendo	VSG0000	ser
vmd	VM	NP00000	VM
biba	viva	VMSP0S0	vivir
se	se	P00CN000	se
remitiese	remitiese	VMSI0S0	remitir
a	a	SPS00	a
mi	mí	PP1CSO00	mí
el	el	DA0MS0	el
poder	poder	NCMS000	poder
y	y	CC	y
no	no	RN	no
a	a	SPS00	a
otro	otro	PI0MS000	otro
ninguno	ninguno	DI0MS0	ninguno
	,	Fc	,
y	y	CC	y
en	en	SPS00	en
presençia	presencia	NCFS000	presencia
de	de	SPS00	de
mis	mis	DP1CPS	mi
ermanos	hermanos	NCMP000	hermano
estando	estando	VMG0000	estar
todos	todos	DI0MP0	todo
juntos	juntos	AQ0MP0	junto
un	un	DI0MS0	uno
dia	día	NCMS000	día
antes	antes	RG	antes
que	que	CS	que
dios	Dios	NP00000	dios
le	le	PP3CSD00	le
llebase	llevase	VMSI0S0	llevar
	.	Fp	.
y	Y	CC	y
por	por	SPS00	por
ser	ser	VSN0000	ser
berdad	verdad	NCFS000	verdad
yra	irá	VMIF3S0	ir
firmado	firmado	VMP00SM	firmar
de	de	SPS00	de
ellos	ellos	PP3MP000	ellos
en	en	SPS00	en
esta	ésta	PD0FS000	este
	,	Fc	,
porque	porque	CS	porque
no	no	RN	no
quiso	quiso	VMIS3S0	querer
el	él	PP3MS000	él
	,	Fc	,
que	que	CS	que
dios	Dios	NP00000	dios
tenga	tenga	VMSP0S0	tener
en	en	SPS00	en
el	el	DA0MS0	el
sielo	cielo	NCMS000	cielo
	,	Fc	,
que	que	CS	que
sus	sus	DP3CP0	su
bienes	bienes	NCMP000	bien
coriese	corriese	VMSI0S0	correr
con	con	SPS00	con
ellos	ellos	PP3MP000	ellos
antonio	Antonio	NP00000	antonio
de	de	SPS00	de
siera	Sierra	NCFS000	sierra
y	y	CC	y
que	que	CS	que
no	no	RN	no
fuese	fuese	VSSI0S0	ser
balido	válido	NCMS000	válido
el	el	DA0MS0	el
poder	poder	NCMS000	poder
que	que	CS	que
el	él	PP3MS000	él
trujese	trajese	VMSI0S0	traer
de	de	SPS00	de
vmd	VM	NP00000	VM
ni	ni	CC	ni
otro	otro	PI0MS000	otro
alguno	alguno	PI0MS000	alguno
de	de	SPS00	de
sus	sus	DP3CP0	su
hermanos	hermanos	NCMP000	hermano
	,	Fc	,
ssi	si	CS	si
no	no	RN	no
es	es	VSIP3S0	ser
a	a	SPS00	a
mi	mí	PP1CSO00	mí
	.	Fp	.
y	Y	CC	y
si	si	CS	si
vmd	VM	NP00000	VM
ubiese	hubiese	VASI0S0	haber
faltado	faltado	VMP0000	faltar
antes	antes	RG	antes
que	que	CS	que
el	él	PP3MS000	él
	,	Fc	,
nonbro	nombró	VMIS3S0	nombrar
por	por	SPS00	por
herederos	herederos	NCMP000	heredero
a	a	SPS00	a
su	su	DP3CS0	su
hermana	hermana	NP00000	hermano
doña	doña	NP00000	don
Blanca	Blanca	NCFS000	blanca
y	y	CC	y
a	a	SPS00	a
Clara	Clara	NP00000	clara
y	y	CC	y
a	a	SPS00	a
doña	doña	NP00000	don
beatriz	Beatriz	NP00000	beatriz
y	y	CC	y
a	a	SPS00	a
manuel	Manuel	NP00000	manuel
	.	Fp	.
y	Y	CC	y
despues	después	RG	después
de	de	SPS00	de
aber	haber	VAN0000	haber
hecho	hecho	VMP0000	hacer
el	el	DA0MS0	el
testamento	testamento	NCMS000	testamento
	,	Fc	,
que	que	CS	que
yo	yo	PP1CSN00	yo
no	no	RN	no
me	me	PP1CS000	me
alle	halle	VMSP0S0	hallar
presente	presente	AQ0CS0	presente
	,	Fc	,
me	me	PP1CS000	me
dexo	dejó	VMIS3S0	dejar
que	que	CS	que
hentrase	entrase	VMSI0S0	entrar
yo	yo	PP1CSN00	yo
en	en	SPS00	en
primer	primer	AO0MS0	primero
lugar	lugar	NCMS000	lugar
y	y	CC	y
por	por	SPS00	por
padre	padre	NCMS000	padre
de	de	SPS00	de
todos	todos	PI0MP000	todo
	.	Fp	.
y	Y	CC	y
el	el	DA0MS0	el
poder	poder	NCMS000	poder
a	ha	VMIP3S0	haber
de	de	SPS00	de
benir	venir	VMN0000	venir
autorizado	autorizado	VMP00SM	autorizar
de	de	SPS00	de
todos	todos	DI0MP0	todo
los	los	DA0MP0	el
escribanos	escribanos	NCMP000	escribano
que	que	PR0CN000	que
ubiere	hubiere	VMSF0S0	haber
en	en	SPS00	en
esa	esa	DD0FS0	ese
va	villa	NCFS000	villa
	.	Fp	.
y	Y	CC	y
despues	después	RG	después
de	de	SPS00	de
los	los	DA0MP0	el
escribanos	escribanos	NCMP000	escribano
dee	de	SPS00	de
la	la	DA0FS0	el
billa	villa	NCFS000	villa
se	se	P00CN000	se
le	le	PP3CSD00	le
a	ha	VMIP3S0	haber
de	de	SPS00	de
adbertir	advertir	VMN0000	advertir
a	a	SPS00	a
el	el	DA0MS0	el
propio	propio	NCMS000	propio
que	que	PR0CN000	que
a	ha	VMIP3S0	haber
de	de	SPS00	de
refrendar	refrendar	VMN0000	refrendar
en	en	SPS00	en
polan	Polán	NP00000	polán
y	y	CC	y
en	en	SPS00	en
el	el	DA0MS0	el
primer	primer	AO0MS0	primero
lugar	lugar	NCMS000	lugar
que	que	PR0CN000	que
llegare	llegare	VMSF0S0	llegar
como	como	CS	como
conoze	conoce	VMIP3S0	conocer
a	a	SPS00	a
los	los	DA0MP0	el
escribanos	escribanos	NCMP000	escribano
que	que	PR0CN000	que
bienen	vienen	VMIP3P0	venir
en	en	SPS00	en
el	el	DA0MS0	el
poder	poder	NCMS000	poder
	.	Fp	.
y	Y	CC	y
el	el	DA0MS0	el
propio	propio	NCMS000	propio
se	se	P00CN000	se
a	ha	VMIP3S0	haber
de	de	SPS00	de
despachar	despachar	VMN0000	despachar
en	en	SPS00	en
un	un	DI0MS0	uno
dia	día	NCMS000	día
sin	sin	SPS00	sin
que	que	CS	que
aya	haya	VMSP0S0	haber
dilazion	dilación	NCFS000	dilación
	,	Fc	,
porque	porque	CS	porque
si	si	CS	si
tardare	tardare	VMSF0S0	tardar
mas	más	RC	más
se	se	P00CN000	se
le	le	PP3CSD00	le
a	ha	VMIP3S0	haber
de	de	SPS00	de
pagar	pagar	VMN0000	pagar
los	los	DA0MP0	el
dias	días	NCMP000	día
que	que	PR0CN000	que
le	le	PP3CSD00	le
detubiere	detuviere	VMSF0S0	detener
	.	Fp	.
y	Y	CC	y
tanbien	también	RG	también
le	le	PP3CSD00	le
daran	darán	VMIF3P0	dar
de	de	SPS00	de
comer	comer	VMN0000	comer
	.	Fp	.
y	Y	CC	y
todo	todo	DI0MS0	todo
lo	lo	DA0NS0	el
que	que	PR0CN000	que
costaren	costaren	VMSF3P0	costar
los	los	DA0MP0	el
papeles	papeles	NCMP000	papel
de	de	SPS00	de
sacar	sacar	VMN0000	sacar
me	me	PP1CS000	me
lo	lo	PP3CNA00	lo
abisen	avisen	VMSP3P0	avisar
y	y	CC	y
aparten	aparten	VMSP3P0	apartar
en	en	SPS00	en
el	el	DA0MS0	el
poder	poder	NCMS000	poder
	.	Fp	.
no	No	RN	no
ai	hay	VMIP3S0	haber
otra	otra	DI0FS0	otro
cosa	cosa	NCFS000	cosa
de	de	SPS00	de
que	que	CS	que
avisar	avisar	VMN0000	avisar
a	a	SPS00	a
vmd	VM	NP00000	VM
en	en	SPS00	en
este	este	DD0MS0	este
particular	particular	NCMS000	particular
	.	Fp	.
y	Y	CC	y
todos	todos	DI0MP0	todo
los	los	DA0MP0	el
bienes	bienes	NCMP000	bien
estan	están	VMIP3P0	estar
depositados	depositados	NCMP000	depositado
por	por	SPS00	por
mandado	mandado	NCMS000	mandado
del	del	SPS00+DA0MS0	de+el
juez	juez	NCMS000	juez
de	de	SPS00	de
esta	esta	DD0FS0	este
va	villa	NCFS000	villa
	.	Fp	.
en	En	SPS00	en
el	el	DA0MS0	el
ynter	ínter	NCMS000	ínter
q	que	CS	que
vmd	VM	NP00000	VM
me	me	PP1CS000	me
henbia	envía	VMIP3S0	enviar
este	este	DD0MS0	este
poder	poder	NCMS000	poder
y	y	CC	y
el	el	DA0MS0	el
tersio	tercio	NCMS000	tercio
de	de	SPS00	de
la	la	DA0FS0	el
asienda	hacienda	NCFS000	hacienda
de	de	SPS00	de
diego	Diego	NP00000	diego
mendez	Méndez	NP00000	méndez
	,	Fc	,
qu	que	CS	que
este	esté	VMSP0S0	estar
en	en	SPS00	en
gloria	gloria	NCFS000	gloria
	,	Fc	,
dexo	dejo	VMIP1S0	dejar
a	a	SPS00	a
su	su	DP3CS0	su
mujer	mujer	NCFS000	mujer
	,	Fc	,
a	a	SPS00	a
quien	quien	PR0CS000	quien
gue	guarde	VMSP0S0	guardar
dios	Dios	NP00000	dios
como	como	CS	como
deseo	deseo	VMIP1S0	desear
	.	Fp	.
aguilar	Aguilar	NP00000	aguilar
	,	Fc	,
abril	abril	NCMS000	abril
17	17	Z	17
de	de	SPS00	de
1658	1658	Z	1658
años	años	NCMP000	año
	.	Fp	.
yjo	Hijo	NP00000	hijo
de	de	SPS00	de
vmd	VM	NP00000	VM
	,	Fc	,
fernan	Fernán	NP00000	fernán
mendez	Méndez	NP00000	méndez
manuel	Manuel	NP00000	manuel
mendez	Méndez	NP00000	méndez
	,	Fc	,
clara	Clara	NP00000	clara
mendez	Méndez	NP00000	méndez
