Conpe	Compadre	NCMS000	compadre
en	en	SPS00	en
los	los	DA0MP0	el
galeones	galeones	NCMP000	galeón
passdos	pasados	NCMP000	pasado
y	y	CC	y
es	es	VSIP3S0	ser
conocido	conocido	VMP00SM	conocer
mio	mío	DP1MSS	mío
de	de	SPS00	de
españa	España	NP00000	españa
,	.	Fp	.
antes	Antes	RG	antes
de	de	SPS00	de
aier	ayer	RG	ayer
	,	Fc	,
Domingo	Domingo	NP00000	domingo
de	de	SPS00	de
ramos	Ramos	NP00000	ramos
	,	Fc	,
se	se	P00CN000	se
caso	casó	VMIS3S0	casar
Da	doña	NP00000	don
Margarita	Margarita	NP00000	margarita
con	con	SPS00	con
D	don	NP00000	don
Po	Pedro	NP00000	pedro
de	de	SPS00	de
lugo	Lugo	NP00000	lugo
,	.	Fp	.
sienpre	Siempre	RG	siempre
estamos	estamos	VMIP1P0	estar
de	de	SPS00	de
esta	esta	DD0FS0	este
manera	manera	NCFS000	manera
.	.	Fp	.
nro	Nuestro	DP1MSP	nuestro
fr	fray	NP00000	fray
ramon	Ramón	NP00000	ramón
es	es	VSIP3S0	ser
Provl	provincial	NCMS000	provincial
i	y	CC	y
oi	hoy	RG	hoy
escribio	escribió	VMIS3S0	escribir
a	a	SPS00	a
vmd	VM	NP00000	VM
dandole	dándole	VMG0000+PP3CSD00	dar+le
qta	cuenta	NCFS000	cuenta
de	de	SPS00	de
todo	todo	PI0MS000	todo
,	.	Fp	.
no	No	RN	no
escrivo	escribo	VMIP1S0	escribir
de	de	SPS00	de
nobedades	novedades	NCFP000	novedad
	,	Fc	,
que	que	CS	que
me	me	PP1CS000	me
aseguro	aseguró	VMIS3S0	asegurar
D	don	NP00000	don
Joseph	José	NP00000	josé
Varon	Varón	NP00000	varón
abiso	avisó	VMIP3S0	avisar
a	a	SPS00	a
vmd	VM	NP00000	VM
de	de	SPS00	de
todo	todo	PI0MS000	todo
;	.	Fp	.
al	Al	SPS00+DA0MS0	a+el
sr	señor	NP00000	señor
D	don	NP00000	don
Diego	Diego	NP00000	diego
,	,	Fc	,
que	que	CS	que
tenga	tenga	VMSP0S0	tener
esta	ésta	PD0FS000	este
por	por	SPS00	por
suia	suya	PX3FS000	suyo
y	y	CC	y
que	que	CS	que
me	me	PP1CS000	me
perdone	perdone	VMSP0S0	perdonar
mucho	mucho	RQ	mucho
el	el	DA0MS0	el
que	que	CS	que
no	no	RN	no
le	le	PP3CSD00	le
escribo	escribo	VMIP1S0	escribir
porque	porque	CS	porque
no	no	RN	no
ai	hay	VMIP3S0	haber
lugar	lugar	NCMS000	lugar
	,	Fc	,
que	que	CS	que
este	este	DD0MS0	este
Correo	correo	NCMS000	correo
paso	pasó	VMIS3S0	pasar
por	por	SPS00	por
aqui	aquí	RG	aquí
a	a	SPS00	a
las	las	DA0FP0	el
nuebe	nueve	Z	9
de	de	SPS00	de
la	la	DA0FS0	el
noche	noche	NCFS000	noche
estraordino	extraordinario	NCMS000	extraordinario
porque	porque	CS	porque
el	el	DA0MS0	el
pliego	pliego	NCMS000	pliego
ia	ya	RG	ya
avia	había	VAII0S0	haber
salido	salido	VMP0000	salir
	;	Fx	;
a	a	SPS00	a
ber	ver	VMN0000	ver
si	si	CS	si
puede	puede	VMIP3S0	poder
alcansar	alcanzar	VMN0000	alcanzar
la	la	DA0FS0	el
nao	nao	NCFS000	nao
,	.	Fp	.
al	Al	SPS00+DA0MS0	a+el
sr	señor	NP00000	señor
D	don	NP00000	don
Pelipe	Felipe	NP00000	felipe
de	de	SPS00	de
Aboz	Aboz	NP00000	alboz
y	y	CC	y
a	a	SPS00	a
su	su	DP3CS0	su
pe	padre	NCMS000	padre
y	y	CC	y
hermos	hermanos	NCMP000	hermano
del	del	SPS00+DA0MS0	de+el
sr	señor	NP00000	señor
D	don	NP00000	don
Ju	Juan	NP00000	juan
Beso	beso	VMIP1S0	besar
las	las	DA0FP0	el
Manos	manos	NCFP000	mano
y	y	CC	y
que	que	CS	que
me	me	PP1CS000	me
manden	manden	VMSP3P0	mandar
como	como	CS	como
a	a	SPS00	a
criado	criado	NCMS000	criado
suio	suyo	DP3CS0	suyo
mas	más	RC	más
afecto	afecto	NCMS000	afecto
	,	Fc	,
que	que	CS	que
lo	lo	PP3MSA00	lo
soi	soy	VSIP1S0	ser
y	y	CC	y
lo	lo	PP3MSA00	lo
sere	seré	VSIF1S0	ser
,	.	Fp	.
no	No	RN	no
soi	soy	VSIP1S0	ser
mas	más	RC	más
largo	largo	RG	largo
porque	porque	CS	porque
el	el	DA0MS0	el
tienpo	tiempo	NCMS000	tiempo
no	no	RN	no
da	da	VMIP3S0	dar
lugar	lugar	NCMS000	lugar
,	,	Fc	,
sino	sino	CC	sino
que	que	CS	que
vmd	VM	NP00000	VM
no	no	RN	no
pierda	pierda	VMSP0S0	perder
ocason	ocasión	NCFS000	ocasión
	,	Fc	,
que	que	CS	que
Yo	yo	PP1CSN00	yo
lo	lo	PP3CNA00	lo
hare	haré	VMIF1S0	hacer
assi	así	RG	así
	.	Fp	.
y	Y	CC	y
me	me	PP1CS000	me
le	le	PP3CSD00	le
gde	guarde	VMSP0S0	guardar
Dios	Dios	NP00000	dios
y	y	CC	y
me	me	PP1CS000	me
le	le	PP3CSD00	le
deje	deje	VMSP0S0	dejar
ber	ver	VMN0000	ver
en	en	SPS00	en
los	los	DA0MP0	el
puestos	puestos	VMP00PM	poner
de	de	SPS00	de
su	su	DP3CS0	su
mas	más	RC	más
merecimto	merecimiento	NCMS000	merecimiento
	,	Fc	,
que	que	CS	que
sera	será	VSIF3S0	ser
pa	para	SPS00	para
mi	mí	PP1CSO00	mí
el	el	DA0MS0	el
mor	mayor	AQ0CS0	mayor
consuelo	consuelo	NCMS000	consuelo
	,	Fc	,
madamdome	mandándome	VMG0000+PP1CS000	mandar+me
ms	muchas	DI0FP0	mucho
cosas	cosas	NCFP000	cosa
de	de	SPS00	de
su	su	DP3CS0	su
servo	servicio	NCMS000	servicio
	.	Fp	.
S	San	NP00000	san
Ju	Juan	NP00000	juan
Amatitan	Amatitlán	NP00000	amatitlán
	,	Fc	,
y	y	CC	y
abril	abril	NCMS000	abril
15	15	Z	15
de	de	SPS00	de
1680	1680	Z	1680
	.	Fp	.
Conpe	Compadre	NP00000	compadre
	,	Fc	,
B	besa	VMIP3S0	besar
l	las	DA0FP0	el
M	manos	NCFP000	mano
de	de	SPS00	de
Vmd	VM	NP00000	VM
su	su	DP3CS0	su
mas	más	RC	más
seguro	seguro	AQ0MS0	seguro
servor	servidor	NCMS000	servidor
	,	Fc	,
amigo	amigo	NP00000	amigo
y	y	CC	y
conpe	compadre	NCMS000	compadre
	,	Fc	,
D	don	NP00000	don
fra	Francisco	NP00000	francisco
vidal	Vidal	NP00000	vidal
y	y	CC	y
Bravo	Bravo	NP00000	bravo
Copadre	Compadre	NP00000	compadre
	,	Fc	,
llego	llegó	VMIS3S0	llegar
diegillo	Dieguillo	NP00000	dieguillo
muy	muy	RQ	muy
Bueno	bueno	AQ0MS0	bueno
a	a	SPS00	a
tienpo	tiempo	NCMS000	tiempo
que	que	CS	que
yo	yo	PP1CSN00	yo
me	me	PP1CS000	me
allava	hallaba	VMII0S0	hallar
en	en	SPS00	en
quesaltenago	Quetzaltenango	NP00000	quetzaltenango
con	con	SPS00	con
su	su	DP3CS0	su
primo	primo	NCMS000	primo
de	de	SPS00	de
vmd	VM	NP00000	VM
y	y	CC	y
nos	nos	PP1CP000	nos
lo	lo	PP3CNA00	lo
tuvimo	tuvimos	VMIS1P0	tener
con	con	SPS00	con
la	la	DA0FS0	el
negra	negra	AQ0FS0	negro
	.	Fp	.
es	Es	VSIP3S0	ser
tan	tan	RC	tan
vivo	vivo	AQ0MS0	vivo
que	que	CS	que
el	el	DA0MS0	el
primer	primer	AO0MS0	primero
dia	día	NCMS000	día
lo	lo	PP3CNA00	lo
lleve	llevé	VMIS1S0	llevar
a	a	SPS00	a
casa	casa	NCFS000	casa
de	de	SPS00	de
la	la	DA0FS0	el
mujer	mujer	NCFS000	mujer
de	de	SPS00	de
D	don	NP00000	don
Blas	Blas	NP00000	blas
	,	Fc	,
que	que	CS	que
se	se	P00CN000	se
cruza	cruza	VMIP3S0	cruzar
toda	toda	DI0FS0	todo
la	la	DA0FS0	el
plaza	plaza	NCFS000	plaza
como	como	CS	como
Vmd	VM	NP00000	VM
sabe	sabe	VMIP3S0	saber
	.	Fp	.
y	Y	CC	y
en	en	SPS00	en
l	el	DA0MS0	el
otro	otro	DI0MS0	otro
dia	día	NCMS000	día
estando	estando	VMG0000	estar
en	en	SPS00	en
el	el	DA0MS0	el
coredor	corredor	NCMS000	corredor
conmigo	conmigo	SPS00+PP1CSO00	con+mí
me	me	PP1CS000	me
dijo	dijo	VMIS3S0	decir
	:	Fd	:
	«	Fra	«
tata	Tata	NP00000	tata
	,	Fc	,
vamos	vamos	VMIP1P0	ir
alla	allá	RG	allá
	»	Frt	»
	(	Fba	(
señalando	señalando	VMG0000	señalar
con	con	SPS00	con
el	el	DA0MS0	el
dedo	dedo	NCMS000	dedo
	)	Fbt	)
	.	Fp	.
yo	Yo	PP1CSN00	yo
le	le	PP3CSD00	le
dije	dije	VMIS1S0	decir
	:	Fd	:
	«	Fra	«
anda	Anda	VMM02S0	andar
tu	tú	PP2CSN00	tú
	»	Frt	»
	.	Fp	.
y	Y	CC	y
partio	partió	VMIS3S0	partir
i	y	CC	y
entro	entró	VMIS3S0	entrar
en	en	SPS00	en
la	la	DA0FS0	el
casa	casa	NCFS000	casa
dando	dando	VMG0000	dar
Boses	voces	NCFP000	voz
	.	Fp	.
su	Su	DP3CS0	su
madre	madre	NCFS000	madre
lo	lo	PP3CNA00	lo
pidio	pidió	VMIS3S0	pedir
por	por	SPS00	por
mano	mano	NCFS000	mano
de	de	SPS00	de
un	un	DI0MS0	uno
fraile	fraile	NCMS000	fraile
de	de	SPS00	de
la	la	DA0FS0	el
merse	merced	NCFS000	merced
a	a	SPS00	a
su	su	DP3CS0	su
señoria	señoría	NP00000	señoría
	.	Fp	.
respondio	Respondió	VMIS3S0	responder
que	que	CS	que
ya	ya	RG	ya
lo	lo	PP3CNA00	lo
avian	habían	VAII3P0	haber
visto	visto	VMP0000	ver
en	en	SPS00	en
palasio	palacio	NCMS000	palacio
y	y	CC	y
no	no	RN	no
avia	había	VMII0S0	haber
de	de	SPS00	de
yr	ir	VMN0000	ir
a	a	SPS00	a
otra	otra	DI0FS0	otro
parte	parte	NCFS000	parte
	.	Fp	.
