hermano	Hermano	NCMS000	hermano
sin	sin	SPS00	sin
las	las	DA0FP0	el
munisiones	municiones	NCFP000	munición
no	no	RN	no
quiso	quiso	VMIS3S0	querer
dar	dar	VMN0000	dar
la	la	DA0FS0	el
lisensia	licencia	NCFS000	licencia
	.	Fp	.
solo	Sólo	RG	sólo
dispenso	dispensó	VMIS3S0	dispensar
en	en	SPS00	en
una	una	DI0FS0	uno
	,	Fc	,
pero	pero	CC	pero
el	el	DA0MS0	el
sor	señor	NP00000	señor
ovispo	obispo	NCMS000	obispo
	,	Fc	,
dios	Dios	NP00000	dios
le	le	PP3CSA00	le
gde	guarde	VMSP0S0	guardar
	,	Fc	,
nos	nos	PP1CP000	nos
a	ha	VAIP3S0	haber
dado	dado	VMP0000	dar
palabras	palabras	NCFP000	palabra
de	de	SPS00	de
no	no	RN	no
despachar	despachar	VMN0000	despachar
el	el	DA0MS0	el
negosio	negocio	NCMS000	negocio
sin	sin	SPS00	sin
que	que	CS	que
primero	primero	RG	primero
se	se	P00CN000	se
lean	lean	VMSP3P0	leer
las	las	DA0FP0	el
tres	tres	Z	3
	.	Fp	.
esto	Esto	PD0NN000	esto
queda	queda	VMIP3S0	quedar
en	en	SPS00	en
este	este	DD0MS0	este
estado	estado	NCMS000	estado
y	y	CC	y
	,	Fc	,
teniendo	teniendo	VMG0000	tener
aora	ahora	RG	ahora
este	este	DD0MS0	este
remedio	remedio	NCMS000	remedio
	,	Fc	,
no	no	RN	no
es	es	VSIP3S0	ser
rason	razón	NCFS000	razón
q	que	CS	que
bellaqria	bellaquería	NCFS000	bellaquería
de	de	SPS00	de
genero	género	NCMS000	género
pase	pase	VMSP0S0	pasar
adelante	adelante	RG	adelante
	,	Fc	,
pues	pues	CS	pues
el	el	DA0MS0	el
marquees	marqués	NCMS000	marqués
entra	entra	VMIP3S0	entrar
su	su	DP3CS0	su
credito	crédito	NCMS000	crédito
y	y	CC	y
el	el	DA0MS0	el
de	de	SPS00	de
todos	todos	DI0MP0	todo
su	su	DP3CS0	su
parientes	parientes	NCMP000	pariente
y	y	CC	y
la	la	DA0FS0	el
destrusion	destrucción	NCFS000	destrucción
de	de	SPS00	de
su	su	DP3CS0	su
casa	casa	NCFS000	casa
y	y	CC	y
de	de	SPS00	de
todos	todos	PI0MP000	todo
	,	Fc	,
pues	pues	CS	pues
siendo	siendo	VSG0000	ser
esta	esta	DD0FS0	este
señora	señora	NP00000	señor
tan	tan	RC	tan
pobre	pobre	AQ0CS0	pobre
q	que	CS	que
a	ha	VMIP3S0	haber
sinco	cinco	Z	5
años	años	NCMP000	año
q	que	CS	que
esta	está	VMIP3S0	estar
en	en	SPS00	en
un	un	DI0MS0	uno
conbento	convento	NCMS000	convento
y	y	CC	y
no	no	RN	no
a	ha	VAIP3S0	haber
tenido	tenido	VMP0000	tener
con	con	SPS00	con
q	qué	PT0CN000	qué
tomar	tomar	VMN0000	tomar
el	el	DA0MS0	el
avito	hábito	NCMS000	hábito
	.	Fp	.
y	Y	CC	y
q	que	CS	que
es	es	VSIP3S0	ser
mejor	mejor	AQ0CS0	mejor
q	que	CS	que
padesca	padezca	VMSP0S0	padecer
una	una	DI0FS0	uno
persona	persona	NCFS000	persona
sola	sola	AQ0FS0	solo
i	y	CC	y
no	no	RN	no
tantos	tantos	PI0MP000	tanto
	,	Fc	,
como	como	CS	como
si	si	CS	si
se	se	P00CN000	se
ase	hace	VMIP3S0	hacer
esto	esto	PD0NN000	esto
padeseremos	padeceremos	VMIF1P0	padecer
todos	todos	PI0MP000	todo
	.	Fp	.
y	Y	CC	y
no	no	RN	no
es	es	VSIP3S0	ser
credito	crédito	NCMS000	crédito
de	de	SPS00	de
ninguno	ninguno	PI0MS00N	ninguno
q	que	CS	que
consintamos	consintamos	VMSP1P0	consentir
en	en	SPS00	en
una	una	DI0FS0	uno
cosa	cosa	NCFS000	cosa
tan	tan	RC	tan
desasertada	desacertada	VMP00SF	desacertar
y	y	CC	y
q	que	CS	que
el	el	DA0MS0	el
yjo	hijo	NCMS000	hijo
de	de	SPS00	de
don	don	NP00000	don
juan	Juan	NP00000	juan
beles	Vélez	NP00000	vélez
	,	Fc	,
por	por	SPS00	por
comer	comer	VMN0000	comer
	,	Fc	,
aiga	haya	VASP0S0	haber
echo	hecho	VMP0000	hacer
una	una	DI0FS0	uno
cosa	cosa	NCFS000	cosa
como	como	CS	como
esta	ésta	PD0FS000	este
y	y	CC	y
con	con	SPS00	con
tales	tales	DD0CP0	tal
sircunstansias	circunstancias	NCFP000	circunstancia
	.	Fp	.
y	Y	CC	y
q	que	CS	que
saco	sacó	VMIS3S0	sacar
a	a	SPS00	a
el	el	DA0MS0	el
marques	marqués	NCMS000	marqués
de	de	SPS00	de
la	la	DA0FS0	el
cama	cama	NCFS000	cama
con	con	SPS00	con
un	un	DI0MS0	uno
cresimiento	crecimiento	NCMS000	crecimiento
	,	Fc	,
aviendo	habiendo	VAG0000	haber
pasado	pasado	VMP0000	pasar
la	la	DA0FS0	el
noche	noche	NCFS000	noche
con	con	SPS00	con
una	una	DI0FS0	uno
sision	cisión	NCFS000	cisión
	,	Fc	,
y	y	CC	y
q	que	CS	que
se	se	PP3CN000	se
lo	lo	PP3MSA00	lo
llebase	llevase	VMSI0S0	llevar
d	de	SPS00	de
esta	esta	DD0FS0	este
manera	manera	NCFS000	manera
	.	Fp	.
y	Y	CC	y
en	en	SPS00	en
la	la	DA0FS0	el
benta	venta	NCFS000	venta
	,	Fc	,
antes	antes	RG	antes
de	de	SPS00	de
llegar	llegar	VMN0000	llegar
a	a	SPS00	a
esija	Écija	NP00000	écija
	,	Fc	,
le	le	PP3CSD00	le
dio	dio	VMIS3S0	dar
otra	otra	PI0FS000	otro
y	y	CC	y
otro	otro	DI0MS0	otro
cresimiento	crecimiento	NCMS000	crecimiento
y	y	CC	y
	,	Fc	,
sin	sin	SPS00	sin
embargo	embargo	NCMS000	embargo
d	de	SPS00	de
esto	esto	PD0NN000	esto
	,	Fc	,
prosiguio	prosiguió	VMIS3S0	proseguir
el	el	DA0MS0	el
camino	camino	NCMS000	camino
y	y	CC	y
derecho	derecho	AQ0MS0	derecho
	.	Fp	.
luego	Luego	RG	luego
q	que	CS	que
llegaron	llegaron	VMIS3P0	llegar
a	a	SPS00	a
esija	Écija	NP00000	écija
	,	Fc	,
se	se	PP3CN000	se
lo	lo	PP3MSA00	lo
llebo	llevó	VMIS3S0	llevar
a	a	SPS00	a
el	el	DA0MS0	el
convento	convento	NCMS000	convento
y	y	CC	y
q	que	CS	que
su	su	DP3CS0	su
padre	padre	NCMS000	padre
de	de	SPS00	de
ninguna	ninguna	DI0FS0	ninguno
manera	manera	NCFS000	manera
a	ha	VAIP3S0	haber
echo	hecho	VMP0000	hacer
ninguna	ninguna	DI0FS0	ninguno
diligensia	diligencia	NCFS000	diligencia
ni	ni	CCN	ni
demotrasion	demostración	NCFS000	demostración
	.	Fp	.
esta	Esta	DD0FS0	este
señora	señora	NP00000	señor
	,	Fc	,
el	el	DA0MS0	el
marques	marqués	NCMS000	marqués
no	no	RN	no
le	le	PP3CSD00	le
a	ha	VAIP3S0	haber
tomado	tomado	VMP0000	tomar
una	una	DI0FS0	uno
mano	mano	NCFS000	mano
	,	Fc	,
q	que	CS	que
	,	Fc	,
aunq	aunque	CS	aunque
yso	hizo	VMIS3S0	hacer
el	el	DA0MS0	el
desatino	desatino	NCMS000	desatino
de	de	SPS00	de
sacarla	sacarla	VMN0000+PP3FSA00	sacar+lo
del	del	SPS00+DA0MS0	de+el
conbento	convento	NCMS000	convento
	,	Fc	,
fue	fue	VSIS3S0	ser
delante	delante	RG	delante
de	de	SPS00	de
sus	sus	DP3CP0	su
parientes	parientes	NCMP000	pariente
	.	Fp	.
y	Y	CC	y
todos	todos	PI0MP000	todo
en	en	SPS00	en
un	un	DI0MS0	uno
coche	coche	NCMS000	coche
la	la	PP3FSA00	lo
llevaron	llevaron	VMIS3P0	llevar
en	en	SPS00	en
casa	casa	NCFS000	casa
del	del	SPS00+DA0MS0	de+el
vicario	vicario	NCMS000	vicario
y	y	CC	y
	,	Fc	,
de	de	SPS00	de
alli	allí	RG	allí
	,	Fc	,
el	el	DA0MS0	el
mismo	mismo	AQ0MS0	mismo
los	los	PP3MPA00	lo
cario	carreó	VMIS3S0	carrear
la	la	PP3FSA00	lo
deposito	depositó	VMIS3S0	depositar
aqui	aquí	RG	aquí
	.	Fp	.
lo	Lo	DA0NS0	el
q	que	PR0CN000	que
inporta	importa	VMIP3S0	importar
es	es	VSIP3S0	ser
q	que	CS	que
se	se	P00CN000	se
inbie	envíe	VMSP0S0	enviar
orden	orden	NCMS000	orden
a	a	SPS00	a
el	el	DA0MS0	el
vidor	veedor	NCMS000	veedor
que	que	PR0CN000	que
esta	está	VMIP3S0	estar
aqui	aquí	RG	aquí
	,	Fc	,
por	por	SPS00	por
el	el	DA0MS0	el
papel	papel	NCMS000	papel
sellado	sellado	VMP00SM	sellar
	,	Fc	,
para	para	SPS00	para
q	que	CS	que
aga	haga	VMSP0S0	hacer
las	las	DA0FP0	el
diligensias	diligencias	NCFP000	diligencia
q	que	PR0CN000	que
pide	pide	VMIP3S0	pedir
este	este	DD0MS0	este
caso	caso	NCMS000	caso
	.	Fp	.
y	Y	CC	y
q	que	CS	que
a	a	SPS00	a
el	el	DA0MS0	el
marques	marqués	NCMS000	marqués
lo	lo	PP3MSA00	lo
prendan	prendan	VMIP3P0	prendar
asta	hasta	SPS00	hasta
q	que	CS	que
se	se	P00CN000	se
averigue	averigũe	VMSP0S0	averiguar
	,	Fc	,
que	que	CS	que
no	no	RN	no
es	es	VSIP3S0	ser
rason	razón	NCFS000	razón
q	que	CS	que
se	se	P00CN000	se
queden	queden	VMSP3P0	quedar
viendo	viendo	VMG0000	ver
todos	todos	PI0MP000	todo
teniendo	teniendo	VMG0000	tener
yo	yo	PP1CSN00	yo
a	a	SPS00	a
vmd	VM	NP00000	VM
y	y	CC	y
a	a	SPS00	a
esos	esos	DD0MP0	ese
señores	señores	NCMP000	señor
	,	Fc	,
que	que	CS	que
esto	esto	PD0NN000	esto
es	es	VSIP3S0	ser
mui	muy	RQ	muy
contra	contra	SPS00	contra
nuestro	nuestro	DP1MSP	nuestro
credito	crédito	NCMS000	crédito
	.	Fp	.
y	Y	CC	y
esto	esto	PD0NN000	esto
se	se	P00CN000	se
consiente	consiente	VMIP3S0	consentir
	.	Fp	.
no	No	RN	no
ai	hay	VMIP3S0	haber
q	que	CS	que
fiarse	fiarse	VMN0000+P00CN000	fiar+se
de	de	SPS00	de
un	un	DI0MS0	uno
consejo	consejo	NCMS000	consejo
ni	ni	CCN	ni
aun	aun	RG	aun
de	de	SPS00	de
que	que	CS	que
estamos	estamos	VMIP1P0	estar
seguros	seguros	AQ0MP0	seguro
en	en	SPS00	en
nuestras	nuestras	DP1FPP	nuestro
casas	casas	NCFP000	casa
	.	Fp	.
yo	Yo	PP1CSN00	yo
estoi	estoy	VMIP1S0	estar
de	de	SPS00	de
manera	manera	NCFS000	manera
con	con	SPS00	con
esta	esta	DD0FS0	este
pena	pena	NCFS000	pena
q	que	CS	que
es	es	VSIP3S0	ser
milagro	milagro	NCMS000	milagro
como	como	CS	como
estoi	estoy	VMIP1S0	estar
para	para	SPS00	para
escrevir	escribir	VMN0000	escribir
	.	Fp	.
vmd	VM	NP00000	VM
aga	haga	VMSP0S0	hacer
en	en	SPS00	en
esto	esto	PD0NN000	esto
cuanto	cuanto	PR0MS000	cuanto
fuere	fuere	VSSF0S0	ser
posible	posible	AQ0CS0	posible
	.	Fp	.
y	Y	CC	y
la	la	DA0FS0	el
brebedad	brevedad	NCFS000	brevedad
del	del	SPS00+DA0MS0	de+el
despacho	despacho	NCMS000	despacho
inporta	importa	VMIP3S0	importar
muncho	mucho	RQ	mucho
	,	Fc	,
porq	porque	CS	porque
aca	acá	RG	acá
no	no	RN	no
ai	hay	VMIP3S0	haber
ia	ya	RG	ya
con	con	SPS00	con
q	qué	PT0CN000	qué
enbarasarlo	embarazarlo	VMN0000+PP3MSA00	embarazar+lo
i	y	CC	y
todo	todo	PI0MS000	todo
esta	está	VMIP3S0	estar
pendiente	pendiente	AQ0CS0	pendiente
de	de	SPS00	de
la	la	DA0FS0	el
determinasion	determinación	NCFS000	determinación
de	de	SPS00	de
alla	allá	RG	allá
	.	Fp	.
a	A	SPS00	a
mi	mi	DP1CSS	mi
tio	tío	NCMS000	tío
	,	Fc	,
el	el	DA0MS0	el
sor	señor	NP00000	señor
don	don	NP00000	don
juan	Juan	NP00000	juan
	,	Fc	,
escrebimos	escribimos	VMIP1P0	escribir
mi	mi	DP1CSS	mi
tia	tía	NCFS000	tía
	,	Fc	,
mi	mi	DP1CSS	mi
sra	señora	NP00000	señor
doña	doña	NP00000	don
teresa	Teresa	NP00000	teresa
y	y	CC	y
io	yo	PP1CSN00	yo
	.	Fp	.
y	Y	CC	y
a	a	SPS00	a
su	su	DP3CS0	su
señoria	señoría	NP00000	señoría
ba	va	VMIP3S0	ir
remitido	remitido	VMP00SM	remitir
el	el	DA0MS0	el
propio	propio	NCMS000	propio
	.	Fp	.
si	Si	CS	si
fuere	fuere	VSSF0S0	ser
nesesario	necesario	AQ0MS0	necesario
el	el	DA0MS0	el
q	que	PR0CN000	que
se	se	P00CN000	se
de	dé	VMSP0S0	dar
carta	carta	NCFS000	carta
a	a	SPS00	a
el	el	DA0MS0	el
presidente	presidente	NCMS000	presidente
de	de	SPS00	de
castilla	Castilla	NP00000	castilla
	,	Fc	,
vmd	VM	NP00000	VM
la	la	PP3FSA00	lo
podra	podrá	VMIF3S0	poder
disponer	disponer	VMN0000	disponer
y	y	CC	y
contraaser	contrahacer	VMN0000	contrahacer
la	la	DA0FS0	el
firma	firma	NCFS000	firma
	.	Fp	.
d	De	SPS00	de
eto	esto	PD0NN000	esto
aguardamos	aguardamos	VMIS1P0	aguardar
abiso	aviso	NCMS000	aviso
	.	Fp	.
y	Y	CC	y
vmd	VM	NP00000	VM
se	se	P00CN000	se
qde	quede	VMSP0S0	quedar
a	a	SPS00	a
dios	Dios	NP00000	dios
	,	Fc	,
q	que	PR0CN000	que
lo	lo	PP3MSA00	lo
gde	guarde	VMSP0S0	guardar
como	como	PA000000	como
deseo	deseo	VMIP1S0	desear
	.	Fp	.
Cordova	Córdoba	NP00000	córdoba
	,	Fc	,
junio	junio	NCMS000	junio
15	15	Z	15
de	de	SPS00	de
1658	1658	Z	1658
	.	Fp	.
de	De	SPS00	de
vmd	VM	NP00000	VM
ermana	hermana	NCFS000	hermano
q	que	PR0CN000	que
mas	más	RC	más
lo	lo	PP3MSA00	lo
quiere	quiere	VMIP3S0	querer
	,	Fc	,
doña	doña	NP00000	don
ynes	Inés	NP00000	inés
ma	María	NP00000	maría
de	de	SPS00	de
sousa	Sousa	NP00000	sousa
y	y	CC	y
carillo	Carrillo	NP00000	carrillo
