Jesus	Jesús	NP00000	jesús
esa	esa	DD0FS0	ese
carta	carta	NCFS000	carta
que	que	PR0CN000	que
me	me	PP1CS000	me
escribes	escribes	VMIP2S0	escribir
no	no	RN	no
me	me	PP1CS000	me
avisas	avisas	VMIP2S0	avisar
que	que	CS	que
las	las	PP3FPA00	lo
ayas	hayas	VASP2S0	haber
recibido	recibido	VMP0000	recibir
	;	Fx	;
antes	antes	RG	antes
las	las	PP3FPA00	lo
buelves	vuelves	VMIP2S0	volver
a	a	SPS00	a
pedir	pedir	VMN0000	pedir
de	de	SPS00	de
nuevo	nuevo	AQ0MS0	nuevo
	,	Fc	,
cosa	cosa	NCFS000	cosa
que	que	PR0CN000	que
me	me	PP1CS000	me
da	da	VMIP3S0	dar
cuidado	cuidado	NCMS000	cuidado
	.	Fp	.
y	Y	CC	y
ansi	así	RG	así
	,	Fc	,
hijo	hijo	NP00000	hijo
	,	Fc	,
lo	lo	DA0NS0	el
que	que	PR0CN000	que
as	has	VMIP2S0	haber
de	de	SPS00	de
hacer	hacer	VMN0000	hacer
	,	Fc	,
si	si	CS	si
no	no	RN	no
las	las	PP3FPA00	lo
as	has	VAIP2S0	haber
Rdo	recibido	VMP0000	recibir
	,	Fc	,
procura	procura	VMIP3S0	procurar
de	de	SPS00	de
preguntar	preguntar	VMN0000	preguntar
en	en	SPS00	en
casa	casa	NCFS000	casa
d	de	SPS00	de
ese	ese	DD0MS0	ese
dio	Diego	NP00000	diego
martin	Martín	NP00000	martín
por	por	SPS00	por
ellas	ellas	PP3FP000	ellos
de	de	SPS00	de
la	la	DA0FS0	el
manera	manera	NCFS000	manera
que	que	PR0CN000	que
pudieres	pudieres	VMSF2S0	poder
	,	Fc	,
porque	porque	CS	porque
me	me	PP1CS000	me
pesara	pesará	VMIF3S0	pesar
mucho	mucho	RQ	mucho
que	que	CS	que
se	se	P00CN000	se
ayan	hayan	VASP3P0	haber
perdido	perdido	VMP0000	perder
	,	Fc	,
que	que	CS	que
me	me	PP1CS000	me
costaron	costaron	VMIS3P0	costar
a	a	SPS00	a
mi	mí	PP1CSO00	mí
tan	tan	RC	tan
caro	caro	AQ0MS0	caro
	.	Fp	.
que	Que	CS	que
	,	Fc	,
yendolas	yéndolas	VMG0000+PP3FPA00	ir+lo
a	a	SPS00	a
llevar	llevar	VMN0000	llevar
	,	Fc	,
di	di	VMIS1S0	dar
una	una	DI0FS0	uno
caida	caída	NCFS000	caída
que	que	CS	que
me	me	PP1CS000	me
quebre	quebré	VMIS1S0	quebrar
un	un	DI0MS0	uno
brazo	brazo	NCMS000	brazo
	,	Fc	,
donde	donde	PA000000	donde
todavia	todavía	RG	todavía
estoy	estoy	VMIP1S0	estar
mala	mala	AQ0FS0	malo
y	y	CC	y
ando	ando	VMIP1S0	andar
con	con	SPS00	con
un	un	DI0MS0	uno
bordon	bordón	NCMS000	bordón
sin	sin	SPS00	sin
poder	poder	VMN0000	poder
hacer	hacer	VMN0000	hacer
nada	nada	PI0NN00N	nada
	,	Fc	,
pasando	pasando	VMG0000	pasar
hartos	hartos	DI0MP0	harto
trabaxos	trabajos	NCMP000	trabajo
,	.	Fp	.
y	Y	CC	y
ansi	así	RG	así
	,	Fc	,
hijo	hijo	NP00000	hijo
mio	mío	DP1MSS	mío
	,	Fc	,
acuerdate	acuérdate	VMM02S0+PP2CS000	acordar+te
que	que	CS	que
soy	soy	VSIP1S0	ser
en	en	SPS00	en
el	el	DA0MS0	el
mundo	mundo	NCMS000	mundo
y	y	CC	y
no	no	RN	no
me	me	PP1CS000	me
olvides	olvides	VMSP2S0	olvidar
	,	Fc	,
por	por	SPS00	por
amor	amor	NCMS000	amor
de	de	SPS00	de
dios	Dios	NP00000	dios
	.	Fp	.
y	Y	CC	y
enbiame	envíame	VMM02S0+PP1CS000	enviar+me
algun	algún	DI0MS0	alguno
socorro	socorro	NCMS000	socorro
	,	Fc	,
porque	porque	CS	porque
pasamos	pasamos	VMIP1P0	pasar
necesidad	necesidad	NCFS000	necesidad
	.	Fp	.
y	Y	CC	y
avisa	avisa	VMM02S0	avisar
si	si	CS	si
no	no	RN	no
as	has	VAIP2S0	haber
Rdo	recibido	VMP0000	recibir
los	los	DA0MP0	el
papeles	papeles	NCMP000	papel
y	y	CC	y
si	si	CS	si
as	has	VMIP2S0	haber
menes	menester	NCMS000	menester
otros	otros	PI0MP000	otro
o	o	CC	o
no	no	RN	no
	,	Fc	,
para	para	SPS00	para
que	que	CS	que
	,	Fc	,
conforme	conforme	RG	conforme
a	a	SPS00	a
lo	lo	DA0NS0	el
que	que	PR0CN000	que
me	me	PP1CS000	me
ynbiases	enviases	VMSI2S0	enviar
a	a	SPS00	a
decir	decir	VMN0000	decir
	,	Fc	,
ansi	así	RG	así
haga	haga	VMSP0S0	hacer
yo	yo	PP1CSN00	yo
	.	Fp	.
y	Y	CC	y
mas	más	RC	más
quisiera	quisiera	VMSI0S0	querer
que	que	CS	que
te	te	PP2CS000	te
vinieras	vinieras	VMSI2S0	venir
,	.	Fp	.
y	Y	CC	y
	,	Fc	,
en	en	SPS00	en
quanto	cuanto	PA000000	cuanto
a	a	SPS00	a
lo	lo	DA0NS0	el
que	que	PR0CN000	que
me	me	PP1CS000	me
mandas	mandas	VMIP2S0	mandar
a	a	SPS00	a
decir	decir	VMN0000	decir
de	de	SPS00	de
mi	mi	DP1CSS	mi
comadre	comadre	NCFS000	comadre
	,	Fc	,
se	se	P00CN000	se
fue	fue	VMIS3S0	ir
con	con	SPS00	con
su	su	DP3CS0	su
marido	marido	NCMS000	marido
a	a	SPS00	a
Xerez	Jerez	NP00000	jerez
,	.	Fp	.
y	Y	CC	y
	,	Fc	,
en	en	SPS00	en
quanto	cuanto	PA000000	cuanto
a	a	SPS00	a
ynformacion	información	NCFS000	información
del	del	SPS00+DA0MS0	de+el
ollero	ollero	NCMS000	ollero
	,	Fc	,
se	se	P00CN000	se
hara	hará	VMIF3S0	hacer
lo	lo	DA0NS0	el
que	que	PR0CN000	que
se	se	P00CN000	se
pudiere	pudiere	VMSF0S0	poder
	.	Fp	.
avisame	Avísame	VMM02S0+PP1CS000	avisar+me
de	de	SPS00	de
todo	todo	PI0MS000	todo
y	y	CC	y
si	si	CS	si
es	es	VSIP3S0	ser
que	que	CS	que
si	sí	RG	sí
as	has	VMIP2S0	haber
de	de	SPS00	de
venir	venir	VMN0000	venir
	,	Fc	,
que	que	CS	que
mas	más	RC	más
quisiera	quisiera	VMSI0S0	querer
verte	verte	VMN0000+PP2CS000	ver+te
asi	así	RG	así
aca	acá	RG	acá
que	que	CS	que
todo	todo	PI0MS000	todo
quanto	cuanto	PR0MS000	cuanto
ubiera	hubiera	VMSI0S0	haber
en	en	SPS00	en
el	el	DA0MS0	el
mundo	mundo	NCMS000	mundo
,	.	Fp	.
tu	Tu	DP2CSS	tu
tio	tío	NCMS000	tío
juan	Juan	NP00000	juan
garcia	García	NP00000	garcía
y	y	CC	y
su	su	DP3CS0	su
hermano	hermano	NCMS000	hermano
xroval	Cristóbal	NP00000	cristóbal
garcia	García	NP00000	garcía
velez	Vélez	NP00000	vélez
son	son	VSIP3P0	ser
muertos	muertos	VMP00PM	morir
	.	Fp	.
y	Y	CC	y
tus	tus	DP2CPS	tu
cuñados	cuñados	NCMP000	cuñado
	,	Fc	,
el	el	DA0MS0	el
marido	marido	NCMS000	marido
de	de	SPS00	de
ynes	Inés	NP00000	inés
	,	Fc	,
y	y	CC	y
lorenzo	Lorenzo	NP00000	lorenzo
	,	Fc	,
el	el	DA0MS0	el
de	de	SPS00	de
maria	María	NP00000	maría
ramirez	Ramírez	NP00000	ramírez
	,	Fc	,
y	y	CC	y
tus	tus	DP2CPS	tu
hermanas	hermanas	NCFP000	hermano
te	te	PP2CS000	te
ynbian	envían	VMIP3P0	enviar
muchos	muchos	DI0MP0	mucho
recados	recados	NCMP000	recado
	,	Fc	,
con	con	SPS00	con
mill	mil	Z	1000
deseos	deseos	NCMP000	deseo
de	de	SPS00	de
verte	verte	VMN0000+PP2CS000	ver+te
en	en	SPS00	en
españa	España	NP00000	españa
y	y	CC	y
rogando	rogando	VMG0000	rogar
a	a	SPS00	a
dios	Dios	NP00000	dios
por	por	SPS00	por
ti	ti	PP2CSO00	ti
	.	Fp	.
y	Y	CC	y
ansi	así	RG	así
	,	Fc	,
hijo	hijo	NP00000	hijo
mio	mío	DP1MSS	mío
	,	Fc	,
procura	procura	VMM02S0	procurar
de	de	SPS00	de
venirte	venirte	VMN0000+PP2CS000	venir+te
	,	Fc	,
porque	porque	CS	porque
mi	mi	DP1CSS	mi
corazon	corazón	NCMS000	corazón
tiene	tiene	VMIP3S0	tener
mucho	mucho	DI0MS0	mucho
dolor	dolor	NCMS000	dolor
por	por	SPS00	por
ti	ti	PP2CSO00	ti
	.	Fp	.
y	Y	CC	y
con	con	SPS00	con
esto	esto	PD0NN000	esto
no	no	RN	no
tengo	tengo	VMIP1S0	tener
mas	más	RC	más
que	que	PR0CN000	que
avisarte	avisarte	VMN0000+PP2CS000	avisar+te
	,	Fc	,
sino	sino	CC	sino
que	que	CS	que
dios	Dios	NP00000	dios
te	te	PP2CS000	te
guarde	guarde	VMSP0S0	guardar
como	como	PA000000	como
deseo	deseo	VMIP1S0	desear
.	.	Fp	.
Sevilla	Sevilla	NP00000	sevilla
	,	Fc	,
y	y	CC	y
junio	junio	NCMS000	junio
30	30	Z	30
1647	1647	Z	1647
a	años	NCMP000	año
	.	Fp	.
con	Con	SPS00	con
los	los	DA0MP0	el
teatinos	teatinos	NCMP000	teatino
te	te	PP2CS000	te
ynbie	envié	VMIS1S0	enviar
la	la	DA0FS0	el
respuesta	respuesta	NCFS000	respuesta
de	de	SPS00	de
la	la	DA0FS0	el
carta	carta	NCFS000	carta
	.	Fp	.
y	Y	CC	y
no	no	RN	no
se	sé	VMIP1S0	saber
como	cómo	PA000000	cómo
no	no	RN	no
as	has	VAIP2S0	haber
ynbiado	enviado	VMP0000	enviar
respuesta	respuesta	NCFS000	respuesta
d	de	SPS00	de
ella	ella	PP3FS000	él
yendo	yendo	VMG0000	ir
	,	Fc	,
como	como	CS	como
me	me	PP1CS000	me
avisas	avisas	VMIP2S0	avisar
	,	Fc	,
con	con	SPS00	con
los	los	DA0MP0	el
teatinos	teatinos	NCMP000	teatino
.	.	Fp	.
tu	Tu	DP2CSS	tu
prima	prima	NCFS000	primo
ysabel	Isabel	NP00000	isabel
de	de	SPS00	de
algarin	Algarín	NP00000	algarín
son	son	VSIP3P0	ser
muerta	muerta	VMP00SF	morir
	,	Fc	,
y	y	CC	y
su	su	DP3CS0	su
marido	marido	NCMS000	marido
anton	Antonio	NP00000	antonio
Ramos	Ramos	NP00000	ramos
y	y	CC	y
su	su	DP3CS0	su
hermana	hermana	NCFS000	hermano
juana	Juana	NP00000	juana
ramos	Ramos	NP00000	ramos
te	te	PP2CS000	te
ynbia	envía	VMIP3S0	enviar
muchas	muchas	DI0FP0	mucho
encomiendas	encomiendas	NCFP000	encomienda
	,	Fc	,
y	y	CC	y
tus	tus	DP2CPS	tu
primas	primas	NCFP000	primo
todas	todas	DI0FP0	todo
	.	Fp	.
Tu	Tu	DP2CSS	tu
me	madre	NCFS000	madre
Catalina	Catalina	NP00000	catalina
Ramirez	Ramírez	NP00000	ramírez
