M	Muito	RQ	muito
	,	Fc	,
que	que	CS	que
	,	Fc	,
confeçandoce	confessando-se	VMG0000+P00CN000	confessar+se
ao	ao	SPS00+DA0MS0	a+o
M	mestre	NCMS000	mestre
e	e	CC	e
dizendolhe	dizendo-lhe	VMG0000+PP3CSD00	dizer+lhe
q	que	CS	que
tinha	tinha	VAIP3S0	ter
tido	tido	VMP0000	ter
hũa	uma	DI0FS0	um
raiva	raiva	NCFS000	raiva
a	a	SPS00	a
hũ	um	DI0MS0	um
irmão	irmão	NCMS000	irmão
	,	Fc	,
pelo	pelo	SPS00+PP3MSA00	por+o
ver	ver	VMN0000	ver
es-tar	estar	VMN0000	estar
batendo	batendo	VMG0000	bater
em	em	SPS00	em
hũa	uma	DI0FS0	um
caixa	caixa	NCFS000	caixa
de	de	SPS00	de
tabaco	tabaco	NCMS000	tabaco
no	no	SPS00+DA0MS0	em+o
coro	coro	NCMS000	coro
,	,	Fc	,
e	e	CC	e
o	o	DA0MS0	o
P	padre	NCMS000	padre
M	mestre	AQ0CS0	mestre
que	que	PR0CN000	que
lhe	lhe	PP3CSD00	lhe
preguntou	perguntou	VMIS3S0	perguntar
quem	quem	PR0CN000	quem
hera	era	VSII0S0	ser
esse	esse	DD0MS0	esse
irmão	irmão	NCMS000	irmão
,	,	Fc	,
e	e	CC	e
q	que	CS	que
lhe	lhe	PP3CSD00	lhe
dice	disse	VMIS3S0	dizer
q	que	CS	que
não	não	RN	não
lhe	lhe	PP3CSD00	lhe
podia	podia	VMII0S0	poder
perguntar	perguntar	VMN0000	perguntar
porq	porque	CS	porque
he-ra	era	VSII0S0	ser
perguntar	perguntar	VMN0000	perguntar
pelo	pelo	SPS00+DA0MS0	por+o
complice	cúmplice	NCCS000	cúmplice
	,	Fc	,
o	o	DA0MS0	o
q	que	PR0CN000	que
elle	ele	PP3MS000	ele
não	não	RN	não
podia	podia	VMII0S0	poder
fazer	fazer	VMN0000	fazer
	.	Fp	.
isto	Isto	PD0NN000	isto
não	não	RN	não
obstante	obstante	AQ0MS0	obstante
	,	Fc	,
dicelho	disse-lho	VMIS3S0+PP3CSD00+PP3MSA00	dizer+lhe+o
	.	Fp	.
e	E	CC	e
q	que	CS	que
	,	Fc	,
levantandoce	levantando-se	VMG0000+P00CN000	levantando+se
da	da	SPS00+DA0FS0	de+o
confeição	confissão	NCFS000	confissão
	,	Fc	,
o	o	PP3MSA00	o
foi	foi	VMIS3S0	ir
contar	contar	VMN0000	contar
a	a	SPS00	a
Euzebio	Eusébio	NP00000	eusébio
,	,	Fc	,
e	e	CC	e
Agostinho	Agostinho	NP00000	agostinho
	,	Fc	,
o	ao	SPS00+DA0MS0	a+o
tal	tal	DD0CS0	tal
Espectação	Expectação	NP00000	expectação
,	,	Fc	,
e	e	CC	e
q	que	CS	que
lhe	lhe	PP3CSD00	lhe
dicerão	disseram	VMIS3P0	dizer
elles	eles	SPS00+PP3MP000	de+ele
que	que	CS	que
hera	era	VSII0S0	ser
couza	coisa	NCFS000	coisa
do	do	SPS00+DA0MS0	de+o
s	Santo	AQ0MS0	santo
offo	Ofício	NP00000	ofício
por	por	SPS00	por
per-guntar	perguntar	VMN0000	perguntar
o	o	DA0MS0	o
cumplice	cúmplice	NCCS000	cúmplice
(	(	Fc	(
como	como	CS	como
se	se	CS	se
o	o	PP3MSA00	o
ouvece	houvesse	VMSI0S0	haver
	,	Fc	,
e	e	CC	e
bem	bem	RG	bem
sabẽ	sabem	VMIP3P0	saber
que	que	CS	que
couza	coisa	NCFS000	coisa
he	é	VSIP3S0	ser
complice	complice	NCFS000	complice
)	)	Fbt	)
,	.	Fp	.
e	E	CC	e
o	o	DA0MS0	o
P	padre	NCMS000	padre
M	mestre	AQ0CS0	mestre
	,	Fc	,
de	de	SPS00	de
tarde	tarde	NCFS000	tarde
	,	Fc	,
estando	estando	VMG0000	estar
elles	eles	SPS00+PP3MP000	de+ele
todos	todos	DI0MP0	todo
tres	três	Z	três
juntos	juntos	AQ0MP0	junto
	,	Fc	,
di-ce	disse	VMIS3S0	dizer
ao	ao	SPS00+DA0MS0	a+o
Expectação	Expectação	NP00000	expectação
que	que	CS	que
lhe	lhe	PP3CSD00	lhe
dece	desse	VMSI0S0	dar
licença	licença	NCFS000	licença
pa	para	SPS00	para
saber	saber	VMN0000	saber
,	,	Fc	,
e	e	CC	e
individuar	individuar	VMN0000	individuar
o	o	DA0MS0	o
q	que	PR0CN000	que
lhe	lhe	PP3CSD00	lhe
tinha	tinha	VAIP3S0	ter
ditto	dito	VMP0000	dizer
na	na	SPS00+DA0FS0	em+o
confição	confissão	NCFS000	confissão
,	,	Fc	,
e	e	CC	e
elle	ele	PP3MS000	ele
q	que	CS	que
lha	lha	PP3CSD00+PP3FSA00	lhe+o
dera	dera	VMIM0S0	dar
,	.	Fp	.
isto	Isto	PD0NN000	isto
me	me	PP1CS000	me
dice	disse	VMIS3S0	dizer
a	a	SPS00	a
min	mim	PP1CSO00	mim
,	,	Fc	,
e	e	CC	e
mais	mais	RC	mais
que	que	CS	que
tudo	tudo	PI0NN000	tudo
vou	vou	VMIP1S0	ir
ajuntando	juntando	VMG0000	juntar
,	,	Fc	,
e	e	CC	e
ha	há	VMIP3S0	haver
de	de	SPS00	de
servir	servir	VMN0000	servir
pa	para	SPS00	para
defeza	defesa	NCFS000	defesa
de	de	SPS00	de
meu	meu	DP1MSS	meu
M	mestre	NCMS000	mestre
	.	Fp	.
e	E	CC	e
sou	sou	VSIP1S0	ser
mto	muito	RQ	muito
empenhado	empenhado	VMP00SM	empenhar
no	no	SPS00+DA0MS0	em+o
seu	seu	DP3MS0	seu
credito	crédito	NCMS000	crédito
	,	Fc	,
pois	pois	CS	pois
esta	está	VMIP3S0	estar
perdido	perdido	VMP00SM	perder
,	.	Fp	.
e	E	CC	e
a	a	DA0FS0	o
gente	gente	NCFS000	gente
desta	desta	SPS00+DD0FS0	de+este
corte	corte	NCFS000	corte
dizen	dizem	VMIP3P0	dizer
o	o	DA0MS0	o
que	que	PR0CN000	que
queren	querem	VMIP3P0	querer
	,	Fc	,
sempre	sempre	RG	sempre
attribuindo	atribuindo	VMG0000	atribuir
a	a	SPS00	a
couzas	coisas	NCFP000	coisa
piores	piores	AQ0CP0	pior
	.	Fp	.
outra	Outra	DI0FS0	outro
couza	coisa	NCFS000	coisa
que	que	PR0CN000	que
o	o	DA0MS0	o
Bernardino	Bernardino	NP00000	bernardino
tinha	tinha	VAIP3S0	ter
ditto	dito	VMP0000	dizer
dentro	dentro	RG	dentro
da	da	SPS00+DA0FS0	de+o
conficão	confissão	NCFS000	confissão
	,	Fc	,
que	que	CS	que
tinha	tinha	VAIP3S0	ter
falado	falado	VMP0000	falar
com	com	SPS00	com
o	o	DA0MS0	o
Euzebio	Eusébio	NP00000	eusébio
,	,	Fc	,
e	e	CC	e
o	o	DA0MS0	o
P	padre	NCMS000	padre
M	mestre	AQ0CS0	mestre
ao	ao	SPS00+DA0MS0	a+o
depois	depois	RG	depois
reprehendeo	repreendeu	VMIS3S0	repreender
a	a	SPS00	a
Euzebio	Eusébio	NP00000	eusébio
	,	Fc	,
servindoce	servindo-se	VMG0000+P00CN000	servir+se
da	da	SPS00+DA0FS0	de+o
confição	confissão	NCFS000	confissão
	,	Fc	,
por	por	SPS00	por
cuja	cuja	PU0FS000	cujo
cauza	causa	NCFS000	causa
fizerão	fizeram	VMIS3P0	fazer
ao	ao	SPS00+DA0MS0	a+o
Ber-nardino	Bernardino	NP00000	bernardino
ao	ao	SPS00+DA0MS0	a+o
s	Santo	AQ0MS0	santo
offo	Ofício	NP00000	ofício
	.	Fp	.
mas	Mas	CC	mas
elle	ele	PP3MS000	ele
dis	diz	VMIP3S0	dizer
que	que	CS	que
foi	foi	VSIS3S0	ser
fora	fora	RG	fora
da	da	SPS00+DA0FS0	de+o
confição	confissão	NCFS000	confissão
,	,	Fc	,
e	e	CC	e
q	que	CS	que
asin	assim	RG	assim
la	lá	RG	lá
o	o	PP3MSA00	o
dice	disse	VMIS3S0	dizer
	.	Fp	.
isto	Isto	PD0NN000	isto
não	não	RN	não
declara	declara	VMIP3S0	declarar
por	por	SPS00	por
cauza	causa	NCFS000	causa
do	do	SPS00+DA0MS0	de+o
segredo	segredo	NCMS000	segredo
	,	Fc	,
mas	mas	CC	mais
dis	diz	VMIP3S0	dizer
que	que	CS	que
não	não	RN	não
fes	fez	VMIS3S0	fazer
mal	mal	RG	mal
a	a	SPS00	a
niguen	ninguém	PI0NN00N	ninguém
	.	Fp	.
isto	Isto	PD0NN000	isto
he	é	VSIP3S0	ser
o	o	DA0MS0	o
que	que	PR0CN000	que
eu	eu	PP1CSN00	eu
sei	sei	VMIP1S0	saber
,	.	Fp	.
mais	Mais	RC	mais
	:	Fd	:
e	e	CC	e
o	o	DA0MS0	o
P	padre	NCMS000	padre
M	mestre	AQ0CS0	mestre
que	que	PR0CN000	que
reclusou	reclusou	VMIS3S0	reclusar
o	o	DA0MS0	o
Pillar	Pilar	NP00000	Pilar
(	(	Fc	(
nem	nem	CCN	nem
os	os	DA0MP0	o
mortos	mortos	NCMP000	morto
lhe	lhe	PP3CSD00	lhe
escapão	escapam	VMIP3P0	escapar
)	)	Fbt	)
	,	Fc	,
porq	porque	CS	porque
queria	queria	VMII0S0	querer
hir	ir	VMN0000	ir
denunciar	denunciar	VMN0000	denunciar
ao	ao	SPS00+DA0MS0	a+o
P	padre	NP00000	padre
custodio	Custódio	NP00000	custódio
	,	Fc	,
por	por	SPS00	por
lhe	lhe	PP3CSD00	lhe
descubrir	descobrir	VMN0000	descobrir
o	o	DA0MS0	o
sigilo	sigilo	NCMS000	sigilo
da	da	SPS00+DA0FS0	de+o
confição	confissão	NCFS000	confissão
	.	Fp	.
não	Não	RN	não
sei	sei	VMIP1S0	saber
mais	mais	RC	mais
nada	nada	PI0NN00N	nada
	,	Fc	,
so	só	RG	só
que	que	PR0CN000	que
digo	digo	VMIP1S0	dizer
he	é	VSIP3S0	ser
que	que	CS	que
isto	isto	PD0NN000	isto
tudo	tudo	PI0NN000	tudo
he	é	VSIP3S0	ser
cauzado	causado	VMP00SM	causar
de	de	SPS00	de
hũ	um	DI0MS0	um
grande	grande	AQ0CS0	grande
odio	ódio	NCMS000	ódio
q	que	PR0CN000	que
ten	tem	VMIP3S0	ter
ao	ao	SPS00+DA0MS0	a+o
P	padre	NCMS000	padre
M	mestre	AQ0CS0	mestre
,	.	Fp	.
e	E	CC	e
a	a	SPS00	a
mim	mim	PP1CSO00	mim
me	me	PP1CS000	me
dicerão	disseram	VMIS3P0	dizer
q	que	CS	que
se	se	P00CN000	se
havião	haviam	VMII3P0	haver
de	de	SPS00	de
vingar	vingar	VMN0000	vingar
mto	muito	RQ	muito
bem	bem	RG	bem
do	do	SPS00+DA0MS0	de+o
M	mestre	NCMS000	mestre
dos	dos	SPS00+DA0MP0	de+o
Nosviços	noviços	NCMP000	noviço
	,	Fc	,
descompunhono	descompunham-no	VMII3P0+PP3MSA00	descompor+o
,	.	Fp	.
e	E	CC	e
diceron-me	disseram-me	VMIS3P0+PP1CS000	dizer+me
que	que	CS	que
o	o	DA0MS0	o
escrever	escrever	VMN0000	escrever
ao	ao	SPS00+DA0MS0	a+o
corista	corista	NCMS000	corista
hera	era	VSII0S0	ser
pa	para	SPS00	para
o	o	PP3MSA00	o
destruir	destruir	VMN0000	destruir
,	,	Fc	,
e	e	CC	e
deitar	deitar	VMN0000	deitar
a	a	SPS00	a
perder	perder	VMN0000	perder
testemu-nhas	testemunhas	NCFP000	testemunha
suas	suas	DP3FP0	seu
,	,	Fc	,
e	e	CC	e
dezafiarão	desafiaram	VMIS3P0	desafiar
a	a	SPS00	a
Fr	frei	NP00000	frei
Elzeario	Elzeário	NP00000	Elzeário
pa	para	SPS00	para
que	que	CS	que
tamben	também	RG	também
denunciace	denunciasse	VMSI0S0	denunciar
ao	ao	SPS00+DA0MS0	a+o
M	mestre	NCMS000	mestre
dos	dos	SPS00+DA0MP0	de+o
Noviços	noviços	NCMP000	noviço
	.	Fp	.
se	Se	CS	se
se	se	P00CN000	se
queria	queria	VMII0S0	querer
vingar	vingar	VMN0000	vingar
delle	dele	SPS00+PP3MS000	de+ele
	,	Fc	,
ha	há	VMIP3S0	haver
hũa	uma	DI0FS0	um
testemunha	testemunha	NCFS000	testemunha
	:	Fd	:
e	é	VSIP3S0	ser
o	o	DA0MS0	o
Espectação	Expectação	NP00000	expectação
	,	Fc	,
e	e	CC	e
di-ce	disse	VMIS3S0	dizer
tambẽ	também	RG	também
,	.	Fp	.
e	E	CC	e
dizendo	dizendo	VMG0000	dizer
eu	eu	PP1CSN00	eu
a	a	SPS00	a
Fr	frei	NP00000	frei
Elzeario	Elzeário	NP00000	Elzeário
ja	já	RG	já
con	com	SPS00	com
segda	segunda	AO0FS0	segundo
tenção	tenção	NCFS000	tenção
perguntace	perguntasse	VMSI0S0	perguntar
ao	ao	SPS00+DA0MS0	a+o
Espectacão	Expectação	NP00000	expectação
diante	diante	RG	diante
de	de	SPS00	de
mim	mim	PP1CSO00	mim
,	,	Fc	,
e	e	CC	e
dice	disse	VMIS3S0	dizer
q	que	CS	que
lhe	lhe	PP3CSD00	lhe
tinha	tinha	VAIP3S0	ter
ditto	dito	VMP0000	dizer
falace	falasse	VMSI0S0	falar
a	a	SPS00	a
Fr	frei	NP00000	frei
Euzebio	Eusébio	NP00000	eusébio
e	e	CC	e
fizece	fizesse	VMSI0S0	fazer
o	o	DA0MS0	o
q	que	PR0CN000	que
elle	ele	PP3MS000	ele
lhe	lhe	PP3CSD00	lhe
dicece	dissesse	VMSI0S0	dizer
	.	Fp	.
isto	Isto	PD0NN000	isto
ouvi	ouvi	VMIS1S0	ouvir
eu	eu	PP1CSN00	eu
	.	Fp	.
peco	Peço	VMIP1S0	pedir
a	a	SPS00	a
vP	VP	NP00000	vp
veja	veja	VMSP0S0	ver
se	se	P00CN000	se
po-de	pode	VMIP3S0	poder
por	pôr	VMN0000	pôr
algũ	algum	DI0MS0	algum
remedio	remédio	NCMS000	remédio
	,	Fc	,
se	se	CS	se
ahinda	ainda	RG	ainda
la	lá	RG	lá
não	não	RN	não
forão	foram	VMIS3P0	ir
,	.	Fp	.
e	E	CC	e
agora	agora	RG	agora
ouvi	ouvi	VMIS1S0	ouvir
dizer	dizer	VMN0000	dizer
que	que	CS	que
ja	já	RG	já
la	lá	RG	lá
estavão	estavam	VMII3P0	estar
feitas	feitas	VMP00PF	fazer
as	as	DA0FP0	o
diligas	diligências	NCFP000	diligência
	.	Fp	.
espero	Espero	VMIP1S0	esperar
vP	VP	NP00000	vp
me	me	PP1CS000	me
o	o	PP3MSA00	o
mande	mande	VMSP0S0	mandar
dizer	dizer	VMN0000	dizer
,	,	Fc	,
e	e	CC	e
deme	dê-me	VMSP0S0+PP1CS000	dar+me
ocazioens	ocasiões	NCFP000	ocasião
em	em	SPS00	em
q	que	PR0CN000	que
lhe	lhe	PP3CSD00	lhe
possa	possa	VMSP0S0	poder
dar	dar	VMN0000	dar
gosto	gosto	NCMS000	gosto
,	,	Fc	,
e	e	CC	e
a	a	SPS00	a
meus	meus	DP1MPS	meu
condiscipos	condiscípulos	NCMP000	condiscípulo
q	que	PR0CN000	que
sejão	sejam	VSSP3P0	ser
por	por	SPS00	por
seu	seu	DP3MS0	seu
M	mestre	NCMS000	mestre
	.	Fp	.
Ds	Deus	NP00000	deus
gde	guarde	VMSP0S0	guardar
a	a	DA0FS0	o
vP	VP	NP00000	vp
m	muitos	DI0MP0	muito
ann	anos	NCMP000	ano
	.	Fp	.
29	29	Z	29
de	de	SPS00	de
Dezbro	dezembro	NCMS000	dezembro
De	De	SPS00	de
vP	VP	NP00000	vp
Discipo	discípulo	NCMS000	discípulo
mto	muito	RQ	muito
amte	amante	AQ0CS0	amante
e	e	CC	e
obrigado	obrigado	VMP00SM	obrigar
	,	Fc	,
Fr	frei	NP00000	frei
Antonio	António	NP00000	antónio
da	da	SPS00+DA0FS0	de+o
Esperança	Esperança	NP00000	esperança
Fr	Frei	NP00000	frei
Izidoro	Isidoro	NP00000	isidoro
chora	chora	VMIP3S0	chorar
	.	Fp	.
hontẽ	Ontem	RG	ontem
fui	fui	VMIS1S0	ir
falar	falar	VMN0000	falar
	,	Fc	,
esta	está	VMIP3S0	estar
sentidissimo	sentidíssimo	AQSMS0	sentido
,	,	Fc	,
e	e	CC	e
que	que	CS	que
tem	tem	VMIP3S0	ter
vergonha	vergonha	NCFS000	vergonha
de	de	SPS00	de
sahir	sair	VMN0000	sair
fora	fora	RG	fora
porq	porque	CS	porque
	,	Fc	,
em	em	SPS00	em
S	São	NP00000	são
vicente	Vicente	NP00000	vicente
	,	Fc	,
gracianos	gracianos	NCMP000	graciano
e	e	CC	e
fidalgos	fidalgos	NCMP000	fidalgo
todos	todos	DI0MP0	todo
es-tão	estão	VMIP3P0	estar
atonitos	atónitos	AQ0MP0	atónito
com	com	SPS00	com
isto	isto	PD0NN000	isto
,	,	Fc	,
e	e	CC	e
dizen	dizem	VMIP3P0	dizer
q	que	CS	que
são	são	VSIP3P0	ser
sete	sete	Z	sete
	,	Fc	,
q	que	CS	que
estão	estão	VMIP3P0	estar
em	em	SPS00	em
o	o	DA0MS0	o
s	Santo	AQ0MS0	santo
offo	Ofício	NP00000	ofício
outros	outros	PI0MP000	outro
3	3	Z	3
.	.	Fp	.
o	O	DA0MS0	o
P	padre	NCMS000	padre
Proval	provincial	AQ0CS0	provincial
Mença	Mendonça	NP00000	mendonça
e	e	CC	e
todos	todos	PI0MP000	todo
estão	estão	VMIP3P0	estar
pelo	pelo	SPS00+DA0MS0	por+o
M	mestre	NCMS000	mestre
dos	dos	SPS00+DA0MP0	de+o
Noviços	noviços	NCMP000	noviço
,	.	Fp	.
eu	Eu	PP1CSN00	eu
	,	Fc	,
Bernardino	Bernardino	NP00000	bernardino
e	e	CC	e
Elzeario	Elzeário	NP00000	elzeário
,	,	Fc	,
aos	aos	SPS00+DA0MP0	a+o
tres	três	Z	três
sugeitos	sujeitos	NCMP000	sujeito
	,	Fc	,
como	como	CS	como
se	se	CS	se
não	não	RN	não
estivecem	estivessem	VMSI3P0	estar
neste	neste	SPS00+DD0MS0	em+este
convto	convento	NCMS000	convento
	,	Fc	,
nem	nem	CCN	nem
os	os	PP3MPA00	o
conhecemos	conhecemos	VMIP1P0	conhecer
picados	picados	VMP00PM	picar
