Mto	Muito	RQ	muito
fico	fico	VMIP1S0	ficar
descançado	descansado	VMP00SM	descansar
porq	porque	CS	porque
vejo	vejo	VMIP1S0	ver
a	a	DA0FS0	o
prezão	prisão	NCFS000	prisão
segura	segura	AQ0FS0	seguro
e	e	CC	e
temos	temos	VMIP1P0	ter
tempo	tempo	NCMS000	tempo
pa	para	SPS00	para
cuidarmos	cuidarmos	VMN0000	cuidarmos
o	o	DA0MS0	o
q	que	PR0CN000	que
devemos	devemos	VMIP1P0	dever
fazer	fazer	VMN0000	fazer
e	e	CC	e
Ds	Deus	NP00000	deus
nos	nos	PP1CP000	nos
a	há	VMIP3S0	haver
de	de	SPS00	de
Mustrar	mostrar	VMN0000	mostrar
pa	para	SPS00	para
não	não	RN	não
Erramos	errarmos	VMN0000	errarmos
nas	nas	SPS00+DA0FP0	em+o
detriminaçoes	determinações	NCFP000	determinação
q	que	PR0CN000	que
em	em	SPS00	em
tal	tal	RC	tal
cazo	caso	NCMS000	caso
se	se	CS	se
devem	devem	VMIP3P0	dever
tomar	tomar	VMN0000	tomar
.	.	Fp	.
Estou	Estou	VMIP1S0	estar
Lenbrado	lembrado	VMP00SM	lembrar
q	que	CS	que
o	o	DA0MS0	o
P	padre	NP00000	padre
seraphim	Serafim	NP00000	serafim
da	da	SPS00+DA0FS0	de+o
Pax	Paz	NP00000	paz
me	me	PP1CS000	me
hus	uns	DI0MP0	um
papeis	papéis	NCMP000	papel
pa	para	SPS00	para
Ler	ler	VMN0000	ler
e	e	CC	e
Serião	seriam	VSIC3P0	ser
estes	estes	DD0MP0	este
q	que	PR0CN000	que
Vmce	VM	NP00000	VM
me	me	PP1CS000	me
remete	remete	VMIP3S0	remeter
,	.	Fp	.
mas	Mas	CC	mas
	,	Fc	,
se	se	CS	se
abri	abri	VMIS1S0	abrir
,	,	Fc	,
o	o	PP3MSA00	o
fis	fiz	VMIS1S0	fazer
por	por	SPS00	por
cirimonia	cerimónia	NCFS000	cerimónia
,	,	Fc	,
porq	porque	CS	porque
certamte	certamente	RG	certamente
	,	Fc	,
se	se	CS	se
os	os	DA0MP0	o
vira	vira	VMIM0S0	ver
nelles	neles	SPS00+PP3MP000	em+ele
,	,	Fc	,
lhe	lhe	PP3CSD00	lhe
não	não	RN	não
deyxaria	deixaria	VMIC0S0	deixar
dizer	dizer	VMN0000	dizer
missa	missa	NCFS000	missa
nesta	nesta	SPS00+DD0FS0	em+este
quinta	quinta	NCFS000	quinta
;	,	Fc	,
pois	pois	CS	pois
não	não	RN	não
convence	convence	VMIP3S0	convencer
delles	deles	SPS00+PP3MP000	de+ele
esteja	esteja	VMSP0S0	teja
canonicamte	canonicamente	RG	canonicamente
ordennado	ordenado	VMP00SM	ordenar
;	.	Fp	.
porê	Porém	RG	porém
	,	Fc	,
agora	agora	RG	agora
q	que	CS	que
Vmce	VM	NP00000	VM
mos	mos	PP1CS000+PP3MPA00	me+o
remete	remete	VMIP3S0	remeter
	,	Fc	,
fazendo	fazendo	VMG0000	fazer
Já	já	RG	já
as	as	DA0FP0	o
refleçoes	reflexões	NCFP000	reflexão
q	que	PR0CN000	que
me	me	PP1CS000	me
Escreve	escreve	VMIP3S0	escrever
na	na	SPS00+DA0FS0	em+o
sua	sua	DP3FS0	seu
carta	carta	NCFS000	carta
q	que	PR0CN000	que
torna	torna	VMIP3S0	tornar
incluza	inclusa	AQ0FS0	incluso
,	,	Fc	,
pa	para	SPS00	para
o	o	DA0MS0	o
q	que	PR0CN000	que
Logo	logo	RG	logo
direy	direi	VMIF1S0	dizer
	,	Fc	,
exponho	exponho	VMIP1S0	expor
a	a	SPS00	a
Vmce	VM	NP00000	VM
as	as	DA0MS0	o
q	que	PR0CN000	que
taobem	também	RG	também
faço	faço	VMIP1S0	fazer
a	a	SPS00	a
respeito	respeito	NCMS000	respeito
dos	dos	SPS00+DA0MP0	de+o
mesmos	mesmos	AQ0MP0	mesmo
papeis	papéis	NCMP000	papel
.	.	Fp	.
No	No	SPS00+DA0MS0	em+o
papel	papel	NCMS000	papel
q	que	CS	que
não	não	RN	não
tras	traz	VMIP3S0	trazer
celo	selo	NCMS000	selo
e	e	CC	e
tem	tem	VMIP3S0	ter
tito	título	NCMS000	título
de	de	SPS00	de
	&quot;	VMN0000	&quot;
Jezus	Jesus	NP00000	jesus
	,	Fc	,
Ma	Maria	NP00000	maria
	,	Fc	,
Joze	José	NP00000	josé
	&quot;	VMN0000	&quot;
em	em	SPS00	em
sima	cima	NCFS000	cima
,	,	Fc	,
q	que	CS	que
principia	principia	VMIP3S0	principiare
	&quot;	VMN0000	&quot;
nos	Nós	PP1CP000	nós
	,	Fc	,
Fr	frei	NP00000	frei
Joze	José	NP00000	josé
de	de	SPS00	de
dores	Dores	NCFP000	dor
	&quot;	VMN0000	&quot;
,	,	Fc	,
se	se	CS	se
vee	vê	VMIP3S0	ver
Logo	logo	RG	logo
na	na	SPS00+DA0FS0	em+o
escrita	escrita	NCFS000	escrita
delle	dele	SPS00+PP3MS000	de+ele
huã	uma	DI0FS0	um
emmenda	emenda	NCFS000	emenda
de	de	SPS00	de
letras	letras	NCFP000	letra
,	,	Fc	,
q	que	CS	que
não	não	RN	não
corta	corta	VMIP3S0	cortar
este	este	DD0MS0	este
nome	nome	NCMS000	nome
o	o	DA0MS0	o
da	da	SPS00+DA0FS0	de+o
asinatura	assinatura	NCFS000	assinatura
do	do	SPS00+DA0MS0	de+o
mesmo	mesmo	AQ0MS0	mesmo
papel	papel	NCMS000	papel
.	,	Fc	,
porq	porque	CS	porque
este	este	DD0MS0	este
dis	diz	NP00000	diz
Fr	frei	NP00000	frei
Joze	José	NP00000	josé
de	de	SPS00	de
Ponto	Ponto	NCMS000	ponto
e	e	CC	e
outro	outro	DI0MS0	outro
Fr	frei	NCMS000	frei
Joze	José	NP00000	josé
de	de	SPS00	de
dores	Dores	NCFP000	dor
,	.	Fp	.
e	E	CC	e
em	em	SPS00	em
ambos	ambos	PI0MP000	ambos
há	há	VMIP3S0	haver
emmendas	emendas	NCFS000	emenda
de	de	SPS00	de
Letras	letras	NCFP000	letra
fazem	fazem	VMIP3P0	fazer
duvidas	dúvidas	NCFP000	dúvida
a	a	DA0FS0	o
verde	verdade	NCFS000	verdade
do	do	SPS00+DA0MS0	de+o
do	dito	VMP00SM	dizer
papel	papel	NCMS000	papel
;	.	Fp	.
no	No	SPS00+DA0MS0	em+o
gal	geral	NCMS000	geral
se	se	CS	se
lhe	lhe	PP3CSD00	lhe
concede	concede	VMIP3S0	conceder
facal	facal	NCMS000	facal
pa	para	SPS00	para
ser	ser	VSN0000	ser
Examinado	examinado	VMP00SM	examinar
do	do	SPS00+DA0MS0	de+o
sacerdote	sacerdote	NCMS000	sacerdote
e	e	CC	e
consta	consta	VMIP3S0	constar
nas	nas	SPS00+DA0FP0	em+o
costas	costas	NCFP000	costa
do	do	SPS00+DA0MS0	de+o
mesmo	mesmo	AQ0MS0	mesmo
papel	papel	NCMS000	papel
ser	ser	VSN0000	ser
Examinado	examinado	VMP00SM	examinar
pello	pelo	SPS00+DA0MS0	por+o
P	padre	NP00000	padre
Fr	frei	NP00000	frei
Mel	Manuel	NP00000	manuel
de	de	SPS00	de
dores	Dores	NCFP000	dor
.	.	Fp	.
e	E	CC	e
do	do	SPS00+DA0MS0	de+o
mesmo	mesmo	AQ0MS0	mesmo
papel	papel	NCMS000	papel
consta	consta	VMIP3S0	constar
q	que	CS	que
a	a	SPS00	a
refferida	referida	AQ0FS0	referido
comição	Comissão	NP00000	comissão
de	de	SPS00	de
Exame	Exame	NCMS000	exame
se	se	CS	se
deo	deu	VMIS3S0	dar
diaz	dias	NCMP000	dia
Seis	seis	Z	seis
de	de	SPS00	de
março	março	NCMS000	março
prezte	presente	NCMS000	presente
era	era	VSII0S0	ser
e	e	CC	e
no	no	SPS00+DA0MS0	em+o
mesmo	mesmo	AQ0MS0	mesmo
dia	dia	NCMS000	dia
se	se	CS	se
axa	acha	VMIP3S0	achar
a	a	DA0FS0	o
data	data	NCFS000	data
do	do	SPS00+DA0MS0	de+o
Exame	exame	NCMS000	exame
.	.	Fp	.
No	No	SPS00+DA0MS0	em+o
papel	papel	NCMS000	papel
sellado	selado	VMP00SM	selar
	,	Fc	,
e	e	CC	e
torno	torno	VMIP1S0	tornar
Remeter	remeter	VMN0000	remeter
,	,	Fc	,
Se	se	CS	se
dis	diz	VMIP3S0	dizer
por	por	SPS00	por
instituto	instituto	NCMS000	instituto
santo	santo	NCMS000	santo
,	,	Fc	,
per	por	SPS00	por
virtude	virtude	NCFS000	virtude
de	de	SPS00	de
santa	santa	AQ0FS0	santo
obediencia	obediência	NCFS000	obediência
,	,	Fc	,
anotto	anoto	NCMS000	anoto
Fr	frei	NP00000	frei
seraphim	Serafim	NP00000	serafim
da	da	SPS00+DA0FS0	de+o
Pax	Paz	NP00000	paz
sacerdote	sacerdote	NCMS000	sacerdote
	,	Fc	,
etc	etc.	NCMS000	etc.
	,	Fc	,
cujo	cujo	PR0CN000	cujo
papel	papel	NCMS000	papel
tem	tem	VMIP3S0	ter
a	a	DA0FS0	o
data	data	NCFS000	data
oito	oito	Z	oito
de	de	SPS00	de
Março	março	NCMS000	março
;	.	Fp	.
e	E	CC	e
não	não	RN	não
cabe	cabe	VMIP3S0	caber
no	no	SPS00+DA0MS0	em+o
espaço	espaço	NCMS000	espaço
de	de	SPS00	de
dois	dois	Z	dois
dias	dias	NCMP000	dia
q	que	PR0CN000	que
ha	há	VMIP3S0	haver
de	de	SPS00	de
difrença	diferença	NCFS000	diferença
data	data	NCFS000	data
dos	dos	SPS00+DA0MP0	de+o
dos	ditos	VMP00PM	dizer
papeis	papéis	NCMP000	papel
,	,	Fc	,
passados	passados	VMP00PM	passar
em	em	SPS00	em
Cevilha	Sevilha	NP00000	sevilha
,	,	Fc	,
pedirce	pedir-se	VMN0000+P00CN000	pedir+se
ordenasão	ordenação	NCFS000	ordenação
no	no	SPS00+DA0MS0	em+o
Algarve	Algarve	NP00000	algarve
Pe	padre	NP00000	padre
,	.	Fp	.
e	E	CC	e
não	não	RN	não
se	se	P00CN000	se
lhe	lhe	PP3CSD00	lhe
podia	podia	VMII0S0	poder
xamar	chamar	VMN0000	chamar
sacerdote	sacerdote	NCMS000	sacerdote
,	,	Fc	,
sem	sem	SPS00	sem
ainda	ainda	RG	ainda
ser	ser	VSN0000	ser
,	,	Fc	,
de	de	SPS00	de
Seme	Seme	NP00000	Seme
,	,	Fc	,
q	que	CS	que
hú	um	DI0MS0	um
e	e	CC	e
outro	outro	DI0MS0	outro
papel	papel	NCMS000	papel
he	é	VSIP3S0	ser
falço	falso	AQ0MS0	falso
;	.	Fp	.
e	E	CC	e
Já	já	RG	já
pa	para	SPS00	para
min	mim	PP1CSO00	mim
fica	fica	VMIP3S0	ficar
com	com	SPS00	com
Mto	muito	RQ	muito
Menos	menos	RC	menos
duvida	dúvida	NCFS000	dúvida
q	que	CS	que
o	o	DA0MS0	o
do	dito	VMP00SM	dizer
Pe	padre	NCMS000	padre
dice	disse	VMIS3S0	dizer
missa	missa	NCFS000	missa
nesta	nesta	SPS00+DD0FS0	em+este
qta	quinta	NCFS000	quinta
sem	sem	SPS00	sem
ter	ter	VMN0000	ter
ordem	ordem	NCFS000	ordem
pa	para	SPS00	para
	,	Fc	,
per	por	SPS00	por
cuja	cuja	PR0CN000	cujo
razão	razão	NCFS000	razão
miporda	miporda	SPS00	miporda
Vmce	VM	NP00000	VM
o	o	DA0MS0	o
não	não	RN	não
deyxe	deixe	VMSP0S0	deixar
celebrar	celebrar	VMN0000	celebrar
missa	missa	NCFS000	missa
nessa	nessa	SPS00+DD0FS0	em+esse
freguezia	freguesia	NCFS000	freguesia
;	,	Fc	,
do	do	SPS00+DA0MS0	de+o
q	que	PR0CN000	que
a	a	SPS00	a
min	mim	PP1CSO00	mim
me	me	PP1CS000	me
peza	pesa	VMIP3S0	pesar
,	,	Fc	,
porq	porque	CS	porque
Vmce	VM	NP00000	VM
vice	visse	VMSI0S0	ver
	,	Fc	,
como	como	CS	como
eu	eu	PP1CSN00	eu
,	,	Fc	,
sabe	sabe	VMIP3S0	saber
dizer	dizer	VMN0000	dizer
por	por	SPS00	por
esta	esta	DD0FS0	este
quinta	quinta	NCFS000	quinta
tem	têm	VMIP3S0	ter
passado	passado	VMP00SM	passar
ms	muitos	DI0MP0	muito
religiozos	religiosos	NCMP000	religioso
Com	com	SPS00	com
habito	hábito	NCMS000	hábito
do	do	SPS00+DA0MS0	de+o
do	dito	VMP00SM	dizer
P	padre	NCMS000	padre
e	e	CC	e
sempre	sempre	RG	sempre
Com	com	SPS00	com
Companheyro	companheiro	NCMS000	companheiro
,	,	Fc	,
q	que	CS	que
lhe	lhe	PP3CSD00	lhe
não	não	RN	não
e	e	CC	e
Já	já	RG	já
confessa	confessa	VMIP3S0	confessar
a	a	SPS00	a
Vmce	VM	NP00000	VM
nesta	nesta	SPS00+DD0FS0	em+este
pte	parte	NCFS000	parte
faltar	faltar	VMN0000	faltar
a	a	DA0FS0	o
verde	verdade	NCFS000	verdade
:	.	Fp	.
aSim	Assim	RG	assim
o	o	DA0MS0	o
do	dito	VMP00SM	dizer
P	padre	NCMS000	padre
vem	vem	VMIP3S0	vir
apostata	apóstata	AQ0CS0	apóstata
,	,	Fc	,
mas	mas	CC	mais
	,	Fc	,
por	por	SPS00	por
isto	isto	PD0NN000	isto
,	,	Fc	,
o	o	DA0MS0	o
não	não	RN	não
retivera	retivera	VMIM0S0	retar
Eu	eu	PP1CSN00	eu
,	,	Fc	,
e	e	CC	e
Escrupolizara	escrupulizara	NCFS000	escrupulizara
dos	dos	SPS00+DA0MP0	de+o
seus	seus	DP3MP0	seu
mesmos	mesmos	AQ0MP0	mesmo
papeis	papéis	NCMP000	papel
elle	ele	PP3MS000	ele
não	não	RN	não
tinha	tinha	VAII0S0	ter
recebido	recebido	VMP00SM	receber
a	a	DA0FS0	o
ordem	ordem	NCFS000	ordem
sacerdotal	sacerdotal	AQ0CS0	sacerdotal
;	.	Fp	.
e	E	CC	e
me	me	PP1CS000	me
não	não	RN	não
ficara	ficara	VMIM0S0	ficar
a	a	DA0FS0	o
suspeita	suspeita	NCFS000	suspeita
de	de	SPS00	de
Erege	herege	AQ0CS0	herege
presuadir	persuadir	VMN0000	persuadir
ao	ao	SPS00+DA0MS0	a+o
moço	moço	NCMS000	moço
não	não	RN	não
era	era	VSII0S0	ser
peccado	pecado	NCMS000	pecado
a	a	DA0FS0	o
pulção	pulsão	NCFS000	pulsão
,	,	Fc	,
e	e	CC	e
	,	Fc	,
se	se	CS	se
o	o	PP3MSA00	o
era	era	VMIP3S0	era
,	,	Fc	,
era	era	VSII0S0	ser
pequenino	pequenino	AQ0MS0	pequenino
,	,	Fc	,
couza	coisa	NCFS000	coisa
de	de	SPS00	de
q	que	PR0CN000	que
se	se	P00CN000	se
não	não	RN	não
fas	faz	VMIP3S0	fazer
cazo	caso	NCMS000	caso
,	,	Fc	,
como	como	SPS00	como
o	o	DA0MS0	o
moço	moço	NCMS000	moço
retificou	retificou	VMIS3S0	retificar
a	a	SPS00	a
hoje	hoje	RG	hoje
	,	Fc	,
sendo	sendo	VSG0000	ser
perguntado	perguntado	VMP00SM	perguntar
novamte	novamente	RG	novamente
na	na	SPS00+DA0FS0	em+o
preza	presença	NCFS000	presença
do	do	SPS00+DA0MS0	de+o
portador	portador	NCMS000	portador
desta	desta	SPS00+DD0FS0	de+este
e	e	CC	e
de	de	SPS00	de
João	João	NP00000	joão
Anto	António	NP00000	antónio
da	da	SPS00+DA0FS0	de+o
Sylva	Silva	NP00000	silva
e	e	CC	e
Sousa	Sousa	NP00000	sousa
,	,	Fc	,
q	que	PR0CN000	que
fes	fez	VMIS3S0	fazer
por	por	SPS00	por
vezes	vezes	NCFP000	vez
este	este	DD0MS0	este
Exame	exame	NCMS000	exame
na	na	SPS00+DA0FS0	em+o
preza	presença	NCFS000	presença
.	.	Fp	.
Na	Na	SPS00+DA0FS0	.
Lica	licença	NCFS000	licença
do	do	SPS00+DA0MS0	de+o
snr	senhor	NP00000	senhor
Bispo	bispo	NP00000	bispo
do	do	SPS00+DA0MS0	de+o
Algarve	Algarve	NP00000	algarve
e	e	CC	e
transcrita	transcrita	NCFS000	transcrita
no	no	SPS00+DA0MS0	em+o
papel	papel	NCMS000	papel
	,	Fc	,
q	que	CS	que
não	não	RN	não
vem	vem	VMIP3S0	vir
sellado	selado	VMP00SM	selar
,	,	Fc	,
com	com	SPS00	com
a	a	DA0FS0	o
data	data	NCFS000	data
de	de	SPS00	de
dois	dois	Z	dois
de	de	SPS00	de
Abril	abril	NCMS000	abril
	,	Fc	,
tenho	tenho	VMIP1S0	ter
mta	muita	DI0FS0	muito
duvida	dúvida	NCFS000	dúvida
Ser	ser	VSN0000	ser
verdro	verdadeiro	AQ0MS0	verdadeiro
,	,	Fc	,
porq	porque	CS	porque
	,	Fc	,
como	como	CS	como
vejo	vejo	VMIP1S0	ver
falcide	falsidade	NCFS000	falsidade
nos	nos	SPS00+DA0MP0	em+o
outros	outros	SPS00+DA0MP0	em+o
	,	Fc	,
taobem	também	RG	também
a	a	SPS00	a
este	este	DD0MS0	este
a	a	PP3FSA00	o
pode	pode	VMIP3S0	poder
aver	haver	VMN0000	haver
.	,	Fc	,
alem	além	RG	além
de	de	SPS00	de
não	não	RN	não
ter	ter	VMN0000	ter
a	a	DA0FS0	o
forma	forma	NCFS000	forma
costumada	costumada	VMP00SF	costumar
se	se	CS	se
verificar	verificar	VMN0000	verificar
Ser	ser	VSN0000	ser
o	o	DA0MS0	o
do	dito	VMP00SM	dizer
Pe	padre	NCMS000	padre
sacerdote	sacerdote	NCMS000	sacerdote
,	,	Fc	,
porq	porque	CS	porque
só	só	RG	só
dis	diz	VMIP3S0	dizer
rete	rete	SPS00	rete
ordinatus	ordinatus	NCMP000	ordinatu
e	e	CC	e
não	não	RN	não
mostra	mostra	VMIP3S0	mostrar
a	a	DA0FS0	o
ordem	ordem	NCFS000	ordem
em	em	SPS00	em
q	que	CS	que
o	o	PP3MSA00	o
está	está	VMIP3S0	estar
.	.	Fp	.
a	À	SPS00+DA0FS0	a+o
vista	vista	NCFS000	vista
de	de	SPS00	de
todo	todo	DI0MS0	todo
o	o	DA0MS0	o
refferido	referido	VMP00SM	referir
	,	Fc	,
parece	parece	VMIP3S0	parecer
Vmce	VM	NP00000	VM
logo	logo	RG	logo
sem	sem	SPS00	sem
demora	demora	NCFS000	demora
,	,	Fc	,
acompanhado	acompanhado	VMP00SM	acompanhar
do	do	SPS00+DA0MS0	de+o
seu	seu	DP3MS0	seu
Pretto	preto	NCMS000	preto
e	e	NCMS000	preto
qm	quem	PR0CN000	quem
mais	mais	RC	mais
lhe	lhe	PP3CSD00	lhe
parecer	parecer	VMN0000	parecer
,	,	Fc	,
pegar	pegar	VMN0000	pegar
no	no	SPS00+DA0MS0	em+o
do	dito	VMP00SM	dizer
Pe	padre	NCMS000	padre
,	,	Fc	,
querendo	querendo	VMG0000	querer
e	e	CC	e
não	não	RN	não
querendo	querendo	VMG0000	querer
	,	Fc	,
e	e	CC	e
levalo	levá-lo	VMN0000+PP3MSA00	levar+o
ao	ao	SPS00+DA0MS0	a+o
Convto	convento	NCMS000	convento
dos	dos	SPS00+DA0MP0	de+o
Religiozos	religiosos	NCMP000	religioso
do	do	SPS00+DA0MS0	de+o
Torrão	Torrão	NP00000	torrão
,	,	Fc	,
com	com	SPS00	com
o	o	DA0MS0	o
mayor	maior	AQ0CS0	maior
do	do	SPS00+DA0MS0	de+o
recato	recato	NCMS000	recado
q	que	PR0CN000	que
for	for	VMSF0S0	ir
pocivel	possível	AQ0CS0	possível
,	,	Fc	,
entregando o	entregando-o	VMG0000+PP3MSA00	entregar+o
ao	ao	SPS00+DA0MS0	a+o
Pe	padre	NCMS000	padre
Gor	governador	NCMS000	governador
do	do	SPS00+DA0MS0	de+o
do	dito	VMP00SM	dizer
Convto	convento	NCMS000	convento
	,	Fc	,
a	a	SPS00	a
qm	quem	PR0CN000	quem
Vmce	VM	NP00000	VM
deve	deve	VMIP3S0	dever
ler	ler	VMN0000	ler
a	a	DA0FS0	o
carta	carta	NCFS000	carta
q	que	CS	que
ontem	ontem	RG	ontem
lhe	lhe	PP3CSD00	lhe
escrevi	escrevi	VMIS1S0	escrever
e	e	CC	e
q	que	CS	que
Vmce	VM	NP00000	VM
me	me	PP1CS000	me
escreveu	escreveu	VMIS3S0	escrever
hoje	hoje	RG	hoje
e	e	CC	e
esta	esta	DD0FS0	este
resposta	resposta	NCFS000	resposta
q	que	CS	que
agora	agora	RG	agora
lhe	lhe	PP3CSD00	lhe
faço	faço	VMIP1S0	fazer
,	,	Fc	,
pedindolhe	pedindo-lhe	VMG0000+PP3CSD00	pedir+lhe
da	da	SPS00+DA0FS0	de+o
pte	parte	NCFS000	parte
de	de	PR0CN000	de
seja	seja	VSSP0S0	ser
servido	servido	VMP00SM	servir
recolher	recolher	VMN0000	recolher
	,	Fc	,
no	no	SPS00+DA0MS0	em+o
do	dito	VMP00SM	dizer
Convto	convento	NCMS000	convento
	,	Fc	,
o	o	DA0MS0	o
religiozo	religioso	NCMS000	religioso
q	que	PR0CN000	que
leva	leva	VMIP3S0	levar
e	e	CC	e
q	que	CS	que
o	o	PP3MSA00	o
tenha	tenha	VMSP0S0	ter
bem	bem	RG	bem
seguro	seguro	NCMS000	seguro
,	,	Fc	,
emqto	enquanto	CS	enquanto
Vmce	VM	NP00000	VM
	,	Fc	,
com	com	SPS00	com
todas	todas	DI0FP0	todo
as	as	DA0FP0	o
refferidas	referidas	VMP00PF	referir
cartas	cartas	NCFP000	carta
e	e	CC	e
o	o	DA0MS0	o
papel	papel	NCMS000	papel
sellado	selado	VMP00SM	selar
e	e	CC	e
não	não	RN	não
sellado	selado	VMP00SM	selar
q	que	CS	que
o	o	DA0MS0	o
do	dito	VMP00SM	dizer
P	padre	NCMS000	padre
deo	deu	VMIS3S0	dar
a	a	SPS00	a
Vmce	VM	NP00000	VM
,	,	Fc	,
q	que	PR0CN000	que
devem	devem	VMIP3P0	dever
na	na	SPS00+DA0FS0	em+o
Sua	sua	DP3FS0	seu
mão	mão	NCFS000	mão
,	,	Fc	,
e	e	CC	e
não	não	RN	não
entregar	entregar	VMN0000	entregar
ao	ao	SPS00+DA0MS0	a+o
do	dito	VMP00SM	dizer
Pe	padre	NCMS000	padre
por	por	SPS00	por
não	não	RN	não
fazer	fazer	VMN0000	fazer
mas	más	AQ0FP0	mau
confuzoens	confusões	NCFP000	confusão
nelles	neles	SPS00+PP3MP000	em+ele
,	,	Fc	,
dar	dar	VMN0000	dar
conta	conta	NCFS000	conta
ao	ao	SPS00+DA0MS0	a+o
tribal	tribunal	NCMS000	tribunal
do	do	SPS00+DA0MS0	de+o
Santo	Santo	NP00000	santo
offo	Ofício	NP00000	ofício
,	,	Fc	,
por	por	SPS00	por
q	que	CS	que
não	não	RN	não
escape	escape	VMIP3S0	escapar
reo	réu	NCMS000	réu
de	de	SPS00	de
tão	tão	RC	tão
graves	graves	AQ0CP0	grave
dilitos	delitos	NCMP000	delito
sem	sem	SPS00	sem
o	o	DA0MS0	o
casto	castigo	NCMS000	castigo
q	que	PR0CN000	que
pertence	pertence	VMIP3S0	pertencer
ao	ao	SPS00+DA0MS0	a+o
tribal	tribunal	NCMS000	tribunal
,	,	Fc	,
q	que	CS	que
he	é	VSIP3S0	ser
so	só	RG	só
o	o	DA0MS0	o
q	que	PR0CN000	que
pertence	pertence	VMIP3S0	pertencer
estas	estas	DD0FP0	este
aviriguaçoes	averiguações	NCFP000	averiguação
,	,	Fc	,
e	e	CC	e
a	a	SPS00	a
nos	nós	PP1CP000	nós
cazo	caso	NCMS000	caso
prezte	presente	AQ0CS0	presente
segurar	segurar	VMN0000	segurar
o	o	DA0MS0	o
reo	réu	NCMS000	réu
e	e	CC	e
dar	dar	VMN0000	dar
conta	conta	NCFS000	conta
.	.	Fp	.
Naquel	Naquele	SPS00+DD0MS0	em+aquele
deve	deve	VMIP3S0	dever
Vmce	VM	NP00000	VM
dizer	dizer	VMN0000	dizer
o	o	DA0MS0	o
entrega	entrega	NCFS000	entrega
Requerimto	requerimento	NCMS000	requerimento
q	que	PR0CN000	que
fas	faz	VMIP3S0	fazer
ao	ao	SPS00+DA0MS0	a+o
do	dito	VMP00SM	dizer
P	padre	NP00000	padre
Gor	governador	NP00000	governador
,	,	Fc	,
pa	para	SPS00	para
q	que	CS	que
o	o	DA0MS0	o
do	dito	VMP00SM	dizer
tribal	tribunal	NCMS000	tribunal
lhe	lhe	PP3CSD00	lhe
ordemne	ordene	VMSP0S0	ordenar
a	a	SPS00	a
elle	ele	PP3MS000	ele
ou	ou	CC	ou
a	a	SPS00	a
Vmce	VM	NP00000	VM
O	o	DA0MS0	o
q	que	PR0CN000	que
devem	devem	VMIP3P0	dever
fazer	fazer	VMN0000	fazer
;	.	Fp	.
e	E	CC	e
pode	pode	VMIP3S0	poder
Vmce	VM	NP00000	VM
hir	ir	VMN0000	ir
descançado	descansado	VMP00SM	descansar
,	,	Fc	,
q	que	CS	que
aqui	aqui	RG	aqui
aBde	abade	NCMS000	abade
