Meu	Meu	DP1MSS	meu
zonbando	zombando	VMG0000	zombar
	,	Fc	,
em	em	SPS00	em
chegando	chegando	VMG0000	chegar
a	a	SPS00	a
meixer	mexer	VMN0000	mexer
os	os	DA0MP0	o
paos	paus	NCMP000	pau
q	que	PR0CN000	que
ella	ela	PP3FS000	ele
dta	dita	VMP00SF	dizer
Anta	Antónia	NP00000	antónia
Correa	Correia	NP00000	correia
sabia	sabia	VMII0S0	saber
;	.	Fp	.
e	E	CC	e
q	que	CS	que
em	em	SPS00	em
outra	outra	DI0FS0	outro
occazião	ocasião	NCFS000	ocasião
lhe	lhe	PP3CSD00	lhe
disse-ra	dissera	VMIM0S0	dizer
a	a	DA0FS0	o
denunciada	denunciada	VMP00SF	denunciar
:	:	Fp	:
«	«	Fra	«
Anta	Antónia	NP00000	antónia
	,	Fc	,
eu	eu	PP1CSN00	eu
hey	hei	VMIP1S0	haver
de	de	SPS00	de
amarrar	amarrar	VMN0000	amarrar
o	o	DA0MS0	o
Franco	Francisco	NP00000	francisco
Antunes	Antunes	NP00000	antunes
»	»	Frt	»
;	,	Fc	,
o	o	DA0MS0	o
que	que	PR0CN000	que
ella	ela	PP3FS000	ele
dta	dita	VMP00SF	dizer
Anta	Antónia	NP00000	antónia
Correa	Correia	NP00000	correia
não	não	RN	não
duvidava	duvidava	VMIP3S0	duvidavar
fizesse	fizesse	VMSI0S0	fazer
a	a	DA0FS0	o
denunciada	denunciada	VMP00SF	denunciar
por	por	SPS00	por
ser	ser	NCMS000	ser
de	de	SPS00	de
mto	muito	RQ	muito
mâ	má	AQ0FS0	mau
alma	alma	NCFS000	alma
	,	Fc	,
plo	pelo	SPS00+DA0MS0	por+o
q	que	PR0CN000	que
lhe	lhe	PP3CSD00	lhe
tinha	tinha	VAII0S0	ter
vto	visto	VMP00SM	ver
fazer	fazer	VMN0000	fazer
alguas	algumas	DI0FP0	algum
vezes	vezes	NCFP000	vez
e	e	CC	e
lhe	lhe	PP3CSD00	lhe
tinha	tinha	VAII0S0	ter
dto	dito	VMP00SM	dizer
a	a	SPS00	a
mesma	mesma	AQ0FS0	mesmo
denunciada	denunciada	VMP00SF	denunciar
,	,	Fc	,
q	que	PR0CN000	que
he	é	VSIP3S0	ser
tudo	tudo	PI0NN000	tudo
o	o	DA0MS0	o
seguinte	seguinte	NCMS000	seguinte
.	.	Fp	.
1	1	Z	1
	.	Fp	.
Que	Que	CS	que
uzava	usava	VMII0S0	usar
dar	dar	VMN0000	dar
pão	pão	NCMS000	pão
abocanhado	abocanhado	VMP00SM	abocanhar
della	dela	SPS00+PP3FS000	de+ele
denunciada	denunciada	VMP00SF	denunciar
aos	aos	SPS00+DA0MP0	a+o
homẽns	homens	NCMP000	homem
q	que	PR0CN000	que
entendia	entendia	VMII0S0	entender
dispenderião	despenderiam	SPS00	despenderiam
mto	muito	NCMS000	muito
com	com	SPS00	com
ella	ela	PP3FS000	ele
	,	Fc	,
na	na	SPS00+DA0FS0	em+o
ocazião	ocasião	NCFS000	ocasião
em	em	SPS00	em
q	que	PR0CN000	que
hião	iam	VMII3P0	ir
a	a	SPS00	a
sua	sua	DP3FS0	seu
caza	casa	NCFS000	casa
	,	Fc	,
convidandoos	convidando-os	VMG0000+PP3MPA00	convidando-os
pa	para	SPS00	para
comer	comer	VMN0000	comer
,	,	Fc	,
ditas	ditas	VMP00PF	dizer
	,	Fc	,
primro	primeiro	RG	primeiro
no	no	SPS00+DA0MS0	em+o
pão	pão	NCMS000	pão
,	,	Fc	,
e	e	CC	e
qdo	quando	CS	quando
o	o	DA0MS0	o
comião	comiam	VMII3P0	comer
	,	Fc	,
palavras	palavras	NCFP000	palavra
diabolicas	diabólicas	AQ0FP0	diabólico
.	.	Fp	.
2	2	Z	2
	.	Fp	.
Que	Que	CS	que
tambem	também	RG	também
costumava	costumava	VMII0S0	costumar
lançar	lançar	VMN0000	lançar
no	no	SPS00+DA0MS0	em+o
comer	comer	VMN0000	comer
agua	água	NCFS000	água
,	,	Fc	,
vinho	vinho	NCMS000	vinho
,	,	Fc	,
tres	três	Z	três
cabellos	cabelos	NCMP000	cabelo
de	de	SPS00	de
cada	cada	DI0CN0	cada
hũa	uma	DI0FS0	um
das	das	SPS00+DA0FP0	de+o
tres	três	Z	três
partes	partes	NCFP000	parte
do	do	SPS00+DA0MS0	de+o
corpo	corpo	NCMS000	corpo
	,	Fc	,
mto	muito	RQ	muito
miudamte	miudamte	RG	miudamte
picados	picados	VMP00PM	picar
,	,	Fc	,
e	e	CC	e
raspa	raspa	NCFS000	raspa
q	que	PR0CN000	que
tirava	tirava	VMII0S0	tirar
das	das	SPS00+DA0FP0	de+o
unhas	unhas	NCFP000	unha
dos	dos	SPS00+DA0MP0	de+o
pes	pés	NCMP000	pé
,	.	Fp	.
e	E	CC	e
com	com	SPS00	com
palavras	palavras	NCFP000	palavra
diabolicas	diabólicas	AQ0FP0	diabólico
	,	Fc	,
dava	dava	VMII0S0	dar
tudo	tudo	PI0NN000	tudo
pa	para	SPS00	para
os	os	DA0MP0	o
homẽns	homens	NCMP000	homem
não	não	RN	não
pararem	pararem	VMIP3P0	pararer
sem	sem	SPS00	sem
a	a	PP3FSA00	o
procurarem	procurarem	VMSF3P0	procurar
e	e	SPS00	de
dispenderem	despenderem	DA0MS0	despenderem
mto	muito	NCMS000	muito
com	com	SPS00	com
ella	ela	PP3FS000	ele
e	e	CC	e
a	a	PP3FSA00	o
estimarem	estimarem	VMII3P0	estimar
por	por	SPS00	por
lhe	lhe	PP3CSD00	lhe
pareser	parecer	VMN0000	parecer
mto	muito	RQ	muito
fermoza	formosa	AQ0FS0	formoso
,	,	Fc	,
e	e	CC	e
andarem	andarem	VMN03P0	andar
à	à	SPS00+DA0FS0	a+o
obeda	obediência	NCFS000	obediência
della	dela	SPS00+PP3FS000	de+ele
denunciada	denunciada	VMP00SF	denunciar
,	,	Fc	,
e	e	CC	e
q	que	CS	que
tudo	tudo	PI0NN000	tudo
qto	quanto	PR0CN000	quanto
souvessem	soubessem	VMSI3P0	saber
lhe	lhe	PP3CSD00	lhe
contassem	contassem	PP3CSD00	lhe
.	.	Fp	.
3	3	Z	3
	.	Fp	.
Que	Que	CS	que
ella	ela	PP3FS000	ele
denunciada	denunciada	VMP00SF	denunciar
lhe	lhe	PP3CSD00	lhe
disera	dissera	VMIM0S0	dizer
q	que	CS	que
tinha	tinha	VMII0S0	ter
hũa	uma	DI0FS0	um
mão	mão	NCFS000	mão
de	de	SPS00	de
toupeira	toupeira	NCFS000	toupeira
pa	para	SPS00	para
fazer	fazer	VMN0000	fazer
q	que	CS	que
os	os	DA0MP0	o
homẽns	homens	NCMP000	homem
a	a	PP3FSA00	o
procurassem	procurassem	VMSI3P0	procurar
e	e	CC	e
q	que	CS	que
pa	para	SPS00	para
isso	isso	PD0NN000	isso
havia	havia	VMII0S0	haver
de	de	SPS00	de
passar	passar	VMN0000	passar
com	com	SPS00	com
ella	ela	PP3FS000	ele
tres	três	Z	três
portas	portas	NCFP000	porta
da	da	SPS00+DA0FS0	de+o
cide	cidade	NCFS000	cidade
e	e	CC	e
nellas	nelas	SPS00+PP3FP000	em+ele
dizer	dizer	VMN0000	dizer
certas	certas	AQ0FP0	certo
palavras	palavras	NCFP000	palavra
,	,	Fc	,
mas	mas	CC	mais
q	que	CS	que
inda	ainda	RG	ainda
se	se	CS	se
não	não	RN	não
tinha	tinha	VAII0S0	ter
exposto	exposto	NCMS000	exposto
a	a	SPS00	a
fazello	fazê-lo	VMN0000+PP3MSA00	fazer+o
.	.	Fp	.
4	4	Z	4
	.	Fp	.
Que	Que	CS	que
costumava	costumava	VMII0S0	costumar
pór	pôr	VMN0000	pôr
hũa	uma	DI0FS0	um
tripeça	tripeça	NCFS000	tripeça
com	com	SPS00	com
os	os	DA0MP0	o
pes	pés	NCMP000	pé
pa	para	SPS00	para
sima	cima	NCFS000	cima
e	e	CC	e
nelles	neles	SPS00+PP3MP000	em+ele
punha	punha	VMII0S0	pôr
tres	três	Z	três
pedaços	pedaços	NCMP000	pedaço
de	de	SPS00	de
vella	vela	NCFS000	vela
de	de	SPS00	de
certa	certa	AQ0FS0	certo
medida	medida	NCFS000	medida
q	que	PR0CN000	que
tinha	tinha	VMII0S0	ter
,	,	Fc	,
e	e	CC	e
acezas	acesas	VMP00PF	acesas
a	a	PP3FSA00	o
punha	punha	VMII0S0	pôr
aos	aos	SPS00+DA0MP0	a+o
pes	pés	NCMP000	pé
da	da	SPS00+DA0FS0	de+o
cama	cama	NCFS000	cama
,	.	Fp	.
e	E	CC	e
descalçandosse	descalçando-se	VMG0000+P00CN000	descalçando-se
e	e	CC	e
rezando	rezando	VMG0000	rezar
	,	Fc	,
ao	ao	SPS00+DA0MS0	a+o
que	que	PR0CN000	que
parecia	parecia	VMII0S0	parecer
,	,	Fc	,
andava	andava	VMII0S0	andar
a	a	SPS00	a
paciar	passear	VMN0000	passear
com	com	SPS00	com
mta	muita	DI0FS0	muito
pressa	pressa	NCFS000	pressa
sem	sem	SPS00	sem
falar	falar	VMN0000	falar
com	com	SPS00	com
nynguem	ninguém	PI0NN00N	ninguém
por	por	SPS00	por
tempo	tempo	NCMS000	tempo
da	da	SPS00+DA0FS0	de+o
reza	reza	NCFS000	reza
de	de	SPS00	de
hum	um	DI0MS0	um
rozario	rosário	NCMS000	rosário
,	.	Fp	.
e	E	CC	e
dezia	dizia	VMII0S0	dizer
ella	ela	PP3FS000	ele
denun-çiada	denunciada	VMP00SF	denunciar
a	a	SPS00	a
ella	ela	PP3FS000	ele
dta	dita	VMP00SF	dizer
Anta	Antónia	NP00000	antónia
Correa	Correia	NP00000	correia
q	que	CS	que
aquillo	aquilo	PD0NN000	aquilo
era	era	VSII0S0	ser
a	a	DA0FS0	o
reza	reza	NCFS000	reza
das	das	SPS00+DA0FP0	de+o
almas	almas	NCFP000	alma
.	.	Fp	.
5	5	Z	5
	.	Fp	.
Que	Que	CS	que
dissera	dissera	VMIM0S0	dizer
ella	ela	PP3FS000	ele
denunciada	denunciada	VMP00SF	denunciar
em	em	SPS00	em
hũa	uma	DI0FS0	um
ocazião	ocasião	NCFS000	ocasião
a	a	SPS00	a
ella	ela	PP3FS000	ele
dta	dita	VMP00SF	dizer
Anta	Antónia	NP00000	antónia
Correa	Correia	NP00000	correia
,	,	Fc	,
e	e	CC	e
em	em	SPS00	em
outra	outra	DI0FS0	outro
a	a	SPS00	a
felicia	Felícia	NP00000	felícia
de	de	SPS00	de
Mello	Melo	NP00000	melo
	,	Fc	,
mer	mulher	NCFS000	mulher
soltra	solteira	AQ0FS0	solteiro
e	e	CC	e
vezinha	vizinha	NCFS000	vizinho
da	da	SPS00+DA0FS0	de+o
denunçiada	denunciada	VMP00SF	denunciar
,	,	Fc	,
q	que	CS	que
pa	para	SPS00	para
ver	ver	VMN0000	ver
se	se	CS	se
os	os	DA0MP0	o
homens	homens	NCMP000	homem
lhe	lhe	PP3CSD00	lhe
querião	queriam	VMII3P0	querer
bem	bem	RG	bem
uzava	usava	VMII0S0	usar
de	de	SPS00	de
lançar	lançar	VMN0000	lançar
húm	um	DI0MS0	um
vintem	vintém	NCMS000	vintém
em	em	SPS00	em
hua	uma	DI0FS0	um
tigela	tigela	NCFS000	tigela
de	de	SPS00	de
agua	água	NCFS000	água
.	.	Fp	.
6	6	Z	6
	.	Fp	.
Que	Que	CS	que
costumava	costumava	VMII0S0	costumar
comprar	comprar	VMN0000	comprar
húm	um	DI0MS0	um
pucarinho	pucarinho	NCMS00D	púcaro
novo	novo	NCMS000	novo
de	de	SPS00	de
prado	prado	NCMS000	prado
,	,	Fc	,
emxofar	enxofre	NCMS000	enxofre
,	,	Fc	,
vinagre	vinagre	NCMS000	vinagre
e	e	CC	e
pimenta	pimenta	NCFS000	pimenta
,	,	Fc	,
dizendo	dizendo	VMG0000	dizer
	,	Fc	,
antes	antes	RG	antes
de	de	SPS00	de
ajustar	ajustar	VMN0000	ajustar
o	o	DA0MS0	o
preço	preço	NCMS000	preço
	,	Fc	,
certas	certas	AQ0FP0	certo
palabras	palavras	NCFP000	palavra
,	.	Fp	.
e	E	CC	e
vindo	vindo	VMG0000	vir
pa	para	SPS00	para
caza	casa	NCFS000	casa
	,	Fc	,
punha	punha	VMII0S0	pôr
tudo	tudo	PI0NN000	tudo
no	no	SPS00+DA0MS0	em+o
Lume	lume	NCMS000	lume
dentro	dentro	RG	dentro
do	do	SPS00+DA0MS0	de+o
pucaro	púcaro	NCMS000	púcaro
,	.	Fp	.
e	E	CC	e
com	com	SPS00	com
grande	grande	AQ0CS0	grande
ansia	ânsia	NCFS000	ânsia
	,	Fc	,
começava	começava	VMII0S0	começar
a	a	SPS00	a
abanar	abanar	VMN0000	abanar
e	e	CC	e
a	a	SPS00	a
dizer	dizer	VMN0000	dizer
palavras	palavras	NCFP000	palavra
diabolicas	diabólicas	AQ0FP0	diabólico
	,	Fc	,
chamando	chamando	VMG0000	chamar
pellos	pelos	SPS00+DA0MP0	por+o
demonios	demónios	NCMP000	demónio
,	.	Fp	.
e	E	CC	e
prohibia	proibia	NCFS000	proibia
a	a	SPS00	a
ella	ela	PP3FS000	ele
dta	dita	VMP00SF	dizer
Anta	Antónia	NP00000	antónia
Correa	Correia	NP00000	correia
e	e	CC	e
a	a	SPS00	a
Mel	Manuel	NP00000	manuel
Coelho	Coelho	NP00000	coelho
	,	Fc	,
q	que	CS	que
a	a	DA0FS0	o
denunciada	denunciada	VMP00SF	denunciar
tem	tem	VMIP3S0	ter
consigo	consigo	SPS00+PP3CNO00	com+si
a	a	SPS00	a
titulo	título	NCMS000	título
de	de	SPS00	de
sobrinho	sobrinho	NCMS000	sobrinho
,	,	Fc	,
q	que	CS	que
não	não	RN	não
falassem	falassem	VMSI3P0	falar
em	em	SPS00	em
o	o	DA0MS0	o
nome	nome	NCMS000	nome
de	de	SPS00	de
Jesus	Jesus	NP00000	jesus
emqto	enquanto	CS	enquanto
se	se	CS	se
não	não	RN	não
abrazasse	abrasasse	RN	não
com	com	SPS00	com
fogo	fogo	NCMS000	fogo
o	o	DA0MS0	o
q	que	PR0CN000	que
dentro	dentro	RG	dentro
do	do	SPS00+DA0MS0	de+o
