Meu	Meu	DP1MSS	meu
taxas	taxas	NCFP000	taxa
e	e	CC	e
destruhio	destruiu	VMIS3S0	destruir
tudo	tudo	PI0NN000	tudo
.	.	Fp	.
Em-fim	Enfim	RG	enfim
	,	Fc	,
fica	fica	VMIP3S0	ficar
tudo	tudo	PI0NN000	tudo
acabado	acabado	VMP00SM	acabar
.	.	Fp	.
Por	Por	SPS00	por
essa	essa	DD0FS0	esse
attestação	atestação	NCFS000	atestação
de	de	SPS00	de
Retratação	retratação	NCFS000	retratação
	,	Fc	,
verá	verá	VMIF3S0	ver
vmce	VM	NP00000	VM
o	o	DA0MS0	o
que	que	PR0CN000	que
fes	fez	VMIS3S0	fazer
Franc	Francisco	NP00000	francisco
Aranha	Aranha	NP00000	aranha
por	por	SPS00	por
induçoens	induções	NCFP000	indução
de	de	SPS00	de
Jozé	José	NP00000	josé
da	da	SPS00+DA0FS0	de+o
Sa	Silva	NP00000	silva
Contra	contra	SPS00	contra
D	Dona	NP00000	dona
Quiteria	Quitéria	NP00000	quitéria
	.	Fp	.
Sergio	Sérgio	NP00000	sérgio
aRancou	arrancou	VMIS3S0	arrancar
da	da	SPS00+DA0FS0	de+o
mão	mão	NCFS000	mão
do	do	SPS00+DA0MS0	de+o
homem	homem	NCMS000	homem
a	a	DA0FS0	o
petição	petição	NCFS000	petição
qdo	quando	CS	quando
lha	lha	PP3CSD00+PP3FSA00	lhe+o
foi	foi	VMIS3S0	ir
intimar	intimar	VMN0000	intimar
,	.	Fp	.
emfim	Enfim	RG	enfim
	,	Fc	,
Se	se	CS	se
S	Sua	DP3FS0	seu
Excia	Excelência	NP00000	excelência
não	não	RN	não
acudir	acudir	VMN0000	acudir
a	a	SPS00	a
isto	isto	PD0NN000	isto
com	com	SPS00	com
pronto	pronto	AQ0MS0	pronto
Remedio	remédio	NCMS000	remédio
	,	Fc	,
bem	bem	RG	bem
se	se	P00CN000	se
pode	pode	VMIP3S0	poder
consider	considerar	VMN0000	considerar
tudo	tudo	PI0NN000	tudo
acabado	acabado	VMP00SM	acabar
.	.	Fp	.
Elle	Ele	PP3MS000	ele
dis	diz	VMIP3S0	dizer
q	que	CS	que
se	se	P00CN000	se
lhe	lhe	PP3CSD00	lhe
não	não	RN	não
dá	dá	VMIP3S0	dar
de	de	SPS00	de
ordens	ordens	NCFP000	ordem
de	de	SPS00	de
S	Sua	DP3FS0	seu
Excia	Excelência	NP00000	excelência
	.	Fp	.
Nós	Nós	PP1CP000	nós
temos	temos	VAIP1P0	ter
tido	tido	VMP0000	ter
boa	boa	AQ0FS0	bom
viajem	viagem	NCFS000	viagem
e	e	CC	e
já	já	RG	já
estamos	estamos	VMIP1P0	estar
livres	livres	AQ0CP0	livre
de	de	SPS00	de
todo	todo	DI0MS0	todo
o	o	DA0MS0	o
perigo	perigo	NCMS000	perigo
e	e	CC	e
até	até	SPS00	até
amenhã	amanhã	RG	amanhã
estamos	estamos	VMIP1P0	estar
em	em	SPS00	em
Caza	casa	NCFS000	casa
.	.	Fp	.
Mandeme	Mande-me	VMSP0S0+PP1CS000	mandar+me
por	por	SPS00	por
este	este	DD0MS0	este
Portador	portador	NCMS000	portador
as	as	DA0FP0	o
me-ias	meias	NCFP000	meia
pretas	pretas	AQ0FP0	preto
.	.	Fp	.
Lembrcas	Lembranças	NCFP000	lembrança
a	a	SPS00	a
todos	todos	PI0MP00	todo
	,	Fc	,
eta	etc	NCMS000	etc
	.	Fp	.
Ds	Deus	NP00000	deus
Ge	guarde	VMSP0S0	guardar
a	a	SPS00	a
Vmce	VM	NP00000	VM
	,	Fc	,
eta	etc	NCMS000	etc
	.	Fp	.
Fo	Filho	NP00000	filho
obde	obediente	AQ0CS0	obediente
	,	Fc	,
Miguel	Miguel	NP00000	miguel
