Meu	Meu	DP1MSS	meu
em	em	SPS00	em
carne	carne	NCFS000	carne
	,	Fc	,
sem	sem	SPS00	sem
mais	mais	NCMS000	mais
do	do	SPS00+DA0MS0	de+o
q	que	PR0CN000	que
se	se	P00CN000	se
pazou	passou	VMIS3S0	passar
	.	Fp	.
e	E	CC	e
	,	Fc	,
cazo	caso	NCMS000	caso
q	que	CS	que
disto	disto	SPS00+PD0NN000	de+isto
se	se	P00CN000	se
tenha	tenha	VASP0S0	ter
dado	dado	VMP0000	dar
parte	parte	NCFS000	parte
	,	Fc	,
ja	já	RG	já
Vmce	VM	NP00000	VM
a	há	VMIP3S0	haver
de	de	SPS00	de
dizendo	dizendo	VMG0000	dizer
	.	Fp	.
eu	Eu	PP1CSN00	eu
me	me	PP1CS000	me
denunçio	denuncio	VMIP1S0	denunciar
mesmo	mesmo	RG	mesmo
pa	para	SPS00	para
mais	mais	RC	mais
clamte	claramente	RG	claramente
saber	saber	VMN0000	saber
o	o	DA0MS0	o
q	que	PR0CN000	que
ey	hei	VMIP1S0	haver
de	de	SPS00	de
segir	seguir	VMN0000	seguir
pa	para	SPS00	para
agradar	agradar	VMN0000	agradar
a	a	SPS00	a
Deos	Deus	NP00000	deus
noso	Nosso	DP1MSP	nosso
senhor	Senhor	NP00000	senhor
	,	Fc	,
q	que	PR0CN000	que
Vmce	VM	NP00000	VM
gde	guarde	VMSP0S0	guardar
	,	Fc	,
como	como	CS	como
Mais	mais	RC	mais
lhe	lhe	PP3CSD00	lhe
sey	sei	VMIP1S0	saber
dezejar	desejar	VMN0000	desejar
	.	Fp	.
Moxegata	Muxagata	NP00000	muxagata
	,	Fc	,
11	11	Z	11
do	do	SPS00+DA0MS0	de+o
corente	corrente	NCFS000	corrente
de	de	SPS00	de
719	719	Z	719
Mais	Mais	RC	mais
Ao	amigo	NCMS000	amigo
e	e	CC	e
Criaado	criado	NCMS000	criado
de	de	SPS00	de
Vmce	VM	NP00000	VM
	,	Fc	,
Phellipe	Filipe	NP00000	filipe
Jozeph	José	NP00000	josé
Vidal	Vidal	NP00000	vidal
em	Em	SPS00	em
satisfasam	satisfação	NCFS000	satisfação
de	de	SPS00	de
huma	uma	DI0FS0	um
ademoestasão	admoestação	NCFS000	um
q	que	PR0CN000	que
nesta	nesta	SPS00+DD0FS0	em+este
Igreja	igreja	NCFS000	igreja
se	se	P00CN000	se
publicou	publicou	VMIS3S0	publicar
nesta	nesta	SPS00+DD0FS0	em+este
Igreja	igreja	NCFS000	igreja
da	da	SPS00+DA0FS0	de+o
moxegata	Muxagata	NP00000	muxagata
da	da	SPS00+DA0FS0	de+o
parte	parte	NCFS000	parte
do	do	SPS00+DA0MS0	de+o
santo	Santo	NP00000	santo
oficio	Ofício	NP00000	ofício
	,	Fc	,
com	com	SPS00	com
huma	uma	DI0FS0	um
excomunhão	excomunhão	NCFS000	excomunhão
emcluza	inclusa	AQ0FS0	incluso
	,	Fc	,
e	e	CC	e
da	da	SPS00+DA0FS0	de+o
q	que	PR0CN000	que
ouvi	ouvi	VMIS1S0	ouvir
	,	Fc	,
remeto	remeto	VMIP1S0	remeter
ese	esse	DD0MS0	esse
Rol	rol	NCMS000	rol
	.	Fp	.
Vmce	VM	NP00000	VM
vera	verá	VMIF3S0	ver
se	se	CSI	se
compete	compete	VMIP3S0	competir
ao	ao	SPS00+DA0MS0	a+o
Canto	Santo	NP00000	santo
ofiçio	Ofício	NP00000	ofício
ou	ou	CC	ou
não	não	RN	não
q	que	CS	que
por	por	SPS00	por
este	este	DD0MS0	este
modo	modo	NCMS000	modo
me	me	PP1CS000	me
oficião	oficiam	VMIP3P0	oficiar
da	da	SPS00+DA0FS0	de+o
minha	minha	DP1FSS	meu
obrigazão	obrigação	NCFS000	obrigação
	,	Fc	,
inda	ainda	RG	ainda
q	que	CS	que
tudo	tudo	PI0NN000	tudo
he	é	VSIP3S0	ser
coaze	quase	RG	quase
notorio	notório	AQ0MS0	notório
e	e	CC	e
publico	público	NCMS000	público
	.	Fp	.
