Meu	Meu		
meu	meu	DP1MSS	meu
amor	amor	NCMS000	amor
e	e	CC	e
o	o	DA0MS0	o
meu	meu	DP1MSS	meu
menino	menino	NCMS000	menino
	.	Fp	.
agora	Agora	RG	agora
baste	vais-te	VMN0000+PP2CS000	vais+te
emvora	embora	RG	embora
	,	Fc	,
não	não	RN	não
me	me	PP1CS000	me
perCas	percas	VMSP2S0	perder
o	o	DA0MS0	o
amor	amor	NCMS000	amor
	,	Fc	,
pois	pois	CS	pois
eu	eu	PP1CSN00	eu
Sempre	sempre	RG	sempre
te	te	PP2CS000	te
hei	hei	VMIP1S0	haver
de	de	SPS00	de
ser	ser	VSN0000	ser
firme	firme	AQ0CS0	firme
e	e	CC	e
tambem	também	RG	também
quero	quero	VMIP1S0	querer
que	que	CS	que
tu	tu	PP2CSN00	tu
asim	assim	RG	assim
sejas	sejas	VSSP2S0	ser
	.	Fp	.
goardame	Guarda-me	VMIP3S0+PP1CS000	guardar+me
bem	bem	RG	bem
o	o	DA0MS0	o
meu	meu	DP1MSS	meu
menino	menino	NCMS000	menino
	,	Fc	,
pois	pois	CS	pois
so	só	RF	só
o	o	PP3MSA00	o
quero	quero	VMIP1S0	querer
pa	para	SPS00	para
mim	mim	PP1CSO00	mim
	.	Fp	.
o	O	DA0MS0	o
teu	teu	DP2MSS	teu
Coninho	coninho	NCMS00D	cono
e	e	CC	e
pentinho	pentinho	NCMS00D	pente
todo	todo	PI0MS000	todo
he	é	VSIP3S0	ser
pa	para	SPS00	para
ti	ti	PP2CSO00	ti
e	e	CC	e
niso	nisso	SPS00+PD0NN000	em+isso
podes	podes	VMIP2S0	poder
estar	estar	VMN0000	estar
serto	certo	AQ0MS0	certo
	.	Fp	.
nadeos	Adeus	I	adeus
	,	Fc	,
meu	meu	DP1MSS	meu
rico	rico	AQ0MS0	rico
menino	menino	NCMS000	menino
	.	Fp	.
eu	Eu	PP1CSN00	eu
sempre	sempre	RG	sempre
hei	hei	VMIP1S0	haver
de	de	SPS00	de
fazer	fazer	VMN0000	fazer
mto	muito	RQ	muito
por	por	SPS00	por
te	te	PP2CS000	te
hir	ir	VMN0000	ir
fazer	fazer	VMN0000	fazer
huma	uma	DI0FS0	um
vezita	visita	NCFS000	visita
amais	mais	CC	mais
minha	minha	DP1FSS	meu
manna	mana	NCFS000	mano
	.	Fp	.
dezejarei	Desejarei	VMIF1S0	desejar
paseses	passasses	VMSI2S0	passar
Sempre	sempre	RG	sempre
Com	com	SPS00	com
Saude	saúde	NCFS000	saúde
	,	Fc	,
pois	pois	CS	pois
he	é	VSIP3S0	ser
o	o	DA0MS0	o
que	que	PR0CN000	que
mais	mais	RC	mais
te	te	PP2CS000	te
dezejo	desejo	VMIP1S0	desejar
	.	Fp	.
aseita	Aceita	VMM02S0	aceitar
mtas	muitas	DI0FP0	muito
Saudades	saudades	NCFP000	saudade
das	das	SPS00+DA0FP0	de+o
tuas	tuas	DP2FPS	teu
maminhas	maminhas	NCFP00D	mama
	,	Fc	,
que	que	PR0CN000	que
ficam	ficam	VMIP3P0	ficar
Com	com	SPS00	com
mtas	muitas	DI0FP0	muito
Saudades	saudades	NCFP000	saudade
tuas	tuas	DP2FPS	teu
e	e	CC	e
fiCam	ficam	VMIP3P0	ficar
a	a	SPS00	a
Chorar	chorar	VMN0000	chorar
peLo	pelo	SPS00+DA0MS0	por+o
seu	seu	DP3MS0	seu
filho	filho	NCMS000	filho
que	que	PR0CN000	que
se	se	P00CN000	se
bai	vai	VMIP3S0	ir
invora	embora	RG	embora
	.	Fp	.
o	O	DA0MS0	o
teu	teu	DP2MSS	teu
Coninho	coninho	NCMS00D	cono
tambem	também	RG	também
fica	fica	VMIP3S0	ficar
mto	muito	RQ	muito
triste	triste	AQ0CS0	triste
peLa	pela	SPS00+DA0FS0	por+o
Sua	sua	DP3FS0	seu
pisinha	picinha	NCFS00D	piça
	,	Fc	,
pois	pois	CS	pois
he	é	VSIP3S0	ser
mto	muito	RQ	muito
de	de	SPS00	de
meu	meu	DP1MSS	meu
gosto	gosto	NCMS000	gosto
e	e	CC	e
esa	essa	DD0FS0	esse
Carinha	carinha	NCFS000	esse
tambem	também	RG	também
me	me	PP1CS000	me
agrada	agrada	VMIP3S0	agradar
mto	muito	PI0MS000	muito
	.	Fp	.
não	Não	RN	não
Saves	sabes	VMIP2S0	saber
a	a	DA0FS0	o
bontade	vontade	NCFS000	o
que	que	PR0CN000	que
me	me	PP1CS000	me
da	dá	VMIP3S0	dar
de	de	SPS00	de
Chorar	chorar	VMN0000	chorar
ao	ao	SPS00+DA0MS0	a+o
fazer	fazer	VMN0000	fazer
desta	desta	SPS00+DD0FS0	de+este
	,	Fc	,
pois	pois	CS	pois
me	me	PP1CS000	me
ficam	ficam	VMIP3P0	ficar
mtas	muitas	DI0FP0	muito
saudades	saudades	NCFP000	saudade
do	do	SPS00+DA0MS0	de+o
meu	meu	DP1MSS	meu
marido	marido	NCMS000	marido
	.	Fp	.
adeos	Adeus	I	adeus
	,	Fc	,
meu	meu	DP1MSS	meu
menino	menino	NCMS000	menino
	.	Fp	.
adeos	Adeus	I	adeus
	,	Fc	,
meu	meu	DP1MSS	meu
amor	amor	NCMS000	amor
	.	Fp	.
não	Não	RN	não
te	te	PP2CS000	te
esquesas	esqueças	VMSP2S0	esquecer
de	de	SPS00	de
me	me	PP1CS000	me
escreveres	escreveres	VMII2S0	escrever
todos	todos	DI0MP0	todo
os	os	DA0MP0	o
coreios	correios	NCMP000	correio
	,	Fc	,
que	que	CS	que
eu	eu	PP1CSN00	eu
hei	hei	VMIP1S0	haver
de	de	SPS00	de
fazer	fazer	VMN0000	fazer
o	o	DA0MS0	o
mesmo	mesmo	AQ0MS0	mesmo
	.	Fp	.
e	E	CC	e
dis	diz	VMIP3S0	dizer
ao	ao	SPS00+DA0MS0	a+o
Coreio	correio	NCMS000	correio
que	que	CS	que
não	não	RN	não
entregue	entregue	VMSP0S0	entregar
a	a	DA0FS0	o
Carta	carta	NCFS000	carta
Senão	senão	CC	senão
a	a	SPS00	a
mim	mim	PP1CSO00	mim
ou	ou	CC	ou
a	a	DA0FS0	o
minha	minha	DP1FSS	meu
irmão	irmão	NCMS000	irmão
	.	Fp	.
adeos	Adeus	I	adeus
	,	Fc	,
meu	meu	DP1MSS	meu
marido	marido	NCMS000	marido
	.	Fp	.
adeos	Adeus	I	adeus
	,	Fc	,
meu	meu	DP1MSS	meu
amor	amor	NCMS000	amor
	.	Fp	.
debertete	Diverte-te	VMIP3S0+PP2CS000	divertir+te
bem	bem	RG	bem
por	por	SPS00	por
La	lá	RG	lá
	,	Fc	,
que	que	CS	que
pa	para	SPS00	para
mim	mim	PP1CSO00	mim
tudo	tudo	PI0NN000	tudo
Seram	serão	VSIF3P0	ser
tristezas	tristezas	NCFP000	tristeza
emcoanto	enquanto	CS	enquanto
te	te	PP2CS000	te
não	não	RN	não
torno	torno	VMIP1S0	tornar
a	a	SPS00	a
ber	ver	VMN0000	ver
	.	Fp	.
nunca	Nunca	RN	nunca
mais	mais	RC	mais
terei	terei	VMIF1S0	ter
aLegria	alegria	NCFS000	alegria
em	em	SPS00	em
meu	meu	DP1MSS	meu
CoraCão	coração	NCMS000	coração
	,	Fc	,
pois	pois	CS	pois
so	só	RF	só
tu	tu	PP2CSN00	tu
hes	és	VSIP2S0	ser
Capas	capaz	AQ0CS0	capaz
de	de	SPS00	de
todo	todo	DI0MS0	todo
o	o	DA0MS0	o
amor	amor	NCMS000	amor
	.	Fp	.
eu	Eu	PP1CSN00	eu
so	só	RF	só
a	a	SPS00	a
ti	ti	PP2CSO00	ti
amo	amo	VMIP1S0	amar
e	e	CC	e
so	só	RF	só
a	a	SPS00	a
ti	ti	PP2CSO00	ti
quero	quero	VMIP1S0	querer
	.	Fp	.
ahi	Aí	RG	aí
te	te	PP2CS000	te
dou	dou	VMIP1S0	dar
hums	uns	DI0MP0	um
peLinhos	pelinhos	NCMP00D	pêlo
do	do	SPS00+DA0MS0	de+o
teu	teu	DP2MSS	teu
Coninho	coninho	NCMS00D	cono
	.	Fp	.
estimaos	Estima-os	VMIP3S0+PP3MPA00	estimar+o
Como	como	CS	como
Couza	coisa	NCFS000	coisa
tua	tua	DP2FSS	teu
	.	Fp	.
Desta	Desta	Fp	.
tua	tua	Fp	.
molher	mulher	Fp	.
que	que	Fp	.
mto	muito	Fp	.
te	te	Fp	.
ama	ama	Fp	.
e	e	Fp	.
quer	quer	Fp	.
	,	Fp	.
Maria	Maria	Fp	.
gabriela	Gabriela	Fp	.
