j	Jesus	NP00000	jesus
asim	assim	RG	assim
por	por	SPS00	por
pondenor	pudor	NCMS000	pudor
como	como	CS	como
por	por	SPS00	por
fineza	fineza	NCFS000	fineza
ao	ao	SPS00+DA0MS0	a+o
demonio	demónio	NCMS000	demónio
,	,	Fc	,
porsuadindome	persuadindo-me	Fc	,
espesialmte	especialmente	RG	especialmente
q	que	CS	que
	,	Fc	,
vendome	vendo-me	VMG0000+PP1CS000	ver+me
as	as	DA0FP0	o
ditas	ditas	VMP00PF	dizer
em	em	SPS00	em
seu	seu	DP3MS0	seu
poder	poder	NCMS000	poder
recluza	reclusa	VMP00SF	reclusar
	,	Fc	,
por	por	SPS00	por
rispeito	respeito	NCMS000	respeito
contra	contra	SPS00	contra
tanto	tanto	DI0MS0	tanto
brio	brio	NCMS000	brio
de	de	SPS00	de
todas	todas	DI0FP0	todo
	,	Fc	,
me	me	PP1CS000	me
darão	darão	VMIF3P0	dar
pesonha	peçonha	NCFS000	peçonha
	.	Fp	.
o	O	DA0MS0	o
q	que	PR0CN000	que
he	é	VSIP3S0	ser
	,	Fc	,
sem	sem	SPS00	sem
duvida	dúvida	NCFS000	dúvida
	,	Fc	,
não	não	RN	não
tem	tem	VMIP3S0	ter
dificuldade	dificuldade	NCFS000	dificuldade
	,	Fc	,
por	por	SPS00	por
mtas	muitas	DI0FP0	muito
rezois	razões	NCFP000	razão
eu	eu	PP1CSN00	eu
serta	certa	AQ0FS0	certo
nisto	nisto	SPS00+PD0NN000	em+isto
,	.	Fp	.
e	E	CC	e
	,	Fc	,
por	por	SPS00	por
obsequio	obséquio	NCMS000	obséquio
a	a	SPS00	a
quem	quem	PR0CN000	quem
ja	já	RG	já
dise	disse	VMIS3S0	dizer
	,	Fc	,
me	me	PP1CS000	me
acuzo	acuso	VMIP1S0	acusar
	.	Fp	.
asim	Assim	RG	assim
o	o	PP3MSA00	o
tenho	tenho	VMIP1S0	ter
rezelutamte	resolutamente	RG	resolutamente
detreminado	determinado	VMP00SM	determinar
	,	Fc	,
pelo	pelo	SPS00+DA0MS0	por+o
q	que	PR0CN000	que
estimarei	estimarei	VMIF1S0	estimar
ser	ser	VSN0000	ser
penetensiada	penitenciada	VMP00SF	penitenciar
	,	Fc	,
por	por	SPS00	por
estilo	estilo	NCMS000	estilo
q	que	CS	que
estas	estas	DD0FP0	este
snras	senhoras	NCFP000	senhor
me	me	PP1CS000	me
não	não	RN	não
alcansem	alcansem	VMIP3P0	alcanser
padeser	padecer	VMN0000	padecer
,	,	Fc	,
porq	porque	CS	porque
conheso	conheço	VMIP1S0	conhecer
a	a	SPS00	a
minha	minha	DP1FSS	meu
mizeria	miséria	NCFS000	miséria
	.	Fp	.
vejo	Vejo	VMIP1S0	ver
e	e	CC	e
comsidero	considero	VMIP1S0	considerar
a	a	DA0FS0	o
umição	omissão	NCFS000	omissão
q	que	PR0CN000	que
tenho	tenho	VMIP1S0	ter
neste	neste	SPS00+DD0MS0	em+este
particular	particular	NCMS000	particular
	,	Fc	,
suposto	suposto	VMP00SM	supor
o	o	DA0MS0	o
perzente	presente	NCMS000	presente
tenha	tenha	VMSP0S0	ter
pezares	pesares	NCMP000	pesar
	,	Fc	,
e	e	CC	e
me	me	PP1CS000	me
sinto	sinto	VMIP1S0	sentir
com	com	SPS00	com
perpozitos	propósitos	NCMP000	propósito
de	de	SPS00	de
não	não	RN	não
delinquir	delinquir	VMN0000	delinquir
,	,	Fc	,
pelo	pelo	SPS00+DA0MS0	por+o
q	que	PR0CN000	que
torno	torno	VMIP1S0	tornar
a	a	SPS00	a
rogar	rogar	VMN0000	rogar
o	o	DA0MS0	o
perdão	perdão	NCMS000	perdão
e	e	CC	e
asolvição	absolvição	NCFS000	absolvição
	.	Fp	.
e	E	CC	e
Ds	Deus	NP00000	deus
me	me	PP1CS000	me
gde	guarde	VMSP0S0	guardar
a	a	SPS00	a
Vmce	VM	NP00000	VM
como	como	CS	como
lhe	lhe	PP3CSD00	lhe
dezejo	desejo	VMIP1S0	desejar
	.	Fp	.
N	Nossa	NP00000	nossa
S	Senhora	NP00000	senhor
Esperança	Esperança	NP00000	esperança
de	de	SPS00	de
Abrantes	Abrantes	NP00000	abrantes
,	,	Fc	,
vinte	vinte	Z	vinte
e	e	CC	e
nove	nove	Z	nove
de	de	SPS00	de
junho	junho	NCMS000	junho
de	de	SPS00	de
1745	1745	Z	1745
	.	Fp	.
de	De	SPS00	de
Vmce	VM	NP00000	VM
emdina	indigna	AQ0FS0	indigno
serva	serva	NCFS000	servo
e	e	CC	e
maior	maior	AQ0CS0	maior
veneradora	veneradora	NCFS000	venerador
	,	Fc	,
Soror	soror	NCMS000	soror
Franca	Francisca	NP00000	francisca
jozefa	Josefa	NP00000	josefa
do	do	SPS00+DA0MS0	de+o
Evanga	Evangelista	NP00000	evangelista
declaro	Declaro	VMIP1S0	declarar
q	que	CS	que
o	o	DA0MS0	o
porq	porque	CS	porque
tenho	tenho	VAIP1S0	ter
emtentado	intentado	VMP0000	intentar
matarme	matar-me	VMN0000+PP1CS000	matar+me
na	na	SPS00+DA0FS0	em+o
referida	referida	AQ0FS0	referido
prizão	prisão	NCFS000	prisão
he	é	VSIP3S0	ser
	,	Fc	,
com	com	SPS00	com
espesialidade	especialidade	NCFS000	especialidade
	,	Fc	,
por	por	SPS00	por
ozequio	obséquio	NCMS000	obséquio
ao	ao	SPS00+DA0MS0	a+o
demonio	demónio	NCMS000	demónio
e	e	CC	e
	,	Fc	,
em	em	SPS00	em
sigundo	segundo	SPS00	segundo
lugar	lugar	NCMS000	lugar
,	,	Fc	,
por	por	SPS00	por
fazer	fazer	VMN0000	fazer
a	a	DA0FS0	o
comsideração	consideração	NCFS000	consideração
q	que	PR0CN000	que
se	se	P00CN000	se
me	me	PP1CS000	me
mande	mande	VMSP0S0	mandar
matar	matar	VMN0000	matar
	,	Fc	,
q	que	CS	que
o	o	PP3MSA00	o
quero	quero	VMIP1S0	querer
eu	eu	PP1CSN00	eu
fazer	fazer	VMN0000	fazer
	,	Fc	,
juntamte	juntamente	RG	juntamente
por	por	SPS00	por
não	não	RN	não
padeser	padecer	VMN0000	padecer
o	o	DA0MS0	o
velas	vê-las	VMN0000+PP3FPA00	ver+o
e	e	CC	e
ouvilas	ouvi-las	VMN0000+PP3FPA00	ouvir+o
	,	Fc	,
q	que	CS	que
he	é	VSIP3S0	ser
morrer	morrer	VMN0000	morrer
por	por	SPS00	por
outro	outro	DI0MS0	outro
estilo	estilo	NCMS000	estilo
	.	Fp	.
N	Nossa	NP00000	nossa
S	Senhora	NP00000	senhor
.	.	Fp	.
