Queridos	Queridos	VMP00PM	querer
depois	depois	RG	depois
de	de	SPS00	de
pesagh	Pessach	NP00000	Pessach
me	me	PP1CS000	me
vou	vou	VMIP1S0	ir
a	à	SPS00+DA0FS0	a+o
jamaica	Jamaica	NCFS000	Jamaica
	,	Fc	,
como	como	CS	como
ja	já	RG	já
lhes	lhes	PP3CPD00	lhe
avisey	avisei	VMIS1S0	avisar
	,	Fc	,
não	não	RN	não
aver	haver	VMN0000	haver
em	em	SPS00	em
este	este	PD0MS000	este
nada	nada	PI0NN00N	nada
que	que	PR0CN000	que
fazer	fazer	VMN0000	fazer
	,	Fc	,
suplico	suplico	VMIP1S0	suplicar
a	a	SPS00	a
Vms	VMs	NP00000	VM
não	não	RN	não
me	me	PP1CS000	me
escrevem	escrevam	VMSP3P0	escrever
the	até	SPS00	até
ter	ter	VMN0000	ter
hua	uma	DI0FS0	um
carta	carta	NCFS000	carta
de	de	SPS00	de
my	mim	PP1CSO00	mim
para	para	SPS00	para
saber	saber	VMN0000	saber
donde	onde	PA000000	onde
a	há	VMIP3S0	haver
de	de	SPS00	de
adresar	adereçar	VMN0000	adereçar
a	a	DA0FS0	o
carta	carta	NCFS000	carta
para	para	SPS00	para
que	que	PR0CN000	que
me	me	PP1CS000	me
venha	venha	VMSP0S0	vir
a	à	SPS00+DA0FS0	a+o
mão	mão	NCFS000	mão
	.	Fp	.
y	E	CC	e
espero	espero	VMIP1S0	esperar
que	que	CS	que
Ds	Deus	NP00000	deus
me	me	PP1CS000	me
dara	dará	VMIF3S0	dar
furtuna	fortuna	NCFS000	fortuna
para	para	SPS00	para
poder	poder	VMN0000	poder
ajudar	ajudar	VMN0000	ajudar
a	a	DA0FS0	o
Vms	VMs	NP00000	VM
com	com	SPS00	com
o	o	DA0MS0	o
meu	meu	DP1MSS	meu
coracão	coração	NCMS000	coração
he	e	CC	e
asy	assim	RG	assim
me	me	PP1CS000	me
ajude	ajude	VMSP0S0	ajudar
Ds	Deus	NP00000	deus
	.	Fp	.
avera	Haverá	VMIF3S0	haver
algums	alguns	DI0MP0	algum
dias	dias	NCMP000	dia
me	me	PP1CS000	me
emcontrou	encontrou	VMIS3S0	encontrar
um	um	DI0MS0	um
fulano	fulano	NCMS000	fulano
Louzada	Lousada	NP00000	Lousada
e	e	CC	e
me	me	PP1CS000	me
dise	disse	VMIS3S0	dizer
ser	ser	VSN0000	ser
meu	meu	DP1MSS	meu
parente	parente	NCMS000	parente
e	e	CC	e
lhe	lhe	PP3CSD00	lhe
respondy	respondi	VMIS1S0	responder
que	que	CS	que
o	o	PP3MSA00	o
tinha	tinha	VMII0S0	ter
por	por	SPS00	por
muita	muita	DI0FS0	muito
ditta	dita	NCFS000	dita
mais	mas	CC	mais
o	o	DA0MS0	o
do	dito	VMP00SM	dizer
não	não	RN	não
me	me	PP1CS000	me
fes	fez	VMIS3S0	fazer
nem	nem	CC	nem
hua	uma	DI0FS0	um
cortesia	cortesia	NCFS000	cortesia
nem	nem	CC	nem
servisio	serviço	NCMS000	serviço
e	e	CC	e
me	me	PP1CS000	me
dise	disse	VMIS3S0	dizer
com	com	SPS00	com
bem	bem	RG	bem
ao	ao	SPS00+DA0MS0	a+o
adiante	adiante	RG	adiante
nos	nos	PP1CP000	nos
falaremos	falaremos	VMIF1P0	falar
,	.	Fp	.
ontem	Ontem	RG	ontem
lhe	lhe	PP3CSD00	lhe
encontro	encontro	VMIP1S0	encontrar
ao	ao	SPS00+DA0MS0	a+o
do	dito	VMP00SM	dizer
e	e	CC	e
me	me	PP1CS000	me
disse	disse	VMIS3S0	dizer
que	que	CS	que
tinha	tinha	VAII0S0	ter
escrito	escrito	VMP0000	escrever
a	a	SPS00	a
Vm	VM	NP00000	VM
debaixo	debaixo	RG	debaixo
de	de	SPS00	de
cuberta	coberta	NCFS000	coberta
assi	assim	RG	assim
o	o	DA0MS0	o
robio	robio	X	X
de	de	X	X
erasto	erasto	X	X
para	para	SPS00	para
que	que	CS	que
Vm	VM	NP00000	VM
lhe	lhe	PP3CSD00	lhe
mandase	mandasse	VMSI0S0	mandar
algua	alguma	DI0FS0	algum
cousa	coisa	NCFS000	coisa
para	para	SPS00	para
negosiar	negociar	VMN0000	negociar
e	e	CC	e
que	que	CS	que
Vm	VM	NP00000	VM
não	não	RN	não
teria	teria	VMIC0S0	ter
medo	medo	NCMS000	medo
porque	porque	CS	porque
o	o	PP3MSA00	o
podia	podia	VMII0S0	poder
mandar	mandar	VMN0000	mandar
a	a	SPS00	a
Vm	VM	NP00000	VM
y	e	CC	e
a	a	SPS00	a
my	mim	PP1CSO00	mim
e	e	CC	e
outra	outra	PI0FS000	outro
lhe	lhe	PP3CSD00	lhe
escreveu	escreveu	VMIS3S0	escrever
para	para	SPS00	para
suplicar	suplicar	VMN0000	suplicar
a	a	SPS00	a
Vm	VM	NP00000	VM
que	que	CS	que
dese	desse	VMSI0S0	dar
lisensa	licença	NCFS000	licença
para	para	SPS00	para
que	que	CS	que
cazase	casasse	VMSI0S0	casar
com	com	SPS00	com
sua	sua	DP3FS0	seu
filha	filha	NCFS000	filho
	.	Fp	.
lhe	Lhe	PP3CSD00	lhe
respondy	respondi	VMIS1S0	responder
que	que	CS	que
me	me	PP1CS000	me
admirava	admirava	VMIP3S0	admiravar
muyto	muito	RQ	muito
que	que	CS	que
escreveu	escreveu	VMIS3S0	escrever
semelhante	semelhante	AQ0CS0	semelhante
carta	carta	NCFS000	carta
a	a	SPS00	a
Vm	VM	NP00000	VM
,	,	Fc	,
porque	porque	CS	porque
eu	eu	PP1CSN00	eu
não	não	RN	não
sou	sou	VSIP1S0	ser
de	de	SPS00	de
entecão	intenção	NCFS000	intenção
de	de	SPS00	de
ficar	ficar	VMN0000	ficar
em	em	SPS00	em
esta	esta	PD0FS000	este
	.	Fp	.
	(	Fb	(
Volte	Volte	VMSP0S0	voltar
	)	Fb	)
y	E	CC	e
	,	Fc	,
sy	se	CS	se
eu	eu	PP1CSN00	eu
ficara	ficara	VMIM0S0	ficar
em	em	SPS00	em
esta	esta	PD0FS000	este
e	e	CC	e
eu	eu	PP1CSN00	eu
queria	queria	VMII0S0	querer
algo	algo	RG	algo
	,	Fc	,
mo	mo	PP1CS000+PP3MSA00	me+o
poderia	poderia	VMIC0S0	poder
meu	meu	DP1MSS	meu
Pay	pai	NCMS000	pai
mo	mo	PP1CS000+PP3MSA00	me+o
mandar	mandar	VMN0000	mandar
a	a	SPS00	a
my	mim	PP1CSO00	mim
sou	só	RG	só
y	e	CC	e
entao	então	RG	então
não	não	RN	não
o	o	PP3MSA00	o
tinha	tinha	VMII0S0	ter
que	que	CS	que
mandar	mandar	VMN0000	mandar
a	a	SPS00	a
Vm	VM	NP00000	VM
,	,	Fc	,
pois	pois	CS	pois
esta	esta	DD0FS0	este
carta	carta	NCFS000	carta
ja	já	RG	já
foy	foi	VMIS3S0	ir
debalde	debalde	RG	debalde
y	e	CC	e
a	a	DA0FS0	o
outra	outra	DI0FS0	outro
não	não	RN	não
o	o	PP3MSA00	o
menos	menos	RC	menos
	,	Fc	,
pois	pois	CS	pois
para	para	SPS00	para
carsar	casar	VMN0000	casar
não	não	RN	não
tenho	tenho	VMIP1S0	ter
eu	eu	PP1CSN00	eu
entesao	intenção	NCFS000	intenção
nem	nem	CC	nem
menos	menos	RC	menos
o	o	DA0MS0	o
sr	senhor	NCMS000	senhor
meu	meu	DP1MSS	meu
Pay	pai	NCMS000	pai
para	para	SPS00	para
responder	responder	VMN0000	responder
sy	si	PP3CNO00	si
y	e	CC	e
por	por	SPS00	por
o	o	DA0MS0	o
menos	menos	RC	menos
Vm	VM	NP00000	VM
vay	vai	VMIP3S0	ir
a	a	SPS00	a
fazer	fazer	VMN0000	fazer
isto	isto	PD0NN000	isto
sem	sem	SPS00	sem
mo	mo	PP1CS000+PP3MSA00	me+o
dizer	dizer	VMN0000	dizer
a	a	SPS00	a
my	mim	PP1CSO00	mim
nada	nada	PI0NN00N	nada
como	como	CS	como
sy	se	CS	se
eu	eu	PP1CSN00	eu
fose	fosse	VSSI0S0	ser
hum	um	DI0MS0	um
que	que	PR0CN000	que
esta	está	VMIP3S0	estar
não	não	RN	não
mais	mais	RC	mais
a	a	SPS00	a
dar	dar	VMN0000	dar
	.	Fp	.
asy	Assim	RG	assim
lhe	lhe	PP3CSD00	lhe
digo	digo	VMIP1S0	dizer
	,	Fc	,
ja	já	RG	já
que	que	CS	que
agora	agora	RG	agora
Vm	VM	NP00000	VM
depois	depois	RG	depois
do	do	SPS00+DA0MS0	de+o
feito	feito	NCMS000	feito
mo	mo	PP1CS000+PP3MSA00	me+o
dis	diz	VMIP3S0	dizer
	,	Fc	,
lhe	lhe	PP3CSD00	lhe
digo	digo	VMIP1S0	dizer
que	que	CS	que
	,	Fc	,
sy	se	CS	se
suas	suas	DP3FP0	seu
filhas	filhas	NCFP000	filho
estavão	estavam	VMII3P0	estar
postas	postas	VMP00PF	pôr
em	em	SPS00	em
ouro	ouro	NCMS000	ouro
	,	Fc	,
que	que	CS	que
não	não	RN	não
me	me	PP1CS000	me
serviao	serviam	VMIS3P0	servi
a	a	SPS00	a
my	mim	PP1CSO00	mim
	,	Fc	,
y	e	CC	e
o	o	PP3MSA00	o
não	não	RN	não
ouvira	ouvirá	VMIF3S0	ouvir
Vm	VM	NP00000	VM
do	do	SPS00+DA0MS0	de+o
sr	senhor	NCMS000	senhor
meu	meu	DP1MSS	meu
Pay	pai	NCMS000	pai
tambem	também	RG	também
sey	sei	VMIP1S0	saber
serto	certo	AQ0MS0	certo
-	.	Fp	.
agora	Agora	RG	agora
suplico	suplico	VMIP1S0	suplicar
a	a	SPS00	a
Vm	VM	NP00000	VM
que	que	CS	que
lhe	lhe	PP3CSD00	lhe
escreve	escreve	VMIP3S0	escrever
hua	uma	DI0FS0	um
boa	boa	AQ0FS0	bom
reposta	resposta	NCFS000	resposta
para	para	SPS00	para
que	que	CS	que
este	este	DD0MS0	este
fedurento	fedorento	NCMS000	fedorento
não	não	RN	não
quyde	cuide	VMSP0S0	cuidar
que	que	CS	que
he	é	VSIP3S0	ser
inosente	inocente	AQ0CS0	inocente
nem	nem	CC	nem
lhe	lhe	PP3CSD00	lhe
mande	mande	VMSP0S0	mandar
nade	nada	PI0NN00N	nada
porque	porque	CS	porque
todo	tudo	PI0NN000	tudo
o	o	DA0MS0	o
que	que	PR0CN000	que
lhe	lhe	PP3CSD00	lhe
mandar	mandar	VMN0000	mandar
não	não	RN	não
vera	verá	VMIF3S0	ver
nunca	nunca	RN	nunca
nada	nada	PI0NN00N	nada
porque	porque	CS	porque
he	é	VSIP3S0	ser
hum	um	DI0MS0	um
infame	infame	NCMS000	infame
e	e	CC	e
deve	deve	VMIP3S0	dever
a	a	SPS00	a
todo	todo	DI0MS0	todo
mundo	mundo	NCMS000	mundo
a	a	SPS00	a
seu	seu	DP3MS0	seu
governo	governo	NCMS000	governo
-	.	Fp	.
Minhas	Minhas	DP1FPS	meu
Memorias	memórias	NCFP000	memória
aos	aos	SPS00+DA0MP0	a+o
srs	senhores	NCMP000	senhor
Tios	tios	NCMP000	tio
David	David	NP00000	david
e	e	CC	e
Hana	Hana	NP00000	Hana
vaz	Vaz	NP00000	vaz
Martins	Martins	NP00000	martins
e	e	CC	e
De	De	NP00000	de
Hams	Hams	NP00000	Hams
vaz	Vaz	NP00000	vaz
e	e	CC	e
mais	mais	DI0CN0	mais
vezinhos	vizinhos	NCMP000	vizinho
	,	Fc	,
particular	particular	NCMS000	particular
aos	aos	SPS00+DA0MP0	a+o
vezinhos	vizinhos	NCMP000	vizinho
de	de	SPS00	de
ariba	arriba	RG	arriba
e	e	CC	e
seu	seu	DP3MS0	seu
filho	filho	NCMS000	filho
como	como	CS	como
os	aos	SPS00+DA0MP0	a+o
de	de	SPS00	de
baixo	baixo	RG	baixo
	,	Fc	,
como	como	CS	como
ao	ao	SPS00+DA0MS0	a+o
sr	senhor	NP00000	senhor
Riby	Riby	NP00000	Riby
H	H	NP00000	H
:	.	Fp	.
H	H	NP00000	H
:	.	Fp	.
David	David	NP00000	david
Israel	Israel	NP00000	israel
atias	Atias	NP00000	Atias
e	e	CC	e
mais	mais	PI0CN000	mais
que	que	PR0CN000	que
preguntarem	perguntarem	VMSF3P0	perguntar
por	por	SPS00	por
my	mim	PP1CSO00	mim
-	.	Fp	.
volvo	Volvo	NP00000	Volvo
a	a	SPS00	a
pedir	pedir	VMN0000	pedir
a	a	SPS00	a
Vms	VMs	NP00000	VM
que	que	CS	que
não	não	RN	não
mandão	mandam	VMIP3P0	mandar
a	a	SPS00	a
meu	meu	DP1MSS	meu
Irmão	irmão	NCMS000	irmão
no	no	SPS00+DA0MS0	em+o
lombardo	Lombardo	NP0000	lombardo
a	a	SPS00	a
desenpenhar	desempenhar	VMN0000	desempenhar
a	a	DA0FS0	o
camizola	camisola	NCFS000	camisola
amarela	amarela	AQ0FS0	amarelo
e	e	CC	e
kapa	capa	NCFS000	capa
vermelha	vermelha	AQ0FS0	vermelho
por	por	SPS00	por
estar	estar	VMN0000	estar
sobre	sobre	SPS00	sobre
o	o	DA0MS0	o
papel	papel	NCMS000	papel
que	que	PR0CN000	que
obrey	obrei	VMIS1S0	obrar
por	por	SPS00	por
minhas	minhas	DP1FPS	meu
negras	negras	NCFP000	negra
perdisoms	perdições	NCFP000	perdição
	,	Fc	,
os	os	DA0MP0	o
quas	quais	PR0CP000	qual
agora	agora	RG	agora
bem	bem	RG	bem
julgo	julgo	VMIP1S0	julgar
y	e	CC	e
espero	espero	VMIP1S0	esperar
Vms	VMs	NP00000	VM
	,	Fc	,
como	como	CS	como
boms	bons	AQ0MP0	bom
Pays	pais	NCMP000	pai
que	que	PR0CN000	que
sempre	sempre	RG	sempre
foram	foram	VSIS3P0	ser
para	para	SPS00	para
my	mim	PP1CSO00	mim
	,	Fc	,
que	que	CS	que
me	me	PP1CS000	me
perdoem	perdoem	VMSP3P0	perdoar
tudo	tudo	PI0NN000	tudo
o	o	DA0MS0	o
que	que	PR0CN000	que
dis	disse	VMIS3S0	dizer
em	em	SPS00	em
toda	toda	DI0FS0	todo
minha	minha	DP1FSS	meu
vida	vida	NCFS000	vida
	.	Fp	.
y	E	CC	e
emtão	então	RG	então
me	me	PP1CS000	me
dara	dará	VMIF3S0	dar
Ds	Deus	NP00000	deus
furtuna	fortuna	NCFS000	fortuna
para	para	SPS00	para
inda	ainda	RG	ainda
ser	ser	VSN0000	ser
o	o	DA0MS0	o
allivio	alívio	NCMS000	alívio
de	de	SPS00	de
Vme	VM	NP00000	VM
como	como	CS	como
ei	hei	VMIP1S0	haver
prodeser	proceder	VMN0000	proceder
-	.	Fp	.
em	Em	SPS00	em
esta	esta	PD0FS000	este
core	corre	VMIP3S0	correr
vos	voz	NCFS000	voz
que	que	CS	que
o	o	DA0MS0	o
Rey	Rei	NP00000	rei
de	de	SPS00	de
Londres	Londres	NP00000	londres
declarou	declarou	VMIS3S0	declarar
a	a	DA0FS0	o
guera	guerra	NCFS000	guerra
contra	contra	SPS00	contra
Espanha	Espanha	NP00000	espanha
e	e	CC	e
que	que	CS	que
os	os	DA0MP0	o
ingreses	ingleses	NCMP000	inglês
tomaron	tomaram	VMIS3P0	tomar
6	6	Z	6
Navios	navios	NCMP000	navio
Holandes	holandeses	NCMP000	holandês
	,	Fc	,
aqui	aqui	RG	aqui
em	em	SPS00	em
america	América	NP00000	américa
	,	Fc	,
destinados	destinados	VMP00PM	destinar
para	para	SPS00	para
as	as	DA0FP0	o
Islas	ilhas	NCFP000	ilha
francezas	francesas	AQ0FP0	francês
com	com	SPS00	com
contrabando	contrabando	NCMS000	contrabando
-	.	Fp	.
Não	Não	RN	não
semy	sei	VMIP1S0	saber
em	em	SPS00	em
que	que	PR0CN000	que
mais	mais	RC	mais
me	me	PP1CS000	me
alargar	alargar	VMN0000	alargar
	.	Fp	.
por	Por	SPS00	por
se	se	P00CN000	se
partirem	partirem	VMN03P0	partir
tantos	tantos	DI0MP0	tanto
Navios	navios	NCMP000	navio
hum	um	DI0MS0	um
atras	atrás	RG	atrás
de	de	SPS00	de
outro	outro	DI0MS0	outro
e	e	CC	e
por	por	SPS00	por
não	não	RN	não
deixar	deixar	VMN0000	deixar
de	de	SPS00	de
escrever	escrever	VMN0000	escrever
	,	Fc	,
faso	faço	VMIP1S0	fazer
esta	esta	PD0FS000	este
tão	tão	RC	tão
breve	breve	AQ0CS0	breve
por	por	SPS00	por
não	não	RN	não
deixarles	deixar-lhes	VMN0000+PP3CPD00	deixar+lhe
sem	sem	SPS00	sem
carta	carta	NCFS000	carta
porque	porque	CS	porque
	,	Fc	,
agora	agora	RG	agora
porque	porque	CS	porque
me	me	PP1CS000	me
vou	vou	VMIP1S0	ir
	,	Fc	,
não	não	RN	não
tera	terá	VMIF3S0	ter
tam	tão	RC	tão
depresa	depressa	RG	depressa
carta	carta	NCFS000	carta
de	de	SPS00	de
my	mim	PP1CSO00	mim
	,	Fc	,
mais	mas	CC	mas
	,	Fc	,
tão	tão	RC	tão
depresa	depressa	RG	depressa
como	como	CS	como
poder	puder	VMSF0S0	poder
	,	Fc	,
lhes	lhes	PP3CPD00	lhe
esreverey	escreverei	VMIF1S0	escrever
	.	Fp	.
e	E	CC	e
Ds	Deus	NP00000	deus
os	os	DA0MP0	o
bendiga	bendiga	VMSP0S0	bendizer
a	a	SPS00	a
Vms	VMs	NP00000	VM
e	e	CC	e
que	que	CS	que
minha	minha	DP1FSS	meu
estimada	estimada	VMP00SF	estimar
may	mãe	NCFS000	mãe
e	e	CC	e
vba	vba	X	X
esteija	esteja	VMSP0S0	teja
descansado	descansado	VMP00SM	descansar
porque	porque	CS	porque
	,	Fc	,
bendito	bendito	VMP00SM	bendizer
Ds	Deus	NP00000	deus
	,	Fc	,
tenho	tenho	VMIP1S0	ter
bom	bom	AQ0MS0	bom
animo	ânimo	NCMS000	ânimo
	.	Fp	.
e	E	CC	e
Ds	Deus	NP00000	deus
espero	espero	VMIP1S0	esperar
me	me	PP1CS000	me
dara	dará	VMIF3S0	dar
bom	bom	AQ0MS0	bom
viagem	viagem	NCFS000	viagem
e	e	CC	e
gde	guarde	VMSP0S0	guardar
a	a	DA0FS0	o
Vms	VMs	NP00000	VM
em	em	SPS00	em
companhia	companhia	NCFS000	companhia
de	de	SPS00	de
meus	meus	DP1MPS	meu
queridos	queridos	VMP00PM	querer
y	e	CC	e
amado	amado	NCMS000	amado
Irmãos	irmãos	NCMP000	irmão
pr	por	SPS00	por
ms	muitos	DI0MP0	muito
as	anos	NCMP000	ano
como	como	CS	como
DezeyJa	deseja	VMIP3S0	desejar
	.	Fp	.
este	Este	DD0MS0	este
seu	seu	DP3MS0	seu
filho	filho	NCMS000	filho
que	que	PR0CN000	que
mto	muito	RQ	muito
lhes	lhes	PP3CPD00	lhe
quer	quer	VMIP3S0	querer
y	e	CC	e
estima	estima	VMIP3S0	estimar
y	e	CC	e
sua	sua	DP3FS0	seu
vista	vista	NCFS000	vista
a	a	SPS00	a
nela	nela	SPS00+PP3FS000	em+ele
	,	Fc	,
David	David	NP00000	david
de	de	SPS00	de
Selomoh	Salomão	NP00000	salomão
de	de	SPS00	de
Lima	Lima	NP00000	lima
