Saibam	Saibam	VMSP3P0	saber
comçiguo	consigo	SPS00+PP3CNO00	com+si
hũa	uma	DI0FS0	um
mosa	moça	NCFS000	moça
donzella	donzela	NCFS000	donzela
por	por	SPS00	por
criada	criada	NCFS000	criado
	,	Fc	,
e	e	CC	e
o	o	DA0MS0	o
tal	tal	RC	tal
padre	padre	NCMS000	padre
	,	Fc	,
por	por	SPS00	por
pedido	pedido	NCMS000	pedido
da	da	SPS00+DA0FS0	de+o
dita	dita	NCFS000	dita
Maria	Maria	NP00000	maria
Mendes	Mendes	NP00000	mendes
	,	Fc	,
foi	foi	VMIS3S0	ir
noteficar	notificar	VMN0000	notificar
a	a	DA0FS0	o
mosa	moça	NCFS000	moça
q	que	PR0CN000	que
estava	estava	VMII0S0	estar
em	em	SPS00	em
boma	boa	AQ0FS0	bom
reputasãp	reputação	NCFS000	reputação
que	que	CS	que
lloguo	logo	RG	logo
despijase	despejasse	VMSI0S0	despejar
de	de	SPS00	de
caza	casa	NCFS000	casa
do	do	SPS00+DA0MS0	de+o
dito	dito	VMP00SM	dizer
Andre	André	NP00000	andré
Vieira	Vieira	NP00000	vieira
	.	Fp	.
foise	Foi-se	VMIS3S0+P00CN000	ir+se
a	a	DA0FS0	o
mosa	moça	NCFS000	moça
chorando	chorando	VMG0000	chorar
mil	mil	Z	mil
llagrimas	lágrimas	NCFP000	lágrima
	,	Fc	,
dizendo	dizendo	VMG0000	dizer
lhe	lhe	PP3CSD00	lhe
aRastava	arrastava	PP3CSD00	lhe
o	o	DA0MS0	o
seu	seu	DP3MS0	seu
credito	crédito	NCMS000	crédito
	.	Fp	.
Mais	Mais	CC	mais
estando	estando	VMG0000	estar
hũa	uma	DI0FS0	um
Ma	Maria	NP00000	maria
Vieira	Vieira	NP00000	vieira
com	com	SPS00	com
seu	seu	DP3MS0	seu
marido	marido	NCMS000	marido
Em	em	SPS00	em
caza	casa	NCFS000	casa
de	de	SPS00	de
hũo	um	DI0MS0	um
Mel	Manuel	NP00000	manuel
Pto	Pinto	NP00000	pinto
do	do	SPS00+DA0MS0	de+o
temporão	Temporão	NP00000	Temporão
	,	Fc	,
esta	esta	DD0FS0	este
tal	tal	RC	tal
curand	curando	VMG0000	curar
hũas	umas	DI0FP0	um
miadas	meadas	NCFP000	meada
	,	Fc	,
e	e	CC	e
sendo	sendo	VSG0000	ser
hũa	uma	Z	uma
mulher	mulher	NCFS000	mulher
pobre	pobre	AQ0CS0	pobre
mas	mas	CC	mais
filha	filha	NCFS000	filho
de	de	SPS00	de
Pays	pais	NCMP000	pai
nobres	nobres	AQ0CP0	nobre
e	e	CC	e
ella	ela	PP3FS000	ele
percim	per si	VMIS1S0	per ser
mt	muito	RQ	muito
vertuoza	virtuosa	AQ0FS0	virtuoso
e	e	CC	e
de	de	SPS00	de
bom	bom	AQ0MS0	bom
prosedimto	procedimento	NCMS000	procedimento
	,	Fc	,
por	por	SPS00	por
ella	ela	PP3FS000	ele
fazer	fazer	VMN0000	fazer
hũo	um	DI0MS0	um
cazamto	casamento	NCMS000	casamento
a	a	SPS00	a
este	este	DD0MS0	este
Mel	Manuel	NP00000	manuel
Pinto	Pinto	NP00000	pinto
q	que	PR0CN000	que
estava	estava	VMII0S0	estar
em	em	SPS00	em
mau	mau	AQ0MS0	mau
estado	estado	NCMS000	estado
com	com	SPS00	com
hũa	uma	DI0FS0	um
mosa	moça	NCFS000	moça
sem	sem	SPS00	sem
ella	ela	PP3FS000	ele
o	o	DA0MS0	o
deixar	deixar	VMN0000	deixar
cazar	casar	VMN0000	casar
	,	Fc	,
a	a	DA0FS0	o
ditta	dita	NCFS000	dita
Ma	Maria	NP00000	maria
Vieira	Vieira	NP00000	vieira
	,	Fc	,
pello	pelo	SPS00+DA0MS0	por+o
ver	ver	VMN0000	ver
llivre	livre	AQ0CS0	livre
e	e	CC	e
fora	fora	RG	fora
do	do	SPS00+DA0MS0	de+o
pecado	pecado	NCMS000	pecado
	,	Fc	,
lhe	lhe	PP3CSD00	lhe
fallou	falou	VMIS3S0	falar
o	o	DA0MS0	o
cazamto	casamento	NCMS000	casamento
,	.	Fp	.
comesou	Começou	VMIS3S0	começar
a	a	DA0FS0	o
mosa	moça	NCFS000	moça
	-	Fc	-
q	que	CS	que
tinha	tinha	VMII0S0	ter
filhos	filhos	NCMP000	filho
do	do	SPS00+DA0MS0	de+o
dito	dito	NCMS000	de+o
	-	Fc	-
Comesou	começou	VMIS3S0	começar
a	a	DA0FS0	o
mosa	moça	NCFS000	moça
a	a	SPS00	a
valliar	avaliar	VMN0000	avaliar
	,	Fc	,
e	e	CC	e
como	como	CS	como
sabia	sabia	VMII0S0	saber
q	que	CS	que
o	o	DA0MS0	o
cura	cura	NCMS000	cura
hera	era	VSII0S0	ser
tão	tão	RC	tão
pouco	pouco	NCMS000	pouco
comciderado	considerado	VMP00SM	considerar
e	e	CC	e
facil	fácil	AQ0CS0	fácil
Em	em	SPS00	em
fazer	fazer	VMN0000	fazer
semilhantes	semelhantes	AQ0CP0	semelhante
discomados	descomandos	NCMP000	descomando
	,	Fc	,
llogo	logo	RG	logo
com	com	SPS00	com
elle	ele	PP3MS000	ele
se	se	P00CN000	se
foi	foi	VMIS3S0	ir
ter	ter	VMN0000	ter
pedindolhe	pedindo-lhe	VMG0000+PP3CSD00	pedir+lhe
q	que	CS	que
a	a	SPS00	a
fosse	fosse	VMSI0S0	ir
noteficar	notificar	VMN0000	notificar
	,	Fc	,
com	com	SPS00	com
pena	pena	NCFS000	pena
de	de	SPS00	de
Excomunhão	excomunhão	NCFS000	excomunhão
	,	Fc	,
q	que	CS	que
lloguo	logo	RG	logo
fose	fosse	VMSI0S0	ir
fora	fora	RG	fora
estando	estando	VMG0000	estar
ella	ela	PP3FS000	ele
com	com	SPS00	com
seu	seu	DP3MS0	seu
marido	marido	NCMS000	marido
com	com	SPS00	com
tão	tão	RC	tão
boma	boa	AQ0FS0	bom
reputasão	reputação	NCFS000	reputação
	,	Fc	,
mostrando	mostrando	VMG0000	mostrar
lhe	lhe	PP3CSD00	lhe
fazia	fazia	VMII0S0	fazer
adulterio	adultério	NCMS000	adultério
	,	Fc	,
pondolhe	pondo-lhe	VMG0000+PP3CSD00	pôr+lhe
o	o	DA0MS0	o
seu	seu	DP3MS0	seu
credito	crédito	NCMS000	crédito
a	a	SPS00	a
zorro	zorro	NCMS000	zorro
ou	ou	CC	ou
mostrando	mostrando	VMG0000	mostrar
q	que	CS	que
ella	ela	PP3FS000	ele
se	se	P00CN000	se
teria	teria	VMIC0S0	ter
com	com	SPS00	com
elle	ele	PP3MS000	ele
comfesado	confessado	VMP00SM	confessar
Em	em	SPS00	em
que	que	PR0CN000	que
se	se	P00CN000	se
poderia	poderia	VMIC0S0	poder
acuzar	acusar	VMN0000	acusar
de	de	SPS00	de
algã	alguma	DI0FS0	algum
couza	coisa	NCFS000	coisa
	,	Fc	,
Em	em	SPS00	em
que	que	PR0CN000	que
fica	fica	VMIP3S0	ficar
o	o	DA0MS0	o
credito	crédito	NCMS000	crédito
desta	desta	SPS00+DD0FS0	de+este
mulher	mulher	NCFS000	mulher
mto	muito	RQ	muito
mal	mal	NCMS000	mal
.	.	Fp	.
Mais	Mais	CC	mais
o	o	DA0MS0	o
tal	tal	RC	tal
pe	padre	NCMS000	padre
tem	tem	VMIP3S0	ter
discuberto	descoberto	VMP00SM	descobrir
o	o	DA0MS0	o
cegillio	sigilo	NCMS000	sigilo
a	a	SPS00	a
mtas	muitas	DI0FP0	muito
pesoas	pessoas	NCFP000	pessoa
e	e	CC	e
he	é	VSIP3S0	ser
niso	nisso	SPS00+PD0NN000	em+isso
mto	muito	RQ	muito
facil	fácil	AQ0CS0	fácil
.	.	Fp	.
Mais	Mais	CC	mais
tem	tem	VMIP3S0	ter
uzado	usado	VMP0000	usar
mto	muito	RQ	muito
de	de	SPS00	de
feitisarias	feitiçarias	NCFP000	feitiçaria
Em	em	SPS00	em
sua	sua	DP3FS0	seu
caza	casa	NCFS000	casa
publicamte	publicamente	RG	publicamente
	,	Fc	,
fazendose	fazendo-se	VMG0000+P00CN000	fazer+se
mestre	mestre	NCMS000	mestre
de	de	SPS00	de
disfazer	desfazer	VMN0000	desfazer
feitisos	feitiços	VMN0000	feitiços
Com	com	SPS00	com
hũa	uma	DI0FS0	um
peneira	peneira	NCFS000	peneira
e	e	CC	e
com	com	SPS00	com
huas	umas	DI0FP0	um
tizouras	tesouras	NCFP000	tesoura
Emcruzadas	encruzadas	NCFP000	encruzada
e	e	CC	e
fazendo	fazendo	VMG0000	fazer
alli	ali	RG	ali
	,	Fc	,
diente	diante	RG	diante
das	das	SPS00+DA0FP0	de+o
pesoas	pessoas	NCFP000	pessoa
que	que	PR0CN000	que
se	se	P00CN000	se
vinhão	vinham	VMII3P0	vir
a	a	SPS00	a
curar	curar	VMN0000	curar
	,	Fc	,
hũs	uns	DI0MP0	um
recrimentos	requerimentos	NCMP000	requerimento
da	da	SPS00+DA0FS0	de+o
parte	parte	NCFS000	parte
das	das	SPS00+DA0FP0	de+o
pesoas	pessoas	NCFP000	pessoa
da	da	SPS00+DA0FS0	de+o
santiçima	Santíssima	NP00000	santo
trindade	Trindade	NP00000	trindade
decalarase	declarasse	VMSI0S0	declarar
o	o	DA0MS0	o
demónio	demónio	NCMS000	demónio
se	se	CS	se
tinha	tinha	VMII0S0	ter
aquelle	aquele	DD0MS0	aquele
ou	ou	CC	ou
quella	aquela	DD0FS0	aquele
fullana	fulana	NCFS000	fulano
algum	algum	DI0MS0	algum
mallefiçio	malefício	NCMS000	malefício
ou	ou	CC	ou
se	se	CS	se
estava	estava	VMII0S0	estar
emfeitisada	enfeitiçada	VMP00SF	enfeitiçar
ou	ou	CC	ou
não	não	RN	não
	.	Fp	.
se	Se	CS	se
o	o	PP3MSA00	o
estava	estava	VMII0S0	estar
	,	Fc	,
se	se	CS	se
virase	virasse	VMSI0S0	virar
a	a	DA0FS0	o
peneira	peneira	NCFS000	peneira
pa	para	SPS00	para
a	a	DA0FS0	o
parte	parte	NCFS000	parte
delle	dele	SPS00+PP3MS000	de+ele
;	.	Fp	.
se	Se	CS	se
o	o	DA0MS0	o
não	não	RN	não
estava	estava	VMII0S0	estar
,	,	Fc	,
se	se	CS	se
virase	virasse	VMSI0S0	virar
pa	para	SPS00	para
a	a	DA0FS0	o
parte	parte	NCFS000	parte
della	dela	SPS00+PP3FS000	de+ele
	.	Fp	.
o	O	DA0MS0	o
diabo	diabo	NCMS000	diabo
maldito	maldito	VMP00SM	maldizer
comesava	começava	VMII0S0	começar
a	a	SPS00	a
bollir	bulir	VMN0000	bulir
com	com	SPS00	com
a	a	DA0FS0	o
peneira	peneira	NCFS000	peneira
virando	virando	VMG0000	virar
pa	para	SPS00	para
onde	onde	PA000000	onde
qeria	queria	VMII0S0	querer
	,	Fc	,
Emguanando	enganando	VMG0000	enganar
a	a	SPS00	a
todos	todos	DI0MP0	todo
;	.	Fp	.
mais	Mais	CC	mais
lhe	lhe	PP3CSD00	lhe
perguntava	perguntava	VMII0S0	perguntar
quem	quem	PR0CN000	quem
os	os	PP3MSA00	o
tinha	tinha	VAII0S0	ter
Emfeitisado	enfeitiçado	VMP00SM	enfeitiçar
	,	Fc	,
se	se	CS	se
seria	seria	VSIC0S0	ser
fullano	fulano	NCMS000	fulano
se	se	CS	se
seria	seria	VSIC0S0	ser
fullana	fulana	NCFS000	fulano
	,	Fc	,
e	e	CC	e
perguntava	perguntava	VMII0S0	perguntar
as	às	SPS00+DA0FP0	a+o
pesoas	pessoas	NCFP000	pessoa
se	se	P00CN000	se
tinhão	tinham	VAII3P0	ter
tido	tido	VMP0000	ter
pelleijas	pelejas	NCFP000	peleja
ou	ou	CC	ou
pendencias	pendências	NCFP000	pendência
com	com	SPS00	com
alguem	alguém	PI0NN000	alguém
;	,	Fc	,
donde	onde	RG	onde
se	se	CS	se
prezumise	presumisse	CS	se
q	que	CS	que
dalli	dali	SPS00+RG	dali
os	os	PP3MSA00	o
farião	fariam	VMIC3P0	fazer
	.	Fp	.
alli	Ali	RG	ali
fazião	faziam	VMII3P0	fazer
novas	novas	NCFP000	nova
perguntas	perguntas	NCFP000	pergunta
ao	ao	SPS00+DA0MS0	a+o
demonio	demónio	NCMS000	demónio
maldito	maldito	VMP00SM	maldizer
,	,	Fc	,
q	que	CS	que
elle	ele	PP3MS000	ele
mostrase	mostrasse	VMSI0S0	mostrar
na	na	SPS00+DA0FS0	em+o
mesma	mesma	AQ0FS0	mesmo
forma	forma	NCFS000	forma
quem	quem	PR0CN000	quem
os	os	PP3MSA00	o
tinha	tinha	VAII0S0	ter
feito	feito	VMP00SM	fazer
o	o	DA0MS0	o
mofino	mofino	NCMS000	mofino
por	por	SPS00	por
empeser	empecer	VMN0000	empecer
e	e	CC	e
por	por	SPS00	por
meter	meter	VMN0000	meter
em	em	SPS00	em
ma	má	AQ0FS0	mau
fama	fama	NCFS000	fama
aos	aos	SPS00+DA0MP0	a+o
q	que	PR0CN000	que
estavão	estavam	VMII3P0	estar
llivres	livres	AQ0CP0	livre
	.	Fp	.
comesava	Começava	VMII0S0	começar
de	de	SPS00	de
dar	dar	VMN0000	dar
o	o	DA0MS0	o
mote	mote	NCMS000	mote
Em	em	SPS00	em
quem	quem	PR0CN000	quem
estava	estava	VMII0S0	estar
llivre	livre	AQ0CS0	livre
e	e	CC	e
hera	era	VMIP3S0	era
de	de	SPS00	de
bõs	bons	AQ0MP0	bom
costumes	costumes	NCMP000	costume
	.	Fp	.
este	Este	DD0MS0	este
se	se	CS	se
não	não	RN	não
pode	pode	VMIP3S0	poder
castiguar	castigar	VMN0000	castigar
pello	pelo	SPS00+DA0MS0	por+o
Perllado	prelado	NCMS000	prelado
porcoanto	porquanto	CS	porquanto
os	os	DA0MP0	o
tem	tem	VMIP3S0	ter
a	a	SPS00	a
todos	todos	DI0MP0	todo
os	os	DA0MP0	o
menistros	ministros	NCMP000	ministro
tão	tão	CC	tão
todos	todos	PI0MP000	todo
da	da	SPS00+DA0FS0	de+o
sua	sua	DP3FS0	seu
mã	mão	NCFS000	mão
com	com	SPS00	com
o	o	DA0MS0	o
mto	muito	NCMS000	muito
q	que	PR0CN000	que
lhe	lhe	PP3CSD00	lhe
da	dá	VMIP3S0	dar
q	que	CS	que
não	não	RN	não
tomavão	tomavam	VMII3P0	tomar
conheçimto	conhecimento	NCMS000	conhecimento
de	de	SPS00	de
nada	nada	PI0NN00N	nada
	.	Fp	.
Asim	Assim	RG	assim
q	que	CS	que
isto	isto	PD0NN000	isto
da	da	SPS00+DA0FS0	de+o
feitisaria	feitisaria	NCFS000	feitisaria
Rendia	Rendia	VMII0S0	render
de	de	SPS00	de
tal	tal	RC	tal
çorte	sorte	NCFS000	sorte
q	que	PR0CN000	que
estavão	estavam	VMII3P0	estar
todos	todos	DI0MP0	todo
os	os	DA0MP0	o
de	de	SPS00	de
caza	casa	NCFS000	casa
do	do	SPS00+DA0MS0	de+o
mesmo	mesmo	AQ0MS0	mesmo
pe	padre	NCMS000	padre
tã	tão	RC	tão
soberbos	soberbos	AQ0MP0	soberbo
e	e	CC	e
fazendo	fazendo	VMG0000	fazer
espanto	espanto	NCMS000	espanto
das	das	SPS00+DA0FP0	de+o
mtas	muitas	DI0FP0	muito
feitiseiras	feitiseiras	NCFP000	feitiseira
q	que	PR0CN000	que
plla	pela	SPS00+DA0FS0	por+o
terra	terra	NCFS000	terra
avia	havia	VMII0S0	haver
Emcubertas	encobertas	NCFP000	encoberta
	.	Fp	.
com	Com	SPS00	com
que	que	CS	que
pa	para	SPS00	para
testemunhas	testemunhas	NCFP000	testemunha
desta	desta	SPS00+DD0FS0	de+este
verde	verdadee	NCFS000	verdadee
nomeio	nomeio	VMIP1S0	nomear
Mariana	Mariana	NP00000	mariana
Cerveira	Cerveira	NP00000	cerveira
e	e	CC	e
suas	suas	DP3FP0	seu
filhas	filhas	NCFP000	filho
e	e	CC	e
seu	seu	DP3MS0	seu
fo	filho	NCMS000	filho
o	o	DA0MS0	o
pe	padre	NP00000	padre
Anto	António	NP00000	antónio
Pra	Pereira	NP00000	pereira
de	de	SPS00	de
Barbedo	Barbedo	NP00000	barbedo
+	-	Fc	-
Mel	Manuel	NP00000	manuel
Pto	Pinto	NP00000	pinto
do	do	SPS00+DA0MS0	de+o
Temporão	Temporão	NP00000	Temporão
+	-	Fc	-
o	o	DA0MS0	o
pe	padre	NP00000	padre
Dos	Domingos	NP00000	domingos
Pra	Pereira	NP00000	pereira
+	-	Fc	-
Mel	Manuel	NP00000	manuel
fo	filho	NCMS000	filho
de	de	SPS00	de
Brizida	Brígida	NP00000	Brígida
Pra	Pereira	NP00000	pereira
e	e	CC	e
a	a	SPS00	a
mesma	mesma	AQ0FS0	mesmo
Brizida	Brígida	NP00000	Brígida
pra	Pereira	NP00000	pereira
+	-	Fc	-
Mel	Manuel	NP00000	manuel
Vieira	Vieira	NP00000	vieira
do	do	SPS00+DA0MS0	de+o
llugar	lugar	NCMS000	lugar
da	da	SPS00+DA0FS0	de+o
Porta	Portela	NP00000	portela
e	e	CC	e
seu	seu	DP3MS0	seu
fo	filho	NCMS000	filho
Matheus	Mateus	NP00000	mateus
+	-	Fc	-
Luis	Luís	NP00000	luís
Caldra	Caldeira	NP00000	caldeira
+	-	Fc	-
João	João	NP00000	joão
Mendes	Mendes	NP00000	mendes
sapateiro	sapateiro	NCMS000	sapateiro
+	-	Fc	-
o	o	DA0MS0	o
Reverendo	reverendo	NP00000	reverendo
Reitor	Reitor	NP00000	reitor
+	-	Fc	-
Bmeu	Bartolomeu	NP00000	bartolomeu
Pinto	Pinto	NP00000	pinto
da	da	SPS00+DA0FS0	de+o
Costa	Costa	NP00000	costa
de	de	SPS00	de
Va	Vila	NP00000	vila
Nova	Nova	NP00000	nova
	,	Fc	,
sua	sua	DP3FS0	seu
hirmã	irmã	NCFS000	irmão
D	Dona	NP00000	dona
Ma	mãe	NCFS000	mãe
da	da	SPS00+DA0FS0	de+o
Costa	Costa	NP00000	costa
+	-	Fc	-
sua	sua	DP3FS0	seu
filha	filha	NCFS000	filho
d	Dona	NP00000	dona
Caetana	Caetana	NP00000	caetana
+	-	Fc	-
seu	seu	DP3MS0	seu
fo	filho	NCMS000	filho
Mel	Manuel	NP00000	manuel
Pinto	Pinto	NP00000	pinto
da	da	SPS00+DA0FS0	de+o
Costa	Costa	NP00000	costa
+	-	Fc	-
Ma||Ma	Maria	NP00000	maria
de	de	SPS00	de
Paiva	Paiva	NP00000	paiva
+	-	Fc	-
sua	sua	DP3FS0	seu
hirmã	irmã	NCFS000	irmão
Antonia	Antónia	NP00000	antónia
de	de	SPS00	de
Paiva	Paiva	NP00000	paiva
+	-	Fc	-
Braz	Brás	NP00000	brás
Pra	Pereira	NP00000	pereira
+	-	Fc	-
sua	sua	DP3FS0	seu
mor	mulher	NCFS000	mulher
estes	estes	DD0MP0	este
de	de	SPS00	de
Va	Vila	NP00000	vila
Nova	Nova	NP00000	nova
+	-	Fc	-
Ma	Maria	NP00000	maria
Vieira	Vieira	NP00000	vieira
do	do	SPS00+DA0MS0	de+o
Temporam	Temporão	NP00000	Temporão
e	e	CC	e
seu	seu	DP3MS0	seu
marido	marido	NCMS000	marido
fullano	fulano	NCMS000	fulano
Gonsalves	Gonçalves	NP00000	gonçalves
Serafim	Serafim	NP00000	serafim
pesoa	Pessoa	NP00000	pessoa
de	de	SPS00	de
Louredo	Louredo	NP00000	Louredo
e	e	CC	e
sua	sua	DP3FS0	seu
mor	mulher	NCFS000	mulher
+	-	Fc	-
Mel	Manuel	NP00000	manuel
Pra	Pereira	NP00000	pereira
Mendes	Mendes	NP00000	mendes
+	-	Fc	-
dos	Domingos	NP00000	domingos
moreira	Moreira	NP00000	moreira
+	-	Fc	-
Luis	Luís	NP00000	luís
Pinto	Pinto	NP00000	pinto
de	de	SPS00	de
Louredo	Louredo	NP00000	Louredo
e	e	CC	e
sua	sua	DP3FS0	seu
mor	mulher	NCFS000	mulher
	.	Fp	.
os	Os	DA0MP0	o
senhores	Senhores	NP00000	senhores
Inquezidores	Inquisidores	NP00000	inquisidores
farão	farão	VMIF3P0	fazer
o	o	DA0MS0	o
que	que	PR0CN000	que
forem	forem	VMSF3P0	ir
cervidos	servidos	VMP00PM	servir
	,	Fc	,
que	que	CS	que
eu	eu	PP1CSN00	eu
heime	hei-me	PP1CSN00	eu
por	por	SPS00	por
dezemcarreguado	desencarregado	VMP00SM	desencarregar
	,	Fc	,
mas	mas	CC	mais
emcomendolhe	encomendo-lhe	CC	mais
ponhão	ponham	VMSP3P0	pôr
os	os	DA0MP0	o
olhos	olhos	NCMP000	olho
nestas	nestas	SPS00+DD0FP0	em+este
mizerias	misérias	NCFP000	miséria
.	.	Fp	.
