Pe	Padre		
lhe	lhe	VMP0000	honrado
disera	dissera	VMP0000	honrado
	,	VMP0000	honrado
mentialha	mentia-lha	VMP0000	honrado
	.	VMP0000	honrado
vai	Vai	VMP0000	honrado
o	o	VMP0000	honrado
livro	livro	VMP0000	honrado
juntamte	juntamente	VMP0000	honrado
com	com	VMP0000	honrado
esta	esta	VMP0000	honrado
carta	carta	VMP0000	honrado
	.	VMP0000	honrado
Vmce	VM	VMP0000	honrado
me	me	VMP0000	honrado
fasa	faça	VMP0000	honrado
favor	favor	VMP0000	honrado
de	de	VMP0000	honrado
mandarme	mandar-me	VMP0000	honrado
a	a	VMP0000	honrado
comdesinha	comdesinha	VMP0000	honrado
pelo	pelo	VMP0000	honrado
portador	portador	VMP0000	honrado
	,	VMP0000	honrado
q	que	VMP0000	honrado
mo	mo	VMP0000	honrado
pede	pede	VMP0000	honrado
sua	sua	VMP0000	honrado
dona	dona	VMP0000	honrado
	,	VMP0000	honrado
pois	pois	VMP0000	honrado
eu	eu	VMP0000	honrado
a	a	VMP0000	honrado
não	não	VMP0000	honrado
tinha	tinha	VMP0000	honrado
tão	tão	VMP0000	honrado
piquena	pequena	VMP0000	honrado
e	e	VMP0000	honrado
asim	assim	VMP0000	honrado
a	a	VMP0000	honrado
pedi	pedi	VMP0000	honrado
emprestada	emprestada	VMP00SF	emprestar
	,	VMP00SF	emprestar
q	que	VMP00SF	emprestar
a	a	VMP00SF	emprestar
ser	ser	VMP00SF	emprestar
minha	minha	VMP00SF	emprestar
não	não	VMP00SF	emprestar
procurara	procurara	VMP00SF	emprestar
semilhante	semelhante	VMP00SF	emprestar
redicularia	ridicularia	VMP00SF	emprestar
,	,	VMP00SF	emprestar
q	que	VMP00SF	emprestar
não	não	VMP00SF	emprestar
era	era	VMP00SF	emprestar
couza	coisa	VMP00SF	emprestar
em	em	VMP00SF	emprestar
q	que	VMP00SF	emprestar
se	se	VMP00SF	emprestar
falaçe	falasse	VMP00SF	emprestar
,	.	VMP00SF	emprestar
o	O	VMP00SF	emprestar
q	que	VMP00SF	emprestar
Vmce	VM	VMP00SF	emprestar
me	me	VMP00SF	emprestar
dis	diz	VMP00SF	emprestar
lhe	lhe	VMP00SF	emprestar
emtregue	entregue	VMP00SF	emprestar
a	a	VMP00SF	emprestar
minha	minha	VMP00SF	emprestar
alma	alma	VMP00SF	emprestar
	,	VMP00SF	emprestar
respondo	respondo	VMP00SF	emprestar
tem	tem	VMP00SF	emprestar
dono	dono	VMP00SF	emprestar
,	,	VMP00SF	emprestar
e	e	VMP00SF	emprestar
não	não	VMP00SF	emprestar
poso	posso	VMP00SF	emprestar
fazer	fazer	VMP00SF	emprestar
duvida	dúvida	VMP00SF	emprestar
do	do	VMP00SF	emprestar
q	que	VMP00SF	emprestar
ja	já	VMP00SF	emprestar
não	não	VMP00SF	emprestar
he	é	VMP00SF	emprestar
meu	meu	VMP00SF	emprestar
	.	VMP00SF	emprestar
e	E	VMP00SF	emprestar
não	não	VMP00SF	emprestar
me	me	VMP00SF	emprestar
procure	procure	VMP00SF	emprestar
quem	quem	VMP00SF	emprestar
porq	porque	VMP00SF	emprestar
lho	lho	VMP00SF	emprestar
não	não	VMP00SF	emprestar
ei	hei	VMP00SF	emprestar
de	de	VMP00SF	emprestar
dizer	dizer	VMP00SF	emprestar
e	E	VMP00SF	emprestar
o	o	VMP00SF	emprestar
dizer	dizer	VMP00SF	emprestar
a	a	VMP00SF	emprestar
Vmce	VM	VMP00SF	emprestar
q	que	VMP00SF	emprestar
zombo	zombo	VMP00SF	emprestar
do	do	VMP00SF	emprestar
sto	Santo	VMP00SF	emprestar
ofisio	Ofício	VMP00SF	emprestar
he	é	VMP00SF	emprestar
	,	VMP00SF	emprestar
alem	além	VMP00SF	emprestar
doutros	doutros	VMP00SF	emprestar
sentidos	sentidos	VMP00SF	emprestar
de	de	VMP00SF	emprestar
q	que	VMP00SF	emprestar
dele	dele	VMP00SF	emprestar
zombo	zombo	VMP00SF	emprestar
	,	VMP00SF	emprestar
de	de	VMP00SF	emprestar
q	que	VMP00SF	emprestar
	,	VMP00SF	emprestar
inda	ainda	VMP00SF	emprestar
q	que	VMP00SF	emprestar
ca	cá	VMP00SF	emprestar
viese	viesse	VMP00SF	emprestar
buscarme	buscar-me	VMP00SF	emprestar
	,	VMP00SF	emprestar
me	me	VMP00SF	emprestar
não	não	VMP00SF	emprestar
avião	haviam	VMP00SF	emprestar
de	de	VMP00SF	emprestar
levar	levar	VMP00SF	emprestar
,	,	VMP00SF	emprestar
porq	porque	VMP00SF	emprestar
	,	VMP00SF	emprestar
logo	logo	VMP00SF	emprestar
em	em	VMP00SF	emprestar
ca	cá	VMP00SF	emprestar
vendo	vendo	VMP00SF	emprestar
dentro	dentro	VMP00SF	emprestar
algum	algum	VMP00SF	emprestar
	[	VMP00SF	emprestar
tercra	terceira	VMP00SF	emprestar
carta	carta	VMP00SF	emprestar
	]	VMP00SF	emprestar
famaliar	familiar	VMP00SF	emprestar
ou	ou	VMP00SF	emprestar
qualquer	qualquer	VMP00SF	emprestar
menistro	ministro	VMP00SF	emprestar
pa	para	VMP00SF	emprestar
prenderme	prender-me	VMP00SF	emprestar
	,	VMP00SF	emprestar
se	se	VMP00SF	emprestar
levantava	levantava	VMP00SF	emprestar
contra	contra	VMP00SF	emprestar
ele	ele	VMP00SF	emprestar
toda	toda	VMP00SF	emprestar
a	a	VMP00SF	emprestar
comonidade	comunidade	VMP00SF	emprestar
e	e	VMP00SF	emprestar
dela	dela	VMP00SF	emprestar
	,	VMP00SF	emprestar
se	se	VMP00SF	emprestar
fose	fosse	VMP00SF	emprestar
vivo	vivo	VMP00SF	emprestar
	,	VMP00SF	emprestar
iria	iria	VMP00SF	emprestar
pouco	pouco	VMP00SF	emprestar
são	são	VMP00SF	emprestar
;	.	VMP00SF	emprestar
asim	Assim	VMP00SF	emprestar
	,	VMP00SF	emprestar
istou	estou	VMP00SF	emprestar
livre	livre	VMP00SF	emprestar
	,	VMP00SF	emprestar
não	não	VMP00SF	emprestar
por	por	VMP00SF	emprestar
defenderemme	defenderem-me	VMP00SF	emprestar
a	a	VMP00SF	emprestar
mim	mim	VMP00SF	emprestar
	,	VMP00SF	emprestar
mas	mas	VMP00SF	emprestar
o	o	VMP00SF	emprestar
credito	crédito	VMP00SF	emprestar
de	de	VMP00SF	emprestar
seu	seu	VMP00SF	emprestar
comvento	convento	VMP00SF	emprestar
	,	VMP00SF	emprestar
e	e	VMP00SF	emprestar
me	me	VMP00SF	emprestar
terem	terem	VMP00SF	emprestar
debacho	debaixo	VMP00SF	emprestar
da	da	VMP00SF	emprestar
sua	sua	VMP00SF	emprestar
mão	mão	VMP00SF	emprestar
	,	VMP00SF	emprestar
donde	onde	VMP00SF	emprestar
sem	sem	VMP00SF	emprestar
remedio	remédio	VMP00SF	emprestar
se	se	VMP00SF	emprestar
me	me	VMP00SF	emprestar
apropinha	apropria	VMP00SF	emprestar
a	a	VMP00SF	emprestar
minha	minha	VMP00SF	emprestar
perdição	perdição	VMP00SF	emprestar
;	,	VMP00SF	emprestar
de	de	VMP00SF	emprestar
corpo	corpo	VMP00SF	emprestar
e	e	VMP00SF	emprestar
alma	alma	VMP00SF	emprestar
	.	VMP00SF	emprestar
e	E	VMP00SF	emprestar
he	é	VMP00SF	emprestar
ja	já	VMP00SF	emprestar
afinal	afinal	VMP00SF	emprestar
conta	conta	VMP00SF	emprestar
q	que	VMP00SF	emprestar
lhe	lhe	VMP00SF	emprestar
deito	deito	VMP00SF	emprestar
	.	VMP00SF	emprestar
o	O	VMP00SF	emprestar
Çeo	céu	VMP00SF	emprestar
gde	guarde	VMP00SF	emprestar
a	a	VMP00SF	emprestar
Vmce	VM	VMP00SF	emprestar
N	Nossa	VMP00SF	emprestar
S	Senhora	VMP00SF	emprestar
Esperança	Esperança	VMP00SF	emprestar
de	de	VMP00SF	emprestar
Abrantes	Abrantes	VMP00SF	emprestar
	,	VMP00SF	emprestar
oje	hoje	VMP00SF	emprestar
	,	VMP00SF	emprestar
dia	dia	VMP00SF	emprestar
da	da	VMP00SF	emprestar
Sra	Senhora	VMP00SF	emprestar
do	do	VMP00SF	emprestar
Carmo	Carmo	VMP00SF	emprestar
	.	VMP00SF	emprestar
de	De	VMP00SF	emprestar
Vmce	VM	VMP00SF	emprestar
A	a	VMP00SF	emprestar
mais	mais	VMP00SF	emprestar
obrigada	obrigada	VMP00SF	obrigar
serva	serva	VMP00SF	obrigar
	,	VMP00SF	obrigar
Soror	soror	VMP00SF	obrigar
Franca	Francisca	VMP00SF	obrigar
jozepha	Josefa	VMP00SF	obrigar
do	do	VMP00SF	obrigar
Evanga	Evangelista	VMP00SF	obrigar
uzei	Usei	VMP00SF	obrigar
do	do	VMP00SF	obrigar
q	que	VMP00SF	obrigar
digo	digo	VMP00SF	obrigar
sem	sem	VMP00SF	obrigar
me	me	VMP00SF	obrigar
comfesar	confessar	VMP00SF	obrigar
	,	VMP00SF	obrigar
q	que	VMP00SF	obrigar
	,	VMP00SF	obrigar
como	como	VMP00SF	obrigar
levamos	levamos	VMP00SF	obrigar
eccos	eccos	VMP00SF	obrigar
na	na	VMP00SF	obrigar
cabesa	cabeça	VMP00SF	obrigar
	,	VMP00SF	obrigar
nem	nem	VMP00SF	obrigar
o	o	VMP00SF	obrigar
pe	padre	VMP00SF	obrigar
nos	nos	VMP00SF	obrigar
conhese	conhece	VMP00SF	obrigar
	,	VMP00SF	obrigar
e	e	VMP00SF	obrigar
menos	menos	VMP00SF	obrigar
estes	estes	VMP00SF	obrigar
q	que	VMP00SF	obrigar
são	são	VMP00SF	obrigar
novatos	novatos	VMP00SF	obrigar
	,	VMP00SF	obrigar
nem	nem	VMP00SF	obrigar
humas	umas	VMP00SF	obrigar
as	às	VMP00SF	obrigar
outras	outras	VMP00SF	obrigar
nos	nos	VMP00SF	obrigar
conhesemos	conhecemos	VMP00SF	obrigar
imbusadas	embuçadas	VMP00SF	obrigar
	,	VMP00SF	obrigar
nem	nem	VMP00SF	obrigar
comungou	comungou	VMP00SF	obrigar
toda	toda	VMP00SF	obrigar
a	a	VMP00SF	obrigar
comonidade	comunidade	VMP00SF	obrigar
nesta	nesta	VMP00SF	obrigar
ocazião	ocasião	VMP00SF	obrigar
	.	VMP00SF	obrigar
e	E	VMP00SF	obrigar
	,	VMP00SF	obrigar
asim	assim	VMP00SF	obrigar
	,	VMP00SF	obrigar
não	não	VMP00SF	obrigar
ha	há	VMP00SF	obrigar
conta	conta	VMP00SF	obrigar
	.	VMP00SF	obrigar
e	E	VMP00SF	obrigar
	,	VMP00SF	obrigar
asim	assim	VMP00SF	obrigar
	,	VMP00SF	obrigar
a	à	VMP00SF	obrigar
vista	vista	VMP00SF	obrigar
disto	disto	VMP00SF	obrigar
	,	VMP00SF	obrigar
não	não	VMP00SF	obrigar
se	se	VMP00SF	obrigar
moleste	moleste	VMP00SF	obrigar
Vmce	VM	VMP00SF	obrigar
	.	VMP00SF	obrigar
so	Só	VMP00SF	obrigar
lhe	lhe	VMP00SF	obrigar
peso	peço	VMP00SF	obrigar
me	me	VMP00SF	obrigar
guarde	guarde	VMP00SF	obrigar
o	o	VMP00SF	obrigar
segredo	segredo	VMP00SF	obrigar
por	por	VMP00SF	obrigar
a	a	VMP00SF	obrigar
caridade	caridade	VMP00SF	obrigar
q	que	VMP00SF	obrigar
espero	espero	VMP00SF	obrigar
da	da	VMP00SF	obrigar
sua	sua	VMP00SF	obrigar
virtude	virtude	VMP00SF	obrigar
	.	VMP00SF	obrigar
e	E	VMP00SF	obrigar
se	se	VMP00SF	obrigar
alguma	alguma	VMP00SF	obrigar
couza	coisa	VMP00SF	obrigar
me	me	VMP00SF	obrigar
quizer	quiser	VMP00SF	obrigar
	,	VMP00SF	obrigar
q	que	VMP00SF	obrigar
ja	já	VMP00SF	obrigar
não	não	VMP00SF	obrigar
persiza	precisa	VMP00SF	obrigar
	,	VMP00SF	obrigar
visto	visto	VMP00SF	obrigar
o	o	VMP00SF	obrigar
meu	meu	VMP00SF	obrigar
dezemgano	desengano	VMP00SF	obrigar
	.	VMP00SF	obrigar
não	Não	VMP00SF	obrigar
venha	venha	VMP00SF	obrigar
ca	cá	VMP00SF	obrigar
por	por	VMP00SF	obrigar
nenhum	nenhum	VMP00SF	obrigar
modo	modo	VMP00SF	obrigar
	.	VMP00SF	obrigar
so	Só	VMP00SF	obrigar
se	se	VMP00SF	obrigar
for	for	VMP00SF	obrigar
a	a	VMP00SF	obrigar
caza	casa	VMP00SF	obrigar
dos	dos	VMP00SF	obrigar
nosos	nossos	VMP00SF	obrigar
padres	padres	VMP00SF	obrigar
a	à	VMP00SF	obrigar
noitinha	noitinha	VMP00SF	obrigar
e	e	VMP00SF	obrigar
diser	disser	VMP00SF	obrigar
o	ao	VMP00SF	obrigar
donato	donato	VMP00SF	obrigar
me	me	VMP00SF	obrigar
quer	quer	VMP00SF	obrigar
falar	falar	VMP00SF	obrigar
na	na	VMP00SF	obrigar
rodinha	rodinha	VMP00SF	obrigar
da	da	VMP00SF	obrigar
igreija	igreja	VMP00SF	obrigar
	,	VMP00SF	obrigar
q	que	VMP00SF	obrigar
va	vá	VMP00SF	obrigar
com	com	VMP00SF	obrigar
Vmce	VM	VMP00SF	obrigar
pa	para	VMP00SF	obrigar
me	me	VMP00SF	obrigar
mandar	mandar	VMP00SF	obrigar
chamar	chamar	VMP00SF	obrigar
,	.	VMP00SF	obrigar
mas	Mas	VMP00SF	obrigar
olhe	olhe	VMP00SF	obrigar
não	não	VMP00SF	obrigar
seja	seja	VMP00SF	obrigar
visto	visto	VMP00SF	obrigar
	.	VMP00SF	obrigar
