Lxa	Lxa	NP00000	lisboa
e	E	CC	e
	,	Fc	,
vivendo	vivendo	VMG0000	viver
em	em	SPS00	em
hũ	um	DI0MS0	um
comtino	contínuo	AQ0MS0	contínuo
llavarinto	labirinto	NCMS000	labirinto
de	de	SPS00	de
emlleios	enleios	NCMP000	enleio
	,	Fc	,
acabou	acabou	VMIS3S0	acabar
a	a	DA0FS0	o
vida	vida	NCFS000	vida
;	.	Fp	.
o	O	DA0MS0	o
q	que	PR0CN000	que
mais	mais	RC	mais
atribuir	atribuir	VMN0000	atribuir
sua	sua	DP3FS0	seu
cauza	causa	NCFS000	causa
algũs	alguns	DI0MP0	algum
efeitos	efeitos	NCMP000	efeito
q	que	PR0CN000	que
lhe	lhe	PP3CSD00	lhe
fizerão	fizeram	VMIS3P0	fazer
,	?	Fp	?
mas	Mas	CC	mas
sempre	sempre	RG	sempre
foi	foi	VMIS3S0	ir
rte	reverente	AQ0CS0	reverente
de	de	SPS00	de
Ds	Deus	NP00000	deus
	,	Fc	,
q	que	CS	que
eu	eu	PP1CSN00	eu
vise	visse	VMSI0S0	ver
	,	Fc	,
mo	meu	DP1MSS	meu
irmão	irmão	NCMS000	irmão
	,	Fc	,
com	com	SPS00	com
tanto	tanto	DI0MS0	tanto
destroso	destroço	NCMS000	destroço
e	e	CC	e
dezemparo	desamparo	NCMS000	desamparo
q	que	CS	que
	,	Fc	,
andando	andando	VMG0000	andar
doente	doente	AQ0CS0	doente
hũ	um	DI0MS0	um
anno	ano	NCMS000	ano
	,	Fc	,
numca	nunca	RN	nunca
lhe	lhe	PP3CSD00	lhe
ocorreo	ocorreu	VMIS3S0	ocorrer
q	que	CS	que
hera	era	VSII0S0	ser
avizo	aviso	NCMS000	aviso
de	de	SPS00	de
Ds	Deus	NP00000	deus
pa	para	SPS00	para
cuidar	cuidar	VMN0000	cuidar
em	em	SPS00	em
q	que	PR0CN000	que
lhe	lhe	PP3CSD00	lhe
poderia	poderia	VMIC0S0	poder
faltar	faltar	VMN0000	faltar
a	a	DA0FS0	o
vida	vida	NCFS000	vida
e	e	CC	e
ficar	ficar	VMN0000	ficar
sua	sua	DP3FS0	seu
molher	mulher	NCFS000	mulher
e	e	CC	e
filhos	filhos	NCMP000	filho
dezaranjados	desarranjados	VMP00PM	desarranjar
como	como	CS	como
ficarão	ficaram	VMIS3P0	ficar
;	.	Fp	.
athe	Até	SPS00	até
q	que	PR0CN000	que
Ds	Deus	NP00000	deus
foi	foi	VSIS3S0	ser
servido	servido	VMP00SM	servir
acabase	acabasse	VMSI0S0	acabar
com	com	SPS00	com
tal	tal	RC	tal
repente	repente	NCMS000	repente
q	que	CS	que
apenas	apenas	RG	apenas
ouve	houve	VMIS3S0	haver
autos	autos	NCMP000	auto
de	de	SPS00	de
cristão	cristão	NCMS000	cristão
;	,	Fc	,
sem	sem	SPS00	sem
deixar	deixar	VMN0000	deixar
clareza	clareza	NCFS000	clareza
alguã	alguma	DI0FS0	algum
da	da	SPS00+DA0FS0	de+o
sua	sua	DP3FS0	seu
vida	vida	NCFS000	vida
;	.	Fp	.
mais	Mais	CC	mais
q	que	CS	que
huã	uma	DI0FS0	um
novela	novela	NCFS000	novela
de	de	SPS00	de
emredos	enredos	NCMP000	enredo
	,	Fc	,
com	com	SPS00	com
dividas	dívidas	NCFP000	dívida
q	que	PR0CN000	que
pasavão	passavam	VMII3P0	passar
de	de	SPS00	de
fazer	fazer	VMN0000	fazer
nomero	número	NCMS000	número
de	de	SPS00	de
des	dez	Z	dez
mil	mil	Z	mil
cruzados	cruzados	NCMP000	cruzado
	,	Fc	,
sem	sem	SPS00	sem
ter	ter	VMN0000	ter
de	de	SPS00	de
seu	seu	DP3MS0	seu
não	não	RG	não
des	dez	Z	dez
mil	mil	Z	mil
reis	réis	NCMP000	réis
;	,	Fc	,
q	que	CS	que
	,	Fc	,
se	se	CS	se
não	não	RN	não
fora	fora	SPS00	fora
este	este	DD0MS0	este
snre	senhor	NCMS000	senhor
	,	Fc	,
porião	poriam	VMIC3P0	pôr
logo	logo	RG	logo
mo	meu	DP1MSS	meu
Irmão	irmão	NCMS000	irmão
Na	na	SPS00+DA0FS0	em+o
Rua	rua	NCFS000	rua
e	e	CC	e
a	a	SPS00	a
seus	seus	DP3MP0	seu
filhos	filhos	NCMP000	filho
	,	Fc	,
sem	sem	SPS00	sem
mais	mais	RC	mais
cobertura	cobertura	NCFS000	cobertura
q	que	CS	que
a	a	SPS00	a
q	que	PR0CN000	que
Ds	Deus	NP00000	deus
lhe	lhe	PP3CSD00	lhe
criou	criou	VMIS3S0	criar
;	.	Fp	.
pode	Pode	VMIP3S0	poder
	,	Fc	,
vm	VM	NP00000	VM
	,	Fc	,
crer	crer	VMN0000	crer
q	que	CS	que
se	se	CS	se
não	não	RN	não
achara	achará	VMIF3S0	achar
	,	Fc	,
por	por	SPS00	por
todo	todo	DI0MS0	todo
mumdo	mundo	NCMS000	mundo
	,	Fc	,
cazo	caso	NCMS000	caso
semelhante	semelhante	AQ0CS0	semelhante
q	que	CS	que
	,	Fc	,
podendo	podendo	VMG0000	poder
ser	ser	VSN0000	ser
a	a	DA0FS0	o
comsollação	consolação	NCFS000	consolação
dos	dos	SPS00+DA0MP0	de+o
seus	seus	DP3MP0	seu
e	e	CC	e
meus	meus	DP1MPS	meu
parentes	parentes	NCMP000	parente
	,	Fc	,
foi	foi	VSIS3S0	ser
maior	maior	AQ0CS0	maior
pezar	pesar	NCMS000	pesar
;	.	Fp	.
os	Os	DA0MP0	o
seus	seus	DP3MP0	seu
parentes	parentes	NCMP000	parente
do	do	SPS00+DA0MS0	de+o
álentejo	Alentejo	NP00000	alentejo
;	,	Fc	,
todos	todos	DI0MP0	todo
ricos	ricos	NCMP000	rico
e	e	CC	e
fidalgos	fidalgos	NCMP000	fidalgo
	,	Fc	,
como	como	CS	como
ja	já	RG	já
não	não	RN	não
tem	têm	VMIP3S0	ter
dependensia	dependência	NCFS000	dependência
de	de	SPS00	de
negos	negócios	NCMP000	negócio
	,	Fc	,
ja	já	RG	já
não	não	RN	não
ha	há	VMIP3S0	haver
parentesco	parentesco	NCMS000	parentesco
Nem	nem	CC	nem
noticias	notícias	NCFP000	notícia
de	de	SPS00	de
q	que	PR0CN000	que
tal	tal	RC	tal
parentesco	parentesco	NCMS000	parentesco
ouve	houve	VMIS3S0	haver
;	.	Fp	.
os	Os	DA0MP0	o
meos	meus	PX1MP0S0	meu
choro	choro	VMIP1S0	chorar
tanto	tanto	CC	tanto
,	,	Fc	,
mas	mas	CC	mais
eu	eu	PP1CSN00	eu
não	não	RN	não
neguo	nego	VMIP1S0	negar
q	que	CS	que
os	os	DA0MP0	o
meos	meus	DP1MPS	meu
não	não	RN	não
podem	podem	VMIP3P0	poder
	,	Fc	,
ainda	ainda	RG	ainda
q	que	CS	que
quisesem	quisessem	VMSI3P0	querer
;	,	Fc	,
ainda	ainda	RG	ainda
q	que	CS	que
bem	bem	RG	bem
sei	sei	VMIP1S0	saber
q	que	CS	que
cada	cada	DI0CN0	cada
hũ	um	DI0MS0	um
quer	quer	VMIP3S0	querer
pa	para	SPS00	para
si	si	PP3CNO00	si
	,	Fc	,
e	e	CC	e
qm	quem	PR0CN000	quem
trabalha	trabalha	VMIP3S0	trabalhar
pa	para	SPS00	para
adequerir	adquirir	VMN0000	adquirir
dois	dois	Z	dois
vinteins	vinténs	NCMP000	vintém
q	que	PR0CN000	que
he	é	VSIP3S0	ser
pa	para	SPS00	para
pasar	passar	VMN0000	passar
a	a	SPS00	a
sua	sua	DP3FS0	seu
vida	vida	NCFS000	vida
e	e	CC	e
não	não	RN	não
pa	para	SPS00	para
gastar	gastar	VMN0000	gastar
com	com	SPS00	com
parentes	parentes	NCMP000	parente
;	;	Fc	;
mas	mas	CC	mais
os	os	DA0MP0	o
mosos	moços	NCMP000	moço
com	com	SPS00	com
a	a	DA0FS0	o
vte	vontade	NCFS000	vontade
e	e	CC	e
pouco	pouco	DI0MS0	pouco
custo	custo	NCMS000	custo
e	e	CC	e
despendio	dispêndio	NCMS000	dispêndio
;	.	Fp	.
mas	Mas	CC	mas
tudo	tudo	PI0NN000	tudo
Ds	Deus	NP00000	deus
detriminou	determinou	VMIS3S0	determinar
asim	assim	RG	assim
pella	pela	SPS00+DA0FS0	por+o
sua	sua	DP3FS0	seu
de-vina	divina	AQ0FS0	divino
vte	vontade	NCFS000	vontade
;	.	Fp	.
e	E	CC	e
tudo	tudo	PI0NN000	tudo
me	me	PP1CS000	me
ademirou	admirou	VMIS3S0	admirar
	,	Fc	,
mas	mas	CC	mais
mto	muito	RQ	muito
mais	mais	RC	mais
q	que	CS	que
não	não	RN	não
ouve	houve	VMIS3S0	haver
	,	Fc	,
neste	neste	SPS00+DD0MS0	em+este
dezaRanjo	desarranjo	NCMS000	desarranjo
	,	Fc	,
qm	quem	PR0CN000	quem
disese	dissesse	VMSI0S0	dizer
	&quot;	VMN0000	&quot;
eu	eu	PP1CSN00	eu
devia	devia	VMII0S0	dever
a	a	SPS00	a
este	este	DD0MS0	este
defunto	defunto	NCMS000	defunto
sinco	cinco	Z	cinco
Reis	réis	NCMP000	réis
	&quot;	VMN0000	&quot;
;	,	Fc	,
sabendo	sabendo	VMG0000	saber
nós	nós	PP1CP000	nós
mto	muito	RQ	muito
bem	bem	RG	bem
q	que	CS	que
mtos	muitos	DI0MP0	muito
gollozos	gulosos	NCMP000	guloso
o	o	DA0MS0	o
acompanhavão	acompanhavam	VMII3P0	acompanhar
por	por	SPS00	por
sua	sua	DP3FS0	seu
comviniencia	conveniência	NCFS000	conveniência
;	.	Fp	.
mas	Mas	CC	mas
	,	Fc	,
como	como	CS	como
não	não	RN	não
fes	fez	VMIS3S0	fazer
nem	nem	CC	nem
ca	cá	RG	cá
asento	assento	NCMS000	assento
da	da	SPS00+DA0FS0	de+o
sua	sua	DP3FS0	seu
vida	vida	NCFS000	vida
nẽ	nem	CC	nem
do	do	SPS00+DA0MS0	de+o
q	que	PR0CN000	que
devia	devia	VMII0S0	dever
nẽ	nem	CC	nem
lhe	lhe	PP3CSD00	lhe
devião	deviam	VMII3P0	dever
	,	Fc	,
nẽ	nem	CC	nem
a	à	SPS00+DA0FS0	a+o
sua	sua	DP3FS0	seu
molher	mulher	NCFS000	mulher
dava	dava	VMII0S0	dar
a	a	DA0FS0	o
comta	conta	NCFS000	conta
q	que	CS	que
hera	era	VSII0S0	ser
justo	justo	AQ0MS0	justo
;	,	Fc	,
não	não	RN	não
ouve	houve	VMIS3S0	haver
mais	mais	RC	mais
q	que	CS	que
hũs	uns	PI0MP000	um
sobre	sobre	SPS00	sobre
outros	outros	PI0MP000	outro
	&quot;	VMN0000	&quot;
a	a	SPS00	a
mim	mim	PP1CSO00	mim
me	me	PP1CS000	me
deve	deve	VMIP3S0	dever
	,	Fc	,
a	a	SPS00	a
mim	mim	PP1CSO00	mim
me	me	PP1CS000	me
deve	deve	VMIP3S0	dever
	&quot;	VMN0000	&quot;
;	.	Fp	.
asim	Assim	RG	assim
ficou	ficou	VMIS3S0	ficar
esta	esta	DD0FS0	este
sollitaria	solitária	AQ0FS0	solitário
viuva	viúva	NCFS000	viúvo
descomsollada	desconsolada	VMP00SF	desconsolar
	,	Fc	,
aflita	aflita	AQ0FS0	aflito
	,	Fc	,
atribullada	atribulada	VMP00SF	atribular
	,	Fc	,
com	com	SPS00	com
sinco	cinco	Z	cinco
filhos	filhos	NCMP000	filho
	-	Fc	-
tres	três	Z	três
filhos	filhos	NCMP000	filho
em	em	SPS00	em
caza	casa	NCFS000	casa
e	e	CC	e
hũ	um	DI0MS0	um
filho	filho	NCMS000	filho
q	que	CS	que
	,	Fc	,
se	se	CS	se
não	não	RN	não
fora	fora	SPS00	fora
o	o	DA0MS0	o
fazer	fazer	VMN0000	fazer
o	o	DA0MS0	o
sre	senhor	NP00000	senhor
Bor	Belchior	NP00000	belchior
do	do	SPS00+DA0MS0	de+o
Reguo	Rego	NP00000	rego
Josefa	Josefa	NP00000	josefa
freira	freira	NCFS000	freira
e	em	SPS00	em
santa	Santa	NP00000	santa
clara	Clara	NP00000	clara
	,	Fc	,
tãobem	também	RG	também
ficara	ficara	VMIM0S0	ficar
no	no	SPS00+DA0MS0	em+o
mesmo	mesmo	AQ0MS0	mesmo
dezemparo	desamparo	NCMS000	desamparo
	.	Fp	.
mas	Mas	CC	mas
ainda	ainda	RG	ainda
lhe	lhe	PP3CSD00	lhe
vou	vou	VMIP1S0	ir
	,	Fc	,
deste	deste	SPS00+DD0MS0	de+este
mundo	mundo	NCMS000	mundo
	,	Fc	,
vella	vê-la	VMN0000+PP3FSA00	ver+o
profeçar	professar	VMN0000	professar
e	e	CC	e
he	é	VSIP3S0	ser
a	a	SPS00	a
q	que	PR0CN000	que
tem	tem	VMIP3S0	ter
estado	estado	VMP0000	estar
;	,	Fc	,
mas	mas	CC	mais
sempre	sempre	RG	sempre
nesecita	necessita	VMIP3S0	necessitar
de	de	SPS00	de
lembraca	lembrança	NCFS000	lembrança
	,	Fc	,
q	que	CS	que
as	as	DA0FP0	o
Relligiois	religiões	NCFP000	o
oje	hoje	RG	hoje
estão	estão	VMIP3P0	estar
mto	muito	RQ	muito
atinuadas	atenuadas	NCFP000	atenuada
e	e	CC	e
apenas	apenas	RG	apenas
dão	dão	VMIP3P0	dar
a	a	SPS00	a
triste	triste	AQ0CS0	triste
fação	fação	NCFS000	fação
;	.	Fp	.
e	E	CC	e
eu	eu	PP1CSN00	eu
não	não	RN	não
posso	posso	VMIP1S0	poder
valler	valer	VMN0000	valer
a	a	SPS00	a
nenhuã	nenhuma	DI0FS0	nenhum
mais	mais	RC	mais
q	que	CS	que
com	com	SPS00	com
amor	amor	NCMS000	amor
	,	Fc	,
como	como	SPS00	como
qm	quem	PR0CN000	quem
as	as	PP3FPA00	o
criou	criou	VMIS3S0	criar
;	.	Fp	.
Joaquina	Joaquina	NP00000	joaquina
he	é	VSIP3S0	ser
o	o	DA0MS0	o
retrato	retrato	NCMS000	retrato
de	de	SPS00	de
seu	seu	DP3MS0	seu
pai	pai	NCMS000	pai
	:	Fp	:
huã	uma	DI0FS0	um
molher	mulher	NCFS000	mulher
de	de	SPS00	de
vinte	vinte	Z	vinte
annos	anos	NCMP000	ano
	,	Fc	,
meresedora	merecedora	AQ0FS0	merecedor
de	de	SPS00	de
mto	muito	NCMS000	muito
	.	Fp	.
mas	Mas	CC	mas
so	só	RG	só
oje	hoje	RG	hoje
não	não	RN	não
se	se	P00CN000	se
precura	procura	VMIP3S0	procurar
senão	senão	CC	senão
dote	dote	NCMS000	dote
	.	Fp	.
ella	Ela	PP3FS000	ele
o	o	PP3MSA00	o
não	não	RN	não
tem	tem	VMIP3S0	ter
nẽ	nem	CC	nem
pa	para	SPS00	para
hũ	um	DI0MS0	um
nẽ	nem	CC	nem
outro	outro	DI0MS0	outro
estado	estado	NCMS000	estado
,	.	Fp	.
ma	Minha	DP1FSS	meu
Mgda	Margarida	NP00000	margarida
tem	tem	VMIP3S0	ter
quinze	quinze	Z	quinze
annos	anos	NCMP000	ano
	,	Fc	,
com	com	SPS00	com
tanta	tanta	DI0FS0	tanto
altura	altura	NCFS000	altura
de	de	SPS00	de
corpo	corpo	NCMS000	corpo
como	como	SPS00	como
Joaquina	Joaquina	NP00000	joaquina
	,	Fc	,
q	que	CS	que
ambas	ambas	PI0FP000	ambos
formou	formou	VMIS3S0	formar
Ds	Deus	NP00000	deus
;	,	Fc	,
a	a	DA0FS0	o
estatura	estatura	NCFS000	estatura
de	de	SPS00	de
seu	seu	DP3MS0	seu
pai	pai	NCMS000	pai
,	,	Fc	,
e	e	CC	e
brancas	brancas	AQ0FP0	branco
e	e	CC	e
Moiras	moiras	NCFP000	moira
;	.	Fp	.
só	Só	RG	só
Josefa	Josefa	NP00000	josefa
se	se	CS	se
pareseu	pareceu	VMIS3S0	parecer
com	com	SPS00	com
vm	VM	NP00000	VM
;	.	Fp	.
o	O	DA0MS0	o
menino	menino	NCMS000	menino
tem	tem	VMIP3S0	ter
oito	oito	Z	oito
annos	anos	NCMP000	ano
	,	Fc	,
mto	muito	DI0MS0	muito
fran-zino	franzino	NCMS000	franzino
e	e	CC	e
doente	doente	AQ0CS0	doente
;	.	Fp	.
a	A	SPS00	a
outra	outra	DI0FS0	outro
menina	menina	NCFS000	menino
tem	tem	VMIP3S0	ter
quatro	quatro	Z	quatro
annos	anos	NCMP000	ano
;	.	Fp	.
esta	Esta	DD0FS0	este
	,	Fc	,
de	de	SPS00	de
huã	uma	DI0FS0	um
queda	queda	NCFS000	queda
	,	Fc	,
quebrou	quebrou	VMIS3S0	quebrar
pella	pela	SPS00+DA0FS0	por+o
sentura	cintura	NCFS000	cintura
	.	Fp	.
tem	Tem	VMIP3S0	ter
pasado	passado	VMP00SM	passar
mta	muita	DI0FS0	muito
mollestia	moléstia	NCFS000	moléstia
;	,	Fc	,
mas	mas	CC	mais
vai	vai	VMIP3S0	ir
vivendo	vivendo	VMG0000	viver
	.	Fp	.
e	E	CC	e
ma	minha	DP1FSS	meu
Irmã	irmã	NCFS000	irmão
	,	Fc	,
com	com	SPS00	com
gde	grande	AQ0CS0	grande
queixa	queixa	NCFS000	queixa
no	no	SPS00+DA0MS0	em+o
peito	peito	NCMS000	peito
	,	Fc	,
como	como	SPS00	como
qm	quem	PR0CN000	quem
continuamte	continuamente	RG	continuamente
se	se	CS	se
vé	vê	VMIP3S0	ver
atenuada	atenuada	VMP00SF	atenuar
de	de	SPS00	de
prisiguisois	perseguições	NCFP000	perseguição
e	e	CC	e
sem	sem	SPS00	sem
Remedio	remédio	NCMS000	remédio
,	,	Fc	,
q	que	CS	que
	,	Fc	,
á	à	SPS00+DA0FS0	a+o
sombra	sombra	NCFS000	sombra
deste	deste	SPS00+DD0MS0	de+este
snre	senhor	NCMS000	senhor
	,	Fc	,
vai	vai	VMIP3S0	ir
tentando	tentando	VMG0000	tentar
	,	Fc	,
como	como	CS	como
pode	pode	VMIP3S0	poder
	,	Fc	,
as	as	DA0FP0	o
suas	suas	DP3FP0	seu
mortificasois	mortificações	NCFP000	mortificação
,	,	Fc	,
nẽ	nem	CC	nem
qm	quem	PR0CN000	quem
dá	dá	VMIP3S0	dar
hũ	um	DI0MS0	um
paso	passo	NCMS000	passo
com	com	SPS00	com
caridade	caridade	NCFS000	caridade
nẽ	nem	CC	nem
faça	faça	VMSP0S0	fazer
hũ	um	DI0MS0	um
requerimto	requerimento	NCMS000	requerimento
dos	dos	SPS00+DA0MP0	de+o
servisos	serviços	NCMP000	serviço
de	de	SPS00	de
seu	seu	DP3MS0	seu
marido	marido	NCMS000	marido
	,	Fc	,
q	que	CS	que
este	este	DD0MS0	este
snre	senhor	NCMS000	senhor
	,	Fc	,
como	como	CS	como
tem	tem	VMIP3S0	ter
tantas	tantas	DI0FP0	tanto
ocupasois	ocupações	NCFP000	ocupação
	,	Fc	,
não	não	RN	não
pode	pode	VMIP3S0	poder
fazerlhe	fazer-lhe	VMN0000+PP3CSD00	fazer+lhe
o	o	DA0MS0	o
q	que	PR0CN000	que
he	é	VSIP3S0	ser
mais	mais	RC	mais
presizo	preciso	AQ0MS0	preciso
	,	Fc	,
q	que	CS	que
são	são	VSIP3P0	ser
as	as	DA0FP0	o
paçadas	passadas	NCFP000	passada
	,	Fc	,
isto	isto	PD0NN000	isto
he	é	VSIP3S0	ser
	,	Fc	,
dar	dar	VMN0000	dar
a	a	SPS00	a
vm	VM	NP00000	VM
Rellação	relação	NCFS000	relação
das	das	SPS00+DA0FP0	de+o
nosas	nossas	DP1FPP	nosso
penas	penas	NCFP000	pena
;	.	Fp	.
bem	Bem	RG	bem
sei	sei	VMIP1S0	saber
q	que	CS	que
tambem	também	RG	também
participa	participa	VMIP3S0	participar
dellas	delas	SPS00+PP3FP000	de+ele
;	.	Fp	.
e	E	CC	e
	,	Fc	,
se	se	CS	se
estas	estas	DD0FP0	este
quizerem	quiserem	VMSF3P0	querer
fazer	fazer	VMN0000	fazer
a	a	SPS00	a
vm	VM	NP00000	VM
lembrado	lembrado	VMP00SM	lembrar
