Snr	Senhor		
;	.	NCFS000	vista
e	E	CC	e
posto	posto	VMP00SM	pôr
q	que	CS	que
sua	sua	DP3FS0	seu
filha	filha	NCFS000	filho
	,	Fc	,
se	se	CS	se
Recebese	recebesse	VMSI0S0	receber
a	a	DA0FS0	o
facie	fácie	NCFS000	o
da	da	SPS00+DA0FS0	de+o
Igreja	igreja	NCFS000	igreja
com	com	SPS00	com
o	o	DA0MS0	o
tal	D	DD0CS0	tal
crioulo	crioulo	NCMS000	crioulo
Andrade	Andrade	NP00000	andrade
,	,	Fc	,
na	na	SPS00+DA0FS0	em+o
frega	freguesia	NCFS000	freguesia
da	da	SPS00+DA0FS0	de+o
S	Santa	NP00000	santa
Sê	Sé	NP00000	sé
desta	desta	SPS00+DD0FS0	de+este
sidade	cidade	NCFS000	cidade
;	,	NCFS000	cidade
ex	ex	SPS00	ex
vido	vido	VMP00SM	vido
primeiro	primeiro	AO0MS0	primeiro
matrimonio	matrimónio	NCMS000	matrimónio
	,	Fc	,
o	o	DA0MS0	o
segdo	segundo	AO0MS0	segundo
he	é	VSIP3S0	ser
nullo	nulo	AQ0MS0	nulo
,	,	Fc	,
e	e	CC	e
a	a	DA0FS0	o
da	dita	VMP00SF	dizer
pobre	pobre	AQ0CS0	pobre
queichoza	queixosa	NCFS000	queixosa
se	se	P00CN000	se
acha	acha	VMIP3S0	achar
danificada	danificada	VMP00SF	danificar
no	no	SPS00+DA0MS0	em+o
estupro	estupro	NCMS000	estupro
q	que	PR0CN000	que
lhe	lhe	PP3CSD00	lhe
fes	fez	VMIS3S0	fazer
em	em	SPS00	em
sua	sua	DP3FS0	seu
filha	filha	NCFS000	filho
o	o	DA0MS0	o
do	dito	VMP00SM	dizer
Andrade	Andrade	NP00000	andrade
	,	Fc	,
ato	ato	NCMS000	ato
de	de	SPS00	de
matrimonio	matrimónio	NCMS000	matrimónio
:	.	NCMS000	matrimónio
porem	Porém	RG	porém
	,	Fc	,
como	como	CS	como
me	me	PP1CS000	me
não	não	RN	não
acharam	acharam	VMIS3P0	achar
neste	neste	SPS00+DD0MS0	em+este
convento	convento	NCMS000	convento
,	,	Fc	,
porq	porque	CS	porque
	,	Fc	,
por	por	SPS00	por
hora	ora	RG	ora
	,	Fc	,
estou	estou	VMIP1S0	estar
asestindo	assistindo	VMG0000	assistir
por	por	SPS00	por
Missionario	missionário	NCMS000	missionário
dos	dos	SPS00+DA0MP0	de+o
Indios	índios	NCMP000	índio
Aldiados	aldeados	VMP00PM	aldear
na	na	SPS00+DA0FS0	em+o
missam	missão	NCFS000	missão
de	de	SPS00	de
S	São	NP00000	são
Miguel	Miguel	NP00000	miguel
do	do	SPS00+DA0MS0	de+o
Sery	Sery	NP00000	sery
,	,	Fc	,
deicham me	deixam-me	VMIP3P0+PP1CS000	deixar+me
o	o	DA0MS0	o
papel	papel	NCMS000	papel
,	,	Fc	,
q	que	PR0CN000	que
Remeto	remeto	VMIP1S0	remeter
encluzo	incluso	AQ0MS0	incluso
,	,	Fc	,
q	que	PR0CN000	que
he	é	VSIP3S0	ser
hũa	uma	DI0FS0	um
certidam	certidão	NCFS000	certidão
q	que	PR0CN000	que
passou	passou	VMIS3S0	passar
o	o	DA0MS0	o
Costa	Costa	NP00000	costa
,	,	Fc	,
expondo	expondo	VMG0000	expor
com	com	SPS00	com
endividuasam	individuação	NCFS000	individuação
tudo	tudo	PI0NN000	tudo
quanto	quanto	PA000000	quanto
sabia	sabia	VMII0S0	saber
na	na	SPS00+DA0FS0	em+o
materia	matéria	NCFS000	matéria
e	e	CC	e
he	é	VSIP3S0	ser
do	do	SPS00+DA0MS0	de+o
Teor	teor	NCMS000	teor
segte	seguinte	AQ0CS0	seguinte
	.	Fp	.
	&quot;	Fe	&quot;
Certefico	Certifico	VMIP1S0	certificar
eu	eu	PP1CSN00	eu
	,	Fc	,
Anto	António	NP00000	antónio
da	da	SPS00+DA0FS0	de+o
Costa	Costa	NP00000	costa
Gomes	Gomes	NP00000	gomes
	,	Fc	,
morador	morador	NCMS000	morador
nas	nas	SPS00+DA0FP0	em+o
Alagoas	Alagoas	NP00000	alagoas
	,	Fc	,
na	na	SPS00+DA0FS0	em+o
Povoasam	Povoação	NP00000	povoação
do	do	SPS00+DA0MS0	de+o
Norte	Norte	NP00000	norte
	,	Fc	,
frga	freguesia	NCFS000	freguesia
de	de	SPS00	de
S	Santa	NP00000	santa
Luzia	Luzia	NP00000	luzia
,	,	Fc	,
q	que	CS	que
conheso	conheço	VMIP1S0	conhecer
verdadeira	verdadeira	RG	verdadeira
e	e	CC	e
fielmente	fielmente	RG	fielmente
a	a	DA0FS0	o
Manoel	Manuel	NP00000	manuel
de	de	SPS00	de
Andrade	Andrade	NP00000	andrade
	,	Fc	,
natural	natural	AQ0CS0	natural
da	da	SPS00+DA0FS0	de+o
da	dita	VMP00SF	dizer
frega	freguesia	NCFS000	freguesia
e	e	CC	e
fo	filho	NCMS000	filho
legitimo	legítimo	AQ0MS0	legítimo
de	de	SPS00	de
Anto	António	NP00000	antónio
de	de	SPS00	de
Andrade	Andrade	NP00000	andrade
e	e	CC	e
de	de	SPS00	de
sua	sua	DP3FS0	seu
mer	mulher	NCFS000	mulher
	,	Fc	,
chamada	chamada	VMP00SF	chamar
Anna	Ana	NP00000	ana
,	.	NP00000	ana
e	E	CC	e
o	o	DA0MS0	o
do	dito	VMP00SM	dizer
Mel	Manuel	NP00000	manuel
de	de	SPS00	de
Andrade	Andrade	NP00000	andrade
tem	tem	VMIP3S0	ter
dous	dois	Z	dous
irmãos	irmãos	NCMP000	irmão
	,	Fc	,
hum	um	DI0MS0	um
por	por	SPS00	por
nome	nome	NCMS000	nome
Anto	António	NP00000	antónio
e	e	CC	e
outro	outro	PI0MS000	outro
por	por	SPS00	por
nome	nome	NCMS000	nome
Phelipe	Filipe	NP00000	filipe
,	.	NP00000	filipe
tem	Tem	VMIP3S0	ter
mais	mais	RC	mais
hũa	uma	DI0FS0	um
irmãn	irmã	NCFS000	irmão
por	por	SPS00	por
nome	nome	NCMS000	nome
Anna	Ana	NP00000	ana
,	,	Fc	,
e	e	CC	e
todos	todos	PI0MP000	todo
sam	são	VSIP3P0	ser
naturais	naturais	AQ0CP0	natural
da	da	SPS00+DA0FS0	de+o
mesma	mesma	AQ0FS0	mesmo
frega	freguesia	NCFS000	freguesia
	.	Fp	.
este	Este	DD0MS0	este
Mel	Manuel	NP00000	manuel
de	de	SPS00	de
Andrade	Andrade	NP00000	andrade
he	é	VSIP3S0	ser
cazado	casado	VMP00SM	casar
na	na	SPS00+DA0FS0	em+o
sua	sua	DP3FS0	seu
frega	freguesia	NCFS000	freguesia
com	com	SPS00	com
hũa	uma	DI0FS0	um
crioula	crioula	NCFS000	crioulo
por	por	SPS00	por
nome	nome	NCMS000	nome
Luzia	Luzia	NP00000	luzia
	,	Fc	,
q	que	PR0CN000	que
foi	foi	VSIS3S0	ser
escrava	escrava	NCFS000	escrava
de	de	SPS00	de
Joze	José	NP00000	josé
de	de	SPS00	de
Mello	Melo	NP00000	melo
Tavares	Tavares	NP00000	tavares
e	e	CC	e
de	de	SPS00	de
sua	sua	DP3FS0	seu
mer	mulher	NCFS000	mulher
Izabel	Isabel	NP00000	isabel
Clara	Clara	NP00000	clara
,	,	Fc	,
a	a	DA0FS0	o
qual	qual	DT0CS0	qual
crioula	crioula	NCFS000	crioulo
foi	foi	VSIS3S0	ser
vendida	vendida	VMP00SF	vender
pa	para	SPS00	para
a	a	DA0FS0	o
sidade	cidade	NCFS000	o
da	da	SPS00+DA0FS0	de+o
Ba	Bahia	NP00000	bahia
e	e	CC	e
a	a	PP3FSA00	o
comprou	comprou	VMIS3S0	comprar
o	o	DA0MS0	o
Pe	padre	NCMS000	padre
Anto	António	NP00000	antónio
Lopes	Lopes	NP00000	lopes
e	e	CC	e
este	este	PD0MS000	este
a	a	PP3FSA00	o
tornou	tornou	VMIS3S0	tornar
a	a	SPS00	a
vender	vender	VMN0000	vender
no	no	SPS00+DA0MS0	em+o
Reconcavo	recôncavo	NCMS000	recôncavo
no	no	SPS00+DA0MS0	em+o
Rio	Rio	NP00000	rio
de	de	SPS00	de
Joannes	Joanes	NP00000	joanes
A	a	SPS00	a
João	João	NP00000	joão
GonCalves	Gonçalves	NP00000	gonçalves
	.	Fp	.
e	E	CC	e
eu	eu	PP1CSN00	eu
a	a	PP3FSA00	o
vi	vi	VMIS1S0	ver
e	e	CC	e
falei	falei	VMIS1S0	falar
com	com	SPS00	com
ella	ela	PP3FS000	ele
propria	própria	AQ0FS0	próprio
em	em	SPS00	em
pessoa	pessoa	NCFS000	pessoa
em	em	SPS00	em
sincoenta	cinquenta	Z	cinquenta
,	.	Z	cinquenta
e	E	CC	e
	,	Fc	,
como	como	CS	como
todo	todo	DI0MS0	todo
o	o	DA0MS0	o
Referido	referido	VMP00SM	referir
asim	assim	RG	assim
passa	passa	VMIP3S0	passar
na	na	SPS00+DA0FS0	em+o
verdade	verdade	NCFS000	verdade
,	,	Fc	,
asim	assim	RG	assim
o	o	PP3MSA00	o
jurarei	jurarei	VMIF1S0	jurar
nos	nos	SPS00+DA0MP0	em+o
Livros	livros	NCMP000	livro
dos	dos	SPS00+DA0MP0	de+o
Stos	Santos	NP00000	santos
Evangos	Evangelhos	NP00000	evangelhos
	,	Fc	,
se	se	CS	se
asim	assim	RG	assim
me	me	PP1CS000	me
for	for	VMSF0S0	ir
perguntado	perguntado	VMP00SM	perguntar
-	.	VMP00SM	perguntar
	&quot;	Fe	&quot;
e	E	CC	e
aqui	aqui	RG	aqui
esta	está	VMIP3S0	estar
asignado	assinado	VMP00SM	assinar
o	o	DA0MS0	o
do	dito	VMP00SM	dizer
Anto	António	NP00000	antónio
da	da	SPS00+DA0FS0	de+o
Costa	Costa	NP00000	costa
Gomes	Gomes	NP00000	gomes
.	.	Fp	.
Vindo	Vindo	VMG0000	vir
	,	Fc	,
pois	pois	RG	pois
	,	Fc	,
eu	eu	PP1CSN00	eu
a	a	SPS00	a
esta	esta	DD0FS0	este
sidade	cidade	NCFS000	este
pella	pela	SPS00+DA0FS0	por+o
somana	Semana	NP00000	semana
santa	Santa	NP00000	santa
a	a	SPS00	a
pregar	pregar	VMN0000	pregar
no	no	SPS00+DA0MS0	em+o
nosso	nosso	DP1MSP	nosso
convento	convento	NCMS000	convento
o	o	DA0MS0	o
Descendimento	Descendimento	NP00000	descendimento
,	,	Fc	,
achei	achei	VMIS1S0	achar
esta	esta	DD0FS0	este
Certidam	certidão	NCFS000	este
em	em	SPS00	em
Carta	Carta	NCFS000	carta
fichada	fechada	VMP00SF	fechar
	,	Fc	,
pa	para	SPS00	para
se	se	P00CN000	se
ma	ma	PP1CS000+PP3FSA00	me+o
Remeter	remeter	VMN0000	remeter
	,	Fc	,
a	a	DA0FS0	o
qual	qual	PR0CS000	qual
vendo a	vendo-a	VMG0000+PP3FSA00	ver+o
mandei	mandei	VMIS1S0	mandar
chamar	chamar	VMN0000	chamar
a	a	DA0FS0	o
da	dita	VMP00SF	dizer
minha	minha	DP1FSS	meu
comadre	comadre	NCFS000	comadre
queixoza	queixosa	AQ0FS0	queixoso
pa	para	SPS00	para
melhor	melhor	AQ0CS0	melhor
me	me	PP1CS000	me
emformar	informar	VMN0000	informar
da	da	SPS00+DA0FS0	de+o
materia	matéria	NCFS000	matéria
	.	Fp	.
veyo	Veio	VMIS3S0	vir
ella	ela	PP3FS000	ele
e	e	CC	e
	,	Fc	,
lavada	lavada	VMP00SF	lavar
em	em	SPS00	em
lagrimas	lágrimas	NCFP000	lágrima
	,	Fc	,
me	me	PP1CS000	me
dise	disse	VMIS3S0	dizer
q	que	CS	que
tivera	tivera	VMIM0S0	ter
aquela	aquela	DD0FS0	aquele
noticia	notícia	NCFS000	aquele
mto	muito	RQ	muito
por	por	SPS00	por
acazo	acaso	NCMS000	acaso
	,	Fc	,
pois	pois	RG	pois
	,	Fc	,
pasando	passando	VMG0000	passar
pelas	pelas	SPS00+DA0FP0	por+o
cazas	casas	NCFP000	casa
em	em	SPS00	em
q	que	PR0CN000	que
vivem	vivem	VMIP3P0	viver
em	em	SPS00	em
Beberibe	Beberibe	NP00000	beberibe
o	o	DA0MS0	o
do	dito	VMP00SM	dizer
Anto	António	NP00000	antónio
da	da	SPS00+DA0FS0	de+o
Costa	Costa	NP00000	costa
e	e	CC	e
vendo	vendo	VMG0000	ver
ao	ao	SPS00+DA0MS0	a+o
seu	seu	DP3MS0	seu
chamado	chamado	VMP00SM	chamar
genrro	genro	NCMS000	genro
Mel	Manuel	NP00000	manuel
de	de	SPS00	de
Andrade	Andrade	NP00000	andrade
	,	Fc	,
o	o	PP3MSA00	o
salvara	salvara	VMIM0S0	salvar
com	com	SPS00	com
demostrasõis	demonstrações	NCFP000	demonstração
de	de	SPS00	de
amor	amor	NCMS000	amor
e	e	CC	e
conhecimto	conhecimento	NCMS000	conhecimento
antiguo	antigo	AQ0MS0	antigo
,	.	AQ0MS0	antigo
e	E	CC	e
	,	Fc	,
por	por	SPS00	por
cauza	causa	NCFS000	causa
da	da	SPS00+DA0FS0	de+o
chuva	chuva	NCFS000	chuva
	,	Fc	,
o	o	DA0MS0	o
do	dito	VMP00SM	dizer
viandante	viandante	NCCS000	viandante
se	se	P00CN000	se
demorara	demorara	VMIM0S0	demorar
na	na	SPS00+DA0FS0	em+o
tal	tal	DD0CS0	tal
pouzada	pousada	NCFS000	pousada
;	.	NCFS000	pousada
porem	Porém	RG	porém
	,	Fc	,
q	que	CS	que
o	o	DA0MS0	o
tal	tal	DD0CS0	tal
Andrade	Andrade	NP00000	andrade
	,	Fc	,
talves	talvez	RG	talvez
porq	porque	CS	porque
a	a	DA0FS0	o
sua	sua	DP3FS0	seu
conciencia	consciência	NCFS000	consciência
o	o	PP3MSA00	o
acuzava	acusava	VMII0S0	acusar
,	,	Fc	,
fes se	fez-se	VMIS3S0+P00CN000	fazer+se
logo	logo	RG	logo
hido	ido	VMP0000	ir
pa	para	SPS00	para
a	a	DA0FS0	o
Rossa	roça	NCFS000	o
e	e	CC	e
se	se	P00CN000	se
despedio	despediu	VMIS3S0	despedir
apresado	apressado	VMP00SM	apressar
,	,	Fc	,
sem	sem	SPS00	sem
temer	temer	VMN0000	temer
o	o	DA0MS0	o
Rigor	rigor	NCMS000	rigor
de	de	SPS00	de
agua	água	NCFS000	água
q	que	PR0CN000	que
emtam	então	RG	então
cahia	caía	VMII0S0	cair
:	.	VMII0S0	cair
depois	Depois	RG	depois
de	de	SPS00	de
ter	ter	VAN0000	ter
o	o	DA0MS0	o
do	dito	VMP00SM	dizer
se	se	P00CN000	se
hido	ido	VMP00SM	ir
de	de	SPS00	de
caza	casa	NCFS000	casa
	,	Fc	,
perguntara	perguntara	VMIM0S0	perguntar
ella	ela	PP3FS000	ele
	,	Fc	,
sogra	sogra	NCFS000	sogro
,	,	Fc	,
ao	ao	SPS00+DA0MS0	a+o
pasageiro	passageiro	NCMS000	passageiro
sua	sua	DP3FS0	seu
merce	mercê	NCFS000	mercê
de	de	SPS00	de
honde	onde	PA000000	onde
era	era	VSII0S0	ser
e	e	CC	e
	,	Fc	,
ouvindoo	ouvindo-o	VMG0000+PP3MSA00	ouvir+o
dizer	dizer	VMN0000	dizer
q	que	CS	que
era	era	VSII0S0	ser
das	das	SPS00+DA0FP0	de+o
alagoas	Alagoas	NP00000	alagoas
(	(	Fba	´(
de	de	SPS00	de
donde	onde	PA000000	onde
seu	seu	DP3MS0	seu
Genrro	genro	NCMS000	genro
era	era	VSII0S0	ser
natural	natural	AQ0CS0	natural
)	)	Fbt	)
	,	Fc	,
perguntoulhe	perguntou-lhe	VMIS3S0+PP3CSD00	perguntar+lhe
se	se	CSI	se
o	o	PP3MSA00	o
conhecia	conhecia	VMII0S0	conhecer
mto	muito	RQ	muito
bem	bem	RG	bem
e	e	CC	e
lhe	lhe	PP3CSD00	lhe
foi	foi	VMIS3S0	ir
dando	dando	VMG0000	dar
a	a	DA0FS0	o
emformasam	informação	NCFS000	o
supra	supra	RG	supra
,	,	Fc	,
com	com	SPS00	com
a	a	DA0FS0	o
qual	qual	PR0CS000	qual
ficou	ficou	VMIS3S0	ficar
ella	ela	PP3FS000	ele
mais	mais	RC	mais
morta	morta	VMP00SF	morrer
q	que	CS	que
viva	viva	VMSP0S0	viver
e	e	CC	e
	,	Fc	,
pelas	pelas	SPS00+DA0FP0	por+o
lagrimas	lágrimas	NCFP000	lágrima
q	que	PR0CN000	que
derramava	derramava	VMII0S0	derramar
	,	Fc	,
precizouze	precisou-se	VMIS3S0+P00CN000	precisar+se
o	o	DA0MS0	o
Costa	Costa	NP00000	costa
o	o	DA0MS0	o
perguntarlhe	perguntar-lhe	VMN0000+PP3CSD00	perguntar+lhe
o	o	DA0MS0	o
de	de	SPS00	de
q	que	PR0CN000	que
chorava	chorava	VMII0S0	chorar
?	,	VMII0S0	chorar
ao	ao	SPS00+DA0MS0	a+o
q	que	PR0CN000	que
a	a	DA0FS0	o
da	dita	VMP00SF	dizer
Respondera	respondera	VMIM0S0	responder
;	:	VMIM0S0	responder
	&quot;	Fe	&quot;
pois	Pois	CS	pois
não	não	RN	não
hei	hei	VMIP1S0	haver
de	de	SPS00	de
chorar	chorar	VMN0000	chorar
ouvindo	ouvindo	VMG0000	ouvir
dizer	dizer	VMN0000	dizer
a	a	SPS00	a
Vmce	VM	NP00000	VM
q	que	CS	que
o	o	DA0MS0	o
Snr	Senhor	NCMS000	senhor
Mel	Manuel	NP00000	manuel
de	de	SPS00	de
Andrade	Andrade	NP00000	andrade
he	é	VSIP3S0	ser
cazado	casado	VMP00SM	casar
e	e	CC	e
tem	tem	VMIP3S0	ter
a	a	DA0FS0	o
mulher	mulher	NCFS000	o
viva	viva	AQ0FS0	vivo
	,	Fc	,
se	se	CS	se
elle	ele	PP3MS000	ele
esta	está	VMIP3S0	estar
cazado	casado	VMP00SM	casar
com	com	SPS00	com
minha	minha	DP1FSS	meu
filha	filha	NCFS000	filho
	?	Fp	?
della	Dela	SPS00+PP3FS000	de+ela
tem	tem	VMIP3S0	ter
filhos	filhos	NCMP000	filho
	.	Fp	.
	&quot;	Fe	&quot;
do	Do	SPS00+DA0MS0	de+o
q	que	PR0CN000	que
mto	muito	RQ	muito
se	se	P00CN000	se
admirou	admirou	VMIS3S0	admirar
o	o	DA0MS0	o
home	homem	NCMS000	homem
e	e	CC	e
ficou	ficou	VMIS3S0	ficar
escandalidado	escandalizado	VMP00SM	escandalizar
de	de	SPS00	de
tal	tal	DD0CS0	tal
aleivozia	aleivosia	NCFS000	aleivosia
;	!	NCFS000	aleivosia
e	E	CC	e
asim	assim	RG	assim
Rogado	rogado	VMP00SM	rogar
este	este	DD0MS0	este
se	se	P00CN000	se
determinou	determinou	VMIS3S0	determinar
a	a	SPS00	a
vir	vir	VMN0000	vir
com	com	SPS00	com
a	a	DA0FS0	o
quichoza	queixosa	NCFS000	o
a	à	SPS00+DA0FS0	a+o
minha	minha	DP1FSS	meu
prezença	presença	NCFS000	presença
e	e	CC	e
	,	Fc	,
por	por	SPS00	por
me	me	PP1CS000	me
não	não	RN	não
acharem	acharem	VMII3P0	achar
no	no	SPS00+DA0MS0	em+o
Convto	convento	NCMS000	convento
	,	Fc	,
me	me	PP1CS000	me
deicharam	deixaram	VMIS3P0	deixar
o	o	DA0MS0	o
papel	papel	NCMS000	papel
	,	Fc	,
q	que	PR0CN000	que
encluzo	incluso	AQ0MSP	incluso
e	e	CC	e
tresladado	tresladado	VMP00SM	tresladar
Remeto	remeto	VMIP1S0	remeter
a	a	SPS00	a
Vmce	VM	NP00000	VM
	,	Fc	,
como	como	CS	como
o	o	DA0MS0	o
comissario	comissário	NCMS000	comissário
q	que	PR0CN000	que
he	é	VSIP3S0	ser
do	do	SPS00+DA0MS0	de+o
sto	Santo	NP00000	santo
Tribunal	Tribunal	NP00000	tribunal
	,	Fc	,
pa	para	SPS00	para
q	que	CS	que
	,	Fc	,
segdo	segundo	CS	segundo
as	as	DA0FP0	o
obrigasõis	obrigações	NCFP000	o
do	do	SPS00+DA0MS0	de+o
seu	seu	DP3MS0	seu
offo	ofício	NCMS000	ofício
	,	Fc	,
melhor	melhor	RC	melhor
se	se	P00CN000	se
emforme	informe	VMSP0S0	informar
e	e	CC	e
exzecute	execute	VMSP0S0	executar
o	o	DA0MS0	o
q	que	PR0CN000	que
deve	deve	VMIP3S0	dever
	,	Fc	,
segdo	segundo	CS	segundo
o	o	DA0MS0	o
menisterio	ministério	NCMS000	ministério
q	que	PR0CN000	que
emcumbe	incumbe	VMIP3S0	incumbir
	,	Fc	,
q	que	CS	que
eu	eu	PP1CSN00	eu
nesta	nesta	SPS00+DD0FS0	em+este
materia	matéria	NCFS000	matéria
não	não	RN	não
sei	sei	VMIP1S0	saber
mais	mais	RC	mais
do	do	SPS00+DA0MS0	de+o
q	que	PR0CN000	que
o	o	DA0MS0	o
q	que	PR0CN000	que
exponho	exponho	VMIP1S0	expor
	.	Fp	.
isto	Isto	PD0NN000	isto
faso	faço	VMIP1S0	fazer
sem	sem	SPS00	sem
amor	amor	NCMS000	amor
nem	nem	CCN	nem
odio	ódio	NCMS000	ódio
	,	Fc	,
mais	mais	RC	mais
do	do	SPS00+DA0MS0	de+o
q	que	CS	que
Por	por	SPS00	por
hum	um	DI0MS0	um
mero	mero	AQ0MS0	mero
zello	zelo	NCMS000	zelo
,	.	NCMS000	zelo
e	E	CC	e
asim	assim	RG	assim
não	não	RN	não
testefico	testifico	VMIP1S0	testificar
ser	ser	VSN0000	ser
verdade	verdade	NCFS000	verdade
o	o	DA0MS0	o
deduzido	deduzido	VMP00SM	deduzir
na	na	SPS00+DA0FS0	em+o
certidam	certidão	NCFS000	certidão
	,	Fc	,
porq	porque	CS	porque
não	não	RN	não
conheso	conheço	VMIP1S0	conhecer
de	de	SPS00	de
vista	vista	NCFS000	vista
ao	ao	SPS00+DA0MS0	a+o
testificante	testificante	NCMS000	testificante
	,	Fc	,
mas	mas	CC	mas
ouso	ouço	VMIP1S0	ouvir
dizer	dizer	VMN0000	dizer
q	que	CS	que
he	é	VSIP3S0	ser
home	homem	NCMS000	home
verdadeiro	verdadeiro	AQ0MS0	verdadeiro
e	e	CC	e
	,	Fc	,
como	como	CS	como
o	o	DA0MS0	o
q	que	PR0CN000	que
sertifica	certifica	VMIP3S0	certificar
he	é	VSIP3S0	ser
com	com	SPS00	com
tanta	tanta	DI0FS0	tanto
individusam	individuação	NCFS000	individuação
pelas	pelas	SPS00+DA0FP0	por+o
sircunstancias	circunstâncias	NCFP000	circunstância
expostas	expostas	VMP00PF	expor
	,	Fc	,
podera	poderá	VMIF3S0	poder
Vmce	VM	NP00000	VM
emformarse	informar-se	VMN0000+P00CN000	informar+se
da	da	SPS00+DA0FS0	de+o
melhor	melhor	AQ0CS0	melhor
serteza	certeza	NCFS000	certeza
.	.	Fp	.
Tambem	Também	RG	também
advirto	advirto	VMIP1S0	advertir
