Meu	Meu	DP1MSS	meu
q	que	CS	que
não	não	RN	não
ouve	houve	VMIS3S0	haver
Lugar	lugar	NCMS000	lugar
pa	para	SPS00	para
mais	mais	RC	mais
q	que	CS	que
de	de	SPS00	de
satisfazer	satisfazer	VMN0000	satisfazer
nesses	nesses	SPS00+DD0MP0	em+esse
mezes	meses	NCMP000	mês
a	a	SPS00	a
algũas	algumas	DI0FP0	algum
bagatellas	bagatelas	NCFP000	bagatela
de	de	SPS00	de
menos	menos	RC	menos
consideração	consideração	NCFS000	consideração
;	.	Fp	.
eu	Eu	PP1CSN00	eu
tomei	tomei	VMIS1S0	tomar
a	a	DA0FS0	o
Liberdade	liberdade	NCFS000	liberdade
de	de	SPS00	de
lhe	lhe	PP3CSD00	lhe
estranhar	estranhar	VMN0000	estranhar
muy	muito	RQ	muito
seria-mente	seriamente	RG	seriamente
hum	um	DI0MS0	um
tal	tal	DD0CS0	tal
excesso	excesso	NCMS000	excesso
	,	Fc	,
más	mas	CC	mais
	,	Fc	,
conhecendo	conhecendo	VMG0000	conhecer
q	que	CS	que
este	este	PD0MS000	este
não	não	RN	não
teve	teve	VMIS3S0	ter
outra	outra	DI0FS0	outro
cauza	causa	NCFS000	causa
q	que	CS	que
o	o	DA0MS0	o
da	da	SPS00+DA0FS0	de+o
sua	sua	DP3FS0	seu
pouca	pouca	DI0FS0	pouco
experiencia	experiência	NCFS000	experiência
,	,	Fc	,
foi	foi	VSIS3S0	ser
necessario	necessário	AQ0MS0	necessário
não	não	RN	não
desconsolallo	desconsolá-lo	VMIP3S0+PP3MSA00	desconsolar+o
maiormte	maiormente	RG	maiormente
com	com	SPS00	com
não	não	RN	não
aceitar	aceitar	VMN0000	aceitar
as	as	DA0FP0	o
rezoens	razões	NCFP000	razão
e	e	CC	e
motivos	motivos	NCMP000	motivo
da	da	SPS00+DA0FS0	de+o
sua	sua	DP3FS0	seu
escuza	escusa	NCFS000	escusa
	,	Fc	,
q	que	PR0CN000	que
eu	eu	PP1CSN00	eu
espero	espero	VMIP1S0	esperar
q	que	CS	que
vsa	VSa	NP00000	VSa
dissimulará	dissimulará	VMIF3S0	dissimular
tambem	também	RG	também
como	como	SPS00	como
Pay	pai	NCMS000	pai
,	,	Fc	,
assegurandosse	assegurando-se	VMG0000+P00CN000	assegurar+se
q	que	CS	que
o	o	DA0MS0	o
seu	seu	DP3MS0	seu
ajustado	ajustado	VMP00SM	ajustar
procedimento	procedimento	NCMS000	procedimento
e	e	CC	e
boas	boas	AQ0FP0	bom
qualidades	qualidades	NCFP000	qualidade
são	são	VSIP3P0	ser
merecedoras	merecedoras	AQ0FP0	merecedor
de	de	SPS00	de
q	que	CS	que
o	o	PP3MSA00	o
tratte	trate	VMSP0S0	tratar
como	como	SPS00	como
filho	filho	NCMS000	filho
.	.	Fp	.
Quanto	Quanto	PA000000	quanto
ao	ao	SPS00+DA0MS0	a+o
Canonicato	Canonicato	NP00000	canonicato
de	de	SPS00	de
Elvas	Elvas	NP00000	elvas
	,	Fc	,
já	já	RG	já
disse	disse	VMIS3S0	dizer
a	a	SPS00	a
VSa	VSa	NP00000	VSa
as	as	DA0FP0	o
diligencias	diligências	NCFP000	diligência
q	que	PR0CN000	que
se	se	P00CN000	se
tinhão	tinham	VAII3P0	ter
feito	feito	VMP0000	fazer
Logo	logo	RG	logo
q	que	CS	que
recebi	recebi	VMIS1S0	receber
a	a	DA0FS0	o
sua	sua	DP3FS0	seu
carta	carta	NCFS000	carta
e	e	CC	e
	,	Fc	,
em	em	SPS00	em
se	se	P00CN000	se
recolhendo	recolhendo	VMG0000	recolher
a	a	SPS00	a
esta	esta	DD0FS0	este
corte	corte	NCFS000	corte
,	,	Fc	,
se	se	P00CN000	se
farão	farão	VMIF3P0	fazer
todas	todas	DI0FP0	todo
as	as	DA0FP0	o
mais	mais	PI0CN000	mais
q	que	PR0CN000	que
possão	possam	VMSP3P0	poder
ser	ser	VSN0000	ser
uteis	úteis	AQ0CP0	útil
pa	para	SPS00	para
o	o	DA0MS0	o
bom	bom	AQ0MS0	bom
sucesso	sucesso	NCMS000	sucesso
da	da	SPS00+DA0FS0	de+o
prettensão	pretensão	NCFS000	pretensão
;	.	Fp	.
e	E	CC	e
eu	eu	PP1CSN00	eu
estimarei	estimarei	VMIF1S0	estimar
ter	ter	VMN0000	ter
outras	outras	DI0FP0	outro
mtas	muitas	DI0FP0	muito
em	em	SPS00	em
q	que	PR0CN000	que
possa	possa	VMSP0S0	poder
mostrar	mostrar	VMN0000	mostrar
a	a	SPS00	a
VSa	VSa	NP00000	VSa
a	a	DA0FS0	o
vontade	vontade	NCFS000	vontade
q	que	PR0CN000	que
tenho	tenho	VMIP1S0	ter
de	de	SPS00	de
o	o	PP3MSA00	o
servir	servir	VMN0000	servir
em	em	SPS00	em
todas	todas	DI0FP0	todo
.	.	Fp	.
Ds	Deus	NP00000	deus
Ge	guarde	VMSP0S0	guardar
VSa	VSa	NP00000	VSa
ms	muitos	DI0MP0	muito
anos	anos	NCMP000	ano
	.	Fp	.
Roma	Roma	NP00000	roma
	,	Fc	,
10	10	Z	10
novembro	novembro	NCMS000	novembro
de	de	SPS00	de
1715	1715	Z	1715
M	Muito	RQ	muito
A	amigo	NCMS000	amigo
e	e	CC	e
servor	servidor	NCMS000	servidor
de	de	SPS00	de
VSa	VSa	NP00000	VSa
	,	Fc	,
O	o	DA0MS0	o
Cde	Conde	NP00000	conde
Andre	André	NP00000	andré
de	de	SPS00	de
Mo	Melo	NP00000	melo
Castro	Castro	NP00000	castro
Sr	Senhor	NP00000	senhor
Luis	Luís	NP00000	luís
joseph	José	NP00000	josé
de	de	SPS00	de
Vasconsellos	Vasconcelos	NP00000	vasconcelos
