S	Santíssima	AQSFS0	santo
preda	perda	VMSP0S0	perder
nenham	nenhuma	DI0FS0	nenhum
alma	alma	NCFS000	alma
	.	Fp	.
a	A	DA0FS0	o
Do	do	SPS00+DA0MS0	de+o
senhor	senhor	NCMS000	senhor
pai	pai	NCMS000	pai
esta	está	VMIP3S0	estar
e	e	CC	e
goçnz-zando	gozando	VMG0000	gozar
da	da	SPS00+DA0FS0	de+o
vista	vista	NCFS000	vista
	.	Fp	.
Ds	Desde	SPS00	desde
dia	dia	NCMS000	dia
Do	do	SPS00+DA0MS0	de+o
nasimento	nascimento	NCMS000	nascimento
da	da	SPS00+DA0FS0	de+o
sua	sua	DP3FS0	seu
espozza	esposa	NCFS000	esposo
tive	tive	VMIS1S0	ter
grenDe	grande	AQ0CS0	grande
e	e	CC	e
contenDa	contenda	NCFS000	contenda
com	com	SPS00	com
o	o	DA0MS0	o
moço	moço	NCMS000	moço
	.	Fp	.
Dalha	Dalha	Fp	.
me	me	PP1CS000	me
Dise	disse	VMIS3S0	dizer
q	que	CS	que
nasera	nascera	VMIM0S0	nascer
pa	para	SPS00	para
nos	nós	PP1CP000	nós
toda	toda	DI0FS0	todo
a	a	DA0FS0	o
ffellissedaDe	felicidade	NCFS000	felicidade
	,	Fc	,
pa	para	SPS00	para
elle	ele	PP3MS000	ele
te	te	PP2CS000	te
da	dá	VMIP3S0	dar
a	a	DA0FS0	o
pena	pena	NCFS000	pena
	.	Fp	.
i	E	CC	e
eu	eu	PP1CSN00	eu
com	com	SPS00	com
o	o	DA0MS0	o
poder	poder	NCMS000	poder
de	de	SPS00	de
vmce	VM	NP00000	VM
o	o	PP3MSA00	o
fis	fiz	VMIS1S0	fazer
Dizer	dizer	VMN0000	dizer
e	e	CC	e
queanto	quanto	DT0MS0	quanto
tempo	tempo	NCMS000	tempo
esteve	esteve	VMIS3S0	estar
alma	alma	NCFS000	alma
do	do	SPS00+DA0MS0	de+o
Senhor	senhor	NCMS000	senhor
pai	pai	NCMS000	pai
no	no	SPS00+DA0MS0	em+o
purgatoira	purgatório	NCMS000	purgatório
	.	Fp	.
meu	Meu	DP1MSS	meu
rico	rico	AQ0MS0	rico
pai	pai	NCMS000	pai
	,	Fc	,
não	não	RN	não
poço	posso	VMIP1S0	poder
emcarecre	encarecer	VMN0000	encarecer
a	a	DA0FS0	o
penea	pena	NCFS000	pena
q	que	PR0CN000	que
lhe	lhe	PP3CSD00	lhe
cazou	causou	VMIS3S0	causar
e	e	CC	e
me	me	PP1CS000	me
dise	disse	VMIS3S0	dizer
a	a	SPS00	a
seu	seu	DP3MS0	seu
paezar	pesar	NCMS000	pesar
q	que	CS	que
Dia	dia	NCMS000	dia
Do	do	SPS00+DA0MS0	de+o
santo	santo	AQ0MS0	santo
nome	nome	NCMS000	nome
De	de	SPS00	de
espoza	esposa	NCFS000	esposo
Do	do	SPS00+DA0MS0	de+o
filho	filho	NCMS000	filho
çaia	saia	VMSP0S0	sair
alma	alma	NCFS000	alma
do	do	SPS00+DA0MS0	de+o
pai	pai	NCMS000	pai
pa	para	SPS00	para
a	a	DA0FS0	o
ssidaDe	cidade	NCFS000	cidade
seleste	celeste	AQ0CS0	celeste
q	que	PR0CN000	que
fora	fora	VMIM0S0	ir
e	e	CC	e
pa	para	SPS00	para
pagar	pagar	VMN0000	pagar
alguma	alguma	DI0FS0	algum
falta	falta	NCFS000	falta
de	de	SPS00	de
confirmidaDe	conformidade	NCFS000	conformidade
e	e	CC	e
com	com	SPS00	com
as	as	DA0FP0	o
mallaes	males	NCMP000	mal
	,	Fc	,
mas	mas	CC	mais
elle	ele	PP3MS000	ele
me	me	PP1CS000	me
Dise	disse	VMIS3S0	dizer
q	que	CS	que
eu	eu	PP1CSN00	eu
o	o	PP3MSA00	o
pagaria	pagaria	VMIC0S0	pagar
	.	Fp	.
Bem	Bem	RG	bem
me	me	PP1CS000	me
tem	tem	VAIP3S0	ter
atormentado	atormentado	VMP0000	atormentar
o	o	DA0MS0	o
corpo	corpo	NCMS000	corpo
q	que	CS	que
alma	alma	NCFS000	alma
não	não	RN	não
podae	pode	VMIP3S0	poder
	.	Fp	.
asim	Assim	RG	assim
q	que	CS	que
poDe	pode	VMIP3S0	poder
vmce	VM	NP00000	VM
estar	estar	VMN0000	estar
muito	muito	RQ	muito
alegre	alegre	AQ0CS0	alegre
e	e	CC	e
por	por	SPS00	por
tamanha	tamanha	AQ0FS0	tamanho
dita	dita	NCFS000	dita
q	que	CS	que
não	não	RN	não
ha	há	VMIP3S0	haver
dae	de	SPS00	de
milhar	melhor	AQ0CS0	melhor
dita	dita	NCFS000	dita
q	que	CS	que
hir	ir	VMN0000	ir
pa	para	SPS00	para
o	o	DA0MS0	o
ceo	céu	NCMS000	céu
	.	Fp	.
a	À	SPS00+DA0FS0	a+o
Senhora	senhora	NCFS000	senhor
mai	mãe	NCFS000	mãe
	,	Fc	,
a	à	SPS00+DA0FS0	a+o
Senhoras	senhoras	NCFP000	senhor
irmãos	irmãos	NCMP000	irmão
me	me	PP1CS000	me
faça	faça	VMSP0S0	fazer
ridaDe	caridade	NCFS000	caridade
os	os	DA0MP0	o
pezimos	pêsames	NCMP000	pêsames
da	da	SPS00+DA0FS0	de+o
minha	minha	DP1FSS	meu
parte	parte	NCFS000	parte
	,	Fc	,
mas	mas	CC	mais
q	que	CS	que
alma	alma	NCFS000	alma
q	que	PR0CN000	que
esta	está	VMIP3S0	estar
no	no	SPS00+DA0MS0	em+o
ceo	céu	NCMS000	céu
q	que	PR0CN000	que
merese	merece	VMIP3S0	merecer
para	para	SPS00	para
Bem	bem	NCMS000	bem
	.	Fp	.
eu	Eu	PP1CSN00	eu
	,	Fc	,
da	da	SPS00+DA0FS0	de+o
minha	minha	DP1FSS	meu
parte	parte	NCFS000	parte
	,	Fc	,
Bem	bem	RG	bem
çaBe	sabe	VMIP3S0	saber
vmce	VM	NP00000	VM
o	o	DA0MS0	o
quento	quanto	PR0CN000	quanto
eu	eu	PP1CSN00	eu
farrei	farei	VMIF1S0	fazer
pela	pela	SPS00+DA0FS0	por+o
cua	sua	DP3FS0	seu
alma	alma	NCFS000	alma
	.	Fp	.
muitos	Muitos	DI0MP0	muito
Reponsços	responsos	NCMP000	responso
teve	teve	VMIS3S0	ter
a	a	DA0FS0	o
cua	sua	DP3FS0	seu
alma	alma	NCFS000	alma
	.	Fp	.
eu	Eu	PP1CSN00	eu
	,	Fc	,
meu	meu	DP1MSS	meu
pai	pai	NCMS000	pai
do	do	SPS00+DA0MS0	de+o
meu	meu	DP1MSS	meu
coração	coração	NCMS000	coração
	,	Fc	,
dia	dia	NCMS000	dia
da	da	SPS00+DA0FS0	de+o
cua	sua	DP3FS0	seu
espoza	esposa	NCFS000	esposo
da	da	SPS00+DA0FS0	de+o
Senhora	Senhora	NP00000	senhor
da	da	SPS00+DA0FS0	de+o
assumção	Assunção	NP00000	assunção
tive	tive	VMIS1S0	ter
grande	grande	AQ0CS0	grande
vizita	visita	NCFS000	visita
e	e	CC	e
em	em	SPS00	em
companhiia	companhia	NCFS000	companhia
de	de	SPS00	de
vmce	VM	NP00000	VM
de	de	SPS00	de
meia noite	meia-noite	NCFS000	meia-noite
e	e	CC	e
emte	até	SPS00	até
as	as	DA0FP0	o
tres	três	Z	três
	.	Fp	.
hi	Aí	RG	aí
vai	vai	VMIP3S0	ir
as	as	DA0FP0	o
pallavras	palavras	NCFP000	palavra
em	em	SPS00	em
que	que	PR0CN000	que
Rompeo	rompeu	VMIS3S0	romper
alma	alma	NCFS000	alma
	,	Fc	,
tudo	tudo	PI0NN000	tudo
nassido	nascido	VMP00SM	nascer
coração	coração	NCMS000	coração
q	que	PR0CN000	que
Bem	bem	RG	bem
me	me	PP1CS000	me
parese	parece	VMIP3S0	parecer
q	que	CS	que
Bem	bem	RG	bem
se	se	P00CN000	se
podera	poderá	VMIF3S0	poder
dar	dar	VMN0000	dar
a	a	DA0FS0	o
empreça	empresa	NCFS000	empresa
e	e	CC	e
tamBem	também	RG	também
do	do	SPS00+DA0MS0	de+o
Santisimo	santíssimo	AQSMS0	santo
nassimento	nascimento	NCMS000	nascimento
da	da	SPS00+DA0FS0	de+o
cua	sua	DP3FS0	seu
riça	rica	AQ0FS0	rico
espoza	esposa	NCFS000	esposo
	.	Fp	.
mas	Mas	CC	mas
	,	Fc	,
meu	meu	DP1MSS	meu
pai	pai	NCMS000	pai
	,	Fc	,
nada	nada	PI0NN00N	nada
disto	disto	SPS00+PD0NN000	de+isto
he	é	VSIP3S0	ser
meu	meu	PX1MS0S0	meu
q	que	CS	que
todo	todo	PI0MS000	todo
he	é	VSIP3S0	ser
de	de	SPS00	de
vmce	VM	NP00000	VM
	.	Fp	.
eu	Eu	PP1CSN00	eu
pedi	pedi	VMIS1S0	pedir
ao	ao	SPS00+DA0MS0	a+o
pe	Padre	NP00000	padre
Jeseph	Joseph	NP00000	joseph
me	me	PP1CS000	me
escrever	escrever	VMN0000	escrever
tudo	tudo	PI0NN000	tudo
e	e	CC	e
com	com	SPS00	com
grande	grande	AQ0CS0	grande
segredo	segredo	NCMS000	segredo
e	e	CC	e
porque	porque	CS	porque
o	o	DA0MS0	o
noço	nosso	DP1MSP	nosso
moço	moço	NCMS000	moço
não	não	RN	não
o	o	PP3MSA00	o
pode	pode	VMIP3S0	poder
	.	Fp	.
çofre	Sofre	VMIP3S0	sofrer
	,	Fc	,
nem	nem	CCN	nem
mo	mo	PP1CS000+PP3MSA00	me+o
deizxa	deixa	VMIP3S0	deixar
e	e	CC	e
escrever	escrever	VMN0000	escrever
a	a	SPS00	a
mim	mim	PP1CSO00	mim
a	a	DA0FS0	o
dillaçam	dilação	NCFS000	dilação
de	de	SPS00	de
eu	eu	PP1CSN00	eu
mnão	não	RN	não
ter	ter	VAN0000	ter
escrivido	escrevido	VMP0000	escrever
	.	Fp	.
o	O	DA0MS0	o
moço	moço	NCMS000	moço
não	não	RN	não
pode	pode	VMIP3S0	poder
	,	Fc	,
çofre	sofre	VMIP3S0	sofrer
	,	Fc	,
mas	mas	CC	mais
o	o	DA0MS0	o
Sentissimo	santíssimo	AQSMS0	santo
nome	nome	NCMS000	nome
de	de	SPS00	de
minha	minha	DP1FSS	meu
Senhora	senhora	NCFS000	senhor
o	o	PP3MSA00	o
tem	tem	VAIP3S0	ter
botado	botado	VMP0000	botar
e	e	CC	e
por	por	SPS00	por
terra	terra	NCFS000	terra
os	ós	SPS00+DA0MP0	a+o
pes	pés	NCMP000	pé
de	de	SPS00	de
vmce	VM	NP00000	VM
	.	Fp	.
esta	Está	VMIP3S0	estar
prezo	preso	AQ0MSP	preso
emquante	enquanto	CS	enquanto
for	for	VSSF0S0	ser
vontade	vontade	NCFS000	vontade
	.	Fp	.
cua	Sua	DP3FS0	seu
espoza	esposa	NCFS000	esposo
agora	agora	RG	agora
mande	mande	VMSP0S0	mandar
huma	uma	DI0FS0	um
fflore	flor	NCFS000	flor
daquela	daquela	SPS00+DD0FS0	de+aquele
rica	rica	AQ0FS0	rico
capella	capela	NCFS000	capela
q	que	PR0CN000	que
cua	sua	DP3FS0	seu
espoza	esposa	NCFS000	esposo
lhe	lhe	PP3CSD00	lhe
pos	pôs	VMIS3S0	pôr
na	na	SPS00+DA0FS0	em+o
caBeça	cabeça	NCFS000	cabeça
e	e	CC	e
porque	porque	CS	porque
sam	são	VSIP3P0	ser
fflores	flores	NCFP000	flor
colhidas	colhidas	VMP00PF	colher
no	no	SPS00+DA0MS0	em+o
jardim	jardim	NCMS000	jardim
da	da	SPS00+DA0FS0	de+o
gloria	glória	NCFS000	glória
q	que	CS	que
a	a	PP3FSA00	o
quera	querá	VMIF3S0	querer
meter	meter	VMN0000	meter
no	no	SPS00+DA0MS0	em+o
coração	coração	NCMS000	coração
	,	Fc	,
o	o	DA0MS0	o
q	que	PR0CN000	que
	.	Fp	.
agora	Agora	RG	agora
chegara	chegará	VMIF3S0	chegar
ao	ao	SPS00+DA0MS0	a+o
seus	seus	DP3MP0	seu
pes	pés	NCMP000	pé
q	que	CS	que
ssedo	cedo	RG	cedo
chegara	chegará	VMIF3S0	chegar
esse	esse	DD0MS0	esse
dia	dia	NCMS000	dia
pa	para	SPS00	para
a	a	DA0FS0	o
minha	minha	DP1FSS	meu
alma	alma	NCFS000	alma
q	que	CS	que
grande	grande	AQ0CS0	grande
pena	pena	NCFS000	pena
he	é	VSIP3S0	ser
a	a	DA0FS0	o
minha	minha	PX1FS0S0	meu
por	por	SPS00	por
não	não	RN	não
chegar	chegar	VMN0000	chegar
a	a	SPS00	a
dezaBar	desabar	VMN0000	desabar
o	o	DA0MS0	o
coração	coração	NCMS000	coração
aos	aos	SPS00+DA0MP0	a+o
pes	pés	NCMP000	pé
do	do	SPS00+DA0MS0	de+o
meu	meu	DP1MSS	meu
amado	amado	VMP00SM	amar
pai	pai	NCMS000	pai
	.	Fp	.
e	E	CC	e
premita	permita	VMSP0S0	permitir
Ds	Deus	NP00000	deus
chegar me	chegar-me	VMN0000+PP1CS000	chegar+me
esse	esse	DD0MS0	esse
ditozo	ditoso	AQ0MS0	ditoso
tempo	tempo	NCMS000	tempo
mas	mas	CC	mais
Ds	Deus	NP00000	deus
q	que	CS	que
me	me	PP1CS000	me
chega	chega	VMIP3S0	chegar
e	e	CC	e
me	me	PP1CS000	me
Da	dá	VMIP3S0	dar
e	e	CC	e
tantas	tantas	DI0FP0	tanto
conçollaçons	consolações	NCFP000	consolação
e	e	CC	e
por	por	SPS00	por
meresimenitos	merecimentos	NCMP000	merecimento
deu	deu	VMIS3S0	dar
mce	mercê	NCFS000	mercê
	.	Fp	.
tamBem	Também	RG	também
ha	há	VMIP3S0	haver
de	de	SPS00	de
chegar	chegar	VMN0000	chegar
esse	esse	DD0MS0	esse
tempo	tempo	NCMS000	tempo
	.	Fp	.
gora	Agora	RG	agora
me	me	PP1CS000	me
dise	disse	VMIS3S0	dizer
a	a	DA0FS0	o
ucua	sua	DP3FS0	seu
espoza	esposa	NCFS000	esposo
q	que	CS	que
	,	Fc	,
a	a	SPS00	a
todas	todas	DI0FP0	todo
as	as	DA0FP0	o
criaturas	criaturas	NCFP000	criatura
q	que	PR0CN000	que
vmce	VM	NP00000	VM
chegará	chegara	VMIM0S0	chegar
aos	aos	SPS00+DA0MP0	a+o
seos	seus	DP3MP0	seu
pes	pés	NCMP000	pé
	,	Fc	,
lhe	lhe	PP3CSD00	lhe
recomende	recomende	VMSP0S0	recomendar
a	a	DA0FS0	o
devoçam	devoção	NCFS000	devoção
e	e	CC	e
do	do	SPS00+DA0MS0	de+o
nome	nome	NCMS000	nome
de	de	SPS00	de
maria	Maria	NP00000	maria
	.	Fp	.
e	E	CC	e
vmce	VM	NP00000	VM
quendo	quando	CS	quando
estiver	estiver	VMSF0S0	estar
diante	diante	RG	diante
da	da	SPS00+DA0FS0	de+o
cua	sua	DP3FS0	seu
espoza	esposa	NCFS000	esposo
quer	quer	VMIP3S0	querer
q	que	CS	que
Diga	diga	VMSP0S0	dizer
maria	Maria	NP00000	maria
	,	Fc	,
sede	sede	VSM02P0	ser
pa	para	SPS00	para
mim	mim	PP1CSO00	mim
maria	Maria	NP00000	maria
	.	Fp	.
eu	Eu	PP1CSN00	eu
vou	vou	VMIP1S0	ir
e	e	CC	e
contianto	contianto	X	X
os	os	DA0MP0	o
meus	meus	DP1MPS	meu
emcressios	emcressios	X	X
em	em	SPS00	em
ma	minha	DP1FSS	meu
santa	santa	AQ0FS0	santo
oBedienssia	obediência	NCFS000	obediência
com	com	SPS00	com
que	que	PR0CN000	que
estou	estou	VMIP1S0	estar
firme	firme	RG	firme
	,	Fc	,
o	o	DA0MS0	o
dia	dia	NCMS000	dia
da	da	SPS00+DA0FS0	de+o
Senhora	Senhora	NP00000	senhor
d	de	SPS00	de
assumção	Assunção	NP00000	assunção
eu	eu	PP1CSN00	eu
as	as	PP3FPA00	o
vivei	vivei	VMM02P0	viver
aos	aos	SPS00+DA0MP0	a+o
pes	pés	NCMP000	pé
de	de	SPS00	de
vmce	VM	NP00000	VM
	,	Fc	,
da	da	SPS00+DA0FS0	de+o
cua	sua	DP3FS0	seu
espoza	esposa	NCFS000	esposo
	,	Fc	,
a	a	PP3FSA00	o
Retifisei	retifiquei	VMIS3S0	retificar
e	e	CC	e
no	no	SPS00+DA0MS0	em+o
dia	dia	NCMS000	dia
do	do	SPS00+DA0MS0	de+o
nassimento	nascimento	NCMS000	nascimento
da	da	SPS00+DA0FS0	de+o
cua	sua	DP3FS0	seu
espoza	esposa	NCFS000	esposo
da	da	SPS00+DA0FS0	de+o
mesma	mesma	AQ0FS0	mesmo
corte	corte	NCFS000	corte
eu	eu	PP1CSN00	eu
Resibi	recebi	VMIS1S0	receber
a	a	DA0FS0	o
Bença	bênção	NCFS000	bênção
de	de	SPS00	de
vmce	VM	NP00000	VM
e	e	CC	e
com	com	SPS00	com
grende	grande	AQ0CS0	grande
concolação	consolação	NCFS000	consolação
da	da	SPS00+DA0FS0	de+o
minha	minha	DP1FSS	meu
alma	alma	NCFS000	alma
	.	Fp	.
agora	Agora	RG	agora
tome	tome	VMSP0S0	tomar
vmce	VM	NP00000	VM
a	a	DA0FS0	o
do	do	SPS00+DA0MS0	de+o
noço	nosso	DP1MSP	nosso
menino	menino	NCMS000	menino
novo	novo	AQ0MS0	novo
q	que	PR0CN000	que
dia	dia	NCMS000	dia
do	do	SPS00+DA0MS0	de+o
nassimento	nascimento	NCMS000	nascimento
da	da	SPS00+DA0FS0	de+o
Senhoraa	senhora	NCFS000	senhor
o	o	PP3MSA00	o
puzera	pusera	VMIM0S0	pôr
nas	nas	SPS00+DA0FP0	em+o
mans	mãos	NCFP000	mão
de	de	SPS00	de
vmce	VM	NP00000	VM
e	e	CC	e
vmce	VM	NP00000	VM
mo	mo	PP1CS000+PP3MSA00	me+o
pos	pôs	VMIS3S0	pôr
minhas	minhas	DP1FPS	meu
mans	mãos	NCFP000	mão
	.	Fp	.
meu	Meu	DP1MSS	meu
pai	pai	NCMS000	pai
	,	Fc	,
he	é	VSIP3S0	ser
couza	coisa	NCFS000	coisa
do	do	SPS00+DA0MS0	de+o
ceo	céu	NCMS000	céu
esta	esta	PD0FS000	este
e	e	CC	e
conm	com	SPS00	com
as	as	DA0FP0	o
manzinhas	mãozinhas	NCFP00D	mão
em	em	SPS00	em
crsi	cruz	NCFS000	cruz
e	e	CC	e
no	no	SPS00+DA0MS0	em+o
ppeito	peito	NCMS000	peito
este	este	DD0MS0	este
he	é	VSIP3S0	ser
o	o	DA0MS0	o
mes	mais	RC	mais
Boznito	bonito	AQ0MS0	bonito
q	que	PR0CN000	que
me	me	PP1CS000	me
estava	estava	VMII0S0	estar
e	e	CC	e
premitido	permitido	VMP00SM	permitir
	,	Fc	,
mas	mas	CC	mais
não	não	RN	não
o	o	PP3MSA00	o
çaBia	sabia	VMII0S0	saber
pa	para	SPS00	para
o	o	PP3MSA00	o
dizer	dizer	VMN0000	dizer
e	e	CC	e
a	a	SPS00	a
vmce	VM	NP00000	VM
	.	Fp	.
mas	Mas	CC	mas
me	me	PP1CS000	me
dizera	dissera	VMIM0S0	dizer
o	o	DA0MS0	o
pregrino	peregrino	NCMS000	peregrino
e	e	CC	e
q	que	CS	que
não	não	RN	não
he	é	VSIP3S0	ser
meu	meu	DP1MSS	meu
senão	senão	CC	senão
em quemto	enquanto	CS	enquanto
vmce	VM	NP00000	VM
nãnão	não	RN	não
vier	vier	VMSF0S0	vir
para	para	SPS00	para
esta	esta	DD0FS0	este
terra	terra	NCFS000	terra
	.	Fp	.
o	O	DA0MS0	o
premita	permita	VMSP0S0	permitir
Ds	Deus	NP00000	deus
q	que	CS	que
seja	seja	VSSP0S0	ser
logo	logo	RG	logo
	,	Fc	,
logo	logo	RG	logo
pa	para	SPS00	para
ver	ver	VMN0000	ver
esta	esta	DD0FS0	este
prenda	prenda	NCFS000	prenda
do	do	SPS00+DA0MS0	de+o
ceo	céu	NCMS000	céu
	.	Fp	.
mas	Mas	CC	mas
	,	Fc	,
meu	meu	DP1MSS	meu
pai	pai	NCMS000	pai
	,	Fc	,
esta	está	VMIP3S0	estar
em	em	SPS00	em
segredo	segredo	NCMS000	segredo
	,	Fc	,
não	não	RN	não
premite	permite	VMIP3S0	permitir
cua	sua	DP3FS0	seu
espoza	esposa	NCFS000	esposo
q	que	CS	que
o	o	PP3MSA00	o
mostre	mostre	VMSP0S0	mostrar
ate	até	SPS00	até
q	que	CS	que
vmce	VM	NP00000	VM
não	não	RN	não
venha	venha	VMSP0S0	vir
pa	para	SPS00	para
esta	esta	DD0FS0	este
terra	terra	NCFS000	terra
	.	Fp	.
he	É	VSIP3S0	ser
muito	muito	RQ	muito
Bunito	bonito	AQ0MS0	bonito
	.	Fp	.
aaos	Aos	SPS00+DA0MP0	a+o
meus	meus	DP1MPS	meu
e	e	CC	e
confeçores	confessores	NCMP000	confessor
se	se	P00CN000	se
recomenDão	recomendam	VMIP3P0	recomendar
e	e	CC	e
com	com	SPS00	com
muitas	muitas	DI0FP0	muito
çaudades	saudades	NCFP000	saudade
	.	Fp	.
a	A	DA0FS0	o
thereza	Teresa	NP00000	teresa
se	se	P00CN000	se
recomenda	recomenda	VMIP3S0	recomendar
e	e	CC	e
con	com	SPS00	com
muitas	muitas	DI0FP0	muito
çaudades	saudades	NCFP000	saudade
e	e	CC	e
q	que	CS	que
a	a	PP3FSA00	o
emcomende	encomende	VMSP0S0	encomendar
a	a	SPS00	a
deos	Deus	NP00000	deus
q	que	CS	que
a	a	PP3FSA00	o
faça	faça	VMSP0S0	fazer
huma	uma	DI0FS0	um
Santinha	santinha	NCFS00D	santo
	.	Fp	.
a	À	SPS00+DA0FS0	a+o
minha	minha	DP1FSS	meu
rica	rica	AQ0FS0	rico
Irmanzinha	irmãzinha	NCFS00D	irmão
muitas	muitas	DI0FP0	muito
çaudades	saudades	NCFP000	saudade
e	e	CC	e
a	à	SPS00+DA0FS0	a+o
Senhora	Senhora	NP00000	senhor
Luzia	Luzia	NP00000	luzia
de	de	SPS00	de
santa	Santa	NP00000	santa
roza	Rosa	NP00000	rosa
as	as	DA0FP0	o
mesmas	mesmas	AQ0FP0	mesmo
e	e	CC	e
as	às	SPS00+DA0FP0	a+o
de	de	SPS00	de
vila	Vila	NP00000	vila
cova	Cova	NP00000	cova
muitas	muitas	DI0FP0	muito
çaudaDes	saudades	NCFP000	saudade
	.	Fp	.
o	O	DA0MS0	o
pe	Padre	NP00000	padre
Joseph	José	NP00000	josé
se	se	P00CN000	se
recomenda	recomenda	VMIP3S0	recomendar
e	e	CC	e
com	com	SPS00	com
muitas	muitas	DI0FP0	muito
çaudades	saudades	NCFP000	saudade
e	e	CC	e
q	que	CS	que
alma	alma	NCFS000	alma
do	do	SPS00+DA0MS0	de+o
Senhor	senhor	NP00000	senhor
pai	pai	NCMS000	pai
q	que	PR0CN000	que
ca	cá	RG	cá
emcomenda	encomenda	VMIP3S0	encomendar
a	a	SPS00	a
Ds	Deus	NP00000	deus
o	o	DA0MS0	o
pe	padre	NCMS000	padre
	.	Fp	.
ppoullo	Pelo	SPS00+DA0MS0	por+o
