Meu	Meu	DP1MSS	meu
Eu	Eu	PP1CSN00	eu
ja	já	RG	já
tenho	tenho	VMIP1S0	ter
asentado	assentado	VMP00SM	assentar
comigo	comigo	SPS00+PP1CSO00	com+mim
não	não	RN	não
crer	crer	VMN0000	crer
nova	nova	NCFS000	novo
nenhuma	nenhuma	DI0FS0	nenhum
,	,	Fc	,
porq	porque	CS	porque
asim	assim	RG	assim
as	as	DA0FP0	o
domesticas	domésticas	NCFP000	doméstica
,	,	Fc	,
como	como	CS	como
as	as	DA0FP0	o
estrangeiras	estrangeiras	NCFP000	estrangeira
,	,	Fc	,
acho	acho	VMIP1S0	achar
mentirozas	mentirosas	AQ0FP0	mentiroso
,	,	Fc	,
mas	mas	CC	mais
ainda	ainda	RG	ainda
asim	assim	RG	assim
recreão	recriam	VMIP3P0	recriar
nesta	nesta	SPS00+DD0FS0	em+este
solidão	solidão	NCFS000	solidão
,	.	Fp	.
o	O	DA0MS0	o
tempo	tempo	NCMS000	tempo
nos	nos	SPS00+DA0MP0	em+o
mostrará	mostrará	VMIF3S0	mostrar
a	a	DA0FS0	o
verdade	verdade	NCFS000	verdade
de	de	SPS00	de
tudo	tudo	PI0NN000	tudo
,	,	Fc	,
e	e	CC	e
eu	eu	PP1CSN00	eu
em	em	SPS00	em
todo	tudo	PI0NN000	tudo
sirvirey	servirei	VMIF1S0	servir
a	a	SPS00	a
VM	VM	NP00000	VM
como	como	CS	como
devo	devo	VMIP1S0	dever
.	.	Fp	.
gde	Guarde	VMSP0S0	guardar
Ds	Deus	NP00000	deus
a	a	SPS00	a
VM	VM	NP00000	VM
ms	muitos	DI0MP0	muito
anns	anos	NCMP000	ano
	.	Fp	.
Elvas	Elvas	NP00000	elvas
	,	Fc	,
26	26	Z	26
de	de	SPS00	de
Abril	abril	NCMS000	abril
de	de	SPS00	de
1703	1703	Z	1703
	.	Fp	.
Compe	Compadre	NCMS000	compadre
Ao	amigo	NCMS000	amigo
e	e	CC	e
sde	sde	NCFS000	sde
d	de	SPS00	de
Co	coração	NCMS000	coração
	,	Fc	,
João	João	NP00000	joão
Furtdo	Furtado	NP00000	furtado
de	de	SPS00	de
Mendonça	Mendonça	NP00000	mendonça
Sr	Senhor	NP00000	senhor
Luis	Luís	NP00000	luís
Jozeph	José	NP00000	josé
de	de	SPS00	de
Vascos	Vasconcelos	NP00000	vasconcelos
