Ao	Amigo	NCMS000	amigo
eu	eu	PP1CSN00	eu
pensativo	pensativo	AQ0MS0	pensativo
;	,	Fc	,
mas	mas	CC	mais
não	não	RN	não
por	por	SPS00	por
muito	muito	DI0MS0	muito
tem-po	tempo	NCMS000	tempo
,	,	Fc	,
porq	porque	CS	porque
logo	logo	RG	logo
me	me	PP1CS000	me
descubrio	descobriu	VMIS3S0	descobrir
o	o	DA0MS0	o
do	dito	VMP00SM	dizer
Bmeu	Bartolomeu	NP00000	bartolomeu
q	que	CS	que
o	o	DA0MS0	o
q	que	PR0CN000	que
Bisconde	Visconde	NP00000	visconde
lhe	lhe	PP3CSD00	lhe
tinha	tinha	VAII0S0	ter
dito	dito	VMP00SM	dizer
fora	fora	RG	fora
q	que	CS	que
era	era	VSII0S0	ser
tempo	tempo	NCMS000	tempo
de	de	SPS00	de
eu	eu	PP1CSN00	eu
sahir	sair	VMN0000	sair
,	,	Fc	,
e	e	CC	e
q	que	CS	que
não	não	RN	não
havia	havia	VMII0S0	haver
de	de	SPS00	de
estar	estar	VMN0000	estar
sempre	sempre	RG	sempre
prezo	preso	NCMS000	preso
;	.	Fp	.
e	E	CC	e
q	que	CS	que
o	o	DA0MS0	o
meu	meu	DP1MSS	meu
Irmão	irmão	NCMS000	irmão
	,	Fc	,
o	o	DA0MS0	o
mandar-me	mandar-me	VMN0000+PP1CS000	mandar+me
fazer	fazer	VMN0000	fazer
aquela	aquela	DD0FS0	aquele
escolha	escolha	NCFS000	escolha
,	,	Fc	,
era	era	VMIP3S0	era
para	para	SPS00	para
ver	ver	VMN0000	ver
se	se	CS	se
eu	eu	PP1CSN00	eu
cahia	caía	VMII0S0	cair
em	em	SPS00	em
escolher	escolher	VMN0000	escolher
al-güa	alguma	DI0FS0	algum
das	das	SPS00+DA0FP0	de+o
duas	duas	Z	duas
partes	partes	NCFP000	parte
,	,	Fc	,
e	e	CC	e
elle	ele	PP3MS000	ele
com	com	SPS00	com
a	a	DA0FS0	o
ma	minha	DP1FSS	meu
Carta	carta	NCFS000	carta
fazer	fazer	VMN0000	fazer
requeri-mto	requerimento	NCMS000	requerimento
fingindo	fingindo	SPS00	fingindo
ser	ser	VSN0000	ser
ma	minha	DP1FSS	meu
vontade	vontade	NCFS000	vontade
,	,	Fc	,
e	e	CC	e
pregar-me	pregar-me	CC	e
o	o	DA0MS0	o
calo	calo	NCMS000	calo
;	.	Fp	.
porem	Porém	RG	porém
	,	Fc	,
eu	eu	PP1CSN00	eu
	,	Fc	,
meditando	meditando	VMG0000	meditar
nisto	nisto	SPS00+PD0NN000	em+isto
	,	Fc	,
escrevi-lhe	escrevi-lhe	Fc	,
e	e	CC	e
mandei-lhe	mandei-lhe	VMIS1S0+PP3CSD00	mandar+lhe
dizer	dizer	VMN0000	dizer
que	que	CS	que
nem	nem	CC	nem
pa	para	SPS00	para
huma	uma	DI0FS0	um
nem	nem	CC	nem
para	para	SPS00	para
outra	outra	DI0FS0	outro
parte	parte	NCFS000	parte
queira	queira	VMSP0S0	querer
hir	ir	VMN0000	ir
;	,	Fc	,
pois	pois	CS	pois
eu	eu	PP1CSN00	eu
não	não	RN	não
tinha	tinha	VAII0S0	ter
cometido	cometido	VMP0000	cometer
couza	coisa	NCFS000	coisa
para	para	SPS00	para
me	me	PP1CS000	me
Castigarem	castigarem	VMIP3P0	castigarer
:	.	Fp	.
Foi	Foi	VMIS3S0	ir
a	a	DA0FS0	o
Car-ta	carta	NCFS000	carta
,	,	Fc	,
e	e	CC	e
Bmeu	Bartolomeu	NP00000	bartolomeu
	.	Fp	.
e	E	CC	e
logo	logo	RG	logo
hontem	ontem	RG	ontem
	,	Fc	,
3a fra	terça-feira	NCFS000	terça-feira
	,	Fc	,
pela	pela	SPS00+DA0FS0	por+o
manham	manhã	NCFS000	manhã
veio	veio	VMIS3S0	vir
o	o	DA0MS0	o
do	dito	VMP00SM	dizer
Bmeu	Bartolomeu	NP00000	bartolomeu
outra	outra	DI0FS0	outro
vez	vez	NCFS000	vez
com	com	SPS00	com
hüa	uma	DI0FS0	um
Carta	carta	NCFS000	carta
de	de	SPS00	de
meu	meu	DP1MSS	meu
Irmão	irmão	NCMS000	irmão
	,	Fc	,
onde	onde	PA000000	onde
me	me	PP1CS000	me
dezia	dizia	VMII0S0	dizer
queria	queria	VMII0S0	querer
saber	saber	VMN0000	saber
a	a	DA0FS0	o
vida	vida	NCFS000	vida
q	que	CS	que
eu	eu	PP1CSN00	eu
queria	queria	VMII0S0	querer
seguir	seguir	VMN0000	seguir
,	,	Fc	,
para	para	SPS00	para
Com	com	SPS00	com
a	a	DA0FS0	o
dita	dita	NCFS000	dita
reposta	resposta	NCFS000	resposta
falar	falar	VMN0000	falar
ao	ao	SPS00+DA0MS0	a+o
Bisconde	visconde	NCMS000	visconde
:	.	Fp	.
Acabei	Acabei	VMIS1P0	acabar
de	de	SPS00	de
Ler	ler	VMN0000	ler
a	a	DA0FS0	o
Carta	carta	NCFS000	carta
e	e	CC	e
	,	Fc	,
virando-me	virando-me	Fc	,
pa	para	SPS00	para
Bmeu	Bartolomeu	NP00000	bartolomeu
	,	Fc	,
lhe	lhe	PP3CSD00	lhe
dise	disse	VMIS3S0	dizer
q	que	CS	que
estranhava	estranhava	VMII0S0	estranhar
a	a	DA0FS0	o
aspereza	aspereza	NCFS000	aspereza
do	do	SPS00+DA0MS0	de+o
recado	recado	NCMS000	recado
q	que	PR0CN000	que
me	me	PP1CS000	me
trouxera	trouxera	VMIM0S0	trazer
e	e	CC	e
a	a	DA0FS0	o
brandura	brandura	NCFS000	brandura
da	da	SPS00+DA0FS0	de+o
Carta	carta	NCFS000	carta
Com	com	SPS00	com
elle	ele	PP3MS000	ele
me	me	PP1CS000	me
escrevia	escrevia	VMII0S0	escrever
:	.	Fp	.
respondeo-me	Respondeu-me	VMIS3S0+PP1CS000	responder+me
Bmeu	Bartolomeu	NP00000	bartolomeu
q	que	CS	que
meu	meu	DP1MSS	meu
Irmão	irmão	NCMS000	irmão
ja	já	RG	já
não	não	RN	não
falava	falava	VMII0S0	falar
em	em	SPS00	em
Angola	Angola	NP00000	angola
e	e	CC	e
India	Índia	NP00000	índia
,	,	Fc	,
e	e	CC	e
q	que	CS	que
me	me	PP1CS000	me
mandava	mandava	VMII0S0	mandar
dizer	dizer	VMN0000	dizer
queria	queria	VMII0S0	querer
saber	saber	VMN0000	saber
o	o	DA0MS0	o
estado	estado	NCMS000	estado
q	que	PR0CN000	que
queria	queria	VMII0S0	querer
eu	eu	PP1CSN00	eu
seguir	seguir	VMN0000	seguir
,	,	Fc	,
fosse	fosse	VMSI0S0	ir
o	o	DA0MS0	o
q	que	PR0CN000	que
fosse	fosse	VMSI0S0	ir
	,	Fc	,
ou	ou	CC	ou
Clerigo	clérigo	NCMS000	clérigo
ou	ou	CC	ou
fra-de	frade	NCMS000	frade
ou	ou	CC	ou
sentar	assentar	VMN0000	assentar
prasa	praça	NCFS000	praça
;	,	Fc	,
e	e	CC	e
q	que	CS	que
meu	meu	DP1MSS	meu
Irmão	irmão	NCMS000	irmão
andava	andava	VMII0S0	andar
com	com	SPS00	com
seu	seu	DP3MS0	seu
re-ceio	receio	NCMS000	receio
q	que	CS	que
a	a	SPS00	a
Rainha	Rainha	NP00000	rainha
me	me	PP1CS000	me
mandase	mandasse	VMSI0S0	mandar
soltar	soltar	VMN0000	soltar
:	.	Fp	.
Com	Com	SPS00	com
estas	estas	DD0FP0	este
informaso-ens	informações	NCFP000	informação
,	,	Fc	,
fiz	fiz	VMIS1S0	fazer
a	a	DA0FS0	o
reposta	resposta	NCFS000	resposta
a	a	SPS00	a
meu	meu	DP1MSS	meu
Irmão	irmão	NCMS000	irmão
,	,	Fc	,
onde	onde	PA000000	onde
lhe	lhe	PP3CSD00	lhe
mandava	mandava	VMII0S0	mandar
dizer	dizer	VMN0000	dizer
q	que	CS	que
	,	Fc	,
como	como	CS	como
elle	ele	PP3MS000	ele
dezejava	desejava	VMII0S0	desejar
saber	saber	VMN0000	saber
a	a	DA0FS0	o
vida	vida	NCFS000	vida
que	que	CS	que
eu	eu	PP1CSN00	eu
queria	queria	VMII0S0	querer
seuguir	seguir	VMN0000	seguir
	,	Fc	,
devia	devia	VMII0S0	dever
supor	supor	VMN0000	supor
q	que	CS	que
queria	queria	VMII0S0	querer
lhe	lhe	PP3CSD00	lhe
falase	falasse	VMSI0S0	falar
sinsera	sinsera	NCFS000	sinsera
e	e	CC	e
verdadeiramte	verdadeiramente	RG	verdadeiramente
,	,	Fc	,
e	e	CC	e
q	que	CS	que
nes-ta	nesta	SPS00+DD0FS0	em+este
já	já	RG	já
era	era	VSII0S0	ser
obrigado	obrigado	VMP00SM	obrigar
a	a	SPS00	a
dizer	dizer	VMN0000	dizer
q	que	CS	que
a	a	DA0FS0	o
vida	vida	NCFS000	vida
q	que	PR0CN000	que
queria	queria	VMII0S0	querer
seguir	seguir	VMN0000	seguir
era	era	VMIP3S0	era
a	a	SPS00	a
militar	militar	NCMS000	a
,	.	Fp	.
e	E	CC	e
q	que	CS	que
perdoa-se	perdoasse	VMSI0S0	perdoar
elle	ele	PP3MS000	ele
se	se	CS	se
eu	eu	PP1CSN00	eu
o	o	PP3MSA00	o
não	não	RN	não
obsequiava	obsequiava	RN	não
Na	na	SPS00+DA0FS0	em+o
ma	minha	DP1FSS	meu
resolusão	resolução	NCFS000	resolução
.	.	Fp	.
Isto	Isto	PD0NN000	isto
foi	foi	VMIS3S0	ir
hontem	ontem	RG	ontem
,	,	Fc	,
e	e	CC	e
não	não	RN	não
sei	sei	VMIP1S0	saber
o	o	DA0MS0	o
que	que	PR0CN000	que
pasou	passou	VMIS3S0	passar
depois	depois	RG	depois
:	.	Fp	.
porem	Porém	RG	porém
	,	Fc	,
como	como	CS	como
me	me	PP1CS000	me
lembro	lembro	VMIP1S0	lembrar
não	não	RN	não
atrapalhe	atrapalhe	VMIP3S0	atrapalher
meu	meu	DP1MSS	meu
Irmão	irmão	NCMS000	irmão
alguma	alguma	DI0FS0	algum
Couza	coisa	NCFS000	coisa
,	,	Fc	,
lhe	lhe	PP3CSD00	lhe
faso	faço	VMIP1S0	fazer
este	este	DD0MS0	este
avizo	aviso	NCMS000	aviso
,	,	Fc	,
pedindolhe	pedindo-lhe	VMG0000+PP3CSD00	pedir+lhe
me	me	PP1CS000	me
queira	queira	VMSP0S0	querer
notisiar	noticiar	VMN0000	noticiar
se	se	CS	se
há	há	VMIP3S0	haver
alguma	alguma	DI0FS0	algum
novidade	novidade	NCFS000	novidade
,	,	Fc	,
ou	ou	CC	ou
se	se	CS	se
já	já	RG	já
Comesou	começou	VMIS3S0	começar
o	o	DA0MS0	o
meu	meu	DP1MSS	meu
requerimento	requerimento	NCMS000	requerimento
,	,	Fc	,
posto	posto	CS	pôr
q	que	CS	que
ainda	ainda	RG	ainda
não	não	RN	não
tenha	tenha	VMSP0S0	ter
remetiso	remetiso	SPS00	remetiso
dinhro	dinheiro	NCMS000	dinheiro
,	.	Fp	.
porem	Porém	RG	porém
	,	Fc	,
depois	depois	RG	depois
q	que	CS	que
Cá	cá	RG	cá
veio	veio	VMIS3S0	vir
ainda	ainda	RG	ainda
não	não	RN	não
recebi	recebi	VMIS1S0	receber
nem	nem	CC	nem
sinco	cinco	Z	cinco
rs	réis	NCMP000	réis
,	,	Fc	,
e	e	CC	e
por	por	SPS00	por
este	este	DD0MS0	este
motivo	motivo	NCMS000	motivo
mandei	mandei	VMIS1S0	mandar
o	o	DA0MS0	o
Joze	José	NP00000	josé
hoje	hoje	RG	hoje
à	à	SPS00+DA0FS0	a+o
Porcalhota	Porcalhota	NP00000	Porcalhota
,	,	Fc	,
porq	porque	CS	porque
de	de	SPS00	de
Camo	caminho	NCMS000	caminho
hia	ia	VMII0S0	ir
pa	para	SPS00	para
Queluz	Queluz	NP00000	queluz
com	com	SPS00	com
Miguel	Miguel	NP00000	miguel
Joaqm	Joaquim	NP00000	joaquim
	,	Fc	,
q	que	PR0CN000	que
foi	foi	VMIS3S0	ir
entrar	entrar	VMN0000	entrar
guarda	guarda	NCFS000	guarda
,	.	Fp	.
a	A	SPS00	a
ver	ver	VMN0000	ver
se	se	CS	se
cobra	cobra	VMIP3S0	cobrar
algum	algum	DI0MS0	algum
dinhro	dinheiro	NCMS000	dinheiro
	,	Fc	,
ainda	ainda	RG	ainda
q	que	CS	que
pouco	pouco	NCMS000	pouco
	,	Fc	,
para	para	SPS00	para
lho	lho	PP3CSD00+PP3MSA00	lhe+o
mandar	mandar	VMN0000	mandar
:	,	Fc	,
o	ao	SPS00+DA0MS0	a+o
Porta-dor	portador	NCMS000	portador
	.	Fp	.
porem	Porém	RG	porém
	,	Fc	,
ainda	ainda	RG	ainda
q	que	CS	que
hé	é	VSIP3S0	ser
soldado	soldado	NCMS000	soldado
	,	Fc	,
hé	é	VSIP3S0	ser
mto	muito	RQ	muito
fiel	fiel	AQ0CS0	fiel
,	,	Fc	,
e	e	CC	e
tenho	tenho	VMIP1S0	ter
Com	com	SPS00	com
elle	ele	PP3MS000	ele
a	a	SPS00	a
mesma	mesma	AQ0FS0	mesmo
Confiansa	confiança	NCFS000	confiança
q	que	CS	que
Com	com	SPS00	com
o	o	DA0MS0	o
Joze	José	NP00000	josé
,	,	Fc	,
e	e	CC	e
pode-se	pode-se	VMIP3S0+P00CN000	poder+se
fiar	fiar	VMN0000	fiar
de-le	dele	SPS00+PP3MS000	de+ele
para	para	SPS00	para
me	me	PP1CS000	me
responder	responder	VMN0000	responder
de	de	SPS00	de
toda	toda	DI0FS0	todo
a	a	DA0FS0	o
sorte	sorte	NCFS000	sorte
:	.	Fp	.
Remeto	Remeto	VMIP1S0	remeter
hüa	uma	DI0FS0	um
atestasão	atestação	NCFS000	atestação
do	do	SPS00+DA0MS0	de+o
Coronel	coronel	NCMS000	coronel
desta	desta	SPS00+DD0FS0	de+este
Prasa	praça	NCFS000	praça
do	do	SPS00+DA0MS0	de+o
meu	meu	DP1MSS	meu
bom	bom	AQ0MS0	bom
prosedimto	procedimento	NCMS000	procedimento
	.	Fp	.
e	E	CC	e
não	não	RN	não
remeto	remeto	VMIP1S0	remeter
prontamte	prontamente	RG	prontamente
duas	duas	Z	duas
	,	Fc	,
mais	mais	CC	mais
hüa	uma	DI0FS0	um
do	do	SPS00+DA0MS0	de+o
Major	major	NCMS000	major
e	e	CC	e
ou-tra	outra	DI0FS0	outro
do	do	SPS00+DA0MS0	de+o
Cura	cura	NCMS000	cura
	,	Fc	,
por	por	SPS00	por
acontecer	acontecer	VMN0000	acontecer
se	se	P00CN000	se
acharem	acharem	VMII3P0	achar
hontem	ontem	RG	ontem
ambos	ambos	PI0MP000	ambos
fora	fora	RG	fora
desta	desta	SPS00+DD0FS0	de+este
Prasa	praça	NCFS000	praça
;	.	Fp	.
e	E	CC	e
como	como	CS	como
lhe	lhe	PP3CSD00	lhe
quiz	quis	VMIS3S0	querer
sem	sem	SPS00	sem
demora	demora	NCFS000	demora
dar-lhe	dar-lhe	VMN0000+PP3CSD00	dar+lhe
parte	parte	NCFS000	parte
disto	disto	SPS00+PD0NN000	de+este
,	,	Fc	,
por	por	SPS00	por
este	este	DD0MS0	este
motivo	motivo	NCMS000	motivo
não	não	RN	não
esperei	esperei	VMIS1S0	esperar
,	,	Fc	,
e	e	CC	e
mando	mando	VMIP1S0	mandar
somte	somente	RG	somente
a	a	SPS00	a
do	do	SPS00+DA0MS0	de+o
Coronel	coronel	NCMS000	coronel
q	que	CS	que
já	já	RG	já
tinha	tinha	VMII0S0	ter
:	.	Fp	.
e	E	CC	e
já	já	RG	já
há	há	VMIP3S0	haver
quinze	quinze	Z	quinze
ou	ou	CC	ou
vinte	vinte	Z	vinte
dias	dias	NCMP000	dia
mandei	mandei	VMIS1S0	mandar
a	a	SPS00	a
meu	meu	DP1MSS	meu
irmão	irmão	NCMS000	irmão
outras	outras	DI0FP0	outro
tres	três	Z	três
attestasoens	atestações	NCFP000	atestação
,	,	Fc	,
por	por	SPS00	por
me	me	PP1CS000	me
constar	constar	VMN0000	constar
q	que	CS	que
elle	ele	PP3MS000	ele
dezia	dizia	VMII0S0	dizer
q	que	CS	que
tinha	tinha	VAII0S0	ter
ca	cá	RG	cá
feito	feito	VMP0000	fazer
muitas	muitas	DI0FP0	muito
dezordens	desordens	NCFP000	desordem
,	,	Fc	,
e	e	CC	e
quiz	quis	VMIS3S0	querer
ter	ter	VMN0000	ter
o	o	DA0MS0	o
gosto	gosto	NCMS000	gosto
de	de	SPS00	de
lhe	lhe	PP3CSD00	lhe
dar	dar	VMN0000	dar
com	com	SPS00	com
elles	eles	PP3MP000	ele
pelas	pelas	SPS00+DA0FP0	por+o
barbas	barbas	NCFP000	barba
:	.	Fp	.
amanham	Amanhã	RG	amanhã
	,	Fc	,
porem	porém	RG	porém
,	,	Fc	,
ou	ou	CC	ou
sesta fra	sexta-feira	NCFS000	sexta-feira
	,	Fc	,
Lá	lá	RG	lá
mandarei	mandarei	VMIF1S0	mandar
as	as	DA0FP0	o
duas	duas	NCFP000	dois
que	que	PR0CN000	que
faltão	faltam	VMIP3P0	faltar
.	.	Fp	.
Se	Se	CS	se
quizer	quiser	VMSF0S0	querer
mandar-me	mandar-me	VMN0000+PP1CS000	mandar+me
hum	um	DI0MS0	um
rescunho	rascunho	NCMS000	rascunho
para	para	SPS00	para
a	a	DA0FS0	o
Carta	carta	NCFS000	carta
do	do	SPS00+DA0MS0	de+o
Conde	conde	NP00000	conde
Cantanhede	Cantanhede	NP00000	cantanhede
,	,	Fc	,
se	se	CS	se
lhe	lhe	PP3CSD00	lhe
parecer	parecer	VMN0000	parecer
Conveniente	conveniente	AQ0CS0	conveniente
,	,	Fc	,
pode	pode	VMIP3S0	poder
vir	vir	VMN0000	vir
pelo	pelo	SPS00+DA0MS0	por+o
Por	portador	NCMS000	portador
	,	Fc	,
q	que	CS	que
eu	eu	PP1CSN00	eu
farei	farei	VMIF1S0	fazer
e	e	CC	e
remeterei	remeterei	VMIF1S0	remeter
em	em	SPS00	em
as	as	DA0FP0	o
duas	duas	Z	duas
attestasoens	atestações	NCFP000	atestação
.	.	Fp	.
Espero	Espero	VMIP1S0	esperar
que	que	CS	que
participe	participe	NP00000	participe
isto	isto	PD0NN000	isto
a	a	SPS00	a
D	Dona	NP00000	dona
Anona	Anona	NP00000	Anona
,	,	Fc	,
pois	pois	CS	pois
lhe	lhe	PP3CSD00	lhe
sou	sou	VSIP1S0	ser
muito	muito	RQ	muito
obrigado	obrigado	VMP00SM	obrigar
,	,	Fc	,
e	e	CC	e
elle	ele	PP3MS000	ele
se	se	P00CN000	se
interesa	interesa	VMIP3S0	interesar
em	em	SPS00	em
todas	todas	DI0FP0	todo
as	as	DA0FP0	o
minhas	minhas	DP1FPS	meu
couzas	coisas	NCFP000	coisa
.	.	Fp	.
Tenha	Tenha	VMSP0S0	ter
saude	saúde	NCFS000	saúde
,	,	Fc	,
e	e	CC	e
deme	dê-me	VMSP0S0+PP1CS000	dar+me
oCazioens	ocasiões	NCFP000	ocasião
de	de	SPS00	de
lhe	lhe	PP3CSD00	lhe
obe-deser	obedecer	VMN0000	obedecer
.	.	Fp	.
Caza	Casa	NP00000	casa
Forte	Forte	NP00000	forte
	,	Fc	,
em	em	SPS00	em
4a fra	quarta-feira	NCFS000	quarta-feira
	.	Fp	.
Ao	Amigo	NP00000	amigo
do	do	SPS00+DA0MS0	de+o
C	coração	NCMS000	coração
	,	Fc	,
G	Gaspar	NP00000	gaspar
