Ss	Santíssima	NP00000	santo
como	Como	CS	como
a	a	SPS00	a
Anta	Antónia	NP00000	antónia
anda	anda	VMIP3S0	andar
metida	metida	VMP00SF	meter
nesas	nessas	SPS00+DD0FP0	em+esse
festas	festas	NCFP000	festa
	,	Fc	,
não	não	RN	não
se	se	P00CN000	se
te	te	PP2CS000	te
de	dê	VMSP0S0	dar
disso	disso	SPS00+PD0NN000	de+isso
q	que	CS	que
lá	lá	RG	lá
se	se	CS	se
avenha	avenha	VMSP0S0	vir
q	que	CS	que
	,	Fc	,
como	como	CS	como
eu	eu	PP1CSN00	eu
so	só	RG	só
te	te	PP2CS000	te
tenho	tenho	VMIP1S0	ter
por	por	SPS00	por
filha	filha	NCFS000	filho
,	,	Fc	,
ella	ela	PP3FS000	ele
faça	faça	VMSP0S0	fazer
o	o	DA0MS0	o
q	que	PR0CN000	que
quizer	quiser	VMSF0S0	querer
,	.	Fp	.
de	De	SPS00	de
Fr	Frei	NP00000	frei
Anto	António	NP00000	antónio
não	não	RN	não
facas	faças	VMSP2S0	fazer
cazo	caso	NCMS000	caso
e	e	CC	e
te	te	PP2CS000	te
confeca	confessa	VMIP3S0	confessar
com	com	SPS00	com
q	que	CS	que
puderes	puderes	VMSF2S0	poder
	,	Fc	,
mas	mas	CC	mais
das	das	SPS00+DA0FP0	de+o
tuas	tuas	DP2FPS	teu
couzas	coisas	NCFP000	coisa
espirituais	espirituais	AQ0CP0	espiritual
não	não	RN	não
falles	fales	VMIP3S0	faler
a	a	SPS00	a
ninguem	ninguém	PI0NN00N	ninguém
	,	Fc	,
so	só	RG	só
dos	dos	SPS00+DA0MP0	de+o
teus	teus	DP2MPS	teu
escupolos	escrúpulos	NCMP000	escrúpulo
,	,	Fc	,
e	e	CC	e
mais	mais	RC	mais
nada	nada	PI0NN00N	nada
,	.	Fp	.
e	E	CC	e
obediencia	obediência	NCFS000	obediência
e	e	CC	e
mais	mais	RC	mais
obediencia	obediência	NCFS000	obediência
,	,	Fc	,
e	e	CC	e
pa	para	SPS00	para
diante	diante	RG	diante
na	na	SPS00+DA0FS0	em+o
tua	tua	DP2FSS	teu
vida	vida	NCFS000	vida
espiritual	espiritual	AQ0CS0	espiritual
,	,	Fc	,
e	e	CC	e
exercicios	exercícios	NCMP000	exercício
,	,	Fc	,
q	que	CS	que
eu	eu	PP1CSN00	eu
aqui	aqui	RG	aqui
não	não	RN	não
tenho	tenho	VMIP1S0	ter
filhas	filhas	NCFP000	filho
só	só	RG	só
aquella	aquela	DD0FS0	aquele
religioza	religiosa	NCFS000	religioso
em	em	SPS00	em
que	que	PR0CN000	que
te	te	PP2CS000	te
falei	falei	VMIS1S0	falar
a	a	DA0FS0	o
carta	carta	NCFS000	carta
pacada	passada	VMP00SF	passar
,	.	Fp	.
lá	Lá	RG	lá
vou	vou	VMIP1S0	ir
hũa	uma	DI0FS0	um
ves	vez	NCFS000	vez
na	na	SPS00+DA0FS0	em+o
somana	semana	NCFS000	semana
e	e	CC	e
mais	mais	RC	mais
nada	nada	PI0NN00N	nada
,	.	Fp	.
minhas	Minhas	DP1FPS	meu
irmans	irmãs	NCFP000	irmão
agradecerão	agradecerão	SPS00	agradecerão
as	as	DA0FP0	o
tuas	tuas	DP2FPS	teu
lembrancas	lembranças	NCFP000	lembrança
e	e	CC	e
fazem	fazem	VMIP3P0	fazer
o	o	DA0MS0	o
mesmo	mesmo	AQ0MS0	mesmo
como	como	CS	como
eu	eu	PP1CSN00	eu
tambem	também	RG	também
a	a	SPS00	a
toda	toda	DI0FS0	todo
essa	essa	DD0FS0	esse
caza	casa	NCFS000	casa
,	.	Fp	.
e	E	CC	e
não	não	RN	não
me	me	PP1CS000	me
alargo	alargo	VMIP1S0	alargar
mais	mais	RC	mais
	.	Fp	.
Ds	Deus	NP00000	deus
te	te	PP2CS000	te
gde	guarde	VMSP0S0	guardar
como	como	CS	como
te	te	PP2CS000	te
dezo	desejo	VMIP1S0	desejar
	.	Fp	.
em	Em	SPS00	em
23	23	Z	23
de	de	SPS00	de
7bro	setembro	NCMS000	setembro
de	de	SPS00	de
1734	1734	Z	1734
a	anos	NCMP000	ano
deste	Deste	SPS00+DD0MS0	de+este
teu	teu	DP2MSS	teu
P	Padre	NP00000	padre
C	Confessor	NP00000	confessor
Conceicão	Conceição	NP00000	conceição
