Illmo	Ilustríssimo	AQSMS0	ilustre
caza	casa	NCFS000	casa
a	a	DA0FS0	o
pouca	pouca	DI0FS0	pouco
prata	prata	NCFS000	prata
que	que	PR0CN000	que
havia	havia	VMII0S0	haver
na	na	SPS00+DA0FS0	em+o
de	de	SPS00	de
meu	meu	DP1MSS	meu
Irmão	irmão	NCMS000	irmão
	,	Fc	,
o	o	DA0MS0	o
sr	Senhor	NP00000	senhor
Bispo	Bispo	NP00000	bispo
,	,	Fc	,
porque	porque	CS	porque
	,	Fc	,
como	como	CS	como
isto	isto	PD0NN000	isto
ou	ou	CC	ou
pouco	pouco	DI0MS0	pouco
mais	mais	RC	mais
será	será	VSIF3S0	ser
o	o	DA0MS0	o
que	que	PR0CN000	que
me	me	PP1CS000	me
rezulte	resulte	VMIP3S0	resulter
da	da	SPS00+DA0FS0	de+o
sua	sua	DP3FS0	seu
herança	herança	NCFS000	herança
,	,	Fc	,
quizera	quisera	VMIM0S0	querer
conservar	conservar	VMN0000	conservar
	,	Fc	,
em	em	SPS00	em
algũa	alguma	DI0FS0	algum
materia	matéria	NCFS000	matéria
que	que	PR0CN000	que
tivece	tivesse	VMSI0S0	ter
duração	duração	NCFS000	duração
	,	Fc	,
a	a	DA0FS0	o
lembrança	lembrança	NCFS000	lembrança
que	que	PR0CN000	que
elle	ele	PP3MS000	ele
teve	teve	VMIS3S0	ter
de	de	SPS00	de
mim	mim	PP1CSO00	mim
,	.	Fp	.
e	E	CC	e
não	não	RN	não
duvido	duvido	VMIP1S0	duvidar
arematala	arrematá-la	VMN0000+PP3FSA00	arrematar+o
pello	pelo	SPS00+DA0MS0	por+o
seu	seu	DP3MS0	seu
justo	justo	AQ0MS0	justo
preço	preço	NCMS000	preço
,	.	Fp	.
e	E	CC	e
tudo	tudo	PI0NN000	tudo
o	o	DA0MS0	o
que	que	PR0CN000	que
VSa	VSa	NP00000	VSa
obrar	obrar	VMN0000	obrar
em	em	SPS00	em
beneficio	benefício	NCMS000	benefício
meu	meu	DP1MSS	meu
,	,	Fc	,
reconhecerei	reconhecerei	VMIF1S0	reconhecer
como	como	PA000000	como
demonstração	demonstração	NCFS000	demonstração
do	do	SPS00+DA0MS0	de+o
seu	seu	DP3MS0	seu
bom	bom	AQ0MS0	bom
animo	ânimo	NCMS000	ânimo
e	e	CC	e
por	por	SPS00	por
atenção	atenção	NCFS000	atenção
bem	bem	RG	bem
merecida	merecida	NCFS000	merecida
do	do	SPS00+DA0MS0	de+o
profundo	profundo	AQ0MS0	profundo
respeito	respeito	NCMS000	respeito
com	com	SPS00	com
que	que	PR0CN000	que
ponho	ponho	VMIP1S0	pôr
aos	aos	SPS00+DA0MP0	a+o
pez	pés	NCMP000	pé
de	de	SPS00	de
VSa	VSa	NP00000	VSa
a	a	DA0FS0	o
minha	minha	DP1FSS	meu
obediencia	obediência	NCFS000	obediência
.	.	Fp	.
Deos	Deus	NP00000	deus
gde	guarde	VMSP0S0	guardar
a	a	DA0FS0	o
VSa	VSa	NP00000	VSa
mts	muitos	DI0MP0	muito
anns	anos	NCMP000	ano
	.	Fp	.
Lixa	Lxa	NP00000	lisboa
occal	ocidental	AQ0CS0	ocidental
	,	Fc	,
15	15	Z	15
de	de	SPS00	de
Junho	junho	NCMS000	junho
de	de	SPS00	de
1728	1728	Z	1728
.	.	Fp	.
Pedro	Pedro	NP00000	pedro
de	de	SPS00	de
Souza	Sousa	NP00000	sousa
d	de	SPS00	de
Castello	Castelo	NP00000	castelo
br	Branco	NP00000	branco
