Illmo	Ilustríssimo	AQSMS0	ilustre
hum	um	DI0MS0	um
Beneficiado	beneficiado	NCMS000	beneficiado
de	de	SPS00	de
S.	São	NP00000	são
Tyago	Tiago	NP00000	tiago
,	,	Fc	,
chamado	chamado	VMP00SM	chamar
Anastacio	Anastácio	NP00000	anastácio
,	,	Fc	,
pois	pois	CS	pois
	,	Fc	,
combinando	combinando	VMG0000	combinar
letras	letras	NCFP000	letra
delle	dele	SPS00+PP3MS000	de+ele
,	,	Fc	,
vejo	vejo	VMIP1S0	ver
q	que	CS	que
qdo	quando	CS	quando
esc-creve	esccreve	VMIP3S0	esccrever
mais	mais	RC	mais
apurado	apurado	VMP00SM	apurar
he	é	VSIP3S0	ser
toda	toda	DI0FS0	todo
a	a	DA0FS0	o
letra	letra	NCFS000	letra
da	da	SPS00+DA0FS0	de+o
carta	carta	NCFS000	carta
,	,	Fc	,
q	que	PR0CN000	que
impropriamte	impropriamente	RG	impropriamente
chamo	chamo	VMIP1S0	chamar
carta	carta	NCFS000	carta
,	,	Fc	,
pois	pois	CS	pois
he	é	VSIP3S0	ser
hüa	uma	DI0FS0	um
simples	simples	AQ0CS0	simples
narração	narração	NCFS000	narração
hestorica	histórica	AQ0FS0	histórico
de	de	SPS00	de
blasfemias	blasfémias	NCFP000	blasfémia
,	,	Fc	,
e	e	CC	e
tras	traz	VMIP3S0	trazer
anexo	anexo	AQ0MSP	anexo
hum	um	DI0MS0	um
papelinho	papelinho	NCMS00D	papel
com	com	SPS00	com
huma	uma	DI0FS0	um
proposição	proposição	NCFS000	proposição
escripta	escrita	NCFS000	escrita
,	,	Fc	,
q	que	PR0CN000	que
involve	envolve	VMIP3S0	envolver
hum	um	DI0MS0	um
sen-tido	sentido	NCMS000	sentido
duvidoso	duvidoso	AQ0MS0	duvidoso
,	,	Fc	,
pois	pois	CS	pois
podendo	podendo	VMG0000	poder
intender-se	entender-se	VMN0000+P00CN000	entender+se
em	em	SPS00	em
hum	um	DI0MS0	um
sentido	sentido	NCMS000	sentido
bom	bom	AQ0MS0	bom
,	,	Fc	,
tambem	também	RG	também
se	se	P00CN000	se
pode	pode	VMIP3S0	poder
intender	entender	VMN0000	entender
como	como	SPS00	como
maxima	máxima	NCFS000	máxima
de	de	SPS00	de
Deista	deísta	NCFS000	deísta
,	,	Fc	,
ou	ou	CC	ou
da-quelles	daqueles	SPS00+DD0MP0	de+aquele
protestantes	protestantes	NCMP000	protestante
que	que	PR0CN000	que
negão	negam	VMIP3P0	negar
a	a	DA0FS0	o
Authoridade	autoridade	NCFS000	autoridade
dos	dos	SPS00+DA0MP0	de+o
concilios	concílios	NCMP000	concílio
e	e	CC	e
do	do	SPS00+DA0MS0	de+o
Summo	Sumo	AQ0MS0	sumo
Pontifice	Pontífice	NP00000	pontífice
,	,	Fc	,
e	e	CC	e
di-zem	dizem	VMIP3P0	dizer
que	que	CS	que
a	a	DA0FS0	o
rasão	razão	NCFS000	razão
particular	particular	AQ0CS0	particular
he	é	VSIP3S0	ser
a	a	DA0FS0	o
interpre-te	intérprete	NCMS000	intérprete
das	das	SPS00+DA0FP0	de+o
Divinas	divinas	AQ0FP0	divino
Letras	letras	NCFP000	letra
.	.	Fp	.
Este	Este	DD0MS0	este
appendice	apêndice	NCMS000	apêndice
copio	copio	VMIP1S0	copiar
eu	eu	PP1CSN00	eu
tal	tal	RC	tal
e	e	CC	e
ql	qual	PR0CS000	qual
;	,	Fc	,
e	e	CC	e
deixo	deixo	VMIP1S0	deixar
o	o	DA0MS0	o
original	original	NCMS000	original
pa	para	SPS00	para
poder	poder	VMN0000	poder
combinar	combinar	VMN0000	combinar
com	com	SPS00	com
algumas	algumas	DI0FP0	algum
letras	letras	NCFP000	letra
.	.	Fp	.
Eu	Eu	PP1CSN00	eu
desafoguei	desafoguei	VMIS1S0	desafogar
com	com	SPS00	com
o	o	DA0MS0	o
meu	meu	DP1MSS	meu
Ao	amigo	NCMS000	amigo
	,	Fc	,
o	o	DA0MS0	o
Sr	Senhor	NP00000	senhor
Major	Major	NP00000	major
porta-dor	portador	NCMS000	portador
desta	desta	SPS00+PD0FS000	de+este
,	,	Fc	,
e	e	CC	e
lhe	lhe	PP3CSD00	lhe
dixe	disse	VMIS3S0	dizer
que	que	CS	que
tudo	tudo	PI0NN000	tudo
communicava	comunicava	VMII0S0	comunicar
a	a	SPS00	a
VaSa	VSa	NP00000	VSa
	,	Fc	,
para	para	SPS00	para
me	me	PP1CS000	me
aconselhar	aconselhar	VMN0000	aconselhar
,	,	Fc	,
e	e	CC	e
socegar	sossegar	VMN0000	sossegar
meu	meu	DP1MSS	meu
espirito	espírito	NCMS000	espírito
.	.	Fp	.
Rogo	Rogo	VMIP1S0	rogar
a	a	SPS00	a
VaSa	VSa	NP00000	VSa
me	me	PP1CS000	me
desculpe	desculpe	VMSP0S0	desculpar
na	na	SPS00+DA0FS0	em+o
con-sideração	consideração	NCFS000	consideração
de	de	SPS00	de
que	que	PR0CN000	que
me	me	PP1CS000	me
dirijo	dirijo	VMIP1S0	dirigir
a	a	SPS00	a
VaSa	VSa	NP00000	VSa
pelo	pelo	SPS00+DA0MS0	por+o
res-peito	respeito	NCMS000	respeito
q	que	PR0CN000	que
deveras	deveras	RG	deveras
lhe	lhe	PP3CSD00	lhe
consagro	consagro	VMIP1S0	consagrar
,	,	Fc	,
e	e	CC	e
pela	pela	SPS00+DA0FS0	por+o
bonda-de	bondade	NCFS000	bondade
com	com	SPS00	com
que	que	PR0CN000	que
tracta	trata	VMIP3S0	tratar
o	o	DA0MS0	o
seu	seu	DP3MS0	seu
humilde	humilde	AQ0CS0	humilde
Cdo	criado	NCMS000	criado
obgdmo	obrigadíssimo	AQSMS0	obrigado
	,	Fc	,
Mel	Manuel	NP00000	manuel
de	de	SPS00	de
Sza	Sousa	NP00000	sousa
Palermo	Palermo	NP00000	palermo
de	de	SPS00	de
Aragão	Aragão	NP00000	aragão
