Meu	Meu		
emcarecidamte	encarecidamente	RG	encarecidamente
e	e	CC	e
a	a	SPS00	a
minha	minha	DP1FSS	meu
snra	senhora	NP00000	senhor
e	e	CC	e
as	às	SPS00+DA0FP0	a+o
snras	senhoras	NP00000	senhor
mossas	moças	AQ0MP0	moça
q	que	CS	que
de	de	SPS00	de
continuamte	continuamente	RG	continuamente
dem	deem	VMSP3P0	dar
graças	graças	NCFP000	graça
a	a	SPS00	a
Ds	Deus	NP00000	deus
pelas	pelas	SPS00+DA0FP0	por+o
vmces	VMs	NP00000	VM
q	que	PR0CN000	que
me	me	PP1CS000	me
fas	faz	VMIP3S0	fazer
,	.	VMIP3S0	fazer
eu	Eu	PP1CSN00	eu
já	já	RG	já
lá	lá	RG	lá
mandei	mandei	VMIS1S0	mandar
a	a	SPS00	a
vmce	VM	NP00000	VM
huã	uma	DI0FS0	um
carta	carta	NCFS000	carta
escrita	escrita	VMP00SF	escrever
por	por	SPS00	por
minha	minha	DP1FSS	meu
mão	mão	NCFS000	mão
,	.	NCFS000	mão
desconfio	Desconfio	VMIP1S0	desconfiar
q	que	CS	que
não	não	RN	não
chegasse	chegasse	VMSI0S0	chegar
,	...	VMSI0S0	chegar
vejo	Vejo	VMIP1S0	ver
q	que	CS	que
vmce	VM	NP00000	VM
me	me	PP1CS000	me
não	não	RN	não
dá	dá	VMIP3S0	dar
noticia	notícia	NCFS000	notícia
della	dela	SPS00+PP3FS000	de+ele
,	.	SPS00+PP3FS000	de+ele
e	E	CC	e
outra	outra	DI0FS0	outro
a	a	SPS00	a
meu	meu	DP1MSS	meu
Pe	padre	NP00000	padre
João	João	NP00000	joão
frra	Ferreira	NP00000	ferreira
	.	Fp	.
estas	Estas	DD0FP0	este
duas	duas	Z	duas
cartas	cartas	NCFP000	carta
forão	foram	VSIS3P0	ser
feitas	feitas	VMP00PF	fazer
por	por	SPS00	por
minha	minha	DP1FSS	meu
mão	mão	NCFS000	mão
e	e	CC	e
junto	junto	RG	junto
com	com	SPS00	com
ellas	elas	PP3FP000	ele
foi	foi	VSIS3S0	ser
huma	uma	DI0FS0	um
carta	carta	NCFS000	carta
de	de	SPS00	de
meu	meu	DP1MSS	meu
Pe	padre	NP00000	padre
fr	frei	NP00000	frei
Agostinho	Agostinho	NP00000	agostinho
pa	para	SPS00	para
meu	meu	DP1MSS	meu
snr	senhor	NP00000	senhor
Pe	padre	NP00000	padre
Franco	Francisco	NP00000	francisco
glz	Gonçalves	NP00000	gonçalves
lopes	Lopes	NP00000	lopes
,	.	NP00000	lopes
e	E	CC	e
antão	então	RG	então
o	o	DA0MS0	o
pior	pior	RC	pior
he	é	VSIP3S0	ser
não	não	RN	não
saber	saber	VMN0000	saber
qm	quem	PR0CN000	quem
a	a	PP3FSA00	o
levou	levou	VMIS3S0	levar
,	.	VMIS3S0	levar
e	E	CC	e
por	por	SPS00	por
acazo	acaso	NCMS000	acaso
se	se	CS	se
lá	lá	RG	lá
apparecer	aparecer	VMSF0S0	lá
,	,	Fc	,
vmce	VM	NP00000	VM
me	me	PP1CS000	me
faça	faça	VMSP0S0	fazer
favor	favor	NCMS000	favor
de	de	SPS00	de
me	me	PP1CS000	me
mandar	mandar	VMN0000	mandar
dizer	dizer	VMN0000	dizer
,	,	Fc	,
havendo	havendo	VMG0000	haver
ocazião	ocasião	NCFS000	ocasião
,	,	Fc	,
pa	para	SPS00	para
eu	eu	PP1CSN00	eu
saber	saber	VMN0000	saber
se	se	CSI	se
lá	lá	RG	lá
chegou	chegou	VMIS3S0	chegar
por	por	SPS00	por
amor	amor	NCMS000	amor
da	da	SPS00+DA0FS0	de+o
carta	carta	NCFS000	carta
de	de	SPS00	de
meu	meu	DP1MSS	meu
Pe	padre	NCMS000	padre
,	.	NCMS000	padre
e	E	CC	e
antes	antes	RG	antes
q	que	CS	que
chegasse	chegasse	VMSI0S0	chegar
cá	cá	RG	cá
a	a	DA0FS0	o
carta	carta	NCFS000	carta
de	de	SPS00	de
vmce	VM	NP00000	VM
de	de	SPS00	de
q	que	PR0CN000	que
vai	vai	VMIP3S0	ir
a	a	DA0FS0	o
resposta	resposta	NCFS000	o
,	,	Fc	,
mandei	mandei	VMIS1S0	mandar
outra	outra	PI0FS000	outro
pelo	pelo	SPS00+DA0MS0	por+o
conego	cónego	NP00000	cónego
Mel	Manuel	NP00000	manuel
de	de	SPS00	de
Pinho	Pinho	NP00000	pinho
	,	Fc	,
vigro	vigário	NP00000	vigário
de	de	SPS00	de
S	São	NP00000	são
Jozé	José	NP00000	josé
,	.	NP00000	josé
e	E	CC	e
antes	antes	RG	antes
desta	desta	SPS00+DD0FS0	de+este
q	que	PR0CN000	que
levou	levou	VMIS3S0	levar
o	o	DA0MS0	o
Pe	padre	NCMS000	padre
he	é	VSIP3S0	ser
q	que	CS	que
foi	foi	VSIS3S0	ser
esta	esta	PD0FS000	este
q	que	PR0CN000	que
eu	eu	PP1CSN00	eu
escrevi	escrevi	VMIS1S0	escrever
com	com	SPS00	com
minha	minha	DP1FSS	meu
mão	mão	NCFS000	mão
,	,	Fc	,
da	da	SPS00+DA0FS0	de+o
qual	qual	PR0CS000	qual
não	não	RN	não
tenho	tenho	VMIP1S0	ter
noticia	notícia	NCFS000	notícia
.	.	Fp	.
Recebi	Recebi	VMIS1S0	receber
o	o	DA0MS0	o
q	que	PR0CN000	que
vmce	VM	NP00000	VM
me	me	PP1CS000	me
fes	fez	VMIS3S0	fazer
esmolla	esmola	NCFS000	esmola
mandar	mandar	VMN0000	mandar
e	e	CC	e
asigney	assinei	VMIS1S0	assinar
o	o	DA0MS0	o
recibo	recibo	NCMS000	recibo
com	com	SPS00	com
meu	meu	DP1MSS	meu
nome	nome	NCMS000	nome
por	por	SPS00	por
minha	minha	DP1FSS	meu
mão	mão	NCFS000	mão
,	.	NCFS000	mão
seja	Seja	VSSP0S0	ser
tudo	tudo	PI0NN000	tudo
pelo	pelo	SPS00+DA0MS0	por+o
amor	amor	NCMS000	amor
de	de	SPS00	de
Jezus	Jesus	NP00000	jesus
Christo	Cristo	NP00000	cristo
,	!	NP00000	cristo
elle	Ele	PP3MS000	ele
ha	há	VMIP3S0	haver
de	de	SPS00	de
corresponder	corresponder	VMN0000	corresponder
tanta	tanta	DI0FS0	tanto
fineza	fineza	NCFS000	fineza
,	,	Fc	,
pois	pois	CS	pois
vmce	VM	NP00000	VM
	,	Fc	,
por	por	SPS00	por
amor	amor	NCMS000	amor
delle	dele	SPS00+PP3MS000	de+ele
	,	Fc	,
he	é	VSIP3S0	ser
q	que	CS	que
me	me	PP1CS000	me
fas	faz	VMIP3S0	fazer
tudo	tudo	PI0NN000	tudo
.	.	Fp	.
Tambem	Também	RG	também
dou	dou	VMIP1S0	dar
a	a	SPS00	a
vmce	VM	NP00000	VM
o	o	DA0MS0	o
parabem	parabém	NCMS000	parabém
,	,	Fc	,
e	e	CC	e
a	a	SPS00	a
ma	minha	DP1FSS	meu
snra	senhora	NP00000	senhor
	,	Fc	,
do	do	SPS00+DA0MS0	de+o
prezte	presente	NCMS000	presente
q	que	PR0CN000	que
deu	deu	VMIS3S0	dar
a	à	SPS00+DA0FS0	a+o
snra	senhora	NP00000	senhor
sta	Santa	NP00000	santa
Anna	Ana	NP00000	ana
,	.	NP00000	ana
eu	Eu	PP1CSN00	eu
	,	Fc	,
da	da	SPS00+DA0FS0	de+o
minha	minha	DP1FSS	meu
pte	parte	NCFS000	parte
	,	Fc	,
me	me	PP1CS000	me
alegro	alegro	VMIP1S0	alegrar
mto	muito	RQ	muito
	,	Fc	,
mto	muito	RQ	muito
	!	Fa	!
e	E	CC	e
vmces	VMs	NP00000	VM
tambem	também	RG	também
lhe	lhe	PP3CSD00	lhe
peço	peço	VMIP1S0	pedir
q	que	CS	que
se	se	P00CN000	se
alegrem	alegrem	VMSP3P0	alegrar
em	em	SPS00	em
Ds	Deuss	NP00000	deuss
	,	Fc	,
q	que	PR0CN000	que
ge	guarde	VMSP0S0	guardar
a	a	SPS00	a
vmces	VMs	NP00000	VM
ms	muitos	DI0MP0	muito
anns	anos	NCMP000	ano
:	.	NCMP000	ano
vmce	VM	NP00000	VM
me	me	PP1CS000	me
lance	lance	VMSP0S0	lançar
a	a	DA0FS0	o
sua	sua	DP3FS0	seu
bençoa	bênção	NCFS000	bênção
,	.	NCFS000	bênção
e	E	CC	e
ma	minha	DP1FSS	meu
snra	senhora	NP00000	senhor
e	e	CC	e
as	às	SPS00+DA0FP0	a+o
mas	minhas	DP1FPS	meu
snras	senhoras	NP00000	senhor
mossas	moças	AQ0FP0	moça
me	me	PP1CS000	me
recommendo	recomendo	VMIP1S0	recomendar
mto	muito	RQ	muito
saudoza	saudosa	AQ0FS0	saudoso
,	.	AQ0FS0	saudoso
ma	Minha	DP1FSS	meu
companheira	companheira	NCFS000	companheiro
q	que	CS	que
não	não	RN	não
desfaleça	desfaleça	VMSP0S0	desfalecer
com	com	SPS00	com
a	a	DA0FS0	o
crus	cruz	NCFS000	o
nem	nem	CCN	nem
tenha	tenha	VMSP0S0	ter
tal	tal	DD0CS0	tal
tentação	tentação	NCFS000	tentação
:	,	NCFS000	tentação
porq	porque	CS	porque
sei	sei	VMIP1S0	saber
eu	eu	PP1CSN00	eu
q	que	CS	que
	,	Fc	,
emqto	enquanto	CS	enquanto
esta	está	VMIP3S0	estar
unida	unida	VMP00SF	unir
com	com	SPS00	com
a	a	DA0FS0	o
crus	cruz	NCFS000	o
,	,	Fc	,
está	está	VMIP3S0	estar
unida	unida	VMP00SF	unir
com	com	SPS00	com
Ds	Deus	NP00000	deus
	.	Fp	.
diga	Diga	VMSP0S0	dizer
vmce	VM	NP00000	VM
Ao	ao	SPS00+DA0MS0	a+o
snr	senhor	NP00000	senhor
Anto	António	NP00000	antónio
Tavares	Tavares	NP00000	tavares
q	que	CS	que
eu	eu	PP1CSN00	eu
lhe	lhe	PP3CSD00	lhe
mando	mando	VMIP1S0	mandar
mas	muitas	DI0FP0	muito
lembranças	lembranças	NCFP000	lembrança
e	e	CC	e
saudades	saudades	NCFP000	saudade
,	.	NCFP000	saudade
q	Que	CS	que
não	não	RN	não
seja	seja	VSSP0S0	ser
dezatento	desatento	AQ0MS0	desatento
em	em	SPS00	em
querer	querer	VMN0000	querer
mais	mais	RC	mais
daquilo	daquilo	SPS00+PD0NN000	de+aquilo
q	que	PR0CN000	que
Ds	Deus	NP00000	deus
quer	quer	VMIP3S0	querer
:	,	VMIP3S0	querer
porq	porque	CS	porque
	,	Fc	,
se	se	CS	se
Ds	Deus	NP00000	deus
o	o	PP3MSA00	o
quizesse	quisesse	VMSI0S0	querer
livrar	livrar	VMN0000	livrar
da	da	SPS00+DA0FS0	de+o
carga	carga	NCFS000	carga
,	,	Fc	,
q	que	CS	que
elle	ele	PP3MS000	ele
bem	bem	RG	bem
sabe	sabe	VMIP3S0	saber
aonde	onde	PA000000	onde
elle	ele	PP3MS000	ele
mora	mora	VMIP3S0	morar
,	.	VMIP3S0	morar
não	Não	RN	não
he	é	VSIP3S0	ser
neccessro	necessário	AQ0MS0	necessário
q	que	CS	que
elle	ele	PP3MS000	ele
viva	viva	VMSP0S0	viver
com	com	SPS00	com
desconfiança	desconfiança	NCFS000	desconfiança
	,	Fc	,
q	que	CS	que
todos	todos	DI0MP0	todo
esses	esses	DD0MP0	esse
emfados	enfados	NCMP000	enfado
e	e	CC	e
desconfianças	desconfianças	NCFP000	desconfiança
são	são	VSIP3P0	ser
couzas	coisas	NCFP000	coisa
do	do	SPS00+DA0MS0	de+o
demonio	demónio	NCMS000	demónio
,	,	Fc	,
q	que	CS	que
tambem	também	RG	também
ca	cá	RG	cá
não	não	RN	não
sele	sele	VMSP0S0	selar
os	os	DA0MP0	o
exorcismos	exorcismos	NCMP000	exorcismo
:	,	NCMP000	exorcismo
mas	mas	CC	mas
tambem	também	RG	também
não	não	RN	não
falta	falta	VMIP3S0	faltar
gente	gente	NCFS000	gente
avexada	vexada	VMP00SF	vexar
,	.	VMP00SF	vexar
conheço	Conheço	VMIP1S0	conhecer
q	que	CS	que
ha	há	VMIP3S0	haver
creaturas	criaturas	NCFP000	criatura
q	que	PR0CN000	que
nem	nem	CCN	nem
dormem	dormem	VMIP3P0	dormir
nem	nem	CCN	nem
comem	comem	VMIP3P0	comer
,	,	Fc	,
mas	mas	CC	mas
com	com	SPS00	com
isso	isso	PD0NN000	isso
tudo	tudo	PI0NN000	tudo
sempre	sempre	RG	sempre
diante	diante	RG	diante
de	de	SPS00	de
seu	seu	DP3MS0	seu
snr	Senhor	NP00000	senhor
alegres	alegres	AQ0CP0	alegre
,	.	AQ0CP0	alegre
e	E	CC	e
asim	assim	RG	assim
não	não	RN	não
dezespere	desespere	VMSP0S0	desesperar
,	,	Fc	,
cuidando	cuidando	VMG0000	cuidar
q	que	CS	que
só	só	RG	só
padece	padece	VMIP3S0	padecer
	.	Fp	.
qm	Quem	PR0CN000	quem
mais	mais	RC	mais
padece	padece	VMIP3S0	padecer
,	,	Fc	,
mais	mais	RC	mais
merece	merece	VMIP3S0	merecer
,	.	VMIP3S0	merecer
mtos	Muitos	DI0MP0	muito
recados	recados	NCMP000	recado
a	à	SPS00+DA0FS0	a+o
ma	minha	DP1FSS	meu
companheira	companheira	NCFS000	companheiro
,	.	NCFS000	companheiro
qdo	Quando	CS	quando
vir	vir	VMSF0S0	quando
meu	meu	DP1MSS	meu
Pe	padre	NP00000	padre
franco	Francisco	NP00000	francisco
glz	Gonçalves	NP00000	gonçalves
lopes	Lopes	NP00000	lopes
,	,	Fc	,
q	que	CS	que
me	me	PP1CS000	me
deite	deite	VMSP0S0	deitar
a	a	DA0FS0	o
sua	sua	DP3FS0	seu
benção	bênção	NCFS000	bênção
,	,	Fc	,
q	que	CS	que
não	não	RN	não
seja	seja	VSSP0S0	ser
tão	tão	RC	tão
escaço	escasso	AQ0MS0	escasso
,	.	AQ0MS0	escasso
e	E	CC	e
a	a	SPS00	a
meu	meu	DP1MSS	meu
Pe	padre	NP00000	padre
João	João	NP00000	joão
frra	Ferreira	NP00000	ferreira
	,	Fc	,
q	que	PR0CN000	que
tambem	também	RG	também
escrevi	escrevi	VMIS1S0	escrever
agora	agora	RG	agora
ha	há	VMIP3S0	haver
pouco	pouco	DI0MS0	pouco
tempo	tempo	NCMS000	tempo
,	.	NCMS000	tempo
mas	Muitas	DI0FP0	muito
saudes	saudades	NCFP000	saudade
a	a	SPS00	a
toda	toda	DI0FS0	todo
a	a	DA0FS0	o
gente	gente	NCFS000	o
de	de	SPS00	de
caza	casa	NCFS000	casa
e	e	CC	e
da	da	SPS00+DA0FS0	de+o
chacara	chácara	NCFS000	chácara
tambem	também	RG	também
,	,	Fc	,
particular	particular	AQ0CS0	particular
ao	ao	SPS00+DA0MS0	a+o
snr	senhor	NP00000	senhor
Joze	José	NP00000	josé
Alz	Álvares	NP00000	álvares
	.	Fp	.
Rio	Rio	Fp	.
de	de	Fp	.
Janro	Janeiro	Fp	.
	,	Fp	.
12	12	Fp	.
de	de	Fp	.
Mco	março	Fp	.
de	de	Fp	.
1753	1753	Fp	.
as	anos	Fp	.
	.	Fp	.
Desta	Desta	Fp	.
sua	sua	Fp	.
escrava	escrava	Fp	.
q	que	Fp	.
mto	muito	Fp	.
lhe	lhe	Fp	.
ama	ama	Fp	.
e	e	Fp	.
qr	quer	Fp	.
	,	Fp	.
Roza	Rosa	Fp	.
Ma	Maria	Fp	.
Egyciaca	Egipcíaca	Fp	.
da	da	Fp	.
vera	Vera	Fp	.
Crus	Cruz	Fp	.
