Mto	Muito		
lembra	lembra	VMIP3S0	lembrar
o	o	DA0MS0	o
q	que	PR0CN000	que
elle	ele	PP3MS000	ele
mais	mais	RC	mais
foi	foi	VMIS3S0	ir
dizendo	dizendo	VMG0000	dizer
;	.	VMG0000	dizer
e	E	CC	e
dizendo	dizendo	VMG0000	dizer
eu	eu	PP1CSN00	eu
q	que	CS	que
es-tando-se	estando-se	VMG0000+P00CN000	estar+se
doente	doente	AQ0CS0	doente
era	era	VSII0S0	ser
escuzado	escusado	VMP00SM	escusar
chamar	chamar	VMN0000	chamar
o	o	DA0MS0	o
medico	médico	NCMS000	médico
,	,	Fc	,
porque	porque	CS	porque
	,	Fc	,
se	se	CS	se
estivesse	estivesse	VMSI0S0	estar
chegado	chegado	VMP00SM	chegar
o	o	DA0MS0	o
termo	termo	NCMS000	termo
da	da	SPS00+DA0FS0	de+o
vida	vida	NCFS000	vida
,	,	Fc	,
certamte	certamente	RG	certamente
morria	morria	VMII0S0	morrer
,	,	Fc	,
e	e	CC	e
q	que	CS	que
	,	Fc	,
não	não	RN	não
estando	estando	VMG0000	estar
,	,	Fc	,
não	não	RN	não
morria	morria	VMII0S0	morrer
;	,	VMII0S0	morrer
e	e	CC	e
então	então	RG	então
elle	ele	PP3MS000	ele
disse	disse	VMIS3S0	dizer
q	que	CS	que
ahi	aí	RG	aí
obravão	obravam	VMII3P0	obrar
as	as	DA0FP0	o
cauzas	causas	NCFP000	o
segundas	segundas	AO0FP0	segundo
e	e	CC	e
tambem	também	RG	também
q	que	CS	que
o	o	DA0MS0	o
homem	homem	NCMS000	homem
não	não	RN	não
ti-nha	tinha	VMII0S0	ter
termo	termo	NCMS000	termo
determinado	determinado	VMP00SM	determinar
pra	para	SPS00	para
morrer	morrer	VMN0000	morrer
:	.	VMN0000	morrer
e	E	CC	e
isto	isto	PD0NN000	isto
julgo	julgo	VMIP1S0	julgar
ser	ser	VSN0000	ser
aquellas	aquelas	DD0FP0	aquele
palavras	palavras	NCFP000	aquele
de	de	SPS00	de
Job	Job	NP00000	job
-	:	NP00000	job
	&quot;	Fe	&quot;
constituisti	Constituisti	NCMS000	constituisti
terminos	terminos	AQ0MP0	terminos
	&quot;	Fe	&quot;
...	.	Fe	&quot;
Disse	Disse	VMIS3S0	dizer
vinha	vinha	VMII0S0	vir
a	a	SPS00	a
dizer	dizer	VMN0000	dizer
q	que	CS	que
o	o	DA0MS0	o
homem	homem	NCMS000	homem
não	não	RN	não
tinha	tinha	VMII0S0	ter
Liberdade	liberdade	NCFS000	liberdade
;	.	NCFS000	liberdade
e	E	CC	e
isto	isto	PD0NN000	isto
não	não	RN	não
sei	sei	VMIP1S0	saber
de	de	SPS00	de
q	que	DT0CN0	que
modo	modo	NCMS000	modo
o	o	PP3MSA00	o
disse	disse	VMIS3S0	dizer
;	,	VMIS3S0	dizer
mas	mas	CC	mas
lembra-me	lembra-me	VMIP3S0+PP1CS000	lembrar+me
q	que	CS	que
outro	outro	DI0MS0	outro
Re-ligiozo	religioso	NCMS000	religioso
respondeo	respondeu	VMIS3S0	responder
q	que	CS	que
o	o	DA0MS0	o
q	que	PR0CN000	que
elle	ele	PP3MS000	ele
dizia	dizia	VMII0S0	dizer
era	era	VSII0S0	ser
contra	contra	SPS00	contra
o	o	DA0MS0	o
Concilio	Concílio	NP00000	concílio
Tridentino	Tridentino	NP00000	tridentino
;	.	NP00000	tridentino
e	E	CC	e
eu	eu	PP1CSN00	eu
tambem	também	RG	também
disse	disse	VMIS3S0	dizer
q	que	CS	que
	,	Fc	,
se	se	CS	se
o	o	DA0MS0	o
homem	homem	NCMS000	homem
não	não	RN	não
ti-nha	tinha	VMII0S0	ter
Liberdade	liberdade	NCFS000	liberdade
	,	Fc	,
tambem	também	RG	também
não	não	RN	não
peccava	pecava	VMII0S0	pecar
:	.	VMII0S0	pecar
Disse	Disse	VMIS3S0	dizer
tambem	também	RG	também
a	a	SPS00	a
respeito	respeito	NCFS000	a
de	de	SPS00	de
se	se	P00CN000	se
perderem	perderem	VMII3P0	perder
os	os	DA0MP0	o
meninos	meninos	NCMP000	menino
q	que	PR0CN000	que
morriam	morriam	VMII3P0	morrer
sem	sem	SPS00	sem
Baptismo	batismo	NCMS000	batismo
-	,	NCMS000	batismo
pois	pois	RG	pois
elles	eles	PP3MP000	ele
q	que	DT0CN0	que
culpa	culpa	NCFS000	culpa
tem	têm	VMIP3P0	ter
?	?	Fp	?
ainda	Ainda	RG	ainda
q	que	CS	que
me	me	PP1CS000	me
não	não	RN	não
lembro	lembro	VMIP1S0	lembrar
com	com	SPS00	com
q	que	DT0CN0	que
palavras	palavras	NCFP000	palavra
o	o	PP3MSA00	o
disse	disse	VMIS3S0	dizer
;	,	VMIS3S0	dizer
mas	mas	CC	mas
lembra-me	lembra-me	VMIP3S0+PP1CS000	lembrar+me
de	de	SPS00	de
lhe	lhe	PP3CSD00	lhe
dizer	dizer	VMN0000	dizer
q	que	CS	que
	,	Fc	,
se	se	CS	se
J	Jesus	NP00000	jesus
Christo	Cristo	NP00000	cristo
nos	nos	SPS00+DA0MP0	me
não	não	RN	não
resgatasse	resgatasse	VMSI0S0	resgatar
	,	Fc	,
q	que	CS	que
todos	todos	PI0MP000	todo
eramos	éramos	VSII1P0	ser
condẽnados	condenados	VMP00PM	condenar
;	.	VMP00PM	condenar
e	E	CC	e
então	então	RG	então
elle	ele	PP3MS000	ele
disse	disse	VMIS3S0	dizer
q	que	CS	que
seria	seria	VSIC0S0	ser
por	por	SPS00	por
peccados	pecados	NCMP000	pecado
q	que	PR0CN000	que
fizessemos	fizéssemos	VMSI1P0	fazer
;	.	VMSI1P0	fazer
e	E	CC	e
eu	eu	PP1CSN00	eu
então	então	RG	então
lhe	lhe	PP3CSD00	lhe
disse	disse	VMIS3S0	dizer
q	que	CS	que
ainda	ainda	RG	ainda
q	que	CS	que
não	não	RN	não
tivessemos	tivéssemos	VMSI1P0	ter
outros	outros	DI0MP0	outro
peccados	pecados	NCMP000	pecado
mais	mais	RC	mais
q	que	CS	que
o	o	DA0MS0	o
Original	original	AQ0CS0	original
:	.	AQ0CS0	original
tambem	Também	RG	também
falou	falou	VMIS3S0	falar
a	a	SPS00	a
respeito	respeito	NCFS000	a
das	das	SPS00+DA0FP0	de+o
Graças	graças	NCFP000	graça
efficazes	eficazes	AQ0CP0	eficaz
,	,	Fc	,
ou	ou	CC	ou
sufficientes	suficientes	AQ0CP0	suficiente
,	,	Fc	,
por	por	SPS00	por
modo	modo	NCMS000	modo
de	de	SPS00	de
quem	quem	PR0CN000	quem
zombava	zombava	VMII0S0	zombar
;	.	VMII0S0	zombar
e	E	CC	e
pareceme	parece-me	VMIP3S0+PP1CS000	parecer+me
q	que	CS	que
vinha	vinha	VMII0S0	vir
a	a	SPS00	a
dizer	dizer	VMN0000	dizer
	:	Fd	:
	&quot;	Fe	&quot;
pois	Pois	RG	pois
são	são	VSIP3P0	ser
sufficientes	suficientes	AQ0CP0	suficiente
e	e	CC	e
não	não	RN	não
se	se	P00CN000	se
obra	obra	VMIP3S0	obrar
com	com	SPS00	com
ellas	elas	PP3FP000	ele
?	?	Fp	?
	&quot;	Fe	&quot;
ou	ou	CC	ou
outra	outra	DI0FS0	outro
couza	coisa	NCFS000	coisa
similhante	semelhante	AQ0CS0	semelhante
;	.	AQ0CS0	semelhante
mas	Mas	CC	mas
por	por	SPS00	por
modo	modo	NCMS000	modo
de	de	SPS00	de
quem	quem	PR0CN000	quem
se	se	P00CN000	se
ria	ria	VMII0S0	rir
:	.	VMII0S0	rir
Tambem	Também	RG	também
qdo	quando	CS	quando
se	se	P00CN000	se
falou	falou	VMIS3S0	falar
da	da	SPS00+DA0FS0	de+o
predestinação	predestinação	NCFS000	predestinação
e	e	CC	e
eu	eu	PP1CSN00	eu
lhe	lhe	PP3CSD00	lhe
disse	disse	VMIS3S0	dizer
do	do	SPS00+DA0MS0	de+o
medico	médico	NCMS000	médico
,	,	Fc	,
ou	ou	CC	ou
outra	outra	DI0FS0	outro
couza	coisa	NCFS000	coisa
q	que	PR0CN000	que
disse	disse	VMIS3S0	dizer
S	Santo	NP00000	santo
Agostinho	Agostinho	NP00000	agostinho
;	,	NP00000	agostinho
e	e	CC	e
elle	ele	PP3MS000	ele
então	então	RG	então
disse	disse	VMIS3S0	dizer
q	que	CS	que
era	era	VSII0S0	ser
argomento	argumento	NCMS000	argumento
de	de	SPS00	de
Lavrador	lavrador	NCMS000	lavrador
;	.	NCMS000	lavrador
e	E	CC	e
então	então	RG	então
outro	outro	DI0MS0	outro
Padre	padre	NCMS000	padre
lhe	lhe	PP3CSD00	lhe
disse	disse	VMIS3S0	dizer
q	que	CS	que
athe	até	RF	até
agora	agora	RG	agora
não	não	RN	não
se	se	P00CN000	se
lhe	lhe	PP3CSD00	lhe
tinha	tinha	VAII0S0	ter
dado	dado	VMP0000	dar
resposta	resposta	NCFS000	resposta
;	.	NCFS000	resposta
e	E	CC	e
outro	outro	DI0MS0	outro
Padre	padre	NCMS000	padre
,	,	Fc	,
qdo	quando	CS	quando
elle	ele	PP3MS000	ele
falava	falava	VMII0S0	falar
da	da	SPS00+DA0FS0	de+o
predestinação	predestinação	NCFS000	predestinação
(	(	Fba	(
e	e	CC	e
não	não	RN	não
me	me	PP1CS000	me
lembra	lembra	VMIP3S0	lembrar
como	como	PA000000	como
)	)	Fbt	)
	,	Fc	,
disse	disse	VMIS3S0	dizer
q	que	CS	que
por	por	SPS00	por
isso	isso	PD0NN000	isso
sempre	sempre	RG	sempre
lhe	lhe	PP3CSD00	lhe
agradara	agradara	VMIM0S0	agradar
a	a	DA0FS0	o
sentença	sentença	NCFS000	o
post	post	NCMS000	post
provisa	provisa	NCMS000	provisa
merita	merita	NCMS000	merita
;	.	NCMS000	merita
e	E	CC	e
digo	digo	VMIP1S0	dizer
isto	isto	PD0NN000	isto
porq	porque	CS	porque
não	não	RN	não
sei	sei	VMIP1S0	saber
se	se	CSI	se
o	o	DA0MS0	o
outro	outro	PI0MS000	outro
diria	diria	VMIC0S0	dizer
mais	mais	RC	mais
alguma	alguma	DI0FS0	algum
couza	coisa	NCFS000	coisa
q	que	PR0CN000	que
se	se	P00CN000	se
não	não	RN	não
acõmodasse	acomodasse	VMSI0S0	acomodar
nem	nem	CCN	nem
com	com	SPS00	com
huma	uma	DI0FS0	um
nem	nem	CCN	nem
com	com	SPS00	com
outra	outra	DI0FS0	outro
sentença	sentença	NCFS000	sentença
.	.	Fp	.
Ora	Ora	RG	ora
	,	Fc	,
eu	eu	PP1CSN00	eu
	,	Fc	,
acabada	acabada	VMP00SF	acabar
a	a	DA0FS0	o
conversa	conversa	NCFS000	o
	,	Fc	,
falei	falei	VMIS1S0	falar
com	com	SPS00	com
hum	um	DI0MS0	um
dos	dos	SPS00+DA0MP0	de+o
dous	dois	Z	dois
Padres	padres	NCMP000	padre
q	que	PR0CN000	que
ouvio	ouviu	VMIS3S0	ouvir
tudo	tudo	PI0NN000	tudo
isto	isto	PD0NN000	isto
e	e	CC	e
lhe	lhe	PP3CSD00	lhe
perguntei	perguntei	VMIS1S0	perguntar
se	se	CSI	se
teria	teria	VMIC0S0	ter
obrigação	obrigação	NCFS000	obrigação
de	de	SPS00	de
o	o	PP3MSA00	o
denunciar	denunciar	VMN0000	denunciar
,	,	Fc	,
e	e	CC	e
elle	ele	PP3MS000	ele
me	me	PP1CS000	me
disse	disse	VMIS3S0	dizer
q	que	CS	que
não	não	RN	não
;	,	RN	não
q	que	CS	que
o	o	DA0MS0	o
tal	tal	DD0CS0	tal
Padre	padre	NCMS000	padre
q	que	PR0CN000	que
proferio	proferiu	VMIS3S0	proferir
as	as	DA0FP0	o
ditas	ditas	VMP00PF	dizer
propoziçoens	proposições	NCFP000	proposição
q	que	CS	que
era	era	VSII0S0	ser
catholico	católico	AQ0MS0	católico
como	como	CS	como
os	os	DA0MP0	o
mais	mais	RC	mais
,	,	Fc	,
q	que	CS	que
falava	falava	VMII0S0	falar
assim	assim	RG	assim
como	como	CS	como
por	por	SPS00	por
modo	modo	NCMS000	modo
de	de	SPS00	de
argomentar	argumentar	VMN0000	argumentar
e	e	CC	e
q	que	CS	que
estava	estava	VMII0S0	estar
ainda	ainda	RG	ainda
com	com	SPS00	com
os	os	DA0MP0	o
furores	furores	NCMP000	furor
da	da	SPS00+DA0FS0	de+o
aula	aula	NCFS000	aula
;	.	NCFS000	aula
mas	Mas	CC	mas
eu	eu	PP1CSN00	eu
com	com	SPS00	com
isto	isto	PD0NN000	isto
não	não	RN	não
socego	sossego	VMIP1S0	sossegar
;	,	VMIP1S0	sossegar
ainda	ainda	RG	ainda
q	que	CS	que
este	este	DD0MS0	este
tal	tal	DD0CS0	tal
Padre	padre	NCMS000	padre
q	que	PR0CN000	que
me	me	PP1CS000	me
deo	deu	VMIS3S0	dar
esta	esta	DD0FS0	este
resposta	resposta	NCFS000	este
he	é	VSIP3S0	ser
de	de	SPS00	de
boma	boa	AQ0FS0	bom
vida	vida	NCFS000	vida
e	e	CC	e
instrui-do	instruído	VMP00SM	instruir
,	,	Fc	,
e	e	CC	e
á	a	SPS00	a
quem	quem	PR0CN000	quem
eu	eu	PP1CSN00	eu
mtas	muitas	DI0FP0	muito
vezes	vezes	NCFP000	vez
me	me	PP1CS000	me
confesso	confesso	VMIP1S0	confessar
;	.	VMIP1S0	confessar
comtudo	Contudo	RG	contudo
	,	Fc	,
o	o	DA0MS0	o
modo	modo	NCMS000	modo
com	com	SPS00	com
q	que	PR0CN000	que
o	o	DA0MS0	o
outro	outro	PI0MS000	outro
proferio	proferiu	VMIS3S0	proferir
as	as	DA0FP0	o
propoziçoens	proposições	NCFP000	o
,	,	Fc	,
não	não	RN	não
o	o	PP3MSA00	o
julgo	julgo	VMIP1S0	julgar
por	por	SPS00	por
modo	modo	NCMS000	modo
de	de	SPS00	de
argomento	argumento	NCMS000	argumento
;	.	NCMS000	argumento
comtudo	Contudo	RG	contudo
	,	Fc	,
a	a	SPS00	a
favor	favor	NCMS000	favor
do	do	SPS00+DA0MS0	de+o
pro-ferente	proferente	NCMS000	proferente
me	me	PP1CS000	me
lembra	lembra	VMIP3S0	lembrar
se	se	P00CN000	se
não	não	RN	não
seria	seria	VSIC0S0	ser
com	com	SPS00	com
espirito	espírito	NCMS000	espírito
he-retico	herético	AQ0MS0	herético
,	,	Fc	,
ou	ou	CC	ou
por	por	SPS00	por
não	não	RN	não
entender	entender	VMN0000	entender
o	o	DA0MS0	o
q	que	PR0CN000	que
dizia	dizia	VMII0S0	dizer
ou	ou	CC	ou
por	por	SPS00	por
não	não	RN	não
reparar	reparar	VMN0000	reparar
bem	bem	RG	bem
no	no	SPS00+DA0MS0	em+o
q	que	PR0CN000	que
dizia	dizia	VMII0S0	dizer
;	,	VMII0S0	dizer
e	e	CC	e
tambem	também	RG	também
por	por	SPS00	por
dizer	dizer	VMN0000	dizer
is-to	isto	PD0NN000	isto
na	na	SPS00+DA0FS0	em+o
prezença	presença	NCFS000	presença
de	de	SPS00	de
dous	dois	Z	dois
Relligiozos	religiosos	NCMP000	religioso
e	e	CC	e
em	em	SPS00	em
Lu-gar	lugar	NCMS000	lugar
aonde	onde	PA000000	onde
podião	podiam	VMII3P0	poder
outros	outros	PI0MP000	outro
ouvir	ouvir	VMN0000	ouvir
	,	Fc	,
porq	porque	CS	porque
era	era	VSII0S0	ser
em	em	SPS00	em
humas	umas	DI0FP0	um
escadas	escadas	NCFP000	escada
do	do	SPS00+DA0MS0	de+o
corredor	corredor	NCMS000	corredor
;	.	NCMS000	corredor
e	E	CC	e
tambem	também	RG	também
porq	porque	CS	porque
	,	Fc	,
qdo	quando	CS	quando
se	se	P00CN000	se
lhe	lhe	PP3CSD00	lhe
disse	disse	VMIS3S0	dizer
q	que	CS	que
o	o	DA0MS0	o
q	que	PR0CN000	que
elle	ele	PP3MS000	ele
dizia	dizia	VMII0S0	dizer
era	era	VSII0S0	ser
contra	contra	SPS00	contra
o	o	DA0MS0	o
concilio	concílio	NCMS000	concílio
,	,	Fc	,
parece-me	parece-me	VMIP3S0+PP1CS000	parecer+me
q	que	CS	que
não	não	RN	não
instou	instou	VMIS3S0	instar
;	.	VMIS3S0	instar
e	E	CC	e
tambem	também	RG	também
qdo	quando	CS	quando
se	se	P00CN000	se
lhe	lhe	PP3CSD00	lhe
disse	disse	VMIS3S0	dizer
a	a	SPS00	a
respto	respeito	NCFS000	a
do	do	SPS00+DA0MS0	de+o
peccado	pecado	NCMS000	pecado
Original	original	AQ0CS0	original
q	que	PR0CN000	que
todos	todos	PI0MP000	todo
nos	nos	PP1CP000	nos
ha-viamos	havíamos	VMII1P0	haver
de	de	SPS00	de
perder	perder	VMN0000	perder
,	,	Fc	,
ainda	ainda	RG	ainda
sem	sem	SPS00	sem
outros	outros	DI0MP0	outro
peccados	pecados	NCMP000	pecado
,	,	Fc	,
tambem	também	RG	também
me	me	PP1CS000	me
parece	parece	VMIP3S0	parecer
q	que	CS	que
não	não	RN	não
contradisse	contradisse	VMIS3S0	contradizer
;	,	VMIS3S0	contradizer
ainda	ainda	RG	ainda
q	que	CS	que
não	não	RN	não
sei	sei	VMIP1S0	saber
se	se	CSI	se
o	o	PP3MSA00	o
elle	ele	PP3MS000	ele
calar-se	calar-se	VMN0000+P00CN000	calar+se
será	será	VSIF3S0	ser
bom	bom	AQ0MS0	bom
se	se	CS	se
máo	mau	AQ0MS0	mau
sinal	sinal	NCMS000	sinal
.	.	Fp	.
Quero	Quero	VMIP1S0	querer
me	me	PP1CS000	me
faça	faça	VMSP0S0	fazer
o	o	DA0MS0	o
favor	favor	NCMS000	favor
de	de	SPS00	de
me	me	PP1CS000	me
mandar	mandar	VMN0000	mandar
dizer	dizer	VMN0000	dizer
se	se	CSI	se
tenho	tenho	VMIP1S0	ter
obrigação	obrigação	NCFS000	obrigação
de	de	SPS00	de
denunciar	denunciar	VMN0000	denunciar
,	,	Fc	,
e	e	CC	e
com	com	SPS00	com
brevidade	brevidade	NCFS000	brevidade
	,	Fc	,
porq	porque	CS	porque
se	se	P00CN000	se
aca-ba	acaba	VMIP3S0	acabar
o	o	DA0MS0	o
tempo	tempo	NCMS000	tempo
.	.	Fp	.
Minha	Minha	DP1FSS	meu
Irmãa	irmã	NCFS000	irmão
tem	tem	VAIP3S0	ter
passado	passado	VMP0000	passar
mal	mal	RG	mal
,	,	Fc	,
mas	mas	CC	mas
	,	Fc	,
como	como	CS	como
tem	tem	VAIP3S0	ter
tido	tido	VMP0000	ter
algum	algum	DI0MS0	algum
aLivio	alívio	NCMS000	alívio
,	,	Fc	,
por	por	SPS00	por
isso	isso	PD0NN000	isso
não	não	RN	não
lhe	lhe	PP3CSD00	lhe
tem	tem	VAIP3S0	ter
mandado	mandado	VMP0000	mandar
pedir	pedir	VMN0000	pedir
q	que	CS	que
venha	venha	VMSP0S0	vir
ca	cá	RG	cá
;	,	RG	cá
e	e	CC	e
tambem	também	RG	também
pelo	pelo	SPS00+DA0MS0	por+o
considerar	considerar	VMN0000	considerar
occupado	ocupado	VMP00SM	ocupar
,	,	Fc	,
e	e	CC	e
ainda	ainda	RG	ainda
mais	mais	RC	mais
nestes	nestes	SPS00+DD0MP0	em+este
dias	dias	NCMP000	dia
athe	até	SPS00	até
Domingo	domingo	NCMS000	domingo
.	.	Fp	.
Eu	Eu	PP1CSN00	eu
vou	vou	VMIP1S0	ir
passando	passando	VMG0000	passar
;	.	VMG0000	passar
estimarei	Estimarei	VMIF1S0	estimar
q	que	CS	que
V	Vossa	DP2FSP	vosso
Rma	Reverendíssima	AQSFS0	reverendo
tenha	tenha	VMSP0S0	ter
aLivio	alívio	NCMS000	alívio
nas	nas	SPS00+DA0FP0	em+o
suas	suas	DP3FP0	seu
queixas	queixas	NCFP000	queixa
e	e	CC	e
deme	dê-me	VMSP0S0+PP1CS000	dar+me
occazioens	ocasiões	NCFP000	ocasião
em	em	SPS00	em
q	que	PR0CN000	que
eu	eu	PP1CSN00	eu
mostre	mostre	VMSP0S0	mostrar
sou	sou	VMSP0S0	mostrar
De	de	VMSP0S0	mostrar
V	Vossa	VMSP0S0	mostrar
Rma	Reverendíssima	VMSP0S0	mostrar
Servo	servo	VMSP0S0	mostrar
e	e	VMSP0S0	mostrar
amigo	amigo	VMSP0S0	mostrar
mto	muito	VMSP0S0	mostrar
venerador	venerador	VMSP0S0	mostrar
obrigado	obrigado	VMSP0S0	mostrar
	.	VMSP0S0	mostrar
Barcellos	Barcelos	VMSP0S0	mostrar
	,	VMSP0S0	mostrar
18	18	VMSP0S0	mostrar
de	de	VMSP0S0	mostrar
Julho	julho	VMSP0S0	mostrar
de	de	VMSP0S0	mostrar
1797	1797	VMSP0S0	mostrar
O	O	VMSP0S0	mostrar
Pe	padre	VMSP0S0	mostrar
Manoel	Manuel	VMSP0S0	mostrar
Joze	José	VMSP0S0	mostrar
Ribeiro	Ribeiro	VMSP0S0	mostrar
Pontes	Pontes	VMSP0S0	mostrar
