Meu	Meu	DP1MSS	meu
e	e	CC	e
não	não	RN	não
de	de	SPS00	de
cooperação	cooperação	NCFS000	cooperação
nem	nem	CC	nem
empenho	empenho	NCMS000	empenho
de	de	SPS00	de
meu	meu	DP1MSS	meu
Ir	irmão	NCMS000	irmão
q	que	PR0CN000	que
Dor	Doutor	NP00000	doutor
Vigairo	Vigário	NP00000	vigário
geral	Geral	NP00000	geral
	,	Fc	,
suposto	suposto	VMP00SM	supor
em	em	SPS00	em
tantos	tantos	DI0MP0	tanto
apertos	apertos	NCMP000	aperto
	,	Fc	,
q	que	CS	que
lhe	lhe	PP3CSD00	lhe
não	não	RN	não
he	é	VSIP3S0	ser
facil	fácil	AQ0CS0	fácil
uzar	usar	VMN0000	usar
da	da	SPS00+DA0FS0	de+o
sua	sua	DP3FS0	seu
liberdade	liberdade	NCFS000	liberdade
e	e	CC	e
comcorrer	concorrer	VMN0000	concorrer
pa	para	SPS00	para
este	este	DD0MS0	este
negocio	negócio	NCMS000	negócio
com	com	SPS00	com
coiza	coisa	NCFS000	coisa
de	de	SPS00	de
proveito	proveito	NCMS000	proveito
,	.	Fp	.
e	E	CC	e
os	os	DA0MP0	o
duzentos	duzentos	Z	duzentos
mil	mil	Z	mil
reis	réis	NCMP000	réis
q	que	CS	que
o	o	DA0MS0	o
Dito	dito	VMP00SM	dizer
fraga	Fraga	NP00000	Fraga
se	se	CS	se
oferece	oferece	VMIP3S0	oferecer
a	a	SPS00	a
dar	dar	VMN0000	dar
quer	quer	CC	quer
fiquem	fiquem	VMSP3P0	ficar
pa	para	SPS00	para
por	por	SPS00	por
elles	eles	PP3MP000	ele
se	se	P00CN000	se
pagar	pagar	VMN0000	pagar
alguãs	algumas	DI0FP0	algum
perdas	perdas	NCFP000	perda
q	que	PR0CN000	que
nas	nas	SPS00+DA0FP0	em+o
rendas	rendas	NCFP000	renda
ouvesse	houvesse	VMSI0S0	haver
	,	Fc	,
pois	pois	CS	pois
elle	ele	PP3MS000	ele
toma	toma	VMIP3S0	tomar
sobre	sobre	SPS00	sobre
si	si	PP3CNO00	si
esa	essa	DD0FS0	esse
cociedade	sociedade	NCFS000	sociedade
e	e	CC	e
averigoação	averiguação	NCFS000	averiguação
,	.	Fp	.
e	E	CC	e
com	com	SPS00	com
tremos	termos	NCMP000	termo
tão	tão	RC	tão
generozos	generosos	AQ0MP0	generoso
se	se	CS	se
oferece	oferece	VMIP3S0	oferecer
q	que	CS	que
dis	diz	VMIP3S0	dizer
se	se	CS	se
as	as	DA0FP0	o
perdas	perdas	NCFP000	perda
a	à	SPS00+DA0FS0	a+o
sua	sua	DP3FS0	seu
parte	parte	NCFS000	parte
não	não	RN	não
alcancarem	alcançarem	VMIP3P0	alcançarer
os	os	DA0MP0	o
duzentos	duzentos	Z	duzentos
mil	mil	Z	mil
reis	réis	NCMP000	réis
e	e	CC	e
destes	destes	SPS00+DD0MP0	de+este
o	o	CC	e
sor	senhor	NP00000	senhor
P	pai	NCMS000	pai
lhe	lhe	PP3CSD00	lhe
fique	fique	VMSP0S0	ficar
devendo	devendo	VMG0000	dever
alguã	alguma	DI0FS0	algum
couza	coisa	NCFS000	coisa
	,	Fc	,
lhe	lhe	PP3CSD00	lhe
azeitarã	aceitarão	VMIP1S0	aceitarãar
o	o	DA0MS0	o
pa-gamto	pagamento	NCMS000	pagamento
em	em	SPS00	em
anno	ano	NCMS000	ano
e	e	CC	e
meyo	meio	NCMS000	meio
;	.	Fp	.
e	E	CC	e
mais	mais	RC	mais
se	se	CS	se
oferece	oferece	VMIP3S0	oferecer
a	a	SPS00	a
q	que	CS	que
	,	Fc	,
avendo	havendo	VMG0000	haver
alguãs	algumas	DI0FP0	algum
dividas	dívidas	NCFP000	dívida
da	da	SPS00+DA0FS0	de+o
mesma	mesma	AQ0FS0	mesmo
renda	renda	NCFS000	renda
q	que	CS	que
ainda	ainda	RG	ainda
não	não	RN	não
estejão	estejam	VMIP3P0	estar
vencidas	vencidas	VMP00PF	vencer
;	,	Fc	,
como	como	CS	como
são	são	VSIP3P0	ser
as	as	DA0FP0	o
sanjoaneiras	sanjoaneiras	NCFP000	sanjoaneira
dos	dos	SPS00+DA0MP0	de+o
quintos	quintos	NCMP000	quinto
	,	Fc	,
q	que	CS	que
tomará	tomará	VMIF3S0	tomar
sobre	sobre	SPS00	sobre
si	si	PP3CNO00	si
a	a	DA0FS0	o
cobrança	cobrança	NCFS000	cobrança
dellas	delas	SPS00+PP3FP000	de+ele
	,	Fc	,
no	no	SPS00+DA0MS0	em+o
seu	seu	DP3MS0	seu
tempo	tempo	NCMS000	tempo
	.	Fp	.
e	E	CC	e
antecipará	antecipará	VMIF3S0	antecipar
logo	logo	RG	logo
o	o	DA0MS0	o
dinheiro	dinheiro	NCMS000	dinheiro
pa	para	SPS00	para
q	que	PR0CN000	que
mais	mais	RC	mais
facilmte	facilmente	RG	facilmente
Vm	VM	NP00000	VM
comsiga	consiga	VMSP0S0	conseguir
a	a	DA0FS0	o
soltura	soltura	NCFS000	soltura
do	do	SPS00+DA0MS0	de+o
sor	senhor	NP00000	senhor
Pai	pai	NCMS000	pai
e	e	CC	e
assim	assim	RG	assim
	,	Fc	,
a	à	SPS00+DA0FS0	a+o
vista	vista	NCFS000	vista
deste	deste	SPS00+DD0MS0	de+este
primorozo	primoroso	AQ0MS0	primoroso
termo	termo	NCMS000	termo
	,	Fc	,
se	se	CS	se
esperá	espera	VMIP3S0	esperar
do	do	SPS00+DA0MS0	de+o
brio	brio	NCMS000	brio
de	de	SPS00	de
Vm	VM	NP00000	VM
q	que	CS	que
a	a	SPS00	a
troco	troco	NCMS000	troco
de	de	SPS00	de
trezentos	trezentos	Z	trezentos
ou	ou	CC	ou
coatrocentos	quatrocentos	Z	quatrocentos
mil	mil	Z	mil
reis	réis	NCMP000	réis
en	em	SPS00	em
dinheiro	dinheiro	NCMS000	dinheiro
e	e	CC	e
oitocentos	oitocentos	Z	oitocentos
mil	mil	Z	mil
reis	réis	NCMP000	réis
ou	ou	CC	ou
hum	um	DI0MS0	um
conto	conto	NCMS000	conto
de	de	SPS00	de
reis	réis	NCMP000	réis
de	de	SPS00	de
fiancas	fianças	NCFP000	fiança
deixe	deixe	VMSP0S0	deixar
de	de	SPS00	de
trabalhar	trabalhar	VMN0000	trabalhar
pa	para	SPS00	para
conseguir	conseguir	VMN0000	conseguir
ordem	ordem	NCFS000	ordem
de	de	SPS00	de
soltura	soltura	NCFS000	soltura
com	com	SPS00	com
a	a	DA0FS0	o
clauzulla	cláusula	NCFS000	cláusula
de	de	SPS00	de
q	que	CS	que
ca	cá	RG	cá
se	se	CS	se
ajuste	ajuste	NCMS000	ajuste
o	o	DA0MS0	o
mais	mais	RC	mais
assim	assim	RG	assim
pello	pelo	SPS00+DA0MS0	por+o
dinheiro	dinheiro	NCMS000	dinheiro
q	que	PR0CN000	que
esta	está	VMIP3S0	estar
junto	junto	RG	junto
,	,	Fc	,
como	como	SPS00	como
o	o	DA0MS0	o
q	que	PR0CN000	que
se	se	P00CN000	se
deve	deve	VMIP3S0	dever
juntar	juntar	VMN0000	juntar
e	e	CC	e
o	o	DA0MS0	o
q	que	PR0CN000	que
dito	dito	SPS00+DA0MS0	de+o
fraga	Fraga	NP00000	Fraga
tem	tem	VMIP3S0	ter
oferecido	oferecido	VMP00SM	oferecer
em	em	SPS00	em
q	que	CS	que
não	não	RN	não
averá	haverá	VMIF3S0	haver
falencia	falência	NCFS000	falência
	.	Fp	.
E	E	CC	e
espero	espero	VMIP1S0	esperar
em	em	SPS00	em
Vm	VM	NP00000	VM
a	a	SPS00	a
não	não	RN	não
aja	haja	VMSP0S0	haver
	,	Fc	,
sem	sem	SPS00	sem
embargo	embargo	NCMS000	embargo
do	do	SPS00+DA0MS0	de+o
mto	muito	NCMS000	muito
q	que	CS	que
ca	cá	RG	cá
se	se	CS	se
duvida	duvida	VMIP3S0	duvidar
o	o	DA0MS0	o
po-dello	podê-lo	VMN0000+PP3MSA00	poder+o
Vm	VM	NP00000	VM
comseguir	conseguir	VMN0000	conseguir
,	,	Fc	,
pa	para	SPS00	para
q	que	CS	que
assim	assim	RG	assim
fiquem	fiquem	VMSP3P0	ficar
os	os	DA0MP0	o
inimigos	inimigos	NCMP000	inimigo
com	com	SPS00	com
a	a	DA0FS0	o
sua	sua	DP3FS0	seu
ma	má	AQ0FS0	mau
vontade	vontade	NCFS000	vontade
,	,	Fc	,
e	e	CC	e
Vm	VM	NP00000	VM
mostrando	mostrando	VMG0000	mostrar
os	os	DA0MP0	o
creditos	créditos	NCMP000	crédito
e	e	CC	e
o	o	DA0MS0	o
mto	muito	NCMS000	muito
q	que	PR0CN000	que
pode	pode	VMIP3S0	poder
nesta	nesta	SPS00+DD0FS0	em+este
cidade	cidade	NCFS000	cidade
	.	Fp	.
fico	Fico	VMIP1S0	ficar
pa	para	SPS00	para
servir	servir	VMN0000	servir
essa	essa	DD0FS0	esse
pessoa	pessoa	NCFS000	pessoa
q	que	PR0CN000	que
Ds	Deus	NP00000	deus
gde	guarde	VMSP0S0	guardar
	.	Fp	.
oje	Hoje	RG	hoje
	,	Fc	,
11	11	Z	11
de	de	SPS00	de
Julho	julho	NCMS000	julho
	.	Fp	.
Amigo	Amigo	NP00000	amigo
Fr	Frei	NP00000	frei
Francisco	Francisco	NP00000	francisco
da	da	SPS00+DA0FS0	de+o
graça	Graça	NP00000	graça
