Illmo	Ilustríssimo		
sucede	sucede	VMIP3S0	suceder
a	a	DA0FS0	o
Asemblea	Assembleia	NP00000	assembleia
ter	ter	VAN0000	ter
mandado	mandado	VMP0000	mandar
glotinar	guilhotinar	VMN0000	guilhotinar
o	o	DA0MS0	o
do	dito	VMP00SM	dizer
Labord	Laborde	NP00000	laborde
,	.	NP00000	laborde
Este	Este	DD0MS0	este
Labord	Laborde	NP00000	laborde
tem	tem	VMIP3S0	ter
hum	um	DI0MS0	um
filho	filho	NCMS000	filho
	,	Fc	,
o	o	DA0MS0	o
qual	qual	PR0CS000	qual
tambem	também	RG	também
he	é	VSIP3S0	ser
Banqueiro	banqueiro	NCMS000	banqueiro
e	e	CC	e
se	se	P00CN000	se
acha	acha	VMIP3S0	achar
em	em	SPS00	em
essa	essa	DD0FS0	esse
Capital	capital	NCFS000	esse
de	de	SPS00	de
Londres	Londres	NP00000	londres
	.	Fp	.
este	Este	PD0MS000	este
sabe	sabe	VMIP3S0	saber
muito	muito	RQ	muito
bem	bem	RG	bem
todo	todo	DI0MS0	todo
este	este	DD0MS0	este
particular	particular	NCMS000	particular
,	.	NCMS000	particular
e	E	CC	e
querendo	querendo	VMG0000	querer
eu	eu	PP1CSN00	eu
hir	ir	VMN0000	ir
a	a	DA0FS0	o
Londres	Londres	NP00000	londres
para	para	SPS00	para
ver	ver	VMN0000	ver
se	se	CSI	se
acazo	acaso	RG	acaso
poderia	poderia	VMIC0S0	poder
tratar	tratar	VMN0000	tratar
com	com	SPS00	com
o	o	DA0MS0	o
filho	filho	NCMS000	filho
do	do	SPS00+DA0MS0	de+o
dito	dito	VMP00SM	dizer
La-bord	Laborde	NP00000	laborde
algum	algum	DI0MS0	algum
ajuste	ajuste	NCMS000	ajuste
sobre	sobre	SPS00	sobre
o	o	DA0MS0	o
meo	meu	DP1MSS	meu
dinheiro	dinheiro	NCMS000	dinheiro
,	,	Fc	,
veijo	vejo	VMIP1S0	ver
que	que	CS	que
as	as	DA0FP0	o
couzas	coisas	NCFP000	o
estao	estão	VMIP3P0	estar
em	em	SPS00	em
tam	tão	RC	tão
ma	má	AQ0FS0	mau
figura	figura	NCFS000	figura
que	que	PR0CN000	que
me	me	PP1CS000	me
não	não	RN	não
aRisco	arrisco	VMIP1S0	arriscar
a	a	SPS00	a
partir	partir	VMN0000	partir
pelo	pelo	SPS00+DA0MS0	por+o
medo	medo	NCMS000	medo
dos	dos	SPS00+DA0MP0	de+o
Corsarios	corsários	NCMP000	corsário
Francezes	franceses	AQ0MP0	francês
,	.	AQ0MP0	francês
asim	Assim	RG	assim
me	me	PP1CS000	me
valỹ	vali	VMIS1S0	valer
da	da	SPS00+DA0FS0	de+o
proteção	proteção	NCFS000	proteção
da	da	SPS00+DA0FS0	de+o
Irmã	irmã	NCFS000	irmão
de	de	SPS00	de
V	Vossa	DP2FSP	vosso
Exa	Excelência	NP00000	excelência
	,	Fc	,
a	a	DA0FS0	o
da	da	SPS00+DA0FS0	de+o
Snra	Senhora	NP00000	senhora
Condesa	Condessa	NP00000	condessa
de	de	SPS00	de
Ficalho	Ficalho	NP00000	ficalho
	,	Fc	,
de	de	SPS00	de
que	que	PR0CN000	que
incluzo	incluso	AQ0MSP	incluso
remeto	remeto	VMIP1S0	remeter
as	as	DA0FP0	o
cartas	cartas	NCFP000	o
	,	Fc	,
como	como	CS	como
tambem	também	RG	também
do	do	SPS00+DA0MS0	de+o
Exmo	Excelentíssimo	AQSMS0	excelente
Snr	Senhor	NP00000	senhor
D	Dom	NP00000	dom
Diogo	Diogo	NP00000	diogo
Anjeja	Angeja	NP00000	angeja
	,	Fc	,
o	o	DA0MS0	o
qual	qual	PR0CS000	qual
escreveo	escreveu	VMIS3S0	escrever
a	a	SPS00	a
V	Vossa	DP2FSP	vosso
Exa	Excelência	NP00000	excelência
	,	Fc	,
remetendolhe	remetendo-lhe	VMG0000+PP3CSD00	remeter+lhe
tambem	também	RG	também
a	a	DA0FS0	o
procuração	procuração	NCFS000	o
de	de	SPS00	de
minha	minha	DP1FSS	meu
mulher	mulher	NCFS000	mulher
,	.	NCFS000	mulher
asim	Assim	RG	assim
	,	Fc	,
imploro	imploro	VMIP1S0	implorar
a	a	DA0FS0	o
protecão	proteção	NCFS000	o
de	de	SPS00	de
V	Vossa	DP2FSP	vosso
Exa	Excelência	NP00000	excelência
para	para	SPS00	para
que	que	CS	que
se	se	P00CN000	se
digne	digne	VMSP0S0	dignar
de	de	SPS00	de
patrocinar	patrocinar	VMN0000	patrocinar
esta	esta	DD0FS0	este
pobre	pobre	AQ0CS0	pobre
familia	família	NCFS000	família
,	,	Fc	,
em	em	SPS00	em
fazer	fazer	VMN0000	fazer
chamar	chamar	VMN0000	chamar
este	este	DD0MS0	este
Filho	filho	NCMS000	filho
de	de	SPS00	de
Labord	Laborde	NP00000	laborde
que	que	PR0CN000	que
ahỹ	aí	RG	aí
se	se	P00CN000	se
acha	acha	VMIP3S0	achar
para	para	SPS00	para
ver	ver	VMN0000	ver
se	se	CSI	se
acazo	acaso	RG	acaso
elle	ele	PP3MS000	ele
quer	quer	VMIP3S0	querer
pa-gar	pagar	VMN0000	pagar
	,	Fc	,
pois	pois	CS	pois
elle	ele	PP3MS000	ele
sabe	sabe	VMIP3S0	saber
bellamente	belamente	RG	belamente
que	que	CS	que
eu	eu	PP1CSN00	eu
dei	dei	VMIS1S0	dar
este	este	DD0MS0	este
di-nheiro	dinheiro	NCMS000	dinheiro
a	a	SPS00	a
seo	seu	DP3MS0	seu
Paỹ	pai	NCMS000	pai
	,	Fc	,
a	a	SPS00	a
que	que	PR0CN000	que
seo	seu	DP3MS0	seu
Paỹ	pai	NCMS000	pai
o	o	PP3MSA00	o
tinha	tinha	VMII0S0	ter
em	em	SPS00	em
giro	giro	NCMS000	giro
e	e	CC	e
taloes	talões	NCMP000	talão
que	que	PR0CN000	que
elle	ele	PP3MS000	ele
mesmo	mesmo	RF	mesmo
o	o	PP3MSA00	o
girase	girasse	VMSI0S0	girar
	,	Fc	,
pois	pois	CS	pois
como	como	CS	como
seo	seu	DP3MS0	seu
Paỹ	pai	NCMS000	pai
o	o	PP3MSA00	o
mandou	mandou	VMIS3S0	mandar
para	para	SPS00	para
Londres	Londres	NP00000	londres
a	a	SPS00	a
fazer	fazer	VMN0000	fazer
o	o	DA0MS0	o
Banqueiro	banqueiro	NCMS000	banqueiro
	,	Fc	,
he	é	VSIP3S0	ser
bem	bem	RG	bem
de	de	SPS00	de
prezumir	presumir	VMN0000	presumir
que	que	CS	que
o	o	DA0MS0	o
meo	meu	DP1MSS	meu
dinheiro	dinheiro	NCMS000	dinheiro
entrase	entrasse	VMSI0S0	entrar
neste	neste	SPS00+DD0MS0	em+este
giro	giro	NCMS000	giro
:	.	NCMS000	giro
e	E	CC	e
querendo	querendo	VMG0000	querer
o	o	DA0MS0	o
filho	filho	NCMS000	filho
do	do	SPS00+DA0MS0	de+o
dito	dito	VMP00SM	dizer
Labord	Laborde	NP00000	laborde
pagar	pagar	VMN0000	pagar
	,	Fc	,
eu	eu	PP1CSN00	eu
	,	Fc	,
antão	então	RG	então
	,	Fc	,
poderei	poderei	VMIF1S0	poder
mandar	mandar	VMN0000	mandar
a	a	SPS00	a
V	Vossa	DP2FSP	vosso
Exa	Excelência	NP00000	excelência
todos	todos	PI0MP000	todo
os	os	DA0MP0	o
docu-mentos	documentos	NCMP000	documento
e	e	CC	e
Escriptura	escritura	NCFS000	escritura
do	do	SPS00+DA0MS0	de+o
do	dito	VMP00SM	dizer
Banqueiro	banqueiro	NCMS000	banqueiro
Labord	Laborde	NP00000	laborde
	,	Fc	,
que	que	CS	que
tudo	tudo	PI0NN000	tudo
tenho	tenho	VMIP1S0	ter
em	em	SPS00	em
meo	meu	DP1MSS	meu
puder	poder	NCMS000	poder
:	.	NCMS000	poder
Espero	Espero	VMIP1S0	esperar
da	da	SPS00+DA0FS0	de+o
benevolen-cia	benevolência	NCFS000	benevolência
de	de	SPS00	de
V	Vossa	DP2FSP	vosso
Exa	Excelência	NP00000	excelência
de	de	SPS00	de
se	se	P00CN000	se
enteressar	interessar	VMN0000	interessar
neste	neste	SPS00+DD0MS0	em+este
meo	meu	DP1MSS	meu
negocio	negócio	NCMS000	negócio
	,	Fc	,
pois	pois	CS	pois
valer	valer	VMN0000	valer
aos	aos	SPS00+DA0MP0	a+o
aflitos	aflitos	AQ0MP0	aflito
he	é	VSIP3S0	ser
virtude	virtude	NCFS000	virtude
,	,	Fc	,
e	e	CC	e
tanto	tanto	CC	tanto
eu	eu	PP1CSN00	eu
como	como	CC	como
minha	minha	DP1FSS	meu
mulher	mulher	NCFS000	mulher
e	e	CC	e
toda	toda	DI0FS0	todo
esta	esta	DD0FS0	este
familia	família	NCFS000	este
não	não	RN	não
cessarão	cessarão	VMIF3P0	cessar
de	de	SPS00	de
rogar	rogar	VMN0000	rogar
a	a	DA0FS0	o
Ds	Deus	NP00000	deus
pela	pela	SPS00+DA0FS0	por+o
vida	vida	NCFS000	vida
de	de	SPS00	de
V	Vossa	DP2FSP	vosso
Exa	Excelência	NP00000	excelência
	,	Fc	,
dignandose	dignando-se	VMG0000+P00CN000	dignar+se
V	Vossa	DP2FSP	vosso
Exa	Excelência	NP00000	excelência
de	de	SPS00	de
proteger	proteger	VMN0000	proteger
esta	esta	DD0FS0	este
minha	minha	DP1FSS	meu
Cauza	causa	NCFS000	causa
e	e	CC	e
tendo	tendo	VMG0000	ter
ella	ela	PP3FS000	ele
algum	algum	DI0MS0	algum
exito	êxito	NCMS000	êxito
felis	feliz	AQ0CS0	feliz
:	.	AQ0CS0	feliz
V	Vossa	DP2FSP	vosso
Exa	Excelência	NP00000	excelência
fará	fará	VMIF3S0	fazer
o	o	DA0MS0	o
favor	favor	NCMS000	favor
de	de	SPS00	de
avizar	avisar	VMN0000	avisar
a	a	SPS00	a
Madrid	Madrid	NP00000	madrid
	,	Fc	,
ao	ao	SPS00+DA0MS0	a+o
Illmo	Ilustríssimo	AQSMS0	ilustre
e	e	CC	e
Exmo	Excelentíssimo	AQSMS0	excelente
Snr	Senhor	NP00000	senhor
D	Dom	NP00000	dom
Diogo	Diogo	NP00000	diogo
	,	Fc	,
para	para	SPS00	para
elle	ele	PP3MS000	ele
me	me	PP1CS000	me
apar-ticipar	participar	VMN0000	participar
e	e	CC	e
saber	saber	VMN0000	saber
as	as	DA0FP0	o
medidas	medidas	NCFP000	o
que	que	PR0CN000	que
deverei	deverei	VMIF1S0	dever
tomar	tomar	VMN0000	tomar
	.	Fp	.
Ds	Deus	NP00000	deus
gde	guarde	VMSP0S0	guardar
a	a	SPS00	a
V	Vossa	DP2FSP	vosso
Exa	Excelência	NP00000	excelência
por	por	SPS00	por
ms	muitos	DI0MP0	muito
ans	anos	NCMP000	ano
	.	Fp	.
De	De	Fp	.
V	Vossa	Fp	.
Exa	Excelência	Fp	.
mo	muito	Fp	.
atto	atento	Fp	.
Vor	venerador	Fp	.
e	e	Fp	.
Cdo	criado	Fp	.
	,	Fp	.
Franco	Francesco	Fp	.
Saverio	Saverio	Fp	.
Todi	Todi	Fp	.
Lxa	Lxa	Fp	.
	,	Fp	.
2	2	Fp	.
de	de	Fp	.
Dbro	dezembro	Fp	.
1794	1794	Fp	.
PS	PS	NCMS000	ps
estando	Estando	VMG0000	estar
fexando	fechando	VMG0000	fechar
a	a	DA0FS0	o
carta	carta	NCFS000	carta
pa	para	SPS00	para
V	Vossa	DP2FSP	vosso
Exa	Excelência	NP00000	excelência
	,	Fc	,
o	o	DA0MS0	o
Snr	Senhor	NP00000	senhor
Luis	Luís	NP00000	luís
Canto	Canto	NP00000	canto
me	me	PP1CS000	me
remete	remete	VMIP3S0	remeter
a	a	SPS00	a
incluza	inclusa	AQ0FSP	incluso
	,	Fc	,
entendendo	entendendo	VMG0000	entender
q	que	CS	que
eu	eu	PP1CSN00	eu
partise	partisse	VMSI0S0	partir
	.	Fp	.
e	E	CC	e
como	como	CS	como
não	não	RN	não
vou	vou	VMIP1S0	ir
pessoalme	pessoalmente	RG	pessoalmente
	,	Fc	,
a	a	PP3FSA00	o
remeto	remeto	VMIP1S0	remeter
a	a	SPS00	a
V	Vossa	DP2FSP	vosso
Exa	Excelência	NP00000	excelência
	,	Fc	,
esperando	esperando	VMG0000	esperar
dela	dela	SPS00+PP3FS000	de+ele
todos	todos	DI0MP0	todo
os	os	DA0MP0	o
bons	bons	AQ0MP0	bom
officios	ofícios	NCMP000	ofício
	.	Fp	.
