j	Jesus	NP00000	jesus
metida	metida	VMP00SF	meter
,	,	Fc	,
athe	até	SPS00	até
de	de	SPS00	de
todo	todo	RG	todo
me	me	PP1CS000	me
deicharem	deixarem	VMII3P0	deixar
cahir	cair	VMN0000	cair
	.	Fp	.
isto	Isto	PD0NN000	isto
he	é	VSIP3S0	ser
emcrivel	incrível	AQ0CS0	incrível
em	em	SPS00	em
christandade	cristandade	NCFS000	cristandade
	.	Fp	.
eu	Eu	PP1CSN00	eu
ando	ando	VMIP1S0	andar
de	de	SPS00	de
cada	cada	DI0CN0	cada
ves	vez	NCFS000	vez
mais	mais	RC	mais
doente	doente	AQ0CS0	doente
se	se	CS	se
socorrer	socorrer	VMN0000	socorrer
Vmces	VMs	NP00000	VM
deicho	deixo	VMIP1S0	deixar
emcarregados	encarregados	VMP00PM	encarregar
na	na	SPS00+DA0FS0	em+o
minha	minha	DP1FSS	meu
salvação	salvação	NCFS000	salvação
	,	Fc	,
pois	pois	CS	pois
eu	eu	PP1CSN00	eu
porpuslhe	propus-lhe	PP1CSN00	eu
o	o	DA0MS0	o
remedio	remédio	NCMS000	remédio
q	que	PR0CN000	que
se	se	P00CN000	se
lhe	lhe	PP3CSD00	lhe
sabia	sabia	VMII0S0	saber
dar	dar	VMN0000	dar
se	se	CS	se
se	se	P00CN000	se
procurase	procurasse	VMSI0S0	procurar
como	como	CS	como
se	se	P00CN000	se
deve	deve	VMIP3S0	dever
	.	Fp	.
Vmces	VMs	NP00000	VM
não	não	RN	não
a	a	PP3FSA00	o
fazem	fazem	VMIP3P0	fazer
como	como	SPS00	como
ele	ele	PP3MS000	ele
sabe	sabe	VMIP3S0	saber
	,	Fc	,
pois	pois	CS	pois
a	a	SPS00	a
Ds	Deus	NP00000	deus
nimguem	ninguém	PI0NN00N	ninguém
emgana	engana	VMIP3S0	enganar
	.	Fp	.
ele	Ele	PP3MS000	ele
lhe	lhe	PP3CSD00	lhe
pedira	pedirá	VMIP3S0	pedirar
esa	essa	DD0FS0	esse
conta	conta	NCFS000	conta
	,	Fc	,
q	que	CS	que
eu	eu	PP1CSN00	eu
inda	ainda	RG	ainda
mto	muito	RQ	muito
a	a	SPS00	a
tempo	tempo	NCMS000	tempo
lhe	lhe	PP3CSD00	lhe
comoniquei	comuniquei	VMIS1S0	comunicar
o	o	DA0MS0	o
como	como	CS	como
a	a	SPS00	a
minha	minha	DP1FSS	meu
alma	alma	NCFS000	alma
abacho	abaixo	RG	abaixo
de	de	SPS00	de
Ds	Deus	NP00000	deus
pode	pode	VMIP3S0	poder
salvarse	salvar-se	VMN0000+P00CN000	salvar+se
	.	Fp	.
se	Se	CS	se
não	não	RN	não
querem	querem	VMIP3P0	querer
	,	Fc	,
ou	ou	CC	ou
por	por	SPS00	por
este	este	DD0MS0	este
ou	ou	CC	ou
por	por	SPS00	por
aquele	aquele	DD0MS0	aquele
motivo	motivo	NCMS000	motivo
	,	Fc	,
la	lá	RG	lá
no	no	SPS00+DA0MS0	em+o
outro	outro	DI0MS0	outro
mundo	mundo	NCMS000	mundo
avera	haverá	VMIF3S0	haver
quem	quem	PR0CN000	quem
o	o	PP3MSA00	o
procure	procure	VMSP0S0	procurar
miudamte	miudamente	RG	miudamente
	,	Fc	,
pois	pois	CS	pois
se	se	P00CN000	se
fia	fia	VMIP3S0	fiar
mto	muito	DI0MS0	muito
delgado	delgado	AQ0MS0	delgado
	.	Fp	.
e	E	CC	e
todo	todo	RG	todo
q	que	CS	que
o	o	DA0MS0	o
mal	mal	NCMS000	mal
q	que	PR0CN000	que
suseder	suceder	VMN0000	suceder
a	à	SPS00+DA0FS0	a+o
minha	minha	DP1FSS	meu
vida	vida	NCFS000	vida
	,	Fc	,
corpo	corpo	NCMS000	corpo
e	e	CC	e
alma	alma	NCFS000	alma
	,	Fc	,
a	à	SPS00+DA0FS0	a+o
sua	sua	DP3FS0	seu
comsiensia	consciência	NCFS000	consciência
deicho	deixo	VMIP1S0	deixar
	,	Fc	,
e	e	CC	e
não	não	RN	não
digo	digo	VMIP1S0	dizer
mais	mais	RC	mais
	,	Fc	,
etc	etc	NCMS000	etc
.	.	Fp	.
e	E	CC	e
em	em	SPS00	em
cumcluzão	conclusão	NCFS000	conclusão
	,	Fc	,
pe	padre	NCMS000	padre
	,	Fc	,
digo	digo	VMIP1S0	dizer
a	a	SPS00	a
Vmces	VMs	NP00000	VM
q	que	CS	que
	,	Fc	,
se	se	CS	se
me	me	PP1CS000	me
não	não	RN	não
tirão	tiram	VMIP3P0	tirar
desta	desta	SPS00+DD0FS0	de+este
cauza	causa	NCFS000	causa
do	do	SPS00+DA0MS0	de+o
meu	meu	DP1MSS	meu
imferno	inferno	NCMS000	inferno
,	,	Fc	,
q	que	CS	que
pelos	pelos	SPS00+DA0MP0	por+o
santos	santos	NCMP000	santo
emvangelios	evangelhos	NCMP000	evangelho
e	e	CC	e
pela	pela	SPS00+DA0FS0	por+o
ostia	hóstia	NCFS000	hóstia
comsagrada	consagrada	VMP00SF	consagrar
q	que	CS	que
me	me	PP1CS000	me
mato	mato	VMIP1S0	matar
	.	Fp	.
e	E	CC	e
de	de	SPS00	de
todo	todo	DI0MS0	todo
	,	Fc	,
por	por	SPS00	por
me	me	PP1CS000	me
não	não	RN	não
darem	darem	VMII3P0	dar
remedio	remédio	NCMS000	remédio
,	,	Fc	,
pera	para	SPS00	para
sempre	sempre	RG	sempre
no	no	SPS00+DA0MS0	em+o
imferno	inferno	NCMS000	inferno
me	me	PP1CS000	me
persepito	precipito	NCFS000	precipito
	,	Fc	,
q	que	CS	que
istou	estou	VMIP1S0	estar
arenegada	arrenegada	VMP00SF	arrenegar
e	e	CC	e
de	de	SPS00	de
quada	cada	DI0CN0	cada
ves	vez	NCFS000	vez
mais	mais	RC	mais
perdida	perdida	VMP00SF	perder
por	por	SPS00	por
sua	sua	DP3FS0	seu
culpa	culpa	NCFS000	culpa
	.	Fp	.
porq	Porque	CS	porque
o	o	DA0MS0	o
q	que	PR0CN000	que
em	em	SPS00	em
mim	mim	PP1CSO00	mim
he	é	VSIP3S0	ser
mizeria	miséria	NCFS000	miséria
	,	Fc	,
obrigada	obrigada	VMP00SF	obrigar
dos	dos	SPS00+DA0MP0	de+o
persepisios	precipícios	NCMP000	precipício
emfernais	infernais	AQ0CP0	infernal
em	em	SPS00	em
q	que	PR0CN000	que
Vmces	VMs	NP00000	VM
me	me	PP1CS000	me
querem	querem	VMIP3P0	querer
ter	ter	VMN0000	ter
,	,	Fc	,
em	em	SPS00	em
Vmces	VMs	NP00000	VM
he	é	VSIP3S0	ser
adevirtençia	advertência	NCFS000	advertência
	.	Fp	.
e	E	CC	e
não	não	RN	não
quererem	quererem	VMII3P0	querer
adevertir	advertir	VMN0000	advertir
como	como	CS	como
devem	devem	VMIP3P0	dever
a	a	DA0FS0	o
dependençia	dependência	NCFS000	dependência
do	do	SPS00+DA0MS0	de+o
meu	meu	DP1MSS	meu
aperto	aperto	NCMS000	aperto
e	e	CC	e
alma	alma	NCFS000	alma
disgrasadisima	desgraçadíssima	AQSFS0	desgraçado
	,	Fc	,
como	como	CS	como
o	o	PP3MSA00	o
he	é	VSIP3S0	ser
nas	nas	SPS00+DA0FP0	em+o
suas	suas	DP3FP0	seu
maos	mãos	NCFP000	mão
,	.	Fp	.
pois	Pois	CS	pois
sou	sou	VSIP1S0	ser
tão	tão	RC	tão
disgrasada	desgraçada	VMP00SF	desgraçar
q	que	CS	que
nem	nem	CC	nem
da	da	SPS00+DA0FS0	de+o
alma	alma	NCFS000	alma
tenho	tenho	VMIP1S0	ter
amigos	amigos	NCMP000	amigo
	.	Fp	.
mas	Mas	CC	mas
q	que	PT0CN000	que
a	há	VMIP3S0	haver
de	de	SPS00	de
ser	ser	VSN0000	ser
se	se	CS	se
Ds	Deus	NP00000	deus
o	o	DA0MS0	o
não	não	RN	não
he	é	VSIP3S0	ser
	,	Fc	,
q	que	PR0CN000	que
me	me	PP1CS000	me
dezemparou	desamparou	VMIS3S0	desamparar
de	de	SPS00	de
sorte	sorte	NCFS000	sorte
q	que	PR0CN000	que
detrimina	determina	VMIP3S0	determinar
os	aos	SPS00+DA0MP0	a+o
seos	seus	DP3MP0	seu
menistros	ministros	NCMP000	ministro
q	que	PR0CN000	que
tambem	também	RG	também
me	me	PP1CS000	me
dezemparem	desamparem	VMIP3P0	desamparer
	?	Fi	?
emtão	Então	RG	então
dis	diz	VMIP3S0	dizer
Vmce	VM	NP00000	VM
q	que	CS	que
recorra	recorra	VMSP0S0	recorrer
eu	eu	PP1CSN00	eu
a	à	SPS00+DA0FS0	a+o
sua	sua	DP3FS0	seu
mizericordia	misericórdia	NCFS000	misericórdia
	.	Fp	.
ele	Ele	PP3MS000	ele
	,	Fc	,
se	se	CS	se
a	a	PP3FSA00	o
tem	tem	VMIP3S0	ter
	,	Fc	,
he	é	VSIP3S0	ser
pa	para	SPS00	para
mim	mim	PP1CSO00	mim
mais	mais	RC	mais
cruel	cruel	AQ0CS0	cruel
q	que	CS	que
satanas	Satanás	NP00000	satanás
,	,	Fc	,
pois	pois	CS	pois
pedindolha	pedindo-lha	VMG0000+PP3CSD00+PP3FSA00	pedir+lhe+o
	,	Fc	,
e	e	CC	e
querendo	querendo	VMG0000	querer
so	só	RG	só
me	me	PP1CS000	me
tire	tire	VMSP0S0	tirar
deste	deste	SPS00+DD0MS0	de+este
imferno	inferno	NCMS000	inferno
pa	para	SPS00	para
o	o	DA0MS0	o
servir	servir	VMN0000	servir
,	,	Fc	,
e	e	CC	e
me	me	PP1CS000	me
salvar	salvar	VMN0000	salvar
não	não	RN	não
quer	quer	VMIP3S0	querer
	,	Fc	,
não	não	RN	não
he	é	VSIP3S0	ser
Ds	Deus	NP00000	deus
,	,	Fc	,
he	é	VSIP3S0	ser
hum	um	DI0MS0	um
tirano	tirano	NCMS000	tirano
,	,	Fc	,
q	que	CS	que
me	me	PP1CS000	me
trouse	trouxe	VMIS3S0	trazer
a	a	SPS00	a
este	este	DD0MS0	este
maldito	maldito	VMP00SM	maldizer
comvto	convento	NCMS000	convento
pa	para	SPS00	para
me	me	PP1CS000	me
condenar	condenar	VMN0000	condenar
	,	Fc	,
ja	já	RG	já
com	com	SPS00	com
endustria	indústria	NCFS000	indústria
de	de	SPS00	de
o	o	DA0MS0	o
fazer	fazer	VMN0000	fazer
,	.	Fp	.
por	Por	SPS00	por
iso	isso	PD0NN000	isso
	,	Fc	,
Snr	senhor	NP00000	senhor
	,	Fc	,
a	a	SPS00	a
minha	minha	DP1FSS	meu
alma	alma	NCFS000	alma
esta	está	VMIP3S0	estar
perdida	perdida	VMP00SF	perder
e	e	CC	e
Vmces	VMs	NP00000	VM
a	a	PP3FSA00	o
deichão	deixam	VMIP3P0	deixar
perder	perder	VMN0000	perder
,	,	Fc	,
o	o	DA0MS0	o
q	que	PR0CN000	que
lhe	lhe	PP3CSD00	lhe
torno	torno	VMIP1S0	tornar
a	a	SPS00	a
dizer	dizer	VMN0000	dizer
lhe	lhe	PP3CSD00	lhe
emcarrego	encarrego	VMIP1S0	encarregar
,	.	Fp	.
agora	Agora	RG	agora
vejão	vejam	VMSP3P0	ver
se	se	CS	se
	,	Fc	,
de	de	SPS00	de
todo	todo	DI0MS0	todo
	,	Fc	,
querem	querem	VMIP3P0	querer
me	me	PP1CS000	me
leve	leve	VMSP0S0	levar
o	o	DA0MS0	o
diabo	diabo	NCMS000	diabo
	.	Fp	.
