Meu	Meu	DP1MSS	meu
em	em	SPS00	em
Cujo	cujo	PR0CN000	cujo
acto	ato	NCMS000	ato
fo-ra	fora	VSIM0S0	ser
publicamte	publicamente	RG	publicamente
visto	visto	VMP00SM	ver
por	por	SPS00	por
tres	três	Z	três
ou	ou	CC	ou
Coatro	quatro	Z	quatro
pessoas	pessoas	NCFP000	pessoa
q	que	PR0CN000	que
	,	Fc	,
denumciandoo	denunciando-o	VMN0000+PP3MSA00	denunciar+o
ao	ao	SPS00+DA0MS0	a+o
Parrocho	pároco	NCMS000	pároco
daquela	daquela	SPS00+DD0FS0	de+aquele
terra	terra	NCFS000	terra
	,	Fc	,
q	que	PR0CN000	que
he	é	VSIP3S0	ser
Coma	comarca	NCFS000	comarca
d	da	SPS00+DA0FS0	de+o
Torre	Torre	NP00000	torre
de	de	SPS00	de
Momcorvo	Moncorvo	NP00000	moncorvo
	,	Fc	,
d	do	SPS00+DA0MS0	de+o
Arcebispado	arcebispado	NCMS000	arcebispado
d	de	SPS00	de
Bragua	Braga	NP00000	braga
	,	Fc	,
o	o	PP3MSA00	o
prendeo	prendeu	VMIS3S0	prender
Logo	logo	RG	logo
e	e	CC	e
o	o	PP3MSA00	o
deixou	deixou	VMIS3S0	deixar
ficar	ficar	VMN0000	ficar
a	à	SPS00+DA0FS0	a+o
sua	sua	DP3FS0	seu
ordem	ordem	NCFS000	ordem
e	e	CC	e
a	à	SPS00+DA0FS0	a+o
jumta	jumenta	NCFS000	jumenta
	,	Fc	,
obrigandosse	obrigando-se	VMG0000+P00CN000	obrigar+se
a	a	SPS00	a
dar	dar	VMN0000	dar
Comta	conta	NCFS000	conta
delles	deles	SPS00+PP3MP000	de+ele
o	o	DA0MS0	o
do	dito	VMP00SM	dizer
parrocho	pároco	NCMS000	pároco
	,	Fc	,
chamado	chamado	VMP00SM	chamar
Cosme	Cosme	NP00000	cosme
Novo	Novo	NP00000	novo
d	de	SPS00	de
oLivra	Oliveira	NP00000	oliveira
de	de	SPS00	de
q	que	PR0CN000	que
passou	passou	VMIS3S0	passar
a	a	DA0FS0	o
Certidão	certidão	NCFS000	certidão
incluza	inclusa	AQ0FS0	incluso
ao	ao	SPS00+DA0MS0	a+o
dto	dito	VMP00SM	dizer
Pe	padre	NCMS000	padre
Mel	Manuel	NP00000	manuel
Luis	Luís	NP00000	luís
	,	NP00000	luís
dizendo	dizendo	VMG0000	dizer
q	que	CS	que
dava	dava	VMII0S0	dar
Comta	conta	NCFS000	conta
	.	Fp	.
porem	Porém	RG	porém
	,	Fc	,
Como	como	CS	como
depois	depois	RG	depois
lhe	lhe	PP3CSD00	lhe
esCreveo	escreveu	VMIS3S0	escrever
a	a	DA0FS0	o
Carta	carta	NCFS000	carta
	,	Fc	,
q	que	PR0CN000	que
tambem	também	RG	também
emvio	envio	VMIP1S0	enviar
porq	porque	CS	porque
Consta	consta	VMIP3S0	constar
o	o	DA0MS0	o
Comtrario	contrário	NCMS000	contrário
	,	Fc	,
supponho	suponho	VMIP1S0	supor
a	a	PP3FSA00	o
nam	não	RN	não
daria	daria	VMIC0S0	dar
	,	Fc	,
visto	visto	VMP0000	ver
	,	Fc	,
Como	como	CS	como
Sendo	sendo	VSG0000	ser
prezo	preso	NCMS000	preso
publicamte	publicamente	RG	publicamente
em	em	SPS00	em
nome	nome	NCMS000	nome
d	do	SPS00+DA0MS0	de+o
Sto	Santo	AQ0MS0	santo
offo	Ofício	NP00000	ofício
	,	Fc	,
depois	depois	RG	depois
dis	diz	VMIP3S0	dizer
q	que	CS	que
a	a	DA0FS0	o
justica	justiça	NCFS000	justiça
Secular	secular	AQ0CS0	secular
Conhecia	conhecia	VMII0S0	conhecer
devassamte	devassamente	RG	devassamente
	,	RG	devassamente
e	e	CC	e
lhe	lhe	PP3CSD00	lhe
Custava	constava	VMII0S0	constar
o	o	PP3MSA00	o
escandalo	escândalo	NCMS000	escândalo
	,	NCMS000	escândalo
pa	para	SPS00	para
o	o	PP3MSA00	o
não	não	RN	não
prenderem	prenderem	VMN03P0	prender
	.	Fp	.
dou	Dou	VMIP1S0	dar
a	a	SPS00	a
VSria	VSa	NP00000	VSa
esta	esta	DD0FS0	este
Comta	conta	NCFS000	conta
q	que	CS	que
os	os	DA0MP0	o
mesmos	mesmos	AQ0MP0	mesmo
Romeiros	romeiros	NCMP000	romeiro
Dos	Domingos	NP00000	domingos
d	de	SPS00	de
Carvalho	Carvalho	NP00000	carvalho
e	e	CC	e
Pe	padre	NCMS000	padre
Mel	Manuel	NP00000	manuel
Luis	Luís	NP00000	luís
Comfessam	confessam	VMIP3P0	confessar
	,	VMIP3P0	confessar
e	e	CC	e
este	este	PD0MS000	este
me	me	PP1CS000	me
fes	fez	VMIS3S0	fazer
essa	essa	DD0FS0	esse
denumcia	denúncia	NCFS000	denúncia
e	e	CC	e
emtreguou	entregou	VMIS3S0	entregar
e	e	CC	e
fes	fez	VMIS3S0	fazer
papeis	papéis	NCMP000	papel
	,	NCMP000	papel
aLem	além	RG	além
das	das	SPS00+DA0FP0	de+o
q	que	PR0CN000	que
forao	foram	VSIS3P0	ser
d	de	SPS00	de
vista	vista	NCFS000	vista
no	no	SPS00+DA0MS0	em+o
lugar	lugar	NCMS000	lugar
do	do	SPS00+DA0MS0	de+o
delito	delito	NCMS000	delito
	,	NCMS000	delito
pa	para	SPS00	para
se	se	P00CN000	se
lhe	lhe	PP3CSD00	lhe
poder	poder	VMN0000	poder
mandar	mandar	VMN0000	mandar
proceder	proceder	VMN0000	proceder
o	ao	SPS00+DA0MS0	a+o
sequestro	sequestro	NCMS000	sequestro
ou	ou	CC	ou
fazer	fazer	VMN0000	fazer
deligcas	diligências	NCFP000	diligência
	.	Fp	.
o	O	PP3MSA00	o
faca	faça	VMSP0S0	fazer
	.	Fp	.
Ds	Deus	NP00000	deus
gde	guarde	VMSP0S0	guardar
a	a	SPS00	a
VSria	VSa	NP00000	VSa
	.	Fp	.
Soutelos	Soutelos	NP00000	soutelos
	,	Fc	,
e	e	CC	e
7bro	setembro	NCMS000	setembro
8	8	Z	8
d	de	SPS00	de
1723	1723	Z	1723
a	anos	NCMP000	ano
	.	Fp	.
De	De	SPS00	de
vsria	VSa	NP00000	VSa
mto	muito	RQ	muito
obrigdo	obrigado	VMP00SM	obrigar
	,	Fc	,
Franco	Francisco	NP00000	francisco
Jacome	Jácome	NP00000	jácome
d	de	SPS00	de
figdo	Figueiredo	NP00000	figueiredo
