Meu	Meu	DP1MSS	meu
molher	mulher	NCFS000	mulher
viva	viva	AQ0FS0	vivo
,	,	Fc	,
e	e	CC	e
a	a	SPS00	a
ele	ele	PP3MS000	ele
o	o	PP3MSA00	o
mande	mande	VMSP0S0	mandar
chamar	chamar	VMN0000	chamar
e	e	CC	e
o	o	PP3MSA00	o
fassa	faça	VMSP0S0	fazer
logo	logo	RG	logo
	,	Fc	,
logo	logo	RG	logo
retirar	retirar	VMN0000	retirar
,	,	Fc	,
se	se	CS	se
he	é	VSIP3S0	ser
serto	certo	AQ0MS0	certo
o	o	DA0MS0	o
q	que	PR0CN000	que
se	se	P00CN000	se
dis	diz	VMIP3S0	dizer
;	.	Fp	.
este	Este	PD0MS000	este
he	é	VSIP3S0	ser
neto	neto	NCMS000	neto
de	de	SPS00	de
huã	uma	DI0FS0	um
segda	segunda	AO0FS0	segundo
prima	prima	NCFS000	primo
de	de	SPS00	de
vm	VM	NP00000	VM
e	e	CC	e
fo	filho	NCMS000	filho
de	de	SPS00	de
Mel	Manuel	NP00000	manuel
Soares	Soares	NP00000	soares
e	e	CC	e
Ma	Maria	NP00000	maria
Ribra	Ribeira	NP00000	ribeira
,	.	Fp	.
espero	Espero	VMIP1S0	esperar
este	este	DD0MS0	este
favor	favor	NCMS000	favor
e	e	CC	e
novas	novas	NCFP000	nova
de	de	SPS00	de
Vm	VM	NP00000	VM
	,	Fc	,
a	a	SPS00	a
quem	quem	PR0CN000	quem
Ds	Deus	NP00000	deus
gde	guarde	VMSP0S0	guardar
	.	Fp	.
Souzellas	Souselas	NP00000	souselas
	,	Fc	,
oje	hoje	RG	hoje
de	de	SPS00	de
junho	junho	NCMS000	junho
12	12	Z	12
de	de	SPS00	de
716	716	Z	716
	.	Fp	.
Primo	Primo	NCMS000	primo
de	de	SPS00	de
vmce	VM	NP00000	VM
	,	Fc	,
q	que	CS	que
mto	muito	RQ	muito
o	o	PP3MSA00	o
Ama	ama	VMIP3S0	amar
	,	Fc	,
Mel	Manuel	NP00000	manuel
Ribeiro	Ribeiro	NP00000	ribeiro
