Sor	Senhor	NP00000	senhor
servo	servo	NCMS000	servo
de	de	SPS00	de
Vmce	VM	NP00000	VM
	.	Fp	.
Domingos	Domingos	NP00000	domingos
Rebello	Rebelo	NP00000	rebelo
Da	da	SPS00+DA0FS0	de+o
Silva	Silva	NP00000	silva
Cuide	Cuide	VMSP0S0	cuidar
Vmce	VM	NP00000	VM
bem	bem	RG	bem
im	em	SPS00	em
ci	si	PP3CNO00	si
e	e	CC	e
não	não	RN	não
cuide	cuide	VMSP0S0	cuidar
Vmce	VM	NP00000	VM
q	que	CS	que
he	é	VSIP3S0	ser
a	a	DA0FS0	o
carapata	carrapata	NCFS000	carrapata
	.	Fp	.
