J	Jesus	NP00000	jesus
seo	seu	DP3MS0	seu
fo	filho	NCMS000	filho
pr	por	SPS00	por
o	o	DA0MS0	o
genio	génio	NCMS000	génio
em	em	SPS00	em
emsendios	incêndios	NCMP000	incêndio
de	de	SPS00	de
amor	amor	NCMS000	amor
tam	tão	RC	tão
suaves	suaves	AQ0CP0	suaves
q	que	CS	que
sentia	sentia	VMII0S0	sentir
seo	seu	DP3MS0	seu
espirito	espírito	NCMS000	espírito
arder	arder	VMN0000	arder
em	em	SPS00	em
vivas	vivas	AQ0FP0	vivo
chamas	chamas	NCFP000	chama
,	,	Fc	,
e	e	CC	e
toda	toda	PI0FS000	todo
em	em	SPS00	em
o	o	DA0MS0	o
silencio	silêncio	NCMS000	silêncio
q	que	PR0CN000	que
dis	diz	VMIP3S0	dizer
mto	muito	RQ	muito
no	no	SPS00+DA0MS0	em+o
sentro	centro	NCMS000	centro
d	de	SPS00	de
alma	alma	NCFS000	alma
socedia	sucedia	VMII0S0	suceder
.	.	Fp	.
e	E	CC	e
metida	metida	VMP00SF	meter
em	em	SPS00	em
o	o	DA0MS0	o
sono	sono	NCMS000	sono
q	que	PR0CN000	que
dis	diz	VMIP3S0	dizer
precebia	percebia	VMII0S0	perceber
os	os	DA0MP0	o
ardores	ardores	NCMP000	ardor
suaves	suaves	AQ0CP0	suaves
,	,	Fc	,
parecialhe	parecia-lhe	VMII0S0+PP3CSD00	parecer+lhe
estava	estava	VMII0S0	estar
logrando	logrando	VMG0000	lograr
a	a	DA0FS0	o
felis	feliz	AQ0CS0	feliz
conpanhia	companhia	NCFS000	companhia
do	do	SPS00+DA0MS0	de+o
D	divino	AQ0MS0	divino
r	rei	NCMS000	rei
e	e	CC	e
a	a	DA0FS0	o
do	do	SPS00+DA0MS0	de+o
espirito	espírito	NCMS000	espírito
do	do	SPS00+DA0MS0	de+o
fo	filho	NCMS000	filho
q	que	PR0CN000	que
tinha	tinha	VAIP3S0	ter
concebido	concebido	VMP0000	conceber
em	em	SPS00	em
Des	Deus	NP00000	deus
pe	Padre	NP00000	padre
.	.	Fp	.
e	E	CC	e
o	o	PP3MSA00	o
apertou	apertou	VMIS3S0	apertar
mto	muito	RG	muito
todos	todos	DI0MP0	todo
estes	estes	DD0MP0	este
dias	dias	NCMP000	dia
pa	para	SPS00	para
q	que	CS	que
aumente	aumente	VMSP0S0	aumentar
seo	seu	DP3MS0	seu
espirito	espírito	NCMS000	espírito
e	e	CC	e
o	o	PP3MSA00	o
leve	leve	VMIP3S0	levar
,	,	Fc	,
e	e	CC	e
a	a	SPS00	a
todos	todos	DI0MP0	todo
os	os	DA0MP0	o
mais	mais	PI0CN000	mais
,	,	Fc	,
com	com	SPS00	com
mto	muito	RQ	muito
felis	feliz	AQ0CS0	feliz
viagem	viagem	NCFS000	viagem
pa	para	SPS00	para
q	que	CS0	que
lhe	lhe	PP3CSD00	lhe
fasam	façam	VMSP3P0	fazer
mtos	muitos	DI0MP0	muito
frutos	frutos	NCMP000	fruto
a	a	SPS00	a
elle	ele	PP3MS000	ele
mesmo	mesmo	RG	mesmo
.	.	Fp	.
e	E	CC	e
não	não	RN	não
tenho	tenho	VMIP1S0	ter
tenpo	tempo	NCMS000	tempo
pa	para	SPS00	para
me	me	PP1CS000	me
alargar	alargar	VMN0000	alargar
mais	mais	RC	mais
.	.	Fp	.
e	E	CC	e
a	a	SPS00	a
Des	Deus	NP00000	deus
,	,	Fc	,
q	que	PR0CN000	que
ao	ao	SPS00+DA0MS0	a+o
meo	meu	DP1MSS	meu
pai	pai	NCMS000	pai
gde	guarde	VMSP0S0	guardar
.	.	Fp	.
