Minha	Minha	DP1FSS	meu
dezo	desejo	VMIP1S0	desejar
ver	ver	VMN0000	ver
	,	Fc	,
ainda	ainda	RG	ainda
que	que	CS	que
vm	VM	NP00000	VM
me	me	PP1CS000	me
dis	diz	VMIP3S0	dizer
na	na	SPS00+DA0FS0	em+o
sua	sua	PX3FS000	seu
q	que	CS	que
bem	bem	RG	bem
tem	tem	VAIP3S0	ter
emtendido	entendido	VMP0000	entender
a	a	DA0FS0	o
falcide	falsidade	NCFS000	falsidade
do	do	SPS00+DA0MS0	de+o
meu	meu	DP1MSS	meu
amor	amor	NCMS000	amor
e	e	CC	e
que	que	CS	que
nem	nem	CCN	nem
por	por	SPS00	por
carta	carta	NCFS000	carta
lhe	lhe	PP3CSD00	lhe
dou	dou	VMIP1S0	dar
novas	novas	NCFP000	nova
minhas	minhas	DP1FPS	meu
e	e	CC	e
que	que	CS	que
isto	isto	PD0NN000	isto
faz	faz	VMIP3S0	fazer
qm	quem	PR0CN000	quem
tem	tem	VMIP3S0	ter
o	o	DA0MS0	o
seu	seu	DP3MS0	seu
amor	amor	NCMS000	amor
Repartido	repartido	VMP00SM	repartir
por	por	SPS00	por
mtas	muitas	DI0FP0	muito
partes	partes	NCFP000	parte
	.	Fp	.
o	O	DA0MS0	o
que	que	PR0CN000	que
Respondo	respondo	VMIP1S0	responder
a	a	SPS00	a
vm	VM	NP00000	VM
que	que	CS	que
	,	Fc	,
se	se	CS	se
eu	eu	PP1CSN00	eu
com	com	SPS00	com
palavras	palavras	NCFP000	palavra
me	me	PP1CS000	me
pudera	pudera	VMIM0S0	poder
explicar	explicar	VMN0000	explicar
nesta	nesta	SPS00+PD0FS000	em+este
	,	Fc	,
diçera	dissera	VMIM0S0	dizer
a	a	SPS00	a
vm	VM	NP00000	VM
couzas	coisas	NCFP000	coisa
com	com	SPS00	com
que	que	PR0CN000	que
Vm	VM	NP00000	VM
se	se	P00CN000	se
çertificara	certificara	VMIP3S0	certificarar
que	que	CS	que
	,	Fc	,
dipois	depois	RG	depois
que	que	CS	que
empreguei	empreguei	VMIS1S0	empregar
o	o	DA0MS0	o
meu	meu	DP1MSS	meu
Amor	amor	NCMS000	amor
em	em	SPS00	em
a	a	DA0FS0	o
sua	sua	DP3FS0	seu
firmeza	firmeza	NCFS000	firmeza
	,	Fc	,
não	não	RN	não
Olhei	olhei	VMIS1S0	olhar
mais	mais	RC	mais
pa	para	SPS00	para
Outraos	outros	DI0MP0	outro
olhos	olhos	NCMP000	olho
	,	Fc	,
porque	porque	CS	porque
todos	todos	PI0MP000	todo
me	me	PP1CS000	me
pareçem	parecem	VMIP3P0	parecer
mal	mal	RG	mal
	,	Fc	,
mas	mas	CC	mais
he	é	VSIP3S0	ser
porque	porque	CS	porque
tenho	tenho	VMIP1S0	ter
os	os	DA0MP0	o
meus	meus	DP1MPS	meu
empregados	empregados	VMP00PM	empregar
em	em	SPS00	em
esses	esses	DD0MP0	esse
seus	seus	DP3MP0	seu
de	de	SPS00	de
Vm	VM	NP00000	VM
.	.	Fp	.
e	E	CC	e
	,	Fc	,
como	como	CS	como
o	o	DA0MS0	o
meu	meu	DP1MSS	meu
amor	amor	NCMS000	amor
hé	é	VSIP3S0	ser
firme	firme	AQ0CS0	firme
	,	Fc	,
não	não	RN	não
pode	pode	VMIP3S0	poder
ademetir	admitir	VMN0000	admitir
couza	coisa	NCFS000	coisa
que	que	PR0CN000	que
lhe	lhe	PP3CSD00	lhe
dem	deem	VMSP3P0	dar
pena	pena	NCFS000	pena
nem	nem	CCN	nem
que	que	CS	que
esteja	esteja	VMSP0S0	teja
mal	mal	RG	mal
a	a	DA0FS0	o
pesoa	pessoa	NCFS000	pessoa
de	de	SPS00	de
Vm	VM	NP00000	VM
.	.	Fp	.
novas	Novas	NCFP000	nova
minhas	minhas	DP1FPS	meu
são	são	VSIP3P0	ser
saudades	saudades	NCFP000	saudade
e	e	CC	e
mais	mais	RC	mais
saudades	saudades	NCFP000	saudade
de	de	SPS00	de
vm	VM	NP00000	VM
e	e	CC	e
ficar	ficar	VMN0000	ficar
de	de	SPS00	de
saude	saúde	NCFS000	saúde
pera	para	SPS00	para
servir	servir	VMN0000	servir
a	a	DA0FS0	o
vm	VM	NP00000	VM
	,	Fc	,
estimando	estimando	VMG0000	estimar
mais	mais	RC	mais
que	que	CS	que
tudo	tudo	PI0NN000	tudo
a	a	PP3FSA00	o
logre	logre	VMSP0S0	lograr
Vm	VM	NP00000	VM
tão	tão	RC	tão
prefeita	perfeita	AQ0FS0	perfeito
	,	Fc	,
como	como	CS	como
eu	eu	PP1CSN00	eu
lhe	lhe	PP3CSD00	lhe
dezejo	desejo	VMIP1S0	desejar
	,	Fc	,
pera	para	SPS00	para
me	me	PP1CS000	me
mandar	mandar	VMN0000	mandar
em	em	SPS00	em
tudo	tudo	PI0NN000	tudo
O	o	DA0MS0	o
que	que	PR0CN000	que
for	for	VSSF0S0	ser
de	de	SPS00	de
seu	seu	DP3MS0	seu
gosto	gosto	NCMS000	gosto
.	.	Fp	.
a	A	DA0FS0	o
pesoa	pessoa	NCFS000	pessoa
de	de	SPS00	de
Vm	VM	NP00000	VM
gde	guarde	VMSP0S0	guardar
Ds	Deus	NP00000	deus
ms	muitos	DI0MP0	muito
anns	anos	NCMP000	ano
	.	Fp	.
de	De	SPS00	de
quem	quem	PR0CN000	quem
mto	muito	RQ	muito
ama	ama	VMIP3S0	amar
e	e	CC	e
adora	adora	VMIP3S0	adorar
firmemte	firmemente	RG	firmemente
	.	Fp	.
Quem	Quem	PR0CN000	quem
ama	ama	VMIP3S0	amar
como	como	CS	como
eu	eu	PP1CSN00	eu
quero	quero	VMIP1S0	querer
	,	Fc	,
não	não	RN	não
deixa	deixa	VMIP3S0	deixar
passar	passar	VMN0000	passar
dor	dor	NCFS000	dor
	.	Fp	.
e	E	CC	e
	,	Fc	,
se	se	CS	se
a	a	PP3FSA00	o
uza	usa	VMIP3S0	usar
	,	Fc	,
deste	deste	SPS00+DD0MS0	de+este
disvello	desvelo	NCMS000	desvelo
O	o	DA0MS0	o
meu	meu	DP1MSS	meu
firme	firme	AQ0CS0	firme
amor	amor	NCMS000	amor
e	e	CC	e
	,	Fc	,
desta	desta	SPS00+DD0FS0	de+este
sorte	sorte	NCFS000	sorte
	,	Fc	,
meu	meu	DP1MSS	meu
bem	bem	NCMS000	bem
	,	Fc	,
ter	ter	VMN0000	ter
compaixam	compaixão	NCFS000	compaixão
de	de	SPS00	de
qm	quem	PR0CN000	quem
sem	sem	SPS00	sem
firmeza	firmeza	NCFS000	firmeza
Vos	vos	PP2CP000	vos
tem	tem	VMIP3S0	ter
seu	seu	DP3MS0	seu
coração	coração	NCMS000	coração
	.	Fp	.
meu	Meu	DP1MSS	meu
Bem	bem	NCMS000	bem
	,	Fc	,
a	a	DA0FS0	o
couza	coisa	NCFS000	coisa
que	que	PR0CN000	que
me	me	PP1CS000	me
emcomendastes	encomendastes	VMIS2P0	encomendar
tenho	tenho	VAIP1S0	ter
feito	feito	VMP0000	fazer
toda	toda	DI0FS0	todo
a	a	DA0FS0	o
diliga	diligência	NCFS000	diligência
e	e	CC	e
não	não	RN	não
hé	é	VSIP3S0	ser
poçivel	possível	AQ0CS0	possível
achalla	achá-la	VMN0000+PP3FSA00	achar+o
	.	Fp	.
falei	Falei	VMIS1S0	falar
com	com	SPS00	com
o	o	DA0MS0	o
sr	senhor	NP00000	senhor
siabra	Seabra	NP00000	seabra
e	e	CC	e
me	me	PP1CS000	me
disse	disse	VMIS3S0	dizer
que	que	CS	que
	,	Fc	,
ainda	ainda	RG	ainda
que	que	CS	que
lhe	lhe	PP3CSD00	lhe
decem	dessem	VMSI3P0	dar
duas	duas	Z	duas
mil	mil	Z	mil
moedas	moedas	NCFP000	moeda
	,	Fc	,
O	o	PP3MSA00	o
não	não	RN	não
avia	havia	VMII0S0	haver
de	de	SPS00	de
fazer	fazer	VMN0000	fazer
	.	Fp	.
falei	Falei	VMIS1S0	falar
com	com	SPS00	com
os	os	DA0MP0	o
mais	mais	DI0CN0	mais
sorgioins	cirurgiões	NCMP000	cirurgião
e	e	CC	e
todos	todos	PI0MP000	todo
da	da	SPS00+DA0FS0	de+o
mesma	mesma	AQ0FS0	mesmo
sorte	sorte	NCFS000	sorte
me	me	PP1CS000	me
diçerão	disseram	VMIS3P0	dizer
que	que	CS	que
tal	tal	DD0CS0	tal
couza	coisa	NCFS000	coisa
não	não	RN	não
davão	davam	VMII3P0	dar
	.	Fp	.
e	E	CC	e
asim	assim	RG	assim
vede	vede	VMM02P0	ver
Vos	vós	PP2CP000	vós
por	por	SPS00	por
vosa	vossa	DP2FSP	vosso
via	via	NCFS000	via
se	se	CSI	se
lhe	lhe	PP3CSD00	lhe
dais	dais	VMIP2P0	dar
Algum	algum	DI0MS0	algum
remedio	remédio	NCMS000	remédio
	.	Fp	.
Já	Já	RG	já
que	que	CS	que
agora	agora	RG	agora
meu	meu	DP1MSS	meu
papel	papel	NCMS000	papel
Vai	vai	VMIP3S0	ir
na	na	SPS00+DA0FS0	em+o
mão	mão	NCFS000	mão
de	de	SPS00	de
hũa	uma	DI0FS0	um
flor	flor	NCFS000	flor
	,	Fc	,
Sede	sede	VSM02P0	ser
Relatador	relatador	NCMS000	relatador
fiel	fiel	AQ0CS0	fiel
dos	dos	SPS00+DA0MP0	de+o
segredos	segredos	NCMP000	segredo
Deste	deste	SPS00+DD0MS0	de+este
Amor	amor	NCMS000	amor
