Lisboa	Lisboa	NP00000	lisboa
parte	parte	NCFS000	parte
q	que	PR0CN000	que
nos	nos	PP1CP000	nos
encontrarmos	encontrarmos	VMN01P0	encontrar
ou	ou	CC	ou
ao	ao	SPS00+DA0MS0	a+o
Seu	seu	DP3MS0	seu
Criado	criado	NCMS000	criado
moláto	mulato	AQ0MS0	mulato
,	,	Fc	,
q	que	CS	que
eu	eu	PP1CSN00	eu
sei	sei	VMIP1S0	saber
q	que	CS	que
VaSa	VSa	NP00000	VSa
fás	faz	VMIP3S0	fazer
toda	toda	DI0FS0	todo
aceitação	aceitação	NCFS000	aceitação
delle	dele	SPS00+PP3MS000	de+ele
,	.	Fp	.
e	E	CC	e
VaSa	VSa	NP00000	VSa
mande	mande	VMSP0S0	mandar
esta	esta	DD0FS0	este
soma	soma	NCFS000	soma
sem	sem	SPS00	sem
falta	falta	NCFS000	falta
algua	alguma	DI0FS0	algum
porque	porque	CS	porque
VaSa	VSa	NP00000	VSa
ha	há	VMIP3S0	haver
de	de	SPS00	de
ser	ser	VSN0000	ser
entregue	entregue	VMP00SM	entregar
delles	deles	SPS00+PP3MP000	de+ele
sem	sem	SPS00	sem
falta	falta	NCFS000	falta
	.	Fp	.
e	E	CC	e
não	não	RN	não
tinha	tenha	VMSP0S0	ter
duvida	dúvida	NCFS000	dúvida
alguma	alguma	DI0FS0	algum
pa	para	SPS00	para
as	as	DA0MS0	o
mandar	mandar	VMN0000	mandar
,	,	Fc	,
porque	porque	CS	porque
não	não	RN	não
qeira	queira	VMSP0S0	querer
pello	pelo	SPS00+DA0MS0	por+o
pouco	pouco	NCMS000	pouco
perder	perder	VMN0000	perder
muito	muito	NCMS000	muito
,	,	Fc	,
porque	porque	CS	porque
	,	Fc	,
qdo	quando	CS	quando
não	não	RN	não
	,	Fc	,
ariscasse	arrisca-se	NCFS000+P00CN000	arrisca-se
a	a	SPS00	a
perder	perder	VMN0000	perder
a	a	DA0FS0	o
vida	vida	NCFS000	vida
,	,	Fc	,
porque	porque	CS	porque
apezar	apesar	SPS00	apesar
dos	dos	SPS00+DA0MP0	de+o
dos	ditos	NCMP000	de+o
meus	meus	DP1MPS	meu
Camaradas	camaradas	NCMP000	camarada
estarem	estarem	VMII3P0	estar
prezos	presos	NCMP000	preso
	,	Fc	,
ainda	ainda	RG	ainda
ficamos	ficamos	VMIP1P0	ficar
vinte	vinte	Z	vinte
e	e	CC	e
sette	sete	Z	sete
soltos	soltos	VMP00PM	soltar
pa	para	SPS00	para
nos	nos	PP1CP000	nos
vingarmos	vingarmos	VMN0000	vingarmos
de	de	SPS00	de
VaSa	VSa	NP00000	VSa
no	no	SPS00+DA0MS0	em+o
Caso	caso	NCMS000	caso
q	que	CS	que
as	as	DA0MS0	o
não	não	RN	não
mande	mande	VMSP0S0	mandar
,	.	Fp	.
e	E	CC	e
VaSa	VSa	NP00000	VSa
mandandoas	mandando-as	NP00000	VSa
	,	Fc	,
pode	pode	VMIP3S0	poder
dormir	dormir	VMN0000	dormir
discançado	descansado	VMP00SM	descansar
q	que	CS	que
não	não	RN	não
lhe	lhe	PP3CSD00	lhe
ha	há	VMIP3S0	haver
de	de	SPS00	de
acontecer	acontecer	VMN0000	acontecer
couza	coisa	NCFS000	coisa
algua	alguma	DI0FS0	algum
	.	Fp	.
e	E	CC	e
veja	veja	VMSP0S0	ver
no	no	SPS00+DA0MS0	em+o
que	que	PR0CN000	que
se	se	P00CN000	se
mete	mete	VMIP3S0	meter
,	:	Fp	:
ou	ou	CC	ou
mandallas	mandá-las	VMN0000+PP3FPA00	mandar+o
ou	ou	CC	ou
perder	perder	VMN0000	perder
a	a	DA0FS0	o
Vida	vida	NCFS000	vida
	!	Fp	!
pois	Pois	CS	pois
agora	agora	RG	agora
VaSa	VSa	NP00000	VSa
pode	pode	VMIP3S0	poder
Valerme	valer-me	VMN0000+PP1CS000	valer+me
aos	aos	SPS00+DA0MP0	a+o
meus	meus	DP1MPS	meu
Camaradas	camaradas	NCMP000	camarada
	.	Fp	.
e	E	CC	e
aqui	aqui	RG	aqui
não	não	RN	não
tem	tem	VMIP3S0	ter
disculpa	desculpa	NCFS000	desculpa
nenhua	nenhuma	DI0FS0	nenhum
a	a	SPS00	a
darme	dar-me	VMN0000+PP1CS000	dar+me
,	.	Fp	.
espero	Espero	VMIP1S0	esperar
q	que	CS	que
mande	mande	VMSP0S0	mandar
ssem	sem	SPS00	sem
falta	falta	NCFS000	falta
	.	Fp	.
e	E	CC	e
venhão	venham	VMSP3P0	vir
em	em	SPS00	em
Ouro	ouro	NCMS000	ouro
,	,	Fc	,
podendo	podendo	VMG0000	poder
ser	ser	VSN0000	ser
,	.	Fp	.
e	E	CC	e
não	não	RN	não
sendo	sendo	VSG0000	ser
em	em	SPS00	em
ouro	ouro	NCMS000	ouro
	,	Fc	,
Venhao	venham	VMSP3P0	vir
em	em	SPS00	em
pratta	prata	NCFS000	prata
	,	Fc	,
mas	mas	CC	mais
venhão	venham	VMSP3P0	vir
emCartuxadas	encartuchadas	NCFP000	encartuchada
,	.	Fp	.
isto	Isto	PD0NN000	isto
sem	sem	SPS00	sem
falta	falta	NCFS000	falta
e	e	CC	e
debaixo	debaixo	RG	debaixo
de	de	SPS00	de
todo	todo	DI0MS0	todo
o	o	DA0MS0	o
segredo	segredo	NCMS000	segredo
	!	Fp	!
e	E	CC	e
as	as	PP3FPA00	o
mandará	mandará	VMIF3S0	mandar
entregar	entregar	VMN0000	entregar
a	a	SPS00	a
Antonio	António	NP00000	antónio
Gonçalves	Gonçalves	NP00000	gonçalves
Soáres	Soares	NP00000	soares
q	que	PR0CN000	que
esta	está	VMIP3S0	estar
prezo	preso	NCMS000	preso
na	na	SPS00+DA0FS0	em+o
Enxovia	enxovia	NCFS000	enxovia
das	das	SPS00+DA0FP0	de+o
Cadeias	cadeias	NCFP000	cadeia
da	da	SPS00+DA0FS0	de+o
Cide	cidade	NCFS000	cidade
no	no	SPS00+DA0MS0	em+o
Limoeiro	Limoeiro	NP00000	limoeiro
,	,	Fc	,
Chamando	chamando	VMG0000	chamar
por	por	SPS00	por
elle	ele	PP3MS000	ele
em	em	SPS00	em
segredo	segredo	NCMS000	segredo
,	,	Fc	,
as	às	SPS00+DA0FP0	a+o
horas	horas	NCFP000	hora
da	da	SPS00+DA0FS0	de+o
Ave Marias	Ave Marias	NP00000	ave maria
	.	Fp	.
e	E	CC	e
elle	ele	PP3MS000	ele
,	,	Fc	,
pa	para	SPS00	para
sinal	sinal	NCMS000	sinal
de	de	SPS00	de
ser	ser	VSN0000	ser
o	o	DA0MS0	o
proprio	próprio	NCMS000	próprio
,	,	Fc	,
lhe	lhe	PP3CSD00	lhe
entregara	entregará	VMIF3S0	entregar
outra	outra	DI0FS0	outro
Cautella	cautela	NCFS000	cautela
tal	tal	RC	tal
e	e	CC	e
qual	qual	CS	qual
a	a	SPS00	a
esta	esta	DD0FS0	este
q	que aqui	NCFS000	que aqui
remeto	remeto	VMIP1S0	remeter
a	a	SPS00	a
VaSa	VSa	NP00000	VSa
,	,	Fc	,
q	que	CS	que
o	o	DA0MS0	o
do	dito	VMP00SM	dizer
Anto	António	NP00000	antónio
Gonçalves	Gonçalves	NP00000	gonçalves
soares	Soares	NP00000	soares
,	,	Fc	,
dipois	depois	RG	depois
mas	mas	CC	mais
entregará	entregará	VMIF3S0	entregar
a	a	SPS00	a
mim	mim	PP1CSO00	mim
,	.	Fp	.
e	E	CC	e
veja	veja	VMSP0S0	ver
no	no	SPS00+DA0MS0	em+o
que	que	PR0CN000	que
se	se	P00CN000	se
mete	mete	VMIP3S0	meter
	!	Fp	!
Cautella	Cautela	NCFS000	cautela
e	e	CC	e
mais	mais	RC	mais
Caotella	cautela	NCFS000	cautela
com	com	SPS00	com
a	a	DA0FS0	o
lingoa	língua	NCFS000	língua
,	,	Fc	,
segredo	segredo	NCMS000	segredo
e	e	CC	e
mais	mais	RC	mais
segredo	segredo	NCMS000	segredo
,	!	Fp	!
e	E	CC	e
espero	espero	VMIP1S0	esperar
por	por	SPS00	por
as	as	DA0FP0	o
das	ditas	VMP00PF	dizer
trinta	trinta	Z	trinta
moedas	moedas	NCFP000	moeda
athe	até	SPS00	até
Domingo	domingo	NCMS000	domingo
são	são	VSIP3P0	ser
23	23	Z	23
deste	deste	SPS00+DD0MS0	de+este
Corrente	corrente	AQ0CS0	corrente
Mes	mês	NCMS000	mês
.	.	Fp	.
Veja	Veja	VMSP0S0	ver
o	o	DA0MS0	o
q	que	PR0CN000	que
fas	faz	VMIP3S0	fazer
	!	Fp	!
em	Em	SPS00	em
as	as	DA0MS0	o
Entregando	entregando	VMG0000	entregar
o	o	DA0MS0	o
ao	ao	SPS00+DA0MS0	a+o
do	dito	VMP00SM	dizer
Sugeito	sujeito	NCMS000	sujeito
	,	Fc	,
pode	pode	VMIP3S0	poder
ficar	ficar	VMN0000	ficar
descançado	descansado	VMP00SM	descansar
,	.	Fp	.
e	E	CC	e
chame	chame	VMSP0S0	chamar
por	por	SPS00	por
elle	ele	PP3MS000	ele
em	em	SPS00	em
particular	particular	NCMS000	particular
.	.	Fp	.
emfim	Enfim	RG	enfim
	,	Fc	,
espero	espero	VMIP1S0	esperar
sem	sem	SPS00	sem
falta	falta	NCFS000	falta
por	por	SPS00	por
ellas	elas	PP3FP000	ele
	,	Fc	,
q	que	CS	que
VaSa	VSa	NP00000	VSa
pode	pode	VMIP3S0	poder
descançar	descansar	VMN0000	descansar
q	que	CS	que
as	as	PP3FPA00	o
ha	há	VMIP3S0	haver
de	de	SPS00	de
receber	receber	VMN0000	receber
em	em	SPS00	em
os	os	DA0MP0	o
meus	meus	DP1MPS	meu
Camaradas	camaradas	NCMP000	camarada
sahindo	saindo	VMG0000	sair
,	.	Fp	.
e	E	CC	e
escolha	escolha	NCFS000	escolha
ou	ou	CC	ou
mandallas	mandá-las	VMN0000+PP3FPA00	mandar+o
ou	ou	CC	ou
Morrrer	morrer	VMN0000	morrer
na	na	SPS00+DA0FS0	em+o
ponta	ponta	NCFS000	ponta
de	de	SPS00	de
hua	uma	DI0FS0	um
faca	faca	NCFS000	faca
ou	ou	CC	ou
algum	algum	DI0MS0	algum
da	da	SPS00+DA0FS0	de+o
sua	sua	DP3FS0	seu
familia	família	NCFS000	família
	,	Fc	,
isto	isto	PD0NN000	isto
lhe	lhe	PP3CSD00	lhe
prometo	prometo	VMIP1S0	prometer
no	no	SPS00+DA0MS0	em+o
Cazo	caso	NCMS000	caso
q	que	CS	que
asim	assim	RG	assim
o	o	PP3MSA00	o
não	não	RN	não
faça	faça	VMSP0S0	fazer
	.	Fp	.
Torno	Torno	VMIP1S0	tornar
a	a	SPS00	a
repetir	repetir	VMN0000	repetir
	:	Fp	:
o	o	DA0MS0	o
do	dito	VMP00SM	dizer
Anto	António	NP00000	antónio
Gonçalves	Gonçalves	NP00000	gonçalves
soares	Soares	NP00000	soares
esta	está	VMIP3S0	estar
prezo	preso	NCMS000	preso
na	na	SPS00+DA0FS0	em+o
Enxovia	enxovia	NCFS000	enxovia
das	das	SPS00+DA0FP0	de+o
Cadeias	cadeias	NCFP000	cadeia
da	da	SPS00+DA0FS0	de+o
Cidade	cidade	NCFS000	cidade
,	.	Fp	.
e	E	CC	e
Chamame	chama-me	CC	e
por	por	SPS00	por
elle	ele	PP3MS000	ele
em	em	SPS00	em
par	particular	NCMS000	particular
e	e	CC	e
elle	ele	PP3MS000	ele
lhe	lhe	PP3CSD00	lhe
dará	dará	VMIF3S0	dar
outra	outra	DI0FS0	outro
Cautella	cautela	NCFS000	cautela
igoal	igual	AQ0CS0	igual
a	a	SPS00	a
esta	esta	DD0FS0	este
	,	Fc	,
a	a	SPS00	a
qual	qual	PR0CN000	qual
elle	ele	PP3MS000	ele
lhe	lhe	PP3CSD00	lhe
dará	dará	VMIF3S0	dar
	.	Fp	.
e	E	CC	e
mandeas	mande-as	VMSP0S0+PP3FPA00	mandar+o
em	em	SPS00	em
hun	um	DI0MS0	um
Lenço	lenço	NCMS000	lenço
ou	ou	CC	ou
bolça	bolsa	NCFS000	bolsa
	.	Fp	.
fico	Fico	VMIP1S0	ficar
esperando	esperando	VMG0000	esperar
de	de	SPS00	de
VaSa	VSa	NP00000	VSa
em	em	SPS00	em
obzequio	obséquio	NCMS000	obséquio
	.	Fp	.
espero	Espero	VMIP1S0	esperar
nã	não	RN	não
seja	seja	VSSP0S0	ser
precizo	preciso	AQ0MS0	preciso
o	o	DA0MS0	o
meu	meu	DP1MSS	meu
rigor	rigor	NCMS000	rigor
	.	Fp	.
e	E	CC	e
se	se	CS	se
asim	assim	RG	assim
o	o	PP3MSA00	o
fizer	fizer	VMSF0S0	fazer
,	,	Fc	,
pode	pode	VMIP3S0	poder
contar	contar	VMN0000	contar
comigo	comigo	SPS00+PP1CSO00	com+mim
...	.	Fp	.
Sou	Sou	VSIP1S0	ser
de	de	SPS00	de
VaSa	VSa	NP00000	VSa
Cro	criado	NCMS000	criado
mto	muito	RQ	muito
obgdo	obrigado	VMP00SM	obrigar
e	e	CC	e
sou	sou	VSIP1S0	ser
Cappam	capitão	NCMS000	capitão
da	da	SPS00+DA0FS0	de+o
Coadrilha	quadrilha	NCFS000	quadrilha
	,	Fc	,
Pedro	Pedro	NP00000	pedro
Leál	Leal	NP00000	leal
,	,	Fc	,
o	o	DA0MS0	o
Xúçu	Chuço	NP00000	chuço
por	por	SPS00	por
alcunha	alcunha	NCFS000	alcunha
	,	Fc	,
q	que	CS	que
tera	terá	VMIF3S0	ter
ouvido	ouvido	VMP00SM	ouvir
nomeár	nomear	VMN0000	nomear
,	.	Fp	.
e	E	CC	e
por	por	SPS00	por
isso	isso	PD0NN000	isso
veja	veja	VMSP0S0	ver
o	o	DA0MS0	o
q	que	PR0CN000	que
fás	faz	VMIP3S0	fazer
	!	Fp	!
Cautella	Cautela	NCFS000	cautela
	.	Fp	.
Antonio	António	NP00000	antónio
Gonçalves	Gonçalves	NP00000	gonçalves
Soares	Soares	NP00000	soares
	,	Fc	,
a	a	SPS00	a
qm	quem	PR0CN000	quem
dará	dará	VMIF3S0	dar
a	a	DA0FS0	o
da	dita	VMP00SF	dizer
Coantia	quantia	NCFS000	quantia
	.	Fp	.
