Meu	Meu		
tal	tal	PD0CS000	tal
	,	Fc	,
q	que	CS	que
bem	bem	RG	bem
ce	se	P00CN000	se
ve	vê	VMIP3S0	ver
q	que	CS	que
isto	isto	PD0NN000	isto
foi	foi	VSIS3S0	ser
falcidade	falsidade	NCFS000	falsidade
dele	dele	SPS00+PP3MS000	de+ele
	,	Fc	,
mas	mas	CC	mas
q	que	CS	que
ele	ele	PP3MS000	ele
esta	está	VMIP3S0	estar
tão	tão	RC	tão
teimoso	teimoso	AQ0MS0	teimoso
q	que	CS	que
não	não	RN	não
quer	quer	VMIP3S0	querer
cenão	senão	CC	senão
q	que	CS	que
eu	eu	PP1CSN00	eu
va	vá	VMSP0S0	ir
pa	para	SPS00	para
convento	convento	NCMS000	convento
	.	Fp	.
e	E	CC	e
dis	diz	VMIP3S0	dizer
q	que	CS	que
la	lá	RG	lá
me	me	PP1CS000	me
da	dá	VMIP3S0	dar
tudo	tudo	PI0NN000	tudo
e	e	CC	e
ca	cá	RG	cá
q	que	CS	que
não	não	RN	não
me	me	PP1CS000	me
quer	quer	VMIP3S0	querer
dar	dar	VMN0000	dar
nada	nada	PI0NN00N	nada
	.	Fp	.
eu	Eu	PP1CSN00	eu
ja	já	RG	já
dice	disse	VMIS3S0	dizer
q	que	CS	que
não	não	RN	não
quero	quero	VMIP1S0	querer
hir	ir	VMN0000	ir
pa	para	SPS00	para
convento	convento	NCMS000	convento
	.	Fp	.
esteve	Esteve	VMIS3S0	estar
agora	agora	RG	agora
ca	cá	RG	cá
o	o	DA0MS0	o
irmão	irmão	NCMS000	irmão
dele	dele	SPS00+PP3MS000	de+ele
	.	Fp	.
diceme	Disse-me	VMIS3S0+PP1CS000	dizer+me
q	que	CS	que
ele	ele	PP3MS000	ele
pos	pôs	VMIS3S0	pôr
la	lá	RG	lá
a	a	DA0FS0	o
filha	filha	NCFS000	filho
	.	Fp	.
ja	Já	RG	já
a	a	PP3FSA00	o
não	não	RN	não
tem	tem	VMIP3S0	ter
in	em	SPS00	em
casa	casa	NCFS000	casa
	.	Fp	.
e	E	CC	e
diceme	disse-me	VMIS3S0+PP1CS000	dizer+me
q	que	CS	que
foce	fosse	VMSI0S0	ir
eu	eu	PP1CSN00	eu
pa	para	SPS00	para
o	o	DA0MS0	o
convento	convento	NCMS000	convento
	,	Fc	,
q	que	CS	que
me	me	PP1CS000	me
hera	era	VSII0S0	ser
milhor	melhor	RC	melhor
porq	porque	CS	porque
me	me	PP1CS000	me
ariscava	arriscava	VMII0S0	arriscar
a	a	SPS00	a
cahir me	cair-me	VMN0000+PP1CS000	cair+me
huma	uma	DI0FS0	um
centenca	sentença	NCFS000	sentença
	.	Fp	.
eu	Eu	PP1CSN00	eu
lhe	lhe	PP3CSD00	lhe
dice	disse	VMIS3S0	dizer
q	que	CS	que
agora	agora	RG	agora
tinha	tinha	VAII0S0	ter
vindo	vindo	VMP00SM	vir
abrir	abrir	VMN0000	abrir
os	os	DA0MP0	o
olhos	olhos	NCMP000	olho
	,	Fc	,
ja	já	RG	já
não	não	RN	não
tinha	tinha	VMII0S0	ter
medo	medo	NCMS000	medo
	,	Fc	,
porq	porque	CS	porque
estava	estava	VMII0S0	estar
aqui	aqui	RG	aqui
huma	uma	DI0FS0	um
q	que	PR0CN000	que
não	não	RN	não
estava	estava	VMII0S0	estar
com	com	SPS00	com
o	o	DA0MS0	o
marido	marido	NCMS000	marido
	,	Fc	,
pois	pois	CS	pois
lhe	lhe	PP3CSD00	lhe
tinha	tinha	VAII0S0	ter
fogido	fugido	VMP00SM	fugir
havia	havia	VMII0S0	haver
9	9	Z	9
meses	meses	NCMP000	mês
	,	Fc	,
e	e	CC	e
q	que	PR0CN000	que
veio	veio	VMIS3S0	vir
presa	presa	AQ0FSP	preso
	,	Fc	,
e	e	CC	e
q	que	CS	que
lhe	lhe	PP3CSD00	lhe
cahio	caiu	VMIS3S0	cair
hir	ir	VMN0000	ir
por	por	SPS00	por
5	5	Z	5
annos	anos	NCMP000	ano
pa	para	SPS00	para
castro	Castro	NP00000	castro
marinho	Marinho	NP00000	marinho
	,	Fc	,
q	que	CS	que
eu	eu	PP1CSN00	eu
fasia	fazia	VMII0S0	fazer
de	de	SPS00	de
conta	conta	NCFS000	conta
o	o	DA0MS0	o
mesmo	mesmo	AQ0MS0	mesmo
e	e	CC	e
q	que	CS	que
era	era	VSII0S0	ser
o	o	DA0MS0	o
pago	pago	NCMS000	pago
q	que	PR0CN000	que
ele	ele	PP3MS000	ele
me	me	PP1CS000	me
dava	dava	VMII0S0	dar
	.	Fp	.
acim	Assim	RG	assim
	,	Fc	,
eu	eu	PP1CSN00	eu
não	não	RN	não
lhe	lhe	PP3CSD00	lhe
quero	quero	VMIP1S0	querer
pedir	pedir	VMN0000	pedir
	,	Fc	,
porq	porque	CS	porque
não	não	RN	não
quero	quero	VMIP1S0	querer
q	que	CS	que
diga	diga	VMSP0S0	dizer
q	que	CS	que
eu	eu	PP1CSN00	eu
estou	estou	VMIP1S0	estar
compeles	cúmplice	NCCS000	cúmplice
	.	Fp	.
eu	Eu	PP1CSN00	eu
	,	Fc	,
ainda	ainda	RG	ainda
q	que	CS	que
estou	estou	VMIP1S0	estar
mto	muito	RQ	muito
ismorecida	esmorecida	VMP00SF	esmorecer
	,	Fc	,
não	não	RN	não
o	o	PP3MSA00	o
mostro	mostro	VMIP1S0	mostrar
pa	para	SPS00	para
as	as	DA0FP0	o
pecoas	pessoas	NCFP000	pessoa
conhecidas	conhecidas	VMP00PF	conhecer
dele	dele	SPS00+PP3MS000	de+ele
	,	Fc	,
porq	porque	CS	porque
cempre	sempre	RG	sempre
me	me	PP1CS000	me
queixo	queixo	VMIP1S0	queixar
mto	muito	RQ	muito
dele	dele	SPS00+PP3MS000	de+ele
	.	Fp	.
ele	Ele	PP3MS000	ele
dise	disse	VMIS3S0	dizer
o	ao	SPS00+DA0MS0	a+o
irmão	irmão	NCMS000	irmão
q	que	CS	que
eu	eu	PP1CSN00	eu
o	o	PP3MSA00	o
disconpunha	descompunha	VMII0S0	descompor
em	em	SPS00	em
cartas	cartas	NCFP000	carta
q	que	PR0CN000	que
lhe	lhe	PP3CSD00	lhe
iscrevia	escrevia	VMII0S0	escrever
	,	Fc	,
q	que	CS	que
em	em	SPS00	em
ves	vez	NCFS000	vez
d	de	SPS00	de
eu	eu	PP1CSN00	eu
pedir	pedir	VMN0000	pedir
merzircordia	misericórdia	NCFS000	misericórdia
	,	Fc	,
q	que	CS	que
ele	ele	PP3MS000	ele
antão	então	RG	então
me	me	PP1CS000	me
pordoava	perdoava	VMII0S0	perdoar
	,	Fc	,
q	que	CS	que
ainda	ainda	RG	ainda
o	o	PP3MSA00	o
iritava	irritava	VMII0S0	irritar
	.	Fp	.
eu	Eu	PP1CSN00	eu
estou	estou	VMIP1S0	estar
a	à	SPS00+DA0FS0	a+o
conta	conta	NCFS000	conta
de	de	SPS00	de
Ds	Deus	NP00000	deus
e	e	CC	e
de	de	SPS00	de
Vmce	VM	NP00000	VM
	.	Fp	.
o	O	DA0MS0	o
q	que	PR0CN000	que
lhe	lhe	PP3CSD00	lhe
peco	peço	VMIP1S0	pedir
he	é	VSIP3S0	ser
q	que	CS	que
me	me	PP1CS000	me
não	não	RN	não
iscandelise	escandalize	VMSP0S0	escandalizar
	,	Fc	,
pois	pois	CS	pois
cabe	sabe	VMIP3S0	saber
como	como	PA000000	como
eu	eu	PP1CSN00	eu
estou	estou	VMIP1S0	estar
	,	Fc	,
q	que	CS	que
istou	estou	VMIP1S0	estar
pior	pior	AQ0MS0	pior
do	do	SPS00+DA0MS0	de+o
q	que	PR0CN000	que
Vmce	VM	NP00000	VM
	,	Fc	,
porq	porque	CS	porque
Vmce	VM	NP00000	VM
he	é	VSIP3S0	ser
home	homem	NCMS000	homem
	,	Fc	,
eu	eu	PP1CSN00	eu
sou	sou	VSIP1S0	ser
molher	mulher	NCFS000	mulher
	.	Fp	.
porq	Porque	CS	porque
Vmce	VM	NP00000	VM
dis	diz	VMIP3S0	dizer
q	que	CS	que
esta	está	VMIP3S0	estar
perdido	perdido	VMP00SM	perder
pa	para	SPS00	para
amor	amor	NCMS000	amor
de	de	SPS00	de
mim	mim	PP1CSO00	mim
	.	Fp	.
iso	Isso	PD0NN000	isso
não	não	RN	não
he	é	VSIP3S0	ser
asim	assim	RG	assim
	,	Fc	,
porq	porque	CS	porque
	,	Fp	,
ce	se	CS	se
Vmce	VM	NP00000	VM
esta	está	VMIP3S0	estar
pa	para	SPS00	para
amor	amor	NCMS000	amor
de	de	SPS00	de
mim	mim	PP1CSO00	mim
	,	Fc	,
eu	eu	PP1CSN00	eu
estou	estou	VMIP1S0	estar
pa	para	SPS00	para
amor	amor	NCMS000	amor
de	de	SPS00	de
Vmce	VM	NP00000	VM
	.	Fp	.
acim	Assim	RG	assim
	,	Fc	,
contentemosnos	contentemos-nos	VMSP1P0+PP1CP000	contentar+nos
ambos	ambos	PI0MP000	ambos
com	com	SPS00	com
a	a	DA0FS0	o
noca	nossa	DP1FSP	nosso
corte	sorte	NCFS000	sorte
	,	Fc	,
e	e	CC	e
o	o	DA0MS0	o
mais	mais	NCMS000	mais
deixemo	deixemos	VMSP1P0	deixar
a	a	SPS00	a
Ds	Deus	NP00000	deus
	.	Fp	.
o	O	DA0MS0	o
q	que	PR0CN000	que
eu	eu	PP1CSN00	eu
desigava	desejava	VMII0S0	desejar
hera	era	VSII0S0	ser
haver	haver	VMN0000	haver
quem	quem	PR0CN000	quem
lhe	lhe	PP3CSD00	lhe
tirace	tirasse	VMSI0S0	tirar
agora	agora	RG	agora
a	a	DA0FS0	o
vida	vida	NCFS000	vida
	,	Fc	,
q	que	CS	que
CSo	só	RF	só
acim	assim	RG	assim
herãomos	eramos	VSII1P0	ser
livres	livres	AQ0CP0	livre
	.	Fp	.
aDs	Adeus	Fp	.
	,	Fp	.
ate	até	Fp	.
a	à	SPS00+DA0FS0	a+o
vista	vista	SPS00+DA0FS0	a+o
	,	SPS00+DA0FS0	a+o
q	que	SPS00+DA0FS0	a+o
não	não	SPS00+DA0FS0	a+o
cei	sei	SPS00+DA0FS0	a+o
quando	quando	SPS00+DA0FS0	a+o
cera	será	SPS00+DA0FS0	a+o
	.	SPS00+DA0FS0	a+o
não	Não	RN	não
repare	repare	VMSP0S0	reparar
em	em	SPS00	em
o	o	DA0MS0	o
papel	papel	NCMS000	papel
hir	ir	VMN0000	ir
cugo	sujo	AQ0MS0	sujo
	,	Fc	,
porq	porque	CS	porque
estava	estava	VMII0S0	estar
huma	uma	DI0FS0	um
bebada	bêbeda	NCFS000	bêbedo
e	e	CC	e
mo	mo	PP1CS000+PP3MSA00	me+o
calpicou	salpicou	VMIS3S0	salpicar
todo	todo	PI0MS000	todo
	.	Fp	.
aDs	Adeus	I	adeus
	,	Fc	,
aDs	adeus	I	adeus
	,	Fc	,
aDs	adeus	I	adeus
	,	Fc	,
aD	adeus	I	adeus
	,	Fc	,
aDs	adeus	I	adeus
	,	Fc	,
aDs	adeus	I	adeus
	,	Fc	,
aDs	adeus	I	adeus
	.	Fp	.
não	Não	RN	não
ce	se	P00CN000	se
isqueca	esqueça	VMSP0S0	esquecer
de	de	SPS00	de
mim	mim	PP1CSO00	mim
	,	Fc	,
porq	porque	CS	porque
eu	eu	PP1CSN00	eu
tambem	também	RG	também
me	me	PP1CS000	me
não	não	RN	não
isqueco	esqueço	VMIP1S0	esquecer
da	da	SPS00+DA0FS0	de+o
cua	sua	DP3FS0	seu
pecoa	pessoa	NCFS000	pessoa
	.	Fp	.
olhe	Olhe	VMSP0S0	olhar
q	que	CS	que
ate	até	RF	até
o	o	DA0MS0	o
cafe	café	NCMS000	café
daquele	daquele	SPS00+DD0MS0	de+aquele
dia	dia	NCMS000	dia
em	em	SPS00	em
bul	bule	NCMS000	bule
de	de	SPS00	de
prata	prata	NCFS000	prata
	,	Fc	,
ate	até	RF	até
iso	isso	PD0NN000	isso
handa	anda	VMIP3S0	andar
a	a	SPS00	a
publico	público	NCMS000	público
	!	Fa	!
