3	3	Z	3
dro	dinheiro	NCMS000	dinheiro
	,	Fc	,
vmce	VM	NP00000	VM
ha	há	VMIP3S0	haver
de	de	SPS00	de
ser	ser	VSN0000	ser
estimado	estimado	VMP00SM	estimar
por	por	SPS00	por
nos	nós	PP1CP000	nós
	.	Fp	.
e	E	CC	e
não	não	RN	não
o	o	PP3MSA00	o
fazendo	fazendo	VMG0000	fazer
asim	assim	RG	assim
,	,	Fc	,
ou	ou	CC	ou
vmce	VM	NP00000	VM
ou	ou	CC	ou
algum	algum	DI0MS0	algum
da	da	SPS00+DA0FS0	de+o
sua	sua	DP3FS0	seu
familia	família	NCFS000	família
me	me	PP1CS000	me
ha	há	VMIP3S0	haver
de	de	SPS00	de
morrer	morrer	VMN0000	morrer
de	de	SPS00	de
hum	um	DI0MS0	um
tiro	tiro	NCMS000	tiro
ou	ou	CC	ou
facadas	facadas	NCFP000	facada
	,	Fc	,
e	e	CC	e
deito lhe	deito-lhe	CC	e
o	o	DA0MS0	o
fogo	fogo	NCMS000	fogo
as	às	SPS00+DA0FP0	a+o
Cazas	casas	NCFP000	casa
e	e	CC	e
a	a	SPS00	a
tudo	tudo	PI0NN000	tudo
qto	quanto	PR0CN000	quanto
hé	é	VSIP3S0	ser
seu	seu	DP3MS0	seu
,	.	Fp	.
E	E	CC	e
por	por	SPS00	por
esta	esta	DD0FS0	este
lho	lho	PP3CSD00+PP3MSA00	lhe+o
juro	juro	VMIP1S0	jurar
	!	Fp	!
Sou	Sou	VSIP1S0	ser
Seu	seu	DP3MS0	seu
Vor	venerador	NCMS000	venerador
	,	Fc	,
o	o	DA0MS0	o
Capam	capitão	NCMS000	capitão
da	da	SPS00+DA0FS0	de+o
Coadrilha	quadrilha	NCFS000	quadrilha
Pedro	Pedro	NP00000	pedro
Leal	Leal	NP00000	leal
PS	PS	NCMS000	ps
	:	Fp	:
olhe	Olhe	VMSP0S0	olhar
q	que	CS	que
eu	eu	PP1CSN00	eu
tenho	tenho	VMIP1S0	ter
mtos	muitos	DI0MP0	muito
mtos	muitos	DI0MP0	muito
Camaradas	camaradas	NCMP000	camarada
	,	Fc	,
portanto	portanto	CC	portanto
	...	Fc	...
