Illmo	Ilustríssimo	AQSMS0	ilustre
o	o	DA0MS0	o
triste	triste	AQ0CS0	triste
estado	estado	NCMS000	estado
de	de	SPS00	de
miseria	miséria	NCFS000	miséria
,	,	Fc	,
tem	têm	VMIP3S0	ter
sido	sido	VSP0000	ser
soccorridas	socorridas	VMP00PF	socorrer
com	com	SPS00	com
a	a	DA0FS0	o
diaria	diária	AQ0FS0	diário
de	de	SPS00	de
200	200	Z	200
rs	réis	NCMP000	réis
	.	Fp	.
por	Por	SPS00	por
isso	isso	PD0NN000	isso
(	,	Fc	,
se	se	CS	se
o	o	DA0MS0	o
não	não	RN	não
tiver	tiver	VMSF0S0	ter
feito	feito	NCMS000	feito
,	,	Fc	,
pode	pode	VMIP3S0	poder
requerer	requerer	VMN0000	requerer
porque	porque	CS	porque
pode	pode	VMIP3S0	poder
mto	muito	RQ	muito
bem	bem	RG	bem
ser	ser	VSN0000	ser
attendido	atendido	VMP0000	atender
,	,	Fc	,
a	a	SPS00	a
exemplo	exemplo	NCMS000	exemplo
d'	de	SPS00	de
outros	outros	DI0MP0	outro
mais	mais	NCMS000	mais
,	.	Fp	.
e	E	CC	e
se	se	CS	se
não	não	RN	não
tiver	tiver	VMSF0S0	ter
quem	quem	PR0CN000	quem
lhe	lhe	PP3CSD00	lhe
cuide	cuide	VMSP0S0	cuidar
do	do	SPS00+DA0MS0	de+o
re-querimento	requerimento	NCMS000	requerimento
	,	Fc	,
eu	eu	PP1CSN00	eu
me	me	PP1CS000	me
imcumbirei	incumbirei	VMIS1S0	incumbirar
delle	dele	SPS00+PP3MS000	de+ele
.	.	Fp	.
Tenha	Tenha	VMSP0S0	ter
saude	saúde	NCFS000	saúde
,	,	Fc	,
que	que	CS	que
he	é	VSIP3S0	ser
o	o	DA0MS0	o
que	que	PR0CN000	que
lhe	lhe	PP3CSD00	lhe
dezeja	deseja	VMIP3S0	desejar
este	este	DD0MS0	este
	...	Fc	...
Seo	Seu	DP3MS0	seu
Ao	amigo	NCMS000	amigo
	,	Fc	,
Cro	criado	NCMS000	criado
e	e	CC	e
Obro	obrigado	VMP00SM	obrigar
M	Major	NP00000	major
CorteReal	Corte-Real	NP00000	major
