Sr	Senhor	NP00000	senhor
seu	seu	DP3MS0	seu
preceito	preceito	NCMS000	preceito
q	que	PR0CN000	que
lhe	lhe	PP3CSD00	lhe
pom	põe	VMIP3S0	pôr
a	a	SPS00	a
Radamento	Radamento	NP00000	radamento
.	.	Fp	.
pois	Pois	CS	pois
Vmce	VM	NP0S000	VM
pode	pode	VMIP3S0	poder
em	em	SPS00	em
escriturar	escriturar	VMN0000	escriturar
a	a	SPS00	a
nôs	nós	PP1CP000	nós
todos	todos	DI0MP0	todo
trez	três	Z	três
por	por	SPS00	por
bem	bem	RG	bem
não	não	RN	não
querer	querer	VMN0000	querer
que	que	CS	que
nôs	nós	PP1CP000	nós
pasamos	passamos	VMIP1P0	passar
a	a	SPS00	a
matallo	matá-lo	VMN0000+PP3MSA00	matar+o
sem	sem	SPS00	sem
precizão	precisão	NCFS000	precisão
Alguma	alguma	DI0FS0	algum
,	.	Fp	.
na	Na	SPS00+DA0FS0	em+o
sua	sua	DP3FS0	seu
mão	mão	NCFS000	mão
estâ	está	VMIP3S0	estar
o	o	DA0MS0	o
não	não	RN	não
querer	querer	VMN0000	querer
passar	passar	VMN0000	passar
pelos	pelos	SPS00+DA0MP0	por+o
emcomodos	incómodos	NCMP000	incómodo
que	que	PR0CN000	que
nôs	nós	PP1CP000	nós
lhe	lhe	PP3CSD00	lhe
queremos	queremos	VMIP3S0	querer
fazer	fazer	VMN0000	fazer
a	a	SPS00	a
Vmce	VM	NP0S000	VM
e	e	CC	e
avemos	havemos	VMIP1P0	haver
de	de	SPS00	de
ser	ser	VSN0000	ser
Escriturados	escriturados	VMP00PM	escriturar
em	em	SPS00	em
sua	sua	DP3FS0	seu
Caza	casa	NCFS000	casa
,	,	Fc	,
quando	quando	CS	quando
diser	disser	VMSF0S0	dizer
a	a	SPS00	a
nôs	nós	PP1CP000	nós
todos	todos	DI0MP0	todo
trez	três	Z	três
e	e	CC	e
não	não	RN	não
nôs	nos	PP1CP000	nós
ha	há	VMIP3S0	haver
de	de	SPS00	de
emganar	enganar	VMN0000	enganar
	.	Fp	.
quando	Quando	CS	quando
não	não	RN	não
	,	Fc	,
Tiremoslhe	tiremos-lhe	VMSP1P0+PP3CSD00	tirar+lhe
a	a	DA0FS0	o
Vida	vida	NCFS000	vida
fora	fora	RG	fora
por	por	SPS00	por
amor	amor	NCMS000	amor
de	de	SPS00	de
não	não	RN	não
aconteçer	acontecer	VMN0000	acontecer
a	a	SPS00	a
outros	outros	PI0MP000	outro
que	que	PR0CN000	que
ando	andam	VMIP3P0	andar
na	na	SPS00+DA0FS0	em+o
mesma	mesma	AQ0FS0	mesmo
Çeita	seita	NCFS000	seita
que	que	PR0CN000	que
Vmce	VM	NP0S000	VM
estâ	está	VMIP3S0	estar
.	.	Fp	.
pois	Pois	RG	pois
esperamos	esperamos	VMIP1P0	esperar
de	de	SPS00	de
ser	ser	VSN0000	ser
servidos	servidos	VMP00PM	servir
nôs	nós	PP1CP000	nós
todos	todos	DI0MP0	todo
trez	três	Z	três
.	,	Fc	,
pela	pela	SPS00+DA0FS0	por+o
sua	sua	DP3FS0	seu
Bondade	bondade	NCFS000	bondade
que	que	PR0CN000	que
nôs	nos	PP1CP000	nós
ha	há	VMIP3S0	haver
de	de	SPS00	de
querer	querer	VMN0000	querer
fazermos	fazermos	VMN01P0	fazer
a	a	SPS00	a
nôs	nós	PP1CP000	nós
,	.	Fp	.
olhe	Olhe	VMSP0S0	olhar
que	que	CS	que
somos	somos	VSIP1P0	ser
pior	pior	AQ0CS0	pior
que	que	CS	que
o	o	DA0MS0	o
Algibebe	algibebe	NCMS000	algibebe
que	que	PR0CN000	que
tambem	também	RG	também
o	o	PP3MSA00	o
amiasou	ameaçou	VMIS3S0	ameaçar
e	e	CC	e
estâ	está	VMIP3S0	estar
açeite	aceite	VMP00SC	aceitar
nisto	nisto	SPS00+PD0NN000	em+isto
meshmo	mesmo	RG	mesmo
em	em	SPS00	em
que	que	PR0CN000	que
adamos	andamos	VMIP1P0	andar
Requerendo	requerendo	VMG0000	requerer
,	,	Fc	,
pois	pois	CS	pois
lembrese	lembre-se	VMSP0S0+P00CN000	lembrar+se
que	que	CS	que
não	não	RN	não
nos	nos	SPS00+DA0FS0	em+os
Custa	custa	VMIP3S0	custar
a	a	SPS00	a
fazer	fazer	VMN0000	fazer
o	o	DA0MS0	o
que	que	PR0CN000	que
lhe	lhe	PP3CSD00	lhe
dizemos	dizemos	VMIP1P0	dizer
e	e	CC	e
amiaçemos	ameaçamos	VMIP3S0	ameaçar
a	a	DA0FS0	o
Vmce	VM	NP0S000	VM
	.	Fp	.
tudo	Tudo	PI0NN000	tudo
por	por	SPS00	por
bem	bem	RG	bem
o	o	PP3MSA00	o
Pode	pode	VMIP3S0	poder
Fazer	fazer	VMN0000	fazer
a	a	SPS00	a
nos	nós	PP1CP000	nós
	.	Fp	.
não	Não	RN	não
queira	queira	VMSP0S0	querer
a	a	DA0FS0	o
sua	sua	DP3FS0	seu
desgraçia	desgraça	NCFS000	desgraça
,	.	Fp	.
quera	Queira	VMSP0S0	querer
ViVer	viver	VMN0000	viver
em	em	SPS00	em
pâs	paz	NCFS000	paz
Com	com	SPS00	com
todos	todos	DI0MP0	todo
os	os	DA0MP0	o
Requerentes	requerentes	NCCP000	requerente
que	que	PR0CN000	que
quere	quer	VMIP3S0	querer
entrar	entrar	VMN0000	entrar
para	para	SPS00	para
esta	esta	DD0FS0	este
Seita	Seita	NP00000	seita
Como	como	CS	como
Vmce	VM	NP0S000	VM
estâ	está	VMIP3S0	estar
	.	Fp	.
Com	Com	SPS00	com
isto	isto	PD0NN000	isto
não	não	RN	não
emFado	enfado	VMIP1S0	enfadar
a	a	DA0FS0	o
Vmce	VM	NP0S000	VM
	.	Fp	.
Deste	Deste	SPS00+DD0MS0	de+este
seu	seu	DP3MS0	seu
Venerador	venerador	NCMS000	venerador
	,	Fc	,
N	Narciso	NP00000	narciso
M	Manuel	NP00000	manuel
A	Antunes	NP00000	antunes
