Illmo	Ilustríssimo	AQSMS0	ilustre
Logo	logo	RG	logo
que	que	CS	que
passem	passem	VMSP3P0	passar
dois	dois	Z	dois
correios	correios	NCMP000	correio
.	.	Fp	.
assim	Assim	RG	assim
como	como	CS	como
lhe	lhe	PP3CSD00	lhe
dou	dou	VMIP1S0	dar
a	a	DA0FS0	o
minha	minha	DP1FSS	meu
palavra	palavra	NCFS000	palavra
que	que	CS	que
	,	Fc	,
remetendome	remetendo-me	VMG0000+PP1CS000	remeter+me
a	a	DA0FS0	o
piquena	pequena	AQ0FS0	pequeno
Contia	quantia	NCFS000	quantia
que	que	PR0CN000	que
lhe	lhe	PP3CSD00	lhe
pesso	peço	VMIP1S0	pedir
	,	Fc	,
a	a	DA0FS0	o
sua	sua	DP3FS0	seu
pessoa	pessoa	NCFS000	pessoa
pode	pode	VMIP3S0	poder
viver	viver	VMN0000	viver
discansada	descansada	VMP00SF	descansar
que	que	CS	que
jamais	jamais	RG	jamais
sofrera	sofrerá	VMIF3S0	sofrer
o	o	DA0MS0	o
menor	menor	AQ0CS0	menor
encomodo	incómodo	NCMS000	incómodo
pois	pois	CS	pois
qualquer	qualquer	DI0CS0	qualquer
mal	mal	NCMS000	mal
que	que	PR0CN000	que
lhe	lhe	PP3CSD00	lhe
possa	possa	VMSP0S0	poder
aContecer	acontecer	VMN0000	acontecer
por	por	SPS00	por
esta	esta	DD0FS0	este
forma	forma	NCFS000	forma
	,	Fc	,
he	hei	VMIP1S0	haver
de	de	SPS00	de
eu	eu	PP1CSN00	eu
ser	ser	VSN0000	ser
primeiro	primeiro	AO0MS0	primeiro
sabedor	sabedor	NCMS000	sabedor
e	e	CC	e
o	o	PP3MSA00	o
vitarei	evitarei	VMIF1S0	evitar
	.	Fp	.
não	Não	RN	não
julge	julgue	VMSP0S0	julgar
ser	ser	VSN0000	ser
isto	isto	PD0NN000	isto
envencão	invenção	NCFS000	invenção
para	para	SPS00	para
para	para	SPS00	para
o	o	PP3MSA00	o
disfrutar	desfrutar	VMN0000	desfrutar
	,	Fc	,
como	como	CS	como
alguns	alguns	DI0MP0	algum
po	o	PP3MSA00	o
tem	têm	VAIP3P0	ter
pencado	pensado	VMP0000	pensar
	,	Fc	,
o	o	DA0MS0	o
motivo	motivo	NCMS000	motivo
porque	porque	CS	porque
jazem	jazem	VMIP3P0	jazer
prezos	presos	AQ0MPP	preso
:	.	Fp	.
i	E	CC	e
sobre	sobre	SPS00	sobre
isto	isto	PD0NN000	isto
deve	deve	VMIP3S0	dever
gardar	guardar	VMN0000	guardar
muito	muito	DI0MS0	muito
segredo	segredo	NCMS000	segredo
pois	pois	CS	pois
nisto	nisto	SPS00+PD0NN000	em+isto
não	não	RN	não
ha	há	VMIP3S0	haver
de	de	SPS00	de
falar	falar	VMN0000	falar
nada	nada	PI0NN00N	nada
	.	Fp	.
