Illmo	Ilustríssimo	AQSMS0	ilustre
ao	ao	SPS00+DA0MS0	a+o
processo	processo	NCMS000	processo
q	que	PR0CN000	que
se	se	P00CN000	se
lhe	lhe	PP3CSD00	lhe
formaliza	formaliza	VMIP3S0	formalizar
mais	mais	RC	mais
este	este	DD0MS0	este
apendix	apêndice	NCMS000	apêndice
;	.	Fp	.
ql	Qualquer	DI0CS0	qualquer
o	o	DA0MS0	o
facto	facto	NCMS000	facto
acontecido	acontecido	VMP0000	acontecer
no	no	SPS00+DA0MS0	em+o
dia	dia	NCMS000	dia
30	30	Z	30
de	de	SPS00	de
maio	maio	NCMS000	maio
precedte	precedente	AQ0CS0	precedente
dentro	dentro	RG	dentro
do	do	SPS00+DA0MS0	de+o
Passeio	passeio	NCMS000	passeio
Publico	público	AQ0MS0	público
por	por	SPS00	por
occazião	ocasião	NCFS000	ocasião
de	de	SPS00	de
se	se	P00CN000	se
formar	formar	VMN0000	formar
a	a	DA0FS0	o
Guarda	Guarda	NP00000	guarda
Civica	Cívica	AQ0FS0	cívico
,	,	Fc	,
em	em	SPS00	em
q	que	CS	que
o	o	DA0MS0	o
tal	tal	DD0CS0	tal
sevandija	sevandija	NCFS000	sevandija
se	se	P00CN000	se
achava	achava	VMII0S0	achar
involvido	envolvido	VMP00SM	envolver
,	,	Fc	,
proferindo	proferindo	VMG0000	proferir
contra	contra	SPS00	contra
a	a	DA0FS0	o
Augusta	augusta	AQ0FS0	augusto
Pessoa	pessoa	NCFS000	pessoa
do	do	SPS00+DA0MS0	de+o
nosso	nosso	DP1MSP	nosso
adorado	adorado	VMP00SM	adorar
Infante	Infante	NP00000	infante
,	,	Fc	,
o	o	DA0MS0	o
Senhor	Senhor	NP00000	senhor
D	Dom	NP00000	dom
Miguel	Miguel	NP00000	miguel
,	,	Fc	,
as	as	DA0FP0	o
palavras	palavras	NCFP000	palavra
seges	seguintes	AQ0CP0	seguinte
	«	Fr	«
sr	Senhor	NP00000	senhor
Abranches	Abranches	NP00000	Abranches
,	,	Fc	,
vá	vá	VMSP0S0	ir
buscar	buscar	VMN0000	buscar
a	a	DA0FS0	o
sua	sua	DP3FS0	seu
Bauneta	baioneta	NCFS000	baioneta
e	e	CC	e
vamos	vamos	VMIP1P0	ir
em	em	SPS00	em
seguimto	seguimento	NCMS000	seguimento
do	do	SPS00+DA0MS0	de+o
bregeiro	brejeiro	NCMS000	brejeiro
do	do	SPS00+DA0MS0	de+o
Infante	Infante	NP00000	infante
q	que	PR0CN000	que
fugio	fugiu	VMIS3S0	fugir
	»	Fr	»
	.	Fp	.
estas	Estas	DD0FP0	este
palavras	palavras	NCFP000	palavra
fizerão	fizeram	VMIS3P0	fazer
algum	algum	DI0MS0	algum
choque	choque	NCMS000	choque
no	no	SPS00+DA0MS0	em+o
coração	coração	NCMS000	coração
de	de	SPS00	de
alguns	alguns	DI0MP0	algum
honrados	honrados	VMP00PM	honrar
Portuguezes	portugueses	NCMP000	português
q	que	PR0CN000	que
ali	ali	RG	ali
se	se	P00CN000	se
achavão	achavam	VMII3P0	achar
;	.	Fp	.
porem	Porém	RG	porém
nada	nada	PI0NN00N	nada
podião	podiam	VMII3P0	poder
opperar	operar	VMN0000	operar
com	com	SPS00	com
o	o	DA0MS0	o
temor	temor	NCMS000	temor
da	da	SPS00+DA0FS0	de+o
tal	tal	DD0CS0	tal
Guarda	guarda	NCFS000	guarda
.	.	Fp	.
Este	Este	PD0MS000	este
hé	é	VSIP3S0	ser
o	o	DA0MS0	o
dever	dever	NCMS000	dever
d'	de	SPS00	de
hum	um	DI0MS0	um
homem	homem	NCMS000	homem
;	.	Fp	.
e	E	CC	e
o	o	DA0MS0	o
de	de	SPS00	de
VS	VSa	NP0S000	VSa
hé	é	VSIP3S0	ser
fazer	fazer	VMN0000	fazer
punir	punir	VMN0000	punir
os	os	DA0MP0	o
malevolos	malévolos	NCMP000	malévolo
.	.	Fp	.
Deos	Deus	NP00000	deus
gde	guarde	VMSP0S0	guardar
por	por	SPS00	por
annos	anos	NCMP000	ano
delatados	delatados	VMP00PM	delatar
como	como	CS	como
sinceramte	sinceramente	RG	sinceramente
lho	lho	PP3CSD00+PP3MSA00	lhe+o
dezeja	deseja	VMIP3S0	desejar
	.	Fp	.
Hum	Um	DI0MS0	um
delator	delator	NCMS000	delator
	,	Fc	,
Lxa	Lxa	NP00000	lisboa
	,	Fc	,
8	8	Z	8
de	de	SPS00	de
Julho	julho	NCMS000	julho
de	de	SPS00	de
1823	1823	Z	1823
