Illmo	Ilustríssimo	AQSMS0	ilustre
tem	tem	VAIP3S0	ter
sido	sido	VSP0000	ser
attacada	atacada	VMP00SF	atacar
por	por	SPS00	por
trez	três	Z	três
vezes	vezes	NCFP000	vez
nas	nas	SPS00+DA0FP0	em+o
Cazas	casas	NCFP000	casa
da	da	SPS00+DA0FS0	de+o
sua	sua	DP3FS0	seu
habitação	habitação	NCFS000	habitação
	,	Fc	,
ao	ao	SPS00+DA0MS0	a+o
Val	Vale	NP00000	vale
de	de	SPS00	de
Santo	Santo	NP00000	santo
Antonio	António	NP00000	antónio
,	,	Fc	,
cujas	cujas	PU0FP000	cujo
cazas	casas	NCFP000	casa
tem	têm	VMIP3P0	ter
hum	um	DI0MS0	um
Quintal	quintal	NCMS000	quintal
para	para	SPS00	para
huma	uma	DI0FS0	um
Travessa	travessa	NCFS000	travessa
chamada	chamada	VMP00SF	chamar
do	do	SPS00+DA0MS0	de+o
olival	Olival	NP00000	olival
,	.	Fp	.
e	E	CC	e
isto	isto	PD0NN000	isto
com	com	SPS00	com
o	o	DA0MS0	o
fim	fim	NCMS000	fim
de	de	SPS00	de
a	a	PP3FSA00	o
roubarem	roubarem	VMN03P0	roubar
,	,	Fc	,
chegando	chegando	VMG0000	chegar
a	a	SPS00	a
tanto	tanto	RC	tanto
o	o	DA0MS0	o
descaramto	descaramento	NCMS000	descaramento
dos	dos	SPS00+DA0MP0	de+o
Ladrões	ladrões	NCMP000	ladrão
que	que	CS	que
no	no	SPS00+DA0MS0	em+o
ultimo	último	AO0MS0	último
attaque	ataque	NCMS000	ataque
que	que	PR0CN000	que
lhe	lhe	PP3CSD00	lhe
fizerão	fizeram	VMIS3P0	fazer
,	,	Fc	,
que	que	PR0CN000	que
foi	foi	VSIS3S0	ser
no	no	SPS00+DA0MS0	em+o
dia	dia	NCMS000	dia
25	25	Z	25
do	do	SPS00+DA0MS0	de+o
corre	corrente	NCMS000	corrente
	,	Fc	,
pelas	pelas	SPS00+DA0FP0	por+o
Onze	onze	Z	onze
horas	horas	NCFP000	hora
da	da	SPS00+DA0FS0	de+o
noute	noite	NCFS000	noite
	,	Fc	,
principiava	principiava	VMII0S0	principiar
a	a	SPS00	a
deitar	deitar	VMN0000	deitar
abaixo	abaixo	RG	abaixo
a	a	DA0FS0	o
parede	parede	NCFS000	parede
de	de	SPS00	de
huma	uma	DI0FS0	um
janella	janela	NCFS000	janela
que	que	PR0CN000	que
deita	deita	VMIP3S0	deitar
para	para	SPS00	para
o	o	DA0MS0	o
quintal	quintal	NCMS000	quintal
,	,	Fc	,
o	o	DA0MS0	o
que	que	PR0CN000	que
sendo	sendo	VSG0000	ser
sentido	sentido	VMP0000	sentir
pela	pela	SPS00+DA0FS0	por+o
ditta	dita	VMP00SF	dizer
familia	família	NCFS000	família
	,	Fc	,
se	se	P00CN000	se
vio	viu	VMIS3S0	ver
na	na	SPS00+DA0FS0	em+o
necessidade	necessidade	NCFS000	necessidade
de	de	SPS00	de
gritar	gritar	VMN0000	gritar
	«	Fra	«
aqui	Aqui	RG	aqui
d'El Rey	del-rei	NP00000	el-rei
	!	Fa	!
	»	Frt	»
,	.	Fp	.
e	E	CC	e
sendo	sendo	VSG0000	ser
então	então	RG	então
auxiliada	auxiliada	VMP00SF	auxiliar
pela	pela	SPS00+DA0FS0	por+o
Vizinhança	vizinhança	NCFS000	vizinhança
	,	Fc	,
tiverão	tiveram	VMIS3P0	ter
os	os	DA0MP0	o
agressores	agressores	NCMP000	agressor
tempo	tempo	NCMS000	tempo
de	de	SPS00	de
fugir	fugir	VMN0000	fugir
.	.	Fp	.
Na	Na	SPS00+DA0FS0	em+o
mencionada	mencionada	VMP00SF	mencionar
Travessa	travessa	NCFS000	travessa
ha	há	VMIP3S0	haver
diferentes	diferentes	AQ0CP0	diferente
Barracas	barracas	NCFP000	barraca
,	,	Fc	,
e	e	CC	e
em	em	SPS00	em
huma	uma	DI0FS0	um
d'ellas	delas	SPS00+PP3FP000	de+ele
morão	moram	VMIP3P0	morar
huns	uns	DI0MP0	um
sugeitos	sujeitos	NCMP000	sujeito
que	que	PR0CN000	que
a	a	PP3FSA00	o
não	não	RN	não
habitão	habitam	VMIP3P0	habitar
sempre	sempre	RG	sempre
,	.	Fp	.
porem	Porém	RG	porém
	,	Fc	,
vem	vêm	VMIP3P0	vir
ali	ali	RG	ali
varias	várias	DI0FP0	vários
vezes	vezes	NCFP000	vez
e	e	CC	e
nella	nela	SPS00+PP3FS000	em+ele
introduzem	introduzem	VMIP3P0	introduzir
mulheres	mulheres	NCFP000	mulher
	.	Fp	.
e	E	CC	e
ahi	aí	RG	aí
há	há	VMIP3S0	haver
toques	toques	NCMP000	toque
de	de	SPS00	de
Guitarra	guitarra	NCFS000	guitarra
ate	até	SPS00	até
alta	alta	AQ0FS0	alto
noute	noite	NCFS000	noite
	.	Fc	,
cujos	Cujos	DT0MP0	cujo
sugeitos	sujeitos	NCMP000	sujeito
e	e	CC	e
factos	factos	NCMP000	facto
por	por	SPS00	por
elles	eles	PP3MP000	ele
praticados	praticados	VMP00PM	praticar
se	se	P00CN000	se
fazem	fazem	VMIP3P0	fazer
dignos	dignos	AQ0MP0	digno
de	de	SPS00	de
suspeita	suspeita	NCFS000	suspeita
e	e	CC	e
da	da	SPS00+DA0FS0	de+o
vigelancia	vigilância	NCFS000	vigilância
e	e	CC	e
indagação	indagação	NCFS000	indagação
da	da	SPS00+DA0FS0	de+o
Policia	Polícia	NP00000	polícia
de	de	SPS00	de
q	que	PR0CN000	que
V Sa	VSa	NP00000	VSa
se	se	P00CN000	se
acha	acha	VMIP3S0	achar
encarregado	encarregado	VMP00SM	encarregar
.	.	Fp	.
Aparece	Aparece	VMIP3S0	aparecer
tambem	também	RG	também
nestes	nestes	SPS00+DD0MP0	em+este
citios	sítios	NCMP000	sítio
há	há	VMIP3S0	haver
tempos	tempos	NCMP000	tempo
hum	um	DI0MS0	um
individuo	indivíduo	NCMS000	indivíduo
	,	Fc	,
desertor	desertor	AQ0MS0	desertor
de	de	SPS00	de
hum	um	DI0MS0	um
Regemto	Regimento	NP00000	regimento
de	de	SPS00	de
Linha	Linha	NP00000	linha
,	,	Fc	,
o	o	DA0MS0	o
qual	qual	PR0CS000	qual
tem	tem	VMIP3S0	ter
pr	por	SPS00	por
alcunha	alcunha	NCFS000	alcunha
o	o	DA0MS0	o
Croinha	Croinha	NP00000	croinha
e	e	CC	e
anda	anda	VMIP3S0	andar
ate	até	SPS00	até
alta	alta	AQ0FS0	alto
noute	noite	NCFS000	noite
de	de	SPS00	de
manta	manta	NCFS000	manta
e	e	CC	e
cacete	cacete	NCMS000	cacete
	.	Fp	.
e	E	CC	e
já	já	RG	já
algumas	algumas	DI0FP0	algum
pessoas	pessoas	NCFP000	pessoa
se	se	P00CN000	se
tem	têm	VAIP3P0	ter
queixado	queixado	VMP0000	queixar
do	do	SPS00+DA0MS0	de+o
seu	seu	DP3MS0	seu
procedimento	procedimento	NCMS000	procedimento
.	.	Fp	.
He	É	VSIP3S0	ser
para	para	SPS00	para
que	que	CS	que
estes	estes	DD0MP0	este
factos	factos	NCMP000	facto
cheguem	cheguem	VMSP3P0	chegar
ao	ao	SPS00+DA0MS0	a+o
conhecimo	conhecimento	NCMS000	conhecimento
de	de	SPS00	de
V Sa	VSa	NP00000	VSa
e	e	CC	e
dê	dê	VMSP0S0	dar
as	as	DA0FP0	o
providencias	providências	NCFP000	providência
que	que	PR0CN000	que
julgar	julgar	VMN0000	julgar
accertadas	acertadas	VMP00PF	acertar
que	que	PR0CN000	que
se	se	P00CN000	se
faz	faz	VMIP3S0	fazer
esta	esta	DD0FS0	este
exposição	exposição	NCFS000	exposição
	,	Fc	,
a	a	DA0FS0	o
qual	qual	PR0CS000	qual
he	é	VSIP3S0	ser
verdadeira	verdadeira	AQ0FS0	verdadeiro
e	e	CC	e
se	se	P00CN000	se
Pode	pode	VMIP3S0	poder
provar	provar	VMN0000	provar
pelo	pelo	SPS00+DA0MS0	por+o
principio	princípio	NCMS000	princípio
de	de	SPS00	de
arrombamento	arrombamento	NCMS000	arrombamento
feito	feito	VMP00SM	fazer
na	na	SPS00+DA0FS0	em+o
Caza	casa	NCFS000	casa
mencionada	mencionada	VMP00SF	mencionar
	,	Fc	,
o	o	DA0MS0	o
qual	qual	PR0CS000	qual
foi	foi	VSIS3S0	ser
visto	visto	VMP00SM	ver
e	e	CC	e
examinado	examinado	VMP00SM	examinar
pelos	pelos	SPS00+DA0MP0	por+o
vizinhos	vizinhos	NCMP000	vizinho
que	que	PR0CN000	que
acudirão	acudiram	VMIS3P0	acudir
as	às	SPS00+DA0FP0	a+o
vozes	vozes	NCFP000	voz
da	da	SPS00+DA0FS0	de+o
referida	referida	VMP00SF	referir
familia	família	NCFS000	família
	.	Fp	.
Da	Da	SPS00+DA0FS0	de+o
protição	proteção	NCFS000	proteção
de	de	SPS00	de
V Sa	VSa	NP00000	VSa
espera	espera	VMIP3S0	esperar
esta	esta	DD0FS0	este
familia	família	NCFS000	família
o	o	DA0MS0	o
descanço	descanso	NCMS000	descanso
que	que	PR0CN000	que
lhe	lhe	PP3CSD00	lhe
he	é	VSIP3S0	ser
roubado	roubado	VMP00SM	roubar
pelos	pelos	SPS00+DA0MP0	por+o
sobreditos	sobreditos	VMP00PM	sobredizer
acontecimtos	acontecimentos	NCMP000	acontecimento
	.	Fp	.
Ds	Deus	NP00000	deus
Gde	guarde	VMSP0S0	guardar
a	a	DA0FS0	o
V Sa	VSa	NP00000	VSa
ms	muitos	DI0MP0	muito
as	anos	NCMP000	ano
	.	Fp	.
Lisboa	Lisboa	NP00000	lisboa
	,	Fc	,
27	27	Z	27
de	de	SPS00	de
Abril	abril	NCMS000	abril
de	de	SPS00	de
1830	1830	Z	1830
Hum	Um	DI0MS0	um
Amo	amigo	NCMS000	amigo
da	da	SPS00+DA0FS0	de+o
tranquilidade	tranquilidade	NCFS000	tranquilidade
