Meu	Meu	DP1MSS	meu
Su	Sua	DP3FS0	seu
M	Majestade	NCFS000	majestade
elRei	El-Rei	NP00000	el-rei
o	o	DA0MS0	o
Sr	Senhor	NP00000	senhor
dom	Dom	NP00000	dom
Miguel	Miguel	NP00000	miguel
1º	Primeiro	AO0MP0	primeiro
ja	já	RG	já
vem	vem	VMIP3S0	vir
saminho	caminho	NCMS000	caminho
pa	para	SPS00	para
Madride	Madrid	NP00000	madrid
,	.	Fp	.
e	E	CC	e
hus	os	DA0MP0	o
Regimentos	Regimentos	NP00000	regimentos
25	25	Z	25
e	e	CC	e
16	16	Z	16
	,	Fc	,
como	como	CS	como
a	a	DA0FS0	o
Prova	província	NCFS000	província
de	de	SPS00	de
tras dos montes	Trás-os-Montes	NP00000	trás-os-montes
	,	Fc	,
esta	está	VMIP3S0	estar
levantada	levantada	VMP00SF	levantar
A	a	SPS00	a
pellofavor	favor	NCMS000	favor
do	do	SPS00+DA0MS0	de+o
mesmo	mesmo	AQ0MS0	mesmo
Rial	Real	AQ0MS0	real
Senhor	Senhor	NP00000	senhor
	,	Fc	,
pois	pois	CS	pois
	,	Fc	,
coando	quando	CS	quando
se	se	P00CN000	se
levantarem	levantarem	VMSF3P0	levantar
ahi	aí	RG	aí
	,	Fc	,
tambem	também	RG	também
se	se	P00CN000	se
levanta	levanta	VMIP3S0	levantar
goarda	Guarda	NP00000	guarda
e	e	CC	e
Almeida	Almeida	NP00000	almeida
	,	Fc	,
purque	porque	CS	porque
esta	está	VMIP3S0	estar
nosa	nossa	DP1FSP	nosso
da	da	SPS00+DA0FS0	de+o
mão	mão	NCFS000	mão
	,	Fc	,
purque	porque	CS	porque
tudo	tudo	PI0NN000	tudo
esta	está	VMIP3S0	estar
bolto	volto	VMP00SM	voltar
	.	Fp	.
deste	Deste	SPS00+DD0MS0	de+este
seu	seu	DP3MS0	seu
Amo	amigo	NCMS000	amigo
q	que	PR0CN000	que
o	o	PP3MSA00	o
hu	um	DI0MS0	um
he	é	VSIP3S0	ser
e	e	CC	e
sempre	sempre	RG	sempre
u	o	PP3MSA00	o
sera	será	VSIF3S0	ser
munto	muito	RQ	muito
amte	amante	AQ0CS0	amante
e	e	CC	e
fiel	fiel	AQ0CS0	fiel
,	,	Fc	,
C	C.	NP00000	c.
Telles	Teles	NP00000	teles
V	Beija	VMIP3S0	beijar
S	Sua	DP3FS0	seu
M	Mão	NCFS000	mão
Aldeỹa	Aldeia	NP00000	aldeia
da	da	SPS00+DA0FS0	de+o
Ribeira	Ribeira	NP00000	ribeira
junho	junho	NCMS000	junho
d	de	SPS00	de
1827	1827	Z	1827
Daniel	Daniel	NP00000	daniel
da	da	SPS00+DA0FS0	de+o
Costa	Costa	NP00000	costa
Telles	Teles	NP00000	teles
