Illmo	Ilustríssimo	AQSMS0	ilustre
São	são	VSIP3S0	ser
percizos	precisos	AQ0MP0	preciso
pa	para	SPS00	para
o	o	DA0MS0	o
seu	seu	DP3MS0	seu
Livramto	livramento	NCMS000	livramento
Dozentos	duzentos	Z	duzentos
mil	mil	Z	mil
reis	réis	NCMP000	réis
	,	Fc	,
os	os	DA0MP0	o
Coais	quais	PR0CP000	qual
eu	eu	PP1CSN00	eu
lhe	lhe	PP3CSD00	lhe
ei	hei	VMIP1S0	haver
de	de	SPS00	de
Remeter	remeter	VMN0000	remeter
	.	Fp	.
e	E	CC	e
	,	Fc	,
Como	como	CS	como
eu	eu	PP1CSN00	eu
nesta	nesta	SPS00+DD0FS0	em+este
oCazião	ocasião	NCFS000	ocasião
me	me	PP1CS000	me
acho	acho	VMIP1S0	achar
falto	falto	VMP00SM	faltar
de	de	SPS00	de
Dinheiros	dinheiros	NCMP000	dinheiro
	,	Fc	,
Rogo	rogo	VMIP1S0	rogar
a	a	SPS00	a
VSa	VSa	NP00000	VSa
me	me	PP1CS000	me
qra	queira	VMSP0S0	querer
emprestar	emprestar	VMN0000	emprestar
a	a	DA0FS0	o
Coantia	quantia	NCFS000	quantia
de	de	SPS00	de
doze	doze	Z	doze
moedas	moedas	NCFP000	moeda
em	em	SPS00	em
Dinheiro	dinheiro	NCMS000	dinheiro
papel	papel	NCMS000	papel
	,	Fc	,
as	as	DA0FP0	o
Coais	quais	PR0CP000	qual
me	me	PP1CS000	me
fará	fará	VMIF3S0	fazer
obzequio	obséquio	NCMS000	obséquio
de	de	SPS00	de
meter	meter	VMN0000	meter
dentro	dentro	RG	dentro
de	de	SPS00	de
huma	uma	DI0FS0	um
Carta	carta	NCFS000	carta
e	e	CC	e
Remeter	remeter	VMN0000	remeter
ao	ao	SPS00+DA0MS0	a+o
Sr	Senhor	NP00000	senhor
Manoel	Manuel	NP00000	manuel
Cardo	Cardoso	NP00000	cardoso
Monforte	Monforte	NP00000	monforte
	,	Fc	,
Prezo	preso	VMP00SM	prender
na	na	SPS00+DA0FS0	em+o
Emxovia	Enxovia	NP00000	enxovia
velha	Velha	NCFS000	velho
da	da	SPS00+DA0FS0	de+o
Corte	Corte	NP00000	corte
do	do	SPS00+DA0MS0	de+o
Limoeiro	Limoeiro	NP00000	limoeiro
de	de	SPS00	de
Lisboa	Lisboa	NP00000	lisboa
	.	Fp	.
isto	Isto	PD0NN000	isto
espero	espero	VMIP1S0	esperar
me	me	PP1CS000	me
faça	faça	VMSP0S0	fazer
Logo	logo	RG	logo
no	no	SPS00+DA0MS0	em+o
primeiro	primeiro	RG	primeiro
Corro	correio	NCMS000	correio
dipois	depois	RG	depois
q	que	CS	que
esta	esta	PD0FS000	este
Receba	receba	NCFS000	receber
	,	Fc	,
a	a	SPS00	a
Cujo	cujo	PR0CN000	cujo
emprestimo	empréstimo	NCMS000	empréstimo
eu	eu	PP1CSN00	eu
lhe	lhe	PP3CSD00	lhe
Satisfarei	satisfarei	VMIF1S0	satisfazer
ou	ou	CC	ou
na	na	SPS00+DA0FS0	em+o
fra	feira	NCFS000	feira
do	do	SPS00+DA0MS0	de+o
Sto	Santo	NP00000	santo
Antonio	António	NP00000	antónio
ou	ou	CC	ou
ate	até	SPS00	até
o	ao	SPS00+DA0MS0	a+o
São	São	NP00000	são
João	João	NP00000	joão
	.	Fp	.
espero	Espero	VMIP1S0	esperar
que	que	CS	que
me	me	PP1CS000	me
não	não	RN	não
falte	falte	VMSP0S0	faltar
nem	nem	CC	nem
deixe	deixe	VMSP0S0	deixar
de	de	SPS00	de
valer	valer	VMN0000	valer
ao	ao	SPS00+DA0MS0	a+o
meu	meu	DP1MSS	meu
Camarada	camarada	NCCS000	camarada
	,	Fc	,
a	a	SPS00	a
qm	quem	PR0CN000	quem
eu	eu	PP1CSN00	eu
Dezeijo	desejo	VMIP1S0	desejar
Valer	valer	VMN0000	valer
Como	como	CS	como
a	a	SPS00	a
mim	mim	PP1CSO00	mim
proprio	próprio	NCMS000	próprio
	.	Fp	.
e	E	CC	e
atenda	atenda	SPS00	atenda
VSa	VSa	NP00000	VSa
a	a	SPS00	a
q	que	CS	que
	,	Fc	,
Se	se	CS	se
eu	eu	PP1CSN00	eu
quizeSe	quisesse	VMSI0S0	querer
	,	Fc	,
tinha	tinha	VAII0S0	ter
feito	feito	NCMS000	feito
a	a	SPS00	a
VSa	VSa	NP00000	VSa
huma	uma	DI0FS0	um
Desfeita	desfeita	NCFS000	desfeita
	.	Fp	.
porem	Porém	RG	porém
	,	Fc	,
eu	eu	PP1CSN00	eu
Sempre	sempre	RG	sempre
o	o	PP3MSA00	o
tanho	tenho	VAIP1S0	ter
Respeitado	respeitado	VMP00SM	respeitar
	,	Fc	,
goardando	guardando	VMG0000	guardar
pa	para	SPS00	para
huma	uma	DI0FS0	um
ocazião	ocasião	NCFS000	ocasião
critica	crítica	AQ0FS0	crítico
aSim	assim	RG	assim
como	como	CS	como
agora	agora	RG	agora
	.	Fp	.
porem	Porém	RG	porém
	,	Fc	,
Se	se	CS	se
aCazo	acaso	RG	acaso
VSa	VSa	NP00000	VSa
a	a	SPS00	a
isto	isto	PD0NN000	isto
me	me	PP1CS000	me
faltar	faltar	VMN0000	faltar
	,	Fc	,
Conte	conte	VMSP0S0	contar
que	que	CS	que
a	a	DA0FS0	o
quinta	quinta	NCFS000	quinta
da	da	SPS00+DA0FS0	de+o
Zoria	Zoria	NP00000	Zoria
será	será	VSIF3S0	ser
Abrazada	abrasada	VMP00SF	abrasar
em	em	SPS00	em
breve	breve	RG	breve
tempo	tempo	NCMS000	tempo
	,	Fc	,
e	e	CC	e
	,	Fc	,
onde	onde	PA000000	onde
qr	quer	VMIP3S0	querer
qe	que	CS	que
VSa	VSa	NP00000	VSa
for	for	VMSF0S0	ir
emContrado	encontrado	VMP00SM	encontrar
	,	Fc	,
he	é	VSIP3S0	ser
Desfeitiado	desfeitiado	VMP00SM	desfeitiar
	.	Fp	.
eu	Eu	PP1CSN00	eu
tanho	tenho	VMIP1S0	ter
a	a	DA0FS0	o
ma	minha	DP1FSS	meu
compa	companhia	NCFS000	companhia
pronta	pronta	AQ0FS0	pronto
	.	Fp	.
Logo	Logo	RG	logo
pa	para	SPS00	para
o	o	DA0MS0	o
primro	primeiro	NCMS000	primeiro
aVizo	aviso	NCMS000	aviso
está	está	VMIP3S0	estar
pronta	pronta	AQ0FS0	pronto
	,	Fc	,
e	e	CC	e
aquilo	aquilo	PD0NN000	aquilo
que	que	CS	que
eu	eu	PP1CSN00	eu
intentar	intentar	VMN0000	intentar
a	há	VMIP3S0	haver
Se	se	P00CN000	se
de	de	SPS00	de
fazer	fazer	VMN0000	fazer
	.	Fp	.
aSim	Assim	RG	assim
	,	Fc	,
espero	espero	VMIP1S0	esperar
de	de	SPS00	de
vsa	VSa	NP00000	VSa
este	este	DD0MS0	este
obzequio	obséquio	NCMS000	obséquio
e	e	CC	e
que	que	CS	que
tanha	tenha	VMSP0S0	ter
nisto	nisto	SPS00+PD0NN000	em+isto
todo	todo	DI0MS0	todo
o	o	DA0MS0	o
Segredo	segredo	NCMS000	segredo
	,	Fc	,
q	que	CS	que
aSim	assim	RG	assim
lhe	lhe	PP3CSD00	lhe
tem	tem	VMIP3S0	ter
Conta	conta	NCFS000	conta
	.	Fp	.
Seu	Seu	DP3MS0	seu
Vnor	venerador	NCMS000	venerador
	,	Fc	,
Antonio	António	NP00000	antónio
Chuço	Chuço	NP00000	chuço
	,	Fc	,
Cappam	capitão	NCMS000	capitão
de	de	SPS00	de
58	58	Z	58
Ladoroens	ladrões	NCMP000	ladrão
Lamego	Lamego	NP00000	lamego
	,	Fc	,
Maio	maio	NCMS000	maio
d	de	SPS00	de
1825	1825	Z	1825
