Illmo	Ilustríssimo	AQSMS0	ilustre
camaradas	camaradas	NCMP000	camarada
ate	até	SPS00	até
os	os	DA0MP0	o
ultimos	últimos	AQ0MP0	último
cinco	cinco	Z	cinco
reis	réis	NCMP000	réis
e	e	CC	e
ultima	última	NCFS000	último
pinga	pinga	NCFS000	pinga
de	de	SPS00	de
sangue	sangue	NCMS000	sangue
	,	Fc	,
se	se	CS	se
for	for	VMSF0S0	ir
percizo	preciso	AQ0MS0	preciso
	!	Fp	!
tanto	Tanto	CC	tanto
elle	ele	PP3MS000	ele
como	como	SPS00	como
o	o	DA0MS0	o
alcoviteiro	alcoviteiro	NCMS000	alcoviteiro
do	do	SPS00+DA0MS0	de+o
juis	juiz	NCMS000	juiz
e	e	CC	e
dois	dois	Z	dois
bregeiros	brejeiros	NCMP000	brejeiro
do	do	SPS00+DA0MS0	de+o
corpo	corpo	NCMS000	corpo
dos	dos	SPS00+DA0MP0	de+o
ladrois	ladrões	NCMP000	ladrão
....	,	Fc	,
q	que	CS	que
não	não	RN	não
sei	sei	VMIP1S0	saber
quem	quem	PR0CN000	quem
são	são	VSIP3P0	ser
....	,	Fc	,
a	há	VMIP3S0	haver
de	de	SPS00	de
levalos	levá-los	VMN0000+PP3MPA00	levar+o
o	o	CC	e
diabo	diabo	NCMS000	diabo
	!	Fp	!
e	E	CC	e
se	se	CS	se
não	não	RN	não
for	for	VMSF0S0	ir
asim	assim	RG	assim
	,	Fc	,
em	em	SPS00	em
Lisboa	Lisboa	NP00000	lisboa
ahinda	ainda	RG	ainda
ha	há	VMIP3S0	haver
mta	muita	DI0FS0	muito
loje	loja	NCFS000	loja
de	de	SPS00	de
feraje	ferragem	NCFS000	ferragem
i	e	CC	e
mta	muita	DI0FS0	muito
navalha	navalha	NCFS000	navalha
de	de	SPS00	de
ponta	ponta	NCFS000	ponta
....	!	Fp	!
he	É	VSIP3S0	ser
sermos	sermos	VSN01P0	ser
conformes	conformes	AQ0CS0	conforme
e	e	CC	e
sustentar	sustentar	VMN0000	sustentar
sempre	sempre	RG	sempre
o	o	DA0MS0	o
mesmo	mesmo	AQ0MS0	mesmo
e	e	CC	e
não	não	RN	não
cavaco	cavaco	VMIP1S0	cavacar
a	a	SPS00	a
nada	nada	PI0NN00N	nada
	!	Fa	!
	»	Frt	»
	.	Fp	.
hum	Um	DI0MS0	um
delles	deles	SPS00+PP3MP000	de+ele
já	já	RG	já
recebeo	recebeu	VMIS3S0	receber
quarto	quatro	Z	quatro
moedas	moedas	NCFP000	moeda
de	de	SPS00	de
mão	mão	NCFS000	mão
de	de	SPS00	de
hum	um	DI0MS0	um
porcurador	procurador	NCMS000	procurador
	,	Fc	,
chamado	chamado	VMP00SM	chamar
Cezario	Cesário	NP00000	Cesário
Joze	José	NP00000	josé
de	de	SPS00	de
Oliveira	Oliveira	NP00000	oliveira
	,	Fc	,
q	que	CS	que
mora	mora	VMIP3S0	morar
na	na	SPS00+DA0FS0	em+o
rua	Rua	NP00000	rua
dos	dos	SPS00+DA0MP0	de+o
Capelistas	Capelistas	NP00000	Capelistas
e	e	CC	e
he	é	VSIP3S0	ser
mto	muito	DI0MS0	muito
malhado	Malhado	NP00000	malhado
	,	Fc	,
pa	para	SPS00	para
despeszas	despesas	NCMP000	despesa
	.	Fp	.
tambem	Também	RG	também
lhe	lhe	PP3CSD00	lhe
adevirto	advirto	VMIP1S0	advertir
q	que	CS	que
o	o	DA0MS0	o
Fonceca	Fonseca	NP00000	fonseca
	.	Fp	.
ostros	Outros	PI0MP000	outro
falão	falam	VMIP3P0	falar
dos	dos	SPS00+DA0MP0	de+o
segredos	segredos	NCMP000	segredo
huns	uns	DI0MP0	um
pros	pròs	NCMP000	prò
ostros	outros	PI0MP000	outro
de	de	SPS00	de
noite	noite	NCFS000	noite
pa	para	SPS00	para
se	se	CS	se
combinar	combinar	VMN0000	combinar
	.	Fp	.
i	E	CC	e
pareceme	parece-me	VMIP3S0+PP1CS000	parecer+me
q	que	CS	que
o	o	DA0MS0	o
Cravalho	Carvalho	NP00000	carvalho
lhe	lhe	PP3CSD00	lhe
manda	manda	VMIP3S0	mandar
bilhestes	bilhetes	NCMP000	bilhete
de	de	SPS00	de
noite	noite	NCFS000	noite
por	por	SPS00	por
rapazes	rapazes	NCMP000	rapaz
q	que	PR0CN000	que
saltão	saltam	VMIP3P0	saltar
portras	portas	NCFP000	porta
do	do	SPS00+DA0MS0	de+o
muro	muro	NCMS000	muro
e	e	CC	e
dãonos	dão-nos	CC	e
as	às	SPS00+DA0FP0	a+o
ginellas	janelas	NCFP000	janela
dos	dos	SPS00+DA0MP0	de+o
segredos	segredos	NCMP000	segredo
	.	Fp	.
muito	Muito	RQ	muito
mais	mais	RC	mais
tinha	tinha	VMII0S0	ter
para	para	SPS00	para
dizer	dizer	VMN0000	dizer
	,	Fc	,
mas	mas	CC	mais
não	não	RN	não
quero	quero	VMIP1S0	querer
ser	ser	VSN0000	ser
empertuna	importuna	AQ0FS0	importuno
a	a	SPS00	a
vsa	VSa	NP00000	VSa
	,	Fc	,
de	de	SPS00	de
quem	quem	PR0CN000	quem
sou	sou	VSIP1S0	ser
criada	criada	NCFS000	criado
mto	muito	RQ	muito
obrigada	obrigada	VMP00SF	obrigar
	.	Fp	.
A	A.	NP00000	a.
M	M.	NP00000	m.
