Illmo	Ilustríssimo	AQSMS0	ilustre
do	do	SPS00+DA0MS0	de+o
Limueiro	Limoeiro	NP00000	limoeiro
e	e	CC	e
os	os	DA0MP0	o
da	da	SPS00+DA0FS0	de+o
Cova	Cova	NP00000	cova
da	da	SPS00+DA0FS0	de+o
Moira	Moura	NP00000	moura
com	com	SPS00	com
Armas	armas	NCFP000	arma
pa	para	SPS00	para
nos	nos	PP1CP000	nos
asaçinar	assassinar	VMN0000	assassinar
e	e	CC	e
robar	roubar	VMN0000	roubar
.	.	Fp	.
porem	Porém	RG	porém
,	,	Fc	,
o	o	DA0MS0	o
Comerçio	comércio	NCMS000	comércio
e	e	CC	e
os	os	DA0MP0	o
goardas	guardas	NCMP000	guarda
Naçionais	nacionais	AQ0CP0	nacional
he	é	VSIP3S0	ser
q	que	CS	que
defenderão	defenderam	VMIS3P0	defender
Lisboa	Lisboa	NP00000	lisboa
ate	até	SPS00	até
q	que	CS0	que
chegou	chegou	VMIS3S0	chegar
a	a	DA0FS0	o
tropa	tropa	NCFS000	tropa
q	que	PR0CN000	que
,	,	Fc	,
chegando	chegando	VMG0000	chegar
aos	aos	SPS00+DA0MP0	a+o
postos	postos	NCMP000	posto
q	que	PR0CN000	que
tenhão	tinham	VMII3P0	ter
dezamparado	desamparado	VMP00SM	desamparar
,	,	Fc	,
deitarão	deitaram	VMIS3P0	deitar
fora	fora	RG	fora
o	o	DA0MS0	o
Comerçio	comércio	NCMS000	comércio
e	e	CC	e
os	os	DA0MP0	o
Soldados	soldados	NCMP000	soldado
Naçionais	nacionais	AQ0CP0	nacional
com	com	SPS00	com
mto	muito	DI0MS0	muito
desprezo	desprezo	NCMS000	desprezo
.	.	Fp	.
emfim	Enfim	RG	enfim
,	,	Fc	,
meu	meu	DP1MSS	meu
Amo	amigo	NCMS000	amigo
,	,	Fc	,
ja	já	RG	já
não	não	RN	não
estamos	estamos	VMIP1P0	estar
em	em	SPS00	em
tempo	tempo	NCMS000	tempo
de	de	SPS00	de
dar	dar	VMN0000	dar
novidades	novidades	NCFP000	novidade
sem	sem	SPS00	sem
q	que	CS	que
corra	corra	VMSP0S0	correr
risço	risco	NCMS000	risco
e	e	CC	e
por	por	SPS00	por
iso	isso	PD0NN000	isso
não	não	RN	não
digo	digo	VMIP1S0	dizer
qto	quanto	PR0MS000	quanto
sei	sei	VMIP1S0	saber
e	e	CC	e
mesmo	mesmo	RG	mesmo
porq	porque	CS	porque
ahinda	ainda	RG	ainda
não	não	RN	não
tenho	tenho	VMIP1S0	ter
cabeça	cabeça	NCFS000	cabeça
apesar	apesar	SPS00	apesar
de	de	SPS00	de
ter	ter	VAN0000	ter
ja	já	RG	já
dormido	dormido	VMP0000	dormir
duas	duas	Z	duas
noites	noites	NCFP000	noite
huma	uma	Z	um
hora	hora	NCFS000	hora
cada	cada	DI0CN0	cada
noite	noite	NCFS000	noite
,	,	Fc	,
coiza	coisa	NCFS000	coisa
q	que	PR0CN000	que
a	há	VMIP3S0	haver
mto	muito	RQ	muito
me	me	PP1CS000	me
não	não	RN	não
soçede	sucede	VMIP3S0	suceder
.	.	Fp	.
não	Não	RN	não
sei	sei	VMIP1S0	saber
como	como	PA000000	como
não	não	RN	não
tenho	tenho	VAIP1S0	ter
morrido	morrido	VMP0000	morrer
.	.	Fp	.
tenho	Tenho	VAIP1S0	ter
chorado	chorado	VMP0000	chorar
tanto	tanto	RC	tanto
q	que	CS	que
tenho	tenho	VMIP1S0	ter
os	os	DA0MP0	o
olhos	olhos	NCMP000	olho
inflamados	inflamados	VMP00PM	inflamar
.	.	Fp	.
Diga	Diga	VMSP0S0	dizer
a	a	SPS00	a
seu	seu	DP3MS0	seu
mano	mano	NCMS000	mano
Joaqm	Joaquim	NP00000	joaquim
Pedro	Pedro	NP00000	pedro
q	que	CS	que
eu	eu	PP1CSN00	eu
reçebi	recebi	VMIS1S0	receber
a	a	DA0FS0	o
sua	sua	DP3FS0	seu
carta	carta	NCFS000	carta
e	e	CC	e
q	que	CS	que
lhe	lhe	PP3CSD00	lhe
não	não	RN	não
respondo	respondo	VMIP1S0	responder
por	por	SPS00	por
falta	falta	NCFS000	falta
de	de	SPS00	de
tempo	tempo	NCMS000	tempo
porq	porque	CS	porque
não	não	RN	não
pode	pode	VMIP3S0	poder
fazer	fazer	VMN0000	fazer
ideia	ideia	NCFS000	ideia
do	do	SPS00+DA0MS0	de+o
q	que	PR0CN000	que
vai	vai	VMIP3S0	ir
nesta	nesta	SPS00+DD0FS0	em+este
caza	casa	NCFS000	casa
.	.	Fp	.
digalhe	Diga-lhe	VMSP0S0+PP3CSD00	dizer+lhe
q	que	CS	que
mto	muito	RG	muito
lhe	lhe	PP3CSD00	lhe
agradeço	agradeço	VMIP1S0	agradecer
as	as	DA0FP0	o
notiçias	notícias	NCFP000	notícia
q	que	PR0CN000	que
me	me	PP1CS000	me
da	dá	VMIP3S0	dar
do	do	SPS00+DA0MS0	de+o
meu	meu	DP1MSS	meu
filho	filho	NCMS000	filho
e	e	CC	e
q	que	CS	que
eu	eu	PP1CSN00	eu
lhe	lhe	PP3CSD00	lhe
tenho	tenho	VAIP1S0	ter
escripto	escrito	VMP0000	escrever
duas	duas	Z	duas
cartas	cartas	NCFP000	carta
e	e	CC	e
a	a	SPS00	a
nenhuma	nenhuma	PI0FS000	nenhum
tenho	tenho	VAIP1S0	ter
tido	tido	VMP0000	ter
resposta	resposta	NCFS000	resposta
.	.	Fp	.
não	Não	RN	não
sei	sei	VMIP1S0	saber
a	a	DA0FS0	o
razão	razão	NCFS000	razão
desta	desta	SPS00+DD0FS0	de+este
falta	falta	NCFS000	falta
.	.	Fp	.
eu	Eu	PP1CSN00	eu
escrevo	escrevo	VMIP1S0	escrever
a	a	SPS00	a
todos	todos	PI0MP000	todo
e	e	CC	e
todos	todos	PI0MP000	todo
se	se	PP3CNA00	se
quixão	queixam	VMIP3P0	queixar
.	.	Fp	.
todos	Todos	PI0MP000	todo
dizem	dizem	VMIP3P0	dizer
q	que	CS	que
me	me	PP1CS000	me
escrevem	escrevem	VMIP3P0	escrever
e	e	CC	e
eu	eu	PP1CSN00	eu
raras	raras	AQ0FP0	raras
vezes	vezes	NCFP000	vez
recebo	recebo	VMIP1S0	receber
cartas	cartas	NCFP000	carta
dahi	daí	SPS00+RG	de+aí
.	.	Fp	.
tambem	Também	RG	também
escrevi	escrevi	VMIS1S0	escrever
a	a	SPS00	a
VSa	VSa	NP00000	vsa
em	em	SPS00	em
resposta	resposta	NCFS000	resposta
a	a	SPS00	a
huma	uma	PI0FS000	um
q	que	PR0CN000	que
J	José	NP00000	josé
X	Xavier	NP00000	xavier
reçebeo	recebeu	VMIS3S0	receber
na	na	SPS00+DA0FS0	em+o
qual	qual	PR0CN000	qual
dezia	dizia	VMII0S0	dizer
q	que	CS	que
a	a	PP3FSA00	o
recebeçe	recebesse	VMSI0S0	receber
eu	eu	PP1CSN00	eu
tambem	também	RG	também
como	como	SPS00	como
ma	minha	PX1FS0S0	meu
.	.	Fp	.
não	Não	RN	não
sei	sei	VMIP1S0	saber
se	se	CSI	se
a	a	PP3FSA00	o
reçebeo	recebeu	VMIS3S0	receber
.	.	Fp	.
o	O	DA0MS0	o
serto	certo	NCMS000	certo
he	é	VSIP3S0	ser
q	que	CS	que
eu	eu	PP1CSN00	eu
cansome	canso-me	VMIP1S0+PP1CSA00	cansar+me
em	em	SPS00	em
escrever	escrever	VMN0000	escrever
para	para	SPS00	para
ahi	aí	RG	aí
.	.	Fp	.
se	Se	CS	se
falar	falar	VMN0000	falar
a	à	SPS00+DA0FS0	a+o
comadre	comadre	NP00000	comadre
fossa	Fossa	NP00000	fossa
,	,	Fc	,
digalhe	diga-lhe	VMSP0S0+PP3CSD00	dizer+lhe
q	que	CS	que
ella	ela	PP3FS000	ele
he	é	VSIP3S0	ser
huma	uma	DI0FS0	um
engrata	ingrata	NCFS000	ingrato
em	em	SPS00	em
me	me	PP1CS000	me
não	não	RN	não
escrever	escrever	VMN0000	escrever
.	.	Fp	.
o	O	DA0MS0	o
o	o	DA0MS0	o
mesmo	mesmo	AQ0MS0	mesmo
quero	quero	VMIP1S0	querer
q	que	CS	que
diga	diga	VMSP0S0	dizer
os	aos	SPS00+DA0MP0	a+o
Moratas	Moratas	NP00000	moratas
e	e	CC	e
q	que	CS	que
lhe	lhe	PP3CSD00	lhe
dei	dei	VMIS1S0	dar
recado	recado	NCMS000	recado
e	e	CC	e
a	a	SPS00	a
seu	seu	DP3MS0	seu
mano	mano	NCMS000	mano
e	e	CC	e
mtos	muitos	DI0MP0	muito
de	de	SPS00	de
J	José	NP00000	josé
X	Xavier	NP00000	xavier
q	que	PR0CN000	que
esta	está	VMIP3S0	estar
mto	muito	RQ	muito
zangado	zangado	VMP00SM	zangar
com	com	SPS00	com
o	o	DA0MS0	o
emprego	emprego	NCMS000	emprego
pello	pelo	SPS00+DA0MS0	por+o
trabalho	trabalho	NCMS000	trabalho
a	a	SPS00	a
Ds	Deus	NP00000	deus
q	que	PR0CN000	que
não	não	RN	não
pode	pode	VMIP3S0	poder
mais	mais	RC	mais
.	.	Fp	.
a	A	DA0FS0	o
sua	sua	DP3FS0	seu
Mto	muito	RQ	muito
e	e	CC	e
mto	muito	RQ	muito
amiga	amiga	NCFS000	amigo
e	e	CC	e
obrigada	obrigada	VMP00SF	obrigar
,	,	Fc	,
T.	T.	NP00000	t
G.	G.	NP00000	g
T.	T.	NP00000	t
M.	M.	NP00000	m.
Lxa	Lxa	NP00000	lisboa
8	8	Z	8
de	de	SPS00	de
Junho	junho	NCMS000	junho
PS	PS	NCMS000	ps
mandem	Mandem	VMSP3P0	mandar
pila	pela	SPS00+DA0FS0	por+o
meia noite	meia-noite	NCFS000	meia-noite
sempre	sempre	RG	sempre
noticias	notícias	NCFP000	notícia
do	do	SPS00+DA0MS0	de+o
meu	meu	DP1MSS	meu
filho	filho	NCMS000	filho
.	.	Fp	.
