Illmo	Ilustríssimo	AQSMS0	ilustre
Amo	amigo	NCMS000	amigo
de	de	SPS00	de
Alguns	alguns	PI0MP000	algum
	,	Fc	,
de	de	SPS00	de
quem	quem	PR0CN000	quem
Va	Vossa	DP2FSP	vosso
Rma	Reverendíssima	AQSFS0	reverendo
se	se	P00CN000	se
pode	pode	VMIP3S0	poder
Informar	informar	VMN0000	informar
	.	Fp	.
isto	Isto	PD0NN000	isto
lhe	lhe	PP3CSD00	lhe
Advirto	advirto	VMIP1S0	advertir
para	para	SPS00	para
seu	seu	DP3MS0	seu
Governo	governo	NCMS000	governo
	.	Fp	.
asim	Assim	RG	assim
Va	Vossa	DP2FSP	vosso
Rma	Reverendíssima	AQSFS0	reverendo
fara	fará	VMIF3S0	fazer
o	o	DA0MS0	o
que	que	PR0CN000	que
bem	bem	RG	bem
sabe	sabe	VMIP3S0	saber
e	e	CC	e
lhe	lhe	PP3CSD00	lhe
parecer	parecer	VMN0000	parecer
	.	Fp	.
não	Não	RN	não
digo	digo	VMIP1S0	dizer
isto	isto	PD0NN000	isto
porque	porque	CS	porque
me	me	PP1CS000	me
deze	deseje	VMSP0S0	desejar
ver	ver	VMN0000	ver
Vimgado	vingado	VMP00SM	vingar
pois	pois	CS	pois
nada	nada	PI0NN00N	nada
me	me	PP1CS000	me
deve	deve	VMIP3S0	dever
	,	Fc	,
nem	nem	CC	nem
Dro	dinheiro	NCMS000	dinheiro
nem	nem	CC	nem
desfeita	desfeita	NCFS000	desfeita
	.	Fp	.
antes	Antes	RG	antes
mais	mais	RC	mais
	,	Fc	,
bem	bem	RG	bem
sempre	sempre	RG	sempre
me	me	PP1CS000	me
estimou	estimou	VMIS3S0	estimar
	,	Fc	,
porem	porém	RG	porém
como	como	CS	como
Eu	eu	PP1CSN00	eu
tenho	tenho	VMIP1S0	ter
Mta	muita	DI0FS0	muito
e	e	CC	e
Mta	muita	DI0FS0	muito
Abersão	aversão	NCFS000	aversão
a	a	SPS00	a
Ladroens	ladrões	NCMP000	ladrão
	,	Fc	,
Motivo	motivo	NCMS000	motivo
por	por	SPS00	por
que	que	PR0CN000	que
fis	fiz	VMIS1S0	fazer
esta	esta	PD0FS000	este
	.	Fp	.
e	E	CC	e
S	sou	VSIP1S0	ser
de	de	SPS00	de
Va	Vossa	DP2FSP	vosso
Rma	Reverendíssima	AQSFS0	reverendo
Amo	amigo	NCMS000	amigo
Verdo	verdadeiro	AQ0MS0	verdadeiro
	.	Fp	.
