Sr	Senhor	NP00000	senhor
vmce	VM	NP00000	VM
tambem	também	RG	também
a	a	DA0FS0	o
fizera	fizera	VMIM0S0	fazer
	.	Fp	.
e	E	CC	e
q	que	CS	que
hera	era	VSII0S0	ser
verde	verdade	NCFS000	verdade
D	Domingos	NP00000	domingos
A	Alves	NP00000	alves
G	Guedes	NP00000	guedes
o	o	DA0MS0	o
ter	ter	VMN0000	ter
recebido	recebido	VMP00SM	receber
o	o	DA0MS0	o
dinro	dinheiro	NCMS000	dinheiro
quaze	quase	RG	quase
todo	todo	RG	todo
naquele	naquele	SPS00+DD0MS0	em+aquele
ato	ato	NCMS000	ato
	.	Fp	.
e	E	CC	e
outro	outro	DI0MS0	outro
o	o	DA0MS0	o
tinha	tinha	VAII0S0	ter
ja	já	RG	já
recebido	recebido	VMP00SM	receber
e	e	CC	e
q	que	CS	que
com	com	SPS00	com
as	as	DA0FP0	o
ttas	testemunhas	NCFP000	testemunha
F	Félix	NP00000	félix
B	Bernardo	NP00000	bernardo
F	França	NP00000	frança
e	e	CC	e
o	o	DA0MS0	o
tal	tal	DD0CS0	tal
costa	Costa	NP00000	costa
moso	moço	NCMS000	moço
do	do	SPS00+DA0MS0	de+o
F	Félix	NP00000	félix
B	Bernardo	NP00000	bernardo
F	França	NP00000	frança
q	que	CS	que
ali	ali	RG	ali
se	se	P00CN000	se
achãorão	acharão	VMIF3P0	achar
(	.	Fp	.
asim	Assim	RG	assim
como	como	CS	como
por	por	SPS00	por
varias	várias	DI0FP0	vários
vezes	vezes	NCFP000	vez
eu	eu	PP1CSN00	eu
lhe	lhe	PP3CSD00	lhe
emprestava	emprestava	VMII0S0	emprestar
dinro	dinheiro	NCMS000	dinheiro
e	e	CC	e
toda	toda	DI0FS0	todo
a	a	DA0FS0	o
gente	gente	NCFS000	gente
q	que	CS	que
por	por	SPS00	por
ali	ali	RG	ali
estava	estava	VMII0S0	estar
o	o	DA0MS0	o
sabia	sabia	VMII0S0	saber
;	.	Fp	.
e	E	CC	e
se	se	CS	se
diserem	disserem	VMSF3P0	dizer
a	a	DA0FS0	o
rezão	razão	NCFS000	razão
por	por	SPS00	por
q	que	CS	que
não	não	RN	não
foi	foi	VSIS3S0	ser
asente	assente	VMP00SM	assentar
no	no	SPS00+DA0MS0	em+o
livro	livro	NCMS000	livro
esta	esta	DD0FS0	este
obrigacão	obrigação	NCFS000	obrigação
dos	dos	SPS00+DA0MP0	de+o
8:500$	8:500$	Z	8:500$
foi	foi	VMIS3S0	ir
porq	porque	CS	porque
ele	ele	PP3MS000	ele
lho	lho	PP3CSD00+PP3MSA00	lhe+o
não	não	RN	não
dise	disse	VMIS3S0	dizer
o	o	DA0MS0	o
fizese	fizesse	VMSI0S0	fazer
	.	Fp	.
e	E	CC	e
como	como	SPS00	como
o	o	DA0MS0	o
livro	livro	NCMS000	livro
	,	Fc	,
vmce	VM	NP00000	VM
o	o	DA0MS0	o
não	não	RN	não
tinha	tinha	VMII0S0	ter
ali	ali	RG	ali
mas	mas	CC	mais
sim	sim	RG	sim
o	o	PP3MSA00	o
tinha	tinha	VAII0S0	ter
deixado	deixado	VMP00SM	deixar
em	em	SPS00	em
pasages	passagens	NCFP000	passagem
pa	para	SPS00	para
onde	onde	PA000000	onde
o	o	PP3MSA00	o
tinha	tinha	VAII0S0	ter
levado	levado	VMP00SM	levar
antes	antes	RG	antes
2	2	Z	2
dias	dias	NCMP000	dia
,	,	Fc	,
e	e	CC	e
dipois	depois	RG	depois
se	se	CS	se
lhe	lhe	PP3CSD00	lhe
pasou	passou	VMIS3S0	passar
,	,	Fc	,
foi	foi	VMIS3S0	ir
a	a	DA0FS0	o
Rezão	razão	NCFS000	razão
de	de	SPS00	de
não	não	RN	não
asentar	assentar	VMN0000	assentar
	,	Fc	,
Bem	bem	RG	bem
como	como	CS	como
em	em	SPS00	em
palencia	Palência	NP00000	Palência
	.	Fp	.
se	Se	CS	se
lhe	lhe	PP3CSD00	lhe
preguntarem	perguntarem	VMSF3P0	perguntar
qto	quanto	CS	quanto
dinro	dinheiro	NCMS000	dinheiro
pedi	pedi	VMIS1S0	pedir
em	em	SPS00	em
palencia	Palência	NP00000	Palência
	:	Fp	:
3.200$	3.200$	Z	3.200$
	.	Fp	.
pa	Para	SPS00	para
onde	onde	PA000000	onde
foi	foi	VSIS3S0	ser
condozido	conduzido	VMP00SM	conduzir
	:	Fp	:
pa	para	SPS00	para
a	a	DA0FS0	o
estalaje	estalagem	NCFS000	estalagem
aonde	onde	PA000000	onde
vmce	VM	NP00000	VM
estava	estava	VMII0S0	estar
e	e	CC	e
eu	eu	PP1CSN00	eu
e	e	CC	e
D	Domingos	NP00000	domingos
A	Alves	NP00000	alves
G	Guedes	NP00000	guedes
	,	Fc	,
por	por	SPS00	por
qm	quem	PR0CN000	quem
foi	foi	VMIS3S0	ir
o	o	DA0MS0	o
do	dito	VMP00SM	dizer
dinro	dinheiro	NCMS000	dinheiro
condozido	conduzido	VMP00SM	conduzir
quaze	quási	RG	quási
todo	todo	RG	todo
em	em	SPS00	em
ouro	ouro	NCMS000	ouro
e	e	CC	e
o	o	DA0MS0	o
levavão	levavão	NCMS000	levavão
em	em	SPS00	em
hum	um	DI0MS0	um
lenço	lenço	NCMS000	lenço
	.	Fp	.
e	E	CC	e
dele	dele	SPS00+PP3MS000	de+ele
logo	logo	RG	logo
D	Domingos	NP00000	domingos
A	Alves	NP00000	alves
G	Guedes	NP00000	guedes
tirou	tirou	VMIS3S0	tirar
pa	para	SPS00	para
a	a	SPS00	a
hum	um	DI0MS0	um
almocreve	almocreve	NCMS000	almocreve
ou	ou	CC	ou
almocreves	almocreves	NCMP000	almocreve
6070.800	6070.800	Z	6070.800
q	q	X	X
foi	foi	VMIS3S0	ir
a	a	DA0FS0	o
conta	conta	NCFS000	conta
foi	foi	VMIS3S0	ir
a	a	DA0FS0	o
conta	conta	NCFS000	conta
q	q	X	X
seo	seo	NCMS000	seo
e	e	CC	e
lho	lho	PP3CSD00+PP3MSA00	lhe+o
mandou	mandou	VMIS3S0	mandar
logo	logo	RG	logo
asentar	assentar	VMN0000	assentar
no	no	SPS00+DA0MS0	em+o
livro	livro	NCMS000	livro
	,	Fc	,
o	o	DA0MS0	o
q	que	PR0CN000	que
vmce	VM	NP00000	VM
fes	fez	VMIS3S0	fazer
estando	estando	VMG0000	estar
na	na	SPS00+DA0FS0	em+o
compa	companhia	NCFS000	companhia
o	o	DA0MS0	o
meo	meu	DP1MSS	meu
moso	moço	NCMS000	moço
Manhouse	Manhouse	NP00000	Manhouse
soldado	soldado	NCMS000	soldado
e	e	CC	e
outro	outro	DI0MS0	outro
meo	meu	DP1MSS	meu
moso	moço	NCMS000	moço
	,	Fc	,
por	por	SPS00	por
andarem	andarem	VMN03P0	andar
arranjar	arranjar	VMN0000	arranjar
aRomo	arrumo	NCMS000	arrumo
e	e	CC	e
ser	ser	VSN0000	ser
nesesario	necessário	AQ0MS0	necessário
estarem	estarem	VMN03P0	estar
ali	ali	RG	ali
	.	Fp	.
por	Por	SPS00	por
esa	essa	DD0FS0	esse
rezão	razão	NCFS000	razão
virão	viram	VMIS3P0	ver
	.	Fp	.
e	E	CC	e
nese	nesse	SPS00+DD0MS0	em+esse
dia	dia	NCMS000	dia
mmo	mesmo	RG	mesmo
tratou	tratou	VMIS3S0	tratar
com	com	SPS00	com
vmce	VM	NP00000	VM
D	Domingos	NP00000	domingos
A	Alves	NP00000	alves
G	Guedes	NP00000	guedes
de	de	SPS00	de
vmce	VM	NP00000	VM
tornar	tornar	VMN0000	tornar
pa	para	SPS00	para
tras	trás	SPS00	trás
o	o	DA0MS0	o
outro	outro	DI0MS0	outro
dia	dia	NCMS000	dia
	.	Fp	.
e	E	CC	e
como	como	SPS00	como
vmce	VM	NP00000	VM
não	não	RN	não
quis	quis	VMIS3S0	querer
	,	Fc	,
naquele	naquele	SPS00+DD0MS0	em+aquele
instante	instante	NCMS000	instante
o	o	PP3MSA00	o
espedio	despediu	VMIS3S0	despedir
	,	Fc	,
q	que	CS	que
nesa	nessa	SPS00+DD0FS0	em+esse
noute	noite	NCFS000	noite
vmce	VM	NP00000	VM
ciou	ceou	VMIS3S0	cear
a	à	SPS00+DA0FS0	a+o
sua	sua	DP3FS0	seu
custa	custa	NCFS000	custa
	.	Fp	.
e	E	CC	e
o	o	DA0MS0	o
outro	outro	DI0MS0	outro
dia	dia	NCMS000	dia
se	se	CS	se
aprontou	aprontou	VMIS3S0	aprontar
D	Domingos	NP00000	domingos
A	Alves	NP00000	alves
G	Guedes	NP00000	guedes
pa	para	SPS00	para
tornar	tornar	VMN0000	tornar
pa	para	SPS00	para
tras	trás	RG	trás
	.	Fp	.
e	E	CC	e
vio	viu	VMIS3S0	ver
vmce	VM	NP00000	VM
ele	ele	PP3MS000	ele
dizer	dizer	VMN0000	dizer
qto	quanto	CS	quanto
dinro	dinheiro	NCMS000	dinheiro
lhe	lhe	PP3CSD00	lhe
eu	eu	PP1CSN00	eu
dava	dava	VMII0S0	dar
daquele	daquele	SPS00+DD0MS0	de+aquele
q	que	CS	que
se	se	P00CN000	se
tinha	tinha	VAII0S0	ter
recebido	recebido	VMP00SM	receber
ali	ali	RG	ali
	.	Fp	.
o	Ao	SPS00+DA0MS0	a+o
q	que	PR0CN000	que
eu	eu	PP1CSN00	eu
lhe	lhe	PP3CSD00	lhe
respondi	respondi	VMIS1S0	responder
qto	quanto	CS	quanto
queria	queria	VMII0S0	querer
ele	ele	PP3MS000	ele
	.	Fp	.
e	E	CC	e
ele	ele	PP3MS000	ele
respondeo	respondeu	VMIS3S0	responder
q	que	CS	que
bem	bem	RG	bem
percizava	precisava	VMII0S0	precisar
dele	dele	SPS00+PP3MS000	de+ele
todo	todo	RG	todo
	.	Fp	.
amais	Mais	CC	mais
q	que	CS	que
não	não	RN	não
hera	era	VMIP3S0	era
nada	nada	PI0NN00N	nada
	.	Fp	.
e	E	CC	e
q	que	CS	que
negocio	negócio	NCMS000	negócio
sem	sem	SPS00	sem
dinro	dinheiro	NCMS000	dinheiro
q	que	PR0CN000	que
se	se	P00CN000	se
não	não	RN	não
fazião	faziam	VMII3P0	fazer
	.	Fp	.
e	E	CC	e
eu	eu	PP1CSN00	eu
q	que	CS	que
lhe	lhe	PP3CSD00	lhe
respondera	respondera	VMIM0S0	responder
pois	pois	CS	pois
q	que	CS	que
o	o	PP3MSA00	o
levase	levasse	VMSI0S0	levar
todo	todo	RG	todo
	,	Fc	,
o	o	DA0MS0	o
q	que	PR0CN000	que
ele	ele	PP3MS000	ele
fes	fez	VMIS3S0	fazer
dipois	depois	RG	depois
de	de	SPS00	de
todos	todos	DI0MP0	todo
ali	ali	RG	ali
jontarem	juntarem	SPS00	juntarem
tudo	tudo	PI0NN000	tudo
na	na	SPS00+DA0FS0	em+o
sua	sua	DP3FS0	seu
prezensa	presença	NCFS000	presença
e	e	CC	e
se	se	CS	se
foi	foi	VMIS3S0	ir
embora	embora	RG	embora
pa	para	SPS00	para
tras	trás	RG	trás
	,	Fc	,
amais	mais	CC	mais
o	o	DA0MS0	o
Irmão	irmão	NCMS000	irmão
	,	Fc	,
com	com	SPS00	com
aquele	aquele	DD0MS0	aquele
mmo	mesmo	AQ0MS0	mesmo
dinro	dinheiro	NCMS000	dinheiro
	,	Fc	,
mo	mesmo	RG	mesmo
q	que	CS	que
fes	fes	SPS00	fes
o	o	DA0MS0	o
qual	qual	PR0CN000	qual
seo	seo	VMIP1S0	sear
nimguem	ninguém	PI0NN00N	ninguém
lhe	lhe	PP3CSD00	lhe
falou	falou	VMIS3S0	falar
pa	para	SPS00	para
asente	asente	RG	asente
o	o	DA0MS0	o
asentar	assentar	VMN0000	assentar
	,	Fc	,
e	e	CC	e
nem	nem	CC	nem
ali	ali	RG	ali
foi	foi	VSIS3S0	ser
asente	assente	VMP00SM	assentar
	.	Fp	.
eix	Eis	RG	eis
aqui	aqui	RG	aqui
como	como	CS	como
deve	deve	VMIP3S0	dever
ser	ser	VSN0000	ser
o	o	DA0MS0	o
do	dito	NCMS000	o
sendolhe	sendo-lhe	VSG0000+PP3CSD00	ser+lhe
proguntado	perguntado	VMP00SM	perguntar
	,	Fc	,
bem	bem	RG	bem
como	como	SPS00	como
escrever	escrever	VMN0000	escrever
a	a	DA0FS0	o
carta	carta	NCFS000	carta
pelo	pelo	SPS00+DA0MS0	por+o
mmo	mesmo	AQ0MS0	mesmo
modo	modo	NCMS000	modo
da	da	SPS00+DA0FS0	de+o
emcluza	inclusa	AQ0FS0	incluso
	.	Fp	.
Ora	Ora	RG	ora
vmce	VM	NP00000	VM
disme	diz-me	VMIP3S0+PP1CS000	dizer+me
q	que	CS	que
não	não	RN	não
quer	quer	VMIP3S0	querer
ficar	ficar	VMN0000	ficar
mal	mal	NCMS000	mal
	.	Fp	.
e	E	CC	e
a	a	SPS00	a
Respto	respeito	NCMS000	respeito
da	da	SPS00+DA0FS0	de+o
carta	carta	NCFS000	carta
q	que	PR0CN000	que
lhe	lhe	PP3CSD00	lhe
escreverão	escreveram	VMIS3P0	escrever
	,	Fc	,
nunca	nunca	RN	nunca
seria	seria	VSIC0S0	ser
de	de	SPS00	de
corratedo	corratedo	NCMS000	corratedo
de	de	SPS00	de
sacreficar	sacrificar	VMN0000	sacrificar
amo	amigo	NCMS000	amigo
ninhum	nenhum	DI0MS0	nenhum
meo	meu	DP1MSS	meu
ainda	ainda	RG	ainda
q	que	CS	que
eu	eu	PP1CSN00	eu
me	me	PP1CS000	me
lembrase	lembrasse	VMSI0S0	lembrar
q	que	CS	que
perdia	perdia	VMIS3S0	perder
tudo	tudo	PI0NN000	tudo
qto	quanto	PR0CN000	quanto
ha	há	VMIP3S0	haver
no	no	SPS00+DA0MS0	em+o
mundo	mundo	NCMS000	mundo
	,	Fc	,
porq	porque	CS	porque
hum	um	DI0MS0	um
Ao	amigo	NCMS000	amigo
q	que	PR0CN000	que
he	é	VSIP3S0	ser
amo	amigo	NCMS000	amigo
ate	até	SPS00	até
sacrifica	sacrifica	NCFS000	sacrifica
a	a	SPS00	a
propia	própria	AQ0FS0	próprio
vida	vida	NCFS000	vida
	,	Fc	,
q	que	CS	que
asim	assim	RG	assim
farei	farei	VMIF1S0	fazer
eu	eu	PP1CSN00	eu
	.	Fp	.
e	E	CC	e
nesta	nesta	SPS00+DD0FS0	em+este
parte	parte	NCFS000	parte
vmce	VM	NP00000	VM
nunca	nunca	RN	nunca
tera	terá	VMIF3S0	ter
emcomodo	incómodo	NCMS000	incómodo
algum	algum	DI0MS0	algum
q	que	PR0CN000	que
eu	eu	PP1CSN00	eu
lhe	lhe	PP3CSD00	lhe
cauze	cause	VMSP0S0	causar
	.	Fp	.
sim	Sim	RG	sim
	,	Fc	,
se	se	CS	se
peso	peço	VMIP1S0	pedir
e	e	CC	e
uzo	uso	NCMS000	uso
de	de	SPS00	de
alguns	alguns	DI0MP0	algum
startajemas	estratagemas	NCMP000	estratagema
pa	para	SPS00	para
salvar	salvar	VMN0000	salvar
alguma	alguma	DI0FS0	algum
couza	coisa	NCFS000	coisa
	,	Fc	,
he	é	VSIP3S0	ser
ja	já	RG	já
no	no	SPS00+DA0MS0	em+o
triste	triste	AQ0CS0	triste
remedio	remédio	NCMS000	remédio
q	que	CS	que
não	não	RN	não
obstante	obstante	RG	obstante
o	o	PP3MSA00	o
não	não	RN	não
me	me	PP1CS000	me
pagar	pagar	VMN0000	pagar
o	o	DA0MS0	o
pouco	pouco	NCMS000	pouco
q	que	PR0CN000	que
qr	quer	VMIP3S0	querer
comfesar	confessar	VMN0000	confessar
	,	Fc	,
obrigado	obrigado	VMP00SM	obrigar
de	de	SPS00	de
mtas	muitas	DI0FP0	muito
instancias	instâncias	NCFP000	instância
	,	Fc	,
dipois	depois	RG	depois
de	de	SPS00	de
me	me	PP1CS000	me
fazer	fazer	VMN0000	fazer
trinta	trinta	Z	trinta
mil	mil	Z	mil
ladroeiras	ladroeiras	NCFP000	ladroeira
	,	Fc	,
me	me	PP1CS000	me
fas	faz	VMIP3S0	fazer
aqui	aqui	RG	aqui
estar	estar	VMN0000	estar
a	a	SPS00	a
gastar	gastar	VMN0000	gastar
tudo	tudo	PI0NN000	tudo
qto	quanto	PR0CN000	quanto
eu	eu	PP1CSN00	eu
tinha	tinha	VMII0S0	ter
sem	sem	SPS00	sem
ser	ser	NCMS000	ser
dele	dele	SPS00+PP3MS000	de+ele
	,	Fc	,
como	como	CS	como
vmce	VM	NP00000	VM
conhese	conhece	VMIP3S0	conhecer
pelas	pelas	SPS00+DA0FP0	por+o
suas	suas	DP3FP0	seu
contas	contas	NCFP000	conta
q	que	PR0CN000	que
com	com	SPS00	com
vose	você	PP3CS000	você
trata	trata	VMIP3S0	tratar
	.	Fp	.
e	E	CC	e
tem	tem	VMIP3S0	ter
astucia	astúcia	SPS00	astúcia
este	este	DD0MS0	este
ladrão	ladrão	NCMS000	ladrão
de	de	SPS00	de
fulminar	fulminar	VMN0000	fulminar
o	o	DA0MS0	o
aver	haver	VMN0000	haver
hum	um	DI0MS0	um
juis	juiz	NCMS000	juiz
pa	para	SPS00	para
nos	nos	PP1CP000	nos
compormos	compormos	VMII1P0	compor
	.	Fp	.
e	E	CC	e
fas	faz	VMIP3S0	fazer
huma	uma	DI0FS0	um
conta	conta	NCFS000	conta
de	de	SPS00	de
15:000$000	15:000$000	Z	15:000$000
de	de	SPS00	de
perjoizos	prejuízos	NCMP000	prejuízo
e	e	CC	e
carregame	carrega-me	CC	e
metade	metade	NCFS000	metade
	.	Fp	.
isto	Isto	PD0NN000	isto
se	se	P00CN000	se
tratou	tratou	VMIS3S0	tratar
no	no	SPS00+DA0MS0	em+o
dia	dia	NCMS000	dia
de	de	SPS00	de
hontem	ontem	RG	ontem
e	e	CC	e
o	o	DA0MS0	o
juis	juiz	NCMS000	juiz
asim	assim	RG	assim
lho	lho	PP3CSD00+PP3MSA00	lhe+o
confirmou	confirmou	VMIS3S0	confirmar
	.	Fp	.
e	E	CC	e
eu	eu	PP1CSN00	eu
não	não	RN	não
tive	tive	VMIS1S0	ter
remedio	remédio	NCMS000	remédio
senão	senão	CC	senão
agoantar	aguentar	VMN0000	aguentar
;	.	Fp	.
veja	Veja	VMSP0S0	ver
vmce	VM	NP00000	VM
	,	Fc	,
junto	junto	RG	junto
com	com	SPS00	com
o	o	DA0MS0	o
q	que	PR0CN000	que
eu	eu	PP1CSN00	eu
aqui	aqui	RG	aqui
tenho	tenho	VMIP1S0	ter
gastado	gastado	VMP00SM	gastar
	,	Fc	,
como	como	CS	como
fico	fico	VMIP1S0	ficar
	,	Fc	,
veja	veja	VMSP0S0	ver
	!	Fp	!
veja	Veja	VMSP0S0	ver
q	que	CS	que
negociação	negociação	NCFS000	negociação
foi	foi	VMIS3S0	ir
a	a	SPS00	a
ma	minha	DP1FSS	meu
com	com	SPS00	com
este	este	DD0MS0	este
ladrão	ladrão	NCMS000	ladrão
	!	Fp	!
com	Com	SPS00	com
q	que	CS	que
hontem	ontem	RG	ontem
mmo	mesmo	RG	mesmo
se	se	CS	se
tratou	tratou	VMIS3S0	tratar
das	das	SPS00+DA0FP0	de+o
obrigaçõins	obrigações	NCFP000	obrigação
	.	Fp	.
so	Só	RG	só
falar	falar	VMN0000	falar
o	o	DA0MS0	o
q	que	PR0CN000	que
fica	fica	VMIP3S0	ficar
pa	para	SPS00	para
avirgoar	averiguar	VMN0000	averiguar
6a fra	sexta-feira	NCFS000	sexta-feira
e	e	CC	e
jolgar	julgar	VMN0000	julgar
as	as	DA0FP0	o
contas	contas	NCFP000	conta
por	por	SPS00	por
sentensa	sentença	NCFS000	sentença
	.	Fp	.
mas	Mas	CC	mas
ele	ele	PP3MS000	ele
ja	já	RG	já
tras	traz	VMIP3S0	trazer
em	em	SPS00	em
joizo	juízo	NCMS000	juízo
a	a	DA0FS0	o
izocoção	execução	NCFS000	execução
do	do	SPS00+DA0MS0	de+o
costodio	Custódio	NP00000	custódio
Je	José	NP00000	josé
Martins	Martins	NP00000	martins
e	e	CC	e
comfesoulhe	confessou-lhe	CC	e
logo	logo	RG	logo
tudo	tudo	PI0NN000	tudo
tudo	tudo	X	X
a	a	SPS00	a
fim	fim	NCMS000	fim
de	de	SPS00	de
me	me	PP1CS000	me
vir	vir	VMN0000	vir
atrapalhar	atrapalhar	VMN0000	atrapalhar
ainda	ainda	RG	ainda
o	o	DA0MS0	o
Resto	resto	NCMS000	resto
q	que	PR0CN000	que
me	me	PP1CS000	me
ficar	ficar	VMN0000	ficar
a	a	SPS00	a
dever	dever	NCMS000	dever
	.	Fp	.
isto	Isto	PD0NN000	isto
he	é	VSIP3S0	ser
não	não	RN	não
estrara	estrara	RN	não
em	em	SPS00	em
perferencia	preferência	NCFS000	preferência
	,	Fc	,
q	que	PR0CN000	que
he	é	VSIP3S0	ser
no	no	SPS00+DA0MS0	em+o
q	que	PR0CN000	que
estão	estão	VMIP3P0	estar
emganados	enganados	VMP00PM	enganar
porq	porque	CS	porque
as	as	DA0FP0	o
dividas	dívidas	NCFP000	dívida
questionadas	questionadas	NCFP000	questionada
em	em	SPS00	em
joizo	juízo	NCMS000	juízo
valem	valem	VMIP3P0	valer
e	e	CC	e
tem	tem	VMIP3S0	ter
perferencia	preferência	NCFS000	preferência
e	e	CC	e
as	as	DA0FP0	o
costionadas	questionadas	NCFP000	questionada
	,	Fc	,
não	não	RN	não
	.	Fp	.
com	Com	SPS00	com
q	que	CS	que
	,	Fc	,
meu	meu	DP1MSS	meu
Ao	amigo	NCMS000	amigo
	,	Fc	,
estes	estes	PD0MP000	este
são	são	VSIP3P0	ser
os	os	DA0MP0	o
tros	trabalhos	NCMP000	trabalho
qus	que	PR0CN000	que
me	me	PP1CS000	me
obrigão	obrigam	VMIP3P0	obrigar
a	a	SPS00	a
uzar	usar	VMN0000	usar
de	de	SPS00	de
tudo	tudo	PI0NN000	tudo
a	a	SPS00	a
ver	ver	VMN0000	ver
se	se	CS	se
ivito	evito	VMIP1S0	evitar
alguma	alguma	DI0FS0	algum
cousa	coisa	NCFS000	coisa
	,	Fc	,
alias	aliás	RG	aliás
não	não	RN	não
pedia	pedia	VMII0S0	pedir
a	a	SPS00	a
nimguem	ninguém	PI0NN00N	ninguém
sacrifio	sacrifício	NCMS000	sacrifício
algum	algum	DI0MS0	algum
	.	Fp	.
mas	Mas	CC	mas
este	este	PD0MS000	este
q	que	CS	que
peso	peço	VMIP1S0	pedir
não	não	RN	não
he	é	VSIP3S0	ser
pa	para	SPS00	para
nimguem	ninguém	PI0NN00N	ninguém
pensar	pensar	VMN0000	pensar
q	que	CS	que
por	por	SPS00	por
minha	minha	DP1FSS	meu
via	via	NCFS000	via
fica	fica	VMIP3S0	ficar
mal	mal	RG	mal
	,	Fc	,
e	e	CC	e
por	por	SPS00	por
iso	isso	PD0NN000	isso
espero	espero	VMIP1S0	esperar
me	me	PP1CS000	me
remeta	remeta	VMSP0S0	remeter
a	a	DA0FS0	o
carta	carta	NCFS000	carta
como	como	SPS00	como
a	a	DA0FS0	o
emcluza	inclusa	AQ0FS0	incluso
pa	para	SPS00	para
ca	cá	RG	cá
mostrar	mostrar	VMN0000	mostrar
o	ao	SPS00+DA0MS0	a+o
do	dito	VMP00SM	dizer
menistro	ministro	NCMS000	ministro
	.	Fp	.
e	E	CC	e
se	se	CS	se
pegar	pegar	VMN0000	pegar
	,	Fc	,
pegou	pegou	VMIS3S0	pegar
	.	Fp	.
senão	Senão	CC	senão
	,	Fc	,
