Illmo	Ilustríssimo	AQSMS0	ilustre
maledicente	maledicente	AQ0CS0	maledicente
linguagem	linguagem	NCFS000	linguagem
as	as	SPS00+DA0FS0	a+o
authorides	autoridades	NCFP000	autoridade
constituidas	constituídas	VMP00PF	constituir
no	no	SPS00+DA0MS0	em+o
menisterio	ministério	NCMS000	ministério
;	,	Fc	,
acrescendo	acrescendo	VMG0000	acrescer
a	a	SPS00	a
tudo	tudo	PI0NN000	tudo
isto	isto	PD0NN000	isto
o	o	DA0MS0	o
ser	ser	VSN0000	ser
hum	um	DI0MS0	um
perfeito	perfeito	AQ0MS0	perfeito
vadio	vadio	NCMS000	vadio
sem	sem	SPS00	sem
emprego	emprego	NCMS000	emprego
ou	ou	CC	ou
ocupação	ocupação	NCFS000	ocupação
alguma	alguma	DI0FS0	algum
,	,	Fc	,
tendo	tendo	VMG0000	ter
apenas	apenas	RG	apenas
o	o	DA0MS0	o
de	de	SPS00	de
Alcoviteiro	alcoviteiro	NCMS000	alcoviteiro
de	de	SPS00	de
sua	sua	DP3FS0	seu
propria	própria	AQ0FS0	próprio
fama	fama	NCFS000	fama
com	com	SPS00	com
offensa	ofensa	NCFS000	ofensa
e	e	CC	e
ludibrio	ludibrio	NCMS000	ludibrio
da	da	SPS00+DA0FS0	de+o
mma	mesma	AQ0FS0	mesmo
sociede	sociedade	NCFS000	sociedade
.	.	Fp	.
Este	Este	DD0MS0	este
monstro	monstro	NCMS000	monstro
de	de	SPS00	de
crimes	crimes	NCMP000	crime
horrorosos	horrorosos	AQ0MP0	horroroso
deve	deve	VMIP3S0	dever
,	,	Fc	,
qto	quanto	PA000000	quanto
antes	antes	RG	antes
,	,	Fc	,
ser	ser	VSN0000	ser
banido	banido	VMP00SM	banir
,	.	Fp	.
aliás	Aliás	RG	aliás
será	será	VSIF3S0	ser
victima	vítima	NCFS000	vítima
desgraçada	desgraçada	AQ0FS0	desgraçado
ás	às	SPS00+DA0FP0	a+o
mãons	mãos	NCFP000	mão
daquelles	daqueles	SPS00+PD0MP000	de+aquele
q	que	PR0CN000	que
prezão	prezam	VMIP3P0	prezar
a	a	DA0FS0	o
virtude	virtude	NCFS000	virtude
e	e	CC	e
odeião	odeiam	VMIP3P0	odiar
a	a	DA0FS0	o
prevaricação	prevaricação	NCFS000	prevaricação
dos	dos	SPS00+DA0MP0	de+o
malvados	malvados	NCMP000	malvado
.	.	Fp	.
Deos	Deus	NP00000	deus
guarde	guarde	VMSP0S0	guardar
a	a	DA0FS0	o
VSa	VSa	NP00000	VSa
como	como	PA000000	como
lho	lho	PP3CSD00+PP3MSA00	lhe+o
dezeja	deseja	VMIP3S0	desejar
.	.	Fp	.
Hum	Um	DI0MS0	um
Anonimo	anónimo	NCMS000	anónimo
,	,	Fc	,
Lxa	Lxa	NP00000	lisboa
.	,	Fc	,
20	20	Z	20
de	de	SPS00	de
Junho	junho	NCMS000	junho
de	de	SPS00	de
1823	1823	Z	1823
