Illmo	Ilustríssimo	AQSMS0	ilustre
desesperação	desesperação	NCFS000	desesperação
que	que	CS	que
teve	teve	VMIS3S0	ter
quando	quando	CS	quando
ElRei	El-Rei	NP00000	el-rei
entrou	entrou	VMIS3S0	entrar
em	em	SPS00	em
Triumpho	triunfo	NCMS000	triunfo
nesta	nesta	SPS00+DD0FS0	em+este
Capital	capital	NCFS000	capital
no	no	SPS00+DA0MS0	em+o
memoravel	memorável	AQ0CS0	memorável
dia	dia	NCMS000	dia
5	5	Z	5
de	de	SPS00	de
Junho	junho	NCMS000	junho
do	do	SPS00+DA0MS0	de+o
corrente	corrente	AQ0CS0	corrente
anno	ano	NCMS000	ano
,	,	Fc	,
que	que	CS	que
	,	Fc	,
chigando	chegando	VMG0000	chegar
hum	um	DI0MS0	um
Sugto	sujeito	NCMS000	sujeito
á	à	SPS00+DA0FS0	a+o
da	da	SPS00+DA0FS0	a+o
Loja	loja	NCFS000	loja
contando	contando	VMG0000	contar
a	a	DA0FS0	o
maneira	maneira	NCFS000	maneira
como	como	CS	como
tinha	tinha	VAII0S0	ter
sido	sido	VSP0000	ser
Aclamado	aclamado	VMP00SM	aclamar
e	e	CC	e
conduzido	conduzido	VMP00SM	conduzir
em	em	SPS00	em
Triumpho	triunfo	NCMS000	triunfo
;	,	Fc	,
Respondeo	respondeu	VMIS3S0	responder
logo	logo	RG	logo
este	este	DD0MS0	este
mal intencionado	mal-intencionado	NCMS000	mal-intencionado
	:	Fd	:
	&quot;	Fe	&quot;
sim	Sim	RG	sim
	.	Fp	.
os	Os	DA0MP0	o
que	que	PR0CN000	que
puxarão	puxaram	VMIS3P0	puxar
ao	ao	SPS00+DA0MS0	a+o
carro	carro	NCMS000	carro
Tri-umphante	triunfante	AQ0CS0	triunfante
erão	eram	VSII3P0	ser
humas	umas	DI0FP0	um
Bestas	bestas	NCFP000	besta
e	e	CC	e
	,	Fc	,
por	por	SPS00	por
isso	isso	PD0NN000	isso
	,	Fc	,
quizerão	quiseram	VMIS3P0	querer
fazer	fazer	VMN0000	fazer
o	o	DA0MS0	o
seu	seu	DP3MS0	seu
offisio	ofício	NCMS000	ofício
	.	Fp	.
	&quot;	Fe	&quot;
a	A	SPS00	a
isto	isto	PD0NN000	isto
logo	logo	RG	logo
se	se	P00CN000	se
puzerão	puseram	VMIS3P0	pôr
a	a	SPS00	a
rrir	rir	VMN0000	rir
e	e	CC	e
Louvar	louvar	VMN0000	louvar
munto	muito	RQ	muito
esta	esta	DD0FS0	este
orrenda	horrenda	AQ0FS0	horrendo
acção	ação	NCFS000	ação
hum	um	DI0MS0	um
Domingos	Domingos	NP00000	domingos
,	,	Fc	,
colxoairo	colchoeiro	NCMS000	colchoeiro
,	,	Fc	,
tambem	também	RG	também
dos	dos	SPS00+DA0MP0	de+o
taes	tais	DD0CP0	tal
que	que	PR0CN000	que
tem	tem	VMIP3S0	ter
Loja	loja	NCFS000	loja
defronte	defronte	RG	defronte
	,	Fc	,
e	e	CC	e
hum	um	DI0MS0	um
Miguel	Miguel	NP00000	miguel
,	,	Fc	,
Serralheiro	serralheiro	NCMS000	serralheiro
,	,	Fc	,
e	e	CC	e
Seu	seu	DP3MS0	seu
Vezinho	vizinho	NCMS000	vizinho
Joze	José	NP00000	josé
Baptista	Batista	NP00000	batista
,	.	Fp	.
q	Que	CS	que
estes	estes	PD0MP000	este
devem	devem	VMIP3P0	dever
ser	ser	VSN0000	ser
punidos	punidos	VMP00PM	punidos
e	e	CC	e
castigados	castigados	VMP00PM	castigar
com	com	SPS00	com
o	o	DA0MS0	o
Rigor	rigor	NCMS000	rigor
das	das	SPS00+DA0FP0	de+o
Leis	leis	NCFP000	lei
,	,	Fc	,
pois	pois	CS	pois
já	já	RG	já
assim	assim	RG	assim
se	se	P00CN000	se
ivitará	evitará	VMIF3S0	evitar
tantos	tantos	DI0MP0	tanto
escandalos	escândalos	NCMP000	escândalo
e	e	CC	e
máos	maus	AQ0MP0	mau
exemplos	exemplos	NCMP000	exemplo
que	que	PR0MS000	que
estes	estes	DD0MP0	este
amutinadores	amotinadores	NCMP000	amotinador
e	e	CC	e
porturbadores	perturbadores	NCMP000	perturbador
do	do	SPS00+DA0MS0	de+o
Socego	sossego	NCMS000	sossego
publico	público	AQ0MS0	público
estão	estão	VMIP3P0	estar
dando	dando	VMG0000	dar
	,	Fc	,
pondo	pondo	VMG0000	pôr
as	as	DA0FP0	o
couzas	coisas	NCFP000	coisa
em	em	SPS00	em
pior	pior	RC	pior
estado	estado	NCMS000	estado
e	e	CC	e
querendo	querendo	VMG0000	querer
per-suadir	persuadir	VMN0000	persuadir
aos	aos	SPS00+DA0MP0	a+o
mais	mais	RC	mais
que	que	CS	que
a	a	DA0FS0	o
Constituição	constituição	NCFS000	constituição
era	era	VSSI0S0	ser
boa	boa	AQ0FS0	bom
:	.	Fp	.
VSa	VSa	NP00000	VSa
fará	fará	VMIF3S0	fazer
Justiça	justiça	NCFS000	justiça
e	e	CC	e
dará	dará	VMIF3S0	dar
as	as	DA0FP0	o
providencias	providências	NCFP000	providência
necessarias	necessárias	AQ0FP0	necessário
,	,	Fc	,
e	e	CC	e
como	como	CS	como
o	o	DA0MS0	o
cazo	caso	NCMS000	caso
exige	exige	VMIP3S0	exigir
,	,	Fc	,
e	e	CC	e
haja	haja	VMSP0S0	haver
hum	um	DI0MS0	um
exemplo	exemplo	NCMS000	exemplo
,	,	Fc	,
caindo	caindo	VMG0000	cair
a	a	DA0FS0	o
espada	espada	NCFS000	espada
da	da	SPS00+DA0FS0	de+o
Justiça	justiça	NCFS000	justiça
sobre	sobre	SPS00	sobre
hum	um	DI0MS0	um
malvado	malvado	NCMS000	malvado
.	.	Fp	.
Anonimo	Anónimo	NP00000	anónimo
