Illmo	Ilustríssimo	AQSMS0	ilustre
esquina	esquina	NCFS000	esquina
fronteira	fronteira	NCFS000	fronteira
a	à	SPS00+DA0FS0	a+o
sua	sua	PX3FS000	seu
hé	é	VSIP3S0	ser
que	que	CS	que
se	se	P00CN000	se
jogava	jogava	VMII0S0	jogar
e	e	CC	e
ganhou	ganhou	VMIS3S0	ganhar
o	o	DA0MS0	o
dro	dinheiro	NCMS000	dinheiro
;	,	Fc	,
e	e	CC	e
que	que	CS	que
a	a	DA0FS0	o
mer	mulher	NCFS000	mulher
do	do	SPS00+DA0MS0	de+o
mmo	mesmo	AQ0MS0	mesmo
Padeiro	padeiro	NCMS000	padeiro
se	se	P00CN000	se
juntara	juntara	VMIM0S0	juntar
no	no	SPS00+DA0MS0	em+o
dia	dia	NCMS000	dia
seguinte	seguinte	NCMS000	seguinte
na	na	SPS00+DA0FS0	em+o
Praça	praça	NCFS000	praça
da	da	SPS00+DA0FS0	de+o
Figueira	Figueira	NP00000	figueira
,	,	Fc	,
q	que	CS	que
seu	seu	DP3MS0	seu
marido	marido	NCMS000	marido
havia	havia	VAII0S0	haver
ganho	ganho	VMP0000	ganhar
30	30	Z	30
moedas	moedas	NCFP000	moeda
em	em	SPS00	em
a	a	DA0FS0	o
noute	noite	NCFS000	noite
antecede	antecedente	AQ0CS0	antecedente
ao	ao	SPS00+DA0MS0	a+o
do	do	SPS00+DA0MS0	de+o
Ladrão	ladrão	NCMS000	ladrão
	,	Fc	,
e	e	CC	e
o	o	DA0MS0	o
Irmão	irmão	NCMS000	irmão
se	se	P00CN000	se
queixa	queixa	VMIP3S0	queixar
de	de	SPS00	de
que	que	CS	que
o	o	DA0MS0	o
mmo	mesmo	AQ0MS0	mesmo
Padeiro	padeiro	NCMS000	padeiro
fora	fora	VSIM0S0	ser
a	a	DA0FS0	o
perdição	perdição	NCFS000	perdição
do	do	SPS00+DA0MS0	de+o
Ladrão	ladrão	NCMS000	ladrão
Miguel	Miguel	NP00000	miguel
;	,	Fc	,
o	o	DA0MS0	o
que	que	PR0CN000	que
partecipo	participo	VMIP1S0	participar
a	a	SPS00	a
VSa	VSa	NP00000	VSa
em	em	SPS00	em
declaração	declaração	NCFS000	declaração
do	do	SPS00+DA0MS0	de+o
Nome	nome	NCMS000	nome
,	,	Fc	,
em	em	SPS00	em
ordem	ordem	NCFS000	ordem
a	a	SPS00	a
ser	ser	VSN0000	ser
tanto	tanto	CC	tanto
o	o	DA0MS0	o
Padeiro	padeiro	NCMS000	padeiro
como	como	CC	como
a	a	DA0FS0	o
mer	mulher	NCFS000	mulher
proguntados	perguntados	VMP00PM	perguntar
sobre	sobre	SPS00	sobre
o	o	DA0MS0	o
recontado	recontado	NCMS000	recontado
e	e	CC	e
serem	serem	VSN03P0	ser
castigados	castigados	VMP00PM	castigar
no	no	SPS00+DA0MS0	em+o
pro	princípio	NCMS000	princípio
da	da	SPS00+DA0FS0	de+o
Ley	lei	NCFS000	lei
;	,	Fc	,
pois	pois	CS	pois
que	que	CS	que
bem	bem	RG	bem
sabião	sabiam	VMII3P0	saber
não	não	RN	não
ter	ter	VMN0000	ter
o	o	DA0MS0	o
Ladrão	ladrão	NCMS000	ladrão
seme	semelhante	AQ0CS0	semelhante
quantia	quantia	NCFS000	quantia
de	de	SPS00	de
dinro	dinheiro	NCMS000	dinheiro
e	e	CC	e
só	só	RG	só
de	de	SPS00	de
q	que	CS	que
me	me	PP1CS000	me
furtou	furtou	VMIS3S0	furtar
	.	Fp	.
e	E	CC	e
parecendo	parecendo	VMG0000	parecer
a	a	SPS00	a
VSa	VSa	NP00000	VSa
que	que	CS	que
o	o	DA0MS0	o
depoimento	depoimento	NCMS000	depoimento
do	do	SPS00+DA0MS0	de+o
Imformante	informante	NCCS000	informante
Angelo	Ângelo	NCMS000	ângelo
de	de	SPS00	de
Lagos	Lagos	NP00000	lagos
se	se	P00CN000	se
fáz	faz	VMIP3S0	fazer
precizo	preciso	AQ0MS0	preciso
a	a	SPS00	a
seme	semelhante	AQ0CS0	semelhante
respeito	respeito	NCMS000	respeito
;	,	Fc	,
o	o	PP3MSA00	o
prestará	prestará	VMIF3S0	prestar
no	no	SPS00+DA0MS0	em+o
dia	dia	NCMS000	dia
aprazádo	aprazado	VMP00SM	aprazar
,	,	Fc	,
ou	ou	CC	ou
mmo	mesmo	RG	mesmo
em	em	SPS00	em
aCareação	acareação	NCFS000	acareação
Com	com	SPS00	com
o	o	DA0MS0	o
Padeiro	padeiro	NCMS000	padeiro
	,	Fc	,
para	para	SPS00	para
melhor	melhor	RC	melhor
prova	prova	NCFS000	prova
de	de	SPS00	de
Summario	Sumário	NCMS000	sumário
.	.	Fp	.
Sou	Sou	VSIP1S0	ser
	...	Fs	...
De	De	SPS00	de
VSa	VSa	NP00000	VSa
o	o	DA0MS0	o
mais	mais	RC	mais
Attento	atento	AQ0MS0	atento
Vor	venerador	NCMS000	venerador
e	e	CC	e
obrigado	obrigado	VMP00SM	obrigar
	,	Fc	,
Izidoro	Isidoro	NP00000	isidoro
da	da	SPS00+DA0FS0	de+o
Encam	Encarnação	NP00000	encarnação
Qros	Queirós	NP00000	queirós
	.	Fp	.
S	Sua	DP3FS0	seu
C	Casa	NP00000	casa
	,	Fc	,
em	em	SPS00	em
27	27	Z	27
de	de	SPS00	de
Junho	junho	NCMS000	junho
de	de	SPS00	de
1825	1825	Z	1825
.	.	Fp	.
