mui	Muy	RQ	muy
aRiba	arriba	RG	arriba
	.	Fp	.
Regalele	Regálele	VMSP0S0+PP3CSD00	regalar+le
y	y	CC	y
sirbale	sírvale	NCMS000	sírvale
y	y	CC	y
conosca	conozca	VMSP0S0	conocer
su	su	DP3CS0	su
pt	paternidad	NP00000	paternidad
le	le	PP3CSA00	le
Es	es	VSIP3S0	ser
hijo	hijo	NCMS000	hijo
v	vuestra	DP2FSP	vuestro
pt	paternidad	NP00000	paternidad
y	y	CC	y
pe	padre	NCMS000	padre
mio	mío	DP1MSS	mío
y	y	CC	y
que	que	CS	que
a	ha	VMIP3S0	haber
de	de	SPS00	de
ser	ser	VSN0000	ser
mio	mío	DP1MSS	mío
mio	mío	DP1MSS	mío
toda	toda	DI0FS0	todo
la	la	DA0FS0	el
vida	vida	NCFS000	vida
	.	Fp	.
El	El	DA0MS0	el
pe	padre	NCMS000	padre
portillo	Portillo	NCMS000	portillo
me	me	PP1CS000	me
Escribio	escribió	VMIS3S0	escribir
de	de	SPS00	de
lima	Lima	NP00000	lima
que	que	CS	que
v	vuestra	DP2FSP	vuestro
pt	paternidad	NP00000	paternidad
tornaba	tornaba	VMII0S0	tornar
a	a	SPS00	a
tratar	tratar	VMN0000	tratar
de	de	SPS00	de
aquellas	aquellas	DD0FP0	aquel
bacas	vacas	NCFP000	vaca
	.	Fp	.
por	Por	SPS00	por
amor	amor	NCMS000	amor
de	de	SPS00	de
dios	Dios	NP00000	dios
	,	Fp	,
v	vuestra	DP2FSP	vuestro
pt	paternidad	NP00000	paternidad
no	no	RN	no
trate	trate	VMSP0S0	tratar
de	de	SPS00	de
Ellas	ellas	PP3FP000	ellos
ni	ni	CC	ni
se	se	P00CN000	se
le	le	PP3CSD00	le
aquerde	acuerde	VMSP0S0	acordar
	,	Fc	,
que	que	CS	que
	,	Fc	,
En	en	SPS00	en
fin	fin	NCMS000	fin
	,	Fc	,
ya	ya	RG	ya
v	vuestra	DP2FSP	vuestro
pt	paternidad	NP00000	paternidad
se	se	P00CN000	se
conçerto	concertó	VMIS3S0	concertar
y	y	CC	y
Reçibio	recibió	VMIS3S0	recibir
lo	lo	DA0NS0	el
que	que	PR0CN000	que
El	él	PP3MS000	él
dio	dio	VMIS3S0	dar
y	y	CC	y
les	les	PP3CPD00	le
dio	dio	VMIS3S0	dar
finiquito	finiquito	NCMS000	finiquito
	.	Fp	.
y	Y	CC	y
de	de	SPS00	de
caballeros	caballeros	NCMP000	caballero
y	y	CC	y
tan	tan	RC	tan
buenos	buenos	AQ0MP0	bueno
Religiosos	religiosos	AQ0MP0	religioso
como	como	CS	como
v	vuestra	DP2FSP	vuestro
pt	paternidad	NP00000	paternidad
Es	es	VSIP3S0	ser
no	no	RN	no
se	se	P00CN000	se
a	ha	VMIP3S0	haber
de	de	SPS00	de
torçer	torcer	VMN0000	torcer
lo	lo	DA0NS0	el
que	que	PR0CN000	el
una	una	DI0FS0	uno
bes	vez	NCFS000	vez
se	se	P00CN000	se
concerto	concertó	VMIS3S0	concertar
	.	Fp	.
astes	Antes	RG	antes
suplico	suplico	VMIP1S0	suplicar
a	a	SPS00	a
v	vuestra	DP2FSP	vuestro
pt	paternidad	NP00000	paternidad
le	le	PP3CSD00	le
Escriba	escriba	VMSP0S0	escribir
yo	yo	PP1CSN00	yo
suplique	supliqué	VMIS1S0	suplicar
Esto	esto	PD0NN000	esto
a	a	SPS00	a
v	vuestra	DP2FSP	vuestro
pt	paternidad	NP00000	paternidad
y	y	CC	y
que	que	CS	que
ya	ya	RG	ya
le	le	PP3CSD00	le
a	ha	VAIP3S0	haber
Echado	echado	VMP0000	echar
tieRa	tierra	NCFS000	tierra
	,	Fc	,
porque	porque	CS	porque
quando	cuando	PA000000	cuando
nro	nuestro	DP1MSP	nuestro
pe	padre	NP00000	padre
bicario	vicario	NCMS000	vicario
general	general	RG	general
llegue	llegue	VMSP0S0	llegar
El	él	PP3MS000	él
diga	diga	VMSP0S0	decir
de	de	SPS00	de
v	vuestra	DP2FSP	vuestro
pt	paternidad	NP00000	paternidad
lo	lo	DA0NS0	el
que	que	PR0CN000	que
Es	es	VSIP3S0	ser
Justo	justo	AQ0MS0	justo
	.	Fp	.
El	El	DA0MS0	el
qual	cual	PR0CS000	cual
viene	viene	VMIP3S0	venir
En	en	SPS00	en
la	la	DA0FS0	el
flota	flota	NCFS000	flota
que	que	PR0CN000	que
dizen	dicen	VMIP3P0	decir
oy	hoy	RG	hoy
Estara	estará	VMIF3S0	estar
en	en	SPS00	en
tieRa	tierra	NCFS000	tierra
firme	firme	AQ0CS0	firme
y	y	CC	y
por	por	SPS00	por
viRey	virrey	NCMS000	virrey
el	el	DA0MS0	el
buen	buen	AQ0MS0	bueno
don	don	NP00000	don
garçia	García	NP00000	garcía
	,	Fc	,
marques	marqués	NCMS000	marqués
de	de	SPS00	de
canete	Cañete	NP00000	cañete
	.	Fp	.
vi	Vi	VMIS1S0	ver
de	de	SPS00	de
v	vuestra	DP2FSP	vuestro
pt	paternidad	NP00000	paternidad
los	los	DA0MP0	el
negoçios	negocios	NCMP000	negocio
del	del	SPS00+DA0MS0	de+el
pe	padre	NCMS000	padre
anbia	Ambía	NP00000	ambía
	.	Fp	.
no	No	RN	no
se	se	P00CN000	se
acaban	acaban	VMIP3P0	acabar
ni	ni	CC	ni
acabaran	acabarán	VMIF3P0	acabar
tan	tan	RC	tan
presto	presto	RG	presto
	;	Fx	;
Estan	están	VMIP3P0	estar
Remetidos	remetidos	NCMP000	remetido
al	al	SPS00+DA0MS0	a+el
arçobispo	arzobispo	NCMS000	arzobispo
.	.	Fp	.
liaño	Liaño	NP00000	liaño
no	no	RN	no
a	ha	VAIP3S0	haber
llegado	llegado	VMP0000	llegar
	.	Fp	.
aca	Acá	RG	acá
dizen	dicen	VMIP3P0	decir
Esta	está	VMIP3S0	estar
mi	muy	RQ	muy
malo	malo	AQ0MS0	malo
	.	Fp	.
En	En	SPS00	en
los	los	PP3MPA00	lo
andes	Andes	VMSP2S0	andar
	,	Fc	,
si	si	CS	si
El	él	PP3MS000	él
llega	llega	VMIP3S0	llegar
	,	Fc	,
fie	fíe	VMSP0S0	fiar
v	vuestra	DP2FSP	vuestro
pt	paternidad	NP00000	paternidad
que	que	CS	que
yo	yo	PP1CSN00	yo
le	le	PP3CSD00	le
quite	quite	VMSP0S0	quitar
lo	lo	DA0NS0	el
que	que	PR0CN000	que
trajere	trajere	VMSF0S0	traer
	.	Fp	.
El	El	DA0MS0	el
martes	martes	NCMN000	martes
llega	llega	VMIP3S0	llegar
nro	nuestro	DP1MSP	nuestro
pe	padre	NCMS000	padre
a	a	SPS00	a
Esta	esta	DD0FS0	este
casa	casa	NCFS000	casa
y	y	CC	y
su	su	DP3CS0	su
pt	paternidad	NP00000	paternidad
	,	Fc	,
llegado	llegado	VMP0000	llegar
alla	allá	RG	allá
	,	Fc	,
trocara	trocará	VMIF3S0	trocar
la	la	DA0FS0	el
dotrina	doctrina	NCFS000	doctrina
	,	Fc	,
que	que	CS	que
lo	lo	PP3CNA00	lo
desea	desea	VMIP3S0	desear
y	y	CC	y
dar	dar	VMN0000	dar
contento	contento	NCMS000	contento
a	a	SPS00	a
v	vuestra	DP2FSP	vuestro
pt	paternidad	NP00000	paternidad
	,	Fc	,
y	y	CC	y
dara	dará	VMIF3S0	dar
licençia	licencia	NCFS000	licencia
a	a	SPS00	a
mi	mi	DP1CSS	mi
mi	muy	RQ	muy
amado	amado	VMP00SM	amar
hijo	hijo	NP00000	hijo
soto	Soto	NP00000	soto
	,	Fc	,
al	al	SPS00+DA0MS0	a+el
qual	cual	PR0CS000	cual
beso	beso	VMIP1S0	besar
las	las	DA0FP0	el
manos	manos	NCFP000	mano
.	.	Fp	.
nro	Nuestro	DP1MSP	nuestro
sr	Señor	NP00000	señor
guarde	guarde	VMSP0S0	guardar
a	a	SPS00	a
v	vuestra	DP2FSP	vuestro
pt	paternidad	NP00000	paternidad
y	y	CC	y
me	me	PP1CS000	me
le	le	PP3CSD00	le
dexe	deje	VMSP0S0	dejar
ber	ver	VMN0000	ver
como	como	CS	como
yo	yo	PP1CSN00	yo
deseo	deseo	VMIP1S0	desear
	.	Fp	.
del	Del	SPS00+DA0MS0	de+el
cuzco	Cuzco	NP00000	cuzco
	,	Fc	,
17	17	Z	17
de	de	SPS00	de
febrero	febrero	NCMS000	febrero
	.	Fp	.
mi	Muy	RQ	muy
hijo	hijo	NP00000	hijo
de	de	SPS00	de
v	vuestra	DP2FSP	vuestro
pt	paternidad	NP00000	paternidad
	,	Fc	,
fr	fray	NP00000	fray
gonçalo	Gonzalo	NP00000	gonzalo
vallesos	Ballesteros	NP00000	ballesteros
