YHus	Yhesús	NP00000	yhesús
mis	mis	DP1CPS	mi
manos	manos	NCFP000	mano
tengo	tengo	VMIP1S0	tener
en	en	SPS00	en
parte	parte	NCFS000	parte
en	en	SPS00	en
descanso	descanso	NCMS000	descanso
pa	para	SPS00	para
que	que	CS	que
este	este	DD0MS0	este
nro	nuestro	PX1MS0P0	nuestro
trato	trato	NCMS000	trato
	,	Fc	,
despues	después	RG	después
de	de	SPS00	de
avierto	abierto	VMP0000	abrir
los	los	DA0MP0	el
fardeles	fardeles	NCMP000	fardel
y	y	CC	y
puesto	puesto	VMP00SM	poner
en	en	SPS00	en
las	las	DA0FP0	el
tiendas	tiendas	NCFP000	tienda
	,	Fc	,
no	no	RN	no
tie	tiene	VMIP3S0	tener
razon	razón	NCFS000	razón
ny	ni	CC	ni
cuenta	cuenta	NCFS000	cuenta
q	que	CS	que
no	no	RN	no
aprobecha	aprovecha	VMIP3S0	aprovechar
tener	tener	VMN0000	tener
libros	libros	NCMP000	libro
para	para	SPS00	para
ello	ello	PD0NN000	ello
.	.	Fp	.
por	Por	SPS00	por
las	las	DA0FP0	el
otras	otras	DI0FP0	otro
le	le	PP3CSD00	le
tengo	tengo	VMIP1S0	tener
escrito	escrito	VMP00SM	escribir
a	a	SPS00	a
vm	VM	NP00000	VM
como	como	CS	como
los	los	DA0MP0	el
4M200	4200	Z	4200
ds	ducados	NCMP000	ducado
he	he	VAIP1S0	haber
açetado	aceptado	VMP0000	aceptar
y	y	CC	y
se	se	P00CN000	se
pagaran	pagarán	VMIF3P0	pagar
en	en	SPS00	en
ote	octubre	NCMS000	octubre
con	con	SPS00	con
mucho	mucho	DI0MS0	mucho
onor	honor	NCMS000	honor
	.	Fp	.
para	Para	SPS00	para
esta	ésta	PD0FS000	este
de	de	SPS00	de
sete	septiembre	NCMS000	septiembre
he	he	VAIP1S0	haber
tomado	tomado	VMP0000	tomar
sobre	sobre	SPS00	sobre
vm	VM	NP00000	VM
700	700	Z	700
e	escudos	NCMP000	escudo
como	como	CS	como
de	de	SPS00	de
primero	primero	RG	primero
tiene	tiene	VMIP3S0	tener
aviso	avisado	VMP00SM	avisar
	.	Fp	.
suplico	Suplico	VMIP1S0	suplicar
a	a	SPS00	a
vm	VM	NP00000	VM
los	los	DA0MP0	el
açete	acepte	NCMP000	acepte
con	con	SPS00	con
la	la	DA0FS0	el
boluntad	voluntad	NCFS000	voluntad
q	que	CS	que
de	de	SPS00	de
vm	VM	NP00000	VM
espero	espero	VMIP1S0	esperar
como	como	CS	como
por	por	SPS00	por
las	las	DA0FP0	el
otras	otras	DI0FP0	otro
le	le	PP3CSD00	le
tengo	tengo	VMIP1S0	tener
escrito	escrito	VMP00SM	escribir
	.	Fp	.
para	Para	SPS00	para
esta	ésta	PD0FS000	este
de	de	SPS00	de
agosto	agosto	NCMS000	agosto
debo	debo	VMIP1S0	deber
mucho	mucho	DI0MS0	mucho
debito	débito	NCMS000	débito
por	por	SPS00	por
causa	causa	NCFS000	causa
d	de	SPS00	de
estar	estar	VMN0000	estar
enbarasado	embarazado	VMP00SM	embarazar
en	en	SPS00	en
los	los	DA0MP0	el
trigos	trigos	NCMP000	trigo
	,	Fc	,
q	que	CS	que
no	no	RN	no
los	los	PP3MPA00	lo
quiero	quiero	VMIP1S0	querer
vende	vender	VMN0000	vender
asta	hasta	SPS00	hasta
q	que	CS	que
entre	entre	SPS00	entre
el	el	DA0MS0	el
ybierno	invierno	NCMS000	invierno
	.	Fp	.
y	Y	CC	y
despues	después	RG	después
d	de	SPS00	de
esto	esto	PD0NN000	esto
me	me	PP1CS000	me
ha	ha	VAIP3S0	haber
sacado	sacado	VMP0000	sacar
a	a	SPS00	a
pagar	pagar	VMN0000	pagar
anto	Antonio	NP00000	antonio
de	de	SPS00	de
aynues	Ayñués	NP00000	ayñués
por	por	SPS00	por
po	Pedro	NP00000	pedro
de	de	SPS00	de
eraso	Eraso	NP00000	eraso
por	por	SPS00	por
cuenta	cuenta	NCFS000	cuenta
de	de	SPS00	de
Roan	Ruan	NP00000	ruan
2M300	2300	Z	2300
ds	ducados	NCMP000	ducado
	.	Fp	.
y	Y	CC	y
como	como	CS	como
no	no	RN	no
açemos	hacemos	VMIP1P0	hacer
ditas	ditas	NCFP000	dita
para	para	SPS00	para
estas	estas	DD0FP0	este
fas	ferias	NCFP000	feria
de	de	SPS00	de
Roseco	Rioseco	NP00000	rioseco
puede	puede	VMIP3S0	poder
ver	ver	VMN0000	ver
con	con	SPS00	con
q	qué	DT0CN0	qué
plazer	placer	NCMS000	placer
puedo	puedo	VMIP1S0	poder
estar	estar	VMN0000	estar
.	.	Fp	.
como	Como	CS	como
le	le	PP3CSD00	le
tengo	tengo	VMIP1S0	tener
soplicado	suplicado	VMP00SM	suplicar
	,	Fc	,
me	me	PP1CS000	me
ha	ha	VMIP3S0	haber
de	de	SPS00	de
azer	hacer	VMN0000	hacer
mçd	merced	NCFS000	merced
de	de	SPS00	de
me	me	PP1CS000	me
dar	dar	VMN0000	dar
credito	crédito	NCMS000	crédito
para	para	SPS00	para
la	la	DA0FS0	el
dha	dicha	VMP00SF	decir
fa	feria	NCFS000	feria
de	de	SPS00	de
agosto	agosto	NCMS000	agosto
de	de	SPS00	de
asta	hasta	SPS00	hasta
dos	dos	Z	2
myll	mil	Z	1000
ds	ducados	NCMP000	ducado
y	y	CC	y
q	que	CS	que
sea	sea	VSSP0S0	ser
en	en	SPS00	en
persona	persona	NCFS000	persona
	.	Fp	.
lo	Lo	PP3CNA00	lo
ara	hará	VMIF3S0	hacer
syn	sin	SPS00	sin
mirar	mirar	VMN0000	mirar
ha	a	SPS00	a
yntereçe	interés	NCMS000	interés
	,	Fc	,
que	que	CS	que
dio	Diego	NP00000	diego
de	de	SPS00	de
carrión	Carrión	NP00000	carrión
de	de	SPS00	de
contino	continuo	AQ0MS0	continuo
quiere	quiere	VMIP3S0	querer
golosinarse	golosinarse	VMN0000+P00CN000	golosinar+se
de	de	SPS00	de
ganar	ganar	VMN0000	ganar
dos	dos	Z	2
y	y	CC	y
tres	tres	Z	3
mrs	maravedís	NCMP000	maravedí
por	por	SPS00	por
corona	corona	NCFS000	corona
	.	Fp	.
vm	VM	NP00000	VM
le	le	PP3CSD00	le
puede	puede	VMIP3S0	poder
escribir	escribir	VMN0000	escribir
q	que	CS	que
sotaescriba	sotaescriba	VMSP0S0	sotaescribir
	,	Fc	,
q	que	CS	que
yo	yo	PP1CSN00	yo
los	los	PP3MPA00	lo
buscare	buscaré	VMIF1S0	buscar
a	a	SPS00	a
my	mi	DP1CSS	mi
abantaja	ventaja	NCFS000	ventaja
he	y	CC	y
trdo	traído	VMP0000	traer
de	de	SPS00	de
aca	acá	RG	acá
	.	Fp	.
de	De	SPS00	de
contino	continuo	AQ0MS0	continuo
tiene	tiene	VMIP3S0	tener
abantaja	ventaja	NCFS000	ventaja
en	en	SPS00	en
la	la	DA0FS0	el
plaza	plaza	NCFS000	plaza
mas	más	RC	más
q	que	CS	que
los	los	DA0MP0	el
otros	otros	DI0MP0	otro
tres	tres	Z	3
y	y	CC	y
quatro	cuatro	Z	4
por	por	SPS00	por
corona	corona	NCFS000	corona
	,	Fc	,
q	que	CS	que
a	a	SPS00	a
dar	dar	VMN0000	dar
el	el	DA0MS0	el
credito	crédito	NCMS000	crédito
en	en	SPS00	en
el	él	PP3MS000	él
q	que	CS	que
sotaescriba	sotaescriba	RG	sotaescriba
es	es	VSIP3S0	ser
las	las	DA0FP0	el
costas	costas	NCFP000	costa
del	del	SPS00+DA0MS0	de+el
gasto	gasto	NCMS000	gasto
de	de	SPS00	de
come	comer	VMN0000	comer
de	de	SPS00	de
la	la	DA0FS0	el
fa	feria	NCFS000	feria
	.	Fp	.
pues	Pues	CS	pues
vramçd	VM	NP00000	VM
en	en	SPS00	en
todo	todo	DI0MS0	todo
myra	mira	VMM02S0	mirar
a	a	SPS00	a
mas	más	RC	más
abantaja	ventaja	NCFS000	ventaja
mya	mía	DP1FSS	mío
	,	Fc	,
no	no	RN	no
tengo	tengo	VMIP1S0	tener
q	que	CS	que
le	le	PP3CSD00	le
dezir	decir	VMN0000	decir
mas	más	RC	más
syno	sino	CC	sino
que	que	CS	que
lo	lo	PP3CNA00	lo
remyto	remito	VMIP1S0	remitir
a	a	SPS00	a
vm	VM	NP00000	VM
todo	todo	PI0MS000	todo
.	.	Fp	.
la	La	DA0FS0	el
cuenta	cuenta	NCFS000	cuenta
q	que	PR0CN000	que
ay	hay	VMIP3S0	haber
entre	entre	SPS00	entre
vm	VM	NP00000	VM
e	y	CC	y
my	mí	PP1CSO00	mí
le	le	PP3CSD00	le
suplico	suplico	VMIP1S0	suplicar
me	me	PP1CS000	me
envie	envíe	VMSP0S0	enviar
serrado	cerrado	VMP0000	cerrar
desenpesando	empezando	VMG0000	empezar
desde	desde	SPS00	desde
el	el	DA0MS0	el
prime	primer	AO0MS0	primero
dia	día	NCMS000	día
asta	hasta	SPS00	hasta
agora	ahora	RG	ahora
	.	Fp	.
q	Que	CS	que
yo	yo	PP1CSN00	yo
he	he	VAIP1S0	haber
myrado	mirado	VMP0000	mirar
en	en	SPS00	en
llo	ello	PD0NN000	ello
y	y	CC	y
	,	Fc	,
visto	visto	VMP0000	ver
lo	lo	DA0NS0	el
q	que	PR0CN000	que
ha	ha	VAIP3S0	haber
tomado	tomado	VMP0000	tomar
para	para	SPS00	para
otre	octubre	NCMS000	octubre
y	y	CC	y
agosto	agosto	NCMS000	agosto
	,	Fc	,
allo	hallo	VMIP1S0	hallar
q	que	CS	que
ba	va	VMIP3S0	ir
a	a	SPS00	a
dezir	decir	VMN0000	decir
contra	contra	SPS00	contra
my	mí	PP1CSO00	mí
	;	Fx	;
digo	digo	VMIP1S0	decir
no	no	RN	no
entrando	entrando	VMG0000	entrar
en	en	SPS00	en
esta	esta	DD0FS0	este
cuenta	cuenta	NCFS000	cuenta
la	la	DA0FS0	el
pimita	pimienta	NCFS000	pimienta
	,	Fc	,
q	que	CS	que
vm	VM	NP00000	VM
dize	dice	VMIP3S0	decir
q	que	CS	que
lo	lo	PP3CNA00	lo
tomara	tomará	VMIF3S0	tomar
a	a	SPS00	a
mas	más	RC	más
de	de	SPS00	de
los	los	DA0MP0	el
4M200	4200	Z	4200
ds	ducados	NCMP000	ducado
	.	Fp	.
yo	Yo	PP1CSN00	yo
tengo	tengo	VMIP1S0	tener
en	en	SPS00	en
my	mí	PP1CSO00	mí
q	que	CS	que
abre	habré	VAIF1S0	haber
faltado	faltado	VMP0000	faltar
de	de	SPS00	de
asentar	asentar	VMN0000	asentar
alguna	alguna	DI0FS0	alguno
	letra	NCFS000	letra
de	de	SPS00	de
cambio	cambio	NCMS000	cambio
q	que	CS	que
sobre	sobre	SPS00	sobre
vm	VM	NP00000	VM
he	he	VAIP1S0	haber
tomado	tomado	VMP0000	tomar
y	y	CC	y
tamvien	también	RG	también
puede	puede	VMIP3S0	poder
se	ser	VSN0000	ser
q	que	CS	que
falte	falte	VMSP0S0	faltar
vm	VM	NP00000	VM
de	de	SPS00	de
ponerme	ponerme	VMN0000+PP1CS000	poner+me
acredor	acreedor	NCMS000	acreedor
de	de	SPS00	de
algo	algo	PI0CS000	algo
	.	Fp	.
vm	VM	NP00000	VM
myrara	mirará	VMIF3S0	mirar
en	en	SPS00	en
llo	ello	PD0NN000	ello
	,	Fc	,
q	que	CS	que
el	el	DA0MS0	el
yrro	yerro	NCMS000	yerro
	,	Fc	,
o	o	CC	o
sea	sea	VSSP0S0	ser
por	por	SPS00	por
vm	VM	NP00000	VM
o	o	CC	o
por	por	SPS00	por
my	mí	PP1CSO00	mí
	,	Fc	,
esta	está	VMIP3S0	estar
claro	claro	RG	claro
donde	dónde	PA000000	dónde
no	no	RN	no
puede	puede	VMIP3S0	poder
uyr	huir	VMN0000	huir
	;	Fx	;
que	que	CS	que
no	no	RN	no
aya	haya	VMSP0S0	haber
myedo	miedo	NCMS000	miedo
que	que	CS	que
tengamos	tengamos	VMSP1P0	tener
diferençia	diferencia	NCFS000	diferencia
en	en	SPS00	en
un	un	DI0MS0	uno
real	real	NCMS000	real
q	que	CS	que
asta	hasta	SPS00	hasta
oy	hoy	RG	hoy
no	no	RN	no
he	he	VAIP1S0	haber
tubido	tuvido	VMP0000	tener
con	con	SPS00	con
honbre	hombre	NCMS000	hombre
	,	Fc	,
q	que	CS	que
yo	yo	PP1CSN00	yo
no	no	RN	no
se	sé	VMIP1S0	saber
como	cómo	PA000000	cómo
suelen	suelen	VMIP3P0	soler
tener	tener	VMN0000	tener
diferençia	diferencia	NCFS000	diferencia
algunos	algunos	PI0MS000	alguno
	,	Fc	,
q	que	CS	que
no	no	RN	no
allo	hallo	VMIP1S0	hallar
razon	razón	NCFS000	razón
	.	Fp	.
todas	Todas	DI0FP0	todo
las	las	DA0FP0	el
cargazones	cargazones	NCFP000	cargazón
ara	hará	VMIF3S0	hacer
vm	VM	NP00000	VM
pasar	pasar	VMN0000	pasar
por	por	SPS00	por
menudo	menudo	NCMS000	menudo
	,	Fc	,
q	que	CS	que
allara	hallará	VMIF3S0	hallar
en	en	SPS00	en
parte	parte	NCFS000	parte
contra	contra	SPS00	contra
vm	VM	NP00000	VM
y	y	CC	y
en	en	SPS00	en
parte	parte	NCFS000	parte
contra	contra	SPS00	contra
my	mí	PP1CSO00	mí
	,	Fc	,
q	que	CS	que
balga	valga	VMSP0S0	valer
a	a	SPS00	a
cada	cada	DI0CN0	cada
uno	uno	PI0MS000	uno
asta	hasta	SPS00	hasta
un	un	DI0MS0	uno
mrs	maravedí	NCMS000	maravedí
	.	Fp	.
esta	Ésta	PD0FS000	este
de	de	SPS00	de
otue	octubre	NCMS000	octubre
me	me	PP1CS000	me
descargo	descargo	NCMS000	descargo
de	de	SPS00	de
vm	VM	NP00000	VM
mucho	mucho	RQ	mucho
	,	Fc	,
q	que	CS	que
tengo	tengo	VMIP1S0	tener
rreçibos	recibos	NCMP000	recibo
	.	Fp	.
q	Que	CS	que
	,	Fc	,
como	como	CS	como
digo	digo	VMIP1S0	decir
	,	Fc	,
asta	hasta	SPS00	hasta
pagarle	pagarle	VMN0000+PP3CSD00	pagar+le
una	una	DI0FS0	uno
vez	vez	NCFS000	vez
no	no	RN	no
tengo	tengo	VMIP1S0	tener
de	de	SPS00	de
enbiar	enviar	VMN0000	enviar
a	a	SPS00	a
pedir	pedir	VMN0000	pedir
rreal	real	NCMS000	real
mas	más	RC	más
de	de	SPS00	de
lo	lo	DA0NS0	el
poco	poco	RQ	poco
q	que	PR0CN000	que
he	he	VAIP1S0	haber
enbiado	enviado	VMP0000	enviar
a	a	SPS00	a
pedir	pedir	VMN0000	pedir
para	para	SPS00	para
ants	antes	RG	antes
de	de	SPS00	de
la	la	DA0FS0	el
de	de	SPS00	de
sete	septiembre	NCMS000	septiembre
	,	Fc	,
q	que	CS	que
para	para	SPS00	para
la	la	DA0FS0	el
de	de	SPS00	de
nabidad	Navidad	NP00000	navidad
no	no	RN	no
tengo	tengo	VMIP1S0	tener
de	de	SPS00	de
enbiar	enviar	VMN0000	enviar
a	a	SPS00	a
pedir	pedir	VMN0000	pedir
rreal	real	NCMS000	real
ny	ni	CC	ni
yre	iré	VMIF1S0	ir
a	a	SPS00	a
la	la	DA0FS0	el
de	de	SPS00	de
villalon	Villalón	NP00000	villalón
con	con	SPS00	con
rropa	ropa	NCFS000	ropa
sy	si	CS	si
no	no	RN	no
hes	es	VSIP3S0	ser
a	a	SPS00	a
pagar	pagar	VMN0000	pagar
y	y	CC	y
cobrar	cobrar	VMN0000	cobrar
	.	Fp	.
q	Que	CS	que
asta	hasta	SPS00	hasta
la	la	DA0FS0	el
de	de	SPS00	de
pascoa	Pascua	NP00000	pascua
no	no	RN	no
henbiare	enviaré	VMIF1S0	enviar
a	a	SPS00	a
pedir	pedir	VMN0000	pedir
aunq	aunque	CS	aunque
sea	sea	VSSP0S0	ser
par	para	SPS00	para
azer	hacer	VMN0000	hacer
costas	costas	NCFP000	costa
de	de	SPS00	de
100	100	Z	100
pas	piezas	NCFP000	pieza
y	y	CC	y
dexar	dejar	VMN0000	dejar
de	de	SPS00	de
ganar	ganar	VMN0000	ganar
500	500	Z	500
ds	ducados	NCMP000	ducado
	.	Fp	.
q	Que	CS	que
una	una	DI0FS0	uno
vez	vez	NCFS000	vez
quierole	quiérole	SPS00	quiérole
pagar	pagar	VMN0000	pagar
lo	lo	DA0NS0	el
q	que	PR0CN000	que
le	le	PP3CSD00	le
debo	debo	VMIP1S0	deber
	,	Fc	,
q	que	CS	que
segun	según	SPS00	según
lo	lo	DA0NS0	el
q	que	PR0CN000	que
ha	ha	VAIP3S0	haber
echo	hecho	VMP0000	hacer
por	por	SPS00	por
my	mí	PP1CSO00	mí
me	me	PP1CS000	me
tenblan	tiemblan	VMIP3P0	temblar
las	las	DA0FP0	el
carnes	carnes	NCFP000	carne
de	de	SPS00	de
no	no	RN	no
le	le	PP3CSD00	le
dar	dar	VMN0000	dar
mas	más	RC	más
enojo	enojo	NCMS000	enojo
	.	Fp	.
y	Y	CC	y
con	con	SPS00	con
esto	esto	PD0NN000	esto
çeso	ceso	VMIP1S0	cesar
	.	Fp	.
nro	Nuestro	DP1MSP	nuestro
señor	Señor	NP00000	señor
goarde	guarde	VMSP0S0	guardar
y	y	CC	y
pspere	prospere	VMSP0S0	prosperar
su	su	DP3CS0	su
noble	noble	AQ0CS0	noble
psona	persona	NCFS000	persona
con	con	SPS00	con
la	la	DA0FS0	el
señora	señora	NP00000	señor
y	y	CC	y
le	le	PP3CSD00	le
de	dé	VMSP0S0	dar
yjos	hijos	NCMP000	hijo
de	de	SPS00	de
vendiçion	bendición	NCFS000	bendición
	.	Fp	.
a	A	SPS00	a
serviçio	servicio	NCMS000	servicio
de	de	SPS00	de
vm	VM	NP00000	VM
	,	Fc	,
Ro	Rodrigo	NP00000	rodrigo
d	de	SPS00	de
espinosa	Espinosa	NP00000	espinosa
