YHus	Yhesús	NP00000	yhesús
todos	todos	DI0MP0	todo
ellos	ellos	PP3MP000	ellos
no	no	RN	no
ay	hay	VMIP3S0	haber
honbre	hombre	NCMS000	hombre
neçeçitado	necesitado	VMP00SM	necesitar
	.	Fp	.
doi	Doy	VMIP1S0	dar
cuenta	cuenta	NCFS000	cuenta
a	a	SPS00	a
vm	VM	NP00000	VM
	,	Fc	,
como	como	CS	como
es	es	VSIP3S0	ser
rrazon	razón	NCFS000	razón
	,	Fc	,
porque	porque	CS	porque
se	sé	VMIP1S0	saber
q	que	CS	que
vm	VM	NP00000	VM
mi	mi	DP1CSS	mi
honrra	honra	NCFS000	honra
y	y	CC	y
descanso	descanso	NCMS000	descanso
tenra	tendrá	VMIF3S0	tener
por	por	SPS00	por
suya	suya	PX3FS000	suyo
propia	propia	AQ0FS0	propio
	,	Fc	,
mirando	mirando	VMG0000	mirar
que	que	CS	que
todo	todo	PI0MS000	todo
es	es	VSIP3S0	ser
de	de	SPS00	de
vm	VM	NP00000	VM
	.	Fp	.
plegue	Plegue	VMSP0S0	placer
a	a	SPS00	a
dios	Dios	NP00000	dios
sea	sea	VSSP0S0	ser
todo	todo	PI0MS000	todo
para	para	SPS00	para
en	en	SPS00	en
su	su	DP3CS0	su
santo	santo	AQ0MS0	santo
serbiço	servicio	NCMS000	servicio
	.	Fp	.
todos	Todos	DI0MP0	todo
los	los	DA0MP0	el
prinçipales	principales	AQ0CP0	principal
de	de	SPS00	de
toda	toda	DI0FS0	todo
la	la	DA0FS0	el
ciudad	ciudad	NCFS000	ciudad
tienen	tienen	VMIP3P0	tener
mucha	mucha	DI0FS0	mucho
gloria	gloria	NCFS000	gloria
d	de	SPS00	de
este	este	DD0MS0	este
casamiento	casamiento	NCMS000	casamiento
	.	Fp	.
los	Los	DA0MP0	el
señores	señores	NCMP000	señor
ju	Juan	NP00000	juan
de	de	SPS00	de
leçama	Lezama	NP00000	lezama
y	y	CC	y
jacobe	Jacobe	NP00000	jacobe
d	de	SPS00	de
agurto	Agurto	NP00000	agurto
y	y	CC	y
otros	otros	DI0MP0	otro
amigos	amigos	NCMP000	amigo
mios	míos	PX1MP0S0	mío
estan	están	VMIP3P0	estar
determinados	determinados	NCMP000	determinado
de	de	SPS00	de
yr	ir	VMN0000	ir
a	a	SPS00	a
v	ver	VMN0000	ver
a	a	SPS00	a
mi	mi	DP1CSS	mi
espoza	esposa	NCFS000	esposo
	,	Fc	,
donde	donde	PA000000	donde
nos	nos	PP1CP000	nos
daremos	daremos	VMIF1P0	dar
buena	buena	AQ0FS0	bueno
vida	vida	NCFS000	vida
asta	hasta	SPS00	hasta
la	la	DA0FS0	el
de	de	SPS00	de
mayo	mayo	NCMS000	mayo
	.	Fp	.
a	A	SPS00	a
causa	causa	NCFS000	causa
de	de	SPS00	de
concubir	concubir	X	x
este	este	DD0MS0	este
casamiento	casamiento	NCMS000	casamiento
	,	Fc	,
me	me	PP1CS000	me
detube	detuve	VMIS1S0	detener
en	en	SPS00	en
pamplona	Pamplona	NP00000	pamplona
asta	hasta	SPS00	hasta
los	los	DA0MP0	el
paguos	pagos	AQ0MPP	pago
d	de	SPS00	de
esta	esta	DD0FS0	este
fra	feria	NCFS000	feria
y	y	CC	y
alle	hallé	VMIS1S0	hallar
tres	tres	Z	3
cartas	cartas	NCFP000	carta
de	de	SPS00	de
vm	VM	NP00000	VM
de	de	SPS00	de
18	18	Z	18
de	de	SPS00	de
henero	enero	NCMS000	enero
y	y	CC	y
cinquo	cinco	Z	5
de	de	SPS00	de
hebrero	febrero	NCMS000	febrero
y	y	CC	y
de	de	SPS00	de
16	16	Z	16
del	del	SPS00+DA0MS0	de+el
dho	dicho	NCMS000	dicho
	,	Fc	,
a	a	SPS00	a
las	las	DA0FP0	el
coales	cuales	PR0CP000	cual
rrespondere	responderé	VMIF1S0	responder
lo	lo	DA0NS0	el
que	que	PR0CN000	que
aze	hace	VMIP3S0	hacer
al	al	SPS00+DA0MS0	a+el
caso	caso	NCMS000	caso
	.	Fp	.
veo	Veo	VMIP1S0	ver
estara	estará	VMIF3S0	estar
vm	VM	NP00000	VM
algo	algo	RQ	algo
enojado	enojado	VMP00SM	enojar
por	por	SPS00	por
lo	lo	DA0NS0	el
que	que	PR0CN000	que
le	le	PP3CSD00	le
tengo	tengo	VMIP1S0	tener
escrito	escrito	VMP00SM	escribir
acerqua	acerca	RG	acerca
de	de	SPS00	de
las	las	DA0FP0	el
mercaderias	mercaderías	NCFP000	mercadería
	,	Fc	,
de	de	SPS00	de
lo	lo	DA0NS0	el
que	que	PR0CN000	que
se	se	P00CN000	se
allaban	alaban	VMIP3P0	alabar
algunos	algunos	PI0MS000	alguno
aqua	acá	RG	acá
tienen	tienen	VMIP3P0	tener
a	a	SPS00	a
mas	más	RC	más
abantaja	ventaja	NCFS000	ventaja
las	las	DA0FP0	el
mercaderias	mercaderías	NCFP000	mercadería
	;	Fx	;
de	de	SPS00	de
que	que	CS	que
	,	Fc	,
señor	señor	NP00000	señor
	,	Fc	,
yo	yo	PP1CSN00	yo
no	no	RN	no
le	le	PP3CSD00	le
escribi	escribí	VMIS1S0	escribir
a	a	SPS00	a
vm	VM	NP00000	VM
a	a	SPS00	a
rrespeto	respecto	NCMS000	respeto
q	que	CS	que
pensaba	pensaba	VMII0S0	pensar
que	que	CS	que
caya	caía	VMII0S0	caer
en	en	SPS00	en
mala	mala	AQ0FS0	malo
criança	crianza	NCFS000	crianza
	,	Fc	,
sino	sino	CC	sino
con	con	SPS00	con
buen	buen	AQ0MS0	bueno
zelo	celo	NCMS000	celo
por	por	SPS00	por
dezeir	decir	VMN0000	decir
a	a	SPS00	a
vm	VM	NP00000	VM
de	de	SPS00	de
la	la	DA0FS0	el
banagloria	vanagloria	NCFS000	vanagloria
que	que	PR0CN000	que
se	se	P00CN000	se
alaban	alaban	VMIP3P0	alabar
algunos	algunos	PI0MS000	alguno
	,	Fc	,
que	que	CS	que
yo	yo	PP1CSN00	yo
estoi	estoy	VMIP1S0	estar
por	por	SPS00	por
cierto	cierto	RG	cierto
la	la	DA0FS0	el
mercaderia	mercadería	NCFS000	mercadería
que	que	CS	que
vm	VM	NP00000	VM
quiere	quiere	VMIP3S0	querer
la	la	DA0FS0	el
parte	parte	NCFS000	parte
quien	quien	PR0CS000	quien
tubiere	tuviere	VMSF0S0	tener
nynguno	ninguno	PI0MS00N	ninguno
de	de	SPS00	de
los	los	DA0MP0	el
del	del	SPS00+DA0MS0	de+el
trato	trato	NCMS000	trato
no	no	RN	no
son	son	VSIP3P0	ser
partes	partes	NCFP000	parte
para	para	SPS00	para
aberlo	haberlo	VMN0000+PP3CNA00	haber+lo
	,	Fc	,
asi	así	RG	así
en	en	SPS00	en
preçio	precio	NCMS000	precio
como	como	CS	como
en	en	SPS00	en
tienpo	tiempo	NCMS000	tiempo
	.	Fp	.
suplico	Suplico	VMIP1S0	suplicar
a	a	SPS00	a
vm	VM	NP00000	VM
me	me	PP1CS000	me
perdone	perdone	VMSP0S0	perdonar
del	del	SPS00+DA0MS0	de+el
henojo	enojo	NCMS000	enojo
que	que	PR0CN000	que
a	ha	VAIP3S0	haber
rreçebido	recibido	VMP0000	recibir
d	de	SPS00	de
esto	esto	PD0NN000	esto
	,	Fc	,
que	que	CS	que
en	en	SPS00	en
verdad	verdad	NCFS000	verdad
en	en	SPS00	en
parte	parte	NCFS000	parte
querria	querría	VMIC0S0	querer
tener	tener	VMN0000	tener
antes	antes	RG	antes
la	la	DA0FS0	el
pierna	pierna	NCFS000	pierna
crebada	quebrada	NCFS000	quebrada
que	que	CS	que
tener	tener	VMN0000	tener
a	a	SPS00	a
vm	VM	NP00000	VM
henojado	enojado	VMP00SM	enojar
	,	Fc	,
por	por	SPS00	por
tanta	tanta	DI0FS0	tanto
rrazon	razón	NCFS000	razón
que	que	PR0CN000	que
ay	hay	VMIP3S0	haber
para	para	SPS00	para
ello	ello	PD0NN000	ello
	;	Fx	;
que	que	CS	que
en	en	SPS00	en
tener	tener	VMN0000	tener
a	a	SPS00	a
vm	VM	NP00000	VM
por	por	SPS00	por
señor	señor	NP00000	señor
tengo	tengo	VMIP1S0	tener
fortaleza	fortaleza	NCFS000	fortaleza
	,	Fc	,
que	que	CS	que
no	no	RN	no
tengo	tengo	VMIP1S0	tener
neçeçidad	necesidad	NCFS000	necesidad
de	de	SPS00	de
nadi	nadie	PI0NN00N	nadie
	.	Fp	.
asta	Hasta	SPS00	hasta
un	un	DI0MS0	uno
criado	criado	NCMS000	criado
del	del	SPS00+DA0MS0	de+el
señor	señor	NP00000	señor
villasana	Villasana	NP00000	villasana
	,	Fc	,
que	que	CS	que
esta	está	VMIP3S0	estar
de	de	SPS00	de
partida	partida	NCFS000	partida
para	para	SPS00	para
alla	allá	RG	allá
	,	Fc	,
me	me	PP1CS000	me
estaba	estaba	VMII0S0	estar
deziendo	diciendo	VMG0000	decir
la	la	DA0FS0	el
boluntad	voluntad	NCFS000	voluntad
que	que	CS	que
vm	VM	NP00000	VM
me	me	PP1CS000	me
tiene	tiene	VMIP3S0	tener
que	que	CS	que
asta	hasta	SPS00	hasta
las	las	DA0FP0	el
mercaderias	mercaderías	NCFP000	mercadería
que	que	CS	que
lo	lo	DA0NS0	el
mejor	mejor	RC	mejor
de	de	SPS00	de
contino	continuo	AQ0MS0	continuo
apartaban	apartaban	VMII3P0	apartar
para	para	SPS00	para
mi	mí	PP1CSO00	mí
	.	Fp	.
pues	Pues	CS	pues
yo	yo	PP1CSN00	yo
no	no	RN	no
soi	soy	VSIP1S0	ser
parte	parte	NCFS000	parte
para	para	SPS00	para
azer	hacer	VMN0000	hacer
ningun	ningún	DI0MS0	ninguno
serbiçio	servicio	NCMS000	servicio
a	a	SPS00	a
vm	VM	NP00000	VM
	,	Fc	,
dios	Dios	NP00000	dios
le	le	PP3CSD00	le
galardone	galardone	VMSP0S0	galardonar
a	a	SPS00	a
vm	VM	NP00000	VM
con	con	SPS00	con
mas	más	RC	más
q	que	CS	que
dar	dar	VMN0000	dar
mi	mi	DP1CSS	mi
boluntad	voluntad	NCFS000	voluntad
	,	Fc	,
que	que	CS	que
mi	mi	DP1CSS	mi
persona	persona	NCFS000	persona
y	y	CC	y
quanto	cuanto	PA000000	cuanto
tengo	tengo	VMIP1S0	tener
y	y	CC	y
adelante	adelante	RG	adelante
alcansare	alcanzare	VMSF0S0	alcanzar
es	es	VSIP3S0	ser
todo	todo	PI0MS000	todo
de	de	SPS00	de
vm	VM	NP00000	VM
	,	Fc	,
pues	pues	CS	pues
conozco	conozco	VMIP1S0	conocer
que	que	CS	que
por	por	SPS00	por
su	su	DP3CS0	su
fabor	favor	NCMS000	favor
tengo	tengo	VMIP1S0	tener
la	la	DA0FS0	el
honrra	honra	NCFS000	honra
que	que	PR0CN000	que
tengo	tengo	VMIP1S0	tener
asta	hasta	SPS00	hasta
que	que	CS	que
en	en	SPS00	en
parte	parte	NCFS000	parte
abisado	avisado	VMP0000	avisar
algunos	algunos	DI0MP0	alguno
señores	señores	NCMP000	señor
deudos	deudos	NCMP000	deudo
de	de	SPS00	de
mi	mi	DP1CSS	mi
espoza	esposa	NCFS000	esposo
lo	lo	DA0NS0	el
tanto	tanto	RC	tanto
que	que	PR0CN000	que
tengo	tengo	VMIP1S0	tener
en	en	SPS00	en
vm	VM	NP00000	VM
	;	Fx	;
que	que	CS	que
en	en	SPS00	en
todo	todo	DI0MS0	todo
vm	VM	NP00000	VM
tenrame	tendrame	VMIF3S0+PP1CS000	tener+me
esto	esto	PD0NN000	esto
para	para	SPS00	para
con	con	SPS00	con
dios	Dios	NP00000	dios
y	y	CC	y
a	a	SPS00	a
mi	mí	PP1CSO00	mí
queda	queda	VMIP3S0	quedar
obo	obligación	NCFS000	obligación
de	de	SPS00	de
rrogar	rogar	VMN0000	rogar
a	a	SPS00	a
dios	Dios	NP00000	dios
por	por	SPS00	por
su	su	DP3CS0	su
salud	salud	NCFS000	salud
	.	Fp	.
en	En	SPS00	en
quanto	cuanto	PA000000	cuanto
a	a	SPS00	a
lo	lo	DA0NS0	el
q	que	PR0CN000	que
dize	dice	VMIP3S0	decir
de	de	SPS00	de
las	las	DA0FP0	el
agujetas	agujetas	NCFN000	agujetas
azules	azules	NP00000	azules
que	que	CS	que
si	sin	SPS00	sin
comision	comisión	NCFS000	comisión
de	de	SPS00	de
vm	VM	NP00000	VM
las	las	PP3FPA00	lo
cargo	cargó	VMIS3S0	cargar
ju	Juan	NP00000	juan
de	de	SPS00	de
arrieta	Arrieta	NP00000	arrieta
y	y	CC	y
que	que	CS	que
si	si	CS	si
se	se	P00CN000	se
perdiere	perdiere	VMSF0S0	perder
algo	algo	PI0CS000	algo
lo	lo	PP3CNA00	lo
ponga	ponga	VMSP0S0	poner
a	a	SPS00	a
su	su	DP3CS0	su
cuenta	cuenta	NCFS000	cuenta
	,	Fc	,
digo	digo	VMIP1S0	decir
	,	Fc	,
señor	señor	NP00000	señor
	,	Fc	,
por	por	SPS00	por
todo	todo	DI0MS0	todo
lo	lo	DA0NS0	el
que	que	PR0CN000	que
balen	valen	VMIP3P0	valer
no	no	RN	no
seria	sería	VSIC0S0	ser
tan	tan	RC	tan
mal	mal	AQ0MS0	mal
criado	criado	NCMS000	criado
	.	Fp	.
veo	Veo	VMIP1S0	ver
que	que	CS	que
por	por	SPS00	por
açerme	hacerme	VMN0000+PP1CS000	hacer+me
mçed	merced	NCFS000	merced
se	se	P00CN000	se
a	ha	VAIP3S0	haber
abaxado	bajado	VMP0000	bajar
de	de	SPS00	de
cumpir	cumpir	VMN0000	cumpir
la	la	DA0FS0	el
poquedad	poquedad	NCFS000	poquedad
que	que	PR0CN000	que
le	le	PP3CSD00	le
ynbie	envié	VMIS1S0	enviar
a	a	SPS00	a
pidir	pedir	VMN0000	pedir
de	de	SPS00	de
su	su	DP3CS0	su
mano	mano	NCFS000	mano
	,	Fc	,
que	que	CS	que
vezo	beso	VMIP1S0	besar
las	las	DA0FP0	el
manos	manos	NCFP000	mano
mas	más	RC	más
de	de	SPS00	de
mill	mil	Z	1000
vezes	veces	NCFP000	vez
	.	Fp	.
veo	Veo	VMIP1S0	ver
las	las	DA0FP0	el
letras	letras	NCFP000	letra
que	que	PR0CN000	que
di	di	VMIS1S0	dar
sobre	sobre	SPS00	sobre
vm	VM	NP00000	VM
la	la	DA0FS0	el
fa	feria	NCFS000	feria
de	de	SPS00	de
agosto	agosto	NCMS000	agosto
pasada	pasada	VMP00SF	pasar
a	ha	VAIP3S0	haber
paguado	pagado	VMP0000	pagar
y	y	CC	y
la	la	DA0FS0	el
misma	misma	AQ0FS0	mismo
suma	suma	NCFS000	suma
a	ha	VAIP3S0	haber
tomado	tomado	VMP0000	tomar
para	para	SPS00	para
esta	ésta	PD0FS000	este
de	de	SPS00	de
mayo	mayo	NCMS000	mayo
	,	Fc	,
de	de	SPS00	de
que	que	CS	que
	,	Fc	,
señor	señor	NP00000	señor
	,	Fc	,
esta	está	VMIP3S0	estar
bien	bien	RG	bien
.	.	Fc	,
sus	Sus	DP3CP0	su
letras	letras	NCFP000	letra
se	se	P00CN000	se
an	han	VAIP3P0	haber
açetado	aceptado	VMP0000	aceptar
poniendo	poniendo	VMG0000	poner
ençima	encima	RG	encima
de	de	SPS00	de
mi	mi	DP1CSS	mi
cabesa	cabeza	NCFS000	cabeza
como	como	CS	como
es	es	VSIP3S0	ser
rrazon	razón	NCFS000	razón
	.	Fp	.
asi	Así	RG	así
bien	bien	RG	bien
veo	veo	VMIP1S0	ver
me	me	PP1CS000	me
dize	dice	VMIP3S0	decir
mis	mis	DP1CPS	mi
letras	letras	NCFP000	letra
que	que	PR0CN000	que
tome	tomé	VMIS1S0	tomar
sobre	sobre	SPS00	sobre
vm	VM	NP00000	VM
en	en	SPS00	en
esta	ésta	PD0FS000	este
de	de	SPS00	de
otue	octubre	NCMS000	octubre
las	las	PP3FPA00	lo
açeto	aceptó	VMIS1S0	aceptar
con	con	SPS00	con
aquela	aquella	DD0FS0	aquel
honrra	honra	NCFS000	honra
que	que	PR0CN000	que
fuesen	fuesen	VMSI3P0	ir
de	de	SPS00	de
vm	VM	NP00000	VM
mismo	mismo	AQ0MS0	mismo
	,	Fc	,
de	de	SPS00	de
que	que	CS	que
le	le	PP3CSD00	le
vezo	beso	VMIP1S0	besar
las	las	DA0FP0	el
manos	manos	NCFP000	mano
	.	Fp	.
asi	Así	RG	así
bien	bien	RG	bien
veo	veo	VMIP1S0	ver
la	la	DA0FS0	el
mçd	merced	NCFS000	merced
que	que	PR0CN000	que
me	me	PP1CS000	me
a	ha	VAIP3S0	haber
echo	hecho	VMP0000	hacer
de	de	SPS00	de
ynbiarme	enviarme	VMN0000+PP1CS000	enviar+me
credito	crédito	NCMS000	crédito
de	de	SPS00	de
herdo	Hernando	NP00000	hernando
de	de	SPS00	de
aça	Aça	NP00000	aça
	,	Fc	,
q	que	CS	que
bien	bien	RG	bien
menester	menester	NCMS000	menester
le	le	PP3CSD00	le
tube	tuve	VMIS1S0	tener
a	a	SPS00	a
cusa	causa	NCFS000	causa
que	que	CS	que
con	con	SPS00	con
estos	estos	DD0MP0	este
tienpos	tiempos	NCMP000	tiempo
rrezios	recios	NCMP000	recio
no	no	RN	no
an	han	VAIP3P0	haber
paguado	pagado	VMP0000	pagar
la	la	DA0FS0	el
terçia	tercia	AQ0FS0	tercio
parte	parte	NCFS000	parte
de	de	SPS00	de
lo	lo	DA0NS0	el
que	que	PR0CN000	que
devian	debían	VMII3P0	deber
y	y	CC	y
algunos	algunos	PI0MP000	alguno
no	no	RN	no
nada	nada	RQ	nada
	.	Fp	.
y	Y	CC	y
tanbien	también	RG	también
los	los	DA0MP0	el
dias	días	NCMP000	día
pasados	pasados	VMP00PM	pasar
platicamos	platicamos	VMIS1P0	platicar
entre	entre	SPS00	entre
un	un	DI0MS0	uno
amigo	amigo	NCMS000	amigo
myo	mío	DP1MSS	mío
y	y	CC	y
mi	mí	PP1CSO00	mí
	,	Fc	,
que	que	CS	que
el	el	DA0MS0	el
dho	dicho	NCMS000	dicho
me	me	PP1CS000	me
dixo	dijo	VMIS3S0	decir
como	como	CS	como
hiba	iba	VMII0S0	ir
con	con	SPS00	con
el	el	DA0MS0	el
enperador	emperador	NCMS000	emperador
sobre	sobre	SPS00	sobre
un	un	DI0MS0	uno
negoçio	negocio	NCMS000	negocio
y	y	CC	y
que	que	CS	que
podria	podría	VMIC0S0	poder
alcansar	alcanzar	VMN0000	alcanzar
liçençia	licencia	NCFS000	licencia
para	para	SPS00	para
cargar	cargar	VMN0000	cargar
algun	algún	DI0MS0	alguno
trigo	trigo	NCMS000	trigo
y	y	CC	y
	,	Fc	,
n	en	SPS00	en
tal	tal	RC	tal
caso	caso	NCMS000	caso
	,	Fc	,
si	si	CS	si
queria	quería	VMII0S0	querer
que	que	CS	que
carguase	cargase	VMSI0S0	cargar
de	de	SPS00	de
conpañia	compañía	NCFS000	compañía
una	una	DI0FS0	uno
parte	parte	NCFS000	parte
	.	Fp	.
y	Y	CC	y
le	le	PP3CSD00	le
dixe	dije	VMIS1S0	decir
que	que	CS	que
	,	Fc	,
si	si	CS	si
el	el	DA0MS0	el
qual	cual	PR0CS000	cual
alcansado	alcanzado	VMP00SM	alcanzar
licencia	licencia	NCFS000	licencia
	,	Fc	,
yr	ir	VMN0000	ir
tomando	tomando	VMG0000	tomar
sobre	sobre	SPS00	sobre
mi	mí	PP1CSO00	mí
para	para	SPS00	para
esta	esta	DD0FS0	este
fra	feria	NCFS000	feria
de	de	SPS00	de
villalon	Villalón	NP00000	villalón
1300	1300	Z	1300
e	escudos	NCMP000	escudo
por	por	SPS00	por
mi	mi	DP1CSS	mi
parte	parte	NCFS000	parte
	.	Fp	.
asi	Así	RG	así
	,	Fc	,
señor	señor	NP00000	señor
	,	Fc	,
con	con	SPS00	con
esto	esto	PD0NN000	esto
y	y	CC	y
como	como	CS	como
an	han	VAIP3P0	haber
pagado	pagado	VMP0000	pagar
tan	tan	RC	tan
mal	mal	RG	mal
	,	Fc	,
m	me	PP1CS000	me
e	he	VAIP1S0	haber
balido	valido	VMP0000	valer
sobre	sobre	SPS00	sobre
vm	VM	NP00000	VM
de	de	SPS00	de
2418	2418	Z	2418
e	escudos	NCMP000	escudo
d	de	SPS00	de
esta	esta	DD0FS0	este
manera	manera	NCFS000	manera
	:	Fd	:
1500	1500	Z	1500
e	escudos	NCMP000	escudo
de	de	SPS00	de
pedro	Pedro	NP00000	pedro
d	de	SPS00	de
aguillar	Aguillar	NP00000	aguillar
que	que	CS	que
ban	van	VMIP3P0	ir
a	a	SPS00	a
pagar	pagar	VMN0000	pagar
a	a	SPS00	a
rro	Rodrigo	NP00000	rodrigo
calderon	Calderón	NP00000	calderón
y	y	CC	y
alonso	Alonso	NP00000	alonso
de	de	SPS00	de
aguillar	Aguilar	NP00000	aguilar
	,	Fc	,
y	y	CC	y
318	318	Z	318
e	escudos	NCMP000	escudo
de	de	SPS00	de
herr	Hernando	NP00000	hernando
de	de	SPS00	de
aça	Aça	NP00000	aça
ma	Medina	NP00000	medina
que	que	CS	que
ban	van	VMIP3P0	ir
a	a	SPS00	a
paguar	pagar	VMN0000	pagar
a	a	SPS00	a
hernando	Hernando	NP00000	hernando
de	de	SPS00	de
aça	Aça	NP00000	aça
	,	Fc	,
y	y	CC	y
600	600	Z	600
e	escudos	NCMP000	escudo
de	de	SPS00	de
franco	Francisco	NP00000	francisco
de	de	SPS00	de
alça	Alza	NP00000	alza
que	que	CS	que
ban	van	VMIP3P0	ir
a	a	SPS00	a
paguar	pagar	VMN0000	pagar
a	a	SPS00	a
po	Pedro	NP00000	pedro
de	de	SPS00	de
madaria	Madaria	NP00000	madaria
	.	Fp	.
asi	Así	RG	así
bien	bien	RG	bien
en	en	SPS00	en
esta	esta	DD0FS0	este
fra	feria	NCFS000	feria
he	he	VAIP1S0	haber
tubido	tuvido	VMP0000	tener
mucho	mucho	DI0MS0	mucho
trabajo	trabajo	NCMS000	trabajo
por	por	SPS00	por
anto	Antonio	NP00000	antonio
de	de	SPS00	de
añues	Añués	NP00000	añués
de	de	SPS00	de
paguar	pagar	VMN0000	pagar
por	por	SPS00	por
su	su	DP3CS0	su
cuenta	cuenta	NCFS000	cuenta
	.	Fp	.
el	Él	PP3MS000	él
piença	piensa	VMIP3S0	pensar
que	que	CS	que
yo	yo	PP1CSN00	yo
tengo	tengo	VMIP1S0	tener
credito	crédito	NCMS000	crédito
abierto	abierto	VMP0000	abrir
para	para	SPS00	para
lo	lo	DA0NS0	el
de	de	SPS00	de
los	los	DA0MP0	el
canbios	cambios	NCMP000	cambio
y	y	CC	y
esta	está	VMIP3S0	estar
enguaynado	engañado	VMP00SM	engañar
	,	Fc	,
como	como	CS	como
vm	VM	NP00000	VM
bien	bien	RG	bien
sabe	sabe	VMIP3S0	saber
	.	Fp	.
para	Para	SPS00	para
su	su	DP3CS0	su
cuenta	cuenta	NCFS000	cuenta
me	me	PP1CS000	me
escribia	escribía	VMII0S0	escribir
q	que	CS	que
de	de	SPS00	de
pamplona	Pamplona	NP00000	pamplona
me	me	PP1CS000	me
proberian	proveerían	VMIC3P0	proveer
de	de	SPS00	de
mill	mil	Z	1000
ducados	ducados	NCMP000	ducado
y	y	CC	y
e	he	VAIP1S0	haber
stado	estado	VMP0000	estar
esperando	esperando	VMG0000	esperar
asta	hasta	SPS00	hasta
3	3	Z	3
dias	días	NCMP000	día
de	de	SPS00	de
pascoa	Pascua	NP00000	pascua
a	a	SPS00	a
ber	ver	VMN0000	ver
si	si	CS	si
me	me	PP1CS000	me
bendrian	vendrían	VMIC3P0	venir
rrecado	recado	NCMS000	recado
	,	Fc	,
q	que	CS	que
no	no	RN	no
tome	tomé	VMIS1S0	tomar
a	a	SPS00	a
canbio	cambio	NCMS000	cambio
asta	hasta	SPS00	hasta
las	las	DA0FP0	el
horas	horas	NCFP000	hora
	,	Fc	,
y	y	CC	y
asi	así	RG	así
coando	cuando	PA000000	cuando
sali	salí	VMIS1S0	salir
a	a	SPS00	a
la	la	DA0FS0	el
plaza	plaza	NCFS000	plaza
no	no	RN	no
alle	hallé	VMIS1S0	hallar
rreal	real	NCMS000	real
	;	Fx	;
y	y	CC	y
al	al	SPS00+DA0MS0	a+el
cabo	cabo	NCMS000	cabo
	,	Fc	,
coando	cuando	PA000000	cuando
los	los	PP3MPA00	lo
hube	hube	VMIS1S0	haber
	,	Fc	,
no	no	RN	no
pude	pude	VMIS1S0	poder
azer	hacer	VMN0000	hacer
menos	menos	RC	menos
sino	sino	CC	sino
que	que	CS	que
el	el	DA0MS0	el
señor	señor	NP00000	señor
ju	Juan	NP00000	juan
de	de	SPS00	de
leçama	Lezama	NP00000	lezama
diese	diese	VMSI0S0	dar
las	las	DA0FP0	el
letras	letras	NCFP000	letra
	,	Fc	,
por	por	SPS00	por
ser	ser	VSN0000	ser
honbre	hombre	NCMS000	hombre
que	que	CS	que
no	no	RN	no
se	se	P00CN000	se
fian	fían	VMIP3P0	fiar
en	en	SPS00	en
sus	sus	DP3CP0	su
manos	manos	NCFP000	mano
la	la	DA0FS0	el
balor	valor	NCMS000	valor
d	de	SPS00	de
ellos	ellos	PP3MP000	ellos
	.	Fp	.
doi	Doy	VMIP1S0	dar
letras	letras	NCFP000	letra
a	a	SPS00	a
