Muy	Muy	RQ	muy
padre	padre	NCMS000	padre
de	de	SPS00	de
vra	vuestra	DP2FSP	vuestro
muger	mujer	NCFS000	mujer
me	me	PP1CS000	me
dizen	dicen	VMIP3P0	decir
q	que	CS	que
sta	está	VMIP3S0	estar
hecho	hecho	VMP00SM	hacer
un	un	DI0MS0	uno
luçifer	lucifer	NCMS000	lucifer
	.	Fp	.
y	Y	CC	y
seria	sería	VSIC0S0	ser
cargo	cargo	NCMS000	cargo
de	de	SPS00	de
consçiençia	conciencia	NCFS000	conciencia
darle	darle	VMN0000+PP3CSD00	dar+le
mas	más	RC	más
alas	alas	NCFP000	ala
pa	para	SPS00	para
mas	más	RC	más
se	se	P00CN000	se
ensoberveçer	ensoberbecer	VMN0000	ensoberbecer
e	Y	CC	y
ya	ya	RG	ya
sabeys	sabéis	VMIP2P0	saber
como	cómo	PA000000	cómo
ha	ha	VAIP3S0	haber
tratado	tratado	VMP0000	tratar
a	a	SPS00	a
la	la	DA0FS0	el
sa	señora	NP00000	señor
on	On	NP00000	on
onegra	Onegra	NP00000	onegra
	.	Fp	.
y	Y	CC	y
agora	ahora	RG	ahora
quyere	quiere	VMIP3S0	querer
tomar	tomar	VMN0000	tomar
pleyto	pleito	NCMS000	pleito
conmigo	conmigo	SPS00+PP1CSO00	con+mí
	.	Fp	.
y	Y	CC	y
vos	vos	PP2CS000	vos
terneys	tendréis	VMIF2P0	tener
conoçido	conocido	VMP0000	conocer
quanto	cuánto	PT0MS000	cuánto
os	os	PP2CP000	os
agradeçe	agradece	VMIP3S0	agradecer
lo	lo	DA0NS0	el
q	que	PR0CN000	que
hizistes	hicistes	VMIS2S0	hacer
por	por	SPS00	por
el	él	PP3MS000	él
.	.	Fp	.
El	El	DA0MS0	el
tpo	tiempo	NCMS000	tiempo
mostrara	mostrará	VMIF3S0	mostrar
lo	lo	DA0NS0	el
q	que	PR0CN000	que
suçedera	sucederá	VMIF3S0	suceder
.	.	Fp	.
harta	Harta	DI0FS0	harto
pena	pena	NCFS000	pena
me	me	PP1CS000	me
dio	dio	VMIS3S0	dar
la	la	DA0FS0	el
muerte	muerte	NCFS000	muerte
de	de	SPS00	de
vro	vuestro	DP2MSP	vuestro
hijo	hijo	NCMS000	hijo
y	y	CC	y
harto	harto	RG	harto
encomdo	encomendado	VMP00SM	encomendar
y	y	CC	y
bien	bien	RG	bien
tratado	tratado	NCMS000	tratado
benya	venía	VMII0S0	venir
en	en	SPS00	en
l	el	DA0MS0	el
navio	navío	NCMS000	navío
de	de	SPS00	de
Jaurigui	Jáuregui	NP00000	jáuregui
q	que	CS	que
vio	vio	VMIS3S0	ver
al	al	SPS00+DA0MS0	a+el
trabes	través	NCMS000	través
	;	Fx	;
y	y	CC	y
murieron	murieron	VMIS3P0	morir
muchos	muchos	PI0MP000	mucho
q	que	PR0CN000	que
venyan	venían	VMII3P0	venir
en	en	SPS00	en
l	él	PP3MS000	él
con	con	SPS00	con
gran	gran	AQ0CS0	gran
suma	suma	NCFS000	suma
de	de	SPS00	de
hazienda	hacienda	NCFS000	hacienda
	.	Fp	.
es	Es	VSIP3S0	ser
de	de	SPS00	de
Creer	creer	VMN0000	creer
q	que	CS	que
su	su	DP3CS0	su
anyma	ánima	NCFS000	ánima
fue	fue	VSIS3S0	ser
en	en	SPS00	en
salvaçio	salvación	NCFS000	salvación
y	y	CC	y
esta	está	VMIP3S0	estar
con	con	SPS00	con
Dios	Dios	NP00000	dios
mejor	mejor	RC	mejor
q	que	CS	que
en	en	SPS00	en
Vizcaya	Vizcaya	NP00000	vizcaya
ny	ni	CC	ni
en	en	SPS00	en
mexco	México	NP00000	méxico
.	.	Fp	.
Dios	Dios	NP00000	dios
sabe	sabe	VMIP3S0	saber
lo	lo	DA0NS0	el
q	que	PR0CN000	que
haze	hace	VMIP3S0	hacer
y	y	CC	y
nosotros	nosotros	PP1MP000	nosotros
no	no	RN	no
sabemos	sabemos	VMIP1P0	saber
q	qué	PT0CN000	qué
s	es	VSIP3S0	ser
mejor	mejor	AQ0CS0	mejor
	.	Fp	.
A	A	SPS00	a
vra	vuestra	DP2FSP	vuestro
muger	mujer	NCFS000	mujer
Ruego	ruego	VMIP1S0	rogar
yo	yo	PP1CSN00	yo
q	que	CS	que
consuele	consuele	VMSP0S0	consolar
mucho	mucho	RQ	mucho
a	a	SPS00	a
mari	Mari	NP00000	mari
guiguez	Guíguez	NP00000	guíguez
	;	Fx	;
q	que	CS	que
harta	harta	DI0FS0	harto
compasion	compasión	NCFS000	compasión
le	le	PP3CSD00	le
tenga	tenga	VMSP0S0	tener
por	por	SPS00	por
le	le	PP3CSD00	le
aver	haber	VAN0000	haber
dado	dado	VMP0000	dar
tan	tan	RC	tan
ruyn	ruin	AQ0CS0	ruin
marido	marido	NCMS000	marido
	.	Fp	.
y	Y	CC	y
a	a	SPS00	a
vras	vuestras	DP2FPP	vuestro
hras	hermanas	NCFP000	hermano
me	me	PP1CS000	me
encomendad	encomendad	VMM02P0	encomendar
.	.	Fp	.
martin	Martín	NP00000	martín
de	de	SPS00	de
urquiaga	Urquiaga	NP00000	urquiaga
ya	ya	RG	ya
os	os	PP2CP000	os
puede	puede	VMIP3S0	poder
ayudar	ayudar	VMN0000	ayudar
pa	para	SPS00	para
casar	casar	VMN0000	casar
a	a	SPS00	a
vras	vuestras	DP2FPP	vuestro
hijas	hijas	NCFP000	hijo
	,	Fc	,
porq	porque	CS	porque
	,	Fc	,
allende	allende	RG	allende
q	que	CS	que
tiene	tiene	VMIP3S0	tener
una	una	DI0FS0	uno
capellania	capellanía	NCFS000	capellanía
q	que	PR0CN000	que
le	le	PP3CSD00	le
Renta	renta	NCFS000	renta
zent	cien	Z	100
ducados	ducados	NCMP000	ducado
	,	Fc	,
mas	más	RC	más
de	de	SPS00	de
dozient	doscientos	Z	200
gana	gana	NCFS000	gana
en	en	SPS00	en
las	las	DA0FP0	el
mynas	minas	NCFP000	mina
de	de	SPS00	de
çultepeque	Sultepec	NCMS000	sultepecétera
donde	donde	PA000000	donde
esta	está	VMIP3S0	estar
.	.	Fp	.
despues	Después	RG	después
q	que	CS	que
canto	cantó	VMIS3S0	cantar
misa	misa	NCFS000	misa
.	,	Fc	,
buenos	buenos	AQ0MP0	bueno
principios	principios	NCMP000	principio
muestra	muestra	VMIP3S0	mostrar
	;	Fx	;
veremos	veremos	VMIF1P0	ver
los	los	DA0MP0	el
medios	medios	NCMP000	medio
.	.	Fp	.
y	Y	CC	y
direys	diréis	VMIF2P0	decir
de	de	SPS00	de
my	mi	DP1CSS	mi
pte	parte	NCFS000	parte
a	a	SPS00	a
las	las	DA0FP0	el
beatas	beatas	NCFP000	beato
q	que	CS	que
no	no	RN	no
se	sé	VMIP1S0	saber
yo	yo	PP1CSN00	yo
por	por	SPS00	por
q	qué	DT0CN0	qué
razon	razón	NCFS000	razón
piden	piden	VMIP3P0	pedir
el	el	DA0MS0	el
dinero	dinero	NCMS000	dinero
a	a	SPS00	a
Urtuño	Ortuño	NP00000	ortuño
de	de	SPS00	de
Avendaño	Avendaño	NP00000	avendaño
	,	Fc	,
pues	pues	CS	pues
nunca	nunca	RN	nunca
fue	fue	VSIS3S0	ser
my	mi	DP1CSS	mi
yntincion	intención	NCFS000	intención
de	de	SPS00	de
les	les	PP3CPD00	le
mandar	mandar	VMN0000	mandar
dar	dar	VMN0000	dar
el	el	DA0MS0	el
dinero	dinero	NCMS000	dinero
	,	Fc	,
sino	sino	CC	sino
de	de	SPS00	de
poner	poner	VMN0000	poner
en	en	SPS00	en
su	su	DP3CS0	su
cabeça	cabeza	NCFS000	cabeza
la	la	DA0FS0	el
renta	renta	NCFS000	renta
pa	para	SPS00	para
que	que	PR0CN000	que
ellas	ellas	PP3FP000	ellos
probeyesen	proveyesen	VMSI3P0	proveer
a	a	SPS00	a
los	los	DA0MP0	el
Religiosos	religiosos	AQ0MP0	religioso
huespedes	huéspedes	NCMP000	huésped
de	de	SPS00	de
lo	lo	DA0NS0	el
necesario	necesario	AQ0MS0	necesario
.	.	Fp	.
y	Y	CC	y
deben	deben	VMIP3P0	deber
de	de	SPS00	de
prestar	prestar	VMN0000	prestar
paçiençia	paciencia	NCFS000	paciencia
	,	Fc	,
pues	pues	CS	pues
en	en	SPS00	en
el	el	DA0MS0	el
tpo	tiempo	NCMS000	tiempo
pasado	pasado	VMP00SM	pasar
sin	sin	SPS00	sin
Renta	renta	NCFS000	renta
an	han	VAIP3P0	haber
bivido	vivido	VMP0000	vivir
y	y	CC	y
de	de	SPS00	de
aqui	aquí	RG	aquí
Adelante	adelante	RG	adelante
todavia	todavía	RG	todavía
terna	tendrá	VMIF3S0	tener
mediano	mediano	AQ0MS0	mediano
socorro	socorro	NCMS000	socorro
aunq	aunque	CS	aunque
ayan	hayan	VASP3P0	haber
de	de	SPS00	de
probeer	proveer	VMN0000	proveer
a	a	SPS00	a
los	los	DA0MP0	el
religiosos	religiosos	AQ0MP0	religioso
.	.	Fp	.
y	Y	CC	y
	,	Fc	,
pues	pues	CS	pues
yo	yo	PP1CSN00	yo
he	he	VAIP1S0	haber
hecho	hecho	VMP0000	hacer
lo	lo	DA0NS0	el
q	que	PR0CN000	que
es	es	VSIP3S0	ser
de	de	SPS00	de
mi	mi	DP1CSS	mi
pte	parte	NCFS000	parte
	,	Fc	,
deve	debe	VMIP3S0	deber
alla	allá	RG	allá
ponerse	ponerse	VMN0000+P00CN000	poner+se
buena	buena	AQ0FS0	bueno
diligençia	diligencia	NCFS000	diligencia
pa	para	SPS00	para
q	que	CS	que
con	con	SPS00	con
toda	toda	DI0FS0	todo
brevedad	brevedad	NCFS000	brevedad
se	se	P00CN000	se
Compre	compre	VMIS3S0	comprar
la	la	DA0FS0	el
Renta	renta	NCFS000	renta
	,	Fc	,
como	como	CS	como
yo	yo	PP1CSN00	yo
lo	lo	PP3CNA00	lo
vea	vea	VMSP0S0	ver
efetuado	efectuado	VMP00SM	efectuar
antes	antes	RG	antes
de	de	SPS00	de
my	mi	DP1CSS	mi
fin	fin	NCMS000	fin
.	.	Fp	.
y	Y	CC	y
a	a	SPS00	a
vos	vos	PP2CS000	vos
enComdo	encomiendo	VMIP1S0	encomendar
q	que	CS	que
ayudeys	ayudéis	VMSP2P0	ayudar
a	a	SPS00	a
Urtuno	Ortuño	NP00000	ortuño
y	y	CC	y
al	al	SPS00+DA0MS0	a+el
padre	padre	NCMS000	padre
probinçial	provincial	NCMS000	provincial
	,	Fc	,
en	en	SPS00	en
quien	quien	PR0CS000	quien
esta	está	VMIP3S0	estar
toda	toda	DI0FS0	todo
mi	mi	DP1CSS	mi
confiança	confianza	NCFS000	confianza
	.	Fp	.
y	Y	CC	y
en	en	SPS00	en
esto	esto	PD0NN000	esto
me	me	PP1CS000	me
echareys	echaréis	VMIF2P0	echar
a	a	SPS00	a
my	mí	PP1CSO00	mí
en	en	SPS00	en
mucho	mucho	DI0MS0	mucho
cargo	cargo	NCMS000	cargo
.	.	Fp	.
y	Y	CC	y
nro	Nuestro	DP1MSP	nuestro
señor	Señor	NP00000	señor
os	os	PP2CP000	os
haga	haga	VMSP0S0	hacer
bienaventurado	bienaventurado	NCMS000	bienaventurado
Y	y	CC	y
os	os	PP2CP000	os
de	dé	VMSP0S0	dar
su	su	DP3CS0	su
graçia	gracia	NCFS000	gracia
para	para	SPS00	para
que	que	CS	que
nos	nos	PP1CP000	nos
veamos	veamos	VMSP1P0	ver
En	en	SPS00	en
parayso	paraíso	NCMS000	paraíso
	.	Fp	.
de	De	SPS00	de
mexco	México	NP00000	méxico
	,	Fc	,
xxvi	26	Z	26
de	de	SPS00	de
abril	abril	NCMS000	abril
de	de	SPS00	de
MDxLviiio	1548	Z	1548
aos	años	NCMP000	año
	.	Fp	.
vro	Vuestro	DP2MSP	vuestro
hro	hermano	NCMS000	hermano
orador	orador	NCMS000	orador
	,	Fc	,
fray	fray	NP00000	fray
jua	Juan	NP00000	juan
	,	Fc	,
obpo	obispo	NCMS000	obispo
de	de	SPS00	de
mexico	México	NP00000	méxico
