Jesus	Jesús	NP00000	jesús
balido	valido	VMP0000	valer
	.	Fp	.
y	Y	CC	y
por	por	SPS00	por
la	la	DA0FS0	el
dha	dicha	VMP00SF	decir
qta	cuenta	NCFS000	cuenta
lo	lo	PP3CNA00	lo
bera	verá	VMIF3S0	ver
q	qué	PT0CN000	qué
tpos	tiempos	NCMP000	tiempo
se	se	P00CN000	se
an	han	VAIP3P0	haber
dado	dado	VMP0000	dar
con	con	SPS00	con
ellos	ellos	PP3MP000	ellos
	.	Fp	.
y	Y	CC	y
la	la	DA0FS0	el
dita	dita	NCFS000	dita
la	la	PP3FSA00	lo
tengo	tengo	VMIP1S0	tener
por	por	SPS00	por
buena	buena	AQ0FS0	bueno
y	y	CC	y
a	a	SPS00	a
los	los	DA0MP0	el
tpos	tiempos	NCMP000	tiempo
pienso	pienso	VMIP1S0	pensar
q	que	CS	que
no	no	RN	no
ara	hará	VMIF3S0	hacer
falta	falta	NCFS000	falta
de	de	SPS00	de
pagar	pagar	VMN0000	pagar
	.	Fp	.
en	En	SPS00	en
fin	fin	NCMS000	fin
	,	Fc	,
el	el	DA0MS0	el
risgo	riesgo	NCMS000	riesgo
es	es	VSIP3S0	ser
a	a	SPS00	a
cargo	cargo	NCMS000	cargo
de	de	SPS00	de
vm	VM	NP00000	VM
y	y	CC	y
no	no	RN	no
a	a	SPS00	a
la	la	DA0FS0	el
mia	mía	PX1FS0S0	mío
	.	Fp	.
y	Y	CC	y
del	del	SPS00+DA0MS0	de+el
rdo	recibido	VMP00SM	recibir
de	de	SPS00	de
la	la	DA0FS0	el
dha	dicha	VMP00SF	decir
qta	cuenta	NCFS000	cuenta
me	me	PP1CS000	me
mandara	mandará	VMIF3S0	mandar
	,	Fc	,
señor	señor	NP00000	señor
	,	Fc	,
abisar	avisar	VMN0000	avisar
.	.	Fp	.
en	En	SPS00	en
la	la	DA0FS0	el
nao	nao	NCFS000	nao
de	de	SPS00	de
ju	Juan	NP00000	juan
de	de	SPS00	de
amasa	Amasa	NP00000	amasa
cargo	cargó	VMIS3S0	cargar
la	la	DA0FS0	el
señora	señora	NP00000	señor
simona	Simona	NP00000	simona
de	de	SPS00	de
lasao	Lasao	NP00000	lasao
catorze	catorce	Z	14
costales	costales	NCMP000	costal
de	de	SPS00	de
regalizes	regalizes	NP00000	regalizes
de	de	SPS00	de
su	su	DP3CS0	su
marca	marca	NCFS000	marca
	,	Fc	,
los	los	DA0MP0	el
quales	cuales	PR0CP000	cual
se	se	P00CN000	se
an	han	VAIP3P0	haber
rdo	recibido	VMP0000	recibir
y	y	CC	y
en	en	SPS00	en
enberes	Amberes	NP00000	amberes
los	los	PP3MPA00	lo
ha	ha	VAIP3S0	haber
vendido	vendido	VMP0000	vender
mi	mi	DP1CSS	mi
hombre	hombre	NCMS000	hombre
a	a	SPS00	a
los	los	DA0MP0	el
groseros	groseros	NCMP000	grosero
de	de	SPS00	de
enberes	Amberes	NP00000	amberes
a	a	SPS00	a
doze	doce	Z	12
sueldos	sueldos	NCMP000	sueldo
el	el	DA0MS0	el
cto	ciento	Z	100
	,	Fc	,
que	que	CS	que
es	es	VSIP3S0	ser
buena	buena	AQ0FS0	bueno
benta	venta	NCFS000	venta
	,	Fc	,
q	que	CS	que
los	los	DA0MP0	el
de	de	SPS00	de
acarreta	Acarreta	NP00000	acarreta
ni	ni	CC	ni
los	los	DA0MP0	el
de	de	SPS00	de
lazo	Lazao	NP00000	lazao
no	no	RN	no
an	han	VAIP3P0	haber
balido	valido	VMP0000	valer
tanto	tanto	RC	tanto
	.	Fp	.
y	Y	CC	y
con	con	SPS00	con
ellos	ellos	PP3MP000	ellos
se	se	P00CN000	se
a	ha	VAIP3S0	haber
dado	dado	VMP0000	dar
coatro	cuatro	Z	4
meses	meses	NCMP000	mes
de	de	SPS00	de
tpo	tiempo	NCMS000	tiempo
	.	Fp	.
y	Y	CC	y
el	el	DA0MS0	el
dho	dicho	NCMS000	dicho
mi	mi	DP1CSS	mi
hombre	hombre	NCMS000	hombre
aun	aún	RG	aun
no	no	RN	no
me	me	PP1CS000	me
a	ha	VAIP3S0	haber
ynbiado	enviado	VMP0000	enviar
la	la	DA0FS0	el
qta	cuenta	NCFS000	cuenta
d	de	SPS00	de
ellos	ellos	PP3MP000	ellos
	;	Fx	;
y	y	CC	y
mas	más	RC	más
que	que	CS	que
me	me	PP1CS000	me
la	la	PP3FSA00	lo
ynbie	envíe	VMSP0S0	enviar
se	se	PP3CN000	se
la	la	PP3FSA00	lo
ynbiare	enviaré	VMIF1S0	enviar
.	.	Fp	.
yo	Yo	PP1CSN00	yo
estoy	estoy	VMIP1S0	estar
maravillado	maravillado	VMP00SM	maravillar
como	como	CS	como
vm	VM	NP00000	VM
no	no	RN	no
dio	dio	VMIS3S0	dar
cumplimto	cumplimiento	NCMS000	cumplimiento
a	a	SPS00	a
my	mi	DP1CSS	mi
letra	letra	NCFS000	letra
de	de	SPS00	de
canvio	cambio	NCMS000	cambio
que	que	CS	que
sobre	sobre	SPS00	sobre
el	él	PP3MS000	él
di	di	VMM02S0	decir
	,	Fc	,
que	que	CS	que
en	en	SPS00	en
vdad	verdad	NCFS000	verdad
que	que	PR0CN000	que
pense	pensé	VMIS1S0	pensar
que	que	CS	que
obiera	hubiera	VASI0S0	haber
echo	hecho	VMP0000	hacer
mejor	mejor	RC	mejor
.	.	Fp	.
en	En	SPS00	en
fin	fin	NCMS000	fin
	,	Fc	,
ello	ello	PD0NN000	ello
es	es	VSIP3S0	ser
echo	hecho	NCMS000	hecho
y	y	CC	y
falta	falta	VMIP3S0	faltar
av	haber	VMN0000	haber
la	la	DA0FS0	el
paçiençia	paciencia	NCFS000	paciencia
	.	Fp	.
y	Y	CC	y
el	el	DA0MS0	el
protesto	protesto	NCMS000	protesto
d	de	SPS00	de
ello	ello	PD0NN000	ello
a	ha	VAIP3S0	haber
venido	venido	VMP0000	venir
aqui	aquí	RG	aquí
a	a	SPS00	a
pagar	pagar	VMN0000	pagar
en	en	SPS00	en
estos	estos	DD0MP0	este
pagos	pagos	AQ0MPP	pago
de	de	SPS00	de
septe	septiembre	NCMS000	septiembre
	.	Fp	.
y	Y	CC	y
mas	más	RC	más
que	que	CS	que
los	los	DA0MP0	el
pagos	pagos	AQ0MPP	pago
sean	sean	VSSP3P0	ser
echos	hechos	NCMP000	hecho
se	se	P00CN000	se
dara	dará	VMIF3S0	dar
lras	letras	NCFP000	letra
de	de	SPS00	de
canvio	cambio	NCMS000	cambio
de	de	SPS00	de
la	la	DA0FS0	el
valor	valor	NCMS000	valor
sobre	sobre	SPS00	sobre
vm	VM	NP00000	VM
	.	Fp	.
y	Y	CC	y
le	le	PP3CSD00	le
pido	pido	VMIP1S0	pedir
	,	Fc	,
señor	señor	NP00000	señor
	,	Fc	,
por	por	SPS00	por
md	merced	NCFS000	merced
quiera	quiera	VMSP0S0	querer
açeptar	aceptar	VMN0000	aceptar
y	y	CC	y
pagar	pagar	VMN0000	pagar
a	a	SPS00	a
su	su	DP3CS0	su
tpo	tiempo	NCMS000	tiempo
.	.	Fp	.
lanas	Lanas	NP00000	lanas
a	a	SPS00	a
ninguna	ninguna	DI0FS0	ninguno
cueta	cuenta	NCFS000	cuenta
no	no	RN	no
ynbie	envíe	VMSP0S0	enviar
pa	para	SPS00	para
aca	acá	RG	acá
porque	porque	CS	porque
no	no	RN	no
las	las	PP3FPA00	lo
podemos	podemos	VMIP1P0	poder
despachar	despachar	VMN0000	despachar
por	por	SPS00	por
ningun	ningún	DI0MS0	ninguno
preçio	precio	NCMS000	precio
	.	Fp	.
y	Y	CC	y
las	las	DA0FP0	el
suertes	suertes	NCFP000	suerte
de	de	SPS00	de
navarra	Navarra	NP00000	navarra
an	han	VAIP3P0	haber
vaxado	bajado	VMP0000	bajar
en	en	SPS00	en
los	los	DA0MP0	el
preçios	precios	NCMP000	precio
mas	más	RC	más
de	de	SPS00	de
10	10	Z	10
grs	gramos	NCMP000	gramo
por	por	SPS00	por
clabo	clavo	NCMS000	clavo
	;	Fx	;
que	que	CS	que
le	le	PP3CSD00	le
sea	sea	VSSP0S0	ser
	,	Fc	,
señor	señor	NP00000	señor
	,	Fc	,
aviso	aviso	NCMS000	aviso
.	.	Fp	.
y	Y	CC	y
por	por	SPS00	por
esta	ésta	PD0FS000	este
no	no	RN	no
ay	hay	VMIP3S0	haber
q	qué	PT0CN000	qué
mas	más	RC	más
dezir	decir	VMN0000	decir
	.	Fp	.
y	Y	CC	y
nro	Nuestro	DP1MSP	nuestro
señor	Señor	NP00000	señor
sea	sea	VSSP0S0	ser
en	en	SPS00	en
su	su	DP3CS0	su
guarda	guarda	NCFS000	guarda
	.	Fp	.
y	Y	CC	y
quedo	quedo	VMIP1S0	quedar
	...	Fs	...
	...	Fs	...
a	a	SPS00	a
servo	servicio	NCMS000	servicio
de	de	SPS00	de
vm	VM	NP00000	VM
	,	Fc	,
ju	Juan	NP00000	juan
de	de	SPS00	de
arryeta	Arrieta	NP00000	arrieta
yo	Yo	PP1CSN00	yo
le	le	PP3CSD00	le
ruego	ruego	VMIP1S0	rogar
	,	Fc	,
s	señor	NP00000	señor
	,	Fc	,
q	que	CS	que
probea	provea	VMSP0S0	proveer
pa	para	SPS00	para
esta	ésta	PD0FS000	este
de	de	SPS00	de
octe	octubre	NCMS000	octubre
de	de	SPS00	de
medina	Medina	NP00000	medina
del	del	SPS00+DA0MS0	de+el
canpo	Campo	NP00000	campo
la	la	DA0FS0	el
balor	valor	NCMS000	valor
de	de	SPS00	de
los	los	DA0MP0	el
142	142	Z	142
ducs	ducados	NCMP000	ducado
q	que	PR0CN000	que
dexo	dejó	VMIS3S0	dejar
protestar	protestar	VMN0000	protestar
en	en	SPS00	en
la	la	DA0FS0	el
de	de	SPS00	de
mayo	mayo	NCMS000	mayo
	,	Fc	,
q	que	CS	que
yo	yo	PP1CSN00	yo
dare	daré	VMIF1S0	dar
lras	letras	NCFP000	letra
sobre	sobre	SPS00	sobre
el	él	PP3MS000	él
a	a	SPS00	a
pagar	pagar	VMN0000	pagar
a	a	SPS00	a
ju	Juan	NP00000	juan
de	de	SPS00	de
	,	Fc	,
digo	digo	VMIP1S0	decir
a	a	SPS00	a
pagar	pagar	VMN0000	pagar
a	a	SPS00	a
reinaldo	Reinaldo	NP00000	reinaldo
stroçi	Estroci	NP00000	estroci
	.	Fp	.
y	Y	CC	y
le	le	PP3CSD00	le
ruego	ruego	VMIP1S0	rogar
de	de	SPS00	de
q	que	CS	que
no	no	RN	no
aya	haya	VMSP0S0	haber
falta	falta	NCFS000	falta
y	y	CC	y
no	no	RN	no
aga	haga	VMSP0S0	hacer
como	como	CS	como
lo	lo	PP3CNA00	lo
yzo	hizo	VMIS3S0	hacer
en	en	SPS00	en
la	la	DA0FS0	el
de	de	SPS00	de
mayo	mayo	NCMS000	mayo
	,	Fc	,
q	que	CS	que
dexo	dejó	VMIS3S0	dejar
protestar	protestar	VMN0000	protestar
mis	mis	DP1CPS	mi
lras	letras	NCFP000	letra
.	.	Fp	.
y	Y	CC	y
pa	para	SPS00	para
lo	lo	DA0NS0	el
de	de	SPS00	de
los	los	DA0MP0	el
dichos	dichos	VMP00PM	decir
142	142	Z	142
ducs	ducados	NCMP000	ducado
q	que	PR0CN000	que
dexo	dejó	VMIS3S0	dejar
protestar	protestar	VMN0000	protestar
	,	Fc	,
segun	según	SPS00	según
vino	vino	VMIS3S0	venir
el	el	DA0MS0	el
protesto	protesto	NCMS000	protesto
y	y	CC	y
canbiados	cambiados	NCMP000	cambiado
aca	acá	RG	acá
a	a	SPS00	a
71	71	Z	71
d	dineros	NCMP000	dinero
por	por	SPS00	por
ducs	ducados	NCMP000	ducado
	,	Fc	,
monta	montan	VMIP3P0	montar
160	160	Z	160
ducs	ducados	NCMP000	ducado
3/4	3/4	Z	3/4
	,	Fc	,
de	de	SPS00	de
los	los	DA0MP0	el
quales	cuales	PR0CP000	cual
envio	envío	VMIP1S0	enviar
las	las	DA0FP0	el
lras	letras	NCFP000	letra
al	al	SPS00+DA0MS0	a+el
s	señor	NP00000	señor
reinaldo	Reinaldo	NP00000	reinaldo
estroçi	Estroci	NP00000	estroci
	.	Fp	.
y	Y	CC	y
le	le	PP3CSD00	le
suplico	suplico	VMIP1S0	suplicar
	,	Fc	,
s	señor	NP00000	señor
	,	Fc	,
le	le	PP3CSD00	le
probea	provea	VMSP0S0	proveer
de	de	SPS00	de
la	la	DA0FS0	el
balor	valor	NCMS000	valor
	,	Fc	,
de	de	SPS00	de
manera	manera	NCFS000	manera
q	que	PR0CN000	que
sea	sean	VSSP3P0	ser
cumplids	cumplidos	VMP00PM	cumplir
co	con	SPS00	con
onor	honor	NCMS000	honor
mis	mis	DP1CPS	mi
lras	letras	NCFP000	letra
	.	Fp	.
