muy	Muy	RQ	muy
aguardare	aguardaré	VMIF1S0	aguardar
todo	todo	DI0MS0	todo
lo	lo	DA0NS0	el
q	que	PR0CN000	que
podyere	pudiere	VMSF0S0	poder
	.	Fp	.
si	Si	CS	si
vramd	VM	NP00000	VM
no	no	RN	no
es	es	VSIP3S0	ser
serbida	servida	VMP00SF	servir
azerme	hacerme	VMN0000+PP1CS000	hacer+me
esta	esta	DD0FS0	este
md	merced	NCFS000	merced
me	me	PP1CS000	me
perdone	perdone	VMSP0S0	perdonar
q	que	CS	que
yo	yo	PP1CSN00	yo
no	no	RN	no
podere	podré	VMIF1S0	poder
decear	desear	VMN0000	desear
de	de	SPS00	de
los	los	DA0MP0	el
fiadores	fiadores	NCMP000	fiador
	,	Fc	,
pues	pues	CS	pues
lo	lo	PP3CNA00	lo
azen	hacen	VMIP3P0	hacer
a	a	SPS00	a
my	mí	PP1CSO00	mí
.	.	Fp	.
tanbyen	También	RG	también
me	me	PP1CS000	me
dyce	dice	VMIP3S0	decir
el	el	DA0MS0	el
moso	mozo	NCMS000	mozo
que	que	PR0CN000	que
fue	fue	VMIS3S0	ir
alla	allá	RG	allá
q	que	CS	que
vramd	VM	NP00000	VM
dizia	decía	VMII0S0	decir
q	que	CS	que
abyan	habían	VAII3P0	haber
dado	dado	VMP0000	dar
setecientos	setecientos	Z	700
ducados	ducados	NCMP000	ducado
	.	Fp	.
yo	Yo	PP1CSN00	yo
ya	ya	RG	ya
pase	pasé	VMIS1S0	pasar
de	de	SPS00	de
bente	veinte	Z	20
v	v	NCFS000	v
	.	Fp	.
y	Y	CC	y
aunq	aunque	CS	aunque
me	me	PP1CS000	me
sea	sea	VSSP0S0	ser
menester	menester	NCMS000	menester
no	no	RN	no
me	me	PP1CS000	me
lo	lo	PP3CNA00	lo
queran	querrán	VMIF3P0	querer
mandar	mandar	VMN0000	mandar
dar	dar	VMN0000	dar
	.	Fp	.
y	Y	CC	y
aunq	aunque	CS	aunque
my	mi	DP1CSS	mi
azienda	hacienda	NCFS000	hacienda
sea	sea	VSSP0S0	ser
poca	poca	DI0FS0	poco
quando	cuando	PA000000	cuando
yo	yo	PP1CSN00	yo
me	me	PP1CS000	me
moryere	muriere	VMSF0S0	morir
de	de	SPS00	de
q	que	CS	que
se	se	P00CN000	se
pagar	pagar	VMN0000	pagar
aquello	aquello	PD0NN000	aquello
vramd	VM	NP00000	VM
me	me	PP1CS000	me
perdone	perdone	VMSP0S0	perdonar
escrybyr	escribir	VMN0000	escribir
esto	esto	PD0NN000	esto
tenga	tenga	VMSP0S0	tener
a	a	SPS00	a
vramd	VM	NP00000	VM
por	por	SPS00	por
my	mi	DP1CSS	mi
señora	señora	NP00000	señor
sy	si	CS	si
en	en	SPS00	en
las	las	DA0FP0	el
preguntas	preguntas	NCFP000	pregunta
q	que	CS	que
syendo	siendo	VSG0000	ser
vramd	VM	NP00000	VM
tan	tan	RC	tan
e	y	CC	y
tenyendo	teniendo	VMG0000	tener
tanto	tanto	RC	tanto
e	y	CC	y
se	se	P00CN000	se
me	me	PP1CS000	me
paga	paga	VMIP3S0	pagar
tan	tan	RC	tan
a	a	SPS00	a
rastro	rastro	NCMS000	rastro
sescyentos	seiscientos	Z	600
ducados	ducados	NCMP000	ducado
q	que	CS	que
soy	soy	VSIP1S0	ser
pobre	pobre	AQ0CS0	pobre
soldado	soldado	NCMS000	soldado
a	a	SPS00	a
dos	dos	Z	2
myl	mil	Z	1000
q	que	PR0CN000	que
me	me	PP1CS000	me
llebaron	llevaron	VMIS3P0	llevar
en	en	SPS00	en
tres	tres	Z	3
dias	días	NCMP000	día
.	.	Fp	.
a	A	SPS00	a
my	mi	DP1CSS	mi
señor	señor	NP00000	señor
fernan	Fernán	NP00000	fernán
peres	Pérez	NP00000	pérez
beso	beso	VMIP1S0	besar
las	las	DA0FP0	el
manos	manos	NCFP000	mano
y	y	CC	y
sabe	sabe	VMIP3S0	saber
dyos	Dios	NP00000	dios
la	la	DA0FS0	el
pena	pena	NCFS000	pena
q	que	PR0CN000	que
tenemos	tenemos	VMIP1P0	tener
de	de	SPS00	de
su	su	DP3CS0	su
enfermedad	enfermedad	NCFS000	enfermedad
.	.	Fp	.
doña	Doña	NP00000	don
mayor	Mayor	NCMS000	mayor
besa	besa	VMIP3S0	besar
las	las	DA0FP0	el
manos	manos	NCFP000	mano
a	a	SPS00	a
su	su	DP3CS0	su
md	merced	NCFS000	merced
e	y	CC	y
las	las	DA0FP0	el
de	de	SPS00	de
vramd	VM	NP00000	VM
y	y	CC	y
entrambos	entrambos	PI0MP000	entrambos
las	las	DA0FP0	el
de	de	SPS00	de
la	la	DA0FS0	el
señora	señora	NP00000	señor
doña	doña	NP00000	don
atabyna	Atabina	NP00000	atabina
	.	Fp	.
de	De	SPS00	de
moreda	Moreda	NP00000	moreda
	,	Fc	,
oy	hoy	RG	hoy
lunes	lunes	NCMN000	lunes
	.	Fc	,
besa	Besa	VMIP3S0	besar
las	las	DA0FP0	el
manos	manos	NCFP000	mano
a	a	SPS00	a
vramd	VM	NP00000	VM
su	su	DP3CS0	su
serbydor	servidor	NCMS000	servidor
	,	Fc	,
luis	Luis	NP00000	luis
de	de	SPS00	de
sotomayor	Sotomayor	NP00000	sotomayor
