Ille	Ilustre	AQ0CS0	ilustre
cura	cura	NCMS000	cura
de	de	SPS00	de
baRuezes	Berrueces	NP00000	berrueces
y	y	CC	y
el	el	DA0MS0	el
licenciado	licenciado	NP00000	licenciado
bicama	Bizama	NP00000	bizama
lo	lo	PP3MSA00	lo
tenia	tenía	VMII0S0	tener
por	por	SPS00	por
hermano	hermano	NCMS000	hermano
,	,	Fc	,
aunq	aunque	CS	aunque
se	se	P00CN000	se
dize	dice	VMIP3S0	decir
ser	ser	VSN0000	ser
hijo	hijo	NCMS000	hijo
de	de	SPS00	de
un	un	DI0MS0	uno
santas	Santas	NP00000	santo
martas	Martas	NP00000	martas
,	.	Fp	.
vmd	VM	NP00000	VM
muestre	muestre	VMSP0S0	mostrar
esa	esa	DD0FS0	ese
Relaçio	relación	NCFS000	relación
al	al	SPS00+DA0MS0	a+el
s	señor	NP00000	señor
asistete	asistente	NP00000	asistente
,	.	Fp	.
y	Y	CC	y
si	si	CS	si
tuviera	tuviera	VMSI0S0	tener
con	con	SPS00	con
q	qué	PT0CN000	qué
embiar	enviar	VMN0000	enviar
por	por	SPS00	por
un	un	DI0MS0	uno
juez	juez	NCMS000	juez
contra	contra	SPS00	contra
aqllos	aquellos	DD0MP0	aquel
villanos	villanos	NCMP000	villano
	,	Fc	,
yo	yo	PP1CSN00	yo
embiara	enviara	VMSI0S0	enviar
por	por	SPS00	por
el	él	PP3MS000	él
,	,	Fc	,
q	que	CS	que
no	no	RN	no
avia	habían	VMII3P0	haber
de	de	SPS00	de
hazer	hacer	VMN0000	hacer
caso	caso	NCMS000	caso
de	de	SPS00	de
un	un	DI0MS0	uno
moço	mozo	NCMS000	mozo
de	de	SPS00	de
menor	menor	NCMS000	menor
de	de	SPS00	de
edad	edad	NCFS000	edad
q	que	PR0CN000	que
estuvo	estuvo	VMIS3S0	estar
toda	toda	DI0FS0	todo
la	la	DA0FS0	el
noche	noche	NCFS000	noche
borracho	borracho	AQ0MS0	borracho
en	en	SPS00	en
el	el	DA0MS0	el
lodo	lodo	NCMS000	lodo
desatinando	desatinando	VMG0000	desatinar
,	.	Fp	.
y	Y	CC	y
bien	bien	RG	bien
sabe	sabe	VMIP3S0	saber
vmd	VM	NP00000	VM
q	que	CS	que
el	el	DA0MS0	el
sacro	sacro	AQ0MS0	sacro
concilio	concilio	NCMS000	concilio
en	en	SPS00	en
el	el	DA0MS0	el
c	capítulo	NCMS000	capítulo
5	5	Z	5
de	de	SPS00	de
la	la	DA0FS0	el
sesio	sesión	NCFS000	sesión
24	24	Z	24
	,	Fc	,
donde	donde	PA000000	donde
yo	yo	PP1CSN00	yo
estuve	estuve	VMIS1S0	estar
seys	seis	Z	6
años	años	NCMP000	año
en	en	SPS00	en
vezes	veces	NCFP000	vez
,	,	Fc	,
manda	manda	VMIP3S0	mandar
q	que	CS	que
solo	sólo	RG	sólo
el	el	DA0MS0	el
papa	Papa	NP00000	papa
sea	sea	VSSP0S0	ser
juez	juez	NCMS000	juez
de	de	SPS00	de
un	un	DI0MS0	uno
obpo	obispo	NCMS000	obispo
	,	Fc	,
aunq	aunque	CS	aunque
sea	sea	VSSP0S0	ser
en	en	SPS00	en
casos	casos	NCMP000	caso
de	de	SPS00	de
herejia	herejía	NCFS000	herejía
,	,	Fc	,
y	y	CC	y
q	que	CS	que
nadie	nadie	PI0NN00N	nadie
pueda	pueda	VMSP0S0	poder
hazer	hacer	VMN0000	hacer
informacio	información	NCFS000	información
contra	contra	SPS00	contra
obpo	obispo	NCMS000	obispo
sin	sin	SPS00	sin
comissio	comisión	NCFS000	comisión
firmada	firmada	VMP00SF	firmar
de	de	SPS00	de
mano	mano	NCFS000	mano
del	del	SPS00+DA0MS0	de+el
papa	Papa	NP00000	papa
;	.	Fp	.
y	Y	CC	y
en	en	SPS00	en
la	la	DA0FS0	el
sesion	sesión	NCFS000	sesión
13	13	Z	13
manda	manda	VMIP3S0	mandar
el	el	DA0MS0	el
concilio	concilio	NCMS000	concilio
q	que	CS	que
los	los	DA0MP0	el
testigos	testigos	NCCP000	testigo
tenga	tengan	VMSP3P0	tener
las	las	DA0FP0	el
calidades	calidades	NCFP000	calidad
q	que	PR0CN000	que
alli	allí	RG	allí
pone	pone	VMIP3S0	poner
contra	contra	SPS00	contra
un	un	DI0MS0	uno
obpo	obispo	NCMS000	obispo
,	;	Fx	;
y	y	CC	y
los	los	DA0MP0	el
criados	criados	NCMP000	criado
de	de	SPS00	de
obpos	obispos	NCMP000	obispo
de	de	SPS00	de
menor	menor	NCMS000	menor
de	de	SPS00	de
edad	edad	NCFS000	edad
q	que	PR0CN000	que
comen	comen	VMIP3P0	comer
su	su	DP3CS0	su
pan	pan	NCMS000	pan
no	no	RN	no
puede	pueden	VMIP3P0	poder
ser	ser	VSN0000	ser
testigos	testigos	NCCP000	testigo
,	.	Fp	.
y	Y	CC	y
esto	esto	PD0NN000	esto
no	no	RN	no
lo	lo	PP3CNA00	lo
digo	digo	VMIP1S0	decir
porq	porque	CS	porque
se	se	P00CN000	se
me	me	PP1CS000	me
de	dé	VMSP0S0	dar
nada	nada	PI0NN00N	nada
,	,	Fc	,
sino	sino	CC	sino
porq	porque	CS	porque
aql	aquel	DD0MS0	aquel
pobre	pobre	AQ0CS0	pobre
es	es	VSIP3S0	ser
guerfano	huérfano	NCMS000	huérfano
y	y	CC	y
no	no	RN	no
tiene	tiene	VMIP3S0	tener
quie	quien	PR0CS000	quien
haga	haga	VMSP0S0	hacer
por	por	SPS00	por
el	él	PP3MS000	él
y	y	CC	y
q	que	CS	que
vmd	VM	NP00000	VM
	,	Fc	,
pues	pues	CS	pues
es	es	VSIP3S0	ser
teniete	teniente	NCMS000	teniente
de	de	SPS00	de
su	su	DP3CS0	su
s	señoría	NP00000	señoría
	,	Fc	,
lo	lo	PP3MSA00	lo
meta	meta	VMSP0S0	meter
en	en	SPS00	en
camino	camino	NCMS000	camino
y	y	CC	y
le	le	PP3CSD00	le
den	den	VMSP3P0	dar
un	un	DI0MS0	uno
tutor	tutor	NCMS000	tutor
y	y	CC	y
q	que	CS	que
lo	lo	PP3MSA00	lo
Retifique	rectifiquen	VMSP3P0	rectificar
y	y	CC	y
embie	envíen	VMSP3P0	enviar
a	a	SPS00	a
su	su	DP3CS0	su
tierra	tierra	NCFS000	tierra
,	.	Fp	.
y	Y	CC	y
si	si	CS	si
yo	yo	PP1CSN00	yo
lo	lo	PP3MSA00	lo
truje	traje	VMIS1S0	traer
aca	acá	RG	acá
fue	fue	VSIS3S0	ser
porq	porque	CS	porque
deseava	deseaba	VMII0S0	desear
pasar	pasar	VMN0000	pasar
a	a	SPS00	a
indias	Indias	NP00000	indias
	,	Fc	,
q	que	CS	que
tiene	tiene	VMIP3S0	tener
gra	gran	AQ0CS0	gran
volutad	voluntad	NCFS000	voluntad
de	de	SPS00	de
ello	ello	PD0NN000	ello
,	.	Fp	.
vmd	VM	NP00000	VM
pdone	perdone	VMSP0S0	perdonar
tan	tan	RC	tan
larga	larga	AQ0FS0	largo
Relacio	relación	NCFS000	relación
y	y	CC	y
si	si	CS	si
pudiere	pudiere	VMSF0S0	poder
venir	venir	VMN0000	venir
a	a	SPS00	a
vme	verme	VMN0000+PP1CS000	ver+me
	,	Fc	,
Recebire	recibiré	VMIF1S0	recibir
md	merced	NCFS000	merced
,	.	Fp	.
a	A	SPS00	a
9	9	Z	9
de	de	SPS00	de
setiebre	septiembre	NCMS000	septiembre
78	78	Z	78
	.	Fp	.
A	A	SPS00	a
sero	servicio	NCMS000	servicio
de	de	SPS00	de
vmd	VM	NP00000	VM
	,	Fc	,
don	don	NP00000	don
frai	fray	NP00000	fray
fran	Francisco	NP00000	francisco
de	de	SPS00	de
salazar	Salazar	NP00000	salazar
	,	Fc	,
opo	obispo	NP00000	obispo
de	de	SPS00	de
salamina	Salamina	NP00000	salamina
el	El	DA0MS0	el
s	señor	NP00000	señor
asistete	asistente	NP00000	asistente
es	es	VSIP3S0	ser
muy	muy	RQ	muy
mi	mi	DP1CSS	mi
señor	señor	NP00000	señor
y	y	CC	y
si	si	CS	si
vmd	VM	NP00000	VM
le	le	PP3CSD00	le
Ruega	ruega	VMIP3S0	rogar
q	que	CS	que
despache	despache	VMSP0S0	despachar
este	este	DD0MS0	este
negoçio	negocio	NCMS000	negocio
	,	Fc	,
lo	lo	PP3CNA00	lo
hara	hará	VMIF3S0	hacer
y	y	CC	y
	.	Fc	,
