Muy	Muy	RQ	muy
vmd	VM	NP00000	VM
por	por	SPS00	por
la	la	DA0FS0	el
obligaçion	obligación	NCFS000	obligación
que	que	PR0CN000	que
ay	hay	VMIP3S0	haber
para	para	SPS00	para
ello	ello	PD0NN000	ello
	.	Fp	.
siempre	Siempre	RG	siempre
que	que	CS	que
algo	algo	PI0CS000	algo
se	se	P00CN000	se
ofreçiere	ofreciere	VMSF0S0	ofrecer
la	la	PP3FSA00	lo
avisare	avisaré	VMIF1S0	avisar
	.	Fp	.
alla	Allá	RG	allá
ya	ya	RG	ya
se	sé	VMIP1S0	saber
que	que	CS	que
vmd	VM	NP00000	VM
me	me	PP1CS000	me
haze	hace	VMIP3S0	hacer
todo	todo	DI0MS0	todo
el	el	DA0MS0	el
favor	favor	NCMS000	favor
que	que	PR0CN000	que
puede	puede	VMIP3S0	poder
	.	Fp	.
y	Y	CC	y
dios	Dios	NP00000	dios
sabe	sabe	VMIP3S0	saber
que	que	CS	que
deseo	deseo	VMIP1S0	desear
salir	salir	VMN0000	salir
d	de	SPS00	de
estas	estas	DD0FP0	este
islas	islas	NCFP000	isla
para	para	SPS00	para
poder	poder	VMN0000	poder
gozar	gozar	VMN0000	gozar
de	de	SPS00	de
la	la	DA0FS0	el
buena	buena	AQ0FS0	bueno
conversazion	conversación	NCFS000	conversación
d	de	SPS00	de
entre	entre	SPS00	entre
todos	todos	PI0MS000	todo
alla	allá	RG	allá
	,	Fc	,
que	que	CS	que
ya	ya	RG	ya
creo	creo	VMIP1S0	creer
tienen	tienen	VMIP3P0	tener
santo	santo	NCMS000	santo
deseo	deseo	NCMS000	deseo
de	de	SPS00	de
ver	ver	VMN0000	ver
a	a	SPS00	a
vmd	VM	NP00000	VM
como	como	CS	como
a	a	SPS00	a
mi	mí	PP1CSO00	mí
	.	Fp	.
y	Y	CC	y
pues	pues	CS	pues
se	se	P00CN000	se
dize	dice	VMIP3S0	decir
que	que	CS	que
las	las	DA0FP0	el
cortes	Cortes	NP00000	cortes
bendran	vendrán	VMIF3P0	venir
a	a	SPS00	a
monçon	Monzón	NP00000	monzón
presto	presto	RG	presto
	,	Fc	,
alla	allá	RG	allá
nos	nos	PP1CP000	nos
veremos	veremos	VMIF1P0	ver
todos	todos	PI0MP000	todo
si	si	CS	si
dios	Dios	NP00000	dios
fuere	fuere	VSSF0S0	ser
servido	servido	VMP00SM	servir
	.	Fp	.
bien	Bien	RG	bien
querria	querría	VMIC0S0	querer
que	que	CS	que
vmd	VM	NP00000	VM
acordase	acordase	VMSI0S0	acordar
al	al	SPS00+DA0MS0	a+el
señor	señor	NP00000	señor
Regte	regente	NP00000	regente
camacho	Camacho	NP00000	camacho
que	que	CS	que
	,	Fc	,
pues	pues	CS	pues
yo	yo	PP1CSN00	yo
tanto	tanto	RC	tanto
he	he	VAIP1S0	haber
servido	servido	VMP0000	servir
a	a	SPS00	a
su	Su	DP3CS0	su
Magd	Majestad	NP00000	majestad
antes	antes	RG	antes
de	de	SPS00	de
agora	ahora	RG	ahora
	(	Fba	(
y	y	CC	y
agora	ahora	RG	ahora
le	le	PP3CSD00	le
servo	sirvo	VMIP1S0	servir
	)	Fbt	)
	,	Fc	,
que	que	CS	que
me	me	PP1CS000	me
han	han	VAIP3P0	haber
dicho	dicho	VMP0000	decir
que	que	CS	que
en	en	SPS00	en
çiçilia	Sicilia	NP00000	sicilia
estan	están	VMIP3P0	estar
banos	vanos	SPS00	vanos
el	el	DA0MS0	el
arçobispado	arzopispado	NCMS000	arzopispado
de	de	SPS00	de
palermo	Palermo	NP00000	palermo
y	y	CC	y
l	la	DA0FS0	el
abadia	abadía	NCFS000	abadía
de	de	SPS00	de
la	la	DA0FS0	el
mayzon	Maison	NP00000	maison
y	y	CC	y
el	el	DA0MS0	el
Archimanrritado	archimandritado	NCMS000	archimandritado
de	de	SPS00	de
mesina	Mesina	NP00000	mesina
	.	Fp	.
y	Y	CC	y
me	me	PP1CS000	me
dizen	dicen	VMIP3P0	decir
de	de	SPS00	de
otras	otras	DI0FP0	otro
pieças	piezas	NCFP000	pieza
que	que	CS	que
no	no	RN	no
me	me	PP1CS000	me
acuerdo	acuerdo	VMIP1S0	acordar
	,	Fc	,
pero	pero	CC	pero
estas	éstas	PD0FP000	este
tres	tres	Z	3
son	son	VSIP3P0	ser
buenas	buenas	AQ0FP0	bueno
	.	Fp	.
el	El	DA0MS0	el
arçobispado	arzobispado	NCMS000	arzobispado
de	de	SPS00	de
palermo	Palermo	NP00000	palermo
se	se	P00CN000	se
ha	ha	VMIP3S0	haber
de	de	SPS00	de
preber	prever	VMN0000	prever
a	a	SPS00	a
natural	natural	NCMS000	natural
	,	Fc	,
pero	pero	CC	pero
alguna	alguna	DI0FS0	alguno
pençion	pensión	NCFS000	pensión
sobre	sobre	SPS00	sobre
el	el	DA0MS0	el
que	que	CS	que
lo	lo	PP3CNA00	lo
sufre	sufre	VMIP3S0	sufrir
bien	bien	RG	bien
la	la	DA0FS0	el
pieça	pieza	NCFS000	pieza
para	para	SPS00	para
mi	mí	PP1CSO00	mí
.	.	Fp	.
El	El	DA0MS0	el
Archimanrrita	archimandrita	NCMS000	archimandrita
de	de	SPS00	de
meçina	Mesina	NP00000	mesina
vale	vale	VMIP3S0	valer
cinco	cinco	Z	5
mil	mil	Z	1000
scudos	escudos	NCMP000	escudo
	,	Fc	,
segun	según	SPS00	según
han	han	VAIP3P0	haber
dicho	dicho	VMP0000	decir
	,	Fc	,
y	y	CC	y
aun	aún	RG	aun
mas	más	RC	más
	.	Fp	.
esta	Ésta	PD0FS000	este
olgaria	holgaría	VMIC0S0	holgar
yo	yo	PP1CSN00	yo
de	de	SPS00	de
buena	buena	AQ0FS0	bueno
gana	gana	NCFS000	gana
que	que	PR0CN000	que
me	me	PP1CS000	me
hiziese	hiciese	VMSI0S0	hacer
la	la	DA0FS0	el
md	merced	NCFS000	merced
y	y	CC	y
aun	aun	RG	aun
olgaria	holgaría	VMIC0S0	holgar
de	de	SPS00	de
dexar	dejar	VMN0000	dejar
el	el	DA0MS0	el
obispado	obispado	NCMS000	obispado
	.	Fp	.
este	Éste	PD0MS000	este
se	se	P00CN000	se
puede	puede	VMIP3S0	poder
dar	dar	VMN0000	dar
a	a	SPS00	a
estrangero	extranjero	NCMS000	extranjero
porque	porque	CS	porque
vaia	vaya	VMSP0S0	ir
por	por	SPS00	por
natural	natural	NCMS000	natural
.	.	Fp	.
L	La	DA0FS0	el
abadia	abadía	NCFS000	abadía
de	de	SPS00	de
la	la	DA0FS0	el
mayzon	Maison	NP00000	maison
bale	vale	VMIP3S0	valer
quazi	cuasi	RG	cuasi
tres	tres	Z	3
mil	mil	Z	1000
scudos	escudos	NCMP000	escudo
y	y	CC	y
esta	ésta	PD0FS000	este
puede	puede	VMIP3S0	poder
dar	dar	VMN0000	dar
su	Su	DP3CS0	su
Magd	Majestad	NP00000	majestad
a	a	SPS00	a
estrangero	extranjero	NCMS000	extranjero
	,	Fc	,
porque	porque	CS	porque
me	me	PP1CS000	me
dizen	dicen	VMIP3P0	decir
que	que	CS	que
aun	aún	RG	aun
no	no	RN	no
sta	está	VMIP3S0	estar
proveida	proveída	VMP00SF	proveer
	.	Fp	.
otras	Otras	DI0FP0	otro
cosas	cosas	NCFP000	cosa
ay	hay	VMIP3S0	haber
por	por	SPS00	por
alla	allá	RG	allá
que	que	CS	que
yo	yo	PP1CSN00	yo
no	no	RN	no
se	sé	VMIP1S0	saber
	.	Fp	.
vmd	VM	NP00000	VM
por	por	SPS00	por
me	me	PP1CS000	me
la	la	PP3FSA00	lo
hazer	hacer	VMN0000	hacer
a	a	SPS00	a
mi	mí	PP1CSO00	mí
	,	Fc	,
pues	pues	CS	pues
se	sé	VMIP1S0	saber
que	que	CS	que
desea	desea	VMIP3S0	desear
tanto	tanto	RC	tanto
mi	mi	DP1CSS	mi
bien	bien	NCMS000	bien
y	y	CC	y
honra	honra	NCFS000	honra
	,	Fc	,
le	le	PP3CSD00	le
suppco	suplico	VMIP1S0	suplicar
que	que	CS	que
solicite	solicite	VMSP0S0	solicitar
al	al	SPS00+DA0MS0	a+el
señor	señor	NP00000	señor
Regente	regente	NP00000	regente
si	si	CS	si
pudieremos	pudiéremos	VMSF1P0	poder
haver	haber	VMN0000	haber
alguna	alguna	DI0FS0	alguno
piesa	pieza	NCFS000	pieza
o	o	CC	o
pension	pensión	NCFS000	pensión
sobre	sobre	SPS00	sobre
esto	esto	PD0NN000	esto
qu	que	CS	que
esta	está	VMIP3S0	estar
baco	vaco	NCMS000	vaco
para	para	SPS00	para
ayuda	ayuda	NCFS000	ayuda
de	de	SPS00	de
costa	costa	NCFS000	costa
	,	Fc	,
porque	porque	CS	porque
he	he	VAIP1S0	haber
gastado	gastado	VMP0000	gastar
mucho	mucho	RQ	mucho
y	y	CC	y
gasto	gasto	VMIP1S0	gastar
cadal	cada	DI0CN0	cada
dia	día	NCMS000	día
mas	más	RC	más
de	de	SPS00	de
lo	lo	DA0NS0	el
que	que	PR0CN000	que
puedo	puedo	VMIP1S0	poder
	.	Fp	.
y	Y	CC	y
aunque	aunque	CS	aunque
se	sé	VMIP1S0	saber
que	que	CS	que
todos	todos	PI0MP000	todo
desean	desean	VMIP3P0	desear
hazerme	hacerme	VMN0000+PP1CS000	hacer+me
merçed	merced	NCFS000	merced
y	y	CC	y
favoresçer	favorecer	VMN0000	favorecer
	,	Fc	,
sea	sea	VSSP0S0	ser
esto	esto	PD0NN000	esto
por	por	SPS00	por
acuerdo	acuerdo	NCMS000	acuerdo
	.	Fp	.
cuanto	Cuanto	PA000000	cuanto
a	a	SPS00	a
lo	lo	DA0NS0	el
que	que	PR0CN000	que
vmd	VM	NP00000	VM
me	me	PP1CS000	me
manda	manda	VMIP3S0	mandar
que	que	CS	que
haga	haga	VMSP0S0	hacer
por	por	SPS00	por
Anthonio	Antonio	NP00000	antonio
figus	Figus	NP00000	figus
	,	Fc	,
yo	yo	PP1CSN00	yo
le	le	PP3CSD00	le
tengo	tengo	VMIP1S0	tener
a	a	SPS00	a
el	él	PP3MS000	él
muy	muy	RQ	muy
buena	buena	AQ0FS0	bueno
voluntad	voluntad	NCFS000	voluntad
y	y	CC	y
el	él	PP3MS000	él
lo	lo	PP3CNA00	lo
ha	ha	VAIP3S0	haber
conosido	conocido	VMP0000	conocer
de	de	SPS00	de
my	mí	PP1CSO00	mí
	,	Fc	,
y	y	CC	y
que	que	CS	que
en	en	SPS00	en
este	este	DD0MS0	este
su	su	DP3CS0	su
negoçio	negocio	NCMS000	negocio
lo	lo	PP3CNA00	lo
havemos	hemos	VAIP1P0	haber
platicado	platicado	VMP0000	platicar
los	los	DA0MP0	el
dos	dos	Z	2
	.	Fp	.
y	Y	CC	y
Rebolvi	revolví	VMIS1S0	revolver
quantas	cuantas	DT0FP0	cuanto
scrituras	escrituras	NCFP000	escritura
tenia	tenía	VMII0S0	tener
del	del	SPS00+DA0MS0	de+el
santo	Santo	NP00000	santo
officio	Oficio	NP00000	oficio
y	y	CC	y
no	no	RN	no
allamos	hallamos	VMIS1P0	hallar
proceso	proceso	NCMS000	proceso
	.	Fp	.
tengo	Tengo	VMIP1S0	tener
miedo	miedo	NCMS000	miedo
no	no	RN	no
lo	lo	PP3CNA00	lo
hayan	hayan	VASP3P0	haber
ocultado	ocultado	VMP0000	ocultar
	,	Fc	,
pero	pero	CC	pero
	,	Fc	,
pues	pues	CS	pues
dize	dice	VMIP3S0	decir
marco	Marco	NP00000	marco
çipiano	Cipiano	NP00000	cipiano
que	que	CS	que
en	en	SPS00	en
un	un	DI0MS0	uno
Registro	registro	NCMS000	registro
que	que	PR0CN000	que
yo	yo	PP1CSN00	yo
tengo	tengo	VMIP1S0	tener
se	se	P00CN000	se
allara	hallará	VMIF3S0	hallar
	,	Fc	,
yo	yo	PP1CSN00	yo
he	he	VAIP1S0	haber
scrito	escrito	VMP0000	escribir
alla	allá	RG	allá
al	al	SPS00+DA0MS0	a+el
que	que	PR0CN000	que
tiene	tiene	VMIP3S0	tener
cargo	cargo	NCMS000	cargo
de	de	SPS00	de
las	las	DA0FP0	el
scrituras	escrituras	NCFP000	escritura
	,	Fc	,
que	que	CS	que
es	es	VSIP3S0	ser
mo	mosén	NP00000	mosén
Johan	Johan	NP00000	johan
Galeaço	Galeazo	NP00000	galeazo
	,	Fc	,
secretario	secretario	NCMS000	secretario
del	del	SPS00+DA0MS0	de+el
santo	Santo	NP00000	santo
officio	Oficio	NP00000	oficio
	,	Fc	,
para	para	SPS00	para
que	que	CS	que
el	él	PP3MS000	él
vea	vea	VMSP0S0	ver
dichos	dichos	VMP00PM	decir
Registros	registros	NCMP000	registro
y	y	CC	y
	,	Fc	,
si	si	CS	si
allare	hallare	VMSF0S0	hallar
dicho	dicho	VMP00SM	decir
proceso	proceso	NCMS000	proceso
	,	Fc	,
lo	lo	PP3CNA00	lo
saquen	saquen	VMSP3P0	sacar
en	en	SPS00	en
debida	debida	VMP00SF	deber
forma	forma	NCFS000	forma
y	y	CC	y
serrado	cerrado	VMP0000	cerrar
y	y	CC	y
sellado	sellado	VMP00SM	sellar
lo	lo	PP3CNA00	lo
imbien	envíen	VMSP3P0	enviar
al	al	SPS00+DA0MS0	a+el
señor	señor	NP00000	señor
Regente	regente	NP00000	regente
camacho	Camacho	NP00000	camacho
para	para	SPS00	para
que	que	CS	que
el	él	PP3MS000	él
lo	lo	PP3CNA00	lo
entregara	entregara	VMSI0S0	entregar
a	a	SPS00	a
los	los	DA0MP0	el
senyores	señores	NCMP000	señor
de	de	SPS00	de
la	la	DA0FS0	el
Inquisizion	Inquisición	NP00000	inquisición
	.	Fp	.
y	Y	CC	y
les	les	PP3CPD00	le
ymbio	envío	VMIP1S0	enviar
la	la	DA0FS0	el
Respuesta	respuesta	NCFS000	respuesta
de	de	SPS00	de
marco	Marco	NP00000	marco
çipriano	Cipriano	NP00000	cipriano
con	con	SPS00	con
la	la	DA0FS0	el
provision	provisión	NCFS000	provisión
del	del	SPS00+DA0MS0	de+el
consejo	consejo	NCMS000	consejo
	,	Fc	,
para	para	SPS00	para
que	que	CS	que
vean	vean	VMSP3P0	ver
la	la	DA0FS0	el
voluntad	voluntad	NCFS000	voluntad
de	de	SPS00	de
todos	todos	PI0MP000	todo
quanto	cuanto	PA000000	cuanto
a	a	SPS00	a
esto	esto	PD0NN000	esto
que	que	CS	que
se	se	P00CN000	se
saque	saque	VMSP0S0	sacar
dicho	dicho	VMP00SM	decir
proceso	proceso	NCMS000	proceso
	.	Fp	.
y	Y	CC	y
si	si	CS	si
alla	allá	RG	allá
stuviere	estuviere	VMSF0S0	estar
	,	Fc	,
vmd	VM	NP00000	VM
sea	sea	VSSP0S0	ser
çierta	cierta	AQ0FS0	cierto
y	y	CC	y
anthonio	Antonio	NP00000	antonio
figus	Figus	NP00000	figus
tambien	también	RG	también
que	que	CS	que
se	se	P00CN000	se
sacara	sacará	VMIF3S0	sacar
con	con	SPS00	con
toda	toda	DI0FS0	todo
brevedad	brevedad	NCFS000	brevedad
y	y	CC	y
se	se	P00CN000	se
ymbiara	enviará	VMIF3S0	enviar
	.	Fp	.
tenga	Tenga	VMSP0S0	tener
cuydado	cuidado	NCMS000	cuidado
el	el	DA0MS0	el
dicho	dicho	VMP00SM	decir
figus	Figus	NP00000	figus
de	de	SPS00	de
avisar	avisar	VMN0000	avisar
al	al	SPS00+DA0MS0	a+el
Alguer	Alguer	NP00000	alguer
para	para	SPS00	para
que	que	CS	que
paguen	paguen	VMSP3P0	pagar
al	al	SPS00+DA0MS0	a+el
dicho	dicho	VMP00SM	decir
Galeaço	Galeazo	NP00000	galeazo
su	su	DP3CS0	su
trabajo	trabajo	NCMS000	trabajo
si	si	CS	si
se	se	P00CN000	se
enviare	enviare	VMSF0S0	enviar
el	el	DA0MS0	el
dicho	dicho	VMP00SM	decir
proceso	proceso	NCMS000	proceso
	.	Fp	.
y	Y	CC	y
si	si	CS	si
no	no	RN	no
se	se	P00CN000	se
allare	hallare	VMSF0S0	hallar
	,	Fc	,
yo	yo	PP1CSN00	yo
no	no	RN	no
tengo	tengo	VMIP1S0	tener
por	por	SPS00	por
çierto	cierto	AQ0MS0	cierto
que	que	CS	que
alguno	alguno	PI0MS000	alguno
lo	lo	PP3CNA00	lo
ha	ha	VAIP3S0	haber
tomado	tomado	VMP0000	tomar
y	y	CC	y
ocultado	ocultado	VMP0000	ocultar
	,	Fc	,
como	como	CS	como
yo	yo	PP1CSN00	yo
le	le	PP3CSD00	le
dije	dije	VMIS1S0	decir
al	al	SPS00+DA0MS0	a+el
dicho	dicho	VMP00SM	decir
figus	Figus	NP00000	figus
	,	Fc	,
pero	pero	CC	pero
la	la	DA0FS0	el
diligenzia	diligencia	NCFS000	diligencia
se	se	P00CN000	se
hara	hará	VMIF3S0	hacer
porque	porque	CS	porque
ase	hace	VMIP3S0	hacer
tres	tres	Z	3
dias	días	NCMP000	día
va	va	VMIP3S0	ir
un	un	DI0MS0	uno
bergatin	bergantín	NCMS000	bergantín
a	a	SPS00	a
barçelona	Barcelona	NP00000	barcelona
y	y	CC	y
llenara	llenará	VMIF3S0	llenar
estos	estos	DD0MP0	este
despachos	despachos	NCMP000	despacho
	.	Fp	.
y	Y	CC	y
mucho	mucho	RQ	mucho
antes	antes	RG	antes
se	se	P00CN000	se
huviera	hubiera	VASI0S0	haber
hecho	hecho	VMP0000	hacer
si	si	CS	si
yo	yo	PP1CSN00	yo
fuera	fuera	VSSI0S0	ser
avisado	avisado	VMP00SM	avisar
	,	Fc	,
porque	porque	CS	porque
esta	esta	DD0FS0	este
carta	carta	NCFS000	carta
que	que	CS	que
vmd	VM	NP00000	VM
m	me	PP1CS000	me
escrive	escribe	VMIP3S0	escribir
sobre	sobre	SPS00	sobre
este	este	DD0MS0	este
negoçio	negocio	NCMS000	negocio
de	de	SPS00	de
figus	Figus	NP00000	figus
es	es	VSIP3S0	ser
de	de	SPS00	de
XX	XX	NP00000	xx
de	de	SPS00	de
octubre	octubre	NCMS000	octubre
y	y	CC	y
yo	yo	PP1CSN00	yo
la	la	PP3FSA00	lo
he	he	VAIP1S0	haber
Recibido	recibido	VMP0000	recibir
a	a	SPS00	a
XXIII	XXIII	Z	xx3
de	de	SPS00	de
diziembre	diciembre	NCMS000	diciembre
	;	Fx	;
pero	pero	CC	pero
ello	ello	PD0NN000	ello
se	se	P00CN000	se
hara	hará	VMIF3S0	hacer
todo	todo	DI0MS0	todo
lo	lo	DA0NS0	el
posible	posible	AQ0CS0	posible
en	en	SPS00	en
lo	lo	DA0NS0	el
que	que	PR0CN000	que
vmd	VM	NP00000	VM
manda	manda	VMIP3S0	mandar
	.	Fp	.
y	Y	CC	y
le	le	PP3CSD00	le
diga	diga	VMSP0S0	decir
a	a	SPS00	a
figus	Figus	NP00000	figus
que	que	CS	que
soy	soy	VSIP1S0	ser
spantado	espantado	VMP00SM	espantar
que	que	CS	que
le	le	PP3CSD00	le
ayan	hayan	VASP3P0	haber
dado	dado	VMP0000	dar
la	la	DA0FS0	el
sentenzia	sentencia	NCFS000	sentencia
que	que	PR0CN000	que
dio	dio	VMIS3S0	dar
el	el	DA0MS0	el
obispo	obispo	NCMS000	obispo
de	de	SPS00	de
ales	Ales	NP00000	ales
y	y	CC	y
no	no	RN	no
se	se	P00CN000	se
alla	halla	VMIP3S0	hallar
el	el	DA0MS0	el
proçeso	proceso	NCMS000	proceso
	.	Fp	.
yo	Yo	PP1CSN00	yo
pienso	pienso	VMIP1S0	pensar
mal	mal	NCMS000	mal
quanto	cuanto	PA000000	cuanto
a	a	SPS00	a
esto	esto	PD0NN000	esto
	.	Fp	.
no	No	RN	no
se	se	P00CN000	se
offrese	ofrece	VMIP3S0	ofrecer
otro	otro	PI0MS000	otro
que	que	CS	que
dezir	decir	VMN0000	decir
	,	Fc	,
sino	sino	CC	sino
que	que	CS	que
nro	Nuestro	DP1MSP	nuestro
señor	Señor	NP00000	señor
guarde	guarde	VMSP0S0	guardar
la	la	DA0FS0	el
muy	muy	RQ	muy
magca	magnífica	AQ0FS0	magnífico
persona	persona	NCFS000	persona
de	de	SPS00	de
vmd	VM	NP00000	VM
y	y	CC	y
en	en	SPS00	en
mayor	mayor	AQ0CS0	mayor
estado	estado	NCMS000	estado
acreçiente	acreciente	VMSP0S0	acrecentar
como	como	CS	como
yo	yo	PP1CSN00	yo
se	se	PP3CN000	se
lo	lo	PP3CNA00	lo
deseo	deseo	VMIP1S0	desear
	.	Fp	.
de	De	SPS00	de
Mallorca	Mallorca	NP00000	mallorca
	,	Fc	,
a	a	SPS00	a
XXV	XXV	Z	xxv
de	de	SPS00	de
deziembre	diciembre	NCMS000	diciembre
1561	1561	Z	1561
	.	Fp	.
digo	Digo	VMIP1S0	decir
que	que	CS	que
pienso	pienso	VMIP1S0	pensar
que	que	CS	que
este	este	DD0MS0	este
proceso	proceso	NCMS000	proceso
le	le	PP3CSD00	le
ayan	hayan	VASP3P0	haber
ocultado	ocultado	VMP0000	ocultar
porque	porque	CS	porque
no	no	RN	no
se	se	P00CN000	se
viesen	viesen	VMSI3P0	ver
los	los	DA0MP0	el
malos	malos	AQ0MP0	malo
recaudos	recaudos	NCMP000	recaudo
que	que	CS	que
en	en	SPS00	en
aquel	aquel	DD0MS0	aquel
proceso	proceso	NCMS000	proceso
y	y	CC	y
otros	otros	PI0MP000	otro
se	se	P00CN000	se
hizieron	hicieron	VMIS3P0	hacer
en	en	SPS00	en
aquel	aquel	DD0MS0	aquel
tiempo	tiempo	NCMS000	tiempo
	.	Fp	.
Las	Las	DA0FP0	el
cartas	cartas	NCFP000	carta
que	que	PR0CN000	que
van	van	VMIP3P0	ir
con	con	SPS00	con
esta	ésta	PD0FS000	este
vmd	VM	NP00000	VM
las	las	PP3FPA00	lo
mandara	mandará	VMIF3S0	mandar
dar	dar	VMN0000	dar
a	a	SPS00	a
quien	quien	PR0CS000	quien
van	van	VMIP3P0	ir
	.	Fp	.
y	Y	CC	y
figus	Figus	NP00000	figus
tome	tome	VMSP0S0	tomar
esta	ésta	PD0FS000	este
por	por	SPS00	por
suya	suya	PX3FS000	suyo
quanto	cuanto	PA000000	cuanto
a	a	SPS00	a
su	su	DP3CS0	su
negoçio	negocio	NCMS000	negocio
	.	Fp	.
es	Es	VSIP3S0	ser
de	de	SPS00	de
vmd	VM	NP00000	VM
muy	muy	RQ	muy
çierto	cierto	AQ0MS0	cierto
svor	servidor	NCMS000	servidor
q	que	PR0CN000	que
sus	sus	DP3CP0	su
manos	manos	NCFP000	mano
besa	besa	VMIP3S0	besar
	,	Fc	,
P	Pater	NP00000	pater
eps	episcopus	NP00000	episcopu
Algaren	Algarensis	NP00000	algarensis
