muy	Muy	RQ	muy
çinquenta	cincuenta	Z	50
mysas	misas	NCFP000	misa
y	y	CC	y
lo	lo	DA0NS0	el
demas	demás	NCMS000	demás
se	se	P00CN000	se
dara	dará	VMIF3S0	dar
a	a	SPS00	a
la	la	DA0FS0	el
hermana	hermana	NCFS000	hermano
mya	mía	DP1FSS	mío
que	que	PR0CN000	que
mas	más	RC	más
neseçidad	necesidad	NCFS000	necesidad
d	de	SPS00	de
ello	ello	PD0NN000	ello
tenga	tenga	VMSP0S0	tener
	.	Fp	.
y	Y	CC	y
esta	ésta	PD0FS000	este
es	es	VSIP3S0	ser
my	mi	DP1CSS	mi
boluntad	voluntad	NCFS000	voluntad
	.	Fp	.
y	Y	CC	y
a	a	SPS00	a
vm	VM	NP00000	VM
suplico	suplico	VMIP1S0	suplicar
se	se	P00CN000	se
me	me	PP1CS000	me
aga	haga	VMSP0S0	hacer
esta	esta	DD0FS0	este
md	merced	NCFS000	merced
de	de	SPS00	de
q	que	CS	que
	,	Fc	,
si	si	CS	si
se	se	P00CN000	se
acordare	acordare	VMSF0S0	acordar
	,	Fc	,
en	en	SPS00	en
sevilla	Sevilla	NP00000	sevilla
luego	luego	RG	luego
pregunte	pregunte	VMSP0S0	preguntar
a	a	SPS00	a
ju	Juan	NP00000	juan
de	de	SPS00	de
paez	Páez	NP00000	páez
por	por	SPS00	por
los	los	DA0MP0	el
dineros	dineros	NCMP000	dinero
q	que	PR0CN000	que
llevo	llevó	VMIS3S0	llevar
myos	míos	PX1MP0S0	mío
y	y	CC	y
por	por	SPS00	por
virtud	virtud	NCFS000	virtud
de	de	SPS00	de
my	mi	DP1CSS	mi
poder	poder	NCMS000	poder
los	los	PP3MPA00	lo
cobre	cobre	VMSP0S0	cobrar
y	y	CC	y
lleve	lleve	VMSP0S0	llevar
de	de	SPS00	de
camyno	camino	NCMS000	camino
	.	Fp	.
memorya	Memoria	NCFS000	memoria
pa	para	SPS00	para
my	mi	DP1CSS	mi
sor	señor	NP00000	señor
gaspar	Gaspar	NP00000	gaspar
de	de	SPS00	de
guzman	Guzmán	NP00000	guzmán
	.	Fp	.
baltasar	Baltasar	NP00000	baltasar
de	de	SPS00	de
torres	Torres	NP00000	torres
