Por	Por	SPS00	por
del	del	SPS00+DA0MS0	de+el
offissio	oficio	NCMS000	oficio
de	de	SPS00	de
Vm	VM	NP00000	VM
sera	será	VSIF3S0	ser
bien	bien	RG	bien
porque	porque	CS	porque
conoscan	conozcan	VMSP3P0	conocer
estos	estos	DD0MP0	este
señores	señores	NCMP000	señor
del	del	SPS00+DA0MS0	de+el
rasional	racional	NCMS000	racional
q	que	CS	que
Vm	VM	NP00000	VM
es	es	VSIP3S0	ser
persona	persona	NCFS000	persona
que	que	PR0CN000	que
sabe	sabe	VMIP3S0	saber
defender	defender	VMN0000	defender
lo	lo	DA0NS0	el
que	que	PR0CN000	que
le	le	PP3CSD00	le
toca	toca	VMIP3S0	tocar
	.	Fp	.
que	Que	CS	que
sierto	cierto	RG	cierto
como	como	CS	como
con	con	SPS00	con
otras	otras	PI0FS000	otro
he	he	VAIP1S0	haber
dicho	dicho	VMP0000	decir
a	a	SPS00	a
Vm	VM	NP00000	VM
se	se	P00CN000	se
hizo	hizo	VMIS3S0	hacer
cosa	cosa	NCFS000	cosa
que	que	CS	que
nunca	nunca	RN	nunca
tal	tal	RC	tal
se	se	P00CN000	se
abia	había	VAII0S0	haber
echo	hecho	VMP0000	hacer
	,	Fc	,
segun	según	SPS00	según
El	el	DA0MS0	el
marques	marqués	NCMS000	marqués
de	de	SPS00	de
aitona	Aitona	NP00000	aitona
mi	mi	DP1CSS	mi
señor	señor	NP00000	señor
le	le	PP3CSD00	le
dira	dirá	VMIF3S0	decir
	,	Fc	,
que	que	CS	que
arto	harto	RG	harto
lo	lo	PP3CNA00	lo
defendio	defendió	VMIS3S0	defender
por	por	SPS00	por
parte	parte	NCFS000	parte
de	de	SPS00	de
Vm	VM	NP00000	VM
	.	Fp	.
i	Y	CC	y
n	Nuestro	DP1MSP	nuestro
sor	Señor	NP00000	señor
guarde	guarde	VMSP0S0	guardar
a	a	SPS00	a
su	Su	DP3CS0	su
maad	Majestad	NP00000	majestad
i	y	CC	y
sea	sea	VSSP0S0	ser
con	con	SPS00	con
todos	todos	PI0MP000	todo
	.	Fp	.
de	De	SPS00	de
Caller	Cáller	NP00000	cáller
	,	Fc	,
i	y	CC	y
maio	mayo	NCMS000	mayo
a	a	SPS00	a
los	los	DA0MP0	el
27	27	Z	27
de	de	SPS00	de
1596	1596	Z	1596
	.	Fp	.
somos	Somos	VSIP1P0	ser
a	a	SPS00	a
4	4	Z	4
de	de	SPS00	de
julio	julio	NCMS000	julio
i	y	CC	y
esta	ésta	PD0FS000	este
ba	va	VMIP3S0	ir
por	por	SPS00	por
via	vía	NCFS000	vía
de	de	SPS00	de
Vas	Vas	X	x
.	.	Fp	.
i	Y	CC	y
sera	será	VSIF3S0	ser
para	para	SPS00	para
dezir	decir	VMN0000	decir
a	a	SPS00	a
Vm	VM	NP00000	VM
de	de	SPS00	de
como	como	CS	como
El	el	DA0MS0	el
capitan	capitán	NP00000	capitán
Pedro	Pedro	NP00000	pedro
monçon	Monzón	NP00000	monzón
me	me	PP1CS000	me
a	ha	VAIP3S0	haber
dado	dado	VMP0000	dar
orden	orden	NCMS000	orden
que	que	CS	que
los	los	DA0MP0	el
ochosientos	ochocientos	Z	800
sesenta	sesenta	Z	60
reales	reales	NCMP000	real
que	que	CS	que
io	yo	PP1CSN00	yo
quedava	quedaba	VMII0S0	quedar
a	a	SPS00	a
Vm	VM	NP00000	VM
deudor	deudor	NCMS000	deudor
i	y	CC	y
a	a	SPS00	a
dicho	dicho	VMP00SM	decir
capitan	capitán	NCMS000	capitán
havia	había	VAII0S0	haber
pagados	pagados	VMP0000	pagar
i	y	CC	y
echos	hechos	NCMP000	hecho
buenos	buenos	AQ0MP0	bueno
a	a	SPS00	a
su	su	DP3CS0	su
cuenta	cuenta	NCFS000	cuenta
los	los	PP3MPA00	lo
remitiesse	remitiese	VMSI0S0	remitir
a	a	SPS00	a
galceran	Galcerán	NP00000	galcerán
balles	Vallés	NP00000	vallés
en	en	SPS00	en
Balencia	Valencia	NP00000	valencia
para	para	SPS00	para
servir	servir	VMN0000	servir
de	de	SPS00	de
aquellos	aquéllos	PD0MP000	aquel
la	la	DA0FS0	el
horden	orden	NCFS000	orden
i	y	CC	y
voluntad	voluntad	NCFS000	voluntad
de	de	SPS00	de
Vm	VM	NP00000	VM
	.	Fp	.
i	Y	CC	y
	,	Fc	,
asi	así	RG	así
	,	Fc	,
hoi	hoy	RG	hoy
he	he	VAIP1S0	haber
remetido	remetido	VMP0000	remeter
a	a	SPS00	a
dicho	dicho	VMP00SM	decir
balles	Vallés	NP00000	vallés
dichos	dichos	VMP00PM	decir
ochosientos	ochocientos	Z	800
setenta	setenta	Z	70
reales	reales	NCMP000	real
En	en	SPS00	en
setenta	setenta	Z	70
siete	siete	Z	7
ducados	ducados	NCMP000	ducado
dos	dos	Z	2
tercios	tercios	NCMP000	tercio
a	a	SPS00	a
rason	razón	NCFS000	razón
de	de	SPS00	de
beinte	veinte	Z	20
i	y	CC	y
un	un	DI0MS0	uno
sueldo	sueldo	NCMS000	sueldo
de	de	SPS00	de
dicha	dicha	VMP00SF	decir
mda	medida	NCFS000	medida
de	de	SPS00	de
Balensia	Valencia	NP00000	valencia
por	por	SPS00	por
ducado	ducado	NCMS000	ducado
	.	Fp	.
al	Al	SPS00+DA0MS0	a+el
qual	cual	PR0CS000	cual
balles	Vallés	NP00000	vallés
he	he	VAIP1S0	haber
dado	dado	VMP0000	dar
horden	orden	NCFS000	orden
sigua	siga	VMSP0S0	seguir
de	de	SPS00	de
aquellos	aquéllos	PD0MP000	aquel
horden	orden	NCMS000	orden
i	y	CC	y
voluntad	voluntad	NCFS000	voluntad
de	de	SPS00	de
Vm	VM	NP00000	VM
	,	Fc	,
qualles	cuales	PR0CP000	cual
he	he	VAIP1S0	haber
remitido	remitido	VMP0000	remitir
por	por	SPS00	por
letra	letra	NCFS000	letra
de	de	SPS00	de
Agostin	Agustín	NP00000	agustín
segui	Segui	NP00000	segui
i	y	CC	y
del	del	SPS00+DA0MS0	de+el
dia	día	NCMS000	día
prte	presente	AQ0CS0	presente
	.	Fp	.
con	Con	SPS00	con
esto	esto	PD0NN000	esto
queda	queda	VMIP3S0	quedar
la	la	DA0FS0	el
cuenta	cuenta	NCFS000	cuenta
de	de	SPS00	de
Vm	VM	NP00000	VM
rematada	rematada	NCFS000	rematada
hasta	hasta	SPS00	hasta
lo	lo	DA0NS0	el
que	que	PR0CN000	que
sera	será	VSIF3S0	ser
cobrado	cobrado	VMP00SM	cobrar
a	a	SPS00	a
los	los	DA0MP0	el
dies	diez	Z	10
de	de	SPS00	de
henero	enero	NCMS000	enero
propassado	propasado	VMP00SM	propasar
	,	Fc	,
segun	según	SPS00	según
por	por	SPS00	por
la	la	DA0FS0	el
cuenta	cuenta	NCFS000	cuenta
va	va	VMIP3S0	ir
con	con	SPS00	con
esta	ésta	PD0FS000	este
Vm	VM	NP00000	VM
vera	verá	VMIF3S0	ver
	,	Fc	,
que	que	CS	que
sera	será	VSIF3S0	ser
serbido	servido	VMP0000	servir
abisarme	avisarme	VMN0000+PP1CS000	avisar+me
de	de	SPS00	de
todo	todo	PI0MS000	todo
	.	Fp	.
i	Y	CC	y
tanbien	también	RG	también
abisarme	avisarme	VMN0000+PP1CS000	avisar+me
a	a	SPS00	a
quien	quien	PR0CS000	quien
manda	manda	VMIP3S0	mandar
cobrado	cobrado	VMP00SM	cobrar
el	el	DA0MS0	el
salario	salario	NCMS000	salario
cada	cada	DI0CN0	cada
anio	año	NCMS000	año
lo	lo	PP3CNA00	lo
remitta	remita	VMSP0S0	remitir
	,	Fc	,
que	que	CS	que
de	de	SPS00	de
una	una	DI0FS0	uno
bes	vez	NCFS000	vez
bastara	bastará	VMIF3S0	bastar
que	que	CS	que
Vm	VM	NP00000	VM
me	me	PP1CS000	me
abise	avise	VMSP0S0	avisar
a	a	SPS00	a
mi	mí	PP1CSO00	mí
	,	Fc	,
que	que	CS	que
por	por	SPS00	por
Vm	VM	NP00000	VM
nunca	nunca	RN	nunca
averme	haberme	VAN0000+PP1CS000	haber+me
escrito	escrito	VMP0000	escribir
ni	ni	CC	ni
dado	dado	VMP0000	dar
tal	tal	RC	tal
horden	orden	NCMS000	orden
se	se	P00CN000	se
ha	ha	VAIP3S0	haber
dexado	dejado	VMP0000	dejar
de	de	SPS00	de
hazer	hacer	VMN0000	hacer
hasta	hasta	SPS00	hasta
hoi	hoy	RG	hoy
	.	Fp	.
y	Y	CC	y
n	Nuestro	DP1MSP	nuestro
s	Señor	NP00000	señor
guarde	guarde	VMSP0S0	guardar
a	a	SPS00	a
Vm	VM	NP00000	VM
y	y	CC	y
sea	sea	VSSP0S0	ser
co	con	SPS00	con
todos	todos	PI0MP000	todo
	.	Fp	.
Pere	Pere	NP00000	pere
Santus	Santus	NP00000	santus
