muy	Muy	RQ	muy
y	y	CC	y
a	a	SPS00	a
esos	esos	DD0MP0	ese
monasterios	monasterios	NCMP000	monasterio
de	de	SPS00	de
ay	ahí	RG	ahí
y	y	CC	y
ospitales	hospitales	NCMP000	hospital
y	y	CC	y
de	de	SPS00	de
san	San	NP00000	san
iohan	Iohan	NP00000	iohan
de	de	SPS00	de
la	la	DA0FS0	el
torre	Torre	NP00000	torre
otras	otras	PI0FS000	otro
mandas	mandas	VMIP2S0	mandar
.	.	Fp	.
yo	Yo	PP1CSN00	yo
enbie	envié	VMIS1S0	enviar
el	el	DA0MS0	el
año	año	NCMS000	año
passado	pasado	VMP00SM	pasar
de	de	SPS00	de
1542	1542	Z	1542
cccxxviii	CCCXXVIII	Z	cccxxviii
pos	pesos	NCMP000	peso
de	de	SPS00	de
oro	oro	NCMS000	oro
de	de	SPS00	de
minas	minas	NCFP000	mina
de	de	SPS00	de
ley	ley	NCFS000	ley
perfecta	perfecta	AQ0FS0	perfecto
	,	Fc	,
Consignados	consignados	NCMP000	consignado
en	en	SPS00	en
sevilla	Sevilla	NP00000	sevilla
	,	Fc	,
a	a	SPS00	a
un	un	DI0MS0	uno
iohan	Iohan	NP00000	iohan
garvarro	Garvarro	NP00000	garvarro
porq	porque	CS	porque
los	los	DA0MP0	el
Reçibiese	recibiese	VMSI0S0	recibir
y	y	CC	y
enbiase	enviase	VMSI0S0	enviar
a	a	SPS00	a
esa	esa	DD0FS0	ese
villa	villa	NCFS000	villa
al	al	SPS00+DA0MS0	a+el
sor	señor	NP00000	señor
franco	Francisco	NP00000	francisco
grres	Gutiérrez	NP00000	gutiérrez
altamirano	Altamirano	NP00000	altamirano
y	y	CC	y
anton	Antón	NP00000	antón
de	de	SPS00	de
cogollos	Cogollos	NP00000	cogollos
	;	Fx	;
y	y	CC	y
hasta	hasta	SPS00	hasta
oy	hoy	RG	hoy
no	no	RN	no
E	he	VAIP1S0	haber
visto	visto	VMP0000	ver
Carta	carta	NCFS000	carta
d	de	SPS00	de
esos	esos	DD0MP0	ese
ses	señores	NCMP000	señor
	.	Fp	.
por	Por	SPS00	por
letra	letra	NCFS000	letra
del	del	SPS00+DA0MS0	de+el
galvarro	Galvarro	NP00000	galvarro
tengo	tengo	VMIP1S0	tener
aviso	aviso	NCMS000	aviso
de	de	SPS00	de
q	que	CS	que
los	los	PP3MPA00	lo
Reçibio	recibió	VMIS3S0	recibir
y	y	CC	y
enbio	envió	VMIS3S0	enviar
a	a	SPS00	a
anton	Antón	NP00000	antón
de	de	SPS00	de
Cogollos	Cogollos	NP00000	cogollos
y	y	CC	y
q	que	CS	que
tiene	tiene	VMIP3S0	tener
conoçimieto	conocimiento	NCMS000	conocimiento
suyo	suyo	DP3CS0	suyo
	.	Fp	.
y	Y	CC	y
Como	como	CS	como
el	él	PP3MS000	él
exçedio	excedió	VMIS3S0	exceder
de	de	SPS00	de
lo	lo	DA0NS0	el
q	que	PR0CN000	que
yo	yo	PP1CSN00	yo
le	le	PP3CSD00	le
escrevi	escribí	VMIS1S0	escribir
en	en	SPS00	en
darlos	darlos	VMN0000+PP3MPA00	dar+lo
en	en	SPS00	en
particular	particular	NCMS000	particular
a	a	SPS00	a
cogollos	Cogollos	NP00000	cogollos
	,	Fc	,
no	no	RN	no
me	me	PP1CS000	me
maravillo	maravillo	VMIP1S0	maravillar
de	de	SPS00	de
no	no	RN	no
averme	haberme	VAN0000+PP1CS000	haber+me
spto	escrito	VMP0000	escribir
el	el	DA0MS0	el
sor	señor	NP00000	señor
franco	Francisco	NP00000	francisco
grres	Gutiérrez	NP00000	gutiérrez
	,	Fc	,
porq	porque	CS	porque
me	me	PP1CS000	me
haze	hace	VMIP3S0	hacer
psumir	presumir	VMN0000	presumir
q	que	CS	que
d	de	SPS00	de
ello	ello	PD0NN000	ello
no	no	RN	no
deve	debe	VMIP3S0	deber
aver	haber	VAN0000	haber
tenido	tenido	VMP0000	tener
notiçia	noticia	NCFS000	noticia
.	.	Fp	.
agora	Ahora	RG	ahora
le	le	PP3CSD00	le
scrivo	escribo	VMIP1S0	escribir
desenganandole	desengañándole	VMG0000+PP3CSD00	desengañar+le
si	si	CS	si
tiene	tiene	VMIP3S0	tener
por	por	SPS00	por
venta	ventura	NCFS000	ventura
otro	otro	DI0MS0	otro
pensamieto	pensamiento	NCMS000	pensamiento
del	del	SPS00+DA0MS0	de+el
q	que	PR0CN000	que
debe	debe	VMIP3S0	deber
	,	Fc	,
q	que	CS	que
no	no	RN	no
es	es	VSIP3S0	ser
de	de	SPS00	de
creer	creer	VMN0000	creer
siendo	siendo	VSG0000	ser
Como	como	CS	como
es	es	VSIP3S0	ser
iano	cristiano	NCMS000	cristiano
	.	Fp	.
y	Y	CC	y
es	es	VSIP3S0	ser
q	que	CS	que
por	por	SPS00	por
el	el	DA0MS0	el
testamo	testamento	NCMS000	testamento
Consta	consta	VMIP3S0	constar
q	que	CS	que
	,	Fc	,
si	si	CS	si
en	en	SPS00	en
lo	lo	DA0NS0	el
de	de	SPS00	de
los	los	DA0MP0	el
quinientos	quinientos	Z	500
pos	pesos	NCMP000	peso
q	que	PR0CN000	que
avia	había	VAII0S0	haber
enbiado	enviado	VMP0000	enviar
joan	Juan	NP00000	juan
de	de	SPS00	de
salamanca	Salamanca	NP00000	salamanca
pa	para	SPS00	para
lo	lo	DA0NS0	el
de	de	SPS00	de
la	la	DA0FS0	el
Capellania	capellanía	NCFS000	capellanía
oviere	hubiere	VASF0S0	haber
avido	habido	VMP0000	haber
ynpedimeto	impedimento	NCMS000	impedimento
por	por	SPS00	por
mana	manda	VMIP3S0	mandar
q	que	CS	que
salga	salga	VMSP0S0	salir
ynçiertos	inciertos	NCMP000	incierto
	,	Fc	,
manda	manda	VMIP3S0	mandar
q	que	CS	que
de	de	SPS00	de
lo	lo	DA0NS0	el
q	que	PR0CN000	que
Restare	restare	VMSF0S0	restar
Conplidas	cumplidas	VMP00PF	cumplir
las	las	DA0FP0	el
pias	pías	AQ0FP0	pío
Cabsas	causas	NCFP000	causa
se	se	P00CN000	se
haga	haga	VMSP0S0	hacer
	.	Fp	.
y	Y	CC	y
Constituyendo	constituyendo	VMG0000	constituir
todavia	todavía	RG	todavía
la	la	DA0FS0	el
Capellania	capellanía	NCFS000	capellanía
E	he	VAIP1S0	haber
considerado	considerado	VMP0000	considerar
q	que	CS	que
pa	para	SPS00	para
cunplir	cumplir	VMN0000	cumplir
esto	esto	PD0NN000	esto
no	no	RN	no
ay	hay	VMIP3S0	haber
en	en	SPS00	en
esta	esta	DD0FS0	este
vida	vida	NCFS000	vida
psona	persona	NCFS000	persona
q	que	CS	que
asi	así	RG	así
lo	lo	PP3CNA00	lo
haga	haga	VMSP0S0	hacer
como	como	CS	como
yo	yo	PP1CSN00	yo
	,	Fc	,
porq	porque	CS	porque
si	si	CS	si
de	de	SPS00	de
mi	mi	DP1CSS	mi
poder	poder	NCMS000	poder
sale	sale	VMIP3S0	salir
esta	esta	DD0FS0	este
moneda	moneda	NCFS000	moneda
y	y	CC	y
entra	entra	VMIP3S0	entrar
en	en	SPS00	en
el	el	DA0MS0	el
de	de	SPS00	de
cogollos	Cogollos	NP00000	cogollos
no	no	RN	no
se	sé	VMIP1S0	saber
como	cómo	PA000000	cómo
sera	será	VSIF3S0	ser
.	.	Fc	,
alla	Allá	RG	allá
se	se	PP3CN000	se
lo	lo	PP3CNA00	lo
escrivo	escribo	VMIP1S0	escribir
pa	para	SPS00	para
q	que	CS	que
d	de	SPS00	de
esto	esto	PD0NN000	esto
me	me	PP1CS000	me
de	dé	VMSP0S0	dar
satisfaçio	satisfacción	NCFS000	satisfacción
y	y	CC	y
enbie	envíe	VMSP0S0	enviar
los	los	DA0MP0	el
Recibibs	recibís	NCMP000	recibí
neçesarios	necesarios	AQ0MP0	necesario
del	del	SPS00+DA0MS0	de+el
cunplimeto	cumplimento	VMIP1S0	cumplimentar
de	de	SPS00	de
las	las	PP3FPA00	lo
mandas	mandas	VMIP2S0	mandar
.	.	Fp	.
vm	VM	NP00000	VM
	,	Fc	,
por	por	SPS00	por
amor	amor	NCMS000	amor
de	de	SPS00	de
n	Nuestro	DP1MSP	nuestro
sor	Señor	NP00000	señor
	,	Fc	,
ponga	ponga	VMSP0S0	poner
en	en	SPS00	en
todo	todo	PI0MS000	todo
la	la	DA0FS0	el
mano	mano	NCFS000	mano
pa	para	SPS00	para
q	que	CS	que
Con	con	SPS00	con
brebedad	brevedad	NCFS000	brevedad
se	se	P00CN000	se
m	me	PP1CS000	me
enbie	envíe	VMSP0S0	enviar
y	y	CC	y
m	me	PP1CS000	me
escriva	escriba	VMSP0S0	escribir
largo	largo	RG	largo
porq	porque	CS	porque
yo	yo	PP1CSN00	yo
tenga	tenga	VMSP0S0	tener
aviso	aviso	NCMS000	aviso
en	en	SPS00	en
lo	lo	DA0NS0	el
q	que	PR0CN000	que
se	se	P00CN000	se
deba	deba	VMSP0S0	deber
hzer	hacer	VMN0000	hacer
	.	Fp	.
al	Al	SPS00+DA0MS0	a+el
sor	señor	NP00000	señor
franco	Francisco	NP00000	francisco
grres	Gutiérrez	NP00000	gutiérrez
escrivo	escribo	VMIP1S0	escribir
vm	VM	NP00000	VM
le	le	PP3CSD00	le
ponga	ponga	VMSP0S0	poner
espuelas	espuelas	NP00000	espuelas
a	a	SPS00	a
su	su	DP3CS0	su
merced	merced	NCFS000	merced
si	si	CS	si
sintiere	sintiere	VMSF0S0	sentir
tibieza	tibieza	NCFS000	tibieza
en	en	SPS00	en
esta	esta	DD0FS0	este
negon	negociación	NCFS000	negociación
.	,	Fc	,
lo	lo	DA0NS0	el
qual	cual	PR0CS000	cual
no	no	RN	no
puedo	puedo	VMIP1S0	poder
creer	creer	VMN0000	creer
q	que	CS	que
tenga	tenga	VMSP0S0	tener
tal	tal	RC	tal
psona	persona	NCFS000	persona
Como	como	CS	como
el	él	PP3MS000	él
	.	Fp	.
olvidoseme	Olvidóseme	VMIS3S0+P00CN000+PP1CS000	olvidar+se+me
d	de	SPS00	de
escreville	escribirle	VMN0000+PP3CSD00	escribir+le
q	que	CS	que
	,	Fc	,
si	si	CS	si
le	le	PP3CSD00	le
pareçiere	pareciere	VMSF0S0	parecer
procurar	procurar	VMN0000	procurar
una	una	DI0FS0	uno
çedula	cédula	NCFS000	cédula
de	de	SPS00	de
su	Su	DP3CS0	su
magd	Majestad	NP00000	majestad
pa	para	SPS00	para
q	que	CS	que
lo	lo	DA0NS0	el
q	que	PR0CN000	que
d	de	SPS00	de
esta	esta	DD0FS0	este
hazienda	hacienda	NCFS000	hacienda
oviere	hubiere	VASF0S0	haber
Restado	restado	VMP0000	restar
averiguadas	averiguadas	VMP00PF	averiguar
las	las	DA0FP0	el
Cuentas	cuentas	NCFP000	cuenta
y	y	CC	y
hecho	hecho	VMP0000	hacer
el	el	DA0MS0	el
alcançe	alcance	NCMS000	alcance
	,	Fc	,
s	se	P00CN000	se
enbie	envíe	VMSP0S0	enviar
a	a	SPS00	a
esa	esa	DD0FS0	ese
villa	villa	NCFS000	villa
a	a	SPS00	a
la	la	DA0FS0	el
justiçia	justicia	NCFS000	justicia
d	de	SPS00	de
ella	ella	PP3FS000	él
pa	para	SPS00	para
q	que	CS	que
conforme	conforme	RG	conforme
al	al	SPS00+DA0MS0	a+el
testamo	testamento	NCMS000	testamento
se	se	P00CN000	se
Efectue	efectúe	VMSP0S0	efectuar
.	.	Fp	.
vm	VM	NP00000	VM
lo	lo	PP3CNA00	lo
vea	vea	VMSP0S0	ver
y	y	CC	y
Comuniq	comunique	VMSP0S0	comunicar
con	con	SPS00	con
el	el	DA0MS0	el
sor	señor	NP00000	señor
franco	Francisco	NP00000	francisco
grres	Gutiérrez	NP00000	gutiérrez
y	y	CC	y
me	me	PP1CS000	me
Responda	responda	VMSP0S0	responder
a	a	SPS00	a
ello	ello	PD0NN000	ello
y	y	CC	y
a	a	SPS00	a
todo	todo	PI0MS000	todo
.	.	Fp	.
asimismo	Asimismo	RG	asimismo
qrria	querría	VMIC0S0	querer
enbiar	enviar	VMN0000	enviar
a	a	SPS00	a
su	su	DP3CS0	su
merçed	merced	NCFS000	merced
y	y	CC	y
a	a	SPS00	a
vm	VM	NP00000	VM
unos	unos	DI0MP0	uno
seysçientos	seiscientos	Z	600
ducados	ducados	NCMP000	ducado
pa	para	SPS00	para
q	que	CS	que
se	se	P00CN000	se
destribuyesen	distribuyesen	VMSI3P0	distribuir
en	en	SPS00	en
obras	obras	NCFP000	obra
pias	pías	AQ0FP0	pío
por	por	SPS00	por
Joan	Juan	NP00000	juan
de	de	SPS00	de
salama	Salamanca	NP00000	salamanca
	.	Fp	.
aviseme	Avíseme	VMSI0S0+PP1CS000	avisar+me
vm	VM	NP00000	VM
si	si	CS	si
es	es	VSIP3S0	ser
tienpo	tiempo	NCMS000	tiempo
dispuesto	dispuesto	VMP00SM	disponer
pa	para	SPS00	para
ello	ello	PD0NN000	ello
al	al	SPS00+DA0MS0	a+el
presente	presente	NCMS000	presente
	,	Fc	,
digo	digo	VMIP1S0	decir
	,	Fc	,
si	si	CS	si
su	Su	DP3CS0	su
magestad	Majestad	NP00000	majestad
toma	toma	VMIP3S0	tomar
agora	ahora	RG	ahora
la	la	DA0FS0	el
moneda	moneda	NCFS000	moneda
o	o	CC	o
si	si	CS	si
ay	hay	VMIP3S0	haber
por	por	SPS00	por
la	la	DA0FS0	el
mar	mar	NCMS000	mar
Reqsta	recuesta	VMIP3S0	recostar
de	de	SPS00	de
asarnos	asarnos	VMN0000+PP1CP000	asar+nos
	.	Fp	.
de	De	SPS00	de
todo	todo	PI0MS000	todo
m	me	PP1CS000	me
escriva	escriba	VMSP0S0	escribir
vm	VM	NP00000	VM
largo	largo	RG	largo
y	y	CC	y
me	me	PP1CS000	me
haga	haga	VMSP0S0	hacer
merçed	merced	NCFS000	merced
de	de	SPS00	de
mandarme	mandarme	VMN0000+PP1CS000	mandar+me
en	en	SPS00	en
q	que	CS	que
sirva	sirva	VMSP0S0	servir
y	y	CC	y
tenerme	tenerme	VMN0000+PP1CS000	tener+me
por	por	SPS00	por
tan	tan	RC	tan
servyor	servidor	NCMS000	servidor
como	como	CS	como
yo	yo	PP1CSN00	yo
me	me	PP1CS000	me
tengo	tengo	VMIP1S0	tener
y	y	CC	y
en	en	SPS00	en
su	su	DP3CS0	su
sacrefiçios	sacrificios	NCMP000	sacrificio
merezca	merezca	VMSP0S0	merecer
estando	estando	VMG0000	estar
en	en	SPS00	en
memoria	memoria	NCFS000	memoria
.	.	Fp	.
nro	Nuestro	DP1MSP	nuestro
sor	Señor	NP00000	señor
la	la	DA0FS0	el
muy	muy	RQ	muy
Rda	reverenda	AQ0FS0	reverendo
psona	persona	NCFS000	persona
de	de	SPS00	de
vm	VM	NP00000	VM
guarde	guarde	VMSP0S0	guardar
y	y	CC	y
ppe	prospere	VMSP0S0	prosperar
	.	Fp	.
bienaventda	Bienaventurada	NP00000	bienaventurada
me	madre	NCFS000	madre
	.	Fp	.
de	De	SPS00	de
guaçacualco	Coatzacoalcos	NP00000	coatzacoalcos
	,	Fc	,
a	a	SPS00	a
x	X	NP00000	x
de	de	SPS00	de
ote	octubre	NCMS000	octubre
1545	1545	Z	1545
	.	Fp	.
de	De	SPS00	de
vm	VM	NP00000	VM
muy	muy	RQ	muy
verdadero	verdadero	AQ0MS0	verdadero
siervo	siervo	NCMS000	siervo
	,	Fc	,
Juan	Juan	NP00000	juan
medez	Méndez	NP00000	méndez
