Somos	Somos	VSIP1P0	ser
boticario	boticario	NCMS000	boticario
no	no	RN	no
estaba	estaba	VMII0S0	estar
en	en	SPS00	en
casa	casa	NCFS000	casa
	.	Fp	.
yo	Yo	PP1CSN00	yo
no	no	RN	no
se	sé	VMIP1S0	saber
donde	dónde	PA000000	dónde
la	la	PP3FSA00	lo
tendrian	tendrían	VMIC3P0	tener
	.	Fp	.
me	Me	PP1CS000	me
parece	parece	VMIP3S0	parecer
aquella	aquella	DD0FS0	aquel
casa	casa	NCFS000	casa
la	la	DA0FS0	el
de	de	SPS00	de
los	los	DA0MP0	el
orates	orates	NCCP000	orate
	.	Fp	.
ni	Ni	CC	ni
dan	dan	VMIP3P0	dar
razon	razón	NCFS000	razón
fija	fija	AQ0FS0	fijo
a	a	SPS00	a
lo	lo	DA0NS0	el
que	que	PR0CN000	que
una	una	DI0FS0	uno
les	les	PP3CPD00	le
pregunta	pregunta	NCFS000	pregunta
	.	Fp	.
ella	Ella	PP3FS000	él
parece	parece	VMIP3S0	parecer
que	que	CS	que
siempre	siempre	RG	siempre
esta	está	VMIP3S0	estar
enojada	enojada	VMP00SF	enojar
	.	Fp	.
ayer	Ayer	RG	ayer
recibi	recibí	VMIS1S0	recibir
otra	otra	PI0FS000	otro
tuia	tuya	PX2FS0S0	tuyo
	(	Fba	(
fecha	fecha	NCFS000	fecha
28	28	Z	28
	)	Fbt	)
desde	desde	SPS00	desde
almeida	Almeida	NP00000	almeida
	.	Fp	.
mucha	Mucha	DI0FS0	mucho
gana	gana	NCFS000	gana
tengo	tengo	VMIP1S0	tener
de	de	SPS00	de
berte	verte	VMN0000+PP2CS000	ver+te
para	para	SPS00	para
salir	salir	VMN0000	salir
de	de	SPS00	de
confuisones	confusiones	NCFP000	confusión
	,	Fc	,
pues	pues	CS	pues
aqui	aquí	RG	aquí
te	te	PP2CS000	te
dan	dan	VMIP3P0	dar
tantos	tantos	DI0MP0	tanto
destinos	destinos	NCMP000	destino
que	que	CS	que
no	no	RN	no
se	sé	VMIP1S0	saber
como	cómo	PA000000	cómo
as	has	VMIP2S0	haber
de	de	SPS00	de
dar	dar	VMN0000	dar
cunplimiento	cumplimiento	NCMS000	cumplimiento
a	a	SPS00	a
todos	todos	PI0MP000	todo
	.	Fp	.
parece	Parece	VMIP3S0	parecer
que	que	CS	que
tomas	Tomás	NP00000	tomás
a	ha	VAIP3S0	haber
escrito	escrito	VMP0000	escribir
tres	tres	Z	3
cartas	cartas	NCFP000	carta
a	a	SPS00	a
tu	tu	DP2CSS	tu
Padre	padre	NCMS000	padre
por	por	SPS00	por
medio	medio	NCMS000	medio
de	de	SPS00	de
jose	José	NP00000	josé
pedro	Pedro	NP00000	pedro
y	y	CC	y
este	esté	VMSP0S0	estar
encargando	encargando	VMG0000	encargar
a	a	SPS00	a
las	las	DA0FP0	el
que	que	PR0CN000	que
las	las	PP3FPA00	lo
an	han	VAIP3P0	haber
traido	traído	VMP0000	traer
no	no	RN	no
me	me	PP1CS000	me
dijeran	dijeran	VMSI3P0	decir
a	a	SPS00	a
mi	mí	PP1CSO00	mí
nada	nada	PI0NN00N	nada
	,	Fc	,
pero	pero	CC	pero
	,	Fc	,
por	por	SPS00	por
fin	fin	NCMS000	fin
	,	Fc	,
lo	lo	PP3CNA00	lo
he	he	VAIP1S0	haber
sabido	sabido	VMP0000	saber
	.	Fp	.
parece	Parece	VMIP3S0	parecer
le	le	PP3CSD00	le
pide	pide	VMIP3S0	pedir
dos	dos	Z	2
onzas	onzas	NCFP000	onza
para	para	SPS00	para
acer	hacer	VMN0000	hacer
el	el	DA0MS0	el
biaje	viaje	NCMS000	viaje
	,	Fc	,
que	que	CS	que
se	se	P00CN000	se
biene	viene	VMIP3S0	venir
para	para	SPS00	para
frejo	Frejo	NP00000	frejo
	.	Fp	.
pero	Pero	CC	pero
tu	tu	DP2CSS	tu
P	padre	NCMS000	padre
no	no	RN	no
esta	está	VMIP3S0	estar
mui	muy	RQ	muy
animado	animado	VMP0000	animar
	,	Fc	,
pues	pues	CS	pues
dice	dice	VMIP3S0	decir
que	que	CS	que
el	el	DA0MS0	el
otro	otro	DI0MS0	otro
dinero	dinero	NCMS000	dinero
que	que	PR0CN000	que
mando	mandó	VMIS3S0	mandar
nada	nada	PI0NN00N	nada
a	ha	VAIP3S0	haber
bisto	visto	VMP0000	ver
tomas	Tomás	NP00000	tomás
	.	Fp	.
el	Él	PP3MS000	él
no	no	RN	no
me	me	PP1CS000	me
lo	lo	PP3CNA00	lo
a	ha	VAIP3S0	haber
dicho	dicho	VMP0000	decir
a	a	SPS00	a
mi	mí	PP1CSO00	mí
	,	Fc	,
pero	pero	CC	pero
a	a	SPS00	a
quien	quien	PR0CS000	quien
se	se	PP3CN000	se
lo	lo	PP3CNA00	lo
dijo	dijo	VMIS3S0	decir
me	me	PP1CS000	me
lo	lo	PP3CNA00	lo
a	ha	VAIP3S0	haber
dicho	dicho	VMP0000	decir
a	a	SPS00	a
mi	mí	PP1CSO00	mí
	.	Fp	.
y	Y	CC	y
aun	aun	RG	aun
respondio	respondió	VMIS3S0	responder
a	a	SPS00	a
la	la	DA0FS0	el
persona	persona	NCFS000	persona
que	que	PR0CN000	que
le	le	PP3CSD00	le
trajo	trajo	VMIS3S0	traer
la	la	DA0FS0	el
ultima	última	AO0FS0	último
carta	carta	NCFS000	carta
que	que	CS	que
quien	quien	PR0CS000	quien
se	se	P00CN000	se
estaba	estaba	VMII0S0	estar
aprobechando	aprovechando	VMG0000	aprovechar
de	de	SPS00	de
su	su	DP3CS0	su
acienda	hacienda	NCFS000	hacienda
se	se	PP3CN000	se
las	las	PP3FPA00	lo
podia	podía	VMII0S0	poder
mandar	mandar	VMN0000	mandar
	.	Fp	.
como	Como	CS	como
el	él	PP3MS000	él
benga	venga	VMSP0S0	venir
a	a	SPS00	a
frejo	Frejo	NP00000	frejo
	,	Fc	,
yo	yo	PP1CSN00	yo
hebitare	evitaré	VMIF1S0	evitar
el	el	DA0MS0	el
que	que	CS	que
buelban	vuelvan	VMSP3P0	volver
a	a	SPS00	a
decir	decir	VMN0000	decir
que	que	CS	que
me	me	PP1CS000	me
aprobecho	aprovecho	VMIP1S0	aprovechar
de	de	SPS00	de
cosa	cosa	NCFS000	cosa
de	de	SPS00	de
nadie	nadie	PI0NN00N	nadie
	,	Fc	,
pues	pues	CS	pues
le	le	PP3CSD00	le
are	haré	VMIF1S0	hacer
acer	hacer	VMN0000	hacer
que	que	CS	que
sea	sea	VSSP0S0	ser
lexitimamente	legítimamente	RG	legítimamente
mio	mío	DP1MSS	mío
	.	Fp	.
ya	Ya	RG	ya
se	se	P00CN000	se
acabo	acabó	VMIS3S0	acabar
el	el	DA0MS0	el
tiempo	tiempo	NCMS000	tiempo
de	de	SPS00	de
los	los	DA0MP0	el
bobos	bobos	NCMP000	bobo
	.	Fp	.
yo	Yo	PP1CSN00	yo
beo	veo	VMIP1S0	ver
que	que	CS	que
lo	lo	DA0NS0	el
que	que	PR0CN000	que
no	no	RN	no
tengo	tengo	VMIP1S0	tener
me	me	PP1CS000	me
paso	paso	VMIP1S0	pasar
sin	sin	SPS00	sin
ello	ello	PD0NN000	ello
y	y	CC	y
nadie	nadie	PI0NN00N	nadie
me	me	PP1CS000	me
lo	lo	PP3CNA00	lo
da	da	VMIP3S0	dar
	.	Fp	.
con	Con	SPS00	con
esta	esta	DD0FS0	este
misma	misma	AQ0FS0	mismo
fecha	fecha	NCFS000	fecha
escribo	escribo	VMIP1S0	escribir
a	a	SPS00	a
Jose	José	NP00000	josé
pedro	Pedro	NP00000	pedro
que	que	CS	que
bea	vea	VMSP0S0	ver
donde	dónde	PA000000	dónde
para	para	SPS00	para
la	la	DA0FS0	el
ropa	ropa	NCFS000	ropa
	.	Fp	.
recibi	Recibí	VMIS1S0	recibir
el	el	DA0MS0	el
congrio	congrio	NCMS000	congrio
	,	Fc	,
que	que	CS	que
llego	llegó	VMIS3S0	llegar
mui	muy	RQ	muy
bueno	bueno	AQ0MS0	bueno
	;	Fx	;
la	la	DA0FS0	el
merluca	merluza	NCFS000	merluza
estaba	estaba	VMII0S0	estar
ya	ya	RG	ya
mala	mala	AQ0FS0	malo
y	y	CC	y
unos	unos	DI0MP0	uno
frejoles	frejoles	NCMP000	frejol
	.	Fp	.
el	El	DA0MS0	el
domingo	domingo	NCMS000	domingo
te	te	PP2CS000	te
mande	mandé	VMIS1S0	mandar
por	por	SPS00	por
la	la	DA0FS0	el
carmen	Carmen	NP00000	carmen
de	de	SPS00	de
la	La	DA0FS0	el
frejeneda	Fregeneda	NCFS000	fregeneda
una	una	DI0FS0	uno
esquelita	esquelita	NCFS000	esquelita
	,	Fc	,
que	que	CS	que
bino	vino	VMIS3S0	venir
a	a	SPS00	a
un	un	DI0MS0	uno
oficio	oficio	NCMS000	oficio
que	que	PR0CN000	que
se	se	P00CN000	se
hizo	hizo	VMIS3S0	hacer
por	por	SPS00	por
el	el	DA0MS0	el
canonigo	canónigo	NCMS000	canónigo
que	que	PR0CN000	que
murio	murió	VMIS3S0	morir
a	a	SPS00	a
mediado	mediado	NCMS000	mediado
de	de	SPS00	de
febrero	febrero	NCMS000	febrero
	.	Fp	.
por	Por	SPS00	por
aqui	aquí	RG	aquí
nada	nada	PI0NN00N	nada
se	se	P00CN000	se
dice	dice	VMIP3S0	decir
mas	más	RC	más
que	que	CS	que
la	la	DA0FS0	el
guerra	guerra	NCFS000	guerra
esta	está	VMIP3S0	estar
ya	ya	RG	ya
publicada	publicada	VMP00SF	publicar
	.	Fp	.
aqui	Aquí	RG	aquí
ban	van	VMIP3P0	ir
a	a	SPS00	a
quintas	quintas	NCFP000	quinta
dos	dos	Z	2
soldados	soldados	NCMP000	soldado
y	y	CC	y
medio	medio	NCMS000	medio
	.	Fp	.
tu	Tú	PP2CSN00	tú
nada	nada	PI0NN00N	nada
me	me	PP1CS000	me
dices	dices	VMIP2S0	decir
de	de	SPS00	de
bueno	bueno	AQ0MS0	bueno
y	y	CC	y
bien	bien	RG	bien
podias	podías	VMII2S0	poder
decir	decir	VMN0000	decir
alguna	alguna	DI0FS0	alguno
cosa	cosa	NCFS000	cosa
	.	Fp	.
en	En	SPS00	en
punto	punto	NCMS000	punto
a	a	SPS00	a
la	la	DA0FS0	el
ropa	ropa	NCFS000	ropa
que	que	PR0CN000	que
me	me	PP1CS000	me
di	dices	VMIP2S0	decir
esta	está	VMIP3S0	estar
en	en	SPS00	en
Poyares	Poyales	NP00000	poyales
	,	Fc	,
are	haré	VMIF1S0	hacer
lo	lo	DA0NS0	el
que	que	PR0CN000	que
tu	tú	PP2CSN00	tú
dispongas	dispongas	VMSP2S0	disponer
	.	Fp	.
si	Si	CS	si
quieres	quieres	VMIP2S0	querer
	,	Fc	,
la	la	PP3FSA00	lo
mandare	mandaré	VMIF1S0	mandar
a	a	SPS00	a
buscar	buscar	VMN0000	buscar
	.	Fp	.
pues	Pues	CS	pues
si	si	CS	si
tu	tú	PP2CSN00	tú
en	en	SPS00	en
la	la	DA0FS0	el
tuia	tuya	PX2FS0S0	tuyo
me	me	PP1CS000	me
dijeras	dijeras	VMSI2S0	decir
que	que	CS	que
mandara	mandara	VMSI0S0	mandar
por	por	SPS00	por
ella	ella	PP3FS000	él
	,	Fc	,
lo	lo	PP3CNA00	lo
hiciera	hiciera	VMSI0S0	hacer
	;	Fx	;
pero	pero	CC	pero
como	como	CS	como
solo	sólo	RG	sólo
me	me	PP1CS000	me
dices	dices	VMIP2S0	decir
	«	Fra	«
si	si	CS	si
quiero	quiero	VMIP1S0	querer
	»	Frt	»
	,	Fc	,
lo	lo	PP3CNA00	lo
suspendere	suspenderé	VMIF1S0	suspender
asta	hasta	SPS00	hasta
tu	tu	DP2CSS	tu
abiso	aviso	NCMS000	aviso
	.	Fp	.
no	No	RN	no
dejes	dejes	VMSP2S0	dejar
de	de	SPS00	de
abisarme	avisarme	VMN0000+PP1CS000	avisar+me
si	si	CS	si
as	has	VAIP2S0	haber
recibido	recibido	VMP0000	recibir
lo	lo	DA0NS0	el
que	que	PR0CN000	que
te	te	PP2CS000	te
llebo	llevo	VMIP1S0	llevar
dicho	dicho	VMP00SM	decir
	.	Fp	.
me	Me	PP1CS000	me
parece	parece	VMIP3S0	parecer
que	que	CS	que
el	el	DA0MS0	el
dia	día	NCMS000	día
que	que	PR0CN000	que
te	te	PP2CS000	te
los	los	PP3MPA00	lo
mande	mandé	VMIS1S0	mandar
fue	fue	VSIS3S0	ser
15	15	Z	15
ó	o	CC	o
17	17	Z	17
del	del	SPS00+DA0MS0	de+el
pasado	pasado	NCMS000	pasado
	.	Fp	.
y	Y	CC	y
tanbien	también	RG	también
te	te	PP2CS000	te
decia	decía	VMII0S0	decir
que	que	CS	que
si	si	CS	si
alguna	alguna	DI0FS0	alguno
cosa	cosa	NCFS000	cosa
te	te	PP2CS000	te
acia	hacía	VMII0S0	hacer
falta	falta	NCFS000	falta
me	me	PP1CS000	me
lo	lo	PP3CNA00	lo
dijeras	dijeras	VMSI2S0	decir
	.	Fp	.
el	El	DA0MS0	el
dia	día	NCMS000	día
que	que	PR0CN000	que
fui	fui	VMIS1S0	ir
a	a	SPS00	a
frejo	Frejo	NP00000	frejo
te	te	PP2CS000	te
llebaba	llevaba	VMII0S0	llevar
dos	dos	Z	2
camisas	camisas	NCFP000	camisa
y	y	CC	y
algo	algo	PI0CS000	algo
de	de	SPS00	de
mondongo	mondongo	NCMS000	mondongo
	,	Fc	,
pero	pero	CC	pero
no	no	RN	no
me	me	PP1CS000	me
atrebi	atreví	VMIS1S0	atrever
a	a	SPS00	a
dejarlo	dejarlo	VMN0000+PP3MSA00	dejar+lo
	.	Fp	.
en	En	SPS00	en
fin	fin	NCMS000	fin
	,	Fc	,
tu	tú	PP2CSN00	tú
beras	verás	VMIF2S0	ver
del	del	SPS00+DA0MS0	de+el
modo	modo	NCMS000	modo
que	que	PR0CN000	que
te	te	PP2CS000	te
se	se	P00CN000	se
puede	puede	VMIP3S0	poder
mandar	mandar	VMN0000	mandar
sin	sin	SPS00	sin
que	que	CS	que
se	se	P00CN000	se
pierda	pierda	VMSP0S0	perder
	.	Fp	.
el	El	DA0MS0	el
niño	niño	NCMS000	niño
esta	está	VMIP3S0	estar
mui	muy	RQ	muy
bueno	bueno	AQ0MS0	bueno
	.	Fp	.
cuidate	Cuídate	VMM02S0+PP2CS000	cuidar+te
mucho	mucho	RQ	mucho
y	y	CC	y
recibe	recibe	VMIP3S0	recibir
cuanto	cuanto	PA000000	cuanto
quieras	quieras	VMSP2S0	querer
de	de	SPS00	de
tu	tu	DP2CSS	tu
E	esposa	NCFS000	esposo
	.	Fp	.
