Valld	Valladolid	NP00000	valladolid
ella	ella	PP3FS000	él
despide	despide	VMIP3S0	despedir
ya	ya	RG	ya
los	los	DA0MP0	el
oficiales	oficiales	NCMP000	oficial
,	,	Fc	,
ella	ella	PP3FS000	él
vive	vive	VMIP3S0	vivir
con	con	SPS00	con
el	el	DA0MS0	el
Vendito	bendito	AQ0MSP	bendito
rueda	Rueda	NP00000	rueda
,	,	Fc	,
ella	ella	PP3FS000	él
come	come	VMIP3S0	comer
con	con	SPS00	con
el	él	PP3MS000	él
,	;	Fx	;
y	y	CC	y
el	el	DA0MS0	el
S	señor	NP00000	señor
D	don	NP00000	don
Benito	Benito	NP00000	benito
,	,	Fc	,
marido	marido	NCMS000	marido
de	de	SPS00	de
la	la	DA0FS0	el
dha	dicha	VMP00SF	decir
Señorona	señorona	NCFS000	señorón
	,	Fc	,
come	come	VMIP3S0	comer
con	con	SPS00	con
el	el	DA0MS0	el
aprendiz	aprendiz	NCMS000	aprendiz
y	y	CC	y
la	la	DA0FS0	el
criada	criada	NCFS000	criado
,	,	Fc	,
ps	pues	CS	pues
es	es	VSIP3S0	ser
tal	tal	RC	tal
la	la	DA0FS0	el
inumanidad	inhumanidad	NCFS000	inhumanidad
de	de	SPS00	de
la	la	DA0FS0	el
Barbara	Bárbara	NP00000	bárbara
y	y	CC	y
el	el	DA0MS0	el
cojo	Cojo	NP00000	cojo
qe	que	CS	que
ni	ni	CCN	ni
aun	aun	CS	aun
el	el	DA0MS0	el
dia	día	NCMS000	día
del	del	SPS00+DA0MS0	de+el
Sto	santo	NCMS000	santo
de	de	SPS00	de
ella	ella	PP3FS000	él
	,	Fc	,
qe	que	PR0CN000	que
	,	Fc	,
como	como	CS	como
U	usted	PP2CS000	usted
no	no	RN	no
ignora	ignora	VMIP3S0	ignorar
	,	Fc	,
fue	fue	VSIS3S0	ser
el	el	DA0MS0	el
Domingo	domingo	NCMS000	domingo
,	,	Fc	,
no	no	RN	no
le	le	PP3CSD00	le
permitieron	permitieron	VMIS3P0	permitir
comer	comer	VMN0000	comer
con	con	SPS00	con
ellos	ellos	PP3MP000	ellos
a	a	SPS00	a
la	la	DA0FS0	el
mesa	mesa	NCFS000	mesa
	,	Fc	,
sino	sino	CC	sino
como	como	CS	como
los	los	DA0MP0	el
demas	demás	DI0CP0	demás
dias	días	NCMP000	día
;	.	Fp	.
esto	Esto	PD0NN000	esto
no	no	RN	no
me	me	PP1CS000	me
causa	causa	VMIP3S0	causar
admiracion	admiración	NCFS000	admiración
atendiendo	atendiendo	VMG0000	atender
a	a	SPS00	a
qe	que	CS	que
a	ha	VAIP3S0	haber
llegado	llegado	VMP0000	llegar
el	el	DA0MS0	el
caso	caso	NCMS000	caso
de	de	SPS00	de
amenazarle	amenazarle	VMN0000+PP3CSA00	amenazar+le
y	y	CC	y
pegar	pegar	VMN0000	pegar
la	la	DA0FS0	el
dha	dicha	VMP00SF	decir
Barbara	Bárbara	NP00000	bárbara
a	a	SPS00	a
su	su	DP3CS0	su
marido	marido	NCMS000	marido
,	,	Fc	,
y	y	CC	y
el	el	DA0MS0	el
caso	caso	NCMS000	caso
de	de	SPS00	de
su	su	DP3CS0	su
Rueda	Rueda	NP00000	rueda
tambien	también	RG	también
,	.	Fp	.
¡	¡	Faa	¡
O	Oh	I	oh
	,	Fc	,
Dios	Dios	NP00000	dios
!	!	Fat	!
¿	¿	Fia	¿
se	Se	P00CN000	se
puede	puede	VMIP3S0	poder
pedir	pedir	VMN0000	pedir
mas	más	RC	más
?	?	Fit	?
¿	¿	Fia	¿
se	Se	P00CN000	se
permite	permite	VMIP3S0	permitir
esto	esto	PD0NN000	esto
en	en	SPS00	en
un	un	DI0MS0	uno
pueblo	pueblo	NCMS000	pueblo
como	como	CS	como
este	éste	PD0MS000	este
?	?	Fit	?
Carmen	Carmen	NP00000	carmen
	,	Fc	,
se	se	P00CN000	se
me	me	PP1CS000	me
olvido	olvidó	VMIS3S0	olvidar
en	en	SPS00	en
la	la	DA0FS0	el
otra	otra	PI0FS000	otro
decir	decir	VMN0000	decir
a	a	SPS00	a
U	usted	PP2CS000	usted
qe	que	CS	que
el	el	DA0MS0	el
abogado	abogado	NCMS000	abogado
de	de	SPS00	de
Rueda	Rueda	NP00000	rueda
le	le	PP3CSD00	le
dijo	dijo	VMIS3S0	decir
qe	que	CS	que
si	sí	RG	sí
era	era	VSII0S0	ser
cierto	cierto	AQ0MS0	cierto
qe	que	CS	que
habia	había	VAII0S0	haber
mandado	mandado	VMP0000	mandar
venir	venir	VMN0000	venir
el	el	DA0MS0	el
Cojo	Cojo	NP00000	cojo
a	a	SPS00	a
la	la	DA0FS0	el
Barbara	Bárbara	NP00000	bárbara
,	,	Fc	,
qe	que	CS	que
si	si	CS	si
U	usted	PP2CS000	usted
lo	lo	PP3CNA00	lo
sabia	sabía	VMII0S0	saber
tendria	tendría	VMIC0S0	tener
mal	mal	RG	mal
resultado	resultado	NCMS000	resultado
,	.	Fp	.
y	Y	CC	y
esto	esto	PD0NN000	esto
se	se	P00CN000	se
podra	podrá	VMIF3S0	poder
hacer	hacer	VMN0000	hacer
bueno	bueno	AQ0MS0	bueno
,	,	Fc	,
ps	pues	CS	pues
el	el	DA0MS0	el
mancebo	mancebo	NCMS000	mancebo
llamado	llamado	VMP00SM	llamar
Jose	José	NP00000	josé
lendoya	Lendoya	NP00000	lendoya
fue	fue	VSIS3S0	ser
el	el	DA0MS0	el
qe	que	PR0CN000	que
escrivio	escribió	VMIS3S0	escribir
la	la	DA0FS0	el
carta	carta	NCFS000	carta
pa	para	SPS00	para
qe	que	CS	que
viniese	viniese	VMSI0S0	venir
ella	ella	PP3FS000	él
y	y	CC	y
su	su	DP3CS0	su
pobre	pobre	AQ0CS0	pobre
marido	marido	NCMS000	marido
	(	Fba	(
pobre	pobre	AQ0CS0	pobre
	,	Fc	,
digo	digo	VMIP1S0	decir
	,	Fc	,
prqe	porque	CS	porque
tengo	tengo	VMIP1S0	tener
motivos	motivos	NCMP000	motivo
pa	para	SPS00	para
decirlo	decirlo	VMN0000+PP3CNA00	decir+lo
y	y	CC	y
	,	Fc	,
si	si	CS	si
no	no	RN	no
	,	Fc	,
ponga 	ponga	VMSP0S0	poner
U	usted	PP2CS000	usted
cuidado	cuidado	NCMS000	cuidado
y	y	CC	y
me	me	PP1CS000	me
dara	dará	VMIF3S0	dar
la	la	DA0FS0	el
razon	razón	NCFS000	razón
	)	Fbt	)
;	.	Fp	.
el	El	DA0MS0	el
cojo	Cojo	NP00000	cojo
duerme	duerme	VMIP3S0	dormir
donde	donde	PA000000	donde
dormia	dormía	VMII0S0	dormir
;	.	Fp	.
la	La	DA0FS0	el
Barbara	Bárbara	NP00000	bárbara
duerme	duerme	VMIP3S0	dormir
en	en	SPS00	en
el	el	DA0MS0	el
cuarto	cuarto	NCMS000	cuarto
de	de	SPS00	de
las	las	DA0FP0	el
palomas	palomas	NCFP000	paloma
y	y	CC	y
su	su	DP3CS0	su
pobre	pobre	AQ0CS0	pobre
marido	marido	NCMS000	marido
	,	Fc	,
despues	después	RG	después
de	de	SPS00	de
hacerlo	hacerlo	VMN0000+PP3MSA00	hacer+lo
velar	velar	VMN0000	velar
el	el	DA0MS0	el
cojo	Cojo	NP00000	cojo
hasta	hasta	SPS00	hasta
casi	casi	RG	casi
la	la	DA0FS0	el
medianoche	medianoche	NCFS000	medianoche
,	,	Fc	,
duerme	duerme	VMIP3S0	dormir
en	en	SPS00	en
el	el	DA0MS0	el
obrador	obrador	NCMS000	obrador
con	con	SPS00	con
el	el	DA0MS0	el
aprendiz	aprendiz	NCMS000	aprendiz
pa	para	SPS00	para
guardar	guardar	VMN0000	guardar
los	los	DA0MP0	el
enseres	enseres	NCMP000	enseres
qe	que	PR0CN000	que
	,	Fc	,
como	como	CS	como
U	usted	PP2CS000	usted
no	no	RN	no
ygnora	ignora	VMIP3S0	ignorar
	,	Fc	,
hay	hay	VMIP3S0	haber
.	.	Fp	.
digo	Digo	VMIP1S0	decir
bien	bien	RG	bien
llamarle	llamarle	VMN0000+PP3CSA00	llamar+le
pobre	pobre	AQ0CS0	pobre
y	y	CC	y
bien	bien	NCMS000	bien
pobre	pobre	AQ0CS0	pobre
,	.	Fp	.
escuche	Escuche	VMSP0S0	escuchar
U	usted	PP2CS000	usted
si	si	CS	si
es	es	VSIP3S0	ser
pobre	pobre	AQ0CS0	pobre
qe	que	CS	que
ya	ya	RG	ya
le	le	PP3CSD00	le
a	ha	VAIP3S0	haber
dado	dado	VMP0000	dar
el	el	DA0MS0	el
cojo	Cojo	NP00000	cojo
la	la	DA0FS0	el
levita	levita	NCFS000	levita
negra	negra	AQ0FS0	negro
,	,	Fc	,
el	el	DA0MS0	el
pantalon	pantalón	NCMS000	pantalón
qe	que	PR0CN000	que
U	usted	PP2CS000	usted
misma	misma	AQ0FS0	mismo
hizo	hizo	VMIS3S0	hacer
con	con	SPS00	con
la	la	DA0FS0	el
Barbara	Bárbara	NP00000	bárbara
y	y	CC	y
otras	otras	DI0FP0	otro
cosas	cosas	NCFP000	cosa
,	;	Fx	;
conqe	conque	CS	conque
vea	vea	VMSP0S0	ver
U	usted	PP2CS000	usted
si	si	CSI	si
es	es	VSIP3S0	ser
pobre	pobre	AQ0CS0	pobre
qe	que	CS	que
necesita	necesita	VMIP3S0	necesitar
qe	que	CS	que
le	le	PP3CSD00	le
den	den	VMSP3P0	dar
ropa	ropa	NCFS000	ropa
pa	para	SPS00	para
vestirse	vestirse	VMN0000+P00CN000	vestir+se
,	.	Fp	.
Mucho	Mucho	RQ	mucho
mas	más	RC	más
diria	diría	VMIC0S0	decir
	,	Fc	,
po	pero	CC	pero
lo	lo	PP3CNA00	lo
suspendo	suspendo	VMIP1S0	suspender
hasta	hasta	SPS00	hasta
otra	otra	PI0FS000	otro
,	.	Fp	.
esto	Esto	PD0NN000	esto
es	es	VSIP3S0	ser
lo	lo	DA0NS0	el
mas	más	RC	más
particular	particular	AQ0CS0	particular
por	por	SPS00	por
ahora	ahora	RG	ahora
,	.	Fp	.
mantengase	Manténgase	VMSP0S0+P00CN000	mantener+se
U	usted	PP2CS000	usted
tan	tan	RC	tan
buena	buena	AQ0FS0	bueno
como	como	CS	como
se	se	PP3CN000	se
lo	lo	PP3CNA00	lo
desea	desea	VMIP3S0	desear
uno	uno	PI0MS000	uno
qe	que	PR0CN000	que
la	la	PP3FSA00	lo
adora	adora	VMIP3S0	adorar
y	y	CC	y
qe	que	PR0CN000	que
la	la	PP3FSA00	lo
desea	desea	VMIP3S0	desear
ver	ver	VMN0000	ver
libre	libre	AQ0CS0	libre
pa	para	SPS00	para
hablar	hablar	VMN0000	hablar
con	con	SPS00	con
mas	más	RC	más
franqueza	franqueza	NCFS000	franqueza
	.	Fp	.
